time,Detroit,pts.away,score,pts.home,Milwaukee
7:00.0,,,14-13,,J. Henson misses 2-pt shot from 3 ft
6:58.0,Defensive rebound by A. Drummond,,14-13,,
6:49.0,Turnover by A. Bradley (bad pass; steal by G. Antetokounmpo),,14-13,,
6:44.0,,,14-13,,Shooting foul by T. Harris (drawn by G. Antetokounmpo)
6:44.0,,,14-13,,Milwaukee full timeout
6:44.0,,,14-13,,R. Vaughn enters the game for T. Snell
6:44.0,,,14-14,1,G. Antetokounmpo makes free throw 1 of 2
6:44.0,,,14-15,1,G. Antetokounmpo makes free throw 2 of 2
6:29.0,R. Jackson misses 2-pt shot from 4 ft (block by J. Henson),,14-15,,
6:25.0,,,14-15,,Defensive rebound by K. Middleton
6:24.0,,,14-15,,E. Bledsoe misses 2-pt shot from 1 ft
6:21.0,,,14-15,,Offensive rebound by G. Antetokounmpo
6:14.0,,,14-17,2,G. Antetokounmpo makes 2-pt shot from 1 ft
6:09.0,S. Johnson misses 3-pt shot from 26 ft,,14-17,,
6:09.0,,,14-17,,Defensive rebound by E. Bledsoe
5:58.0,,,14-20,3,G. Antetokounmpo makes 3-pt shot from 28 ft (assist by E. Bledsoe)
5:33.0,Turnover by Team (shot clock),,14-20,,
5:19.0,,,14-20,,R. Vaughn misses 3-pt shot from 22 ft
5:15.0,Defensive rebound by S. Johnson,,14-20,,
4:58.0,S. Johnson misses 3-pt shot from 26 ft,,14-20,,
4:56.0,Offensive rebound by A. Drummond,,14-20,,
4:56.0,Shooting foul by J. Henson (drawn by A. Drummond),,14-20,,
4:56.0,A. Drummond misses free throw 1 of 2,,14-20,,
4:56.0,Offensive rebound by Team,,14-20,,
4:56.0,,,14-20,,T. Maker enters the game for K. Middleton
4:56.0,,,14-20,,D. Liggins enters the game for J. Henson
4:56.0,A. Tolliver enters the game for S. Johnson,,14-20,,
4:56.0,A. Drummond makes free throw 2 of 2,1,15-20,,
4:47.0,,,15-20,,E. Bledsoe misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by A. Drummond,,15-20,,
4:42.0,R. Jackson misses 2-pt shot from 1 ft,,15-20,,
4:42.0,Offensive rebound by R. Jackson,,15-20,,
4:36.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,17-20,,
4:22.0,,,17-20,,Offensive charge foul by G. Antetokounmpo (drawn by A. Drummond)
4:22.0,,,17-20,,Turnover by G. Antetokounmpo (offensive foul)
4:22.0,L. Kennard enters the game for A. Bradley,,17-20,,
3:58.0,R. Jackson misses 3-pt shot from 28 ft,,17-20,,
3:57.0,,,17-20,,Defensive rebound by Team
3:37.0,,,17-22,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe)
3:18.0,,,17-22,,Loose ball foul by R. Vaughn (drawn by A. Drummond)
3:18.0,,,17-22,,M. Brogdon enters the game for E. Bledsoe
3:18.0,I. Smith enters the game for R. Jackson,,17-22,,
3:06.0,L. Kennard makes 2-pt shot from 18 ft (assist by A. Tolliver),2,19-22,,
2:44.0,,,19-22,,M. Brogdon misses 2-pt shot from 15 ft
2:44.0,,,19-22,,Offensive rebound by R. Vaughn
2:44.0,,,19-22,,Shooting foul by A. Tolliver (drawn by R. Vaughn)
2:44.0,Detroit full timeout,,19-22,,
2:44.0,,,19-23,1,R. Vaughn makes free throw 1 of 2
2:44.0,,,19-23,,R. Vaughn misses free throw 2 of 2
2:40.0,Defensive rebound by A. Drummond,,19-23,,
2:31.0,A. Drummond makes 2-pt shot from 1 ft,2,21-23,,
2:31.0,Shooting foul by T. Maker (drawn by A. Drummond),,21-23,,
2:31.0,A. Drummond makes free throw 1 of 1,1,22-23,,
2:06.0,,,22-25,2,R. Vaughn makes 2-pt shot at rim (assist by T. Maker)
1:44.0,L. Kennard makes 3-pt shot from 27 ft (assist by A. Drummond),3,25-25,,
1:21.0,,,25-28,3,R. Vaughn makes 3-pt shot from 27 ft (assist by M. Brogdon)
0:58.0,A. Drummond makes 2-pt shot from 1 ft (assist by L. Kennard),2,27-28,,
0:38.0,,,27-28,,T. Maker misses 2-pt shot from 8 ft
0:35.0,Defensive rebound by A. Drummond,,27-28,,
0:18.0,L. Kennard misses 3-pt shot from 26 ft,,27-28,,
0:15.0,,,27-28,,Defensive rebound by R. Vaughn
0:01.0,,,27-30,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Brogdon)
0:00.0,Turnover by A. Tolliver (bad pass; steal by D. Liggins),,27-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,I. Smith misses 2-pt shot from 16 ft,,27-30,,
11:43.0,,,27-30,,Defensive rebound by M. Brogdon
11:30.0,,,27-32,2,M. Brogdon makes 2-pt shot at rim (assist by R. Vaughn)
11:12.0,L. Kennard misses 2-pt shot from 1 ft,,27-32,,
11:12.0,,,27-32,,Defensive rebound by R. Vaughn
11:00.0,,,27-32,,R. Vaughn misses 2-pt shot from 8 ft
11:00.0,Defensive rebound by A. Tolliver,,27-32,,
10:49.0,A. Tolliver makes 3-pt shot from 27 ft (assist by S. Johnson),3,30-32,,
10:28.0,,,30-32,,D. Liggins misses 3-pt shot from 22 ft
10:24.0,Defensive rebound by S. Johnson,,30-32,,
10:18.0,A. Tolliver misses 3-pt shot from 27 ft,,30-32,,
10:14.0,,,30-32,,Defensive rebound by D. Liggins
10:08.0,,,30-34,2,K. Middleton makes 2-pt shot from 15 ft
9:52.0,S. Johnson misses 2-pt shot from 2 ft,,30-34,,
9:46.0,Offensive rebound by E. Moreland,,30-34,,
9:46.0,E. Moreland makes 2-pt shot at rim,2,32-34,,
9:30.0,,,32-36,2,K. Middleton makes 2-pt shot from 10 ft (assist by R. Vaughn)
9:19.0,I. Smith makes 2-pt shot from 2 ft,2,34-36,,
9:05.0,,,34-36,,M. Brogdon misses 2-pt shot from 1 ft
9:00.0,,,34-36,,Offensive rebound by M. Brogdon
9:00.0,,,34-38,2,M. Brogdon makes 2-pt shot at rim
8:51.0,Loose ball foul by A. Tolliver (drawn by K. Middleton),,34-38,,
8:51.0,,,34-38,,T. Snell enters the game for R. Vaughn
8:50.0,L. Kennard misses 3-pt shot from 27 ft,,34-38,,
8:50.0,,,34-38,,Defensive rebound by Team
8:40.0,,,34-40,2,K. Middleton makes 2-pt shot from 15 ft (assist by M. Brogdon)
8:40.0,,,34-40,,Shooting foul by S. Johnson (drawn by K. Middleton)
8:40.0,,,34-41,1,K. Middleton makes free throw 1 of 1
8:15.0,Turnover by E. Moreland (bad pass; steal by M. Brogdon),,34-41,,
8:10.0,,,34-41,,M. Brogdon misses 2-pt shot from 1 ft
8:06.0,Defensive rebound by S. Johnson,,34-41,,
8:05.0,Shooting foul by T. Maker (drawn by S. Johnson),,34-41,,
8:05.0,S. Johnson makes free throw 1 of 2,1,35-41,,
8:05.0,,,35-41,,J. Henson enters the game for T. Maker
8:05.0,A. Drummond enters the game for E. Moreland,,35-41,,
8:05.0,S. Johnson makes free throw 2 of 2,1,36-41,,
7:47.0,,,36-44,3,T. Snell makes 3-pt shot from 27 ft (assist by K. Middleton)
7:23.0,I. Smith makes 2-pt shot from 9 ft,2,38-44,,
7:09.0,,,38-47,3,K. Middleton makes 3-pt shot from 26 ft (assist by M. Brogdon)
7:01.0,Detroit full timeout,,38-47,,
7:01.0,R. Jackson enters the game for L. Kennard,,38-47,,
7:01.0,A. Bradley enters the game for I. Smith,,38-47,,
6:52.0,Shooting foul by D. Liggins (drawn by A. Bradley),,38-47,,
6:52.0,A. Bradley makes free throw 1 of 2,1,39-47,,
6:52.0,T. Harris enters the game for A. Tolliver,,39-47,,
6:52.0,A. Bradley makes free throw 2 of 2,1,40-47,,
6:38.0,,,40-47,,D. Liggins misses 3-pt shot from 22 ft
6:35.0,Defensive rebound by A. Drummond,,40-47,,
6:31.0,T. Harris misses 3-pt shot from 27 ft,,40-47,,
6:27.0,Offensive rebound by S. Johnson,,40-47,,
6:21.0,A. Bradley makes 3-pt shot from 23 ft (assist by R. Jackson),3,43-47,,
6:01.0,,,43-47,,M. Brogdon misses 2-pt shot from 1 ft
5:59.0,,,43-47,,Offensive rebound by M. Brogdon
5:57.0,,,43-47,,T. Snell misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by R. Jackson,,43-47,,
5:47.0,S. Johnson misses 2-pt shot from 1 ft,,43-47,,
5:44.0,,,43-47,,Defensive rebound by J. Henson
5:36.0,,,43-49,2,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton)
5:22.0,Shooting foul by M. Brogdon (drawn by R. Jackson),,43-49,,
5:22.0,R. Jackson makes free throw 1 of 2,1,44-49,,
5:22.0,,,44-49,,G. Antetokounmpo enters the game for M. Brogdon
5:22.0,,,44-49,,E. Bledsoe enters the game for D. Liggins
5:22.0,R. Jackson makes free throw 2 of 2,1,45-49,,
5:03.0,,,45-49,,T. Snell misses 3-pt shot from 23 ft
5:00.0,Defensive rebound by A. Bradley,,45-49,,
4:45.0,T. Harris makes 3-pt shot from 26 ft (assist by A. Bradley),3,48-49,,
4:44.0,,,48-49,,Milwaukee full timeout
4:28.0,,,48-52,3,E. Bledsoe makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
4:05.0,A. Bradley misses 2-pt shot from 18 ft,,48-52,,
4:01.0,Offensive rebound by R. Jackson,,48-52,,
4:01.0,R. Jackson misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,48-52,,
4:01.0,Offensive rebound by Team,,48-52,,
3:57.0,A. Bradley misses 3-pt shot from 28 ft,,48-52,,
3:57.0,,,48-52,,Defensive rebound by Team
3:43.0,,,48-54,2,E. Bledsoe makes 2-pt shot from 9 ft
3:19.0,Turnover by R. Jackson (out of bounds lost ball),,48-54,,
3:01.0,,,48-54,,G. Antetokounmpo misses 2-pt shot from 12 ft
2:57.0,Defensive rebound by A. Drummond,,48-54,,
2:56.0,Turnover by R. Jackson (bad pass),,48-54,,
2:42.0,,,48-54,,Shooting foul by S. Johnson (drawn by G. Antetokounmpo)
2:42.0,,,48-55,1,G. Antetokounmpo makes free throw 1 of 2
2:42.0,,,48-55,,G. Antetokounmpo misses free throw 2 of 2
2:38.0,Defensive rebound by T. Harris,,48-55,,
2:28.0,A. Bradley misses 2-pt shot from 19 ft,,48-55,,
2:25.0,,,48-55,,Defensive rebound by E. Bledsoe
2:20.0,,,48-55,,K. Middleton misses 3-pt shot from 26 ft
2:18.0,,,48-55,,Offensive rebound by K. Middleton
2:18.0,,,48-55,,Shooting foul by A. Drummond (drawn by G. Antetokounmpo)
2:18.0,,,48-55,,G. Antetokounmpo misses free throw 1 of 2
2:18.0,,,48-55,,Offensive rebound by Team
2:18.0,E. Moreland enters the game for A. Drummond,,48-55,,
2:18.0,,,48-56,1,G. Antetokounmpo makes free throw 2 of 2
1:56.0,R. Jackson misses 3-pt shot from 23 ft,,48-56,,
1:52.0,,,48-56,,Defensive rebound by J. Henson
1:43.0,,,48-56,,Turnover by E. Bledsoe (bad pass)
1:31.0,A. Bradley misses 2-pt shot from 1 ft (block by J. Henson),,48-56,,
1:31.0,Offensive rebound by E. Moreland,,48-56,,
1:31.0,Shooting foul by K. Middleton (drawn by E. Moreland),,48-56,,
1:31.0,E. Moreland misses free throw 1 of 2,,48-56,,
1:31.0,Offensive rebound by Team,,48-56,,
1:31.0,E. Moreland makes free throw 2 of 2,1,49-56,,
1:17.0,,,49-56,,E. Bledsoe misses 2-pt shot from 17 ft
1:14.0,,,49-56,,Offensive rebound by G. Antetokounmpo
1:11.0,,,49-56,,E. Bledsoe misses 3-pt shot from 27 ft
1:07.0,Defensive rebound by S. Johnson,,49-56,,
1:03.0,,,49-56,,Personal block foul by E. Bledsoe (drawn by A. Bradley)
1:03.0,A. Bradley makes free throw 1 of 2,1,50-56,,
1:03.0,A. Bradley makes free throw 2 of 2,1,51-56,,
0:53.0,,,51-56,,G. Antetokounmpo misses 2-pt shot at rim
0:53.0,,,51-56,,Offensive rebound by G. Antetokounmpo
0:53.0,,,51-58,2,G. Antetokounmpo makes 2-pt shot at rim
0:53.0,Violation by E. Moreland (def goaltending),,51-58,,
0:33.0,Turnover by T. Harris (lost ball; steal by E. Bledsoe),,51-58,,
0:31.0,,,51-60,2,E. Bledsoe makes 2-pt shot at rim (assist by T. Snell)
0:16.0,R. Jackson misses 2-pt shot from 4 ft,,51-60,,
0:16.0,,,51-60,,Defensive rebound by J. Henson
0:00.0,,,51-60,,Turnover by J. Henson (bad pass; steal by S. Johnson)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,A. Bradley misses 2-pt shot from 5 ft,,51-60,,
11:30.0,,,51-60,,Defensive rebound by E. Bledsoe
11:27.0,,,51-60,,Turnover by G. Antetokounmpo (bad pass)
11:09.0,Shooting foul by J. Henson (drawn by A. Drummond),,51-60,,
11:09.0,A. Drummond misses free throw 1 of 2,,51-60,,
11:09.0,Offensive rebound by Team,,51-60,,
11:09.0,A. Drummond misses free throw 2 of 2,,51-60,,
11:08.0,A. Bradley misses 2-pt shot from 1 ft,,51-60,,
11:08.0,Offensive rebound by A. Drummond,,51-60,,
11:06.0,,,51-60,,Defensive rebound by G. Antetokounmpo
10:47.0,Jump ball: J. Henson vs. R. Jackson (G. Antetokounmpo gains possession),,,,Jump ball: J. Henson vs. R. Jackson (G. Antetokounmpo gains possession)
10:41.0,,,51-62,2,J. Henson makes 2-pt shot at rim (assist by K. Middleton)
10:27.0,R. Jackson misses 2-pt shot from 5 ft,,51-62,,
10:27.0,,,51-62,,Defensive rebound by Team
10:27.0,Loose ball foul by A. Drummond (drawn by J. Henson),,51-62,,
10:16.0,,,51-62,,E. Bledsoe misses 2-pt shot from 2 ft
10:13.0,Defensive rebound by A. Drummond,,51-62,,
10:11.0,A. Bradley makes 2-pt shot at rim (assist by A. Drummond),2,53-62,,
9:55.0,,,53-64,2,J. Henson makes 2-pt shot at rim (assist by K. Middleton)
9:33.0,T. Harris misses 3-pt shot from 22 ft,,53-64,,
9:31.0,Offensive rebound by A. Drummond,,53-64,,
9:31.0,A. Drummond misses 2-pt shot from 2 ft,,53-64,,
9:31.0,,,53-64,,Defensive rebound by Team
9:19.0,,,53-64,,J. Henson misses 2-pt shot from 6 ft
9:17.0,Defensive rebound by A. Drummond,,53-64,,
9:11.0,T. Harris makes 2-pt shot from 2 ft,2,55-64,,
9:11.0,Shooting foul by G. Antetokounmpo (drawn by T. Harris),,55-64,,
9:11.0,T. Harris makes free throw 1 of 1,1,56-64,,
8:57.0,,,56-64,,K. Middleton misses 2-pt shot from 2 ft
8:57.0,Defensive rebound by Team,,56-64,,
8:48.0,Shooting foul by T. Snell (drawn by A. Bradley),,56-64,,
8:48.0,A. Bradley makes free throw 1 of 2,1,57-64,,
8:48.0,A. Bradley misses free throw 2 of 2,,57-64,,
8:44.0,,,57-64,,Defensive rebound by G. Antetokounmpo
8:31.0,,,57-64,,E. Bledsoe misses 2-pt shot from 14 ft
8:28.0,Defensive rebound by T. Harris,,57-64,,
8:16.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,59-64,,
7:58.0,,,59-64,,G. Antetokounmpo misses 3-pt shot from 27 ft
7:53.0,,,59-64,,Offensive rebound by J. Henson
7:39.0,,,59-66,2,K. Middleton makes 2-pt shot from 15 ft (assist by G. Antetokounmpo)
7:12.0,T. Harris makes 3-pt shot from 26 ft,3,62-66,,
7:03.0,,,62-66,,Turnover by G. Antetokounmpo (lost ball; steal by T. Harris)
7:03.0,,,62-66,,Personal foul by J. Henson (drawn by T. Harris)
6:49.0,T. Harris makes 2-pt shot from 1 ft,2,64-66,,
6:49.0,,,64-66,,Milwaukee full timeout
6:27.0,,,64-66,,G. Antetokounmpo misses 2-pt shot from 13 ft
6:25.0,Defensive rebound by A. Drummond,,64-66,,
6:09.0,T. Harris makes 3-pt shot from 22 ft (assist by S. Johnson),3,67-66,,
5:50.0,,,67-68,2,E. Bledsoe makes 2-pt shot from 8 ft
5:50.0,,,67-68,,Shooting foul by R. Jackson (drawn by E. Bledsoe)
5:50.0,,,67-68,,E. Bledsoe misses free throw 1 of 1
5:50.0,,,67-68,,Offensive rebound by J. Henson
5:50.0,,,67-68,,D. Liggins enters the game for T. Snell
5:23.0,,,67-68,,E. Bledsoe misses 3-pt shot from 31 ft
5:23.0,,,67-68,,Offensive rebound by J. Henson
5:22.0,,,67-70,2,J. Henson makes 2-pt shot at rim
5:00.0,T. Harris misses 2-pt shot from 2 ft,,67-70,,
4:58.0,,,67-70,,Defensive rebound by G. Antetokounmpo
4:49.0,,,67-70,,Turnover by E. Bledsoe (bad pass; steal by T. Harris)
4:45.0,A. Drummond makes 2-pt shot from 1 ft (assist by S. Johnson),2,69-70,,
4:23.0,,,69-70,,Offensive charge foul by G. Antetokounmpo (drawn by A. Bradley)
4:23.0,,,69-70,,Turnover by G. Antetokounmpo (offensive foul)
4:09.0,S. Johnson misses 3-pt shot from 23 ft,,69-70,,
4:05.0,,,69-70,,Defensive rebound by D. Liggins
3:49.0,Personal foul by S. Johnson (drawn by D. Liggins),,69-70,,
3:49.0,L. Kennard enters the game for S. Johnson,,69-70,,
3:49.0,A. Tolliver enters the game for T. Harris,,69-70,,
3:38.0,,,69-70,,M. Brogdon enters the game for G. Antetokounmpo
3:33.0,,,69-73,3,K. Middleton makes 3-pt shot from 23 ft (assist by E. Bledsoe)
3:18.0,A. Tolliver misses 2-pt shot from 4 ft,,69-73,,
3:15.0,Offensive rebound by A. Drummond,,69-73,,
3:14.0,A. Drummond makes 2-pt shot at rim,2,71-73,,
2:59.0,,,71-73,,J. Henson misses 2-pt shot from 6 ft
2:59.0,Defensive rebound by Team,,71-73,,
2:59.0,I. Smith enters the game for R. Jackson,,71-73,,
2:59.0,,,71-73,,Technical foul by J. Henson
2:59.0,Detroit full timeout,,71-73,,
2:59.0,,,71-73,,T. Maker enters the game for J. Henson
2:59.0,A. Bradley makes technical free throw,1,72-73,,
2:35.0,A. Tolliver misses 2-pt shot from 21 ft,,72-73,,
2:30.0,,,72-73,,Defensive rebound by D. Liggins
2:27.0,,,72-73,,E. Bledsoe misses 2-pt shot from 17 ft
2:27.0,Defensive rebound by A. Drummond,,72-73,,
2:17.0,A. Bradley misses 2-pt shot from 14 ft (block by E. Bledsoe),,72-73,,
2:13.0,Offensive rebound by A. Drummond,,72-73,,
2:11.0,A. Drummond makes 2-pt shot from 2 ft,2,74-73,,
2:04.0,,,74-73,,Shooting foul by I. Smith (drawn by E. Bledsoe)
2:04.0,,,74-74,1,E. Bledsoe makes free throw 1 of 2
2:04.0,,,74-74,,E. Bledsoe misses free throw 2 of 2
2:01.0,,,74-74,,Offensive rebound by K. Middleton
1:57.0,,,74-74,,Turnover by K. Middleton (lost ball; steal by A. Bradley)
1:40.0,I. Smith misses 2-pt shot from 15 ft,,74-74,,
1:37.0,,,74-74,,Defensive rebound by M. Brogdon
1:24.0,,,74-74,,E. Bledsoe misses 2-pt shot from 16 ft
1:20.0,Defensive rebound by A. Drummond,,74-74,,
1:09.0,A. Drummond makes 2-pt shot from 1 ft (assist by L. Kennard),2,76-74,,
0:50.0,,,76-74,,R. Vaughn enters the game for E. Bledsoe
0:50.0,E. Moreland enters the game for A. Drummond,,76-74,,
0:46.0,,,76-74,,Turnover by T. Maker (bad pass)
0:30.0,L. Kennard misses 2-pt shot from 2 ft,,76-74,,
0:28.0,Offensive rebound by E. Moreland,,76-74,,
0:28.0,Turnover by E. Moreland (traveling),,76-74,,
0:09.0,,,76-74,,Shooting foul by E. Moreland (drawn by R. Vaughn)
0:09.0,,,76-75,1,R. Vaughn makes free throw 1 of 2
0:09.0,,,76-76,1,R. Vaughn makes free throw 2 of 2
0:00.0,A. Tolliver misses 3-pt shot from 27 ft,,76-76,,
0:00.0,Offensive rebound by Team,,76-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by A. Tolliver (drawn by G. Antetokounmpo),,76-76,,
11:36.0,,,76-76,,G. Antetokounmpo misses 2-pt shot from 21 ft
11:33.0,Defensive rebound by E. Moreland,,76-76,,
11:15.0,A. Tolliver misses 3-pt shot from 26 ft,,76-76,,
11:10.0,,,76-76,,Defensive rebound by R. Vaughn
10:58.0,,,76-78,2,M. Brogdon makes 2-pt shot from 1 ft
10:36.0,Turnover by T. Harris (bad pass; steal by R. Vaughn),,76-78,,
10:21.0,,,76-78,,G. Antetokounmpo misses 2-pt shot from 1 ft
10:20.0,Defensive rebound by A. Tolliver,,76-78,,
10:20.0,Turnover by L. Kennard (traveling),,76-78,,
10:18.0,,,76-78,,Turnover by T. Maker (bad pass)
10:06.0,A. Tolliver misses 2-pt shot from 5 ft,,76-78,,
10:05.0,Offensive rebound by E. Moreland,,76-78,,
10:04.0,E. Moreland misses 2-pt shot from 2 ft,,76-78,,
10:03.0,Offensive rebound by Team,,76-78,,
10:02.0,Shooting foul by D. Liggins (drawn by L. Kennard),,76-78,,
10:02.0,L. Kennard misses free throw 1 of 2,,76-78,,
10:02.0,Offensive rebound by Team,,76-78,,
10:02.0,L. Kennard makes free throw 2 of 2,1,77-78,,
9:40.0,,,77-80,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by D. Liggins)
9:29.0,,,77-80,,Personal foul by R. Vaughn (drawn by I. Smith)
9:21.0,I. Smith misses 2-pt shot from 15 ft,,77-80,,
9:21.0,,,77-80,,Defensive rebound by Team
9:21.0,Loose ball foul by E. Moreland (drawn by D. Liggins),,77-80,,
9:00.0,,,77-83,3,R. Vaughn makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
8:41.0,L. Kennard misses 2-pt shot from 17 ft,,77-83,,
8:41.0,,,77-83,,Defensive rebound by Team
8:41.0,Loose ball foul by E. Moreland (drawn by R. Vaughn),,77-83,,
8:21.0,,,77-85,2,M. Brogdon makes 2-pt shot from 2 ft
8:17.0,Detroit full timeout,,77-85,,
8:17.0,A. Drummond enters the game for E. Moreland,,77-85,,
8:00.0,A. Drummond misses 2-pt shot from 2 ft,,77-85,,
7:58.0,Offensive rebound by T. Harris,,77-85,,
7:50.0,Turnover by A. Drummond (bad pass; steal by D. Liggins),,77-85,,
7:44.0,,,77-87,2,D. Liggins makes 2-pt shot at rim
7:32.0,T. Harris misses 3-pt shot from 28 ft,,77-87,,
7:28.0,,,77-87,,Defensive rebound by D. Liggins
7:24.0,,,77-87,,Shooting foul by A. Drummond (drawn by G. Antetokounmpo)
7:24.0,,,77-88,1,G. Antetokounmpo makes free throw 1 of 2
7:24.0,R. Jackson enters the game for L. Kennard,,77-88,,
7:24.0,S. Johnson enters the game for I. Smith,,77-88,,
7:24.0,,,77-88,,G. Antetokounmpo misses free throw 2 of 2
7:20.0,Defensive rebound by T. Harris,,77-88,,
7:01.0,S. Johnson misses 3-pt shot from 29 ft,,77-88,,
6:56.0,,,77-88,,Defensive rebound by G. Antetokounmpo
6:42.0,,,77-90,2,M. Brogdon makes 2-pt shot from 17 ft
6:20.0,A. Tolliver misses 3-pt shot from 23 ft,,77-90,,
6:17.0,,,77-90,,Defensive rebound by R. Vaughn
6:10.0,,,77-90,,R. Vaughn misses 3-pt shot from 27 ft
6:10.0,Defensive rebound by Team,,77-90,,
6:10.0,,,77-90,,E. Bledsoe enters the game for D. Liggins
6:10.0,A. Bradley enters the game for A. Tolliver,,77-90,,
5:45.0,R. Jackson misses 2-pt shot from 9 ft,,77-90,,
5:42.0,,,77-90,,Defensive rebound by T. Maker
5:34.0,,,77-90,,E. Bledsoe misses 3-pt shot from 26 ft
5:34.0,Defensive rebound by Team,,77-90,,
5:34.0,,,77-90,,K. Middleton enters the game for R. Vaughn
5:12.0,T. Harris makes 2-pt shot from 11 ft,2,79-90,,
4:57.0,,,79-90,,K. Middleton misses 3-pt shot from 26 ft
4:53.0,Defensive rebound by R. Jackson,,79-90,,
4:39.0,,,79-90,,Personal block foul by E. Bledsoe (drawn by A. Bradley)
4:27.0,R. Jackson misses 3-pt shot from 30 ft,,79-90,,
4:24.0,Offensive rebound by A. Drummond,,79-90,,
4:23.0,A. Drummond makes 2-pt shot from 1 ft,2,81-90,,
4:09.0,Personal foul by S. Johnson (drawn by G. Antetokounmpo),,81-90,,
4:09.0,,,81-90,,G. Antetokounmpo misses free throw 1 of 2
4:09.0,,,81-90,,Offensive rebound by Team
4:09.0,,,81-91,1,G. Antetokounmpo makes free throw 2 of 2
4:02.0,A. Bradley makes 2-pt shot from 19 ft (assist by A. Drummond),2,83-91,,
4:02.0,Shooting foul by M. Brogdon (drawn by A. Bradley),,83-91,,
4:02.0,A. Bradley makes free throw 1 of 1,1,84-91,,
3:34.0,,,84-91,,E. Bledsoe misses 3-pt shot from 27 ft
3:31.0,Defensive rebound by A. Drummond,,84-91,,
3:11.0,S. Johnson misses 2-pt shot from 6 ft,,84-91,,
3:09.0,,,84-91,,Defensive rebound by M. Brogdon
3:02.0,,,84-91,,T. Maker misses 2-pt shot from 12 ft
2:59.0,Defensive rebound by S. Johnson,,84-91,,
2:55.0,Shooting foul by T. Maker (drawn by A. Drummond),,84-91,,
2:55.0,,,84-91,,Milwaukee full timeout
2:55.0,A. Drummond makes free throw 1 of 2,1,85-91,,
