time,Sacramento,pts.away,score,pts.home,Dallas
9:12.0,,,37-22,,J. Barea misses 3-pt shot from 26 ft
9:09.0,Defensive rebound by V. Carter,,37-22,,
9:01.0,B. Bogdanovic makes 2-pt shot from 3 ft,2,39-22,,
8:53.0,,,39-22,,Turnover by J. Barea (bad pass; steal by V. Carter)
8:50.0,V. Carter makes 2-pt shot at rim,2,41-22,,
8:30.0,,,41-24,2,J. Barea makes 2-pt shot at rim (assist by D. Nowitzki)
8:10.0,G. Temple misses 3-pt shot from 25 ft,,41-24,,
8:06.0,,,41-24,,Defensive rebound by J. Barea
7:59.0,,,41-26,2,D. Nowitzki makes 2-pt shot from 12 ft (assist by J. Barea)
7:47.0,,,41-26,,Personal foul by K. Collinsworth (drawn by B. Bogdanovic)
7:47.0,,,41-26,,W. Matthews enters the game for J. Barea
7:47.0,,,41-26,,D. Smith enters the game for D. Powell
7:47.0,,,41-26,,M. Kleber enters the game for D. McDermott
7:47.0,,,41-26,,H. Barnes enters the game for D. Nowitzki
7:47.0,,,41-26,,Y. Ferrell enters the game for K. Collinsworth
7:37.0,G. Temple makes 2-pt shot at rim (assist by V. Carter),2,43-26,,
7:31.0,Personal foul by G. Temple (drawn by D. Smith),,43-26,,
7:24.0,,,43-28,2,D. Smith makes 2-pt shot at rim
7:04.0,B. Bogdanovic misses 2-pt shot from 5 ft,,43-28,,
7:02.0,Offensive rebound by K. Koufos,,43-28,,
7:00.0,G. Temple makes 3-pt shot from 25 ft (assist by K. Koufos),3,46-28,,
6:51.0,Personal foul by B. Bogdanovic (drawn by W. Matthews),,46-28,,
6:51.0,D. Fox enters the game for B. Bogdanovic,,46-28,,
6:41.0,,,46-28,,Shooting foul by V. Carter (drawn by H. Barnes)
6:41.0,,,46-28,,H. Barnes misses free throw 1 of 2
6:41.0,,,46-28,,Offensive rebound by Team
6:41.0,,,46-29,1,H. Barnes makes free throw 2 of 2
6:35.0,,,46-29,,Personal foul by M. Kleber (drawn by D. Fox)
6:35.0,Z. Randolph enters the game for K. Koufos,,46-29,,
6:32.0,,,46-29,,Personal foul by M. Kleber (drawn by D. Fox)
6:27.0,D. Fox misses 3-pt shot from 24 ft,,46-29,,
6:22.0,,,46-29,,Defensive rebound by M. Kleber
6:16.0,,,46-29,,H. Barnes misses 2-pt shot from 5 ft
6:14.0,Defensive rebound by V. Carter,,46-29,,
6:00.0,Turnover by Z. Randolph (bad pass),,46-29,,
6:00.0,W. Cauley-Stein enters the game for V. Carter,,46-29,,
5:43.0,,,46-29,,D. Smith misses 3-pt shot from 27 ft
5:40.0,Defensive rebound by W. Cauley-Stein,,46-29,,
5:31.0,D. Fox makes 2-pt shot at rim (assist by W. Cauley-Stein),2,48-29,,
5:31.0,,,48-29,,Dallas full timeout
5:31.0,,,48-29,,S. Mejri enters the game for M. Kleber
5:31.0,J. Jackson enters the game for B. Hield,,48-29,,
5:11.0,,,48-29,,W. Matthews misses 2-pt shot from 6 ft (block by W. Cauley-Stein)
5:11.0,,,48-29,,Offensive rebound by Team
5:08.0,,,48-29,,Shooting foul by G. Temple (drawn by W. Matthews)
5:08.0,,,48-30,1,W. Matthews makes free throw 1 of 2
5:08.0,,,48-31,1,W. Matthews makes free throw 2 of 2
4:50.0,Z. Randolph makes 2-pt shot from 8 ft,2,50-31,,
4:36.0,,,50-33,2,H. Barnes makes 2-pt shot from 7 ft
4:36.0,,,50-33,,Shooting foul by G. Temple (drawn by H. Barnes)
4:36.0,B. Bogdanovic enters the game for G. Temple,,50-33,,
4:36.0,,,50-34,1,H. Barnes makes free throw 1 of 1
4:19.0,J. Jackson makes 2-pt shot from 12 ft (assist by D. Fox),2,52-34,,
4:19.0,Shooting foul by Y. Ferrell (drawn by J. Jackson),,52-34,,
4:19.0,J. Jackson makes free throw 1 of 1,1,53-34,,
4:01.0,,,53-34,,H. Barnes misses 2-pt shot from 20 ft
3:58.0,Defensive rebound by Z. Randolph,,53-34,,
3:55.0,,,53-34,,Personal foul by S. Mejri (drawn by W. Cauley-Stein)
3:55.0,W. Cauley-Stein misses free throw 1 of 2,,53-34,,
3:55.0,Offensive rebound by Team,,53-34,,
3:55.0,W. Cauley-Stein makes free throw 2 of 2,1,54-34,,
3:42.0,,,54-34,,Y. Ferrell misses 2-pt shot from 15 ft
3:39.0,Defensive rebound by D. Fox,,54-34,,
3:34.0,D. Fox misses 2-pt shot from 1 ft (block by S. Mejri),,54-34,,
3:31.0,,,54-34,,Defensive rebound by S. Mejri
3:20.0,,,54-36,2,W. Matthews makes 2-pt shot at rim
2:58.0,Z. Randolph makes 2-pt shot from 6 ft,2,56-36,,
2:49.0,,,56-36,,Shooting foul by W. Cauley-Stein (drawn by D. Smith)
2:49.0,,,56-37,1,D. Smith makes free throw 1 of 2
2:49.0,,,56-37,,K. Collinsworth enters the game for Y. Ferrell
2:49.0,,,56-38,1,D. Smith makes free throw 2 of 2
2:34.0,J. Jackson makes 2-pt shot at rim (assist by D. Fox),2,58-38,,
2:19.0,,,58-38,,W. Matthews misses 2-pt shot from 2 ft
2:16.0,,,58-38,,Offensive rebound by W. Matthews
2:10.0,,,58-38,,H. Barnes misses 3-pt shot from 25 ft
2:07.0,Defensive rebound by B. Bogdanovic,,58-38,,
2:02.0,Z. Randolph makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,61-38,,
1:57.0,,,61-38,,Dallas full timeout
1:43.0,,,61-38,,Shooting foul by W. Cauley-Stein (drawn by H. Barnes)
1:43.0,,,61-38,,H. Barnes misses free throw 1 of 2
1:43.0,,,61-38,,Offensive rebound by Team
1:43.0,,,61-39,1,H. Barnes makes free throw 2 of 2
1:28.0,D. Fox misses 2-pt shot from 3 ft (block by S. Mejri),,61-39,,
1:28.0,Offensive rebound by Team,,61-39,,
1:22.0,B. Bogdanovic misses 3-pt shot from 25 ft,,61-39,,
1:22.0,,,61-39,,Defensive rebound by H. Barnes
1:15.0,,,61-42,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
0:52.0,W. Cauley-Stein makes 2-pt shot at rim,2,63-42,,
0:33.0,,,63-44,2,D. Smith makes 2-pt shot from 23 ft
0:15.0,B. Bogdanovic misses 2-pt shot from 11 ft,,63-44,,
0:13.0,Offensive rebound by W. Cauley-Stein,,63-44,,
0:13.0,W. Cauley-Stein makes 2-pt shot at rim,2,65-44,,
0:00.0,,,65-44,,D. Smith misses 3-pt shot from 25 ft
0:00.0,,,65-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,65-44,,Turnover by J. Barea (bad pass; steal by W. Cauley-Stein)
11:27.0,B. Bogdanovic misses 3-pt shot from 22 ft,,65-44,,
11:24.0,,,65-44,,Defensive rebound by H. Barnes
11:17.0,,,65-44,,H. Barnes misses 3-pt shot from 24 ft
11:14.0,Defensive rebound by Z. Randolph,,65-44,,
11:03.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Fox),3,68-44,,
10:52.0,,,68-44,,D. Nowitzki misses 2-pt shot from 18 ft
10:51.0,,,68-44,,Offensive rebound by Team
10:51.0,Loose ball foul by W. Cauley-Stein (drawn by H. Barnes),,68-44,,
10:45.0,,,68-44,,W. Matthews misses 3-pt shot from 25 ft
10:42.0,Defensive rebound by B. Bogdanovic,,68-44,,
10:24.0,W. Cauley-Stein makes 2-pt shot from 4 ft,2,70-44,,
10:02.0,,,70-47,3,W. Matthews makes 3-pt shot from 23 ft (assist by H. Barnes)
9:45.0,D. Fox misses 2-pt shot from 15 ft,,70-47,,
9:42.0,,,70-47,,Defensive rebound by D. Nowitzki
9:31.0,,,70-50,3,D. Smith makes 3-pt shot from 26 ft (assist by J. Barea)
9:13.0,B. Bogdanovic misses 2-pt shot from 3 ft (block by D. Nowitzki),,70-50,,
9:12.0,Offensive rebound by Team,,70-50,,
9:10.0,Z. Randolph misses 2-pt shot from 19 ft,,70-50,,
9:07.0,,,70-50,,Defensive rebound by D. Nowitzki
9:02.0,,,70-50,,Shooting foul by W. Cauley-Stein (drawn by D. Smith)
9:02.0,,,70-50,,D. Smith misses free throw 1 of 2
9:02.0,,,70-50,,Offensive rebound by Team
9:02.0,,,70-51,1,D. Smith makes free throw 2 of 2
8:41.0,J. Jackson makes 3-pt shot from 26 ft (assist by B. Bogdanovic),3,73-51,,
8:25.0,,,73-51,,D. Nowitzki misses 2-pt shot from 21 ft
8:22.0,Defensive rebound by W. Cauley-Stein,,73-51,,
8:12.0,Turnover by B. Bogdanovic (bad pass; steal by H. Barnes),,73-51,,
8:04.0,Personal foul by B. Bogdanovic (drawn by H. Barnes),,73-51,,
8:04.0,V. Carter enters the game for W. Cauley-Stein,,73-51,,
7:51.0,,,73-54,3,H. Barnes makes 3-pt shot from 24 ft (assist by J. Barea)
7:32.0,J. Jackson misses 3-pt shot from 24 ft,,73-54,,
7:27.0,,,73-54,,Defensive rebound by D. Smith
7:24.0,,,73-56,2,D. Smith makes 2-pt shot at rim
7:23.0,Sacramento full timeout,,73-56,,
7:14.0,,,73-56,,Personal foul by J. Barea (drawn by B. Bogdanovic)
7:03.0,V. Carter misses 3-pt shot from 24 ft,,73-56,,
7:00.0,,,73-56,,Defensive rebound by W. Matthews
6:52.0,,,73-59,3,H. Barnes makes 3-pt shot from 22 ft (assist by J. Barea)
6:37.0,Turnover by J. Jackson (traveling),,73-59,,
6:26.0,,,73-61,2,J. Barea makes 2-pt shot at rim (assist by D. Nowitzki)
6:07.0,Z. Randolph makes 2-pt shot from 16 ft,2,75-61,,
5:56.0,,,75-61,,W. Matthews misses 3-pt shot from 22 ft
5:53.0,Defensive rebound by Z. Randolph,,75-61,,
5:47.0,Turnover by D. Fox (bad pass; steal by J. Barea),,75-61,,
5:41.0,,,75-61,,J. Barea misses 2-pt shot from 11 ft
5:37.0,Defensive rebound by Z. Randolph,,75-61,,
5:19.0,Z. Randolph makes 2-pt shot from 3 ft,2,77-61,,
5:06.0,,,77-61,,Turnover by D. Nowitzki (out of bounds lost ball)
5:06.0,,,77-61,,D. Powell enters the game for D. Nowitzki
5:06.0,,,77-61,,Y. Ferrell enters the game for J. Barea
4:52.0,Z. Randolph misses 2-pt shot from 16 ft,,77-61,,
4:49.0,,,77-61,,Defensive rebound by H. Barnes
4:33.0,,,77-63,2,H. Barnes makes 2-pt shot from 8 ft
4:23.0,B. Bogdanovic makes 3-pt shot from 27 ft (assist by V. Carter),3,80-63,,
4:04.0,,,80-63,,Turnover by D. Smith (bad pass; steal by D. Fox)
4:04.0,,,80-63,,Personal foul by D. Smith (drawn by D. Fox)
3:49.0,Z. Randolph misses 2-pt shot from 14 ft,,80-63,,
3:46.0,,,80-63,,Defensive rebound by W. Matthews
3:40.0,,,80-63,,D. Smith misses 3-pt shot from 24 ft
3:40.0,,,80-63,,Offensive rebound by D. Powell
3:31.0,,,80-63,,D. Smith misses 2-pt shot from 2 ft
3:31.0,Defensive rebound by B. Bogdanovic,,80-63,,
3:17.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by Z. Randolph),2,82-63,,
2:55.0,,,82-66,3,H. Barnes makes 3-pt shot from 24 ft (assist by W. Matthews)
2:35.0,D. Fox misses 2-pt shot from 4 ft (block by Y. Ferrell),,82-66,,
2:33.0,,,82-66,,Defensive rebound by Y. Ferrell
2:25.0,,,82-66,,Turnover by W. Matthews (bad pass; steal by V. Carter)
2:03.0,V. Carter misses 3-pt shot from 25 ft,,82-66,,
1:59.0,,,82-66,,Defensive rebound by H. Barnes
1:52.0,,,82-68,2,D. Powell makes 2-pt shot from 3 ft (assist by D. Smith)
1:52.0,,,82-68,,Shooting foul by J. Jackson (drawn by D. Powell)
1:52.0,,,82-68,,Dallas full timeout
1:52.0,B. Hield enters the game for D. Fox,,82-68,,
1:52.0,G. Temple enters the game for B. Bogdanovic,,82-68,,
1:52.0,,,82-69,1,D. Powell makes free throw 1 of 1
1:36.0,J. Jackson makes 2-pt shot at rim (assist by Z. Randolph),2,84-69,,
1:13.0,,,84-69,,H. Barnes misses 3-pt shot from 22 ft
1:10.0,Defensive rebound by V. Carter,,84-69,,
0:59.0,Z. Randolph misses 2-pt shot from 3 ft,,84-69,,
0:58.0,Offensive rebound by Team,,84-69,,
0:58.0,K. Koufos enters the game for Z. Randolph,,84-69,,
0:43.0,J. Jackson misses 3-pt shot from 25 ft,,84-69,,
0:39.0,,,84-69,,Defensive rebound by W. Matthews
0:31.0,,,84-69,,H. Barnes misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by J. Jackson,,84-69,,
0:10.0,B. Hield makes 3-pt shot from 25 ft,2,87-69,,
0:04.0,,,87-69,,D. Smith misses 3-pt shot from 26 ft
0:04.0,,,87-69,,Offensive rebound by D. Powell
0:02.0,,,87-69,,Shooting foul by K. Koufos (drawn by D. Powell)
0:02.0,,,87-70,1,D. Powell makes free throw 1 of 2
0:02.0,,,87-71,1,D. Powell makes free throw 2 of 2
0:02.0,Sacramento full timeout,,87-71,,
0:02.0,,,87-71,,J. Jones enters the game for D. Smith
0:01.0,,,87-71,,Personal take foul by J. Jones (drawn by K. Koufos)
0:00.0,,,87-71,,Personal foul by J. Jones (drawn by G. Temple)
0:00.0,G. Temple misses free throw 1 of 2,,87-71,,
0:00.0,Offensive rebound by Team,,87-71,,
0:00.0,G. Temple makes free throw 2 of 2,1,88-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,K. Koufos makes 2-pt shot from 13 ft (assist by V. Carter),2,90-71,,
11:14.0,,,90-71,,D. Powell misses 2-pt shot from 3 ft
11:11.0,Defensive rebound by K. Koufos,,90-71,,
11:04.0,Shooting foul by D. Nowitzki (drawn by W. Cauley-Stein),,90-71,,
11:04.0,W. Cauley-Stein makes free throw 1 of 2,1,91-71,,
11:04.0,W. Cauley-Stein misses free throw 2 of 2,,91-71,,
11:01.0,,,91-71,,Defensive rebound by D. Powell
10:50.0,,,91-71,,Turnover by K. Collinsworth (bad pass; steal by V. Carter)
10:46.0,J. Sampson enters the game for W. Cauley-Stein,,91-71,,
10:39.0,G. Temple makes 3-pt shot from 25 ft (assist by B. Hield),3,94-71,,
10:13.0,,,94-71,,D. Powell misses 2-pt shot from 15 ft
10:13.0,Defensive rebound by K. Koufos,,94-71,,
10:02.0,V. Carter makes 3-pt shot from 25 ft (assist by G. Temple),3,97-71,,
10:02.0,,,97-71,,Dallas full timeout
9:55.0,Personal foul by G. Temple (drawn by J. Barea),,97-71,,
9:49.0,,,97-74,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea)
9:28.0,B. Hield makes 2-pt shot from 8 ft (assist by G. Temple),2,99-74,,
9:28.0,Shooting foul by J. Barea (drawn by B. Hield),,99-74,,
9:28.0,B. Hield makes free throw 1 of 1,1,100-74,,
9:19.0,,,100-77,3,J. Barea makes 3-pt shot from 24 ft (assist by D. Powell)
9:01.0,G. Temple makes 2-pt shot from 17 ft (assist by K. Koufos),2,102-77,,
8:42.0,,,102-79,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
8:24.0,Shooting foul by D. Nowitzki (drawn by K. Koufos),,102-79,,
8:24.0,K. Koufos misses free throw 1 of 2,,102-79,,
8:24.0,Offensive rebound by Team,,102-79,,
8:24.0,K. Koufos makes free throw 2 of 2,1,103-79,,
8:11.0,,,103-79,,D. Powell misses 2-pt shot from 2 ft (block by J. Sampson)
8:11.0,,,103-79,,Offensive rebound by Team
8:02.0,,,103-79,,Shooting foul by V. Carter (drawn by D. Nowitzki)
8:02.0,,,103-80,1,D. Nowitzki makes free throw 1 of 3
8:02.0,,,103-81,1,D. Nowitzki makes free throw 2 of 3
8:02.0,,,103-82,1,D. Nowitzki makes free throw 3 of 3
7:45.0,B. Hield misses 2-pt shot from 2 ft,,103-82,,
7:42.0,,,103-82,,Defensive rebound by D. Powell
7:31.0,,,103-82,,Turnover by J. Barea (bad pass; steal by B. Hield)
7:28.0,B. Hield misses 3-pt shot from 25 ft,,103-82,,
7:21.0,,,103-82,,Defensive rebound by D. McDermott
7:18.0,,,103-82,,Shooting foul by V. Carter (drawn by D. Powell)
7:18.0,,,103-82,,D. Powell misses free throw 1 of 2
7:18.0,,,103-82,,Offensive rebound by Team
7:18.0,,,103-83,1,D. Powell makes free throw 2 of 2
6:59.0,K. Koufos makes 2-pt shot from 8 ft,2,105-83,,
6:37.0,,,105-86,3,J. Barea makes 3-pt shot from 23 ft (assist by D. Powell)
6:16.0,B. Hield misses 2-pt shot from 15 ft,,105-86,,
6:12.0,,,105-86,,Defensive rebound by D. McDermott
6:03.0,,,105-88,2,K. Collinsworth makes 2-pt shot from 1 ft
6:03.0,Sacramento full timeout,,105-88,,
6:03.0,W. Cauley-Stein enters the game for B. Hield,,105-88,,
6:03.0,B. Bogdanovic enters the game for J. Sampson,,105-88,,
5:44.0,G. Temple misses 2-pt shot from 12 ft,,105-88,,
5:41.0,,,105-88,,Defensive rebound by K. Collinsworth
5:25.0,,,105-88,,K. Collinsworth misses 3-pt shot from 22 ft
5:21.0,Defensive rebound by V. Carter,,105-88,,
5:05.0,W. Cauley-Stein misses 2-pt shot from 4 ft,,105-88,,
5:03.0,,,105-88,,Defensive rebound by D. Nowitzki
4:51.0,,,105-90,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by J. Barea)
4:22.0,B. Bogdanovic makes 2-pt shot from 21 ft,2,107-90,,
4:09.0,,,107-90,,K. Collinsworth misses 2-pt shot from 1 ft
4:07.0,Defensive rebound by K. Koufos,,107-90,,
4:05.0,Turnover by G. Temple (bad pass),,107-90,,
4:05.0,J. Jackson enters the game for V. Carter,,107-90,,
4:05.0,D. Fox enters the game for G. Temple,,107-90,,
3:49.0,,,107-93,3,J. Barea makes 3-pt shot from 26 ft
3:23.0,B. Bogdanovic misses 2-pt shot from 19 ft,,107-93,,
3:21.0,,,107-93,,Defensive rebound by D. Nowitzki
3:15.0,,,107-95,2,D. McDermott makes 2-pt shot at rim (assist by J. Barea)
3:03.0,Sacramento full timeout,,107-95,,
2:59.0,Turnover by D. Fox (traveling),,107-95,,
2:50.0,,,107-95,,D. Nowitzki misses 3-pt shot from 25 ft
2:45.0,,,107-95,,Offensive rebound by J. Barea
2:37.0,,,107-97,2,K. Collinsworth makes 2-pt shot from 1 ft (assist by D. Powell)
2:16.0,K. Koufos makes 2-pt shot from 14 ft (assist by J. Jackson),2,109-97,,
1:57.0,,,109-99,2,D. Nowitzki makes 2-pt shot from 10 ft (assist by D. McDermott)
1:40.0,D. Fox makes 2-pt shot from 5 ft,2,111-99,,
1:32.0,,,111-101,2,D. Powell makes 2-pt shot from 4 ft (assist by J. Barea)
1:32.0,,,111-101,,Shooting foul by K. Koufos (drawn by D. Powell)
1:32.0,,,111-102,1,D. Powell makes free throw 1 of 1
1:12.0,D. Fox makes 3-pt shot from 25 ft,3,114-102,,
1:03.0,,,114-105,3,J. Barea makes 3-pt shot from 27 ft
0:43.0,Turnover by D. Fox (lost ball; steal by D. McDermott),,114-105,,
