time,Portland,pts.away,score,pts.home,LA Lakers
8:23.0,,,7-5,,Defensive rebound by A. Bogut
8:10.0,,,7-7,2,K. Kuzma makes 2-pt shot from 1 ft (assist by L. Ball)
7:55.0,S. Napier misses 3-pt shot from 26 ft,,7-7,,
7:50.0,Offensive rebound by A. Aminu,,7-7,,
7:49.0,Turnover by A. Aminu (lost ball; steal by J. Hart),,7-7,,
7:44.0,,,7-7,,L. Ball misses 3-pt shot from 27 ft
7:44.0,Defensive rebound by C. McCollum,,7-7,,
7:35.0,Turnover by C. McCollum (lost ball; steal by K. Caldwell-Pope),,7-7,,
7:29.0,,,7-7,,K. Caldwell-Pope misses 2-pt shot from 7 ft
7:24.0,Defensive rebound by C. McCollum,,7-7,,
7:22.0,E. Turner misses 2-pt shot from 10 ft,,7-7,,
7:22.0,,,7-7,,Defensive rebound by A. Bogut
7:17.0,,,7-7,,Turnover by L. Ball (bad pass)
7:00.0,J. Nurkic misses 2-pt shot from 4 ft,,7-7,,
6:57.0,,,7-7,,Defensive rebound by J. Hart
6:53.0,,,7-7,,K. Kuzma misses 3-pt shot from 26 ft
6:48.0,Defensive rebound by J. Nurkic,,7-7,,
6:41.0,E. Turner misses 2-pt shot from 9 ft,,7-7,,
6:35.0,Offensive rebound by A. Aminu,,7-7,,
6:28.0,C. McCollum misses 2-pt shot from 21 ft,,7-7,,
6:25.0,,,7-7,,Defensive rebound by K. Caldwell-Pope
6:17.0,,,7-10,3,J. Hart makes 3-pt shot from 24 ft (assist by A. Bogut)
5:56.0,J. Nurkic makes 2-pt shot from 22 ft (assist by E. Turner),2,9-10,,
5:39.0,,,9-10,,L. Ball misses 2-pt shot from 11 ft
5:37.0,,,9-10,,Offensive rebound by K. Kuzma
5:37.0,,,9-10,,K. Kuzma misses 2-pt shot from 3 ft
5:37.0,Defensive rebound by Team,,9-10,,
5:37.0,,,9-10,,LA Lakers full timeout
5:37.0,,,9-10,,J. Randle enters the game for A. Bogut
5:37.0,Z. Collins enters the game for A. Aminu,,9-10,,
5:37.0,P. Connaughton enters the game for S. Napier,,9-10,,
5:21.0,J. Nurkic misses 2-pt shot from 3 ft,,9-10,,
5:19.0,,,9-10,,Defensive rebound by J. Randle
5:14.0,,,9-12,2,J. Randle makes 2-pt shot from 1 ft
5:14.0,,,9-12,,Loose ball foul by J. Randle (drawn by J. Nurkic)
5:14.0,E. Davis enters the game for J. Nurkic,,9-12,,
4:53.0,Shooting foul by J. Hart (drawn by E. Turner),,9-12,,
4:53.0,E. Turner misses free throw 1 of 2,,9-12,,
4:53.0,Offensive rebound by Team,,9-12,,
4:53.0,E. Turner makes free throw 2 of 2,1,10-12,,
4:43.0,,,10-14,2,J. Randle makes 2-pt shot from 2 ft (assist by L. Ball)
4:43.0,,,10-14,,Shooting foul by E. Davis (drawn by J. Randle)
4:43.0,,,10-14,,J. Randle misses free throw 1 of 1
4:41.0,Defensive rebound by E. Davis,,10-14,,
4:32.0,C. McCollum misses 2-pt shot from 5 ft,,10-14,,
4:29.0,,,10-14,,Defensive rebound by L. Ball
4:22.0,,,10-14,,K. Kuzma misses 2-pt shot from 4 ft
4:17.0,,,10-14,,Offensive rebound by J. Hart
4:16.0,,,10-14,,Turnover by J. Hart (bad pass; steal by C. McCollum)
4:04.0,P. Connaughton makes 2-pt shot from 1 ft,2,12-14,,
4:04.0,Shooting foul by K. Kuzma (drawn by P. Connaughton),,12-14,,
4:04.0,,,12-14,,J. Clarkson enters the game for K. Caldwell-Pope
4:04.0,M. Harkless enters the game for E. Turner,,12-14,,
4:04.0,P. Connaughton misses free throw 1 of 1,,12-14,,
4:00.0,,,12-14,,Defensive rebound by K. Kuzma
3:48.0,,,12-14,,J. Hart misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by Z. Collins,,12-14,,
3:32.0,Turnover by M. Harkless (lost ball; steal by K. Kuzma),,12-14,,
3:27.0,,,12-16,2,J. Hart makes 2-pt shot from 2 ft (assist by J. Clarkson)
3:26.0,Portland full timeout,,12-16,,
3:26.0,,,12-16,,A. Caruso enters the game for K. Kuzma
3:26.0,,,12-16,,C. Brewer enters the game for J. Hart
3:08.0,C. McCollum makes 3-pt shot from 25 ft (assist by M. Harkless),3,15-16,,
2:50.0,,,15-16,,J. Randle misses 2-pt shot from 20 ft
2:46.0,Defensive rebound by P. Connaughton,,15-16,,
2:28.0,C. McCollum misses 2-pt shot from 17 ft,,15-16,,
2:24.0,,,15-16,,Defensive rebound by J. Randle
2:19.0,,,15-18,2,C. Brewer makes 2-pt shot from 8 ft (assist by J. Randle)
1:54.0,C. McCollum misses 2-pt shot from 2 ft,,15-18,,
1:51.0,,,15-18,,Defensive rebound by L. Ball
1:45.0,,,15-21,3,J. Clarkson makes 3-pt shot from 25 ft (assist by L. Ball)
1:25.0,M. Harkless makes 2-pt shot from 1 ft (assist by Z. Collins),2,17-21,,
1:14.0,,,17-21,,Turnover by C. Brewer (turnover)
1:14.0,,,17-21,,T. Ennis enters the game for L. Ball
1:14.0,S. Napier enters the game for C. McCollum,,17-21,,
0:59.0,S. Napier misses 2-pt shot from 9 ft,,17-21,,
0:56.0,,,17-21,,Defensive rebound by J. Clarkson
0:52.0,,,17-21,,Shooting foul by E. Davis (drawn by C. Brewer)
0:52.0,,,17-22,1,C. Brewer makes free throw 1 of 2
0:52.0,,,17-22,,C. Brewer misses free throw 2 of 2
0:51.0,Defensive rebound by E. Davis,,17-22,,
0:33.0,S. Napier misses 2-pt shot from 15 ft,,17-22,,
0:30.0,,,17-22,,Defensive rebound by J. Clarkson
0:10.0,,,17-24,2,J. Randle makes 2-pt shot at rim
0:09.0,,,17-24,,Personal foul by C. Brewer (drawn by S. Napier)
0:09.0,,,17-24,,J. Hart enters the game for T. Ennis
0:09.0,C. McCollum enters the game for E. Davis,,17-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,17-24,,J. Clarkson misses 2-pt shot from 13 ft
11:43.0,Defensive rebound by S. Napier,,17-24,,
11:23.0,M. Harkless misses 2-pt shot from 2 ft,,17-24,,
11:18.0,Offensive rebound by Z. Collins,,17-24,,
11:18.0,Z. Collins makes 2-pt shot at rim,2,19-24,,
11:06.0,,,19-24,,C. Brewer misses 2-pt shot from 2 ft (block by M. Harkless)
11:03.0,Defensive rebound by E. Davis,,19-24,,
11:00.0,Turnover by Z. Collins (bad pass),,19-24,,
10:42.0,,,19-24,,J. Clarkson misses 2-pt shot from 2 ft
10:40.0,Defensive rebound by Z. Collins,,19-24,,
10:32.0,Shooting foul by T. Ennis (drawn by S. Napier),,19-24,,
10:32.0,S. Napier makes free throw 1 of 2,1,20-24,,
10:32.0,S. Napier misses free throw 2 of 2,,20-24,,
10:28.0,,,20-24,,Defensive rebound by T. Ennis
10:18.0,,,20-24,,Turnover by A. Caruso (bad pass; steal by P. Connaughton)
10:12.0,S. Napier makes 3-pt shot from 24 ft,3,23-24,,
10:11.0,,,23-24,,LA Lakers full timeout
10:11.0,,,23-24,,K. Caldwell-Pope enters the game for A. Caruso
10:11.0,,,23-24,,J. Hart enters the game for J. Randle
10:11.0,,,23-24,,L. Nance enters the game for T. Ennis
10:01.0,,,23-26,2,J. Clarkson makes 2-pt shot from 18 ft
9:40.0,Z. Collins misses 2-pt shot from 5 ft,,23-26,,
9:37.0,,,23-26,,Defensive rebound by J. Hart
9:35.0,,,23-29,3,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Hart)
9:06.0,E. Davis misses 2-pt shot from 2 ft,,23-29,,
9:04.0,,,23-29,,Defensive rebound by L. Nance
8:56.0,,,23-29,,J. Clarkson misses 3-pt shot from 25 ft
8:51.0,Defensive rebound by Z. Collins,,23-29,,
8:43.0,M. Harkless misses 2-pt shot from 4 ft,,23-29,,
8:38.0,Offensive rebound by M. Harkless,,23-29,,
8:37.0,M. Harkless makes 2-pt shot from 1 ft,2,25-29,,
8:26.0,,,25-29,,Turnover by C. Brewer (bad pass; steal by S. Napier)
8:22.0,S. Napier makes 2-pt shot from 1 ft,2,27-29,,
8:03.0,,,27-29,,J. Clarkson misses 2-pt shot from 21 ft
7:59.0,Defensive rebound by Z. Collins,,27-29,,
7:54.0,S. Napier makes 2-pt shot from 2 ft,2,29-29,,
7:29.0,,,29-29,,Turnover by C. Brewer (lost ball; steal by S. Napier)
7:25.0,P. Connaughton misses 3-pt shot from 26 ft,,29-29,,
7:19.0,,,29-29,,Defensive rebound by J. Hart
7:10.0,,,29-31,2,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Hart)
6:45.0,S. Napier makes 2-pt shot from 22 ft,2,31-31,,
6:29.0,,,31-31,,C. Brewer misses 3-pt shot from 23 ft
6:27.0,,,31-31,,Offensive rebound by Team
6:27.0,,,31-31,,K. Kuzma enters the game for C. Brewer
6:27.0,,,31-31,,L. Ball enters the game for J. Clarkson
6:27.0,A. Aminu enters the game for P. Connaughton,,31-31,,
6:27.0,E. Turner enters the game for E. Davis,,31-31,,
6:22.0,,,31-34,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by K. Kuzma)
6:00.0,,,31-34,,Personal foul by L. Ball (drawn by E. Turner)
5:46.0,E. Turner misses 2-pt shot from 14 ft,,31-34,,
5:42.0,,,31-34,,Defensive rebound by K. Caldwell-Pope
5:36.0,,,31-34,,L. Ball misses 2-pt shot from 15 ft
5:32.0,Defensive rebound by M. Harkless,,31-34,,
5:27.0,,,31-34,,Personal foul by L. Nance (drawn by S. Napier)
5:27.0,C. McCollum enters the game for M. Harkless,,31-34,,
5:13.0,A. Aminu misses 2-pt shot from 2 ft,,31-34,,
5:10.0,,,31-34,,Defensive rebound by J. Hart
5:01.0,,,31-36,2,L. Nance makes 2-pt shot from 8 ft (assist by K. Caldwell-Pope)
4:37.0,J. Nurkic enters the game for Z. Collins,,31-36,,
4:35.0,J. Nurkic misses 3-pt shot from 26 ft,,31-36,,
4:31.0,,,31-36,,Defensive rebound by K. Caldwell-Pope
4:18.0,,,31-36,,Shooting foul by J. Nurkic (drawn by L. Nance)
4:18.0,,,31-36,,L. Nance misses free throw 1 of 2
4:18.0,,,31-36,,Offensive rebound by Team
4:18.0,,,31-36,,L. Nance misses free throw 2 of 2
4:15.0,Defensive rebound by A. Aminu,,31-36,,
4:03.0,J. Nurkic misses 2-pt shot from 1 ft,,31-36,,
3:59.0,Offensive rebound by A. Aminu,,31-36,,
3:56.0,A. Aminu makes 2-pt shot from 1 ft,2,33-36,,
3:47.0,,,33-38,2,L. Ball makes 2-pt shot from 1 ft (assist by L. Nance)
3:47.0,Portland full timeout,,33-38,,
3:47.0,P. Connaughton enters the game for S. Napier,,33-38,,
3:29.0,P. Connaughton makes 2-pt shot from 1 ft (assist by A. Aminu),2,35-38,,
3:20.0,,,35-38,,Turnover by L. Ball (bad pass)
3:04.0,Turnover by C. McCollum (bad pass; steal by L. Ball),,35-38,,
2:58.0,,,35-40,2,J. Hart makes 2-pt shot from 1 ft
2:48.0,P. Connaughton makes 2-pt shot at rim (assist by E. Turner),2,37-40,,
2:35.0,,,37-40,,K. Caldwell-Pope misses 2-pt shot from 18 ft
2:28.0,,,37-40,,Offensive rebound by L. Nance
2:25.0,,,37-42,2,K. Caldwell-Pope makes 2-pt shot from 17 ft
2:08.0,C. McCollum makes 3-pt shot from 25 ft,3,40-42,,
1:58.0,,,40-44,2,K. Caldwell-Pope makes 2-pt shot from 9 ft (assist by L. Ball)
1:36.0,J. Nurkic misses 2-pt shot from 1 ft,,40-44,,
1:36.0,,,40-44,,Defensive rebound by K. Caldwell-Pope
1:28.0,,,40-46,2,K. Kuzma makes 2-pt shot from 5 ft
1:28.0,,,40-46,,Shooting foul by P. Connaughton (drawn by K. Kuzma)
1:28.0,,,40-47,1,K. Kuzma makes free throw 1 of 1
1:15.0,C. McCollum makes 2-pt shot from 21 ft,2,42-47,,
0:53.0,,,42-47,,K. Caldwell-Pope misses 3-pt shot from 23 ft
0:49.0,Defensive rebound by C. McCollum,,42-47,,
0:44.0,Turnover by P. Connaughton (bad pass; steal by L. Nance),,42-47,,
0:40.0,,,42-47,,Shooting foul by E. Turner (drawn by K. Kuzma)
0:40.0,,,42-48,1,K. Kuzma makes free throw 1 of 2
0:40.0,,,42-48,,A. Caruso enters the game for L. Ball
0:40.0,,,42-49,1,K. Kuzma makes free throw 2 of 2
0:40.0,S. Napier enters the game for J. Nurkic,,42-49,,
0:35.0,C. McCollum makes 2-pt shot from 9 ft,2,44-49,,
0:23.0,,,44-49,,K. Kuzma misses 2-pt shot from 2 ft
0:23.0,,,44-49,,Offensive rebound by L. Nance
0:19.0,,,44-49,,L. Nance misses 2-pt shot at rim
0:17.0,Defensive rebound by A. Aminu,,44-49,,
0:05.0,,,44-49,,Personal foul by A. Caruso (drawn by C. McCollum)
0:00.0,A. Aminu misses 3-pt shot from 24 ft,,44-49,,
0:00.0,Offensive rebound by Team,,44-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,44-51,2,J. Hart makes 2-pt shot at rim (assist by K. Kuzma)
11:24.0,C. McCollum misses 2-pt shot from 6 ft,,44-51,,
11:20.0,,,44-51,,Defensive rebound by J. Hart
11:11.0,,,44-53,2,K. Kuzma makes 2-pt shot from 1 ft (assist by A. Bogut)
10:50.0,,,44-53,,Personal block foul by A. Bogut (drawn by J. Nurkic)
10:49.0,,,44-53,,Technical foul by Team
10:49.0,C. McCollum misses technical free throw,,44-53,,
10:49.0,Offensive rebound by Team,,44-53,,
10:39.0,S. Napier makes 3-pt shot from 25 ft (assist by C. McCollum),3,47-53,,
10:22.0,,,47-56,3,K. Kuzma makes 3-pt shot from 23 ft (assist by L. Ball)
10:03.0,J. Nurkic misses 2-pt shot from 6 ft,,47-56,,
10:02.0,,,47-56,,Defensive rebound by Team
9:49.0,,,47-56,,L. Ball misses 3-pt shot from 25 ft
9:46.0,,,47-56,,Offensive rebound by Team
9:46.0,Loose ball foul by E. Turner (drawn by J. Hart),,47-56,,
9:33.0,,,47-56,,L. Ball misses 2-pt shot from 4 ft
9:30.0,Defensive rebound by J. Nurkic,,47-56,,
9:24.0,,,47-56,,Personal foul by A. Bogut (drawn by C. McCollum)
9:16.0,C. McCollum misses 2-pt shot from 16 ft,,47-56,,
9:11.0,,,47-56,,Defensive rebound by L. Ball
9:02.0,,,47-56,,J. Hart misses 3-pt shot from 26 ft
9:00.0,Defensive rebound by Team,,47-56,,
8:49.0,E. Turner makes 2-pt shot from 1 ft (assist by J. Nurkic),2,49-56,,
8:43.0,,,49-56,,K. Kuzma misses 2-pt shot from 1 ft
8:39.0,Defensive rebound by J. Nurkic,,49-56,,
8:34.0,E. Turner misses 3-pt shot from 24 ft,,49-56,,
8:31.0,,,49-56,,Defensive rebound by J. Hart
8:21.0,,,49-58,2,J. Hart makes 2-pt shot at rim (assist by K. Kuzma)
8:13.0,S. Napier makes 3-pt shot from 22 ft (assist by C. McCollum),3,52-58,,
7:55.0,,,52-58,,L. Ball misses 3-pt shot from 22 ft
7:53.0,Defensive rebound by A. Aminu,,52-58,,
7:41.0,J. Nurkic misses 2-pt shot from 16 ft,,52-58,,
7:37.0,,,52-58,,Defensive rebound by J. Hart
7:31.0,,,52-58,,J. Hart misses 2-pt shot from 11 ft
7:26.0,,,52-58,,Offensive rebound by K. Caldwell-Pope
7:25.0,,,52-58,,K. Kuzma misses 3-pt shot from 25 ft
7:25.0,Defensive rebound by J. Nurkic,,52-58,,
7:13.0,C. McCollum misses 3-pt shot from 24 ft,,52-58,,
7:09.0,,,52-58,,Defensive rebound by L. Ball
7:05.0,,,52-60,2,K. Caldwell-Pope makes 2-pt shot from 9 ft (assist by L. Ball)
6:51.0,C. McCollum misses 2-pt shot from 6 ft (block by A. Bogut),,52-60,,
6:46.0,Offensive rebound by E. Turner,,52-60,,
6:44.0,E. Turner makes 2-pt shot from 13 ft,2,54-60,,
6:40.0,,,54-60,,LA Lakers full timeout
6:30.0,,,54-60,,K. Kuzma misses 3-pt shot from 24 ft
6:25.0,,,54-60,,Offensive rebound by K. Kuzma
6:14.0,,,54-60,,J. Hart misses 2-pt shot from 18 ft
6:11.0,Defensive rebound by A. Aminu,,54-60,,
6:04.0,C. McCollum misses 3-pt shot from 25 ft,,54-60,,
6:00.0,,,54-60,,Defensive rebound by K. Caldwell-Pope
5:51.0,,,54-60,,K. Caldwell-Pope misses 2-pt shot from 4 ft (block by C. McCollum)
5:49.0,Defensive rebound by A. Aminu,,54-60,,
5:49.0,,,54-60,,Personal take foul by A. Bogut (drawn by A. Aminu)
5:49.0,,,54-60,,J. Clarkson enters the game for J. Hart
5:49.0,,,54-60,,J. Randle enters the game for A. Bogut
5:49.0,E. Davis enters the game for E. Turner,,54-60,,
5:49.0,Z. Collins enters the game for J. Nurkic,,54-60,,
5:23.0,E. Davis misses 2-pt shot from 3 ft,,54-60,,
5:20.0,Offensive rebound by C. McCollum,,54-60,,
5:18.0,C. McCollum makes 2-pt shot from 2 ft,2,56-60,,
5:07.0,,,56-62,2,J. Randle makes 2-pt shot from 1 ft (assist by L. Ball)
4:55.0,Shooting foul by J. Randle (drawn by Z. Collins),,56-62,,
4:55.0,Z. Collins makes free throw 1 of 2,1,57-62,,
4:55.0,P. Connaughton enters the game for S. Napier,,57-62,,
4:55.0,Z. Collins makes free throw 2 of 2,1,58-62,,
4:40.0,,,58-62,,J. Randle misses 2-pt shot from 8 ft
4:36.0,Defensive rebound by E. Davis,,58-62,,
4:30.0,C. McCollum misses 2-pt shot from 15 ft,,58-62,,
4:25.0,,,58-62,,Defensive rebound by L. Ball
4:22.0,,,58-62,,K. Caldwell-Pope misses 3-pt shot from 25 ft
4:15.0,Defensive rebound by E. Davis,,58-62,,
4:06.0,Turnover by C. McCollum (lost ball; steal by L. Ball),,58-62,,
4:02.0,,,58-62,,Turnover by L. Ball (bad pass; steal by C. McCollum)
3:47.0,E. Davis makes 2-pt shot from 1 ft (assist by A. Aminu),2,60-62,,
3:37.0,,,60-64,2,J. Clarkson makes 2-pt shot from 9 ft
3:12.0,,,60-64,,Personal foul by K. Kuzma (drawn by Z. Collins)
3:12.0,Z. Collins misses free throw 1 of 2,,60-64,,
3:12.0,Offensive rebound by Team,,60-64,,
3:12.0,,,60-64,,A. Caruso enters the game for K. Caldwell-Pope
3:12.0,Z. Collins misses free throw 2 of 2,,60-64,,
3:10.0,,,60-64,,Defensive rebound by J. Randle
2:58.0,,,60-64,,K. Kuzma misses 2-pt shot from 9 ft
2:51.0,,,60-64,,Offensive rebound by J. Clarkson
2:51.0,,,60-66,2,J. Clarkson makes 2-pt shot at rim
2:45.0,P. Connaughton misses 3-pt shot from 26 ft,,60-66,,
2:41.0,,,60-66,,Defensive rebound by J. Randle
2:40.0,,,60-66,,Offensive charge foul by K. Kuzma (drawn by P. Connaughton)
2:40.0,,,60-66,,Turnover by K. Kuzma (offensive foul)
2:40.0,Portland full timeout,,60-66,,
2:40.0,S. Napier enters the game for C. McCollum,,60-66,,
2:40.0,M. Harkless enters the game for A. Aminu,,60-66,,
2:29.0,M. Harkless misses 2-pt shot from 2 ft (block by A. Caruso),,60-66,,
2:25.0,,,60-66,,Defensive rebound by K. Kuzma
2:22.0,,,60-66,,J. Clarkson misses 3-pt shot from 24 ft
2:16.0,Defensive rebound by P. Connaughton,,60-66,,
2:05.0,Turnover by Z. Collins (bad pass; steal by J. Clarkson),,60-66,,
2:02.0,,,60-66,,Shooting foul by S. Napier (drawn by J. Clarkson)
2:02.0,,,60-67,1,J. Clarkson makes free throw 1 of 2
2:02.0,,,60-68,1,J. Clarkson makes free throw 2 of 2
1:46.0,M. Harkless misses 2-pt shot from 7 ft,,60-68,,
1:41.0,Offensive rebound by M. Harkless,,60-68,,
1:38.0,M. Harkless makes 2-pt shot from 1 ft,2,62-68,,
1:26.0,,,62-70,2,L. Ball makes 2-pt shot from 11 ft
1:13.0,Z. Collins makes 2-pt shot from 1 ft (assist by S. Napier),2,64-70,,
0:59.0,,,64-70,,L. Ball misses 2-pt shot from 2 ft (block by P. Connaughton)
0:57.0,Defensive rebound by S. Napier,,64-70,,
0:53.0,M. Harkless makes 3-pt shot from 23 ft (assist by S. Napier),3,67-70,,
0:41.0,Personal foul by M. Harkless (drawn by J. Clarkson),,67-70,,
0:34.0,,,67-70,,J. Clarkson misses 2-pt shot from 22 ft
0:29.0,Defensive rebound by S. Napier,,67-70,,
0:26.0,S. Napier misses 2-pt shot from 2 ft,,67-70,,
0:26.0,Offensive rebound by Team,,67-70,,
0:26.0,C. McCollum enters the game for E. Davis,,67-70,,
0:04.0,S. Napier makes 3-pt shot from 25 ft,3,70-70,,
0:02.0,,,70-70,,Turnover by J. Randle (lost ball; steal by S. Napier)
0:00.0,S. Napier misses 3-pt shot from 25 ft,,70-70,,
0:00.0,Offensive rebound by Team,,70-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Z. Collins misses 3-pt shot from 25 ft,,70-70,,
11:43.0,,,70-70,,Defensive rebound by J. Randle
11:30.0,,,70-70,,A. Caruso misses 2-pt shot from 9 ft
11:27.0,,,70-70,,Offensive rebound by J. Randle
11:20.0,,,70-70,,Shooting foul by E. Davis (drawn by J. Randle)
11:20.0,,,70-71,1,J. Randle makes free throw 1 of 2
11:20.0,,,70-72,1,J. Randle makes free throw 2 of 2
11:09.0,M. Harkless makes 2-pt shot from 1 ft (assist by Z. Collins),2,72-72,,
10:59.0,,,72-72,,Turnover by J. Clarkson (out of bounds lost ball)
10:46.0,P. Connaughton misses 3-pt shot from 25 ft,,72-72,,
10:42.0,,,72-72,,Defensive rebound by C. Brewer
10:38.0,,,72-72,,Shooting foul by M. Harkless (drawn by T. Bryant)
10:38.0,,,72-72,,T. Bryant misses free throw 1 of 2
10:38.0,,,72-72,,Offensive rebound by Team
10:38.0,,,72-73,1,T. Bryant makes free throw 2 of 2
10:17.0,Z. Collins makes 2-pt shot from 8 ft,2,74-73,,
10:02.0,,,74-73,,Turnover by C. Brewer (bad pass)
9:41.0,M. Harkless makes 2-pt shot from 1 ft (assist by P. Connaughton),2,76-73,,
9:22.0,,,76-73,,Shooting foul by Z. Collins (drawn by J. Randle)
9:22.0,,,76-74,1,J. Randle makes free throw 1 of 2
9:22.0,,,76-74,,J. Hart enters the game for A. Caruso
9:22.0,C. McCollum enters the game for S. Napier,,76-74,,
9:22.0,,,76-74,,J. Randle misses free throw 2 of 2
9:18.0,Defensive rebound by Z. Collins,,76-74,,
9:07.0,M. Harkless makes 2-pt shot from 5 ft (assist by Z. Collins),2,78-74,,
8:53.0,,,78-76,2,J. Clarkson makes 2-pt shot from 4 ft
8:30.0,,,78-76,,Personal foul by C. Brewer (drawn by P. Connaughton)
8:21.0,M. Harkless misses 3-pt shot from 24 ft,,78-76,,
8:19.0,Offensive rebound by Team,,78-76,,
8:19.0,,,78-76,,Loose ball foul by J. Randle (drawn by Z. Collins)
8:09.0,Z. Collins makes 3-pt shot from 25 ft (assist by C. McCollum),3,81-76,,
7:57.0,,,81-76,,LA Lakers full timeout
7:57.0,,,81-76,,L. Ball enters the game for C. Brewer
7:57.0,,,81-76,,K. Kuzma enters the game for T. Bryant
7:55.0,,,81-76,,Turnover by K. Kuzma (traveling)
7:36.0,Turnover by Z. Collins (step out of bounds),,81-76,,
7:15.0,,,81-76,,K. Kuzma misses 2-pt shot from 3 ft
7:12.0,Defensive rebound by P. Connaughton,,81-76,,
7:07.0,M. Harkless misses 2-pt shot from 2 ft,,81-76,,
7:04.0,,,81-76,,Defensive rebound by J. Randle
6:59.0,,,81-76,,K. Kuzma misses 2-pt shot from 2 ft
6:59.0,,,81-76,,Offensive rebound by J. Randle
6:53.0,,,81-76,,J. Randle misses 2-pt shot from 1 ft (block by P. Connaughton)
6:53.0,,,81-76,,Offensive rebound by J. Randle
6:49.0,,,81-78,2,J. Randle makes 2-pt shot from 1 ft
6:42.0,C. McCollum makes 2-pt shot at rim,2,83-78,,
6:22.0,,,83-78,,J. Clarkson misses 2-pt shot from 4 ft
6:19.0,Defensive rebound by C. McCollum,,83-78,,
6:18.0,Offensive foul by M. Harkless (drawn by L. Ball),,83-78,,
6:18.0,Turnover by M. Harkless (offensive foul),,83-78,,
6:18.0,,,83-78,,A. Bogut enters the game for J. Clarkson
6:18.0,,,83-78,,K. Caldwell-Pope enters the game for J. Randle
6:18.0,S. Napier enters the game for P. Connaughton,,83-78,,
6:08.0,,,83-78,,Turnover by K. Kuzma (out of bounds lost ball)
5:52.0,,,83-78,,Personal foul by L. Ball (drawn by Z. Collins)
5:46.0,S. Napier misses 2-pt shot from 15 ft,,83-78,,
5:41.0,,,83-78,,Defensive rebound by K. Kuzma
5:32.0,,,83-81,3,K. Kuzma makes 3-pt shot from 25 ft (assist by L. Ball)
5:17.0,C. McCollum misses 3-pt shot from 25 ft,,83-81,,
5:14.0,,,83-81,,Defensive rebound by K. Caldwell-Pope
5:02.0,,,83-81,,J. Hart misses 2-pt shot from 1 ft (block by M. Harkless)
5:02.0,,,83-81,,Offensive rebound by Team
5:00.0,,,83-81,,Shooting foul by Z. Collins (drawn by K. Kuzma)
5:00.0,,,83-81,,K. Kuzma misses free throw 1 of 2
5:00.0,,,83-81,,Offensive rebound by Team
5:00.0,,,83-82,1,K. Kuzma makes free throw 2 of 2
4:48.0,C. McCollum misses 3-pt shot from 25 ft,,83-82,,
4:44.0,,,83-82,,Defensive rebound by J. Hart
