time,Miami,pts.away,score,pts.home,Philadelphia
6:25.0,,,16-14,3,R. Covington makes 3-pt shot from 26 ft (assist by D. Saric)
6:04.0,J. Richardson makes 3-pt shot from 28 ft (assist by T. Johnson),3,19-14,,
5:34.0,,,19-14,,D. Saric misses 2-pt shot from 5 ft (block by J. Richardson)
5:31.0,Defensive rebound by J. Winslow,,19-14,,
5:26.0,G. Dragic misses 3-pt shot from 28 ft,,19-14,,
5:24.0,,,19-14,,Defensive rebound by R. Covington
5:16.0,,,19-14,,B. Simmons misses 2-pt shot from 18 ft
5:16.0,,,19-14,,Offensive rebound by A. Johnson
5:03.0,,,19-16,2,B. Simmons makes 2-pt shot from 12 ft (assist by A. Johnson)
4:54.0,Miami full timeout,,19-16,,
4:54.0,,,19-16,,R. Holmes enters the game for A. Johnson
4:54.0,W. Ellington enters the game for J. Richardson,,19-16,,
4:45.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,21-16,,
4:34.0,,,21-16,,T. McConnell misses 2-pt shot from 16 ft
4:31.0,Defensive rebound by H. Whiteside,,21-16,,
4:21.0,Shooting foul by T. McConnell (drawn by J. Winslow),,21-16,,
4:21.0,J. Winslow makes free throw 1 of 2,1,22-16,,
4:21.0,,,22-16,,J. Redick enters the game for D. Saric
4:21.0,,,22-16,,M. Belinelli enters the game for B. Simmons
4:21.0,,,22-16,,T. Booker enters the game for R. Covington
4:21.0,J. Winslow misses free throw 2 of 2,,22-16,,
4:19.0,,,22-16,,Defensive rebound by Team
4:09.0,,,22-16,,J. Redick misses 3-pt shot from 26 ft
4:05.0,Defensive rebound by J. Winslow,,22-16,,
3:50.0,T. Johnson misses 2-pt shot from 19 ft,,22-16,,
3:47.0,,,22-16,,Defensive rebound by J. Redick
3:25.0,,,22-16,,Turnover by J. Redick (bad pass; steal by J. Winslow)
3:20.0,W. Ellington makes 3-pt shot from 25 ft (assist by G. Dragic),3,25-16,,
2:56.0,,,25-16,,T. McConnell misses 2-pt shot from 5 ft
2:54.0,Defensive rebound by H. Whiteside,,25-16,,
2:46.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,27-16,,
2:33.0,,,27-16,,Shooting foul by H. Whiteside (drawn by R. Holmes)
2:33.0,,,27-17,1,R. Holmes makes free throw 1 of 2
2:33.0,D. Wade enters the game for T. Johnson,,27-17,,
2:33.0,B. Adebayo enters the game for J. Winslow,,27-17,,
2:33.0,J. Johnson enters the game for H. Whiteside,,27-17,,
2:33.0,,,27-18,1,R. Holmes makes free throw 2 of 2
2:11.0,J. Johnson makes 2-pt shot from 6 ft (assist by D. Wade),2,29-18,,
1:58.0,,,29-18,,M. Belinelli misses 2-pt shot from 15 ft
1:56.0,Defensive rebound by D. Wade,,29-18,,
1:41.0,D. Wade misses 2-pt shot from 13 ft,,29-18,,
1:38.0,,,29-18,,Defensive rebound by R. Holmes
1:26.0,,,29-18,,J. Redick misses 3-pt shot from 28 ft
1:21.0,,,29-18,,Offensive rebound by R. Holmes
1:15.0,,,29-18,,T. Booker misses 2-pt shot from 9 ft
1:13.0,Defensive rebound by Team,,29-18,,
1:13.0,J. Richardson enters the game for G. Dragic,,29-18,,
1:11.0,Turnover by D. Wade (bad pass; steal by T. McConnell),,29-18,,
1:04.0,,,29-18,,M. Belinelli misses 2-pt shot from 21 ft
1:00.0,Defensive rebound by J. Richardson,,29-18,,
0:48.0,J. Richardson misses 2-pt shot from 19 ft,,29-18,,
0:45.0,,,29-18,,Defensive rebound by T. McConnell
0:40.0,,,29-18,,Turnover by R. Holmes (offensive goaltending)
0:31.0,W. Ellington misses 3-pt shot from 26 ft,,29-18,,
0:29.0,,,29-18,,Defensive rebound by T. McConnell
0:26.0,,,29-18,,Turnover by T. Booker (lost ball; steal by W. Ellington)
0:03.0,Turnover by D. Wade (bad pass),,29-18,,
0:00.0,,,29-18,,J. Redick misses 3-pt shot from 24 ft
0:00.0,,,29-18,,Offensive rebound by T. Booker
0:00.0,,,29-20,2,T. Booker makes 2-pt shot from 2 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,29-20,,Personal foul by A. Johnson (drawn by B. Adebayo)
11:51.0,,,29-20,,Technical foul by T. McConnell
11:51.0,W. Ellington makes technical free throw,1,30-20,,
11:36.0,Shooting foul by A. Johnson (drawn by B. Adebayo),,30-20,,
11:36.0,B. Adebayo makes free throw 1 of 2,1,31-20,,
11:36.0,B. Adebayo makes free throw 2 of 2,1,32-20,,
11:14.0,,,32-20,,Turnover by T. Booker (turnover)
11:06.0,D. Wade misses 2-pt shot from 13 ft,,32-20,,
11:02.0,,,32-20,,Defensive rebound by T. Booker
10:57.0,Personal foul by J. Richardson (drawn by M. Belinelli),,32-20,,
10:57.0,,,32-20,,R. Covington enters the game for M. Belinelli
10:57.0,T. Johnson enters the game for J. Richardson,,32-20,,
10:50.0,,,32-20,,J. Redick misses 2-pt shot from 22 ft
10:46.0,,,32-20,,Offensive rebound by T. McConnell
10:42.0,,,32-20,,T. Booker misses 2-pt shot from 17 ft
10:39.0,Defensive rebound by W. Ellington,,32-20,,
10:22.0,J. Johnson makes 2-pt shot from 19 ft,2,34-20,,
9:58.0,,,34-20,,Shooting foul by D. Wade (drawn by T. Booker)
9:58.0,,,34-20,,Technical foul by J. Redick
9:58.0,W. Ellington makes technical free throw,1,35-20,,
9:58.0,,,35-21,1,T. Booker makes free throw 1 of 2
9:58.0,,,35-21,,B. Simmons enters the game for T. McConnell
9:58.0,,,35-21,,T. Booker misses free throw 2 of 2
9:54.0,,,35-21,,Offensive rebound by T. Booker
9:51.0,,,35-23,2,T. Booker makes 2-pt shot from 7 ft
9:38.0,W. Ellington misses 3-pt shot from 25 ft,,35-23,,
9:34.0,,,35-23,,Defensive rebound by T. Booker
9:31.0,,,35-23,,J. Redick misses 3-pt shot from 28 ft
9:27.0,Defensive rebound by D. Wade,,35-23,,
9:23.0,T. Johnson misses 3-pt shot from 26 ft,,35-23,,
9:22.0,Offensive rebound by Team,,35-23,,
9:22.0,,,35-23,,Loose ball foul by J. Redick (drawn by J. Johnson)
9:22.0,,,35-23,,D. Saric enters the game for T. Booker
9:15.0,B. Adebayo misses 2-pt shot from 2 ft,,35-23,,
9:13.0,,,35-23,,Defensive rebound by J. Redick
9:09.0,,,35-25,2,B. Simmons makes 2-pt shot from 3 ft
8:55.0,J. Johnson makes 3-pt shot from 26 ft (assist by T. Johnson),3,38-25,,
8:34.0,,,38-25,,Turnover by D. Saric (lost ball; steal by J. Johnson)
8:30.0,W. Ellington makes 2-pt shot at rim (assist by J. Johnson),2,40-25,,
8:30.0,,,40-25,,Philadelphia full timeout
8:30.0,,,40-25,,M. Belinelli enters the game for J. Redick
8:12.0,,,40-25,,M. Belinelli misses 2-pt shot from 16 ft
8:10.0,Defensive rebound by W. Ellington,,40-25,,
7:58.0,J. Johnson makes 2-pt shot from 2 ft (assist by T. Johnson),2,42-25,,
7:58.0,Shooting foul by A. Johnson (drawn by J. Johnson),,42-25,,
7:58.0,J. Johnson misses free throw 1 of 1,,42-25,,
7:58.0,,,42-25,,Defensive rebound by Team
7:58.0,Violation by J. Johnson (lane),,42-25,,
7:58.0,,,42-25,,R. Holmes enters the game for A. Johnson
7:46.0,,,42-25,,R. Covington misses 3-pt shot from 27 ft
7:40.0,Defensive rebound by B. Adebayo,,42-25,,
7:34.0,D. Wade misses 2-pt shot from 10 ft,,42-25,,
7:34.0,,,42-25,,Defensive rebound by B. Simmons
7:29.0,,,42-27,2,M. Belinelli makes 2-pt shot at rim (assist by B. Simmons)
7:12.0,J. Johnson makes 2-pt shot from 2 ft (assist by T. Johnson),2,44-27,,
7:05.0,,,44-27,,Shooting foul by J. Johnson (drawn by B. Simmons)
7:05.0,,,44-28,1,B. Simmons makes free throw 1 of 2
7:05.0,,,44-29,1,B. Simmons makes free throw 2 of 2
6:44.0,J. Johnson misses 2-pt shot from 3 ft,,44-29,,
6:42.0,,,44-29,,Defensive rebound by B. Simmons
6:36.0,,,44-31,2,R. Holmes makes 2-pt shot from 2 ft (assist by D. Saric)
6:27.0,Miami full timeout,,44-31,,
6:17.0,D. Wade makes 2-pt shot from 2 ft,2,46-31,,
5:59.0,,,46-31,,D. Saric misses 3-pt shot from 27 ft
5:56.0,Defensive rebound by J. Johnson,,46-31,,
5:51.0,,,46-31,,Personal foul by R. Holmes (drawn by J. Johnson)
5:51.0,J. Johnson makes free throw 1 of 2,1,47-31,,
5:51.0,G. Dragic enters the game for T. Johnson,,47-31,,
5:51.0,J. Johnson makes free throw 2 of 2,1,48-31,,
5:42.0,Personal foul by J. Johnson (drawn by B. Simmons),,48-31,,
5:42.0,J. Winslow enters the game for J. Johnson,,48-31,,
5:36.0,,,48-31,,B. Simmons misses 2-pt shot from 7 ft
5:31.0,,,48-31,,Offensive rebound by D. Saric
5:28.0,,,48-33,2,R. Holmes makes 2-pt shot from 1 ft
5:13.0,Shooting foul by R. Covington (drawn by D. Wade),,48-33,,
5:13.0,D. Wade misses free throw 1 of 2,,48-33,,
5:13.0,Offensive rebound by Team,,48-33,,
5:13.0,H. Whiteside enters the game for B. Adebayo,,48-33,,
5:13.0,D. Wade misses free throw 2 of 2,,48-33,,
5:11.0,,,48-33,,Defensive rebound by D. Saric
4:59.0,,,48-33,,D. Saric misses 3-pt shot from 27 ft
4:56.0,,,48-33,,Offensive rebound by R. Covington
4:53.0,,,48-33,,R. Covington misses 3-pt shot from 26 ft
4:50.0,,,48-33,,Offensive rebound by D. Saric
4:49.0,,,48-33,,R. Covington misses 3-pt shot from 26 ft
4:49.0,Defensive rebound by Team,,48-33,,
4:48.0,,,48-33,,J. Redick enters the game for M. Belinelli
4:37.0,G. Dragic makes 2-pt shot from 13 ft,2,50-33,,
4:22.0,,,50-33,,Offensive foul by R. Covington (drawn by G. Dragic)
4:22.0,,,50-33,,Turnover by R. Covington (offensive foul)
4:22.0,,,50-33,,M. Belinelli enters the game for R. Covington
4:22.0,J. Richardson enters the game for D. Wade,,50-33,,
4:11.0,G. Dragic misses 2-pt shot from 13 ft,,50-33,,
4:09.0,Offensive rebound by H. Whiteside,,50-33,,
4:09.0,H. Whiteside makes 2-pt shot at rim,2,52-33,,
4:09.0,,,52-33,,Philadelphia full timeout
3:51.0,,,52-35,2,R. Holmes makes 2-pt shot at rim (assist by B. Simmons)
3:51.0,,,52-35,,Shooting foul by J. Winslow (drawn by R. Holmes)
3:51.0,,,52-35,,R. Holmes misses free throw 1 of 1
3:49.0,Defensive rebound by H. Whiteside,,52-35,,
3:31.0,J. Richardson misses 2-pt shot from 4 ft,,52-35,,
3:27.0,Offensive rebound by H. Whiteside,,52-35,,
3:27.0,H. Whiteside makes 2-pt shot at rim,2,54-35,,
3:18.0,,,54-37,2,M. Belinelli makes 2-pt shot from 1 ft (assist by R. Holmes)
3:00.0,W. Ellington misses 3-pt shot from 24 ft,,54-37,,
2:58.0,,,54-37,,Defensive rebound by R. Holmes
2:49.0,,,54-39,2,B. Simmons makes 2-pt shot from 8 ft
2:35.0,G. Dragic misses 2-pt shot from 19 ft,,54-39,,
2:32.0,,,54-39,,Defensive rebound by R. Holmes
2:29.0,,,54-39,,J. Redick misses 3-pt shot from 26 ft
2:28.0,,,54-39,,Offensive rebound by J. Redick
2:27.0,,,54-39,,Offensive charge foul by J. Redick (drawn by G. Dragic)
2:27.0,,,54-39,,Turnover by J. Redick (offensive foul)
2:27.0,T. Johnson enters the game for W. Ellington,,54-39,,
2:17.0,Personal foul by J. Richardson (drawn by J. Redick),,54-39,,
2:17.0,Turnover by J. Richardson (turnover),,54-39,,
2:17.0,W. Ellington enters the game for J. Richardson,,54-39,,
2:07.0,Violation by H. Whiteside (kicked ball),,54-39,,
1:57.0,,,54-39,,D. Saric misses 3-pt shot from 26 ft
1:56.0,Defensive rebound by Team,,54-39,,
1:56.0,,,54-39,,Loose ball foul by R. Holmes (drawn by G. Dragic)
1:56.0,G. Dragic misses free throw 1 of 2,,54-39,,
1:56.0,Offensive rebound by Team,,54-39,,
1:56.0,G. Dragic misses free throw 2 of 2,,54-39,,
1:54.0,,,54-39,,Defensive rebound by R. Holmes
1:44.0,,,54-39,,J. Redick misses 2-pt shot from 21 ft
1:40.0,Defensive rebound by J. Winslow,,54-39,,
1:31.0,Shooting foul by D. Saric (drawn by J. Winslow),,54-39,,
1:31.0,,,54-39,,Technical foul by D. Saric
1:31.0,W. Ellington makes technical free throw,1,55-39,,
1:31.0,J. Winslow makes free throw 1 of 2,1,56-39,,
1:31.0,J. Winslow makes free throw 2 of 2,1,57-39,,
1:14.0,,,57-39,,B. Simmons misses 2-pt shot from 18 ft
1:10.0,,,57-39,,Offensive rebound by D. Saric
1:08.0,,,57-39,,Turnover by D. Saric (bad pass; steal by J. Winslow)
1:02.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Winslow),2,59-39,,
0:46.0,,,59-39,,Turnover by D. Saric (step out of bounds)
0:35.0,G. Dragic makes 3-pt shot from 26 ft (assist by W. Ellington),3,62-39,,
0:15.0,,,62-39,,B. Simmons misses 2-pt shot from 8 ft
0:13.0,Defensive rebound by G. Dragic,,62-39,,
0:00.0,G. Dragic misses 2-pt shot from 4 ft,,62-39,,
0:00.0,Offensive rebound by Team,,62-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,H. Whiteside misses 2-pt shot from 6 ft,,62-39,,
11:37.0,,,62-39,,Defensive rebound by B. Simmons
11:28.0,,,62-42,3,D. Saric makes 3-pt shot from 25 ft (assist by A. Johnson)
11:13.0,T. Johnson misses 2-pt shot from 20 ft,,62-42,,
11:10.0,,,62-42,,Defensive rebound by D. Saric
11:04.0,,,62-42,,Turnover by A. Johnson (traveling)
10:48.0,J. Richardson makes 3-pt shot from 25 ft (assist by G. Dragic),3,65-42,,
10:31.0,,,65-42,,B. Simmons misses 2-pt shot from 4 ft (block by H. Whiteside)
10:31.0,,,65-42,,Offensive rebound by Team
10:25.0,,,65-42,,Shooting foul by J. Richardson (drawn by D. Saric)
10:25.0,,,65-43,1,D. Saric makes free throw 1 of 2
10:25.0,L. Babbitt enters the game for J. Richardson,,65-43,,
10:25.0,,,65-44,1,D. Saric makes free throw 2 of 2
10:14.0,L. Babbitt misses 3-pt shot from 23 ft,,65-44,,
10:11.0,,,65-44,,Defensive rebound by R. Covington
10:06.0,,,65-44,,R. Covington misses 3-pt shot from 25 ft
10:01.0,Defensive rebound by H. Whiteside,,65-44,,
9:51.0,G. Dragic misses 3-pt shot from 25 ft,,65-44,,
9:49.0,,,65-44,,Defensive rebound by J. Redick
9:49.0,Personal foul by T. Johnson (drawn by J. Redick),,65-44,,
9:36.0,,,65-44,,R. Covington misses 2-pt shot from 1 ft
9:32.0,,,65-44,,Offensive rebound by B. Simmons
9:30.0,,,65-44,,R. Covington misses 3-pt shot from 24 ft
9:27.0,,,65-44,,Offensive rebound by A. Johnson
9:24.0,,,65-44,,Turnover by B. Simmons (lost ball; steal by T. Johnson)
9:13.0,L. Babbitt makes 3-pt shot from 22 ft (assist by T. Johnson),3,68-44,,
9:11.0,,,68-44,,Philadelphia full timeout
9:00.0,,,68-47,3,J. Redick makes 3-pt shot from 23 ft (assist by D. Saric)
8:40.0,Turnover by Team (turnover),,68-47,,
8:28.0,,,68-49,2,J. Redick makes 2-pt shot from 20 ft
8:16.0,,,68-49,,Violation by A. Johnson (kicked ball)
8:01.0,Turnover by J. Winslow (bad pass),,68-49,,
7:48.0,,,68-52,3,D. Saric makes 3-pt shot from 26 ft (assist by J. Redick)
7:46.0,Miami full timeout,,68-52,,
7:24.0,G. Dragic misses 3-pt shot from 26 ft,,68-52,,
7:20.0,,,68-52,,Defensive rebound by R. Covington
7:13.0,,,68-54,2,B. Simmons makes 2-pt shot from 1 ft
7:13.0,,,68-54,,Shooting foul by G. Dragic (drawn by B. Simmons)
7:13.0,,,68-54,,B. Simmons misses free throw 1 of 1
7:09.0,,,68-54,,Offensive rebound by R. Covington
6:54.0,,,68-56,2,R. Covington makes 2-pt shot from 18 ft (assist by B. Simmons)
6:29.0,J. Winslow misses 3-pt shot from 23 ft,,68-56,,
6:27.0,,,68-56,,Defensive rebound by A. Johnson
6:25.0,Personal foul by G. Dragic (drawn by B. Simmons),,68-56,,
6:25.0,W. Ellington enters the game for T. Johnson,,68-56,,
6:25.0,J. Johnson enters the game for J. Winslow,,68-56,,
6:17.0,,,68-56,,J. Redick misses 2-pt shot from 19 ft
6:14.0,Defensive rebound by H. Whiteside,,68-56,,
6:05.0,H. Whiteside makes 2-pt shot from 1 ft (assist by J. Johnson),2,70-56,,
5:53.0,Personal foul by J. Johnson (drawn by D. Saric),,70-56,,
5:53.0,,,70-57,1,D. Saric makes free throw 1 of 2
5:53.0,,,70-57,,T. McConnell enters the game for J. Redick
5:53.0,,,70-58,1,D. Saric makes free throw 2 of 2
5:41.0,H. Whiteside makes 2-pt shot from 1 ft (assist by J. Johnson),2,72-58,,
5:33.0,Personal foul by L. Babbitt (drawn by A. Johnson),,72-58,,
5:33.0,,,72-59,1,A. Johnson makes free throw 1 of 2
5:33.0,,,72-59,,A. Johnson misses free throw 2 of 2
5:31.0,,,72-59,,Offensive rebound by Team
5:23.0,,,72-59,,D. Saric misses 3-pt shot from 26 ft
5:21.0,Defensive rebound by J. Johnson,,72-59,,
5:08.0,Turnover by L. Babbitt (bad pass; steal by B. Simmons),,72-59,,
5:03.0,,,72-59,,R. Covington misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by G. Dragic,,72-59,,
4:46.0,J. Johnson makes 2-pt shot from 18 ft,2,74-59,,
4:33.0,,,74-61,2,A. Johnson makes 2-pt shot from 7 ft (assist by B. Simmons)
4:14.0,L. Babbitt makes 3-pt shot from 23 ft (assist by J. Johnson),3,77-61,,
4:00.0,,,77-63,2,D. Saric makes 2-pt shot from 3 ft (assist by B. Simmons)
3:47.0,J. Johnson misses 2-pt shot from 16 ft,,77-63,,
3:44.0,,,77-63,,Defensive rebound by D. Saric
3:23.0,,,77-63,,T. McConnell misses 2-pt shot from 3 ft (block by H. Whiteside)
3:23.0,,,77-63,,Offensive rebound by Team
3:23.0,,,77-63,,M. Belinelli enters the game for A. Johnson
3:23.0,,,77-63,,R. Holmes enters the game for R. Covington
3:23.0,B. Adebayo enters the game for H. Whiteside,,77-63,,
3:23.0,D. Wade enters the game for L. Babbitt,,77-63,,
3:23.0,,,77-63,,R. Holmes misses 3-pt shot from 26 ft
3:22.0,,,77-63,,Offensive rebound by Team
3:22.0,,,77-63,,Turnover by Team (shot clock)
3:06.0,D. Wade misses 2-pt shot from 1 ft (block by R. Holmes),,77-63,,
3:01.0,Offensive rebound by J. Johnson,,77-63,,
3:01.0,J. Johnson makes 2-pt shot from 2 ft,2,79-63,,
2:46.0,,,79-65,2,R. Holmes makes 2-pt shot from 6 ft (assist by B. Simmons)
2:21.0,G. Dragic misses 2-pt shot from 2 ft,,79-65,,
2:19.0,,,79-65,,Defensive rebound by B. Simmons
2:12.0,,,79-65,,D. Saric misses 3-pt shot from 25 ft
2:08.0,,,79-65,,Offensive rebound by B. Simmons
2:06.0,,,79-67,2,B. Simmons makes 2-pt shot from 1 ft
1:48.0,W. Ellington misses 3-pt shot from 25 ft,,79-67,,
1:45.0,,,79-67,,Defensive rebound by B. Simmons
1:41.0,Personal foul by D. Wade (drawn by D. Saric),,79-67,,
1:41.0,,,79-68,1,D. Saric makes free throw 1 of 2
1:41.0,,,79-68,,J. Redick enters the game for B. Simmons
1:41.0,J. Richardson enters the game for G. Dragic,,79-68,,
1:41.0,,,79-69,1,D. Saric makes free throw 2 of 2
1:20.0,B. Adebayo misses 2-pt shot from 2 ft,,79-69,,
1:15.0,,,79-69,,Defensive rebound by M. Belinelli
1:13.0,,,79-69,,Turnover by M. Belinelli (step out of bounds)
1:13.0,,,79-69,,T. Booker enters the game for D. Saric
1:05.0,Shooting foul by T. Booker (drawn by J. Johnson),,79-69,,
1:05.0,J. Johnson makes free throw 1 of 2,1,80-69,,
1:05.0,J. Johnson makes free throw 2 of 2,1,81-69,,
0:54.0,,,81-71,2,M. Belinelli makes 2-pt shot from 16 ft (assist by R. Holmes)
0:43.0,D. Wade misses 2-pt shot from 13 ft,,81-71,,
0:40.0,,,81-71,,Defensive rebound by R. Holmes
0:24.0,,,81-71,,J. Redick misses 3-pt shot from 25 ft
0:21.0,,,81-71,,Offensive rebound by R. Holmes
0:02.0,,,81-73,2,T. McConnell makes 2-pt shot from 10 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,81-73,,J. Redick misses 3-pt shot from 25 ft
11:38.0,Defensive rebound by D. Wade,,81-73,,
11:20.0,W. Ellington misses 3-pt shot from 25 ft,,81-73,,
11:17.0,,,81-73,,Defensive rebound by T. Booker
11:05.0,,,81-76,3,M. Belinelli makes 3-pt shot from 25 ft (assist by J. Redick)
10:37.0,B. Adebayo misses 2-pt shot from 8 ft,,81-76,,
10:32.0,,,81-76,,Defensive rebound by T. Booker
10:28.0,,,81-76,,J. Redick misses 3-pt shot from 25 ft
10:26.0,,,81-76,,Offensive rebound by T. Booker
10:22.0,,,81-76,,T. McConnell misses 2-pt shot from 8 ft
10:19.0,Defensive rebound by J. Johnson,,81-76,,
10:14.0,D. Wade misses 2-pt shot from 16 ft,,81-76,,
10:14.0,,,81-76,,Defensive rebound by J. Redick
10:04.0,,,81-76,,M. Belinelli misses 3-pt shot from 29 ft
10:00.0,,,81-76,,Offensive rebound by T. Booker
9:57.0,,,81-76,,R. Holmes misses 3-pt shot from 26 ft
9:54.0,Defensive rebound by B. Adebayo,,81-76,,
9:54.0,,,81-76,,Personal foul by T. Booker (drawn by B. Adebayo)
9:37.0,,,81-76,,Personal foul by M. Belinelli (drawn by J. Richardson)
9:29.0,J. Johnson makes 3-pt shot from 24 ft (assist by J. Richardson),3,84-76,,
9:16.0,,,84-79,3,M. Belinelli makes 3-pt shot from 24 ft (assist by T. Booker)
9:02.0,,,84-79,,Personal foul by M. Belinelli (drawn by J. Richardson)
9:00.0,D. Wade makes 2-pt shot from 1 ft (assist by J. Johnson),2,86-79,,
8:45.0,,,86-82,3,M. Belinelli makes 3-pt shot from 25 ft (assist by T. Booker)
8:32.0,Turnover by D. Wade (traveling),,86-82,,
8:32.0,,,86-82,,B. Simmons enters the game for T. McConnell
8:14.0,Personal foul by J. Richardson (drawn by M. Belinelli),,86-82,,
8:14.0,T. Johnson enters the game for J. Richardson,,86-82,,
8:06.0,,,86-82,,M. Belinelli misses 3-pt shot from 26 ft
8:03.0,Defensive rebound by Team,,86-82,,
8:03.0,,,86-82,,Loose ball foul by R. Holmes (drawn by D. Wade)
8:03.0,,,86-82,,R. Covington enters the game for J. Redick
7:48.0,T. Johnson makes 3-pt shot from 26 ft (assist by B. Adebayo),3,89-82,,
7:29.0,Personal foul by D. Wade (drawn by T. Booker),,89-82,,
7:17.0,,,89-84,2,B. Simmons makes 2-pt shot from 20 ft
7:02.0,D. Wade misses 2-pt shot from 13 ft,,89-84,,
7:00.0,,,89-84,,Defensive rebound by B. Simmons
6:55.0,,,89-84,,R. Holmes misses 2-pt shot from 7 ft (block by D. Wade)
6:55.0,,,89-84,,Offensive rebound by Team
6:55.0,,,89-84,,Philadelphia full timeout
6:53.0,,,89-86,2,T. Booker makes 2-pt shot from 15 ft (assist by B. Simmons)
6:28.0,Turnover by D. Wade (bad pass; steal by B. Simmons),,89-86,,
6:24.0,,,89-86,,R. Covington misses 2-pt shot from 2 ft
6:21.0,,,89-86,,Offensive rebound by T. Booker
6:21.0,,,89-88,2,T. Booker makes 2-pt shot from 1 ft
6:01.0,W. Ellington misses 2-pt shot from 10 ft,,89-88,,
6:01.0,Offensive rebound by Team,,89-88,,
6:00.0,,,89-88,,Loose ball foul by T. Booker (drawn by B. Adebayo)
6:00.0,B. Adebayo makes free throw 1 of 2,1,90-88,,
6:00.0,,,90-88,,J. Redick enters the game for M. Belinelli
6:00.0,L. Babbitt enters the game for W. Ellington,,90-88,,
6:00.0,G. Dragic enters the game for D. Wade,,90-88,,
6:00.0,J. Winslow enters the game for J. Johnson,,90-88,,
