time,Houston,pts.away,score,pts.home,Minnesota
3:43.0,,,13-10,,D. Rose misses 2-pt shot from 6 ft
3:41.0,Defensive rebound by G. Green,,13-10,,
3:34.0,R. Anderson misses 3-pt shot from 25 ft,,13-10,,
3:29.0,,,13-10,,Defensive rebound by G. Dieng
3:15.0,,,13-13,3,G. Dieng makes 3-pt shot from 23 ft (assist by J. Butler)
3:02.0,E. Gordon makes 3-pt shot from 26 ft,3,16-13,,
2:45.0,,,16-13,,J. Butler misses 2-pt shot from 7 ft
2:42.0,Defensive rebound by J. Harden,,16-13,,
2:34.0,N. Hilario misses 2-pt shot from 2 ft,,16-13,,
2:32.0,,,16-13,,Defensive rebound by G. Dieng
2:29.0,,,16-15,2,J. Butler makes 2-pt shot at rim (assist by D. Rose)
2:12.0,J. Harden misses 2-pt shot from 5 ft,,16-15,,
2:12.0,Offensive rebound by Team,,16-15,,
2:12.0,Houston full timeout,,16-15,,
2:12.0,,,16-15,,N. Bjelica enters the game for J. Butler
2:12.0,,,16-15,,J. Crawford enters the game for T. Gibson
2:12.0,C. Paul enters the game for J. Harden,,16-15,,
2:12.0,C. Capela enters the game for N. Hilario,,16-15,,
1:58.0,Shooting foul by N. Bjelica (drawn by C. Capela),,16-15,,
1:58.0,C. Capela misses free throw 1 of 2,,16-15,,
1:58.0,Offensive rebound by Team,,16-15,,
1:58.0,C. Capela makes free throw 2 of 2,1,17-15,,
1:45.0,,,17-15,,D. Rose misses 2-pt shot from 1 ft
1:43.0,Defensive rebound by C. Capela,,17-15,,
1:40.0,E. Gordon makes 2-pt shot at rim (assist by C. Paul),2,19-15,,
1:16.0,,,19-15,,J. Crawford misses 2-pt shot from 22 ft
1:13.0,,,19-15,,Offensive rebound by N. Bjelica
1:08.0,,,19-15,,J. Crawford misses 2-pt shot from 2 ft
1:05.0,Defensive rebound by C. Capela,,19-15,,
1:00.0,C. Paul misses 2-pt shot from 4 ft,,19-15,,
0:56.0,Offensive rebound by C. Capela,,19-15,,
0:56.0,C. Capela misses 2-pt shot at rim,,19-15,,
0:55.0,Offensive rebound by C. Capela,,19-15,,
0:55.0,C. Capela misses 2-pt shot at rim,,19-15,,
0:55.0,Offensive rebound by G. Green,,19-15,,
0:52.0,E. Gordon misses 3-pt shot from 26 ft,,19-15,,
0:49.0,,,19-15,,Defensive rebound by D. Rose
0:47.0,,,19-17,2,A. Wiggins makes 2-pt shot from 1 ft (assist by D. Rose)
0:40.0,G. Green misses 3-pt shot from 26 ft,,19-17,,
0:36.0,,,19-17,,Defensive rebound by D. Rose
0:32.0,,,19-19,2,D. Rose makes 2-pt shot from 1 ft
0:26.0,C. Paul makes 2-pt shot from 8 ft (assist by C. Capela),2,21-19,,
0:04.0,,,21-21,2,J. Crawford makes 2-pt shot from 2 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,C. Capela makes 2-pt shot from 2 ft (assist by E. Gordon),2,23-21,,
11:26.0,,,23-24,3,J. Crawford makes 3-pt shot from 25 ft (assist by J. Butler)
11:13.0,C. Paul makes 2-pt shot from 13 ft,2,25-24,,
11:01.0,,,25-26,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague)
10:48.0,C. Paul misses 3-pt shot from 25 ft,,25-26,,
10:46.0,,,25-26,,Defensive rebound by K. Towns
10:41.0,,,25-28,2,J. Butler makes 2-pt shot from 2 ft (assist by J. Teague)
10:41.0,,,25-28,,Shooting foul by P. Tucker (drawn by J. Butler)
10:41.0,,,25-28,,J. Butler misses free throw 1 of 1
10:41.0,Defensive rebound by G. Green,,25-28,,
10:30.0,P. Tucker misses 3-pt shot from 25 ft,,25-28,,
10:27.0,,,25-28,,Defensive rebound by J. Butler
10:12.0,,,25-28,,J. Butler misses 2-pt shot from 9 ft
10:09.0,Defensive rebound by C. Capela,,25-28,,
10:05.0,,,25-28,,Personal foul by J. Teague (drawn by P. Tucker)
10:05.0,T. Ariza enters the game for P. Tucker,,25-28,,
9:52.0,C. Paul makes 2-pt shot from 10 ft,2,27-28,,
9:27.0,,,27-28,,J. Butler misses 2-pt shot from 1 ft
9:25.0,Defensive rebound by T. Ariza,,27-28,,
9:20.0,E. Gordon misses 3-pt shot from 23 ft,,27-28,,
9:18.0,,,27-28,,Defensive rebound by D. Rose
9:14.0,,,27-30,2,D. Rose makes 2-pt shot at rim
9:14.0,Violation by C. Capela (def goaltending),,27-30,,
9:03.0,E. Gordon misses 3-pt shot from 27 ft,,27-30,,
8:59.0,,,27-30,,Defensive rebound by K. Towns
8:53.0,,,27-30,,Shooting foul by C. Capela (drawn by J. Butler)
8:53.0,,,27-31,1,J. Butler makes free throw 1 of 2
8:53.0,,,27-32,1,J. Butler makes free throw 2 of 2
8:46.0,,,27-32,,Personal foul by J. Crawford (drawn by T. Ariza)
8:33.0,C. Capela makes 2-pt shot from 2 ft (assist by C. Paul),2,29-32,,
8:09.0,,,29-34,2,K. Towns makes 2-pt shot from 4 ft
7:52.0,G. Green misses 3-pt shot from 23 ft,,29-34,,
7:50.0,,,29-34,,Defensive rebound by K. Towns
7:44.0,,,29-36,2,J. Crawford makes 2-pt shot from 20 ft
7:30.0,C. Capela makes 2-pt shot at rim (assist by T. Ariza),2,31-36,,
7:25.0,,,31-36,,Turnover by J. Teague (bad pass)
7:25.0,J. Harden enters the game for G. Green,,31-36,,
7:15.0,T. Ariza misses 3-pt shot from 25 ft,,31-36,,
7:13.0,,,31-36,,Defensive rebound by K. Towns
7:01.0,,,31-36,,K. Towns misses 2-pt shot from 3 ft
6:58.0,Defensive rebound by J. Harden,,31-36,,
6:54.0,T. Ariza makes 2-pt shot from 1 ft (assist by C. Paul),2,33-36,,
6:39.0,,,33-38,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague)
6:39.0,,,33-38,,Shooting foul by T. Ariza (drawn by K. Towns)
6:39.0,,,33-38,,Minnesota full timeout
6:39.0,P. Tucker enters the game for C. Paul,,33-38,,
6:39.0,N. Hilario enters the game for C. Capela,,33-38,,
6:39.0,,,33-39,1,K. Towns makes free throw 1 of 1
6:24.0,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden),2,35-39,,
6:24.0,Shooting foul by D. Rose (drawn by N. Hilario),,35-39,,
6:24.0,N. Hilario misses free throw 1 of 1,,35-39,,
6:23.0,,,35-39,,Defensive rebound by K. Towns
6:11.0,,,35-39,,Offensive charge foul by D. Rose (drawn by E. Gordon)
6:11.0,,,35-39,,Turnover by D. Rose (offensive foul)
5:57.0,J. Harden makes 2-pt shot from 9 ft,2,37-39,,
5:33.0,,,37-39,,J. Butler misses 2-pt shot from 2 ft (block by P. Tucker)
5:31.0,Defensive rebound by N. Hilario,,37-39,,
5:21.0,J. Harden makes 3-pt shot from 25 ft,3,40-39,,
5:14.0,,,40-39,,Minnesota full timeout
5:14.0,,,40-39,,A. Wiggins enters the game for J. Crawford
5:14.0,,,40-39,,T. Gibson enters the game for J. Butler
5:14.0,R. Anderson enters the game for P. Tucker,,40-39,,
5:08.0,,,40-39,,Turnover by J. Teague (bad pass; steal by T. Ariza)
4:52.0,J. Harden makes 3-pt shot from 26 ft,3,43-39,,
4:33.0,,,43-42,3,D. Rose makes 3-pt shot from 24 ft (assist by J. Teague)
4:07.0,E. Gordon makes 3-pt shot from 25 ft (assist by R. Anderson),3,46-42,,
3:58.0,,,46-42,,J. Teague misses 3-pt shot from 24 ft
3:57.0,Defensive rebound by J. Harden,,46-42,,
3:46.0,T. Ariza misses 3-pt shot from 22 ft,,46-42,,
3:43.0,,,46-42,,Defensive rebound by Team
3:43.0,Loose ball foul by J. Harden (drawn by A. Wiggins),,46-42,,
3:25.0,,,46-42,,A. Wiggins misses 3-pt shot from 24 ft
3:23.0,,,46-42,,Offensive rebound by Team
3:23.0,C. Paul enters the game for E. Gordon,,46-42,,
3:20.0,,,46-44,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague)
2:53.0,J. Harden misses 3-pt shot from 24 ft,,46-44,,
2:50.0,,,46-44,,Defensive rebound by D. Rose
2:47.0,,,46-46,2,D. Rose makes 2-pt shot at rim
2:44.0,Houston full timeout,,46-46,,
2:44.0,C. Capela enters the game for R. Anderson,,46-46,,
2:44.0,E. Gordon enters the game for N. Hilario,,46-46,,
2:31.0,C. Paul makes 2-pt shot from 2 ft,2,48-46,,
2:18.0,,,48-46,,D. Rose misses 2-pt shot from 19 ft
2:13.0,,,48-46,,Offensive rebound by K. Towns
2:07.0,,,48-46,,Turnover by D. Rose (bad pass; steal by J. Harden)
1:48.0,J. Harden misses 3-pt shot from 25 ft,,48-46,,
1:44.0,,,48-46,,Defensive rebound by T. Gibson
1:37.0,Personal foul by C. Capela (drawn by K. Towns),,48-46,,
1:37.0,,,48-46,,K. Towns misses free throw 1 of 2
1:37.0,,,48-46,,Offensive rebound by Team
1:37.0,,,48-46,,J. Butler enters the game for T. Gibson
1:37.0,,,48-46,,K. Towns misses free throw 2 of 2
1:34.0,Defensive rebound by C. Capela,,48-46,,
1:25.0,E. Gordon misses 2-pt shot from 4 ft,,48-46,,
1:21.0,,,48-46,,Defensive rebound by K. Towns
1:14.0,,,48-46,,J. Teague misses 2-pt shot from 4 ft
1:12.0,Defensive rebound by C. Capela,,48-46,,
1:07.0,J. Harden makes 2-pt shot from 1 ft,2,50-46,,
0:54.0,,,50-48,2,D. Rose makes 2-pt shot from 2 ft (assist by K. Towns)
0:37.0,J. Harden misses 3-pt shot from 24 ft,,50-48,,
0:34.0,,,50-48,,Defensive rebound by A. Wiggins
0:32.0,Personal foul by J. Harden (drawn by A. Wiggins),,50-48,,
0:32.0,,,50-49,1,A. Wiggins makes free throw 1 of 2
0:32.0,,,50-49,,G. Dieng enters the game for D. Rose
0:32.0,,,50-49,,T. Gibson enters the game for K. Towns
0:32.0,,,50-49,,A. Wiggins misses free throw 2 of 2
0:30.0,Defensive rebound by E. Gordon,,50-49,,
0:09.0,C. Paul misses 2-pt shot from 1 ft,,50-49,,
0:07.0,,,50-49,,Defensive rebound by J. Butler
0:03.0,,,50-49,,Turnover by J. Butler (lost ball; steal by C. Paul)
0:00.0,T. Ariza misses 3-pt shot from 24 ft,,50-49,,
0:00.0,Offensive rebound by Team,,50-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Harden misses 2-pt shot from 2 ft,,50-49,,
11:42.0,,,50-49,,Defensive rebound by J. Butler
11:23.0,,,50-49,,J. Butler misses 3-pt shot from 26 ft
11:15.0,,,50-49,,Offensive rebound by K. Towns
11:13.0,,,50-49,,Turnover by K. Towns (bad pass; steal by C. Paul)
10:58.0,J. Harden makes 2-pt shot from 1 ft,2,52-49,,
10:29.0,,,52-49,,K. Towns misses 3-pt shot from 25 ft
10:27.0,Defensive rebound by C. Paul,,52-49,,
10:19.0,C. Paul makes 3-pt shot from 25 ft,3,55-49,,
9:58.0,,,55-49,,A. Wiggins misses 3-pt shot from 22 ft
9:56.0,Defensive rebound by C. Capela,,55-49,,
9:45.0,Shooting foul by T. Gibson (drawn by J. Harden),,55-49,,
9:45.0,J. Harden makes free throw 1 of 3,1,56-49,,
9:45.0,J. Harden makes free throw 2 of 3,1,57-49,,
9:45.0,J. Harden makes free throw 3 of 3,1,58-49,,
9:30.0,,,58-49,,Offensive charge foul by A. Wiggins (drawn by P. Tucker)
9:30.0,,,58-49,,Turnover by A. Wiggins (offensive foul)
9:18.0,J. Harden misses 3-pt shot from 24 ft,,58-49,,
9:16.0,Offensive rebound by C. Capela,,58-49,,
9:16.0,,,58-49,,Personal foul by J. Teague (drawn by C. Capela)
9:06.0,C. Paul makes 3-pt shot from 24 ft,3,61-49,,
8:49.0,,,61-51,2,A. Wiggins makes 2-pt shot from 8 ft
8:28.0,J. Harden makes 2-pt shot from 11 ft,2,63-51,,
8:27.0,,,63-51,,Minnesota full timeout
8:13.0,,,63-51,,K. Towns misses 2-pt shot from 6 ft
8:11.0,Defensive rebound by C. Capela,,63-51,,
8:06.0,J. Harden makes 2-pt shot from 5 ft,2,65-51,,
7:51.0,,,65-54,3,J. Butler makes 3-pt shot from 22 ft (assist by A. Wiggins)
7:31.0,J. Harden makes 3-pt shot from 24 ft (assist by C. Capela),3,68-54,,
7:22.0,,,68-54,,Turnover by J. Teague (bad pass)
7:10.0,C. Paul misses 2-pt shot from 13 ft,,68-54,,
7:09.0,Offensive rebound by Team,,68-54,,
7:09.0,,,68-54,,Loose ball foul by J. Butler (drawn by C. Capela)
7:01.0,J. Harden makes 2-pt shot from 1 ft,2,70-54,,
6:50.0,,,70-54,,J. Teague misses 2-pt shot from 5 ft
6:50.0,Defensive rebound by C. Paul,,70-54,,
6:37.0,P. Tucker makes 3-pt shot from 22 ft (assist by T. Ariza),3,73-54,,
6:17.0,,,73-54,,J. Butler misses 2-pt shot from 4 ft
6:16.0,Defensive rebound by P. Tucker,,73-54,,
6:13.0,Shooting foul by A. Wiggins (drawn by J. Harden),,73-54,,
6:13.0,J. Harden makes free throw 1 of 2,1,74-54,,
6:13.0,J. Harden makes free throw 2 of 2,1,75-54,,
5:52.0,,,75-54,,J. Butler misses 3-pt shot from 24 ft (block by C. Capela)
5:49.0,,,75-54,,Offensive rebound by K. Towns
5:49.0,,,75-54,,Turnover by Team (shot clock)
5:41.0,,,75-54,,Personal foul by J. Teague (drawn by C. Paul)
5:41.0,C. Paul makes free throw 1 of 2,1,76-54,,
5:41.0,,,76-54,,D. Rose enters the game for T. Gibson
5:41.0,C. Paul makes free throw 2 of 2,1,77-54,,
5:37.0,,,77-54,,A. Wiggins misses 2-pt shot from 10 ft
5:35.0,,,77-54,,K. Towns misses 2-pt shot from 1 ft (block by C. Capela)
5:35.0,,,77-54,,Offensive rebound by K. Towns
5:34.0,,,77-54,,Offensive rebound by K. Towns
5:33.0,,,77-56,2,K. Towns makes 2-pt shot from 1 ft
5:33.0,Violation by C. Capela (def goaltending),,77-56,,
5:18.0,C. Paul misses 2-pt shot from 21 ft,,77-56,,
5:15.0,,,77-56,,Defensive rebound by D. Rose
5:14.0,,,77-58,2,K. Towns makes 2-pt shot from 2 ft (assist by D. Rose)
5:14.0,Houston full timeout,,77-58,,
5:14.0,E. Gordon enters the game for C. Paul,,77-58,,
5:14.0,N. Hilario enters the game for C. Capela,,77-58,,
5:03.0,J. Harden makes 3-pt shot from 27 ft,3,80-58,,
4:44.0,,,80-58,,Shooting foul by T. Ariza (drawn by A. Wiggins)
4:44.0,,,80-59,1,A. Wiggins makes free throw 1 of 2
4:44.0,,,80-60,1,A. Wiggins makes free throw 2 of 2
4:33.0,J. Harden makes 3-pt shot from 25 ft (assist by N. Hilario),3,83-60,,
4:17.0,Personal foul by J. Harden (drawn by K. Towns),,83-60,,
4:17.0,,,83-60,,G. Dieng enters the game for K. Towns
4:02.0,Jump ball: A. Wiggins vs. T. Ariza (J. Teague gains possession),,,,Jump ball: A. Wiggins vs. T. Ariza (J. Teague gains possession)
4:01.0,,,83-60,,J. Teague misses 3-pt shot from 30 ft (block by J. Harden)
3:57.0,Defensive rebound by N. Hilario,,83-60,,
3:55.0,T. Ariza misses 3-pt shot from 27 ft,,83-60,,
3:51.0,,,83-60,,Defensive rebound by A. Wiggins
3:40.0,,,83-60,,A. Wiggins misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by T. Ariza,,83-60,,
3:38.0,,,83-60,,Personal foul by J. Butler (drawn by T. Ariza)
3:38.0,T. Ariza makes free throw 1 of 2,1,84-60,,
3:38.0,T. Ariza makes free throw 2 of 2,1,85-60,,
3:28.0,,,85-62,2,A. Wiggins makes 2-pt shot from 1 ft (assist by G. Dieng)
3:03.0,J. Harden misses 2-pt shot from 15 ft,,85-62,,
2:59.0,,,85-62,,Defensive rebound by G. Dieng
2:47.0,,,85-62,,A. Wiggins misses 2-pt shot from 14 ft
2:46.0,Defensive rebound by N. Hilario,,85-62,,
2:38.0,Shooting foul by J. Teague (drawn by E. Gordon),,85-62,,
2:38.0,E. Gordon makes free throw 1 of 2,1,86-62,,
2:38.0,,,86-62,,J. Crawford enters the game for J. Teague
2:38.0,C. Paul enters the game for T. Ariza,,86-62,,
2:38.0,G. Green enters the game for J. Harden,,86-62,,
2:38.0,E. Gordon makes free throw 2 of 2,1,87-62,,
2:26.0,,,87-64,2,D. Rose makes 2-pt shot from 20 ft
2:10.0,C. Paul makes 3-pt shot from 24 ft (assist by E. Gordon),3,90-64,,
2:03.0,,,90-64,,Shooting foul by G. Green (drawn by D. Rose)
2:03.0,,,90-64,,D. Rose misses free throw 1 of 2
2:03.0,,,90-64,,Offensive rebound by Team
2:03.0,,,90-64,,N. Bjelica enters the game for J. Butler
2:03.0,R. Anderson enters the game for P. Tucker,,90-64,,
2:03.0,,,90-65,1,D. Rose makes free throw 2 of 2
1:52.0,C. Paul makes 2-pt shot from 12 ft,2,92-65,,
1:33.0,,,92-65,,A. Wiggins misses 2-pt shot from 15 ft
1:31.0,Defensive rebound by G. Green,,92-65,,
1:18.0,N. Hilario misses 2-pt shot from 1 ft,,92-65,,
1:16.0,Offensive rebound by C. Paul,,92-65,,
1:06.0,E. Gordon misses 3-pt shot from 24 ft,,92-65,,
1:03.0,,,92-65,,Defensive rebound by G. Dieng
0:59.0,,,92-65,,J. Crawford misses 2-pt shot from 21 ft
0:56.0,Defensive rebound by C. Paul,,92-65,,
0:46.0,,,92-65,,Personal foul by N. Bjelica (drawn by C. Paul)
0:46.0,C. Paul makes free throw 1 of 2,1,93-65,,
0:46.0,C. Paul makes free throw 2 of 2,1,94-65,,
0:39.0,,,94-65,,Shooting foul by C. Paul (drawn by J. Crawford)
0:39.0,,,94-65,,J. Crawford misses free throw 1 of 2
0:39.0,,,94-65,,Offensive rebound by Team
0:39.0,,,94-66,1,J. Crawford makes free throw 2 of 2
0:32.0,R. Anderson misses 3-pt shot from 26 ft (block by G. Dieng),,94-66,,
0:28.0,Offensive rebound by N. Hilario,,94-66,,
0:28.0,E. Gordon makes 3-pt shot from 22 ft (assist by N. Hilario),3,97-66,,
0:06.0,,,97-69,3,A. Wiggins makes 3-pt shot from 26 ft
0:00.0,E. Gordon makes 3-pt shot from 27 ft (assist by C. Paul),3,100-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,100-69,,D. Rose misses 2-pt shot from 17 ft
11:38.0,Defensive rebound by C. Paul,,100-69,,
11:32.0,C. Paul makes 2-pt shot from 8 ft,2,102-69,,
11:24.0,,,102-69,,Turnover by J. Crawford (lost ball; steal by C. Paul)
11:14.0,Shooting foul by N. Bjelica (drawn by N. Hilario),,102-69,,
11:14.0,N. Hilario makes free throw 1 of 2,1,103-69,,
11:14.0,N. Hilario makes free throw 2 of 2,1,104-69,,
11:05.0,,,104-69,,Turnover by K. Towns (bad pass; steal by E. Gordon)
10:59.0,Turnover by N. Hilario (lost ball; steal by J. Crawford),,104-69,,
10:53.0,,,104-69,,Shooting foul by R. Anderson (drawn by N. Bjelica)
10:53.0,,,104-69,,N. Bjelica misses free throw 1 of 2
10:53.0,,,104-69,,Offensive rebound by Team
10:53.0,C. Capela enters the game for N. Hilario,,104-69,,
10:53.0,,,104-70,1,N. Bjelica makes free throw 2 of 2
10:38.0,E. Gordon misses 3-pt shot from 22 ft,,104-70,,
10:32.0,,,104-70,,Defensive rebound by K. Towns
10:26.0,,,104-70,,J. Crawford misses 2-pt shot from 2 ft
10:25.0,,,104-70,,Offensive rebound by Team
10:20.0,,,104-72,2,J. Butler makes 2-pt shot from 1 ft (assist by N. Bjelica)
9:57.0,C. Capela misses 2-pt shot from 2 ft,,104-72,,
9:54.0,Offensive rebound by C. Capela,,104-72,,
9:52.0,C. Capela makes 2-pt shot from 1 ft,2,106-72,,
9:38.0,,,106-75,3,N. Bjelica makes 3-pt shot from 25 ft (assist by J. Crawford)
9:23.0,R. Anderson misses 3-pt shot from 26 ft,,106-75,,
9:19.0,,,106-75,,Defensive rebound by J. Crawford
9:08.0,,,106-75,,N. Bjelica misses 2-pt shot at rim
9:06.0,Defensive rebound by C. Capela,,106-75,,
9:00.0,C. Paul misses 2-pt shot from 1 ft,,106-75,,
8:59.0,,,106-75,,Defensive rebound by N. Bjelica
8:56.0,Shooting block foul by R. Anderson (drawn by J. Butler),,106-75,,
8:56.0,,,106-76,1,J. Butler makes free throw 1 of 2
8:56.0,,,106-77,1,J. Butler makes free throw 2 of 2
8:42.0,Turnover by G. Green (out of bounds lost ball),,106-77,,
8:42.0,J. Harden enters the game for G. Green,,106-77,,
8:29.0,,,106-79,2,J. Crawford makes 2-pt shot from 21 ft
8:06.0,E. Gordon makes 2-pt shot from 2 ft,2,108-79,,
7:54.0,,,108-81,2,K. Towns makes 2-pt shot at rim (assist by J. Butler)
7:38.0,C. Capela misses 2-pt shot from 1 ft,,108-81,,
7:35.0,,,108-81,,Defensive rebound by D. Rose
7:32.0,,,108-81,,Turnover by D. Rose (lost ball; steal by C. Paul)
7:31.0,,,108-81,,Personal foul by J. Crawford (drawn by C. Paul)
7:31.0,T. Ariza enters the game for R. Anderson,,108-81,,
7:25.0,E. Gordon misses 3-pt shot from 25 ft,,108-81,,
7:21.0,,,108-81,,Defensive rebound by J. Butler
7:12.0,,,108-83,2,K. Towns makes 2-pt shot at rim (assist by J. Butler)
7:12.0,,,108-83,,Shooting foul by J. Harden (drawn by K. Towns)
7:12.0,P. Tucker enters the game for C. Paul,,108-83,,
7:12.0,,,108-84,1,K. Towns makes free throw 1 of 1
6:52.0,C. Capela makes 2-pt shot at rim (assist by T. Ariza),2,110-84,,
6:42.0,,,110-84,,Shooting foul by T. Ariza (drawn by K. Towns)
6:42.0,,,110-84,,Minnesota full timeout
6:42.0,,,110-85,1,K. Towns makes free throw 1 of 2
6:42.0,,,110-86,1,K. Towns makes free throw 2 of 2
6:23.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,112-86,,
5:57.0,,,112-89,3,N. Bjelica makes 3-pt shot from 23 ft (assist by K. Towns)
5:37.0,J. Harden misses 2-pt shot from 10 ft,,112-89,,
5:34.0,,,112-89,,Defensive rebound by J. Butler
5:27.0,,,112-92,3,D. Rose makes 3-pt shot from 23 ft (assist by J. Crawford)
5:08.0,E. Gordon misses 2-pt shot from 18 ft,,112-92,,
5:06.0,,,112-92,,Defensive rebound by K. Towns
4:55.0,,,112-92,,K. Towns misses 2-pt shot from 2 ft (block by C. Capela)
4:55.0,,,112-92,,Offensive rebound by Team
4:51.0,,,112-94,2,K. Towns makes 2-pt shot from 14 ft (assist by J. Butler)
4:47.0,Houston full timeout,,112-94,,
4:47.0,C. Paul enters the game for E. Gordon,,112-94,,
4:30.0,T. Ariza misses 2-pt shot from 1 ft,,112-94,,
4:29.0,Offensive rebound by C. Capela,,112-94,,
4:29.0,Shooting foul by J. Crawford (drawn by C. Capela),,112-94,,
4:29.0,C. Capela makes free throw 1 of 2,1,113-94,,
4:29.0,C. Capela misses free throw 2 of 2,,113-94,,
4:27.0,,,113-94,,Defensive rebound by K. Towns
