time,New Orleans,pts.away,score,pts.home,Minnesota
7:27.0,I. Clark makes 3-pt shot from 23 ft (assist by J. Holiday),3,36-49,,
7:07.0,,,36-51,2,J. Crawford makes 2-pt shot from 19 ft
6:50.0,J. Holiday misses 2-pt shot from 11 ft,,36-51,,
6:47.0,,,36-51,,Defensive rebound by G. Dieng
6:41.0,,,36-51,,T. Jones misses 2-pt shot from 5 ft
6:38.0,Defensive rebound by C. Diallo,,36-51,,
6:32.0,D. Miller misses 3-pt shot from 26 ft,,36-51,,
6:30.0,Offensive rebound by N. Mirotic,,36-51,,
6:28.0,N. Mirotic misses 2-pt shot at rim,,36-51,,
6:28.0,Offensive rebound by N. Mirotic,,36-51,,
6:27.0,Shooting foul by A. Wiggins (drawn by N. Mirotic),,36-51,,
6:27.0,,,36-51,,Minnesota full timeout
6:27.0,,,36-51,,J. Teague enters the game for T. Jones
6:27.0,,,36-51,,K. Towns enters the game for G. Dieng
6:27.0,D. Cunningham enters the game for D. Miller,,36-51,,
6:27.0,N. Mirotic makes free throw 1 of 2,1,37-51,,
6:27.0,N. Mirotic misses free throw 2 of 2,,37-51,,
6:25.0,,,37-51,,Defensive rebound by J. Crawford
6:12.0,,,37-51,,K. Towns misses 2-pt shot from 1 ft (block by C. Diallo)
6:10.0,Defensive rebound by C. Diallo,,37-51,,
6:05.0,Turnover by J. Holiday (bad pass; steal by N. Bjelica),,37-51,,
6:00.0,,,37-53,2,J. Crawford makes 2-pt shot from 11 ft
6:00.0,,,37-53,,Shooting foul by D. Cunningham (drawn by J. Crawford)
6:00.0,A. Davis enters the game for N. Mirotic,,37-53,,
6:00.0,,,37-53,,T. Gibson enters the game for N. Bjelica
6:00.0,,,37-54,1,J. Crawford makes free throw 1 of 1
5:40.0,J. Holiday makes 2-pt shot from 6 ft,2,39-54,,
5:40.0,Shooting foul by J. Crawford (drawn by J. Holiday),,39-54,,
5:40.0,J. Holiday makes free throw 1 of 1,1,40-54,,
5:30.0,,,40-54,,J. Crawford misses 3-pt shot from 24 ft
5:26.0,,,40-54,,Offensive rebound by T. Gibson
5:16.0,,,40-54,,Turnover by K. Towns (turnover)
5:01.0,,,40-54,,Personal foul by T. Gibson (drawn by A. Davis)
5:01.0,,,40-54,,J. Butler enters the game for J. Crawford
5:01.0,N. Mirotic enters the game for C. Diallo,,40-54,,
4:57.0,J. Holiday misses 2-pt shot from 1 ft,,40-54,,
4:54.0,,,40-54,,Defensive rebound by K. Towns
4:45.0,,,40-54,,Turnover by J. Teague (out of bounds lost ball)
4:41.0,,,40-54,,Personal foul by A. Wiggins (drawn by A. Davis)
4:41.0,A. Davis makes free throw 1 of 2,1,41-54,,
4:41.0,A. Davis makes free throw 2 of 2,1,42-54,,
4:29.0,,,42-54,,A. Wiggins misses 2-pt shot from 20 ft
4:27.0,Defensive rebound by I. Clark,,42-54,,
4:21.0,I. Clark makes 2-pt shot from 19 ft (assist by J. Holiday),2,44-54,,
4:03.0,,,44-56,2,J. Butler makes 2-pt shot from 1 ft
3:54.0,Turnover by J. Holiday (bad pass; steal by K. Towns),,44-56,,
3:50.0,,,44-58,2,T. Gibson makes 2-pt shot at rim (assist by J. Teague)
3:38.0,A. Davis makes 2-pt shot from 10 ft (assist by J. Holiday),2,46-58,,
3:31.0,,,46-58,,Turnover by J. Teague (discontinued dribble)
3:26.0,I. Clark misses 2-pt shot from 15 ft,,46-58,,
3:22.0,Offensive rebound by I. Clark,,46-58,,
3:20.0,I. Clark makes 2-pt shot from 5 ft,2,48-58,,
3:00.0,,,48-60,2,J. Butler makes 2-pt shot from 7 ft
2:38.0,Shooting foul by K. Towns (drawn by J. Holiday),,48-60,,
2:38.0,New Orleans full timeout,,48-60,,
2:38.0,J. Holiday makes free throw 1 of 2,1,49-60,,
2:38.0,J. Holiday makes free throw 2 of 2,1,50-60,,
2:26.0,,,50-60,,J. Butler misses 3-pt shot from 24 ft
2:22.0,,,50-60,,Offensive rebound by K. Towns
2:05.0,,,50-62,2,J. Butler makes 2-pt shot from 13 ft
1:40.0,A. Davis misses 2-pt shot from 19 ft,,50-62,,
1:38.0,,,50-62,,Defensive rebound by A. Wiggins
1:32.0,,,50-64,2,J. Butler makes 2-pt shot from 1 ft (assist by J. Teague)
1:18.0,I. Clark misses 3-pt shot from 22 ft,,50-64,,
1:16.0,,,50-64,,Defensive rebound by K. Towns
0:55.0,,,50-64,,Turnover by Team (shot clock)
0:45.0,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Holiday),3,53-64,,
0:31.0,,,53-64,,K. Towns misses 2-pt shot from 1 ft
0:28.0,Defensive rebound by I. Clark,,53-64,,
0:27.0,Turnover by I. Clark (lost ball; steal by J. Butler),,53-64,,
0:27.0,,,53-66,2,T. Gibson makes 2-pt shot from 1 ft
0:09.0,N. Mirotic misses 3-pt shot from 26 ft,,53-66,,
0:06.0,,,53-66,,Defensive rebound by J. Butler
0:03.0,,,53-66,,A. Wiggins misses 2-pt shot from 2 ft (block by J. Holiday)
0:03.0,,,53-66,,Offensive rebound by Team
0:02.0,,,53-66,,J. Butler misses 3-pt shot from 22 ft
0:02.0,,,53-66,,Offensive rebound by J. Butler
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,53-68,2,J. Butler makes 2-pt shot from 10 ft
11:26.0,E. Moore misses 2-pt shot from 8 ft,,53-68,,
11:23.0,,,53-68,,Defensive rebound by T. Gibson
11:17.0,,,53-71,3,K. Towns makes 3-pt shot from 25 ft (assist by J. Teague)
11:06.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,55-71,,
10:39.0,,,55-71,,K. Towns misses 2-pt shot from 3 ft
10:36.0,Defensive rebound by J. Holiday,,55-71,,
10:31.0,A. Davis makes 2-pt shot at rim (assist by E. Moore),2,57-71,,
10:13.0,,,57-73,2,A. Wiggins makes 2-pt shot from 13 ft
9:57.0,A. Davis misses 3-pt shot from 24 ft,,57-73,,
9:55.0,,,57-73,,Defensive rebound by Team
9:39.0,,,57-73,,Turnover by J. Teague (bad pass; steal by A. Davis)
9:35.0,Turnover by E. Moore (traveling),,57-73,,
9:22.0,,,57-73,,K. Towns misses 2-pt shot from 3 ft (block by A. Davis)
9:20.0,Defensive rebound by J. Holiday,,57-73,,
9:16.0,J. Holiday misses 3-pt shot from 24 ft,,57-73,,
9:12.0,,,57-73,,Defensive rebound by J. Butler
9:09.0,,,57-76,3,J. Butler makes 3-pt shot from 24 ft
9:07.0,New Orleans full timeout,,57-76,,
9:07.0,N. Mirotic enters the game for E. Moore,,57-76,,
8:55.0,N. Mirotic misses 2-pt shot from 19 ft,,57-76,,
8:51.0,,,57-76,,Defensive rebound by J. Butler
8:42.0,,,57-78,2,J. Butler makes 2-pt shot from 1 ft
8:18.0,R. Rondo makes 2-pt shot from 18 ft (assist by N. Mirotic),2,59-78,,
7:59.0,,,59-78,,A. Wiggins misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by R. Rondo,,59-78,,
7:50.0,R. Rondo makes 2-pt shot from 2 ft,2,61-78,,
7:37.0,,,61-80,2,A. Wiggins makes 2-pt shot from 1 ft (assist by J. Butler)
7:22.0,Turnover by A. Davis (out of bounds lost ball),,61-80,,
7:07.0,,,61-80,,Turnover by T. Gibson (lost ball; steal by N. Mirotic)
7:01.0,J. Holiday misses 2-pt shot from 7 ft,,61-80,,
6:58.0,Offensive rebound by N. Mirotic,,61-80,,
6:53.0,D. Cunningham misses 3-pt shot from 24 ft,,61-80,,
6:50.0,,,61-80,,Defensive rebound by K. Towns
6:45.0,,,61-80,,J. Teague misses 3-pt shot from 25 ft
6:39.0,,,61-80,,Offensive rebound by A. Wiggins
6:39.0,,,61-82,2,A. Wiggins makes 2-pt shot at rim
6:31.0,D. Cunningham misses 2-pt shot at rim,,61-82,,
6:29.0,,,61-82,,Defensive rebound by T. Gibson
6:25.0,,,61-82,,J. Teague misses 2-pt shot from 11 ft
6:23.0,Defensive rebound by N. Mirotic,,61-82,,
6:11.0,A. Davis makes 2-pt shot at rim,2,63-82,,
5:44.0,,,63-85,3,J. Teague makes 3-pt shot from 25 ft (assist by T. Gibson)
5:21.0,R. Rondo makes 3-pt shot from 23 ft,3,66-85,,
5:07.0,,,66-85,,Turnover by J. Butler (bad pass; steal by N. Mirotic)
5:00.0,A. Davis misses 2-pt shot from 2 ft,,66-85,,
4:59.0,Offensive rebound by A. Davis,,66-85,,
4:59.0,A. Davis makes 2-pt shot from 2 ft,2,68-85,,
4:59.0,Shooting foul by K. Towns (drawn by A. Davis),,68-85,,
4:59.0,,,68-85,,J. Crawford enters the game for J. Butler
4:59.0,I. Clark enters the game for J. Holiday,,68-85,,
4:59.0,D. Miller enters the game for D. Cunningham,,68-85,,
4:59.0,A. Davis makes free throw 1 of 1,1,69-85,,
4:37.0,,,69-85,,J. Teague misses 2-pt shot from 7 ft
4:34.0,Defensive rebound by I. Clark,,69-85,,
4:30.0,D. Miller misses 3-pt shot from 25 ft,,69-85,,
4:25.0,Offensive rebound by N. Mirotic,,69-85,,
4:21.0,I. Clark misses 3-pt shot from 24 ft,,69-85,,
4:18.0,,,69-85,,Defensive rebound by J. Teague
4:08.0,,,69-85,,T. Gibson misses 2-pt shot from 4 ft (block by N. Mirotic)
4:05.0,,,69-85,,Offensive rebound by T. Gibson
4:04.0,,,69-87,2,T. Gibson makes 2-pt shot from 2 ft
3:55.0,A. Davis misses 3-pt shot from 24 ft,,69-87,,
3:55.0,Offensive rebound by N. Mirotic,,69-87,,
3:51.0,A. Davis misses 2-pt shot from 3 ft (block by J. Teague),,69-87,,
3:50.0,,,69-87,,Defensive rebound by Team
3:50.0,,,69-87,,T. Jones enters the game for J. Teague
3:50.0,Jump ball: K. Towns vs. A. Davis (T. Jones gains possession),,,,Jump ball: K. Towns vs. A. Davis (T. Jones gains possession)
3:38.0,,,69-87,,T. Jones misses 3-pt shot from 23 ft
3:36.0,Defensive rebound by R. Rondo,,69-87,,
3:28.0,Shooting foul by T. Jones (drawn by N. Mirotic),,69-87,,
3:28.0,N. Mirotic makes free throw 1 of 2,1,70-87,,
3:28.0,N. Mirotic makes free throw 2 of 2,1,71-87,,
3:09.0,,,71-87,,Turnover by J. Crawford (bad pass; steal by A. Davis)
3:05.0,I. Clark misses 3-pt shot from 22 ft,,71-87,,
2:59.0,Offensive rebound by A. Davis,,71-87,,
2:59.0,A. Davis makes 2-pt shot at rim,2,73-87,,
2:47.0,,,73-87,,T. Jones misses 2-pt shot from 2 ft (block by I. Clark)
2:47.0,,,73-87,,Offensive rebound by Team
2:47.0,,,73-87,,Minnesota full timeout
2:45.0,,,73-90,3,J. Crawford makes 3-pt shot from 22 ft (assist by T. Jones)
2:26.0,N. Mirotic makes 3-pt shot from 23 ft (assist by R. Rondo),3,76-90,,
2:06.0,,,76-90,,A. Wiggins misses 3-pt shot from 26 ft
2:03.0,Defensive rebound by N. Mirotic,,76-90,,
1:51.0,N. Mirotic makes 3-pt shot from 24 ft (assist by I. Clark),3,79-90,,
1:33.0,Personal foul by R. Rondo (drawn by J. Crawford),,79-90,,
1:33.0,,,79-90,,J. Butler enters the game for A. Wiggins
1:33.0,J. Holiday enters the game for R. Rondo,,79-90,,
1:27.0,,,79-90,,J. Crawford misses 2-pt shot from 19 ft
1:22.0,,,79-90,,Offensive rebound by K. Towns
1:22.0,,,79-92,2,K. Towns makes 2-pt shot from 3 ft
1:22.0,,,79-92,,Shooting foul by D. Miller (drawn by K. Towns)
1:22.0,,,79-93,1,K. Towns makes free throw 1 of 1
1:12.0,J. Holiday makes 2-pt shot from 1 ft,2,81-93,,
0:58.0,,,81-93,,J. Butler misses 2-pt shot from 12 ft (block by D. Miller)
0:55.0,Defensive rebound by N. Mirotic,,81-93,,
0:49.0,A. Davis misses 2-pt shot from 13 ft,,81-93,,
0:46.0,,,81-93,,Defensive rebound by T. Gibson
0:37.0,,,81-93,,J. Butler misses 2-pt shot at rim
0:34.0,Defensive rebound by I. Clark,,81-93,,
0:29.0,J. Holiday misses 3-pt shot from 24 ft,,81-93,,
0:26.0,,,81-93,,Defensive rebound by J. Crawford
0:04.0,,,81-93,,J. Crawford misses 2-pt shot from 21 ft
0:04.0,,,81-93,,Offensive rebound by K. Towns
0:02.0,,,81-95,2,K. Towns makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,I. Clark misses 3-pt shot from 24 ft,,81-95,,
11:35.0,Offensive rebound by C. Diallo,,81-95,,
11:35.0,Shooting foul by J. Butler (drawn by C. Diallo),,81-95,,
11:35.0,C. Diallo makes free throw 1 of 2,1,82-95,,
11:35.0,C. Diallo makes free throw 2 of 2,1,83-95,,
11:12.0,,,83-95,,Shooting foul by N. Mirotic (drawn by J. Butler)
11:12.0,,,83-96,1,J. Butler makes free throw 1 of 2
11:12.0,,,83-97,1,J. Butler makes free throw 2 of 2
10:55.0,D. Miller makes 2-pt shot from 14 ft (assist by J. Holiday),2,85-97,,
10:30.0,,,85-97,,J. Crawford misses 3-pt shot from 28 ft
10:28.0,Defensive rebound by C. Diallo,,85-97,,
10:18.0,N. Mirotic misses 3-pt shot from 24 ft,,85-97,,
10:13.0,Offensive rebound by C. Diallo,,85-97,,
10:12.0,N. Mirotic makes 2-pt shot at rim (assist by C. Diallo),2,87-97,,
10:12.0,,,87-97,,Minnesota full timeout
10:01.0,,,87-99,2,G. Dieng makes 2-pt shot from 15 ft (assist by J. Butler)
9:42.0,C. Diallo misses 2-pt shot from 16 ft,,87-99,,
9:39.0,,,87-99,,Defensive rebound by J. Butler
9:33.0,,,87-99,,Shooting foul by C. Diallo (drawn by J. Butler)
9:33.0,,,87-99,,J. Butler misses free throw 1 of 2
9:33.0,,,87-99,,Offensive rebound by Team
9:33.0,,,87-100,1,J. Butler makes free throw 2 of 2
9:18.0,Shooting foul by T. Jones (drawn by C. Diallo),,87-100,,
9:18.0,C. Diallo makes free throw 1 of 2,1,88-100,,
9:18.0,C. Diallo makes free throw 2 of 2,1,89-100,,
9:05.0,,,89-100,,N. Bjelica misses 3-pt shot from 25 ft
9:01.0,Defensive rebound by D. Miller,,89-100,,
8:50.0,C. Diallo misses 2-pt shot from 10 ft (block by J. Crawford),,89-100,,
8:47.0,,,89-100,,Defensive rebound by N. Bjelica
8:41.0,,,89-100,,Turnover by J. Crawford (bad pass; steal by N. Mirotic)
8:24.0,C. Diallo misses 2-pt shot from 3 ft,,89-100,,
8:22.0,,,89-100,,Defensive rebound by G. Dieng
8:17.0,,,89-103,3,T. Jones makes 3-pt shot from 22 ft (assist by J. Butler)
8:15.0,New Orleans full timeout,,89-103,,
8:15.0,A. Davis enters the game for N. Mirotic,,89-103,,
8:02.0,J. Holiday misses 2-pt shot from 12 ft,,89-103,,
8:00.0,,,89-103,,Defensive rebound by N. Bjelica
7:44.0,,,89-105,2,T. Jones makes 2-pt shot from 1 ft (assist by J. Butler)
7:30.0,A. Davis makes 2-pt shot from 8 ft (assist by J. Holiday),2,91-105,,
7:15.0,,,91-105,,J. Crawford misses 3-pt shot from 23 ft
7:13.0,Defensive rebound by A. Davis,,91-105,,
7:05.0,A. Davis misses 2-pt shot from 21 ft,,91-105,,
7:02.0,,,91-105,,Defensive rebound by N. Bjelica
6:51.0,,,91-105,,G. Dieng misses 2-pt shot from 20 ft
6:51.0,Defensive rebound by C. Diallo,,91-105,,
6:38.0,I. Clark makes 2-pt shot from 16 ft,2,93-105,,
6:19.0,,,93-105,,N. Bjelica misses 3-pt shot from 26 ft
6:15.0,Defensive rebound by J. Holiday,,93-105,,
6:10.0,Turnover by A. Davis (lost ball; steal by T. Jones),,93-105,,
6:06.0,,,93-107,2,T. Jones makes 2-pt shot from 1 ft
5:50.0,A. Davis misses 2-pt shot from 8 ft,,93-107,,
5:48.0,Offensive rebound by C. Diallo,,93-107,,
5:48.0,C. Diallo makes 2-pt shot at rim,2,95-107,,
5:48.0,,,95-107,,Minnesota full timeout
5:48.0,,,95-107,,T. Gibson enters the game for T. Jones
5:48.0,,,95-107,,K. Towns enters the game for G. Dieng
5:48.0,,,95-107,,J. Teague enters the game for N. Bjelica
5:48.0,,,95-107,,A. Wiggins enters the game for J. Crawford
5:48.0,N. Mirotic enters the game for C. Diallo,,95-107,,
5:48.0,R. Rondo enters the game for D. Miller,,95-107,,
5:30.0,,,95-107,,J. Butler misses 2-pt shot from 21 ft
5:26.0,Defensive rebound by A. Davis,,95-107,,
5:18.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,97-107,,
4:53.0,,,97-107,,J. Butler misses 2-pt shot from 12 ft
4:51.0,Defensive rebound by A. Davis,,97-107,,
4:47.0,A. Davis misses 3-pt shot from 25 ft,,97-107,,
4:45.0,,,97-107,,Defensive rebound by Team
4:32.0,,,97-109,2,J. Butler makes 2-pt shot from 4 ft
4:21.0,J. Holiday makes 2-pt shot from 3 ft,2,99-109,,
4:03.0,,,99-112,3,K. Towns makes 3-pt shot from 25 ft (assist by J. Butler)
3:38.0,Turnover by I. Clark (bad pass; steal by J. Butler),,99-112,,
3:35.0,,,99-114,2,J. Butler makes 2-pt shot from 1 ft
3:35.0,New Orleans full timeout,,99-114,,
3:22.0,R. Rondo makes 2-pt shot from 1 ft,2,101-114,,
2:53.0,,,101-114,,J. Butler misses 2-pt shot from 17 ft
2:49.0,Defensive rebound by N. Mirotic,,101-114,,
2:44.0,I. Clark misses 2-pt shot from 20 ft,,101-114,,
2:41.0,Offensive rebound by N. Mirotic,,101-114,,
2:39.0,J. Holiday misses 3-pt shot from 24 ft,,101-114,,
2:39.0,,,101-114,,Defensive rebound by K. Towns
