time,Utah,pts.away,score,pts.home,Houston
10:13.0,J. Crowder misses 3-pt shot from 23 ft,,48-54,,
10:11.0,,,48-54,,Defensive rebound by C. Paul
10:00.0,,,48-54,,C. Paul misses 2-pt shot from 17 ft
9:58.0,Defensive rebound by Team,,48-54,,
9:58.0,,,48-54,,Loose ball foul by C. Capela (drawn by R. Gobert)
9:47.0,D. Mitchell misses 3-pt shot from 26 ft,,48-54,,
9:44.0,,,48-54,,Defensive rebound by C. Paul
9:30.0,,,48-57,3,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul)
9:03.0,A. Burks misses 2-pt shot from 11 ft,,48-57,,
9:02.0,,,48-57,,Defensive rebound by C. Paul
8:58.0,,,48-59,2,T. Ariza makes 2-pt shot at rim (assist by C. Paul)
8:58.0,Utah full timeout,,48-59,,
8:49.0,Shooting foul by C. Capela (drawn by D. Mitchell),,48-59,,
8:49.0,D. Mitchell makes free throw 1 of 2,1,49-59,,
8:49.0,D. Mitchell makes free throw 2 of 2,1,50-59,,
8:36.0,Personal foul by A. Burks (drawn by C. Capela),,50-59,,
8:21.0,,,50-61,2,J. Harden makes 2-pt shot from 16 ft
8:09.0,D. Mitchell misses 3-pt shot from 28 ft,,50-61,,
8:06.0,,,50-61,,Defensive rebound by C. Paul
7:49.0,,,50-61,,C. Paul misses 2-pt shot from 12 ft
7:47.0,Defensive rebound by D. Mitchell,,50-61,,
7:42.0,D. Mitchell makes 2-pt shot from 2 ft,2,52-61,,
7:16.0,,,52-61,,J. Harden misses 2-pt shot from 3 ft
7:16.0,,,52-61,,Offensive rebound by C. Capela
7:16.0,,,52-61,,Shooting foul by R. O'Neale (drawn by C. Capela)
7:16.0,,,52-62,1,C. Capela makes free throw 1 of 2
7:16.0,,,52-62,,E. Gordon enters the game for C. Paul
7:16.0,,,52-63,1,C. Capela makes free throw 2 of 2
7:02.0,D. Mitchell makes 2-pt shot from 15 ft,2,54-63,,
6:40.0,,,54-63,,T. Ariza misses 2-pt shot from 3 ft (block by R. Gobert)
6:39.0,Defensive rebound by D. Mitchell,,54-63,,
6:32.0,R. O'Neale makes 2-pt shot from 3 ft (assist by D. Mitchell),2,56-63,,
6:19.0,,,56-63,,Turnover by E. Gordon (bad pass)
6:19.0,,,56-63,,L. Mbah a Moute enters the game for T. Ariza
6:19.0,,,56-63,,N. Hilario enters the game for C. Capela
6:07.0,D. Mitchell makes 2-pt shot from 1 ft,2,58-63,,
6:07.0,Shooting foul by L. Mbah a Moute (drawn by D. Mitchell),,58-63,,
6:07.0,D. Mitchell misses free throw 1 of 1,,58-63,,
6:07.0,Offensive rebound by J. Crowder,,58-63,,
6:02.0,J. Crowder makes 2-pt shot from 2 ft,2,60-63,,
5:45.0,,,60-63,,J. Harden misses 3-pt shot from 26 ft
5:43.0,Defensive rebound by J. Crowder,,60-63,,
5:43.0,,,60-63,,Personal foul by P. Tucker (drawn by J. Crowder)
5:43.0,J. Crowder makes free throw 1 of 2,1,61-63,,
5:43.0,J. Crowder misses free throw 2 of 2,,61-63,,
5:43.0,,,61-63,,Defensive rebound by P. Tucker
5:21.0,,,61-63,,P. Tucker misses 3-pt shot from 23 ft
5:17.0,Defensive rebound by R. Gobert,,61-63,,
5:07.0,A. Burks makes 3-pt shot from 23 ft (assist by D. Mitchell),3,64-63,,
4:41.0,,,64-63,,N. Hilario misses 2-pt shot from 5 ft (block by R. Gobert)
4:40.0,,,64-63,,Offensive rebound by Team
4:40.0,,,64-63,,Turnover by Team (shot clock)
4:23.0,Turnover by D. Mitchell (bad pass; steal by N. Hilario),,64-63,,
4:08.0,,,64-63,,Shooting foul by R. O'Neale (drawn by J. Harden)
4:08.0,,,64-63,,J. Harden misses free throw 1 of 2
4:08.0,,,64-63,,Offensive rebound by Team
4:08.0,,,64-63,,C. Paul enters the game for P. Tucker
4:08.0,R. Neto enters the game for J. Crowder,,64-63,,
4:08.0,,,64-64,1,J. Harden makes free throw 2 of 2
3:54.0,D. Mitchell makes 3-pt shot from 23 ft (assist by A. Burks),3,67-64,,
3:37.0,,,67-66,2,J. Harden makes 2-pt shot from 15 ft
3:23.0,D. Mitchell makes 2-pt shot from 3 ft,2,69-66,,
3:16.0,Personal foul by R. O'Neale (drawn by C. Paul),,69-66,,
3:16.0,,,69-67,1,C. Paul makes free throw 1 of 2
3:16.0,,,69-67,,G. Green enters the game for J. Harden
3:16.0,J. Crowder enters the game for R. O'Neale,,69-67,,
3:16.0,,,69-68,1,C. Paul makes free throw 2 of 2
2:56.0,D. Mitchell makes 2-pt shot from 2 ft,2,71-68,,
2:45.0,Personal foul by R. Neto (drawn by C. Paul),,71-68,,
2:45.0,,,71-68,,Houston full timeout
2:45.0,J. Ingles enters the game for A. Burks,,71-68,,
2:45.0,D. Favors enters the game for R. Gobert,,71-68,,
2:45.0,,,71-68,,C. Paul misses free throw 1 of 2
2:45.0,,,71-68,,Offensive rebound by Team
2:45.0,,,71-69,1,C. Paul makes free throw 2 of 2
2:32.0,D. Mitchell misses 2-pt shot from 5 ft,,71-69,,
2:32.0,Offensive rebound by D. Mitchell,,71-69,,
2:30.0,D. Mitchell makes 2-pt shot from 4 ft,2,73-69,,
2:06.0,,,73-69,,E. Gordon misses 3-pt shot from 25 ft
2:04.0,,,73-69,,Offensive rebound by G. Green
2:02.0,,,73-72,3,G. Green makes 3-pt shot from 25 ft
1:51.0,Shooting foul by G. Green (drawn by D. Mitchell),,73-72,,
1:51.0,D. Mitchell makes free throw 1 of 2,1,74-72,,
1:51.0,,,74-72,,P. Tucker enters the game for N. Hilario
1:51.0,D. Mitchell makes free throw 2 of 2,1,75-72,,
1:37.0,,,75-72,,C. Paul misses 2-pt shot from 15 ft
1:33.0,Defensive rebound by D. Favors,,75-72,,
1:17.0,D. Mitchell makes 3-pt shot from 26 ft,3,78-72,,
1:00.0,,,78-75,3,C. Paul makes 3-pt shot from 26 ft
0:41.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,78-75,,
0:22.0,,,78-75,,L. Mbah a Moute misses 2-pt shot from 18 ft
0:20.0,Defensive rebound by Team,,78-75,,
0:00.0,J. Crowder misses 3-pt shot from 26 ft,,78-75,,
0:00.0,Offensive rebound by Team,,78-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,D. Favors makes 2-pt shot from 2 ft (assist by R. Neto),2,80-75,,
11:47.0,Shooting foul by P. Tucker (drawn by D. Favors),,80-75,,
11:47.0,D. Favors misses free throw 1 of 1,,80-75,,
11:47.0,,,80-75,,Defensive rebound by G. Green
11:31.0,,,80-78,3,C. Paul makes 3-pt shot from 25 ft (assist by L. Mbah a Moute)
11:07.0,D. Mitchell misses 3-pt shot from 26 ft,,80-78,,
11:02.0,,,80-78,,Defensive rebound by G. Green
10:55.0,,,80-78,,G. Green misses 3-pt shot from 27 ft
10:52.0,Defensive rebound by D. Favors,,80-78,,
10:39.0,R. Neto misses 2-pt shot from 5 ft (block by P. Tucker),,80-78,,
10:36.0,,,80-78,,Defensive rebound by P. Tucker
10:16.0,,,80-81,3,P. Tucker makes 3-pt shot from 26 ft (assist by C. Paul)
10:16.0,Utah full timeout,,80-81,,
10:16.0,,,80-81,,C. Capela enters the game for L. Mbah a Moute
10:16.0,A. Burks enters the game for R. Neto,,80-81,,
10:16.0,R. O'Neale enters the game for D. Mitchell,,80-81,,
10:00.0,R. O'Neale makes 2-pt shot from 5 ft (assist by J. Ingles),2,82-81,,
9:41.0,,,82-84,3,G. Green makes 3-pt shot from 27 ft (assist by P. Tucker)
9:24.0,Turnover by A. Burks (bad pass; steal by G. Green),,82-84,,
9:21.0,,,82-86,2,G. Green makes 2-pt shot from 1 ft
9:06.0,,,82-86,,Shooting block foul by P. Tucker (drawn by R. O'Neale)
9:06.0,R. O'Neale makes free throw 1 of 2,1,83-86,,
9:06.0,R. Gobert enters the game for D. Favors,,83-86,,
9:06.0,D. Mitchell enters the game for J. Crowder,,83-86,,
9:06.0,R. O'Neale makes free throw 2 of 2,1,84-86,,
8:52.0,,,84-86,,G. Green misses 3-pt shot from 23 ft
8:49.0,Defensive rebound by R. O'Neale,,84-86,,
8:38.0,R. O'Neale misses 2-pt shot from 3 ft (block by C. Capela),,84-86,,
8:36.0,,,84-86,,Defensive rebound by G. Green
8:15.0,,,84-86,,C. Paul misses 2-pt shot from 2 ft
8:14.0,,,84-86,,Offensive rebound by Team
8:14.0,,,84-86,,J. Harden enters the game for G. Green
8:09.0,,,84-88,2,E. Gordon makes 2-pt shot from 15 ft
7:52.0,A. Burks makes 3-pt shot from 24 ft (assist by J. Ingles),3,87-88,,
7:35.0,,,87-90,2,C. Paul makes 2-pt shot from 8 ft
7:24.0,,,87-90,,Personal foul by J. Harden (drawn by D. Mitchell)
7:13.0,Turnover by D. Mitchell (lost ball; steal by J. Harden),,87-90,,
7:09.0,,,87-92,2,J. Harden makes 2-pt shot at rim
7:09.0,Utah full timeout,,87-92,,
7:09.0,J. Crowder enters the game for D. Mitchell,,87-92,,
6:56.0,J. Crowder misses 2-pt shot from 21 ft,,87-92,,
6:52.0,,,87-92,,Defensive rebound by E. Gordon
6:46.0,,,87-94,2,J. Harden makes 2-pt shot from 2 ft
6:35.0,R. Gobert misses 2-pt shot from 3 ft (block by P. Tucker),,87-94,,
6:32.0,Offensive rebound by J. Ingles,,87-94,,
6:30.0,J. Ingles makes 2-pt shot from 19 ft,2,89-94,,
6:04.0,,,89-94,,J. Harden misses 2-pt shot from 5 ft (block by R. Gobert)
6:02.0,Defensive rebound by A. Burks,,89-94,,
5:56.0,Turnover by A. Burks (lost ball; steal by J. Harden),,89-94,,
5:48.0,,,89-97,3,C. Paul makes 3-pt shot from 25 ft (assist by E. Gordon)
5:26.0,Shooting foul by C. Capela (drawn by A. Burks),,89-97,,
5:26.0,,,89-97,,Houston full timeout
5:26.0,,,89-97,,T. Ariza enters the game for E. Gordon
5:26.0,A. Burks makes free throw 1 of 2,1,90-97,,
5:26.0,A. Burks makes free throw 2 of 2,1,91-97,,
5:10.0,,,91-97,,P. Tucker misses 3-pt shot from 23 ft
5:08.0,Defensive rebound by R. O'Neale,,91-97,,
5:05.0,,,91-97,,Shooting block foul by T. Ariza (drawn by R. O'Neale)
5:05.0,R. O'Neale makes free throw 1 of 2,1,92-97,,
5:05.0,R. O'Neale makes free throw 2 of 2,1,93-97,,
4:50.0,,,93-97,,J. Harden misses 3-pt shot from 26 ft
4:48.0,Defensive rebound by R. Gobert,,93-97,,
4:34.0,R. O'Neale makes 3-pt shot from 25 ft (assist by A. Burks),3,96-97,,
4:09.0,,,96-100,3,C. Paul makes 3-pt shot from 24 ft
3:43.0,J. Ingles misses 2-pt shot from 20 ft,,96-100,,
3:40.0,Offensive rebound by J. Crowder,,96-100,,
3:38.0,Turnover by J. Crowder (bad pass; steal by C. Capela),,96-100,,
3:18.0,,,96-102,2,C. Paul makes 2-pt shot from 18 ft
2:54.0,A. Burks misses 2-pt shot from 2 ft (block by C. Capela),,96-102,,
2:52.0,,,96-102,,Defensive rebound by C. Paul
2:30.0,,,96-105,3,C. Paul makes 3-pt shot from 27 ft
2:17.0,J. Ingles makes 2-pt shot from 1 ft,2,98-105,,
2:17.0,,,98-105,,Violation by C. Capela (def goaltending)
1:57.0,,,98-107,2,C. Paul makes 2-pt shot from 16 ft
1:50.0,J. Ingles misses 3-pt shot from 26 ft,,98-107,,
1:45.0,,,98-107,,Defensive rebound by C. Capela
1:29.0,Personal foul by R. Gobert (drawn by C. Paul),,98-107,,
1:16.0,,,98-107,,C. Paul misses 2-pt shot from 2 ft
1:15.0,Defensive rebound by J. Ingles,,98-107,,
1:12.0,A. Burks makes 2-pt shot at rim (assist by J. Ingles),2,100-107,,
0:49.0,,,100-107,,J. Harden misses 2-pt shot from 13 ft
0:46.0,,,100-107,,Offensive rebound by J. Harden
0:35.0,,,100-110,3,P. Tucker makes 3-pt shot from 22 ft (assist by C. Paul)
0:35.0,Utah full timeout,,100-110,,
0:33.0,A. Burks misses 3-pt shot from 26 ft,,100-110,,
0:30.0,,,100-110,,Defensive rebound by T. Ariza
