time,Miami,pts.away,score,pts.home,Charlotte
1:49.0,,,97-101,,Defensive rebound by M. Kidd-Gilchrist
1:35.0,,,97-103,2,N. Batum makes 2-pt shot from 9 ft (assist by K. Walker)
1:23.0,W. Ellington makes 3-pt shot from 25 ft (assist by B. Adebayo),3,100-103,,
1:03.0,,,100-105,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by N. Batum)
0:50.0,Turnover by J. Johnson (bad pass),,100-105,,
0:49.0,Personal foul by J. Johnson (drawn by N. Batum),,100-105,,
0:37.0,,,100-105,,Turnover by N. Batum (bad pass)
0:37.0,Miami full timeout,,100-105,,
0:34.0,J. Johnson makes 2-pt shot from 1 ft (assist by K. Olynyk),2,102-105,,
0:32.0,,,102-105,,Turnover by N. Batum (lost ball; steal by J. Richardson)
0:30.0,J. Johnson makes 3-pt shot from 26 ft (assist by J. Richardson),3,105-105,,
0:30.0,,,105-105,,Charlotte full timeout
0:30.0,,,105-105,,J. Lamb enters the game for M. Kidd-Gilchrist
0:21.0,,,105-105,,K. Walker misses 2-pt shot from 2 ft
0:21.0,,,105-105,,Offensive rebound by Team
0:05.0,,,105-105,,K. Walker misses 2-pt shot from 6 ft
0:03.0,Defensive rebound by K. Olynyk,,105-105,,
0:00.0,,,105-105,,Personal foul by D. Howard (drawn by K. Olynyk)
0:00.0,K. Olynyk misses free throw 1 of 2,,105-105,,
0:00.0,Offensive rebound by Team,,105-105,,
0:00.0,K. Olynyk makes free throw 2 of 2,1,106-105,,
0:00.0,,,106-105,,Charlotte full timeout
0:00.0,,,106-105,,F. Kaminsky enters the game for M. Williams
0:00.0,H. Whiteside enters the game for W. Ellington,,106-105,,
