time,Portland,pts.away,score,pts.home,Oklahoma City
5:41.0,,,15-9,1,R. Westbrook makes free throw 1 of 2
5:41.0,,,15-10,1,R. Westbrook makes free throw 2 of 2
5:26.0,J. Nurkic misses 2-pt shot at rim,,15-10,,
5:23.0,,,15-10,,Defensive rebound by R. Westbrook
5:18.0,,,15-10,,C. Anthony misses 3-pt shot from 25 ft
5:16.0,,,15-10,,Offensive rebound by S. Adams
5:14.0,,,15-12,2,S. Adams makes 2-pt shot from 1 ft
4:57.0,J. Nurkic misses 2-pt shot from 20 ft,,15-12,,
4:55.0,,,15-12,,Defensive rebound by C. Anthony
4:52.0,,,15-12,,Turnover by C. Anthony (bad pass; steal by A. Aminu)
4:48.0,C. McCollum misses 2-pt shot from 6 ft,,15-12,,
4:47.0,Offensive rebound by Team,,15-12,,
4:47.0,E. Davis enters the game for E. Turner,,15-12,,
4:47.0,Z. Collins enters the game for J. Nurkic,,15-12,,
4:38.0,Z. Collins misses 2-pt shot from 9 ft (block by C. Anthony),,15-12,,
4:34.0,Offensive rebound by P. Connaughton,,15-12,,
4:31.0,P. Connaughton misses 2-pt shot from 3 ft,,15-12,,
4:30.0,Offensive rebound by Z. Collins,,15-12,,
4:28.0,Z. Collins misses 2-pt shot from 1 ft,,15-12,,
4:28.0,,,15-12,,Defensive rebound by T. Ferguson
4:26.0,,,15-14,2,R. Westbrook makes 2-pt shot from 17 ft
4:04.0,C. McCollum makes 2-pt shot from 3 ft,2,17-14,,
3:41.0,,,17-14,,C. Anthony misses 2-pt shot from 13 ft
3:39.0,Defensive rebound by Z. Collins,,17-14,,
3:18.0,A. Aminu misses 3-pt shot from 23 ft,,17-14,,
3:15.0,,,17-14,,Defensive rebound by J. Huestis
3:11.0,,,17-14,,Shooting foul by C. McCollum (drawn by R. Westbrook)
3:11.0,Portland full timeout,,17-14,,
3:11.0,,,17-15,1,R. Westbrook makes free throw 1 of 2
3:11.0,,,17-15,,J. Grant enters the game for S. Adams
3:11.0,,,17-16,1,R. Westbrook makes free throw 2 of 2
2:59.0,Turnover by Z. Collins (bad pass; steal by R. Westbrook),,17-16,,
2:56.0,,,17-16,,Shooting foul by P. Connaughton (drawn by R. Westbrook)
2:56.0,,,17-17,1,R. Westbrook makes free throw 1 of 2
2:56.0,,,17-18,1,R. Westbrook makes free throw 2 of 2
2:43.0,Z. Collins makes 3-pt shot from 24 ft (assist by C. McCollum),3,20-18,,
2:25.0,,,20-18,,Turnover by R. Westbrook (lost ball; steal by C. McCollum)
2:22.0,C. McCollum makes 2-pt shot at rim,2,22-18,,
2:00.0,,,22-18,,R. Felton enters the game for R. Westbrook
2:00.0,S. Napier enters the game for C. McCollum,,22-18,,
2:00.0,M. Harkless enters the game for A. Aminu,,22-18,,
1:55.0,,,22-21,3,R. Felton makes 3-pt shot from 25 ft (assist by J. Huestis)
1:39.0,S. Napier misses 2-pt shot from 14 ft,,22-21,,
1:36.0,,,22-21,,Defensive rebound by J. Huestis
1:27.0,,,22-23,2,C. Anthony makes 2-pt shot from 18 ft
1:06.0,E. Davis misses 2-pt shot from 4 ft (block by C. Anthony),,22-23,,
1:04.0,,,22-23,,Defensive rebound by R. Felton
0:56.0,,,22-23,,Turnover by R. Felton (bad pass; steal by M. Harkless)
0:53.0,Shooting foul by T. Ferguson (drawn by M. Harkless),,22-23,,
0:53.0,M. Harkless misses free throw 1 of 2,,22-23,,
0:53.0,Offensive rebound by Team,,22-23,,
0:53.0,,,22-23,,P. Patterson enters the game for C. Anthony
0:53.0,,,22-23,,P. George enters the game for T. Ferguson
0:53.0,M. Harkless misses free throw 2 of 2,,22-23,,
0:52.0,,,22-23,,Defensive rebound by P. George
0:32.0,,,22-25,2,R. Felton makes 2-pt shot from 12 ft
0:17.0,S. Napier makes 2-pt shot from 13 ft,2,24-25,,
0:07.0,Personal foul by M. Harkless (drawn by P. George),,24-25,,
0:07.0,,,24-25,,P. George misses free throw 1 of 2
0:07.0,,,24-25,,Offensive rebound by Team
0:07.0,,,24-26,1,P. George makes free throw 2 of 2
0:02.0,Turnover by S. Napier (traveling),,24-26,,
0:00.0,,,24-26,,R. Felton misses 3-pt shot from 35 ft
0:00.0,,,24-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by M. Harkless (bad pass),,24-26,,
11:37.0,,,24-26,,P. George misses 3-pt shot from 25 ft
11:34.0,,,24-26,,Offensive rebound by A. Abrines
11:27.0,,,24-26,,P. George misses 2-pt shot from 19 ft
11:25.0,Defensive rebound by S. Napier,,24-26,,
11:10.0,Turnover by S. Napier (lost ball; steal by J. Grant),,24-26,,
11:04.0,,,24-29,3,A. Abrines makes 3-pt shot from 22 ft (assist by P. George)
10:39.0,P. Connaughton makes 3-pt shot from 24 ft,3,27-29,,
10:23.0,,,27-29,,A. Abrines misses 3-pt shot from 22 ft
10:19.0,Defensive rebound by E. Davis,,27-29,,
10:12.0,Turnover by S. Napier (lost ball; steal by R. Felton),,27-29,,
10:07.0,,,27-29,,P. George misses 2-pt shot from 1 ft
10:04.0,Defensive rebound by E. Davis,,27-29,,
9:55.0,,,27-29,,Technical foul by P. George
9:55.0,S. Napier misses technical free throw,,27-29,,
9:55.0,Offensive rebound by Team,,27-29,,
9:50.0,Shooting foul by P. George (drawn by S. Napier),,27-29,,
9:50.0,S. Napier makes free throw 1 of 2,1,28-29,,
9:50.0,S. Napier makes free throw 2 of 2,1,29-29,,
9:37.0,,,29-32,3,P. George makes 3-pt shot from 23 ft (assist by J. Grant)
9:14.0,P. Connaughton makes 2-pt shot from 9 ft,2,31-32,,
9:00.0,Personal block foul by S. Napier (drawn by R. Felton),,31-32,,
8:51.0,,,31-35,3,P. George makes 3-pt shot from 25 ft (assist by R. Felton)
8:26.0,Z. Collins makes 2-pt shot from 13 ft,2,33-35,,
8:11.0,,,33-35,,R. Felton misses 2-pt shot from 17 ft
8:09.0,Defensive rebound by E. Davis,,33-35,,
8:02.0,P. Connaughton makes 2-pt shot from 16 ft,2,35-35,,
7:46.0,,,35-35,,P. George misses 2-pt shot from 10 ft
7:44.0,Defensive rebound by Z. Collins,,35-35,,
7:44.0,,,35-35,,Personal foul by P. George (drawn by Z. Collins)
7:44.0,,,35-35,,R. Westbrook enters the game for P. George
7:28.0,E. Davis misses 2-pt shot from 1 ft (block by R. Westbrook),,35-35,,
7:25.0,,,35-35,,Defensive rebound by J. Grant
7:21.0,,,35-35,,R. Westbrook misses 2-pt shot from 17 ft
7:17.0,,,35-35,,Offensive rebound by J. Grant
7:13.0,,,35-35,,A. Abrines misses 2-pt shot from 3 ft
7:11.0,Defensive rebound by E. Davis,,35-35,,
7:07.0,S. Napier makes 2-pt shot from 5 ft (assist by M. Harkless),2,37-35,,
6:53.0,,,37-35,,Shooting foul by E. Davis (drawn by R. Felton)
6:53.0,,,37-35,,Oklahoma City full timeout
6:53.0,,,37-35,,P. George enters the game for A. Abrines
6:53.0,,,37-35,,C. Anthony enters the game for J. Grant
6:53.0,C. McCollum enters the game for S. Napier,,37-35,,
6:53.0,J. Nurkic enters the game for E. Davis,,37-35,,
6:53.0,E. Turner enters the game for Z. Collins,,37-35,,
6:53.0,,,37-36,1,R. Felton makes free throw 1 of 2
6:53.0,,,37-36,,S. Adams enters the game for P. Patterson
6:53.0,,,37-37,1,R. Felton makes free throw 2 of 2
6:30.0,Turnover by J. Nurkic (lost ball; steal by C. Anthony),,37-37,,
6:22.0,,,37-39,2,P. George makes 2-pt shot at rim (assist by R. Westbrook)
6:07.0,P. Connaughton misses 3-pt shot from 25 ft,,37-39,,
6:05.0,,,37-39,,Defensive rebound by P. George
5:55.0,,,37-39,,R. Westbrook misses 2-pt shot from 14 ft
5:51.0,Defensive rebound by P. Connaughton,,37-39,,
5:45.0,Turnover by E. Turner (lost ball; steal by R. Westbrook),,37-39,,
5:45.0,,,37-39,,Oklahoma City full timeout
5:45.0,,,37-39,,T. Ferguson enters the game for R. Felton
5:45.0,S. Napier enters the game for M. Harkless,,37-39,,
5:45.0,A. Aminu enters the game for P. Connaughton,,37-39,,
5:30.0,,,37-39,,Turnover by P. George (out of bounds lost ball)
5:21.0,Shooting foul by C. Anthony (drawn by J. Nurkic),,37-39,,
5:21.0,J. Nurkic makes free throw 1 of 2,1,38-39,,
5:21.0,J. Nurkic makes free throw 2 of 2,1,39-39,,
5:03.0,,,39-39,,C. Anthony misses 2-pt shot from 19 ft
4:59.0,Defensive rebound by A. Aminu,,39-39,,
4:53.0,C. McCollum makes 2-pt shot from 11 ft,2,41-39,,
4:39.0,,,41-42,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
4:26.0,Turnover by S. Napier (traveling),,41-42,,
4:10.0,,,41-44,2,P. George makes 2-pt shot from 2 ft
3:52.0,Shooting foul by T. Ferguson (drawn by C. McCollum),,41-44,,
3:52.0,C. McCollum makes free throw 1 of 2,1,42-44,,
3:52.0,C. McCollum makes free throw 2 of 2,1,43-44,,
3:46.0,,,43-44,,Turnover by R. Westbrook (bad pass)
3:34.0,C. McCollum misses 3-pt shot from 24 ft,,43-44,,
3:32.0,,,43-44,,Defensive rebound by P. George
3:25.0,,,43-46,2,P. George makes 2-pt shot from 4 ft
3:04.0,Shooting foul by S. Adams (drawn by J. Nurkic),,43-46,,
3:04.0,J. Nurkic makes 2-pt shot from 14 ft,2,45-46,,
3:04.0,J. Nurkic misses free throw 1 of 1,,45-46,,
3:03.0,,,45-46,,Defensive rebound by R. Westbrook
2:55.0,,,45-46,,C. Anthony misses 3-pt shot from 25 ft
2:53.0,,,45-46,,Offensive rebound by Team
2:53.0,Loose ball foul by J. Nurkic (drawn by S. Adams),,45-46,,
2:50.0,,,45-48,2,R. Westbrook makes 2-pt shot from 17 ft (assist by S. Adams)
2:23.0,J. Nurkic makes 2-pt shot from 14 ft (assist by S. Napier),2,47-48,,
2:11.0,,,47-48,,R. Westbrook misses 2-pt shot from 14 ft
2:07.0,Defensive rebound by A. Aminu,,47-48,,
1:58.0,C. McCollum misses 3-pt shot from 23 ft,,47-48,,
1:56.0,J. Nurkic misses 2-pt shot from 2 ft (block by R. Westbrook),,47-48,,
1:56.0,Offensive rebound by J. Nurkic,,47-48,,
1:55.0,Offensive rebound by J. Nurkic,,47-48,,
1:53.0,J. Nurkic misses 2-pt shot from 2 ft,,47-48,,
1:51.0,,,47-48,,Defensive rebound by C. Anthony
1:45.0,,,47-50,2,R. Westbrook makes 2-pt shot from 13 ft (assist by P. George)
1:30.0,J. Nurkic misses 2-pt shot from 19 ft,,47-50,,
1:27.0,,,47-50,,Defensive rebound by C. Anthony
1:11.0,,,47-50,,C. Anthony misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by J. Nurkic,,47-50,,
1:02.0,S. Napier makes 3-pt shot from 25 ft,3,50-50,,
0:39.0,,,50-50,,Turnover by C. Anthony (bad pass)
0:39.0,P. Connaughton enters the game for S. Napier,,50-50,,
0:38.0,,,50-50,,Personal block foul by T. Ferguson (drawn by C. McCollum)
0:38.0,C. McCollum makes free throw 1 of 2,1,51-50,,
0:38.0,,,51-50,,A. Abrines enters the game for T. Ferguson
0:38.0,C. McCollum makes free throw 2 of 2,1,52-50,,
0:30.0,,,52-50,,P. George misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by J. Nurkic,,52-50,,
0:27.0,,,52-50,,Personal foul by P. George (drawn by J. Nurkic)
0:27.0,J. Nurkic makes free throw 1 of 2,1,53-50,,
0:27.0,J. Nurkic makes free throw 2 of 2,1,54-50,,
0:07.0,,,54-50,,R. Westbrook misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by C. McCollum,,54-50,,
0:01.0,C. McCollum misses 2-pt shot from 6 ft,,54-50,,
0:01.0,Offensive rebound by Team,,54-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,E. Turner makes 2-pt shot from 5 ft,2,56-50,,
11:27.0,,,56-53,3,C. Anthony makes 3-pt shot from 23 ft (assist by R. Westbrook)
11:08.0,Turnover by E. Turner (bad pass),,56-53,,
10:57.0,,,56-55,2,R. Westbrook makes 2-pt shot from 13 ft
10:44.0,C. McCollum misses 2-pt shot from 14 ft,,56-55,,
10:41.0,,,56-55,,Defensive rebound by P. George
10:37.0,,,56-57,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
10:16.0,J. Nurkic makes 2-pt shot from 1 ft (assist by C. McCollum),2,58-57,,
10:07.0,,,58-60,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
9:56.0,Offensive foul by J. Nurkic (drawn by P. George),,58-60,,
9:56.0,Turnover by J. Nurkic (offensive foul),,58-60,,
9:47.0,,,58-60,,Offensive foul by S. Adams (drawn by A. Aminu)
9:47.0,,,58-60,,Turnover by S. Adams (offensive foul)
9:32.0,J. Nurkic makes 2-pt shot at rim (assist by C. McCollum),2,60-60,,
9:22.0,,,60-60,,R. Westbrook misses 2-pt shot from 4 ft
9:19.0,,,60-60,,Offensive rebound by S. Adams
9:17.0,,,60-60,,S. Adams misses 2-pt shot from 1 ft
9:13.0,,,60-60,,Offensive rebound by S. Adams
9:13.0,,,60-60,,S. Adams misses 2-pt shot at rim
9:13.0,,,60-60,,Offensive rebound by S. Adams
9:11.0,,,60-62,2,S. Adams makes 2-pt shot at rim
9:01.0,A. Aminu makes 2-pt shot from 1 ft (assist by E. Turner),2,62-62,,
8:44.0,,,62-62,,C. Anthony misses 3-pt shot from 24 ft
8:44.0,Defensive rebound by S. Napier,,62-62,,
8:31.0,C. McCollum makes 2-pt shot from 1 ft,2,64-62,,
8:13.0,,,64-62,,R. Westbrook misses 2-pt shot at rim
8:08.0,Defensive rebound by C. McCollum,,64-62,,
8:04.0,C. McCollum makes 2-pt shot from 19 ft,2,66-62,,
8:02.0,,,66-62,,Oklahoma City full timeout
7:55.0,Personal foul by E. Turner (drawn by C. Anthony),,66-62,,
7:43.0,,,66-62,,Shooting foul by J. Nurkic (drawn by R. Westbrook)
7:43.0,,,66-62,,R. Westbrook misses free throw 1 of 2
7:43.0,,,66-62,,Offensive rebound by Team
7:43.0,,,66-62,,R. Westbrook misses free throw 2 of 2
7:40.0,Defensive rebound by J. Nurkic,,66-62,,
7:32.0,A. Aminu makes 3-pt shot from 22 ft (assist by C. McCollum),3,69-62,,
7:11.0,,,69-62,,P. George misses 3-pt shot from 22 ft
7:08.0,Defensive rebound by S. Napier,,69-62,,
7:00.0,A. Aminu makes 3-pt shot from 25 ft (assist by J. Nurkic),3,72-62,,
6:40.0,,,72-62,,Turnover by P. George (bad pass; steal by S. Napier)
6:20.0,A. Aminu misses 3-pt shot from 23 ft,,72-62,,
6:17.0,Offensive rebound by A. Aminu,,72-62,,
6:16.0,A. Aminu misses 2-pt shot from 5 ft,,72-62,,
6:13.0,,,72-62,,Defensive rebound by C. Anthony
6:05.0,,,72-64,2,C. Anthony makes 2-pt shot from 16 ft
5:43.0,Turnover by C. McCollum (step out of bounds),,72-64,,
5:43.0,,,72-64,,J. Huestis enters the game for P. George
5:30.0,,,72-66,2,C. Anthony makes 2-pt shot from 14 ft (assist by R. Westbrook)
5:14.0,,,72-66,,Personal foul by C. Anthony (drawn by A. Aminu)
5:14.0,P. Connaughton enters the game for S. Napier,,72-66,,
5:02.0,E. Turner makes 3-pt shot from 25 ft (assist by J. Nurkic),3,75-66,,
4:46.0,,,75-66,,C. Anthony misses 2-pt shot from 11 ft
4:44.0,Defensive rebound by J. Nurkic,,75-66,,
4:33.0,J. Nurkic makes 2-pt shot from 1 ft (assist by E. Turner),2,77-66,,
4:26.0,,,77-66,,Shooting foul by J. Nurkic (drawn by S. Adams)
4:26.0,,,77-67,1,S. Adams makes free throw 1 of 2
4:26.0,,,77-67,,A. Abrines enters the game for T. Ferguson
4:26.0,E. Davis enters the game for E. Turner,,77-67,,
4:26.0,Z. Collins enters the game for J. Nurkic,,77-67,,
4:26.0,,,77-68,1,S. Adams makes free throw 2 of 2
4:14.0,C. McCollum makes 2-pt shot from 13 ft (assist by Z. Collins),2,79-68,,
3:59.0,,,79-68,,A. Abrines misses 3-pt shot from 24 ft
3:57.0,,,79-68,,Offensive rebound by Team
3:57.0,Loose ball foul by A. Aminu (drawn by R. Westbrook),,79-68,,
3:53.0,,,79-68,,Turnover by R. Westbrook (bad pass; steal by A. Aminu)
3:39.0,C. McCollum makes 2-pt shot from 17 ft,2,81-68,,
3:25.0,Shooting block foul by P. Connaughton (drawn by R. Westbrook),,81-68,,
3:25.0,Portland full timeout,,81-68,,
3:25.0,,,81-68,,P. Patterson enters the game for S. Adams
3:25.0,,,81-69,1,R. Westbrook makes free throw 1 of 2
3:25.0,,,81-69,,R. Westbrook misses free throw 2 of 2
3:23.0,Defensive rebound by Z. Collins,,81-69,,
3:07.0,A. Aminu misses 2-pt shot from 17 ft,,81-69,,
3:02.0,,,81-69,,Defensive rebound by R. Westbrook
2:56.0,,,81-69,,R. Westbrook misses 2-pt shot at rim
2:53.0,,,81-69,,Offensive rebound by R. Westbrook
2:53.0,,,81-69,,R. Westbrook misses 2-pt shot at rim
2:53.0,,,81-69,,Offensive rebound by R. Westbrook
2:52.0,,,81-71,2,R. Westbrook makes 2-pt shot at rim
2:35.0,A. Aminu misses 3-pt shot from 26 ft,,81-71,,
2:35.0,Offensive rebound by E. Davis,,81-71,,
2:27.0,C. McCollum misses 2-pt shot from 20 ft,,81-71,,
2:25.0,,,81-71,,Defensive rebound by R. Westbrook
2:21.0,,,81-74,3,R. Westbrook makes 3-pt shot from 24 ft
1:58.0,C. McCollum makes 2-pt shot from 9 ft,2,83-74,,
1:39.0,,,83-76,2,C. Anthony makes 2-pt shot from 15 ft (assist by A. Abrines)
1:23.0,C. McCollum makes 2-pt shot from 3 ft,2,85-76,,
1:11.0,,,85-76,,R. Westbrook misses 2-pt shot from 15 ft
1:08.0,Defensive rebound by Z. Collins,,85-76,,
0:46.0,Z. Collins misses 2-pt shot from 17 ft,,85-76,,
0:45.0,Offensive rebound by Team,,85-76,,
0:45.0,Turnover by Team (shot clock),,85-76,,
0:45.0,,,85-76,,J. Grant enters the game for C. Anthony
0:45.0,,,85-76,,R. Felton enters the game for A. Abrines
0:45.0,S. Napier enters the game for A. Aminu,,85-76,,
0:30.0,,,85-76,,R. Westbrook misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by S. Napier,,85-76,,
0:07.0,C. McCollum makes 3-pt shot from 26 ft,3,88-76,,
0:01.0,,,88-76,,Turnover by R. Westbrook (bad pass; steal by Z. Collins)
0:00.0,Z. Collins misses 3-pt shot from 73 ft,,88-76,,
0:00.0,Offensive rebound by Team,,88-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,88-76,,P. Patterson misses 2-pt shot from 6 ft
11:42.0,Defensive rebound by S. Napier,,88-76,,
11:34.0,M. Harkless makes 2-pt shot from 2 ft (assist by S. Napier),2,90-76,,
11:34.0,,,90-76,,Violation by J. Grant (def goaltending)
11:34.0,Shooting foul by R. Felton (drawn by M. Harkless),,90-76,,
11:34.0,M. Harkless makes free throw 1 of 1,1,91-76,,
11:14.0,,,91-76,,J. Huestis misses 2-pt shot at rim
11:12.0,Defensive rebound by E. Davis,,91-76,,
10:53.0,Shooting foul by J. Grant (drawn by S. Napier),,91-76,,
10:53.0,S. Napier makes free throw 1 of 2,1,92-76,,
10:53.0,,,92-76,,P. George enters the game for J. Huestis
10:53.0,S. Napier makes free throw 2 of 2,1,93-76,,
10:46.0,,,93-76,,Shooting foul by E. Davis (drawn by R. Felton)
10:46.0,,,93-76,,R. Felton misses free throw 1 of 2
10:46.0,,,93-76,,Offensive rebound by Team
10:46.0,,,93-77,1,R. Felton makes free throw 2 of 2
10:30.0,,,93-77,,S. Adams enters the game for P. Patterson
10:26.0,S. Napier makes 3-pt shot from 26 ft,3,96-77,,
10:08.0,,,96-77,,J. Grant misses 2-pt shot from 1 ft
10:06.0,Defensive rebound by E. Davis,,96-77,,
9:56.0,S. Napier misses 3-pt shot from 23 ft,,96-77,,
9:53.0,,,96-77,,Defensive rebound by S. Adams
9:44.0,,,96-77,,R. Felton misses 2-pt shot from 1 ft (block by E. Davis)
9:41.0,,,96-77,,Offensive rebound by S. Adams
9:41.0,,,96-79,2,S. Adams makes 2-pt shot from 1 ft
9:22.0,Shooting foul by P. George (drawn by S. Napier),,96-79,,
9:22.0,S. Napier makes free throw 1 of 2,1,97-79,,
9:22.0,S. Napier makes free throw 2 of 2,1,98-79,,
9:08.0,,,98-79,,R. Felton misses 3-pt shot from 22 ft
9:05.0,Defensive rebound by Team,,98-79,,
8:46.0,Turnover by P. Connaughton (step out of bounds),,98-79,,
8:36.0,,,98-79,,P. George misses 2-pt shot from 14 ft
8:33.0,Defensive rebound by M. Harkless,,98-79,,
8:20.0,P. Connaughton misses 3-pt shot from 23 ft,,98-79,,
8:19.0,Offensive rebound by Team,,98-79,,
8:19.0,,,98-79,,R. Westbrook enters the game for T. Ferguson
8:05.0,S. Napier makes 2-pt shot from 21 ft (assist by E. Davis),2,100-79,,
7:49.0,,,100-82,3,R. Felton makes 3-pt shot from 24 ft (assist by R. Westbrook)
7:24.0,Z. Collins makes 2-pt shot from 1 ft,2,102-82,,
7:16.0,,,102-82,,Shooting foul by E. Davis (drawn by S. Adams)
7:16.0,,,102-83,1,S. Adams makes free throw 1 of 2
7:16.0,,,102-83,,C. Anthony enters the game for J. Grant
7:16.0,,,102-84,1,S. Adams makes free throw 2 of 2
7:03.0,M. Harkless makes 2-pt shot from 1 ft (assist by Z. Collins),2,104-84,,
6:45.0,,,104-87,3,P. George makes 3-pt shot from 23 ft (assist by R. Westbrook)
6:20.0,Z. Collins makes 2-pt shot from 1 ft (assist by M. Harkless),2,106-87,,
6:19.0,,,106-87,,Oklahoma City full timeout
6:19.0,C. McCollum enters the game for S. Napier,,106-87,,
6:19.0,A. Aminu enters the game for Z. Collins,,106-87,,
6:09.0,,,106-89,2,R. Felton makes 2-pt shot from 5 ft
5:47.0,A. Aminu misses 3-pt shot from 25 ft,,106-89,,
5:45.0,,,106-89,,Defensive rebound by C. Anthony
5:40.0,,,106-92,3,P. George makes 3-pt shot from 23 ft (assist by R. Westbrook)
5:19.0,E. Davis makes 2-pt shot from 1 ft (assist by C. McCollum),2,108-92,,
5:01.0,,,108-92,,R. Westbrook misses 2-pt shot from 16 ft
4:58.0,Defensive rebound by P. Connaughton,,108-92,,
4:39.0,E. Davis misses 2-pt shot from 2 ft,,108-92,,
4:35.0,,,108-92,,Defensive rebound by R. Felton
4:33.0,,,108-95,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:07.0,M. Harkless makes 3-pt shot from 24 ft (assist by C. McCollum),3,111-95,,
3:55.0,,,111-95,,C. Anthony misses 3-pt shot from 24 ft
3:51.0,Defensive rebound by P. Connaughton,,111-95,,
3:43.0,Portland full timeout,,111-95,,
3:43.0,J. Nurkic enters the game for E. Davis,,111-95,,
3:34.0,Turnover by J. Nurkic (lost ball; steal by R. Westbrook),,111-95,,
3:31.0,,,111-95,,P. George misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by M. Harkless,,111-95,,
3:16.0,Turnover by M. Harkless (bad pass),,111-95,,
2:59.0,,,111-95,,R. Westbrook misses 2-pt shot at rim
2:58.0,Defensive rebound by A. Aminu,,111-95,,
2:53.0,,,111-95,,Personal take foul by R. Felton (drawn by C. McCollum)
2:53.0,,,111-95,,T. Ferguson enters the game for R. Westbrook
2:53.0,,,111-95,,K. Singler enters the game for R. Felton
2:53.0,,,111-95,,J. Grant enters the game for C. Anthony
2:53.0,,,111-95,,A. Abrines enters the game for S. Adams
2:53.0,,,111-95,,J. Huestis enters the game for P. George
2:43.0,P. Connaughton makes 3-pt shot from 25 ft (assist by C. McCollum),3,114-95,,
