time,Utah,pts.away,score,pts.home,Memphis
4:04.0,Def 3 sec tech foul by J. Crowder,,16-12,,
4:04.0,,,16-13,1,M. Gasol makes technical free throw
4:04.0,,,16-13,,B. McLemore enters the game for D. Brooks
3:57.0,,,16-13,,W. Selden misses 2-pt shot from 22 ft
3:53.0,Defensive rebound by R. Gobert,,16-13,,
3:42.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,18-13,,
3:26.0,Personal foul by R. Gobert (drawn by M. Gasol),,18-13,,
3:26.0,J. Jerebko enters the game for R. Rubio,,18-13,,
3:26.0,D. Favors enters the game for R. Gobert,,18-13,,
3:13.0,,,18-13,,Shooting foul by J. Crowder (drawn by M. Gasol)
3:13.0,,,18-13,,M. Gasol misses free throw 1 of 2
3:13.0,,,18-13,,Offensive rebound by Team
3:13.0,,,18-14,1,M. Gasol makes free throw 2 of 2
2:58.0,D. Mitchell makes 3-pt shot from 25 ft (assist by R. O'Neale),3,21-14,,
2:39.0,,,21-17,3,B. McLemore makes 3-pt shot from 23 ft (assist by X. Rathan-Mayes)
2:25.0,Offensive charge foul by D. Favors (drawn by M. Gasol),,21-17,,
2:25.0,Turnover by D. Favors (offensive foul),,21-17,,
2:25.0,Utah full timeout,,21-17,,
2:25.0,,,21-17,,D. Davis enters the game for M. Gasol
2:11.0,,,21-17,,Shooting foul by D. Favors (drawn by J. Martin)
2:11.0,,,21-18,1,J. Martin makes free throw 1 of 2
2:11.0,,,21-19,1,J. Martin makes free throw 2 of 2
1:57.0,J. Crowder makes 3-pt shot from 26 ft (assist by D. Mitchell),3,24-19,,
1:40.0,,,24-19,,X. Rathan-Mayes misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by R. O'Neale,,24-19,,
1:25.0,J. Crowder misses 3-pt shot from 24 ft,,24-19,,
1:21.0,,,24-19,,Defensive rebound by B. McLemore
1:05.0,,,24-21,2,W. Selden makes 2-pt shot from 10 ft
0:50.0,J. Jerebko misses 2-pt shot from 7 ft,,24-21,,
0:49.0,Offensive rebound by Team,,24-21,,
0:49.0,,,24-21,,K. Simmons enters the game for X. Rathan-Mayes
0:49.0,R. Neto enters the game for D. Mitchell,,24-21,,
0:36.0,J. Jerebko misses 3-pt shot from 24 ft,,24-21,,
0:33.0,Offensive rebound by D. Favors,,24-21,,
0:33.0,Turnover by D. Favors (step out of bounds),,24-21,,
0:15.0,,,24-23,2,D. Davis makes 2-pt shot at rim (assist by W. Selden)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,24-25,2,J. Martin makes 2-pt shot from 16 ft
11:21.0,J. Crowder misses 3-pt shot from 25 ft,,24-25,,
11:18.0,,,24-25,,Defensive rebound by D. Davis
11:14.0,,,24-27,2,K. Simmons makes 2-pt shot at rim
11:01.0,,,24-27,,J. Green enters the game for W. Selden
10:48.0,J. Jerebko makes 2-pt shot at rim (assist by J. Crowder),2,26-27,,
10:38.0,,,26-27,,J. Martin misses 2-pt shot from 1 ft (block by J. Crowder)
10:33.0,Defensive rebound by R. Neto,,26-27,,
10:33.0,D. Favors misses 2-pt shot at rim,,26-27,,
10:31.0,Offensive rebound by D. Favors,,26-27,,
10:21.0,Shooting foul by J. Green (drawn by D. Favors),,26-27,,
10:21.0,D. Favors misses free throw 1 of 2,,26-27,,
10:21.0,Offensive rebound by Team,,26-27,,
10:21.0,,,26-27,,D. Brooks enters the game for B. McLemore
10:21.0,D. Favors makes free throw 2 of 2,1,27-27,,
10:01.0,,,27-29,2,J. Martin makes 2-pt shot from 13 ft
9:50.0,R. Neto makes 2-pt shot at rim,2,29-29,,
9:38.0,,,29-31,2,K. Simmons makes 2-pt shot from 9 ft
9:27.0,,,29-31,,Personal foul by D. Brooks (drawn by D. Favors)
9:27.0,R. O'Neale enters the game for J. Crowder,,29-31,,
9:18.0,R. O'Neale misses 3-pt shot from 23 ft,,29-31,,
9:14.0,Offensive rebound by J. Jerebko,,29-31,,
9:01.0,R. O'Neale misses 3-pt shot from 24 ft,,29-31,,
8:58.0,,,29-31,,Defensive rebound by J. Martin
8:52.0,,,29-31,,J. Martin misses 2-pt shot from 2 ft
8:49.0,Defensive rebound by J. Jerebko,,29-31,,
8:44.0,J. Jerebko misses 3-pt shot from 25 ft,,29-31,,
8:42.0,,,29-31,,Defensive rebound by Team
8:42.0,R. Gobert enters the game for J. Jerebko,,29-31,,
8:22.0,,,29-33,2,J. Green makes 2-pt shot from 16 ft
8:09.0,J. Ingles makes 3-pt shot from 24 ft (assist by R. Neto),3,32-33,,
7:44.0,,,32-33,,J. Green misses 2-pt shot from 3 ft (block by D. Favors)
7:44.0,Defensive rebound by R. O'Neale,,32-33,,
7:23.0,J. Ingles makes 2-pt shot at rim (assist by R. Neto),2,34-33,,
7:08.0,,,34-33,,Shooting foul by R. Neto (drawn by J. Martin)
7:08.0,,,34-34,1,J. Martin makes free throw 1 of 2
7:08.0,,,34-34,,M. Gasol enters the game for D. Davis
7:08.0,R. Rubio enters the game for J. Ingles,,34-34,,
7:08.0,D. Mitchell enters the game for R. Neto,,34-34,,
7:08.0,,,34-34,,J. Martin misses free throw 2 of 2
7:06.0,Defensive rebound by R. O'Neale,,34-34,,
6:54.0,Turnover by R. Rubio (bad pass),,34-34,,
6:54.0,,,34-34,,Memphis full timeout
6:54.0,,,34-34,,X. Rathan-Mayes enters the game for J. Martin
6:54.0,J. Crowder enters the game for D. Favors,,34-34,,
6:37.0,,,34-36,2,D. Brooks makes 2-pt shot from 19 ft (assist by M. Gasol)
6:25.0,Offensive foul by D. Mitchell (drawn by X. Rathan-Mayes),,34-36,,
6:25.0,Turnover by D. Mitchell (offensive foul),,34-36,,
6:10.0,,,34-36,,Offensive foul by D. Brooks (drawn by R. Rubio)
6:10.0,,,34-36,,Turnover by D. Brooks (offensive foul)
6:10.0,,,34-36,,W. Selden enters the game for D. Brooks
5:57.0,,,34-36,,Personal foul by K. Simmons (drawn by R. Rubio)
5:49.0,J. Crowder makes 3-pt shot from 23 ft (assist by R. O'Neale),3,37-36,,
5:34.0,,,37-36,,Turnover by M. Gasol (traveling)
5:23.0,D. Mitchell makes 3-pt shot from 24 ft (assist by J. Crowder),3,40-36,,
5:05.0,,,40-36,,W. Selden misses 3-pt shot from 22 ft
5:03.0,Defensive rebound by J. Crowder,,40-36,,
4:59.0,R. O'Neale makes 2-pt shot at rim (assist by J. Crowder),2,42-36,,
4:59.0,,,42-36,,Memphis full timeout
4:45.0,,,42-36,,X. Rathan-Mayes misses 2-pt shot from 21 ft
4:43.0,Defensive rebound by R. O'Neale,,42-36,,
4:33.0,,,42-36,,Personal foul by M. Gasol (drawn by R. Gobert)
4:33.0,,,42-36,,J. Martin enters the game for X. Rathan-Mayes
4:33.0,J. Ingles enters the game for R. O'Neale,,42-36,,
4:28.0,D. Mitchell misses 2-pt shot from 2 ft (block by M. Gasol),,42-36,,
4:23.0,,,42-36,,Defensive rebound by K. Simmons
4:11.0,,,42-36,,K. Simmons misses 2-pt shot from 21 ft
4:09.0,Defensive rebound by R. Gobert,,42-36,,
4:01.0,R. Rubio misses 2-pt shot from 1 ft (block by M. Gasol),,42-36,,
3:58.0,,,42-36,,Defensive rebound by M. Gasol
3:55.0,,,42-36,,Turnover by K. Simmons (bad pass; steal by J. Ingles)
3:49.0,Offensive charge foul by D. Mitchell (drawn by K. Simmons),,42-36,,
3:49.0,Turnover by D. Mitchell (offensive foul),,42-36,,
3:24.0,,,42-36,,J. Green misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by R. Gobert,,42-36,,
3:06.0,J. Crowder makes 3-pt shot from 24 ft (assist by D. Mitchell),3,45-36,,
2:53.0,,,45-36,,J. Martin misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by D. Mitchell,,45-36,,
2:46.0,J. Crowder misses 3-pt shot from 24 ft,,45-36,,
2:41.0,,,45-36,,Defensive rebound by J. Martin
2:35.0,,,45-36,,J. Martin misses 3-pt shot from 26 ft
2:33.0,Defensive rebound by J. Ingles,,45-36,,
2:19.0,J. Ingles misses 2-pt shot from 16 ft,,45-36,,
2:16.0,,,45-36,,Defensive rebound by J. Green
1:55.0,,,45-36,,J. Martin misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by Team,,45-36,,
1:53.0,,,45-36,,X. Rathan-Mayes enters the game for K. Simmons
1:53.0,,,45-36,,B. McLemore enters the game for W. Selden
1:38.0,D. Mitchell misses 3-pt shot from 25 ft,,45-36,,
1:34.0,,,45-36,,Defensive rebound by M. Gasol
1:28.0,,,45-36,,B. McLemore misses 2-pt shot at rim
1:26.0,Defensive rebound by R. Rubio,,45-36,,
1:21.0,R. Rubio misses 2-pt shot at rim,,45-36,,
1:19.0,,,45-36,,Defensive rebound by M. Gasol
1:12.0,,,45-36,,Turnover by J. Martin (bad pass; steal by D. Mitchell)
1:07.0,J. Ingles makes 3-pt shot from 23 ft (assist by D. Mitchell),3,48-36,,
0:45.0,,,48-36,,Shooting foul by D. Mitchell (drawn by B. McLemore)
0:45.0,,,48-37,1,B. McLemore makes free throw 1 of 2
0:45.0,R. O'Neale enters the game for D. Mitchell,,48-37,,
0:45.0,,,48-38,1,B. McLemore makes free throw 2 of 2
0:39.0,Turnover by J. Ingles (bad pass),,48-38,,
0:16.0,,,48-38,,J. Green misses 2-pt shot from 5 ft
0:13.0,Defensive rebound by R. Rubio,,48-38,,
0:13.0,,,48-38,,Personal foul by M. Gasol (drawn by R. Rubio)
0:13.0,R. Rubio makes free throw 1 of 2,1,49-38,,
0:13.0,E. Udoh enters the game for R. Gobert,,49-38,,
0:13.0,R. Rubio makes free throw 2 of 2,1,50-38,,
0:01.0,,,50-38,,X. Rathan-Mayes misses 2-pt shot from 17 ft
0:01.0,,,50-38,,Offensive rebound by J. Martin
0:00.0,,,50-38,,J. Martin misses 2-pt shot at rim
0:00.0,,,50-38,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,50-40,2,B. McLemore makes 2-pt shot from 1 ft (assist by M. Gasol)
11:33.0,D. Mitchell misses 2-pt shot from 4 ft,,50-40,,
11:30.0,,,50-40,,Defensive rebound by J. Green
11:26.0,,,50-40,,B. McLemore misses 3-pt shot from 25 ft
11:23.0,Defensive rebound by R. Rubio,,50-40,,
11:20.0,J. Ingles misses 3-pt shot from 23 ft,,50-40,,
11:14.0,,,50-40,,Defensive rebound by K. Simmons
11:09.0,,,50-42,2,M. Gasol makes 2-pt shot from 18 ft (assist by K. Simmons)
10:49.0,D. Mitchell misses 2-pt shot from 16 ft,,50-42,,
10:45.0,,,50-42,,Defensive rebound by K. Simmons
10:41.0,,,50-45,3,D. Brooks makes 3-pt shot from 26 ft (assist by K. Simmons)
10:40.0,Utah full timeout,,50-45,,
10:29.0,R. Rubio makes 2-pt shot at rim (assist by J. Ingles),2,52-45,,
10:16.0,,,52-45,,K. Simmons misses 2-pt shot from 9 ft
10:14.0,Defensive rebound by D. Mitchell,,52-45,,
10:09.0,R. Rubio misses 2-pt shot from 10 ft,,52-45,,
10:08.0,,,52-45,,Defensive rebound by D. Brooks
10:08.0,Personal foul by R. Rubio (drawn by D. Brooks),,52-45,,
9:52.0,,,52-45,,D. Brooks misses 2-pt shot from 3 ft (block by D. Favors)
9:48.0,Defensive rebound by R. Rubio,,52-45,,
9:42.0,R. Rubio misses 3-pt shot from 25 ft,,52-45,,
9:38.0,,,52-45,,Defensive rebound by M. Gasol
9:34.0,Personal foul by R. Rubio (drawn by B. McLemore),,52-45,,
9:24.0,,,52-47,2,D. Brooks makes 2-pt shot from 9 ft (assist by M. Gasol)
9:04.0,J. Ingles makes 3-pt shot from 26 ft (assist by D. Mitchell),3,55-47,,
8:40.0,,,55-47,,B. McLemore misses 2-pt shot from 1 ft
8:38.0,Defensive rebound by R. Rubio,,55-47,,
8:34.0,D. Favors makes 2-pt shot at rim (assist by D. Mitchell),2,57-47,,
8:34.0,,,57-47,,Memphis full timeout
8:19.0,,,57-49,2,M. Gasol makes 2-pt shot at rim (assist by J. Green)
8:19.0,,,57-49,,Shooting foul by R. Gobert (drawn by M. Gasol)
8:19.0,,,57-49,,M. Gasol misses free throw 1 of 1
8:15.0,Defensive rebound by D. Favors,,57-49,,
7:56.0,,,57-49,,Personal foul by K. Simmons (drawn by R. Rubio)
7:48.0,,,57-49,,Personal foul by B. McLemore (drawn by D. Favors)
7:42.0,D. Mitchell misses 2-pt shot at rim,,57-49,,
7:40.0,Offensive rebound by R. Gobert,,57-49,,
7:39.0,D. Favors makes 2-pt shot at rim (assist by R. Gobert),2,59-49,,
7:17.0,,,59-49,,B. McLemore misses 2-pt shot from 15 ft
7:14.0,Defensive rebound by R. Gobert,,59-49,,
7:05.0,D. Mitchell makes 3-pt shot from 27 ft (assist by R. Rubio),3,62-49,,
6:39.0,,,62-49,,K. Simmons misses 2-pt shot from 16 ft
6:36.0,Defensive rebound by R. Rubio,,62-49,,
6:23.0,J. Ingles misses 2-pt shot from 1 ft (block by M. Gasol),,62-49,,
6:23.0,Offensive rebound by Team,,62-49,,
6:23.0,,,62-49,,X. Rathan-Mayes enters the game for B. McLemore
6:23.0,,,62-49,,J. Martin enters the game for K. Simmons
6:23.0,J. Crowder enters the game for D. Favors,,62-49,,
6:16.0,D. Mitchell misses 2-pt shot from 8 ft,,62-49,,
6:11.0,,,62-49,,Defensive rebound by J. Green
6:07.0,,,62-49,,Turnover by X. Rathan-Mayes (bad pass; steal by J. Crowder)
5:58.0,R. Rubio misses 3-pt shot from 23 ft,,62-49,,
5:50.0,Offensive rebound by R. Gobert,,62-49,,
5:50.0,R. Gobert makes 2-pt shot at rim,2,64-49,,
5:41.0,,,64-49,,D. Brooks misses 2-pt shot from 9 ft
5:39.0,Defensive rebound by J. Ingles,,64-49,,
5:39.0,,,64-49,,Personal foul by X. Rathan-Mayes (drawn by J. Ingles)
5:39.0,,,64-49,,W. Selden enters the game for J. Green
5:25.0,Turnover by J. Ingles (bad pass),,64-49,,
5:06.0,,,64-51,2,J. Martin makes 2-pt shot from 2 ft
4:39.0,Turnover by Team (shot clock),,64-51,,
4:39.0,R. O'Neale enters the game for J. Ingles,,64-51,,
4:20.0,,,64-51,,M. Gasol misses 2-pt shot from 8 ft
4:17.0,Defensive rebound by R. Rubio,,64-51,,
4:13.0,R. Rubio misses 2-pt shot from 11 ft,,64-51,,
4:09.0,,,64-51,,Defensive rebound by M. Gasol
4:06.0,,,64-51,,D. Brooks misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by R. Gobert,,64-51,,
3:56.0,Turnover by D. Mitchell (lost ball; steal by M. Gasol),,64-51,,
3:53.0,,,64-53,2,W. Selden makes 2-pt shot at rim (assist by D. Brooks)
3:38.0,,,64-53,,Personal foul by X. Rathan-Mayes (drawn by R. Rubio)
3:38.0,,,64-53,,D. Davis enters the game for M. Gasol
3:38.0,J. Jerebko enters the game for R. Rubio,,64-53,,
3:31.0,D. Mitchell misses 3-pt shot from 26 ft,,64-53,,
3:27.0,,,64-53,,Defensive rebound by D. Brooks
3:20.0,,,64-53,,Turnover by D. Brooks (bad pass; steal by R. O'Neale)
3:14.0,R. O'Neale makes 2-pt shot at rim,2,66-53,,
2:55.0,,,66-55,2,D. Davis makes 2-pt shot from 1 ft (assist by W. Selden)
2:34.0,Turnover by R. Gobert (turnover),,66-55,,
2:34.0,,,66-55,,B. McLemore enters the game for D. Brooks
2:34.0,D. Favors enters the game for R. Gobert,,66-55,,
2:28.0,,,66-55,,Shooting foul by D. Mitchell (drawn by X. Rathan-Mayes)
2:28.0,,,66-55,,X. Rathan-Mayes misses free throw 1 of 2
2:28.0,,,66-55,,Offensive rebound by Team
2:28.0,R. Neto enters the game for D. Mitchell,,66-55,,
2:28.0,,,66-56,1,X. Rathan-Mayes makes free throw 2 of 2
2:18.0,Turnover by R. O'Neale (step out of bounds),,66-56,,
2:01.0,,,66-56,,B. McLemore misses 3-pt shot from 26 ft
1:56.0,Defensive rebound by J. Jerebko,,66-56,,
1:52.0,Shooting foul by J. Martin (drawn by D. Favors),,66-56,,
1:52.0,D. Favors misses free throw 1 of 2,,66-56,,
1:52.0,Offensive rebound by Team,,66-56,,
1:52.0,D. Favors makes free throw 2 of 2,1,67-56,,
1:39.0,,,67-58,2,J. Martin makes 2-pt shot from 20 ft
1:13.0,R. O'Neale misses 2-pt shot from 12 ft,,67-58,,
1:08.0,,,67-58,,Defensive rebound by B. McLemore
1:03.0,,,67-58,,D. Davis misses 2-pt shot from 12 ft
1:00.0,Defensive rebound by R. O'Neale,,67-58,,
0:55.0,D. Favors makes 2-pt shot at rim (assist by R. Neto),2,69-58,,
0:43.0,,,69-58,,W. Selden misses 3-pt shot from 25 ft
0:39.0,,,69-58,,Offensive rebound by B. McLemore
0:36.0,,,69-58,,J. Martin misses 2-pt shot from 14 ft
0:34.0,Defensive rebound by R. O'Neale,,69-58,,
0:22.0,Shooting foul by X. Rathan-Mayes (drawn by J. Crowder),,69-58,,
0:22.0,J. Crowder makes free throw 1 of 2,1,70-58,,
0:22.0,J. Crowder makes free throw 2 of 2,1,71-58,,
0:03.0,,,71-58,,X. Rathan-Mayes misses 2-pt shot at rim (block by D. Favors)
0:00.0,Defensive rebound by D. Favors,,71-58,,
0:00.0,Turnover by D. Favors (out of bounds lost ball),,71-58,,
0:00.0,R. Gobert enters the game for R. Neto,,71-58,,
0:00.0,,,71-58,,X. Rathan-Mayes misses 2-pt shot from 1 ft
0:00.0,,,71-58,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,Shooting foul by D. Davis (drawn by D. Favors),,71-58,,
11:53.0,D. Favors misses free throw 1 of 2,,71-58,,
11:53.0,Offensive rebound by Team,,71-58,,
11:53.0,D. Favors misses free throw 2 of 2,,71-58,,
11:48.0,,,71-58,,Defensive rebound by J. Martin
11:33.0,,,71-60,2,B. McLemore makes 2-pt shot at rim
11:15.0,J. Crowder misses 3-pt shot from 25 ft,,71-60,,
11:12.0,,,71-60,,Defensive rebound by J. Martin
11:06.0,,,71-60,,Turnover by J. Martin (bad pass; steal by D. Favors)
11:00.0,R. Neto misses 2-pt shot from 1 ft,,71-60,,
10:56.0,Offensive rebound by J. Jerebko,,71-60,,
10:56.0,J. Jerebko makes 2-pt shot at rim,2,73-60,,
10:45.0,,,73-60,,D. Brooks misses 2-pt shot from 11 ft
10:43.0,,,73-60,,Offensive rebound by D. Brooks
10:40.0,,,73-62,2,D. Brooks makes 2-pt shot from 10 ft
10:29.0,Offensive foul by D. Favors (drawn by D. Brooks),,73-62,,
10:29.0,Turnover by D. Favors (offensive foul),,73-62,,
10:29.0,R. O'Neale enters the game for J. Jerebko,,73-62,,
10:16.0,,,73-64,2,J. Martin makes 2-pt shot from 14 ft
9:57.0,D. Favors makes 2-pt shot from 5 ft (assist by R. Neto),2,75-64,,
9:45.0,,,75-64,,D. Brooks misses 3-pt shot from 27 ft
9:41.0,,,75-64,,Offensive rebound by D. Davis
9:41.0,,,75-64,,D. Davis misses 2-pt shot at rim
9:41.0,,,75-64,,Offensive rebound by D. Davis
9:35.0,,,75-64,,Turnover by J. Martin (bad pass; steal by J. Ingles)
9:35.0,,,75-64,,Personal foul by J. Martin (drawn by J. Ingles)
9:23.0,R. Neto misses 2-pt shot from 5 ft (block by X. Rathan-Mayes),,75-64,,
9:20.0,,,75-64,,Defensive rebound by D. Davis
9:18.0,,,75-64,,J. Martin misses 2-pt shot from 1 ft (block by R. O'Neale)
9:13.0,Defensive rebound by J. Ingles,,75-64,,
9:08.0,R. O'Neale misses 3-pt shot from 25 ft,,75-64,,
9:06.0,,,75-64,,Defensive rebound by D. Davis
9:00.0,,,75-66,2,D. Brooks makes 2-pt shot at rim
8:59.0,Utah full timeout,,75-66,,
8:59.0,R. Gobert enters the game for D. Favors,,75-66,,
8:59.0,D. Mitchell enters the game for R. Neto,,75-66,,
8:35.0,D. Mitchell misses 3-pt shot from 29 ft,,75-66,,
8:35.0,Offensive rebound by Team,,75-66,,
8:35.0,Turnover by Team (shot clock),,75-66,,
8:23.0,,,75-66,,J. Martin misses 2-pt shot at rim (block by R. Gobert)
8:20.0,,,75-66,,Offensive rebound by D. Davis
8:18.0,,,75-66,,J. Martin misses 2-pt shot from 8 ft
8:18.0,,,75-66,,D. Davis misses 2-pt shot from 1 ft
8:18.0,Defensive rebound by D. Mitchell,,75-66,,
8:18.0,,,75-66,,Defensive rebound by D. Davis
8:07.0,,,75-66,,Personal foul by J. Martin (drawn by J. Crowder)
8:07.0,,,75-66,,J. Green enters the game for J. Martin
8:07.0,D. Favors enters the game for J. Ingles,,75-66,,
8:07.0,R. Rubio enters the game for J. Crowder,,75-66,,
7:56.0,,,75-66,,Personal foul by D. Davis (drawn by R. Gobert)
7:56.0,,,75-66,,M. Gasol enters the game for D. Davis
7:46.0,Turnover by D. Mitchell (bad pass; steal by X. Rathan-Mayes),,75-66,,
7:39.0,,,75-66,,M. Gasol misses 3-pt shot from 26 ft
7:36.0,Defensive rebound by R. O'Neale,,75-66,,
7:22.0,,,75-66,,Personal foul by J. Green (drawn by R. Rubio)
7:22.0,R. Rubio misses free throw 1 of 2,,75-66,,
7:22.0,Offensive rebound by Team,,75-66,,
7:22.0,J. Crowder enters the game for R. O'Neale,,75-66,,
7:22.0,R. Rubio makes free throw 2 of 2,1,76-66,,
7:14.0,Personal foul by R. Rubio (drawn by X. Rathan-Mayes),,76-66,,
6:58.0,,,76-68,2,D. Brooks makes 2-pt shot from 8 ft (assist by J. Green)
6:33.0,Turnover by R. Gobert (lost ball; steal by X. Rathan-Mayes),,76-68,,
6:21.0,,,76-68,,Turnover by D. Brooks (bad pass; steal by R. Gobert)
6:01.0,J. Crowder misses 3-pt shot from 23 ft,,76-68,,
5:59.0,,,76-68,,Defensive rebound by M. Gasol
5:50.0,,,76-68,,Turnover by X. Rathan-Mayes (bad pass)
5:50.0,,,76-68,,K. Simmons enters the game for B. McLemore
5:34.0,R. Gobert misses 2-pt shot from 1 ft,,76-68,,
5:32.0,,,76-68,,Defensive rebound by M. Gasol
5:22.0,,,76-68,,Turnover by D. Brooks (out of bounds lost ball)
5:22.0,,,76-68,,J. Martin enters the game for X. Rathan-Mayes
5:22.0,J. Ingles enters the game for D. Favors,,76-68,,
5:09.0,Turnover by R. Gobert (lost ball; steal by J. Martin),,76-68,,
5:04.0,,,76-68,,D. Brooks misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by R. Rubio,,76-68,,
4:46.0,R. Rubio makes 2-pt shot from 16 ft (assist by J. Ingles),2,78-68,,
4:34.0,,,78-70,2,K. Simmons makes 2-pt shot from 10 ft
4:07.0,J. Crowder makes 3-pt shot from 22 ft (assist by R. Rubio),3,81-70,,
3:57.0,,,81-70,,Turnover by K. Simmons (bad pass; steal by D. Mitchell)
3:53.0,D. Mitchell makes 2-pt shot at rim,2,83-70,,
3:53.0,,,83-70,,Memphis full timeout
