time,Utah,pts.away,score,pts.home,Sacramento
7:56.0,,,8-9,3,B. Bogdanovic makes 3-pt shot from 24 ft
7:32.0,D. Mitchell misses 3-pt shot from 26 ft,,8-9,,
7:30.0,Offensive rebound by R. Rubio,,8-9,,
7:30.0,R. Rubio makes 2-pt shot from 14 ft,2,10-9,,
7:30.0,Shooting foul by D. Fox (drawn by R. Rubio),,10-9,,
7:30.0,R. Rubio misses free throw 1 of 1,,10-9,,
7:27.0,,,10-9,,Defensive rebound by Z. Randolph
7:16.0,,,10-11,2,D. Fox makes 2-pt shot from 17 ft
6:57.0,R. Rubio misses 3-pt shot from 24 ft,,10-11,,
6:53.0,,,10-11,,Defensive rebound by K. Koufos
6:36.0,,,10-11,,D. Fox misses 2-pt shot from 12 ft (block by R. Gobert)
6:33.0,Defensive rebound by R. Rubio,,10-11,,
6:29.0,,,10-11,,Violation by K. Koufos (kicked ball)
6:29.0,,,10-11,,Sacramento full timeout
6:29.0,J. Crowder enters the game for D. Favors,,10-11,,
6:25.0,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell),2,12-11,,
6:01.0,,,12-13,2,B. Bogdanovic makes 2-pt shot from 22 ft
5:40.0,,,12-13,,Personal foul by B. Bogdanovic (drawn by R. Gobert)
5:40.0,,,12-13,,S. Labissiere enters the game for K. Koufos
5:33.0,Shooting foul by J. Jackson (drawn by D. Mitchell),,12-13,,
5:33.0,D. Mitchell makes free throw 1 of 2,1,13-13,,
5:33.0,,,13-13,,V. Carter enters the game for J. Jackson
5:33.0,D. Mitchell makes free throw 2 of 2,1,14-13,,
5:22.0,,,14-13,,Z. Randolph misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by J. Ingles,,14-13,,
5:07.0,D. Mitchell makes 2-pt shot from 1 ft,2,16-13,,
4:53.0,,,16-13,,V. Carter misses 2-pt shot from 6 ft (block by J. Crowder)
4:53.0,,,16-13,,Offensive rebound by Team
4:53.0,J. Jerebko enters the game for R. Rubio,,16-13,,
4:46.0,,,16-13,,B. Bogdanovic misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by D. Mitchell,,16-13,,
4:37.0,D. Mitchell misses 3-pt shot from 24 ft,,16-13,,
4:34.0,,,16-13,,Defensive rebound by B. Bogdanovic
4:22.0,,,16-13,,S. Labissiere misses 2-pt shot from 15 ft
4:18.0,Defensive rebound by J. Jerebko,,16-13,,
4:05.0,J. Jerebko misses 2-pt shot from 1 ft,,16-13,,
4:03.0,,,16-13,,Defensive rebound by D. Fox
3:56.0,,,16-13,,Z. Randolph misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by J. Jerebko,,16-13,,
3:30.0,J. Crowder misses 2-pt shot from 19 ft,,16-13,,
3:29.0,Offensive rebound by R. Gobert,,16-13,,
3:29.0,Shooting foul by Z. Randolph (drawn by R. Gobert),,16-13,,
3:29.0,R. Gobert makes free throw 1 of 2,1,17-13,,
3:29.0,,,17-13,,B. Hield enters the game for B. Bogdanovic
3:29.0,R. O'Neale enters the game for J. Ingles,,17-13,,
3:29.0,R. Gobert misses free throw 2 of 2,,17-13,,
3:24.0,,,17-13,,Defensive rebound by S. Labissiere
3:03.0,,,17-13,,Z. Randolph misses 2-pt shot from 9 ft
3:01.0,Defensive rebound by J. Crowder,,17-13,,
2:54.0,J. Crowder makes 3-pt shot from 24 ft,3,20-13,,
2:40.0,,,20-13,,Turnover by D. Fox (bad pass; steal by J. Crowder)
2:40.0,,,20-13,,Personal foul by Z. Randolph (drawn by J. Crowder)
2:40.0,Utah full timeout,,20-13,,
2:40.0,,,20-13,,F. Mason enters the game for D. Fox
2:40.0,J. Crowder misses free throw 1 of 2,,20-13,,
2:40.0,Offensive rebound by Team,,20-13,,
2:40.0,J. Crowder misses free throw 2 of 2,,20-13,,
2:37.0,,,20-13,,Defensive rebound by V. Carter
2:20.0,,,20-13,,S. Labissiere misses 2-pt shot from 7 ft
2:17.0,Defensive rebound by J. Jerebko,,20-13,,
2:04.0,J. Crowder misses 2-pt shot from 2 ft (block by S. Labissiere),,20-13,,
2:02.0,,,20-13,,Defensive rebound by V. Carter
2:02.0,Personal foul by J. Jerebko (drawn by F. Mason),,20-13,,
2:02.0,D. Favors enters the game for R. Gobert,,20-13,,
2:02.0,R. Neto enters the game for D. Mitchell,,20-13,,
1:50.0,,,20-13,,S. Labissiere misses 2-pt shot from 5 ft
1:47.0,Defensive rebound by J. Jerebko,,20-13,,
1:45.0,Offensive charge foul by J. Jerebko (drawn by V. Carter),,20-13,,
1:45.0,Turnover by J. Jerebko (offensive foul),,20-13,,
1:33.0,,,20-13,,Shooting foul by J. Crowder (drawn by V. Carter)
1:33.0,,,20-14,1,V. Carter makes free throw 1 of 2
1:33.0,,,20-15,1,V. Carter makes free throw 2 of 2
1:21.0,J. Jerebko misses 3-pt shot from 25 ft,,20-15,,
1:12.0,Offensive rebound by D. Favors,,20-15,,
1:12.0,D. Favors makes 2-pt shot at rim,2,22-15,,
1:04.0,,,22-15,,Z. Randolph misses 2-pt shot from 6 ft
1:02.0,Defensive rebound by D. Favors,,22-15,,
0:50.0,R. Neto misses 3-pt shot from 24 ft,,22-15,,
0:46.0,,,22-15,,Defensive rebound by Z. Randolph
0:36.0,,,22-15,,Z. Randolph misses 2-pt shot from 5 ft
0:33.0,,,22-15,,Offensive rebound by Z. Randolph
0:32.0,,,22-15,,Z. Randolph misses 2-pt shot from 2 ft
0:32.0,Defensive rebound by R. O'Neale,,22-15,,
0:13.0,Turnover by R. Neto (lost ball; steal by F. Mason),,22-15,,
0:07.0,,,22-17,2,Z. Randolph makes 2-pt shot from 7 ft (assist by B. Hield)
0:02.0,J. Crowder makes 3-pt shot from 24 ft,3,25-17,,
0:00.0,,,25-17,,F. Mason misses 3-pt shot from 33 ft
0:00.0,,,25-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,25-20,3,F. Mason makes 3-pt shot from 23 ft (assist by V. Carter)
11:24.0,J. Crowder makes 3-pt shot from 25 ft (assist by R. Neto),3,28-20,,
11:07.0,,,28-20,,B. Hield misses 3-pt shot from 24 ft
11:04.0,Defensive rebound by D. Favors,,28-20,,
10:53.0,J. Jerebko makes 3-pt shot from 25 ft (assist by R. O'Neale),3,31-20,,
10:27.0,,,31-20,,V. Carter misses 3-pt shot from 24 ft
10:23.0,Defensive rebound by R. Neto,,31-20,,
10:17.0,J. Jerebko misses 3-pt shot from 25 ft,,31-20,,
10:15.0,,,31-20,,Defensive rebound by V. Carter
10:06.0,,,31-22,2,K. Koufos makes 2-pt shot from 9 ft
9:53.0,D. Favors misses 2-pt shot from 21 ft,,31-22,,
9:50.0,,,31-22,,Defensive rebound by S. Labissiere
9:30.0,,,31-22,,B. Hield misses 3-pt shot from 23 ft (block by R. Neto)
9:26.0,Defensive rebound by R. O'Neale,,31-22,,
9:24.0,R. Neto misses 3-pt shot from 23 ft,,31-22,,
9:21.0,,,31-22,,Defensive rebound by K. Koufos
9:00.0,,,31-22,,F. Mason misses 3-pt shot from 24 ft
8:55.0,Defensive rebound by D. Favors,,31-22,,
8:52.0,J. Crowder makes 2-pt shot from 1 ft,2,33-22,,
8:52.0,,,33-22,,Violation by S. Labissiere (def goaltending)
8:35.0,,,33-25,3,S. Labissiere makes 3-pt shot from 25 ft (assist by K. Koufos)
8:35.0,Utah full timeout,,33-25,,
8:35.0,R. Rubio enters the game for J. Jerebko,,33-25,,
8:35.0,D. Mitchell enters the game for R. Neto,,33-25,,
8:35.0,R. Gobert enters the game for J. Crowder,,33-25,,
8:24.0,,,33-25,,Personal foul by B. Hield (drawn by D. Mitchell)
8:12.0,D. Mitchell misses 3-pt shot from 23 ft,,33-25,,
8:09.0,Offensive rebound by R. Gobert,,33-25,,
8:09.0,R. Gobert makes 2-pt shot from 1 ft,2,35-25,,
8:09.0,Shooting foul by S. Labissiere (drawn by R. Gobert),,35-25,,
8:09.0,R. Gobert misses free throw 1 of 1,,35-25,,
8:02.0,,,35-25,,Defensive rebound by V. Carter
7:51.0,,,35-25,,F. Mason misses 2-pt shot from 17 ft
7:48.0,Defensive rebound by R. Gobert,,35-25,,
7:31.0,Turnover by D. Mitchell (lost ball; steal by F. Mason),,35-25,,
7:27.0,,,35-25,,F. Mason misses 2-pt shot at rim
7:24.0,,,35-25,,Offensive rebound by B. Hield
7:22.0,,,35-25,,B. Hield misses 2-pt shot from 3 ft (block by R. O'Neale)
7:22.0,,,35-25,,Offensive rebound by B. Hield
7:22.0,,,35-25,,B. Hield misses 2-pt shot from 3 ft
7:22.0,,,35-25,,Offensive rebound by S. Labissiere
7:20.0,,,35-25,,Turnover by S. Labissiere (out of bounds lost ball)
7:07.0,R. Gobert misses 2-pt shot from 5 ft (block by K. Koufos),,35-25,,
7:05.0,,,35-25,,Defensive rebound by Team
7:05.0,J. Ingles enters the game for R. O'Neale,,35-25,,
6:44.0,,,35-25,,Turnover by V. Carter (bad pass; steal by J. Ingles)
6:41.0,Shooting foul by B. Hield (drawn by D. Mitchell),,35-25,,
6:41.0,D. Mitchell makes free throw 1 of 2,1,36-25,,
6:41.0,D. Mitchell makes free throw 2 of 2,1,37-25,,
6:27.0,,,37-25,,Turnover by F. Mason (bad pass; steal by R. Gobert)
6:26.0,,,37-25,,Personal foul by F. Mason (drawn by R. Rubio)
6:26.0,R. O'Neale enters the game for R. Rubio,,37-25,,
6:09.0,D. Mitchell makes 3-pt shot from 24 ft (assist by D. Favors),3,40-25,,
6:00.0,,,40-25,,Sacramento full timeout
6:00.0,,,40-25,,Z. Randolph enters the game for B. Hield
6:00.0,,,40-25,,B. Bogdanovic enters the game for K. Koufos
5:51.0,,,40-25,,Turnover by S. Labissiere (out of bounds lost ball)
5:31.0,R. Gobert misses 2-pt shot from 2 ft,,40-25,,
5:29.0,,,40-25,,Defensive rebound by S. Labissiere
5:16.0,,,40-27,2,V. Carter makes 2-pt shot from 16 ft
5:04.0,,,40-27,,D. Fox enters the game for F. Mason
5:04.0,,,40-27,,J. Jackson enters the game for V. Carter
5:04.0,J. Crowder enters the game for D. Favors,,40-27,,
4:54.0,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell),2,42-27,,
4:42.0,,,42-27,,Turnover by Z. Randolph (out of bounds lost ball)
4:32.0,J. Ingles makes 3-pt shot from 25 ft (assist by R. Gobert),3,45-27,,
4:15.0,,,45-29,2,D. Fox makes 2-pt shot from 15 ft (assist by S. Labissiere)
4:00.0,R. O'Neale misses 2-pt shot from 1 ft,,45-29,,
3:57.0,,,45-29,,Defensive rebound by B. Bogdanovic
3:54.0,,,45-29,,Shooting foul by D. Mitchell (drawn by D. Fox)
3:54.0,,,45-30,1,D. Fox makes free throw 1 of 2
3:54.0,R. Rubio enters the game for R. O'Neale,,45-30,,
3:54.0,,,45-31,1,D. Fox makes free throw 2 of 2
3:34.0,J. Crowder misses 3-pt shot from 25 ft (block by S. Labissiere),,45-31,,
3:30.0,,,45-31,,Defensive rebound by D. Fox
3:28.0,,,45-34,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by D. Fox)
3:04.0,R. Rubio misses 2-pt shot from 14 ft,,45-34,,
3:02.0,,,45-34,,Defensive rebound by S. Labissiere
2:52.0,,,45-37,3,Z. Randolph makes 3-pt shot from 26 ft (assist by S. Labissiere)
2:38.0,,,45-37,,Personal foul by B. Bogdanovic (drawn by R. Rubio)
2:38.0,R. Rubio misses free throw 1 of 2,,45-37,,
2:38.0,Offensive rebound by Team,,45-37,,
2:38.0,R. Rubio makes free throw 2 of 2,1,46-37,,
2:20.0,,,46-37,,D. Fox misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by R. Rubio,,46-37,,
2:05.0,J. Ingles misses 2-pt shot from 21 ft,,46-37,,
2:02.0,,,46-37,,Defensive rebound by D. Fox
1:57.0,,,46-39,2,D. Fox makes 2-pt shot from 3 ft
1:35.0,D. Mitchell makes 3-pt shot from 25 ft,3,49-39,,
1:15.0,,,49-39,,D. Fox misses 2-pt shot from 19 ft
1:11.0,Defensive rebound by J. Crowder,,49-39,,
1:01.0,R. Gobert misses 2-pt shot from 8 ft,,49-39,,
0:58.0,Offensive rebound by R. Gobert,,49-39,,
0:56.0,Shooting foul by D. Fox (drawn by J. Crowder),,49-39,,
0:56.0,J. Crowder misses free throw 1 of 2,,49-39,,
0:56.0,Offensive rebound by Team,,49-39,,
0:56.0,J. Crowder makes free throw 2 of 2,1,50-39,,
0:40.0,,,50-41,2,Z. Randolph makes 2-pt shot from 6 ft
0:31.0,D. Mitchell misses 2-pt shot from 1 ft,,50-41,,
0:28.0,,,50-41,,Defensive rebound by S. Labissiere
0:25.0,,,50-43,2,D. Fox makes 2-pt shot from 1 ft
0:11.0,Shooting foul by D. Fox (drawn by D. Mitchell),,50-43,,
0:11.0,D. Mitchell makes free throw 1 of 2,1,51-43,,
0:11.0,D. Mitchell makes free throw 2 of 2,1,52-43,,
0:03.0,Personal foul by R. Rubio (drawn by D. Fox),,52-43,,
0:01.0,,,52-43,,D. Fox misses 2-pt shot from 6 ft
0:00.0,Defensive rebound by R. Rubio,,52-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Personal foul by R. Rubio (drawn by B. Bogdanovic),,52-43,,
11:35.0,,,52-43,,Z. Randolph misses 3-pt shot from 25 ft
11:33.0,Defensive rebound by R. Gobert,,52-43,,
11:19.0,D. Mitchell misses 3-pt shot from 22 ft,,52-43,,
11:15.0,Offensive rebound by R. Gobert,,52-43,,
11:08.0,R. Rubio makes 2-pt shot from 1 ft,2,54-43,,
11:04.0,,,54-43,,Turnover by K. Koufos (bad pass; steal by R. Rubio)
10:57.0,Turnover by J. Ingles (traveling),,54-43,,
10:43.0,,,54-43,,Turnover by D. Fox (bad pass; steal by R. Gobert)
10:36.0,R. Rubio misses 2-pt shot from 10 ft,,54-43,,
10:33.0,,,54-43,,Defensive rebound by K. Koufos
10:25.0,,,54-43,,Shooting foul by D. Favors (drawn by Z. Randolph)
10:25.0,,,54-44,1,Z. Randolph makes free throw 1 of 2
10:25.0,,,54-45,1,Z. Randolph makes free throw 2 of 2
10:17.0,Offensive foul by R. Gobert (drawn by D. Fox),,54-45,,
10:17.0,Turnover by R. Gobert (offensive foul),,54-45,,
9:53.0,,,54-45,,Z. Randolph misses 2-pt shot from 15 ft
9:50.0,,,54-45,,Offensive rebound by J. Jackson
9:44.0,,,54-45,,D. Fox misses 2-pt shot from 13 ft
9:41.0,,,54-45,,Offensive rebound by K. Koufos
9:41.0,,,54-45,,Sacramento full timeout
9:32.0,,,54-45,,Z. Randolph misses 3-pt shot from 23 ft
9:30.0,Defensive rebound by R. Rubio,,54-45,,
9:27.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Rubio),2,56-45,,
9:06.0,,,56-45,,Shooting foul by R. Gobert (drawn by Z. Randolph)
9:06.0,,,56-45,,Z. Randolph misses free throw 1 of 2
9:06.0,,,56-45,,Offensive rebound by Team
9:06.0,,,56-46,1,Z. Randolph makes free throw 2 of 2
8:48.0,D. Favors makes 3-pt shot from 22 ft (assist by D. Mitchell),3,59-46,,
8:29.0,,,59-46,,K. Koufos misses 2-pt shot from 7 ft
8:25.0,Defensive rebound by R. Gobert,,59-46,,
8:21.0,R. Rubio misses 2-pt shot from 1 ft,,59-46,,
8:14.0,Offensive rebound by R. Gobert,,59-46,,
8:14.0,R. Gobert misses 2-pt shot at rim,,59-46,,
8:13.0,Offensive rebound by D. Favors,,59-46,,
8:09.0,R. Rubio misses 2-pt shot from 21 ft,,59-46,,
8:09.0,,,59-46,,Defensive rebound by Z. Randolph
8:04.0,,,59-48,2,D. Fox makes 2-pt shot from 5 ft
7:50.0,,,59-48,,Personal foul by K. Koufos (drawn by R. Gobert)
7:50.0,,,59-48,,B. Hield enters the game for J. Jackson
7:47.0,D. Favors misses 2-pt shot from 18 ft,,59-48,,
7:44.0,,,59-48,,Defensive rebound by B. Bogdanovic
7:28.0,,,59-48,,D. Fox misses 3-pt shot from 25 ft
7:28.0,Defensive rebound by J. Ingles,,59-48,,
7:17.0,J. Ingles makes 3-pt shot from 25 ft (assist by D. Mitchell),3,62-48,,
6:55.0,,,62-48,,B. Bogdanovic misses 2-pt shot from 4 ft (block by R. Gobert)
6:52.0,Defensive rebound by R. Rubio,,62-48,,
6:49.0,Turnover by R. Rubio (bad pass; steal by D. Fox),,62-48,,
6:44.0,,,62-48,,B. Hield misses 3-pt shot from 24 ft
6:40.0,Defensive rebound by D. Mitchell,,62-48,,
6:23.0,,,62-48,,Personal foul by K. Koufos (drawn by R. Gobert)
6:23.0,,,62-48,,S. Labissiere enters the game for K. Koufos
6:23.0,J. Crowder enters the game for D. Favors,,62-48,,
6:14.0,R. Rubio misses 3-pt shot from 23 ft,,62-48,,
6:09.0,Offensive rebound by J. Crowder,,62-48,,
6:07.0,R. Gobert makes 2-pt shot from 2 ft (assist by J. Crowder),2,64-48,,
5:54.0,,,64-48,,Turnover by S. Labissiere (lost ball; steal by R. Gobert)
5:47.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,66-48,,
5:28.0,,,66-51,3,B. Hield makes 3-pt shot from 24 ft
5:14.0,J. Ingles misses 3-pt shot from 25 ft,,66-51,,
5:11.0,,,66-51,,Defensive rebound by B. Hield
5:04.0,,,66-51,,Z. Randolph misses 3-pt shot from 25 ft
4:56.0,,,66-51,,Offensive rebound by S. Labissiere
4:56.0,,,66-53,2,S. Labissiere makes 2-pt shot at rim
4:36.0,D. Mitchell makes 3-pt shot from 26 ft,3,69-53,,
4:24.0,,,69-55,2,S. Labissiere makes 2-pt shot from 1 ft (assist by D. Fox)
4:24.0,,,69-55,,Shooting foul by J. Crowder (drawn by S. Labissiere)
4:24.0,,,69-55,,F. Mason enters the game for D. Fox
4:24.0,,,69-55,,J. Jackson enters the game for Z. Randolph
4:24.0,R. O'Neale enters the game for J. Ingles,,69-55,,
4:24.0,J. Jerebko enters the game for R. Rubio,,69-55,,
4:24.0,,,69-56,1,S. Labissiere makes free throw 1 of 1
4:10.0,J. Jerebko misses 3-pt shot from 25 ft,,69-56,,
4:05.0,,,69-56,,Defensive rebound by B. Bogdanovic
4:02.0,,,69-56,,J. Jackson misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by R. O'Neale,,69-56,,
3:55.0,,,69-56,,Personal foul by B. Hield (drawn by R. O'Neale)
3:51.0,Shooting foul by S. Labissiere (drawn by R. Gobert),,69-56,,
3:51.0,R. Gobert makes free throw 1 of 2,1,70-56,,
3:51.0,R. Gobert makes free throw 2 of 2,1,71-56,,
3:39.0,Shooting block foul by J. Jerebko (drawn by J. Jackson),,71-56,,
3:39.0,,,71-56,,J. Jackson misses free throw 1 of 2
3:39.0,,,71-56,,Offensive rebound by Team
3:39.0,,,71-56,,V. Carter enters the game for B. Bogdanovic
3:39.0,,,71-57,1,J. Jackson makes free throw 2 of 2
3:12.0,J. Jerebko makes 2-pt shot from 21 ft (assist by D. Mitchell),2,73-57,,
3:06.0,,,73-57,,V. Carter misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by R. Gobert,,73-57,,
2:56.0,Utah full timeout,,73-57,,
2:54.0,J. Crowder misses 2-pt shot from 18 ft,,73-57,,
2:50.0,,,73-57,,Defensive rebound by V. Carter
2:41.0,,,73-59,2,B. Hield makes 2-pt shot from 16 ft (assist by S. Labissiere)
2:23.0,,,73-59,,Personal foul by F. Mason (drawn by D. Mitchell)
2:23.0,D. Mitchell makes free throw 1 of 2,1,74-59,,
2:23.0,D. Favors enters the game for R. Gobert,,74-59,,
2:23.0,D. Mitchell makes free throw 2 of 2,1,75-59,,
2:09.0,,,75-59,,B. Hield misses 2-pt shot from 2 ft
2:05.0,Defensive rebound by D. Favors,,75-59,,
1:57.0,Turnover by D. Mitchell (bad pass; steal by F. Mason),,75-59,,
1:51.0,,,75-59,,F. Mason misses 2-pt shot from 1 ft
1:51.0,,,75-59,,Offensive rebound by S. Labissiere
1:51.0,,,75-59,,Shooting foul by D. Favors (drawn by S. Labissiere)
1:51.0,,,75-60,1,S. Labissiere makes free throw 1 of 2
1:51.0,R. Rubio enters the game for D. Mitchell,,75-60,,
1:51.0,,,75-61,1,S. Labissiere makes free throw 2 of 2
1:35.0,J. Crowder misses 2-pt shot from 3 ft (block by S. Labissiere),,75-61,,
1:30.0,,,75-61,,Defensive rebound by J. Jackson
1:29.0,,,75-63,2,B. Hield makes 2-pt shot at rim (assist by J. Jackson)
1:11.0,J. Jerebko misses 2-pt shot from 8 ft (block by J. Jackson),,75-63,,
1:11.0,Offensive rebound by Team,,75-63,,
1:06.0,Jump ball: J. Jackson vs. J. Jerebko (J. Crowder gains possession),,,,Jump ball: J. Jackson vs. J. Jerebko (J. Crowder gains possession)
1:06.0,Turnover by R. Rubio (traveling),,75-63,,
0:47.0,,,75-63,,Turnover by B. Hield (lost ball; steal by R. Rubio)
0:42.0,J. Crowder misses 2-pt shot at rim,,75-63,,
0:39.0,,,75-63,,Defensive rebound by S. Labissiere
0:26.0,,,75-66,3,F. Mason makes 3-pt shot from 24 ft
0:06.0,R. Rubio misses 2-pt shot from 2 ft (block by B. Hield),,75-66,,
0:06.0,Offensive rebound by Team,,75-66,,
0:04.0,R. O'Neale misses 3-pt shot from 25 ft,,75-66,,
0:01.0,,,75-66,,Defensive rebound by Team
0:00.0,,,75-66,,F. Mason misses 3-pt shot from 46 ft
0:00.0,,,75-66,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,J. Jerebko makes 3-pt shot from 23 ft (assist by R. Rubio),3,78-66,,
11:16.0,,,78-66,,S. Labissiere misses 2-pt shot from 16 ft
11:11.0,Defensive rebound by J. Jerebko,,78-66,,
11:06.0,Turnover by J. Crowder (bad pass),,78-66,,
10:53.0,,,78-68,2,S. Labissiere makes 2-pt shot from 6 ft
10:53.0,,,78-68,,Shooting foul by D. Favors (drawn by S. Labissiere)
10:53.0,,,78-68,,S. Labissiere misses free throw 1 of 1
10:49.0,Defensive rebound by D. Favors,,78-68,,
10:37.0,Shooting foul by S. Labissiere (drawn by J. Crowder),,78-68,,
10:37.0,J. Crowder misses free throw 1 of 3,,78-68,,
10:37.0,Offensive rebound by Team,,78-68,,
10:37.0,J. Crowder makes free throw 2 of 3,1,79-68,,
10:37.0,J. Ingles enters the game for R. O'Neale,,79-68,,
10:37.0,J. Crowder makes free throw 3 of 3,1,80-68,,
10:29.0,,,80-68,,Offensive foul by S. Labissiere (drawn by D. Favors)
10:29.0,,,80-68,,Turnover by S. Labissiere (offensive foul)
10:05.0,J. Crowder misses 3-pt shot from 25 ft,,80-68,,
10:00.0,,,80-68,,Defensive rebound by J. Jackson
9:55.0,,,80-68,,F. Mason misses 3-pt shot from 23 ft
9:51.0,,,80-68,,Offensive rebound by S. Labissiere
9:51.0,,,80-68,,S. Labissiere misses 2-pt shot at rim
9:50.0,,,80-68,,Offensive rebound by S. Labissiere
9:50.0,,,80-68,,S. Labissiere misses 2-pt shot at rim
9:49.0,Defensive rebound by J. Crowder,,80-68,,
9:44.0,Turnover by J. Crowder (bad pass; steal by F. Mason),,80-68,,
9:40.0,,,80-68,,B. Hield misses 2-pt shot from 2 ft (block by J. Ingles)
9:40.0,,,80-68,,Offensive rebound by Team
9:40.0,,,80-68,,K. Koufos enters the game for S. Labissiere
9:40.0,D. Mitchell enters the game for J. Crowder,,80-68,,
9:33.0,,,80-68,,B. Hield misses 3-pt shot from 23 ft
9:30.0,Defensive rebound by J. Jerebko,,80-68,,
9:21.0,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles),2,82-68,,
9:04.0,,,82-70,2,K. Koufos makes 2-pt shot from 1 ft (assist by F. Mason)
8:48.0,D. Mitchell misses 2-pt shot from 9 ft,,82-70,,
8:44.0,Offensive rebound by D. Favors,,82-70,,
8:43.0,D. Mitchell makes 2-pt shot from 2 ft,2,84-70,,
8:22.0,,,84-72,2,K. Koufos makes 2-pt shot from 8 ft
8:09.0,R. Rubio misses 2-pt shot from 7 ft (block by F. Mason),,84-72,,
8:09.0,Offensive rebound by Team,,84-72,,
8:09.0,R. Gobert enters the game for J. Jerebko,,84-72,,
7:56.0,R. Rubio makes 2-pt shot from 18 ft (assist by R. Gobert),2,86-72,,
7:47.0,,,86-75,3,F. Mason makes 3-pt shot from 25 ft
7:23.0,D. Favors misses 3-pt shot from 23 ft,,86-75,,
7:15.0,,,86-75,,Defensive rebound by B. Hield
7:12.0,,,86-75,,V. Carter misses 3-pt shot from 25 ft
7:09.0,Defensive rebound by J. Ingles,,86-75,,
6:54.0,D. Favors makes 2-pt shot from 2 ft (assist by R. Rubio),2,88-75,,
6:29.0,,,88-77,2,J. Jackson makes 2-pt shot from 4 ft (assist by K. Koufos)
6:29.0,Utah full timeout,,88-77,,
6:29.0,R. O'Neale enters the game for R. Rubio,,88-77,,
6:06.0,D. Mitchell makes 2-pt shot from 1 ft,2,90-77,,
5:48.0,,,90-79,2,V. Carter makes 2-pt shot from 2 ft
5:30.0,,,90-79,,Personal foul by F. Mason (drawn by D. Mitchell)
5:30.0,,,90-79,,D. Fox enters the game for F. Mason
5:30.0,,,90-79,,B. Bogdanovic enters the game for J. Jackson
5:30.0,R. Rubio enters the game for R. O'Neale,,90-79,,
5:21.0,R. Gobert makes 2-pt shot from 2 ft (assist by J. Ingles),2,92-79,,
