time,Toronto,pts.away,score,pts.home,Brooklyn
2:06.0,,,22-15,2,C. LeVert makes 2-pt shot at rim
1:54.0,Offensive charge foul by D. Wright (drawn by Q. Acy),,22-15,,
1:54.0,Turnover by D. Wright (offensive foul),,22-15,,
1:34.0,,,22-17,2,Q. Acy makes 2-pt shot from 15 ft (assist by J. Harris)
1:18.0,D. DeRozan misses 2-pt shot from 9 ft,,22-17,,
1:17.0,Offensive rebound by J. Poeltl,,22-17,,
1:17.0,J. Poeltl misses 2-pt shot from 2 ft,,22-17,,
1:15.0,Offensive rebound by Team,,22-17,,
1:10.0,,,22-17,,Personal foul by Q. Acy (drawn by D. DeRozan)
1:10.0,D. DeRozan makes free throw 1 of 2,1,23-17,,
1:10.0,D. DeRozan makes free throw 2 of 2,1,24-17,,
0:52.0,,,24-19,2,J. Allen makes 2-pt shot at rim (assist by C. LeVert)
0:33.0,D. DeRozan makes 2-pt shot from 4 ft,2,26-19,,
0:21.0,,,26-19,,C. LeVert misses 2-pt shot from 3 ft
0:19.0,Defensive rebound by P. Siakam,,26-19,,
0:01.0,D. DeRozan misses 3-pt shot from 26 ft,,26-19,,
0:01.0,,,26-19,,Defensive rebound by M. Doyle
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,C. Miles misses 3-pt shot from 25 ft,,26-19,,
11:44.0,,,26-19,,Defensive rebound by Q. Acy
11:26.0,,,26-19,,J. Harris misses 2-pt shot from 5 ft (block by C. Miles)
11:24.0,,,26-19,,Offensive rebound by Q. Acy
11:23.0,,,26-19,,M. Doyle misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by D. Wright,,26-19,,
11:04.0,P. Siakam misses 3-pt shot from 23 ft,,26-19,,
11:02.0,,,26-19,,Defensive rebound by Q. Acy
10:43.0,,,26-19,,M. Doyle misses 2-pt shot from 1 ft
10:41.0,Defensive rebound by J. Poeltl,,26-19,,
10:39.0,F. VanVleet misses 2-pt shot from 1 ft (block by C. LeVert),,26-19,,
10:39.0,Offensive rebound by Team,,26-19,,
10:20.0,C. Miles misses 3-pt shot from 23 ft,,26-19,,
10:16.0,,,26-19,,Defensive rebound by Q. Acy
10:02.0,,,26-21,2,J. Okafor makes 2-pt shot from 3 ft
9:54.0,Shooting foul by J. Harris (drawn by C. Miles),,26-21,,
9:54.0,C. Miles makes free throw 1 of 2,1,27-21,,
9:54.0,C. Miles makes free throw 2 of 2,1,28-21,,
9:38.0,,,28-21,,Turnover by C. LeVert (traveling)
9:21.0,P. Siakam misses 3-pt shot from 24 ft,,28-21,,
9:18.0,,,28-21,,Defensive rebound by C. LeVert
9:04.0,Personal foul by J. Poeltl (drawn by J. Okafor),,28-21,,
8:55.0,,,28-21,,Turnover by J. Harris (lost ball; steal by C. Miles)
8:51.0,J. Poeltl makes 2-pt shot at rim,2,30-21,,
8:32.0,Personal foul by F. VanVleet (drawn by J. Okafor),,30-21,,
8:32.0,,,30-21,,R. Hollis-Jefferson enters the game for M. Doyle
8:20.0,,,30-21,,C. LeVert misses 2-pt shot from 8 ft
8:18.0,Defensive rebound by F. VanVleet,,30-21,,
8:13.0,C. Miles misses 3-pt shot from 25 ft,,30-21,,
8:11.0,,,30-21,,Defensive rebound by Q. Acy
8:07.0,,,30-21,,C. LeVert misses 2-pt shot from 1 ft (block by P. Siakam)
8:04.0,Defensive rebound by F. VanVleet,,30-21,,
7:55.0,P. Siakam misses 3-pt shot from 22 ft,,30-21,,
7:52.0,,,30-21,,Defensive rebound by J. Okafor
7:50.0,,,30-21,,Brooklyn full timeout
7:50.0,K. Lowry enters the game for C. Miles,,30-21,,
7:50.0,,,30-21,,S. Dinwiddie enters the game for C. LeVert
7:42.0,,,30-23,2,S. Dinwiddie makes 2-pt shot from 14 ft
7:17.0,P. Siakam makes 3-pt shot from 25 ft (assist by J. Poeltl),3,33-23,,
7:04.0,Personal foul by F. VanVleet (drawn by J. Okafor),,33-23,,
6:52.0,Shooting block foul by P. Siakam (drawn by S. Dinwiddie),,33-23,,
6:52.0,,,33-24,1,S. Dinwiddie makes free throw 1 of 2
6:52.0,J. Valanciunas enters the game for F. VanVleet,,33-24,,
6:52.0,D. DeRozan enters the game for J. Poeltl,,33-24,,
6:52.0,,,33-25,1,S. Dinwiddie makes free throw 2 of 2
6:40.0,J. Valanciunas misses 2-pt shot from 10 ft,,33-25,,
6:38.0,,,33-25,,Defensive rebound by J. Harris
6:29.0,,,33-25,,Shooting foul by D. DeRozan (drawn by R. Hollis-Jefferson)
6:29.0,,,33-26,1,R. Hollis-Jefferson makes free throw 1 of 2
6:29.0,O. Anunoby enters the game for P. Siakam,,33-26,,
6:29.0,S. Ibaka enters the game for D. Wright,,33-26,,
6:29.0,,,33-27,1,R. Hollis-Jefferson makes free throw 2 of 2
6:10.0,K. Lowry makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,35-27,,
6:10.0,Shooting foul by J. Okafor (drawn by K. Lowry),,35-27,,
6:10.0,,,35-27,,J. Allen enters the game for J. Okafor
6:10.0,K. Lowry makes free throw 1 of 1,1,36-27,,
5:58.0,,,36-27,,S. Dinwiddie misses 3-pt shot from 24 ft
5:55.0,Defensive rebound by J. Valanciunas,,36-27,,
5:50.0,Turnover by K. Lowry (turnover),,36-27,,
5:36.0,,,36-27,,Q. Acy misses 3-pt shot from 23 ft
5:33.0,,,36-27,,Offensive rebound by J. Allen
5:32.0,,,36-27,,Turnover by J. Allen (lost ball; steal by D. DeRozan)
5:24.0,Shooting foul by J. Harris (drawn by D. DeRozan),,36-27,,
5:24.0,D. DeRozan misses free throw 1 of 2,,36-27,,
5:24.0,Offensive rebound by Team,,36-27,,
5:24.0,,,36-27,,A. Crabbe enters the game for J. Harris
5:24.0,,,36-27,,M. Doyle enters the game for Q. Acy
5:24.0,D. DeRozan makes free throw 2 of 2,1,37-27,,
5:09.0,,,37-29,2,M. Doyle makes 2-pt shot from 2 ft
4:58.0,J. Valanciunas misses 2-pt shot from 1 ft,,37-29,,
4:56.0,,,37-29,,Defensive rebound by M. Doyle
4:52.0,,,37-32,3,A. Crabbe makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
4:44.0,O. Anunoby misses 3-pt shot from 22 ft,,37-32,,
4:40.0,,,37-32,,Defensive rebound by R. Hollis-Jefferson
4:27.0,,,37-32,,S. Dinwiddie misses 2-pt shot from 5 ft
4:24.0,Defensive rebound by S. Ibaka,,37-32,,
4:18.0,Turnover by D. DeRozan (out of bounds lost ball),,37-32,,
3:55.0,,,37-35,3,A. Crabbe makes 3-pt shot from 27 ft (assist by S. Dinwiddie)
3:53.0,Toronto full timeout,,37-35,,
3:45.0,D. DeRozan misses 2-pt shot from 10 ft,,37-35,,
3:42.0,,,37-35,,Defensive rebound by R. Hollis-Jefferson
3:34.0,,,37-37,2,J. Allen makes 2-pt shot at rim (assist by A. Crabbe)
3:14.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,39-37,,
2:52.0,,,39-37,,A. Crabbe misses 2-pt shot from 22 ft
2:50.0,Defensive rebound by J. Valanciunas,,39-37,,
2:47.0,,,39-37,,Personal block foul by S. Dinwiddie (drawn by K. Lowry)
2:39.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,41-37,,
2:22.0,,,41-37,,R. Hollis-Jefferson misses 2-pt shot from 6 ft
2:19.0,Defensive rebound by J. Valanciunas,,41-37,,
2:16.0,S. Ibaka misses 2-pt shot from 8 ft,,41-37,,
2:11.0,,,41-37,,Defensive rebound by S. Dinwiddie
2:08.0,,,41-37,,Shooting foul by O. Anunoby (drawn by S. Dinwiddie)
2:08.0,,,41-38,1,S. Dinwiddie makes free throw 1 of 2
2:08.0,N. Powell enters the game for O. Anunoby,,41-38,,
2:08.0,,,41-39,1,S. Dinwiddie makes free throw 2 of 2
1:56.0,Turnover by K. Lowry (bad pass; steal by R. Hollis-Jefferson),,41-39,,
1:52.0,,,41-41,2,S. Dinwiddie makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson)
1:35.0,J. Valanciunas misses 2-pt shot from 1 ft,,41-41,,
1:31.0,,,41-41,,Defensive rebound by A. Crabbe
1:23.0,,,41-41,,S. Dinwiddie misses 3-pt shot from 24 ft
1:21.0,Defensive rebound by Team,,41-41,,
1:21.0,,,41-41,,Q. Acy enters the game for J. Allen
1:12.0,D. DeRozan makes 2-pt shot from 4 ft,2,43-41,,
1:12.0,Shooting foul by A. Crabbe (drawn by D. DeRozan),,43-41,,
1:12.0,D. DeRozan misses free throw 1 of 1,,43-41,,
1:10.0,,,43-41,,Defensive rebound by R. Hollis-Jefferson
1:00.0,,,43-44,3,A. Crabbe makes 3-pt shot from 26 ft (assist by S. Dinwiddie)
0:48.0,D. DeRozan misses 2-pt shot from 17 ft,,43-44,,
0:46.0,Offensive rebound by S. Ibaka,,43-44,,
0:44.0,S. Ibaka misses 2-pt shot from 9 ft (block by Q. Acy),,43-44,,
0:44.0,,,43-44,,Defensive rebound by A. Crabbe
0:38.0,,,43-44,,Offensive foul by S. Dinwiddie (drawn by K. Lowry)
0:38.0,,,43-44,,Turnover by S. Dinwiddie (offensive foul)
0:33.0,D. DeRozan makes 2-pt shot from 12 ft,2,45-44,,
0:14.0,,,45-44,,Q. Acy misses 2-pt shot from 14 ft
0:11.0,,,45-44,,Offensive rebound by R. Hollis-Jefferson
0:00.0,,,45-44,,S. Dinwiddie misses 2-pt shot from 7 ft
0:00.0,,,45-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,D. DeRozan misses 2-pt shot from 13 ft,,45-44,,
11:51.0,,,45-44,,Defensive rebound by Team
11:51.0,Loose ball foul by J. Valanciunas (drawn by T. Zeller),,45-44,,
11:42.0,,,45-44,,A. Crabbe misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by S. Ibaka,,45-44,,
11:33.0,,,45-44,,Personal foul by R. Hollis-Jefferson (drawn by D. DeRozan)
11:27.0,J. Valanciunas misses 2-pt shot from 10 ft,,45-44,,
11:25.0,,,45-44,,Defensive rebound by A. Crabbe
11:16.0,,,45-46,2,J. Harris makes 2-pt shot from 22 ft (assist by A. Crabbe)
11:04.0,S. Ibaka misses 3-pt shot from 25 ft,,45-46,,
11:01.0,,,45-46,,Defensive rebound by J. Harris
10:54.0,,,45-46,,R. Hollis-Jefferson misses 2-pt shot from 6 ft
10:50.0,Defensive rebound by K. Lowry,,45-46,,
10:45.0,D. DeRozan makes 3-pt shot from 25 ft (assist by K. Lowry),3,48-46,,
10:28.0,Personal foul by J. Valanciunas (drawn by T. Zeller),,48-46,,
10:25.0,Personal foul by K. Lowry (drawn by S. Dinwiddie),,48-46,,
10:15.0,,,48-46,,S. Dinwiddie misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by J. Valanciunas,,48-46,,
10:05.0,J. Valanciunas makes 2-pt shot from 11 ft (assist by K. Lowry),2,50-46,,
9:53.0,,,50-48,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by S. Dinwiddie)
9:44.0,S. Ibaka misses 3-pt shot from 25 ft,,50-48,,
9:43.0,,,50-48,,Defensive rebound by T. Zeller
9:25.0,,,50-48,,T. Zeller misses 3-pt shot from 24 ft
9:23.0,Defensive rebound by J. Valanciunas,,50-48,,
9:14.0,S. Ibaka misses 2-pt shot from 10 ft,,50-48,,
9:12.0,,,50-48,,Defensive rebound by R. Hollis-Jefferson
9:05.0,,,50-48,,A. Crabbe misses 2-pt shot from 20 ft
9:03.0,,,50-48,,Offensive rebound by T. Zeller
9:01.0,,,50-50,2,T. Zeller makes 2-pt shot from 2 ft
8:47.0,O. Anunoby makes 2-pt shot from 1 ft (assist by K. Lowry),2,52-50,,
8:47.0,Shooting foul by T. Zeller (drawn by O. Anunoby),,52-50,,
8:47.0,D. Wright enters the game for S. Ibaka,,52-50,,
8:47.0,O. Anunoby makes free throw 1 of 1,1,53-50,,
8:37.0,,,53-52,2,T. Zeller makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
8:26.0,D. DeRozan misses 2-pt shot from 11 ft,,53-52,,
8:23.0,,,53-52,,Defensive rebound by R. Hollis-Jefferson
8:19.0,,,53-54,2,R. Hollis-Jefferson makes 2-pt shot from 7 ft
8:19.0,,,53-54,,Shooting foul by O. Anunoby (drawn by R. Hollis-Jefferson)
8:19.0,,,53-55,1,R. Hollis-Jefferson makes free throw 1 of 1
8:03.0,K. Lowry misses 2-pt shot from 5 ft,,53-55,,
8:02.0,Offensive rebound by J. Valanciunas,,53-55,,
8:02.0,Shooting foul by T. Zeller (drawn by J. Valanciunas),,53-55,,
8:02.0,J. Valanciunas misses free throw 1 of 2,,53-55,,
8:02.0,Offensive rebound by Team,,53-55,,
8:02.0,S. Ibaka enters the game for O. Anunoby,,53-55,,
8:02.0,J. Valanciunas makes free throw 2 of 2,1,54-55,,
7:50.0,,,54-55,,T. Zeller misses 2-pt shot from 6 ft
7:48.0,Defensive rebound by S. Ibaka,,54-55,,
7:39.0,Turnover by K. Lowry (traveling),,54-55,,
7:21.0,,,54-55,,Turnover by T. Zeller (step out of bounds)
7:05.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by K. Lowry),2,56-55,,
6:53.0,,,56-55,,J. Harris misses 2-pt shot from 1 ft (block by S. Ibaka)
6:51.0,Defensive rebound by K. Lowry,,56-55,,
6:40.0,D. Wright makes 3-pt shot from 24 ft (assist by K. Lowry),3,59-55,,
6:40.0,,,59-55,,Brooklyn full timeout
6:40.0,,,59-55,,J. Allen enters the game for T. Zeller
6:28.0,,,59-57,2,J. Allen makes 2-pt shot at rim (assist by R. Hollis-Jefferson)
6:28.0,,,59-57,,Shooting foul by J. Valanciunas (drawn by J. Allen)
6:28.0,,,59-57,,J. Allen misses free throw 1 of 1
6:26.0,Defensive rebound by J. Valanciunas,,59-57,,
6:14.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry),2,61-57,,
6:14.0,Shooting foul by J. Allen (drawn by J. Valanciunas),,61-57,,
6:14.0,J. Valanciunas misses free throw 1 of 1,,61-57,,
6:12.0,,,61-57,,Defensive rebound by R. Hollis-Jefferson
5:53.0,,,61-57,,S. Dinwiddie misses 2-pt shot from 2 ft (block by S. Ibaka)
5:53.0,,,61-57,,Offensive rebound by Team
5:50.0,,,61-59,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by J. Harris)
5:38.0,D. Wright misses 3-pt shot from 22 ft,,61-59,,
5:35.0,,,61-59,,Defensive rebound by R. Hollis-Jefferson
5:27.0,,,61-59,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
5:26.0,,,61-59,,Offensive rebound by R. Hollis-Jefferson
5:23.0,,,61-62,3,J. Harris makes 3-pt shot from 24 ft (assist by R. Hollis-Jefferson)
5:11.0,Shooting foul by A. Crabbe (drawn by D. DeRozan),,61-62,,
5:11.0,D. DeRozan misses free throw 1 of 2,,61-62,,
5:11.0,Offensive rebound by Team,,61-62,,
5:11.0,D. DeRozan makes free throw 2 of 2,1,62-62,,
5:00.0,,,62-64,2,A. Crabbe makes 2-pt shot from 15 ft
4:50.0,,,62-64,,Personal foul by J. Harris (drawn by D. Wright)
4:50.0,D. Wright makes free throw 1 of 2,1,63-64,,
4:50.0,L. Nogueira enters the game for J. Valanciunas,,63-64,,
4:50.0,D. Wright makes free throw 2 of 2,1,64-64,,
4:44.0,,,64-64,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
4:43.0,,,64-64,,Offensive rebound by J. Harris
4:42.0,,,64-64,,J. Harris misses 2-pt shot from 2 ft (block by D. DeRozan)
4:41.0,Defensive rebound by D. Wright,,64-64,,
4:36.0,K. Lowry makes 2-pt shot from 1 ft,2,66-64,,
4:13.0,,,66-64,,J. Harris misses 3-pt shot from 24 ft
4:10.0,Defensive rebound by S. Ibaka,,66-64,,
4:03.0,K. Lowry misses 3-pt shot from 27 ft,,66-64,,
4:03.0,,,66-64,,Defensive rebound by A. Crabbe
3:47.0,,,66-64,,Q. Acy enters the game for J. Harris
3:47.0,,,66-64,,C. LeVert enters the game for R. Hollis-Jefferson
3:41.0,,,66-64,,S. Dinwiddie misses 2-pt shot from 1 ft
3:41.0,Defensive rebound by D. Wright,,66-64,,
3:26.0,D. DeRozan misses 2-pt shot from 8 ft,,66-64,,
3:26.0,,,66-64,,Defensive rebound by A. Crabbe
3:13.0,,,66-64,,Q. Acy misses 2-pt shot from 1 ft
3:13.0,Defensive rebound by S. Ibaka,,66-64,,
3:00.0,,,66-64,,Personal foul by Q. Acy (drawn by S. Ibaka)
3:00.0,S. Ibaka makes free throw 1 of 2,1,67-64,,
3:00.0,C. Miles enters the game for K. Lowry,,67-64,,
3:00.0,S. Ibaka makes free throw 2 of 2,1,68-64,,
2:44.0,,,68-64,,Turnover by Q. Acy (bad pass)
2:44.0,Toronto full timeout,,68-64,,
2:44.0,,,68-64,,M. Doyle enters the game for A. Crabbe
2:33.0,D. DeRozan makes 2-pt shot from 5 ft,2,70-64,,
2:14.0,,,70-64,,Turnover by M. Doyle (bad pass; steal by S. Ibaka)
2:10.0,Turnover by S. Ibaka (bad pass; steal by C. LeVert),,70-64,,
2:08.0,,,70-64,,C. LeVert misses 2-pt shot from 1 ft
2:06.0,Defensive rebound by C. Miles,,70-64,,
2:01.0,Turnover by C. Miles (out of bounds lost ball),,70-64,,
2:01.0,,,70-64,,J. Harris enters the game for S. Dinwiddie
1:45.0,,,70-64,,Shooting foul by C. Miles (drawn by J. Harris)
1:45.0,,,70-65,1,J. Harris makes free throw 1 of 2
1:45.0,,,70-66,1,J. Harris makes free throw 2 of 2
1:33.0,C. Miles misses 2-pt shot from 17 ft,,70-66,,
1:30.0,,,70-66,,Defensive rebound by Team
1:17.0,,,70-66,,J. Harris misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by D. DeRozan,,70-66,,
1:07.0,D. DeRozan makes 2-pt shot from 14 ft,2,72-66,,
0:51.0,,,72-69,3,C. LeVert makes 3-pt shot from 24 ft
0:37.0,D. DeRozan misses 3-pt shot from 25 ft,,72-69,,
0:34.0,Offensive rebound by S. Ibaka,,72-69,,
0:33.0,S. Ibaka makes 3-pt shot from 24 ft,3,75-69,,
0:27.0,,,75-71,2,J. Allen makes 2-pt shot at rim (assist by C. LeVert)
0:04.0,C. Miles makes 3-pt shot from 24 ft (assist by D. DeRozan),3,78-71,,
0:00.0,,,78-71,,M. Doyle misses 3-pt shot from 42 ft
0:00.0,,,78-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,78-71,,C. LeVert misses 2-pt shot from 1 ft
11:41.0,,,78-71,,Offensive rebound by J. Allen
11:41.0,,,78-73,2,J. Allen makes 2-pt shot at rim
11:41.0,,,78-73,,Shooting foul by D. Wright (drawn by J. Allen)
11:41.0,,,78-74,1,J. Allen makes free throw 1 of 1
11:26.0,Shooting foul by J. Allen (drawn by C. Miles),,78-74,,
11:26.0,C. Miles makes free throw 1 of 2,1,79-74,,
11:26.0,,,79-74,,J. Okafor enters the game for J. Allen
11:26.0,C. Miles makes free throw 2 of 2,1,80-74,,
11:04.0,,,80-74,,C. LeVert misses 2-pt shot from 15 ft
11:00.0,Defensive rebound by L. Nogueira,,80-74,,
10:53.0,F. VanVleet misses 3-pt shot from 25 ft,,80-74,,
10:50.0,,,80-74,,Defensive rebound by J. Harris
10:40.0,Personal foul by L. Nogueira (drawn by J. Okafor),,80-74,,
10:32.0,,,80-74,,Turnover by C. LeVert (bad pass; steal by F. VanVleet)
10:27.0,F. VanVleet makes 2-pt shot from 1 ft,2,82-74,,
10:10.0,,,82-74,,J. Okafor misses 2-pt shot from 9 ft
10:07.0,Defensive rebound by F. VanVleet,,82-74,,
9:58.0,C. Miles misses 3-pt shot from 22 ft,,82-74,,
9:56.0,,,82-74,,Defensive rebound by M. Doyle
9:46.0,,,82-74,,M. Doyle misses 3-pt shot from 24 ft
9:43.0,Defensive rebound by C. Miles,,82-74,,
9:34.0,,,82-74,,Personal foul by C. LeVert (drawn by P. Siakam)
9:31.0,F. VanVleet makes 3-pt shot from 24 ft,3,85-74,,
9:28.0,,,85-74,,Brooklyn full timeout
9:28.0,,,85-74,,A. Crabbe enters the game for J. Harris
9:28.0,,,85-74,,S. Dinwiddie enters the game for M. Doyle
9:15.0,Personal foul by F. VanVleet (drawn by C. LeVert),,85-74,,
9:07.0,,,85-74,,J. Okafor misses 2-pt shot from 1 ft (block by L. Nogueira)
9:04.0,Defensive rebound by P. Siakam,,85-74,,
8:54.0,P. Siakam misses 3-pt shot from 24 ft,,85-74,,
