time,Houston,pts.away,score,pts.home,Philadelphia
7:44.0,E. Gordon misses 3-pt shot from 26 ft,,8-12,,
7:38.0,,,8-12,,Defensive rebound by R. Covington
7:30.0,,,8-12,,B. Simmons misses 2-pt shot from 11 ft (block by L. Mbah a Moute)
7:30.0,,,8-12,,Offensive rebound by A. Johnson
7:24.0,,,8-12,,R. Covington misses 3-pt shot from 26 ft
7:24.0,Defensive rebound by C. Capela,,8-12,,
7:15.0,Turnover by J. Harden (lost ball; steal by T. McConnell),,8-12,,
7:07.0,,,8-15,3,J. Redick makes 3-pt shot from 27 ft (assist by T. McConnell)
7:07.0,Houston full timeout,,8-15,,
7:07.0,P. Tucker enters the game for R. Anderson,,8-15,,
6:54.0,P. Tucker misses 3-pt shot from 26 ft,,8-15,,
6:49.0,Offensive rebound by C. Capela,,8-15,,
6:48.0,E. Gordon makes 3-pt shot from 25 ft (assist by C. Capela),3,11-15,,
6:29.0,,,11-18,3,R. Covington makes 3-pt shot from 26 ft (assist by J. Redick)
6:22.0,Turnover by P. Tucker (bad pass; steal by T. McConnell),,11-18,,
6:21.0,,,11-18,,Shooting foul by P. Tucker (drawn by B. Simmons)
6:21.0,,,11-18,,B. Simmons misses free throw 1 of 2
6:21.0,,,11-18,,Offensive rebound by Team
6:21.0,,,11-18,,B. Simmons misses free throw 2 of 2
6:18.0,Defensive rebound by P. Tucker,,11-18,,
6:09.0,J. Harden makes 2-pt shot from 2 ft,2,13-18,,
5:58.0,,,13-18,,R. Covington misses 3-pt shot from 26 ft
5:54.0,Defensive rebound by C. Capela,,13-18,,
5:46.0,J. Harden makes 2-pt shot from 1 ft,2,15-18,,
5:30.0,,,15-18,,J. Redick misses 3-pt shot from 26 ft
5:26.0,,,15-18,,Offensive rebound by T. McConnell
5:24.0,,,15-21,3,R. Covington makes 3-pt shot from 26 ft (assist by T. McConnell)
5:12.0,E. Gordon makes 2-pt shot from 2 ft (assist by J. Harden),2,17-21,,
4:59.0,,,17-21,,R. Covington misses 2-pt shot from 17 ft
4:55.0,Defensive rebound by C. Capela,,17-21,,
4:50.0,C. Capela misses 2-pt shot from 6 ft (block by B. Simmons),,17-21,,
4:50.0,Offensive rebound by Team,,17-21,,
4:50.0,I. Canaan enters the game for E. Gordon,,17-21,,
4:50.0,T. Black enters the game for C. Capela,,17-21,,
4:39.0,J. Harden misses 2-pt shot from 6 ft,,17-21,,
4:37.0,,,17-21,,Defensive rebound by T. McConnell
4:33.0,,,17-21,,Turnover by T. McConnell (traveling)
4:33.0,,,17-21,,J. Bayless enters the game for B. Simmons
4:22.0,Turnover by L. Mbah a Moute (bad pass; steal by T. McConnell),,17-21,,
4:05.0,,,17-21,,J. Bayless misses 2-pt shot from 10 ft
4:03.0,Defensive rebound by I. Canaan,,17-21,,
3:52.0,P. Tucker misses 2-pt shot from 22 ft,,17-21,,
3:50.0,,,17-21,,Defensive rebound by R. Covington
3:46.0,,,17-24,3,J. Bayless makes 3-pt shot from 25 ft (assist by T. McConnell)
3:30.0,I. Canaan misses 2-pt shot from 5 ft (block by A. Johnson),,17-24,,
3:27.0,,,17-24,,Defensive rebound by R. Covington
3:22.0,,,17-24,,Shooting foul by T. Black (drawn by J. Bayless)
3:22.0,,,17-25,1,J. Bayless makes free throw 1 of 2
3:22.0,,,17-25,,J. Anderson enters the game for A. Johnson
3:22.0,,,17-25,,D. Saric enters the game for J. Redick
3:22.0,,,17-25,,J. Embiid enters the game for R. Covington
3:22.0,R. Anderson enters the game for L. Mbah a Moute,,17-25,,
3:22.0,,,17-25,,J. Bayless misses free throw 2 of 2
3:19.0,Defensive rebound by T. Black,,17-25,,
3:11.0,T. Black makes 2-pt shot from 2 ft (assist by J. Harden),2,19-25,,
3:11.0,Shooting foul by J. Embiid (drawn by T. Black),,19-25,,
3:11.0,T. Black makes free throw 1 of 1,1,20-25,,
2:57.0,Personal foul by T. Black (drawn by J. Embiid),,20-25,,
2:57.0,,,20-25,,Philadelphia full timeout
2:44.0,,,20-27,2,J. Embiid makes 2-pt shot from 7 ft
2:20.0,J. Harden makes 2-pt shot from 15 ft,2,22-27,,
2:03.0,,,22-29,2,J. Embiid makes 2-pt shot at rim (assist by T. McConnell)
1:41.0,T. Black makes 2-pt shot at rim (assist by J. Harden),2,24-29,,
1:26.0,,,24-31,2,J. Embiid makes 2-pt shot from 12 ft
1:15.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,27-31,,
1:00.0,,,27-33,2,T. McConnell makes 2-pt shot from 2 ft (assist by D. Saric)
0:53.0,Shooting foul by J. Embiid (drawn by T. Black),,27-33,,
0:53.0,T. Black misses free throw 1 of 2,,27-33,,
0:53.0,Offensive rebound by Team,,27-33,,
0:53.0,,,27-33,,A. Johnson enters the game for J. Embiid
0:53.0,D. Jackson enters the game for I. Canaan,,27-33,,
0:53.0,T. Black makes free throw 2 of 2,1,28-33,,
0:29.0,,,28-33,,J. Anderson misses 2-pt shot from 5 ft (block by T. Black)
0:26.0,Defensive rebound by R. Anderson,,28-33,,
0:21.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,31-33,,
0:02.0,,,31-33,,A. Johnson misses 3-pt shot from 22 ft
0:02.0,Defensive rebound by J. Harden,,31-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,R. Anderson misses 3-pt shot from 25 ft,,31-33,,
11:32.0,,,31-33,,Defensive rebound by J. Anderson
11:27.0,,,31-36,3,J. Anderson makes 3-pt shot from 27 ft (assist by B. Simmons)
11:10.0,E. Gordon misses 3-pt shot from 27 ft,,31-36,,
11:08.0,Offensive rebound by T. Black,,31-36,,
11:01.0,Turnover by D. Jackson (out of bounds lost ball),,31-36,,
10:33.0,,,31-36,,J. Redick misses 3-pt shot from 26 ft
10:30.0,,,31-36,,Offensive rebound by D. Saric
10:22.0,,,31-39,3,J. Anderson makes 3-pt shot from 26 ft (assist by B. Simmons)
10:18.0,Houston full timeout,,31-39,,
10:18.0,C. Capela enters the game for P. Tucker,,31-39,,
10:18.0,L. Mbah a Moute enters the game for T. Black,,31-39,,
10:18.0,,,31-39,,R. Covington enters the game for D. Saric
10:00.0,E. Gordon misses 2-pt shot from 5 ft,,31-39,,
9:57.0,,,31-39,,Defensive rebound by A. Johnson
9:42.0,,,31-39,,Turnover by A. Johnson (bad pass; steal by D. Jackson)
9:33.0,Turnover by D. Jackson (bad pass; steal by B. Simmons),,31-39,,
9:17.0,,,31-39,,B. Simmons misses 2-pt shot from 2 ft
9:15.0,Defensive rebound by L. Mbah a Moute,,31-39,,
9:10.0,C. Capela makes 2-pt shot at rim (assist by E. Gordon),2,33-39,,
8:44.0,,,33-39,,R. Covington misses 3-pt shot from 28 ft (block by L. Mbah a Moute)
8:40.0,Defensive rebound by C. Capela,,33-39,,
8:36.0,E. Gordon misses 2-pt shot from 6 ft (block by A. Johnson),,33-39,,
8:33.0,,,33-39,,Defensive rebound by J. Anderson
8:24.0,,,33-39,,D. Saric enters the game for A. Johnson
8:23.0,,,33-41,2,J. Redick makes 2-pt shot from 16 ft (assist by B. Simmons)
8:00.0,Turnover by C. Capela (lost ball; steal by D. Saric),,33-41,,
7:56.0,,,33-41,,J. Redick misses 3-pt shot from 27 ft
7:53.0,Defensive rebound by L. Mbah a Moute,,33-41,,
7:44.0,E. Gordon misses 3-pt shot from 25 ft,,33-41,,
7:39.0,,,33-41,,Defensive rebound by J. Redick
7:30.0,,,33-44,3,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons)
7:17.0,R. Anderson makes 3-pt shot from 29 ft (assist by E. Gordon),3,36-44,,
7:02.0,,,36-46,2,B. Simmons makes 2-pt shot from 2 ft
6:40.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,38-46,,
6:16.0,,,38-46,,J. Anderson misses 3-pt shot from 26 ft
6:16.0,,,38-46,,Offensive rebound by Team
6:15.0,,,38-46,,Turnover by Team (shot clock)
6:15.0,,,38-46,,J. Bayless enters the game for J. Anderson
6:15.0,,,38-46,,T. McConnell enters the game for B. Simmons
6:15.0,P. Tucker enters the game for D. Jackson,,38-46,,
6:15.0,J. Harden enters the game for C. Capela,,38-46,,
6:04.0,J. Harden makes 2-pt shot from 2 ft,2,40-46,,
5:39.0,,,40-46,,T. McConnell misses 3-pt shot from 28 ft (block by L. Mbah a Moute)
5:35.0,,,40-46,,Offensive rebound by T. McConnell
5:33.0,,,40-46,,T. McConnell misses 2-pt shot from 6 ft
5:27.0,,,40-46,,Offensive rebound by T. McConnell
5:22.0,,,40-48,2,R. Covington makes 2-pt shot at rim (assist by T. McConnell)
5:09.0,R. Anderson misses 3-pt shot from 26 ft,,40-48,,
5:06.0,,,40-48,,Defensive rebound by R. Covington
4:55.0,,,40-50,2,T. McConnell makes 2-pt shot from 11 ft
4:48.0,Turnover by J. Harden (bad pass; steal by T. McConnell),,40-50,,
4:42.0,,,40-50,,J. Bayless misses 2-pt shot from 8 ft
4:38.0,Defensive rebound by P. Tucker,,40-50,,
4:28.0,J. Harden makes 2-pt shot from 1 ft,2,42-50,,
4:21.0,,,42-50,,Philadelphia full timeout
4:21.0,C. Capela enters the game for R. Anderson,,42-50,,
4:10.0,,,42-50,,Turnover by T. McConnell (bad pass; steal by L. Mbah a Moute)
4:04.0,J. Harden misses 2-pt shot from 5 ft (block by R. Covington),,42-50,,
4:04.0,,,42-50,,Defensive rebound by Team
4:04.0,,,42-50,,J. Anderson enters the game for J. Redick
4:04.0,,,42-50,,B. Simmons enters the game for R. Covington
3:50.0,,,42-50,,Offensive foul by J. Anderson (drawn by L. Mbah a Moute)
3:50.0,,,42-50,,Turnover by J. Anderson (offensive foul)
3:50.0,,,42-50,,A. Johnson enters the game for D. Saric
3:35.0,C. Capela makes 2-pt shot at rim (assist by E. Gordon),2,44-50,,
3:20.0,,,44-50,,J. Anderson misses 3-pt shot from 26 ft
3:17.0,Defensive rebound by C. Capela,,44-50,,
3:06.0,P. Tucker makes 3-pt shot from 24 ft (assist by J. Harden),3,47-50,,
2:42.0,,,47-52,2,J. Bayless makes 2-pt shot from 3 ft (assist by B. Simmons)
2:32.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,49-52,,
2:19.0,,,49-52,,B. Simmons misses 2-pt shot from 12 ft
2:18.0,,,49-52,,Offensive rebound by Team
2:18.0,,,49-52,,R. Covington enters the game for J. Anderson
2:18.0,,,49-52,,D. Saric enters the game for A. Johnson
2:14.0,,,49-52,,B. Simmons misses 2-pt shot from 11 ft
2:10.0,Defensive rebound by C. Capela,,49-52,,
2:04.0,,,49-52,,Personal foul by D. Saric (drawn by J. Harden)
1:55.0,Turnover by J. Harden (bad pass; steal by R. Covington),,49-52,,
1:51.0,,,49-52,,J. Bayless misses 3-pt shot from 26 ft
1:45.0,,,49-52,,Offensive rebound by R. Covington
1:44.0,,,49-54,2,R. Covington makes 2-pt shot from 2 ft
1:41.0,C. Capela makes 2-pt shot from 3 ft (assist by J. Harden),2,51-54,,
1:24.0,,,51-54,,J. Bayless misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by C. Capela,,51-54,,
1:15.0,J. Harden misses 3-pt shot from 25 ft,,51-54,,
1:15.0,,,51-54,,Defensive rebound by T. McConnell
1:08.0,,,51-54,,B. Simmons misses 2-pt shot from 5 ft
1:08.0,Defensive rebound by C. Capela,,51-54,,
1:06.0,Turnover by J. Harden (bad pass),,51-54,,
0:50.0,,,51-54,,B. Simmons misses 2-pt shot from 2 ft
0:48.0,Defensive rebound by P. Tucker,,51-54,,
0:46.0,L. Mbah a Moute makes 2-pt shot at rim (assist by J. Harden),2,53-54,,
0:29.0,,,53-54,,Turnover by B. Simmons (bad pass; steal by C. Capela)
0:08.0,,,53-54,,Personal foul by T. McConnell (drawn by J. Harden)
0:08.0,R. Anderson enters the game for C. Capela,,53-54,,
0:03.0,J. Harden makes 3-pt shot from 24 ft,3,56-54,,
0:01.0,,,56-54,,B. Simmons misses 3-pt shot from 79 ft
0:00.0,,,56-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Turnover by R. Anderson (bad pass; steal by B. Simmons),,56-54,,
11:46.0,,,56-56,2,B. Simmons makes 2-pt shot from 1 ft
11:29.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden),3,59-56,,
11:15.0,Personal foul by C. Capela (drawn by J. Embiid),,59-56,,
11:01.0,,,59-56,,J. Redick misses 2-pt shot from 19 ft
10:57.0,Defensive rebound by L. Mbah a Moute,,59-56,,
10:51.0,R. Anderson misses 3-pt shot from 27 ft,,59-56,,
10:50.0,,,59-56,,Defensive rebound by Team
10:39.0,,,59-56,,Turnover by B. Simmons (bad pass)
10:32.0,,,59-56,,Personal foul by R. Covington (drawn by C. Capela)
10:23.0,E. Gordon misses 3-pt shot from 28 ft,,59-56,,
10:19.0,,,59-56,,Defensive rebound by J. Embiid
10:04.0,Personal foul by C. Capela (drawn by J. Embiid),,59-56,,
9:55.0,,,59-58,2,J. Redick makes 2-pt shot from 2 ft (assist by J. Embiid)
9:47.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by J. Harden),2,61-58,,
9:27.0,,,61-58,,Turnover by B. Simmons (bad pass; steal by R. Anderson)
9:22.0,E. Gordon misses 3-pt shot from 25 ft,,61-58,,
9:19.0,,,61-58,,Defensive rebound by D. Saric
9:04.0,,,61-58,,D. Saric misses 3-pt shot from 25 ft
9:00.0,Defensive rebound by C. Capela,,61-58,,
8:56.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,61-58,,
8:52.0,,,61-58,,Defensive rebound by B. Simmons
8:41.0,,,61-58,,R. Covington misses 3-pt shot from 25 ft
8:41.0,,,61-58,,Offensive rebound by B. Simmons
8:34.0,,,61-58,,R. Covington misses 3-pt shot from 23 ft
8:34.0,Defensive rebound by E. Gordon,,61-58,,
8:12.0,R. Anderson misses 2-pt shot from 1 ft,,61-58,,
8:10.0,Offensive rebound by C. Capela,,61-58,,
8:09.0,C. Capela makes 2-pt shot from 14 ft,2,63-58,,
7:52.0,,,63-58,,B. Simmons misses 2-pt shot from 4 ft
7:52.0,Defensive rebound by C. Capela,,63-58,,
7:38.0,R. Anderson misses 3-pt shot from 25 ft,,63-58,,
7:38.0,,,63-58,,Defensive rebound by J. Redick
7:23.0,,,63-60,2,J. Redick makes 2-pt shot from 6 ft (assist by B. Simmons)
7:14.0,L. Mbah a Moute misses 2-pt shot from 3 ft (block by J. Embiid),,63-60,,
7:09.0,,,63-60,,Defensive rebound by J. Redick
7:00.0,,,63-60,,T. McConnell enters the game for D. Saric
7:00.0,,,63-60,,J. Bayless enters the game for B. Simmons
7:00.0,P. Tucker enters the game for R. Anderson,,63-60,,
7:00.0,,,63-60,,Philadelphia full timeout
7:00.0,T. Black enters the game for C. Capela,,63-60,,
6:52.0,,,63-63,3,J. Redick makes 3-pt shot from 27 ft (assist by J. Embiid)
6:34.0,,,63-63,,A. Johnson enters the game for J. Embiid
6:27.0,Turnover by J. Harden (bad pass; steal by R. Covington),,63-63,,
6:20.0,,,63-63,,R. Covington misses 3-pt shot from 26 ft
6:16.0,,,63-63,,Offensive rebound by A. Johnson
6:14.0,Jump ball: A. Johnson vs. T. Black (J. Harden gains possession),,,,Jump ball: A. Johnson vs. T. Black (J. Harden gains possession)
6:14.0,,,63-63,,Turnover by A. Johnson (turnover; steal by T. Black)
6:05.0,J. Harden misses 2-pt shot from 2 ft (block by A. Johnson),,63-63,,
6:02.0,,,63-63,,Defensive rebound by A. Johnson
5:57.0,,,63-63,,A. Johnson misses 2-pt shot from 2 ft
5:55.0,Defensive rebound by T. Black,,63-63,,
5:51.0,Turnover by T. Black (bad pass; steal by T. McConnell),,63-63,,
5:47.0,,,63-65,2,A. Johnson makes 2-pt shot from 2 ft (assist by T. McConnell)
5:33.0,Turnover by E. Gordon (lost ball; steal by T. McConnell),,63-65,,
5:28.0,,,63-67,2,R. Covington makes 2-pt shot from 1 ft (assist by J. Redick)
5:28.0,Houston full timeout,,63-67,,
5:28.0,D. Jackson enters the game for E. Gordon,,63-67,,
5:12.0,P. Tucker misses 3-pt shot from 24 ft,,63-67,,
5:09.0,,,63-67,,Defensive rebound by J. Redick
5:06.0,,,63-69,2,R. Covington makes 2-pt shot at rim (assist by T. McConnell)
4:49.0,Turnover by D. Jackson (bad pass),,63-69,,
4:49.0,,,63-69,,J. Anderson enters the game for R. Covington
4:34.0,Personal foul by P. Tucker (drawn by J. Anderson),,63-69,,
4:34.0,R. Anderson enters the game for D. Jackson,,63-69,,
4:22.0,,,63-69,,Turnover by J. Redick (bad pass; steal by P. Tucker)
4:19.0,Shooting foul by J. Redick (drawn by T. Black),,63-69,,
4:19.0,T. Black makes free throw 1 of 2,1,64-69,,
4:19.0,,,64-69,,B. Simmons enters the game for J. Redick
4:19.0,T. Black makes free throw 2 of 2,1,65-69,,
4:02.0,,,65-69,,A. Johnson misses 2-pt shot from 3 ft (block by J. Harden)
4:02.0,Defensive rebound by Team,,65-69,,
4:02.0,,,65-69,,J. Embiid enters the game for A. Johnson
4:02.0,E. Gordon enters the game for L. Mbah a Moute,,65-69,,
3:47.0,J. Harden makes 2-pt shot from 1 ft (assist by T. Black),2,67-69,,
3:41.0,Personal foul by T. Black (drawn by J. Embiid),,67-69,,
3:28.0,,,67-71,2,J. Embiid makes 2-pt shot from 10 ft (assist by B. Simmons)
3:14.0,E. Gordon misses 3-pt shot from 22 ft,,67-71,,
3:12.0,,,67-71,,Defensive rebound by J. Embiid
3:05.0,,,67-71,,J. Embiid misses 2-pt shot from 2 ft (block by T. Black)
3:05.0,,,67-71,,Offensive rebound by Team
2:52.0,,,67-71,,Turnover by J. Embiid (lost ball; steal by T. Black)
2:43.0,E. Gordon makes 2-pt shot at rim,2,69-71,,
2:27.0,,,69-71,,Shooting foul by T. Black (drawn by J. Embiid)
2:27.0,,,69-71,,J. Embiid misses free throw 1 of 2
2:27.0,,,69-71,,Offensive rebound by Team
2:27.0,,,69-72,1,J. Embiid makes free throw 2 of 2
2:16.0,J. Harden misses 3-pt shot from 25 ft,,69-72,,
2:13.0,,,69-72,,Defensive rebound by J. Anderson
2:04.0,,,69-72,,J. Embiid misses 2-pt shot from 3 ft (block by R. Anderson)
2:04.0,Defensive rebound by J. Harden,,69-72,,
2:02.0,Shooting foul by J. Anderson (drawn by J. Harden),,69-72,,
2:02.0,J. Harden makes free throw 1 of 2,1,70-72,,
2:02.0,J. Harden makes free throw 2 of 2,1,71-72,,
1:53.0,,,71-74,2,T. McConnell makes 2-pt shot from 2 ft
1:45.0,Turnover by J. Harden (lost ball; steal by B. Simmons),,71-74,,
1:40.0,,,71-76,2,B. Simmons makes 2-pt shot at rim
1:32.0,,,71-76,,Personal foul by B. Simmons (drawn by E. Gordon)
1:24.0,R. Anderson makes 3-pt shot from 27 ft (assist by T. Black),3,74-76,,
1:06.0,,,74-76,,Shooting foul by T. Black (drawn by J. Embiid)
1:06.0,,,74-77,1,J. Embiid makes free throw 1 of 2
1:06.0,C. Capela enters the game for T. Black,,74-77,,
1:06.0,,,74-78,1,J. Embiid makes free throw 2 of 2
0:53.0,Shooting foul by T. McConnell (drawn by E. Gordon),,74-78,,
0:53.0,E. Gordon makes free throw 1 of 3,1,75-78,,
0:53.0,E. Gordon makes free throw 2 of 3,1,76-78,,
0:53.0,E. Gordon makes free throw 3 of 3,1,77-78,,
0:31.0,,,77-80,2,J. Anderson makes 2-pt shot from 1 ft
0:24.0,Shooting foul by J. Anderson (drawn by E. Gordon),,77-80,,
0:24.0,E. Gordon makes free throw 1 of 3,1,78-80,,
0:24.0,E. Gordon makes free throw 2 of 3,1,79-80,,
0:24.0,E. Gordon misses free throw 3 of 3,,79-80,,
0:23.0,,,79-80,,Defensive rebound by J. Embiid
0:00.0,,,79-80,,J. Anderson misses 3-pt shot from 26 ft
0:00.0,,,79-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,79-80,,J. Embiid misses 2-pt shot from 3 ft (block by C. Capela)
11:42.0,,,79-80,,Offensive rebound by Team
11:39.0,,,79-83,3,R. Covington makes 3-pt shot from 27 ft (assist by J. Redick)
11:17.0,E. Gordon misses 3-pt shot from 27 ft,,79-83,,
11:14.0,Offensive rebound by C. Capela,,79-83,,
11:10.0,R. Anderson misses 3-pt shot from 22 ft,,79-83,,
11:10.0,,,79-83,,Defensive rebound by J. Redick
11:04.0,,,79-83,,T. McConnell misses 2-pt shot from 4 ft (block by J. Harden)
11:04.0,,,79-83,,Offensive rebound by Team
11:02.0,,,79-85,2,J. Redick makes 2-pt shot from 16 ft (assist by T. McConnell)
10:40.0,L. Mbah a Moute misses 3-pt shot from 22 ft,,79-85,,
10:37.0,,,79-85,,Defensive rebound by J. Embiid
10:30.0,,,79-88,2,J. Embiid makes 3-pt shot from 26 ft (assist by J. Bayless)
10:15.0,J. Harden misses 3-pt shot from 25 ft,,79-88,,
10:11.0,,,79-88,,Defensive rebound by J. Bayless
10:08.0,,,79-88,,T. McConnell misses 2-pt shot from 6 ft
10:08.0,,,79-88,,Offensive rebound by Team
10:08.0,Personal foul by J. Harden (drawn by J. Embiid),,79-88,,
10:08.0,,,79-88,,A. Johnson enters the game for J. Embiid
10:08.0,P. Tucker enters the game for E. Gordon,,79-88,,
9:59.0,,,79-88,,T. McConnell misses 2-pt shot from 2 ft
9:55.0,,,79-88,,Offensive rebound by A. Johnson
9:53.0,,,79-88,,J. Redick misses 2-pt shot from 12 ft
9:47.0,Defensive rebound by P. Tucker,,79-88,,
9:44.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,79-88,,
9:42.0,,,79-88,,Defensive rebound by J. Bayless
9:25.0,,,79-88,,R. Covington misses 2-pt shot from 2 ft
9:23.0,,,79-88,,Offensive rebound by A. Johnson
9:23.0,,,79-88,,A. Johnson misses 2-pt shot from 6 ft (block by C. Capela)
9:23.0,,,79-88,,Offensive rebound by Team
9:09.0,,,79-88,,J. Bayless misses 2-pt shot from 19 ft
9:06.0,Defensive rebound by P. Tucker,,79-88,,
8:43.0,J. Harden makes 3-pt shot from 27 ft,3,82-88,,
8:23.0,,,82-88,,J. Bayless misses 2-pt shot from 3 ft (block by C. Capela)
8:20.0,Defensive rebound by J. Harden,,82-88,,
8:18.0,,,82-88,,J. Anderson enters the game for J. Bayless
8:18.0,E. Gordon enters the game for J. Harden,,82-88,,
8:12.0,E. Gordon misses 3-pt shot from 25 ft,,82-88,,
8:08.0,Offensive rebound by C. Capela,,82-88,,
8:07.0,E. Gordon makes 3-pt shot from 22 ft (assist by C. Capela),3,85-88,,
7:54.0,,,85-90,2,J. Redick makes 2-pt shot from 3 ft (assist by T. McConnell)
7:53.0,,,85-90,,Shooting foul by P. Tucker (drawn by J. Redick)
7:53.0,,,85-91,1,J. Redick makes free throw 1 of 1
7:39.0,E. Gordon misses 3-pt shot from 24 ft,,85-91,,
7:37.0,,,85-91,,Defensive rebound by A. Johnson
7:29.0,,,85-93,2,A. Johnson makes 2-pt shot at rim (assist by J. Redick)
7:29.0,Houston full timeout,,85-93,,
7:29.0,,,85-93,,B. Simmons enters the game for A. Johnson
7:29.0,,,85-93,,J. Embiid enters the game for J. Redick
7:29.0,J. Harden enters the game for R. Anderson,,85-93,,
7:10.0,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon),2,87-93,,
6:48.0,,,87-93,,Turnover by J. Embiid (lost ball; steal by P. Tucker)
6:37.0,Turnover by J. Harden (out of bounds lost ball),,87-93,,
6:21.0,,,87-95,2,J. Embiid makes 2-pt shot from 15 ft
5:55.0,E. Gordon makes 3-pt shot from 25 ft,3,90-95,,
5:35.0,,,90-95,,Turnover by J. Embiid (lost ball; steal by P. Tucker)
5:26.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by E. Gordon),2,92-95,,
5:20.0,,,92-95,,Philadelphia full timeout
5:20.0,,,92-95,,J. Bayless enters the game for J. Anderson
5:20.0,,,92-95,,J. Redick enters the game for T. McConnell
5:20.0,R. Anderson enters the game for C. Capela,,92-95,,
5:20.0,,,92-95,,J. Bayless enters the game for J. Anderson
5:20.0,,,92-95,,J. Redick enters the game for T. McConnell
5:20.0,J. Harden enters the game for C. Capela,,92-95,,
5:06.0,,,92-98,3,J. Redick makes 3-pt shot from 22 ft (assist by B. Simmons)
4:51.0,Turnover by L. Mbah a Moute (out of bounds lost ball),,92-98,,
4:39.0,,,92-100,2,J. Redick makes 2-pt shot from 1 ft (assist by B. Simmons)
4:18.0,E. Gordon misses 3-pt shot from 29 ft,,92-100,,
4:15.0,,,92-100,,Defensive rebound by B. Simmons
4:10.0,,,92-100,,R. Covington misses 3-pt shot from 22 ft
4:06.0,Defensive rebound by E. Gordon,,92-100,,
4:02.0,Shooting foul by R. Covington (drawn by J. Harden),,92-100,,
