time,Boston,pts.away,score,pts.home,Chicago
7:16.0,Defensive rebound by S. Larkin,,12-5,,
7:02.0,A. Horford misses 2-pt shot from 3 ft,,12-5,,
7:02.0,Offensive rebound by A. Baynes,,12-5,,
7:02.0,A. Baynes makes 2-pt shot at rim,2,14-5,,
7:02.0,,,14-5,,Chicago full timeout
6:51.0,,,14-5,,K. Dunn misses 3-pt shot from 25 ft
6:48.0,Defensive rebound by A. Horford,,14-5,,
6:32.0,A. Horford makes 2-pt shot from 2 ft,2,16-5,,
6:14.0,,,16-5,,L. Markkanen misses 3-pt shot from 22 ft (block by A. Horford)
6:09.0,Defensive rebound by J. Tatum,,16-5,,
6:07.0,S. Larkin makes 3-pt shot from 25 ft (assist by J. Tatum),3,19-5,,
5:52.0,,,19-5,,Z. LaVine misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by J. Tatum,,19-5,,
5:41.0,J. Tatum misses 3-pt shot from 24 ft,,19-5,,
5:41.0,,,19-5,,Defensive rebound by B. Portis
5:33.0,Personal foul by A. Baynes (drawn by B. Portis),,19-5,,
5:33.0,M. Smart enters the game for J. Tatum,,19-5,,
5:33.0,T. Rozier enters the game for S. Larkin,,19-5,,
5:29.0,,,19-5,,K. Dunn misses 2-pt shot from 2 ft
5:28.0,Defensive rebound by M. Smart,,19-5,,
5:18.0,,,19-5,,Personal foul by L. Markkanen (drawn by A. Horford)
5:18.0,,,19-5,,D. Valentine enters the game for D. Nwaba
5:05.0,J. Brown makes 3-pt shot from 22 ft (assist by T. Rozier),3,22-5,,
4:49.0,,,22-5,,Offensive charge foul by K. Dunn (drawn by J. Brown)
4:49.0,,,22-5,,Turnover by K. Dunn (offensive foul)
4:49.0,M. Morris enters the game for A. Baynes,,22-5,,
4:39.0,J. Brown makes 2-pt shot at rim (assist by A. Horford),2,24-5,,
4:39.0,,,24-5,,Chicago full timeout
4:21.0,,,24-5,,Turnover by K. Dunn (bad pass; steal by A. Horford)
4:16.0,A. Horford makes 2-pt shot from 1 ft,2,26-5,,
3:55.0,,,26-5,,B. Portis misses 2-pt shot at rim
3:53.0,Defensive rebound by J. Brown,,26-5,,
3:44.0,J. Brown misses 3-pt shot from 25 ft,,26-5,,
3:42.0,,,26-5,,Defensive rebound by B. Portis
3:30.0,,,26-7,2,D. Valentine makes 2-pt shot from 21 ft
3:18.0,T. Rozier misses 2-pt shot from 1 ft,,26-7,,
3:16.0,,,26-7,,Defensive rebound by K. Dunn
3:13.0,,,26-9,2,K. Dunn makes 2-pt shot from 14 ft
2:48.0,T. Rozier misses 2-pt shot from 13 ft,,26-9,,
2:45.0,,,26-9,,Defensive rebound by D. Valentine
2:31.0,,,26-12,3,K. Dunn makes 3-pt shot from 25 ft
2:11.0,A. Horford makes 3-pt shot from 24 ft (assist by T. Rozier),3,29-12,,
1:57.0,,,29-12,,Turnover by Z. LaVine (out of bounds lost ball)
1:57.0,,,29-12,,D. Nwaba enters the game for Z. LaVine
1:57.0,,,29-12,,C. Payne enters the game for L. Markkanen
1:57.0,,,29-12,,C. Felicio enters the game for K. Dunn
1:57.0,G. Monroe enters the game for A. Horford,,29-12,,
1:32.0,G. Monroe misses 2-pt shot from 12 ft,,29-12,,
1:28.0,Offensive rebound by M. Smart,,29-12,,
1:17.0,J. Brown makes 2-pt shot from 1 ft (assist by T. Rozier),2,31-12,,
1:05.0,,,31-12,,Turnover by C. Payne (lost ball; steal by M. Morris)
0:59.0,Turnover by T. Rozier (bad pass; steal by D. Valentine),,31-12,,
0:53.0,,,31-12,,Shooting foul by M. Morris (drawn by D. Nwaba)
0:53.0,,,31-12,,D. Nwaba misses free throw 1 of 2
0:53.0,,,31-12,,Offensive rebound by Team
0:53.0,,,31-12,,N. Vonleh enters the game for B. Portis
0:53.0,,,31-13,1,D. Nwaba makes free throw 2 of 2
0:42.0,J. Brown makes 2-pt shot at rim (assist by M. Smart),2,33-13,,
0:23.0,,,33-16,3,D. Valentine makes 3-pt shot from 25 ft (assist by C. Payne)
0:09.0,,,33-16,,Personal foul by C. Payne (drawn by T. Rozier)
0:04.0,M. Smart makes 2-pt shot from 22 ft (assist by T. Rozier),2,35-16,,
0:00.0,,,35-16,,C. Payne misses 2-pt shot from 9 ft
0:00.0,,,35-16,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,35-16,,D. Valentine misses 2-pt shot from 21 ft
11:46.0,Defensive rebound by T. Rozier,,35-16,,
11:37.0,Turnover by G. Monroe (bad pass; steal by D. Nwaba),,35-16,,
11:34.0,,,35-16,,Turnover by D. Valentine (bad pass)
11:10.0,G. Monroe makes 2-pt shot from 4 ft (assist by D. Theis),2,37-16,,
10:46.0,,,37-16,,D. Nwaba misses 2-pt shot from 2 ft
10:44.0,Defensive rebound by D. Theis,,37-16,,
10:29.0,M. Smart misses 3-pt shot from 28 ft,,37-16,,
10:26.0,Offensive rebound by D. Theis,,37-16,,
10:19.0,M. Morris misses 2-pt shot from 14 ft,,37-16,,
10:16.0,Offensive rebound by G. Monroe,,37-16,,
10:14.0,G. Monroe makes 2-pt shot at rim,2,39-16,,
10:14.0,,,39-16,,Chicago full timeout
9:58.0,,,39-16,,N. Vonleh misses 2-pt shot at rim (block by D. Theis)
9:53.0,Defensive rebound by G. Monroe,,39-16,,
9:50.0,M. Morris misses 2-pt shot from 1 ft,,39-16,,
9:50.0,Offensive rebound by D. Theis,,39-16,,
9:47.0,Turnover by D. Theis (bad pass),,39-16,,
9:34.0,,,39-16,,Shooting foul by M. Morris (drawn by D. Nwaba)
9:34.0,,,39-16,,D. Nwaba misses free throw 1 of 2
9:34.0,,,39-16,,Offensive rebound by Team
9:34.0,,,39-17,1,D. Nwaba makes free throw 2 of 2
9:28.0,Turnover by M. Smart (bad pass),,39-17,,
9:09.0,,,39-17,,Turnover by D. Nwaba (bad pass; steal by D. Theis)
9:02.0,T. Rozier misses 3-pt shot from 25 ft,,39-17,,
9:00.0,,,39-17,,Defensive rebound by D. Valentine
8:53.0,,,39-17,,N. Vonleh misses 3-pt shot from 25 ft
8:53.0,Defensive rebound by G. Monroe,,39-17,,
8:37.0,M. Morris misses 3-pt shot from 24 ft,,39-17,,
8:31.0,,,39-17,,Defensive rebound by C. Felicio
8:22.0,,,39-17,,C. Felicio misses 2-pt shot from 16 ft
8:22.0,Defensive rebound by T. Rozier,,39-17,,
8:15.0,Turnover by G. Monroe (traveling),,39-17,,
8:15.0,,,39-17,,Z. LaVine enters the game for C. Felicio
8:15.0,,,39-17,,B. Portis enters the game for D. Nwaba
8:15.0,,,39-17,,L. Markkanen enters the game for N. Vonleh
8:02.0,,,39-17,,B. Portis misses 2-pt shot from 18 ft
8:00.0,Defensive rebound by M. Morris,,39-17,,
7:44.0,G. Monroe misses 2-pt shot from 10 ft,,39-17,,
7:42.0,,,39-17,,Defensive rebound by D. Valentine
7:38.0,,,39-17,,Z. LaVine misses 3-pt shot from 26 ft
7:34.0,,,39-17,,Offensive rebound by B. Portis
7:31.0,,,39-17,,Turnover by B. Portis (traveling)
7:31.0,,,39-17,,K. Dunn enters the game for C. Payne
7:31.0,J. Tatum enters the game for G. Monroe,,39-17,,
7:08.0,M. Smart misses 2-pt shot from 1 ft,,39-17,,
7:06.0,,,39-17,,Defensive rebound by B. Portis
6:59.0,,,39-19,2,D. Valentine makes 2-pt shot from 13 ft
6:46.0,M. Morris misses 3-pt shot from 25 ft,,39-19,,
6:46.0,,,39-19,,Defensive rebound by K. Dunn
6:39.0,,,39-21,2,L. Markkanen makes 2-pt shot at rim (assist by B. Portis)
6:15.0,J. Tatum makes 2-pt shot from 18 ft,2,41-21,,
5:55.0,,,41-21,,L. Markkanen misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by D. Theis,,41-21,,
5:43.0,,,41-21,,Violation by B. Portis (kicked ball)
5:43.0,S. Larkin enters the game for M. Smart,,41-21,,
5:32.0,D. Theis makes 2-pt shot at rim (assist by S. Larkin),2,43-21,,
5:20.0,,,43-21,,K. Dunn misses 2-pt shot from 12 ft
5:18.0,Defensive rebound by M. Morris,,43-21,,
5:03.0,J. Tatum misses 3-pt shot from 25 ft,,43-21,,
5:00.0,,,43-21,,Defensive rebound by B. Portis
4:56.0,,,43-21,,Shooting foul by D. Theis (drawn by Z. LaVine)
4:56.0,,,43-21,,Z. LaVine misses free throw 1 of 2
4:56.0,,,43-21,,Offensive rebound by Team
4:56.0,,,43-21,,D. Nwaba enters the game for D. Valentine
4:56.0,,,43-22,1,Z. LaVine makes free throw 2 of 2
4:38.0,,,43-22,,Personal foul by Z. LaVine (drawn by S. Larkin)
4:29.0,M. Morris makes 2-pt shot from 18 ft (assist by T. Rozier),2,45-22,,
4:10.0,J. Brown enters the game for S. Larkin,,45-22,,
4:10.0,A. Horford enters the game for T. Rozier,,45-22,,
4:10.0,M. Smart enters the game for M. Morris,,45-22,,
4:03.0,,,45-22,,Turnover by Team (shot clock)
3:48.0,Turnover by J. Brown (bad pass; steal by K. Dunn),,45-22,,
3:39.0,,,45-22,,D. Nwaba misses 2-pt shot from 6 ft
3:37.0,Defensive rebound by A. Horford,,45-22,,
3:27.0,D. Theis makes 2-pt shot at rim,2,47-22,,
3:13.0,Personal foul by D. Theis (drawn by K. Dunn),,47-22,,
3:05.0,,,47-22,,Z. LaVine misses 2-pt shot from 20 ft
3:02.0,Defensive rebound by J. Tatum,,47-22,,
2:49.0,J. Tatum makes 2-pt shot at rim (assist by J. Brown),2,49-22,,
2:34.0,,,49-24,2,K. Dunn makes 2-pt shot from 1 ft
2:34.0,Boston full timeout,,49-24,,
2:19.0,J. Brown misses 3-pt shot from 25 ft,,49-24,,
2:15.0,,,49-24,,Defensive rebound by L. Markkanen
2:05.0,,,49-24,,Z. LaVine misses 3-pt shot from 25 ft
2:03.0,,,49-24,,Offensive rebound by D. Nwaba
1:54.0,,,49-26,2,Z. LaVine makes 2-pt shot from 1 ft
1:42.0,Shooting foul by D. Nwaba (drawn by M. Smart),,49-26,,
1:42.0,M. Smart makes free throw 1 of 2,1,50-26,,
1:42.0,A. Baynes enters the game for D. Theis,,50-26,,
1:42.0,M. Smart makes free throw 2 of 2,1,51-26,,
1:20.0,,,51-29,3,D. Nwaba makes 3-pt shot from 24 ft (assist by Z. LaVine)
1:05.0,Shooting foul by K. Dunn (drawn by J. Tatum),,51-29,,
1:05.0,J. Tatum makes free throw 1 of 2,1,52-29,,
1:05.0,,,52-29,,C. Payne enters the game for D. Nwaba
1:05.0,,,52-29,,D. Valentine enters the game for K. Dunn
1:05.0,J. Tatum makes free throw 2 of 2,1,53-29,,
0:40.0,,,53-29,,Z. LaVine misses 2-pt shot from 16 ft
0:38.0,Defensive rebound by J. Tatum,,53-29,,
0:32.0,A. Horford makes 2-pt shot from 17 ft (assist by M. Smart),2,55-29,,
0:26.0,,,55-29,,C. Payne misses 3-pt shot from 26 ft
0:23.0,Defensive rebound by J. Brown,,55-29,,
0:01.0,Turnover by Team (shot clock),,55-29,,
0:00.0,,,55-29,,B. Portis misses 3-pt shot from 26 ft (block by A. Baynes)
0:00.0,,,55-29,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,55-31,2,L. Markkanen makes 2-pt shot from 3 ft (assist by K. Dunn)
11:30.0,J. Tatum misses 3-pt shot from 25 ft,,55-31,,
11:26.0,Offensive rebound by A. Horford,,55-31,,
11:16.0,Turnover by A. Baynes (lost ball; steal by Z. LaVine),,55-31,,
11:10.0,,,55-31,,Turnover by D. Nwaba (lost ball; steal by S. Larkin)
11:05.0,,,55-31,,Violation by D. Nwaba (kicked ball)
10:51.0,J. Tatum makes 3-pt shot from 25 ft,3,58-31,,
10:29.0,,,58-33,2,L. Markkanen makes 2-pt shot from 17 ft
10:11.0,,,58-33,,Violation by K. Dunn (kicked ball)
10:06.0,S. Larkin makes 3-pt shot from 25 ft,3,61-33,,
9:51.0,,,61-35,2,B. Portis makes 2-pt shot from 21 ft (assist by K. Dunn)
9:32.0,J. Tatum misses 2-pt shot from 20 ft,,61-35,,
9:29.0,,,61-35,,Defensive rebound by K. Dunn
9:24.0,Personal foul by A. Horford (drawn by L. Markkanen),,61-35,,
9:16.0,,,61-38,3,L. Markkanen makes 3-pt shot from 25 ft (assist by D. Nwaba)
9:01.0,A. Baynes makes 2-pt shot from 2 ft (assist by S. Larkin),2,63-38,,
8:50.0,,,63-38,,B. Portis misses 2-pt shot from 7 ft
8:47.0,Defensive rebound by A. Baynes,,63-38,,
8:30.0,A. Horford makes 2-pt shot from 3 ft (assist by J. Tatum),2,65-38,,
8:17.0,,,65-38,,L. Markkanen misses 2-pt shot from 11 ft
8:17.0,Defensive rebound by A. Baynes,,65-38,,
7:57.0,J. Brown makes 2-pt shot from 2 ft (assist by S. Larkin),2,67-38,,
7:57.0,Shooting foul by D. Nwaba (drawn by J. Brown),,67-38,,
7:57.0,J. Brown makes free throw 1 of 1,1,68-38,,
7:44.0,,,68-38,,Shooting foul by J. Tatum (drawn by B. Portis)
7:44.0,,,68-39,1,B. Portis makes free throw 1 of 2
7:44.0,,,68-40,1,B. Portis makes free throw 2 of 2
7:24.0,J. Tatum misses 2-pt shot from 20 ft,,68-40,,
7:20.0,,,68-40,,Defensive rebound by L. Markkanen
7:14.0,,,68-40,,Turnover by Z. LaVine (bad pass; steal by S. Larkin)
7:09.0,S. Larkin makes 3-pt shot from 25 ft,3,71-40,,
6:59.0,,,71-40,,K. Dunn misses 2-pt shot from 3 ft (block by J. Tatum)
6:56.0,Defensive rebound by S. Larkin,,71-40,,
6:45.0,J. Brown makes 2-pt shot from 3 ft,2,73-40,,
6:45.0,,,73-40,,Chicago full timeout
6:30.0,,,73-40,,B. Portis misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by J. Brown,,73-40,,
6:09.0,J. Tatum misses 3-pt shot from 25 ft,,73-40,,
6:08.0,,,73-40,,Defensive rebound by Team
6:08.0,,,73-40,,D. Valentine enters the game for D. Nwaba
6:08.0,T. Rozier enters the game for J. Tatum,,73-40,,
6:08.0,M. Smart enters the game for S. Larkin,,73-40,,
6:00.0,Shooting block foul by A. Baynes (drawn by Z. LaVine),,73-40,,
6:00.0,,,73-41,1,Z. LaVine makes free throw 1 of 2
6:00.0,,,73-41,,Z. LaVine misses free throw 2 of 2
5:57.0,Defensive rebound by A. Horford,,73-41,,
5:43.0,M. Smart makes 3-pt shot from 25 ft,3,76-41,,
5:30.0,,,76-41,,Z. LaVine misses 2-pt shot from 1 ft
5:28.0,Defensive rebound by A. Baynes,,76-41,,
5:25.0,Turnover by A. Horford (lost ball; steal by Z. LaVine),,76-41,,
5:16.0,,,76-41,,Offensive charge foul by B. Portis (drawn by J. Brown)
5:16.0,,,76-41,,Turnover by B. Portis (offensive foul)
5:00.0,J. Brown makes 2-pt shot from 2 ft (assist by A. Baynes),2,78-41,,
4:50.0,,,78-41,,K. Dunn misses 3-pt shot from 24 ft
4:47.0,Defensive rebound by A. Horford,,78-41,,
4:40.0,M. Smart misses 3-pt shot from 24 ft,,78-41,,
4:32.0,Offensive rebound by A. Baynes,,78-41,,
4:31.0,T. Rozier misses 3-pt shot from 25 ft,,78-41,,
4:31.0,,,78-41,,Defensive rebound by D. Valentine
4:18.0,,,78-41,,Z. LaVine misses 3-pt shot from 23 ft
4:18.0,Defensive rebound by A. Horford,,78-41,,
4:07.0,,,78-41,,Personal foul by K. Dunn (drawn by M. Smart)
4:07.0,M. Morris enters the game for A. Horford,,78-41,,
4:02.0,,,78-41,,Personal foul by Z. LaVine (drawn by M. Smart)
4:02.0,,,78-41,,C. Felicio enters the game for B. Portis
4:00.0,Turnover by A. Baynes (bad pass),,78-41,,
3:49.0,,,78-41,,L. Markkanen misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by A. Baynes,,78-41,,
3:36.0,M. Morris misses 3-pt shot from 25 ft,,78-41,,
3:33.0,,,78-41,,Defensive rebound by C. Felicio
3:24.0,,,78-44,3,D. Valentine makes 3-pt shot from 24 ft (assist by L. Markkanen)
3:13.0,Boston full timeout,,78-44,,
3:13.0,,,78-44,,D. Nwaba enters the game for Z. LaVine
3:13.0,G. Monroe enters the game for A. Baynes,,78-44,,
3:08.0,M. Morris misses 3-pt shot from 25 ft,,78-44,,
3:05.0,,,78-44,,Defensive rebound by D. Nwaba
2:49.0,,,78-44,,L. Markkanen misses 2-pt shot from 16 ft
2:46.0,Defensive rebound by T. Rozier,,78-44,,
2:40.0,Turnover by J. Brown (lost ball; steal by L. Markkanen),,78-44,,
2:33.0,,,78-44,,D. Valentine misses 2-pt shot from 12 ft
2:33.0,,,78-44,,Offensive rebound by C. Felicio
2:28.0,,,78-46,2,C. Felicio makes 2-pt shot from 1 ft
2:15.0,G. Monroe makes 2-pt shot from 5 ft (assist by J. Brown),2,80-46,,
1:58.0,,,80-48,2,D. Valentine makes 2-pt shot from 20 ft (assist by D. Nwaba)
1:41.0,T. Rozier makes 3-pt shot from 25 ft (assist by M. Smart),3,83-48,,
1:23.0,,,83-51,3,L. Markkanen makes 3-pt shot from 25 ft (assist by K. Dunn)
0:57.0,J. Brown misses 3-pt shot from 23 ft,,83-51,,
0:54.0,,,83-51,,Defensive rebound by L. Markkanen
0:49.0,,,83-53,2,C. Felicio makes 2-pt shot at rim (assist by D. Nwaba)
0:32.0,Turnover by M. Smart (bad pass; steal by C. Felicio),,83-53,,
0:26.0,,,83-53,,Turnover by K. Dunn (bad pass; steal by T. Rozier)
0:06.0,M. Smart misses 3-pt shot from 22 ft,,83-53,,
0:01.0,Offensive rebound by M. Morris,,83-53,,
0:00.0,M. Morris makes 3-pt shot from 25 ft,3,86-53,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,T. Rozier misses 3-pt shot from 25 ft,,86-53,,
11:43.0,,,86-53,,Defensive rebound by D. Valentine
11:35.0,,,86-56,3,D. Valentine makes 3-pt shot from 24 ft
11:19.0,Turnover by M. Morris (lost ball; steal by C. Payne),,86-56,,
11:14.0,,,86-56,,D. Valentine misses 3-pt shot from 24 ft
11:10.0,Defensive rebound by M. Morris,,86-56,,
10:57.0,A. Nader misses 2-pt shot from 2 ft (block by D. Valentine),,86-56,,
10:51.0,,,86-56,,Defensive rebound by N. Vonleh
10:51.0,,,86-56,,Shooting foul by G. Monroe (drawn by D. Nwaba)
10:51.0,,,86-56,,D. Nwaba misses free throw 1 of 2
10:51.0,,,86-56,,Offensive rebound by Team
10:51.0,,,86-57,1,D. Nwaba makes free throw 2 of 2
10:38.0,T. Rozier makes 3-pt shot from 26 ft (assist by M. Smart),3,89-57,,
10:28.0,,,89-57,,D. Nwaba misses 2-pt shot from 2 ft (block by G. Monroe)
10:26.0,Defensive rebound by G. Monroe,,89-57,,
10:04.0,M. Smart misses 3-pt shot from 25 ft,,89-57,,
10:03.0,,,89-57,,Defensive rebound by N. Vonleh
9:57.0,,,89-60,3,C. Payne makes 3-pt shot from 24 ft (assist by D. Valentine)
9:42.0,,,89-60,,Personal foul by C. Felicio (drawn by T. Rozier)
9:35.0,G. Monroe makes 2-pt shot from 19 ft (assist by T. Rozier),2,91-60,,
9:21.0,,,91-63,3,C. Payne makes 3-pt shot from 26 ft (assist by D. Valentine)
9:09.0,Turnover by G. Monroe (lost ball; steal by C. Payne),,91-63,,
9:06.0,,,91-65,2,C. Payne makes 2-pt shot from 1 ft
8:51.0,G. Monroe makes 2-pt shot at rim (assist by M. Morris),2,93-65,,
8:24.0,,,93-65,,N. Vonleh misses 2-pt shot from 2 ft
8:21.0,Defensive rebound by M. Morris,,93-65,,
8:08.0,M. Morris misses 2-pt shot from 20 ft,,93-65,,
8:04.0,Offensive rebound by G. Monroe,,93-65,,
8:03.0,Turnover by G. Monroe (lost ball; steal by D. Nwaba),,93-65,,
7:59.0,,,93-67,2,D. Nwaba makes 2-pt shot from 6 ft
7:39.0,Shooting foul by D. Valentine (drawn by T. Rozier),,93-67,,
7:39.0,T. Rozier makes free throw 1 of 2,1,94-67,,
7:39.0,,,94-67,,J. Grant enters the game for D. Nwaba
7:39.0,S. Larkin enters the game for M. Smart,,94-67,,
7:39.0,D. Theis enters the game for G. Monroe,,94-67,,
7:39.0,T. Rozier makes free throw 2 of 2,1,95-67,,
7:21.0,,,95-69,2,C. Felicio makes 2-pt shot from 8 ft
7:03.0,M. Morris makes 2-pt shot from 19 ft (assist by T. Rozier),2,97-69,,
6:51.0,,,97-72,3,D. Valentine makes 3-pt shot from 25 ft (assist by C. Payne)
6:35.0,Turnover by S. Larkin (bad pass; steal by D. Valentine),,97-72,,
6:32.0,,,97-72,,Shooting foul by S. Larkin (drawn by D. Valentine)
6:32.0,,,97-72,,Chicago full timeout
6:32.0,S. Ojeleye enters the game for M. Morris,,97-72,,
6:32.0,,,97-73,1,D. Valentine makes free throw 1 of 2
6:32.0,,,97-74,1,D. Valentine makes free throw 2 of 2
6:12.0,S. Ojeleye misses 2-pt shot from 2 ft,,97-74,,
6:09.0,,,97-74,,Defensive rebound by N. Vonleh
5:58.0,,,97-76,2,N. Vonleh makes 2-pt shot from 16 ft
5:39.0,T. Rozier makes 3-pt shot from 22 ft,3,100-76,,
5:28.0,Violation by D. Theis (kicked ball),,100-76,,
5:28.0,G. Monroe enters the game for S. Larkin,,100-76,,
5:23.0,,,100-76,,Turnover by D. Valentine (lost ball; steal by G. Monroe)
5:23.0,,,100-76,,Personal foul by D. Valentine (drawn by A. Nader)
5:06.0,T. Rozier misses 3-pt shot from 25 ft,,100-76,,
5:02.0,Offensive rebound by G. Monroe,,100-76,,
4:59.0,A. Nader misses 3-pt shot from 25 ft,,100-76,,
4:55.0,Offensive rebound by S. Ojeleye,,100-76,,
4:46.0,Shooting foul by D. Valentine (drawn by A. Nader),,100-76,,
4:46.0,A. Nader misses free throw 1 of 2,,100-76,,
4:46.0,Offensive rebound by Team,,100-76,,
4:46.0,A. Nader makes free throw 2 of 2,1,101-76,,
4:33.0,,,101-76,,N. Vonleh misses 3-pt shot from 25 ft
4:33.0,Defensive rebound by D. Theis,,101-76,,
4:16.0,A. Nader misses 3-pt shot from 25 ft,,101-76,,
4:16.0,,,101-76,,Defensive rebound by C. Felicio
4:08.0,,,101-76,,C. Payne misses 3-pt shot from 25 ft
4:08.0,,,101-76,,Offensive rebound by N. Vonleh
4:02.0,,,101-76,,N. Vonleh misses 2-pt shot from 4 ft
3:56.0,Defensive rebound by D. Theis,,101-76,,
3:53.0,T. Rozier makes 2-pt shot from 1 ft,2,103-76,,
3:42.0,,,103-76,,J. Grant misses 2-pt shot from 21 ft
3:39.0,Defensive rebound by G. Monroe,,103-76,,
3:35.0,S. Ojeleye misses 3-pt shot from 25 ft,,103-76,,
3:35.0,,,103-76,,Defensive rebound by N. Vonleh
3:26.0,,,103-76,,D. Valentine misses 3-pt shot from 23 ft
3:26.0,Defensive rebound by G. Monroe,,103-76,,
3:08.0,S. Ojeleye misses 2-pt shot from 21 ft,,103-76,,
3:07.0,,,103-76,,Defensive rebound by N. Vonleh
2:59.0,,,103-76,,Shooting foul by D. Theis (drawn by N. Vonleh)
2:59.0,Boston full timeout,,103-76,,
2:59.0,,,103-76,,J. Eddie enters the game for D. Valentine
2:59.0,,,103-77,1,N. Vonleh makes free throw 1 of 2
2:59.0,,,103-77,,N. Vonleh misses free throw 2 of 2
2:55.0,,,103-77,,Offensive rebound by N. Vonleh
2:53.0,,,103-80,3,J. Grant makes 3-pt shot from 25 ft (assist by N. Vonleh)
2:27.0,Shooting foul by C. Felicio (drawn by A. Nader),,103-80,,
2:27.0,A. Nader makes free throw 1 of 2,1,104-80,,
2:27.0,A. Nader makes free throw 2 of 2,1,105-80,,
2:13.0,,,105-80,,N. Vonleh misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by G. Monroe,,105-80,,
2:01.0,Turnover by A. Nader (bad pass; steal by J. Grant),,105-80,,
1:57.0,,,105-80,,J. Eddie misses 3-pt shot from 25 ft
1:55.0,,,105-80,,Offensive rebound by N. Vonleh
1:52.0,,,105-82,2,C. Payne makes 2-pt shot at rim (assist by N. Vonleh)
1:33.0,D. Theis misses 3-pt shot from 25 ft,,105-82,,
1:29.0,,,105-82,,Defensive rebound by C. Felicio
1:25.0,,,105-82,,Shooting foul by S. Ojeleye (drawn by J. Grant)
1:25.0,,,105-82,,J. Grant misses free throw 1 of 3
1:25.0,,,105-82,,Offensive rebound by Team
1:25.0,,,105-83,1,J. Grant makes free throw 2 of 3
1:25.0,,,105-84,1,J. Grant makes free throw 3 of 3
1:06.0,T. Rozier misses 3-pt shot from 27 ft,,105-84,,
1:01.0,,,105-84,,Defensive rebound by N. Vonleh
0:49.0,,,105-86,2,C. Felicio makes 2-pt shot at rim (assist by J. Grant)
0:39.0,Turnover by G. Monroe (bad pass; steal by C. Payne),,105-86,,
