time,Dallas,pts.away,score,pts.home,Charlotte
6:12.0,J. Barea makes 3-pt shot from 25 ft,3,40-38,,
5:57.0,,,40-38,,Shooting foul by S. Mejri (drawn by D. Howard)
5:57.0,,,40-38,,D. Howard misses free throw 1 of 2
5:57.0,,,40-38,,Offensive rebound by Team
5:57.0,,,40-38,,M. Williams enters the game for J. Lamb
5:57.0,,,40-38,,M. Kidd-Gilchrist enters the game for F. Kaminsky
5:57.0,,,40-38,,D. Howard misses free throw 2 of 2
5:54.0,Defensive rebound by W. Matthews,,40-38,,
5:34.0,D. Smith misses 2-pt shot from 12 ft,,40-38,,
5:31.0,,,40-38,,Defensive rebound by N. Batum
5:28.0,,,40-38,,M. Williams misses 3-pt shot from 26 ft
5:25.0,Defensive rebound by J. Barea,,40-38,,
5:09.0,J. Barea makes 3-pt shot from 26 ft,3,43-38,,
4:57.0,,,43-41,3,K. Walker makes 3-pt shot from 25 ft
4:47.0,Offensive foul by S. Mejri (drawn by K. Walker),,43-41,,
4:47.0,Turnover by S. Mejri (offensive foul),,43-41,,
4:38.0,,,43-41,,Turnover by K. Walker (bad pass; steal by S. Mejri)
4:34.0,J. Barea makes 2-pt shot at rim (assist by S. Mejri),2,45-41,,
4:34.0,,,45-41,,Charlotte full timeout
4:34.0,Y. Ferrell enters the game for J. Barea,,45-41,,
4:15.0,,,45-41,,Shooting foul by S. Mejri (drawn by D. Howard)
4:15.0,,,45-41,,D. Howard misses free throw 1 of 2
4:15.0,,,45-41,,Offensive rebound by Team
4:15.0,,,45-42,1,D. Howard makes free throw 2 of 2
3:58.0,Shooting foul by M. Williams (drawn by H. Barnes),,45-42,,
3:58.0,H. Barnes makes free throw 1 of 2,1,46-42,,
3:58.0,H. Barnes makes free throw 2 of 2,1,47-42,,
3:43.0,,,47-44,2,K. Walker makes 2-pt shot from 1 ft
3:29.0,Y. Ferrell makes 3-pt shot from 24 ft (assist by D. Smith),3,50-44,,
3:21.0,,,50-44,,K. Walker misses 2-pt shot from 19 ft
3:21.0,Defensive rebound by S. Mejri,,50-44,,
3:11.0,D. Smith makes 2-pt shot at rim,2,52-44,,
2:53.0,,,52-44,,Turnover by M. Kidd-Gilchrist (lost ball; steal by Y. Ferrell)
2:53.0,,,52-44,,Personal foul by M. Kidd-Gilchrist (drawn by Y. Ferrell)
2:53.0,Y. Ferrell misses free throw 1 of 2,,52-44,,
2:53.0,Offensive rebound by Team,,52-44,,
2:53.0,Y. Ferrell makes free throw 2 of 2,1,53-44,,
2:38.0,,,53-47,3,K. Walker makes 3-pt shot from 25 ft
2:26.0,W. Matthews makes 2-pt shot from 20 ft (assist by S. Mejri),2,55-47,,
2:11.0,,,55-47,,N. Batum misses 2-pt shot from 17 ft
2:11.0,Defensive rebound by S. Mejri,,55-47,,
1:52.0,D. Smith misses 2-pt shot from 18 ft,,55-47,,
1:52.0,,,55-47,,Defensive rebound by Team
1:38.0,,,55-47,,Shooting foul by S. Mejri (drawn by D. Howard)
1:38.0,,,55-47,,D. Howard misses free throw 1 of 2
1:38.0,,,55-47,,Offensive rebound by Team
1:38.0,D. Nowitzki enters the game for S. Mejri,,55-47,,
1:38.0,,,55-47,,D. Howard misses free throw 2 of 2
1:35.0,Defensive rebound by H. Barnes,,55-47,,
1:22.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Smith),,55-47,,
1:22.0,D. Smith makes free throw 1 of 2,1,56-47,,
1:22.0,M. Kleber enters the game for D. Nowitzki,,56-47,,
1:22.0,D. Smith makes free throw 2 of 2,1,57-47,,
1:06.0,Personal foul by M. Kleber (drawn by D. Howard),,57-47,,
1:06.0,,,57-47,,D. Howard misses free throw 1 of 2
1:06.0,,,57-47,,Offensive rebound by Team
1:06.0,D. Nowitzki enters the game for M. Kleber,,57-47,,
1:06.0,,,57-48,1,D. Howard makes free throw 2 of 2
0:48.0,H. Barnes misses 2-pt shot from 8 ft,,57-48,,
0:46.0,,,57-48,,Defensive rebound by N. Batum
0:40.0,M. Kleber enters the game for D. Nowitzki,,57-48,,
0:35.0,,,57-50,2,N. Batum makes 2-pt shot from 12 ft (assist by K. Walker)
0:23.0,M. Kleber misses 2-pt shot from 5 ft (block by D. Howard),,57-50,,
0:20.0,,,57-50,,Defensive rebound by M. Kidd-Gilchrist
0:18.0,,,57-50,,Turnover by M. Kidd-Gilchrist (lost ball; steal by W. Matthews)
0:17.0,D. Smith makes 2-pt shot at rim (assist by W. Matthews),2,59-50,,
0:01.0,,,59-52,2,K. Walker makes 3-pt shot from 45 ft
0:00.0,Turnover by M. Kleber (bad pass; steal by K. Walker),,59-52,,
0:00.0,,,59-52,,K. Walker misses 3-pt shot from 45 ft
0:00.0,,,59-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,W. Matthews misses 2-pt shot from 9 ft,,59-52,,
11:36.0,,,59-52,,Defensive rebound by M. Williams
11:27.0,,,59-55,3,M. Williams makes 3-pt shot from 24 ft (assist by D. Howard)
11:12.0,,,59-55,,Personal foul by K. Walker (drawn by Y. Ferrell)
11:05.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. Smith),3,62-55,,
10:46.0,,,62-55,,Shooting foul by D. Nowitzki (drawn by D. Howard)
10:46.0,,,62-56,1,D. Howard makes free throw 1 of 2
10:46.0,,,62-56,,D. Howard misses free throw 2 of 2
10:41.0,Defensive rebound by H. Barnes,,62-56,,
10:32.0,Y. Ferrell makes 3-pt shot from 23 ft (assist by D. Nowitzki),3,65-56,,
10:17.0,,,65-56,,Turnover by D. Howard (bad pass; steal by D. Nowitzki)
10:11.0,D. Nowitzki misses 3-pt shot from 29 ft,,65-56,,
10:07.0,,,65-56,,Defensive rebound by K. Walker
9:51.0,,,65-58,2,K. Walker makes 2-pt shot from 11 ft
9:37.0,W. Matthews misses 3-pt shot from 25 ft,,65-58,,
9:34.0,,,65-58,,Defensive rebound by D. Howard
9:29.0,,,65-61,3,K. Walker makes 3-pt shot from 29 ft
9:05.0,H. Barnes makes 2-pt shot from 12 ft,2,67-61,,
8:49.0,,,67-61,,N. Batum misses 2-pt shot from 21 ft
8:46.0,Defensive rebound by H. Barnes,,67-61,,
8:39.0,D. Smith makes 2-pt shot from 2 ft,2,69-61,,
8:23.0,,,69-63,2,D. Howard makes 2-pt shot from 1 ft
7:58.0,D. Smith misses 3-pt shot from 23 ft,,69-63,,
7:55.0,,,69-63,,Defensive rebound by N. Batum
7:48.0,,,69-63,,K. Walker misses 2-pt shot from 2 ft
7:44.0,Defensive rebound by H. Barnes,,69-63,,
7:39.0,D. Smith misses 2-pt shot from 18 ft,,69-63,,
7:34.0,,,69-63,,Defensive rebound by D. Howard
7:27.0,,,69-63,,K. Walker misses 3-pt shot from 26 ft
7:24.0,Defensive rebound by D. Nowitzki,,69-63,,
7:07.0,W. Matthews misses 2-pt shot from 20 ft,,69-63,,
7:04.0,,,69-63,,Defensive rebound by M. Williams
7:01.0,Personal foul by Y. Ferrell (drawn by K. Walker),,69-63,,
7:01.0,M. Kleber enters the game for D. Nowitzki,,69-63,,
6:49.0,,,69-63,,N. Batum misses 2-pt shot from 14 ft
6:47.0,Defensive rebound by H. Barnes,,69-63,,
6:28.0,Y. Ferrell makes 3-pt shot from 26 ft (assist by D. Smith),3,72-63,,
6:10.0,,,72-63,,Turnover by M. Williams (lost ball; steal by M. Kleber)
6:03.0,Turnover by D. Smith (lost ball; steal by K. Walker),,72-63,,
6:02.0,,,72-63,,Shooting foul by M. Kleber (drawn by K. Walker)
6:02.0,,,72-63,,Charlotte full timeout
6:02.0,,,72-64,1,K. Walker makes free throw 1 of 2
6:02.0,,,72-65,1,K. Walker makes free throw 2 of 2
5:53.0,M. Kleber misses 3-pt shot from 23 ft,,72-65,,
5:50.0,,,72-65,,Defensive rebound by M. Williams
5:36.0,,,72-65,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
5:33.0,Defensive rebound by D. Smith,,72-65,,
5:28.0,D. Smith misses 3-pt shot from 27 ft,,72-65,,
5:23.0,,,72-65,,Defensive rebound by D. Howard
5:16.0,,,72-67,2,M. Kidd-Gilchrist makes 2-pt shot from 6 ft
5:01.0,Turnover by Y. Ferrell (bad pass; steal by K. Walker),,72-67,,
4:57.0,,,72-69,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
4:57.0,Dallas full timeout,,72-69,,
4:57.0,D. Harris enters the game for D. Smith,,72-69,,
4:38.0,H. Barnes makes 2-pt shot from 6 ft (assist by M. Kleber),2,74-69,,
4:23.0,,,74-69,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
4:20.0,Defensive rebound by Y. Ferrell,,74-69,,
4:02.0,D. Harris misses 3-pt shot from 27 ft,,74-69,,
3:58.0,,,74-69,,Defensive rebound by N. Batum
3:50.0,,,74-69,,N. Batum misses 2-pt shot from 6 ft
3:48.0,Defensive rebound by M. Kleber,,74-69,,
3:45.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by W. Matthews),3,77-69,,
3:25.0,,,77-71,2,D. Howard makes 2-pt shot from 2 ft (assist by M. Kidd-Gilchrist)
3:04.0,H. Barnes misses 3-pt shot from 26 ft,,77-71,,
3:01.0,,,77-71,,Defensive rebound by K. Walker
2:59.0,,,77-71,,K. Walker misses 2-pt shot from 3 ft (block by H. Barnes)
2:59.0,,,77-71,,Offensive rebound by Team
2:59.0,,,77-71,,J. Lamb enters the game for M. Williams
2:59.0,,,77-71,,T. Graham enters the game for M. Kidd-Gilchrist
2:59.0,J. Barea enters the game for Y. Ferrell,,77-71,,
2:56.0,,,77-71,,K. Walker misses 2-pt shot from 17 ft
2:53.0,,,77-71,,Offensive rebound by N. Batum
2:51.0,,,77-71,,T. Graham misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by W. Matthews,,77-71,,
2:38.0,M. Kleber misses 2-pt shot from 4 ft (block by D. Howard),,77-71,,
2:36.0,,,77-71,,Defensive rebound by D. Howard
2:36.0,,,77-71,,Turnover by D. Howard (bad pass)
2:19.0,M. Kleber makes 2-pt shot from 19 ft (assist by D. Harris),2,79-71,,
2:00.0,,,79-73,2,T. Graham makes 2-pt shot from 6 ft
1:47.0,Shooting foul by K. Walker (drawn by J. Barea),,79-73,,
1:47.0,,,79-73,,Technical foul by K. Walker
1:47.0,J. Barea misses technical free throw,,79-73,,
1:47.0,Offensive rebound by Team,,79-73,,
1:47.0,J. Barea makes free throw 1 of 2,1,80-73,,
1:47.0,,,80-73,,F. Kaminsky enters the game for N. Batum
1:47.0,,,80-73,,M. Monk enters the game for D. Howard
1:47.0,J. Barea makes free throw 2 of 2,1,81-73,,
1:35.0,,,81-73,,M. Monk misses 3-pt shot from 27 ft
1:32.0,Defensive rebound by H. Barnes,,81-73,,
1:17.0,M. Kleber misses 3-pt shot from 25 ft,,81-73,,
1:13.0,,,81-73,,Defensive rebound by J. Lamb
1:00.0,,,81-75,2,J. Lamb makes 2-pt shot from 8 ft
0:45.0,J. Barea misses 2-pt shot from 14 ft (block by K. Walker),,81-75,,
0:42.0,,,81-75,,Defensive rebound by K. Walker
0:34.0,,,81-75,,Shooting foul by M. Kleber (drawn by J. Lamb)
0:34.0,,,81-76,1,J. Lamb makes free throw 1 of 2
0:34.0,,,81-76,,M. Carter-Williams enters the game for K. Walker
0:34.0,D. Powell enters the game for M. Kleber,,81-76,,
0:34.0,,,81-77,1,J. Lamb makes free throw 2 of 2
0:23.0,,,81-77,,Personal foul by M. Carter-Williams (drawn by D. Harris)
0:23.0,D. Harris makes free throw 1 of 2,1,82-77,,
0:23.0,Y. Ferrell enters the game for J. Barea,,82-77,,
0:23.0,D. Harris makes free throw 2 of 2,1,83-77,,
0:00.0,,,83-77,,J. Lamb misses 2-pt shot from 5 ft
0:00.0,,,83-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,83-80,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by M. Monk)
11:30.0,D. Nowitzki misses 2-pt shot from 21 ft,,83-80,,
11:26.0,,,83-80,,Defensive rebound by M. Carter-Williams
11:17.0,,,83-80,,F. Kaminsky misses 2-pt shot from 18 ft
11:14.0,Defensive rebound by Y. Ferrell,,83-80,,
11:06.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by J. Barea),3,86-80,,
10:43.0,,,86-80,,Turnover by T. Graham (lost ball; steal by D. Nowitzki)
10:35.0,D. Nowitzki misses 3-pt shot from 27 ft,,86-80,,
10:30.0,,,86-80,,Defensive rebound by J. Lamb
10:20.0,,,86-83,3,M. Monk makes 3-pt shot from 24 ft (assist by J. Lamb)
10:01.0,J. Barea misses 3-pt shot from 26 ft,,86-83,,
9:59.0,,,86-83,,Defensive rebound by J. Lamb
9:54.0,Personal foul by D. Powell (drawn by J. Lamb),,86-83,,
9:43.0,,,86-85,2,M. Carter-Williams makes 2-pt shot from 2 ft
9:43.0,Violation by D. Powell (def goaltending),,86-85,,
9:29.0,J. Barea makes 2-pt shot from 6 ft,2,88-85,,
9:16.0,Personal foul by J. Barea (drawn by M. Carter-Williams),,88-85,,
9:16.0,Technical foul by D. Powell,,88-85,,
9:16.0,,,88-85,,J. Lamb misses technical free throw
9:16.0,,,88-85,,Offensive rebound by Team
9:10.0,,,88-88,3,J. Lamb makes 3-pt shot from 26 ft
9:08.0,Dallas full timeout,,88-88,,
8:58.0,,,88-88,,Personal foul by J. Lamb (drawn by D. Harris)
8:51.0,Shooting foul by J. Lamb (drawn by D. Powell),,88-88,,
8:51.0,D. Powell makes free throw 1 of 2,1,89-88,,
8:51.0,D. Powell makes free throw 2 of 2,1,90-88,,
8:33.0,,,90-90,2,J. Lamb makes 2-pt shot from 1 ft
8:33.0,,,90-90,,Shooting foul by Y. Ferrell (drawn by J. Lamb)
8:33.0,,,90-91,1,J. Lamb makes free throw 1 of 1
8:16.0,D. Nowitzki makes 2-pt shot from 22 ft (assist by Y. Ferrell),2,92-91,,
8:05.0,,,92-91,,Offensive foul by J. Lamb (drawn by D. Harris)
8:05.0,,,92-91,,Turnover by J. Lamb (offensive foul)
7:50.0,,,92-91,,Violation by F. Kaminsky (kicked ball)
7:44.0,J. Barea misses 2-pt shot from 8 ft,,92-91,,
7:36.0,Offensive rebound by D. Powell,,92-91,,
7:20.0,D. Nowitzki makes 2-pt shot from 11 ft,2,94-91,,
6:58.0,,,94-91,,F. Kaminsky misses 2-pt shot from 9 ft
6:55.0,Defensive rebound by D. Nowitzki,,94-91,,
6:54.0,,,94-91,,Personal foul by M. Carter-Williams (drawn by D. Powell)
6:54.0,,,94-91,,K. Walker enters the game for M. Carter-Williams
6:54.0,,,94-91,,D. Howard enters the game for T. Graham
6:54.0,W. Matthews enters the game for Y. Ferrell,,94-91,,
6:43.0,D. Harris misses 2-pt shot from 12 ft,,94-91,,
6:42.0,,,94-91,,Defensive rebound by Team
6:34.0,,,94-94,3,M. Monk makes 3-pt shot from 25 ft (assist by K. Walker)
6:23.0,Dallas full timeout,,94-94,,
6:23.0,H. Barnes enters the game for J. Barea,,94-94,,
6:23.0,D. Smith enters the game for D. Powell,,94-94,,
6:23.0,Y. Ferrell enters the game for D. Harris,,94-94,,
6:23.0,S. Mejri enters the game for D. Nowitzki,,94-94,,
6:10.0,H. Barnes makes 2-pt shot from 11 ft,2,96-94,,
5:52.0,,,96-94,,M. Monk misses 3-pt shot from 24 ft
5:49.0,Defensive rebound by S. Mejri,,96-94,,
5:34.0,H. Barnes makes 2-pt shot from 13 ft,2,98-94,,
5:22.0,,,98-94,,Shooting foul by S. Mejri (drawn by K. Walker)
5:22.0,,,98-95,1,K. Walker makes free throw 1 of 2
5:22.0,,,98-95,,N. Batum enters the game for M. Monk
5:22.0,,,98-95,,M. Williams enters the game for F. Kaminsky
5:22.0,,,98-96,1,K. Walker makes free throw 2 of 2
5:11.0,,,98-96,,Personal foul by M. Williams (drawn by H. Barnes)
5:04.0,Y. Ferrell misses 3-pt shot from 26 ft,,98-96,,
4:59.0,,,98-96,,Defensive rebound by D. Howard
4:45.0,,,98-98,2,K. Walker makes 2-pt shot from 1 ft
4:28.0,H. Barnes makes 3-pt shot from 25 ft,3,101-98,,
