time,Charlotte,pts.away,score,pts.home,Orlando
5:54.0,D. Howard misses 2-pt shot from 2 ft,,18-12,,
5:51.0,,,18-12,,Defensive rebound by K. Birch
5:46.0,,,18-12,,D. Augustin misses 3-pt shot from 24 ft
5:43.0,Defensive rebound by D. Howard,,18-12,,
5:30.0,K. Walker misses 2-pt shot from 2 ft,,18-12,,
5:19.0,Offensive rebound by N. Batum,,18-12,,
5:19.0,N. Batum makes 2-pt shot at rim,2,20-12,,
5:14.0,,,20-14,2,M. Hezonja makes 2-pt shot from 2 ft (assist by D. Augustin)
5:11.0,Shooting foul by K. Birch (drawn by K. Walker),,20-14,,
5:11.0,K. Walker makes free throw 1 of 2,1,21-14,,
5:11.0,K. Walker makes free throw 2 of 2,1,22-14,,
4:58.0,,,22-14,,W. Iwundu misses 2-pt shot from 11 ft
4:54.0,Defensive rebound by D. Howard,,22-14,,
4:49.0,N. Batum makes 2-pt shot from 16 ft,2,24-14,,
4:33.0,,,24-14,,M. Hezonja misses 2-pt shot from 3 ft
4:30.0,Defensive rebound by D. Howard,,24-14,,
4:25.0,M. Williams makes 3-pt shot from 23 ft (assist by K. Walker),3,27-14,,
4:25.0,,,27-14,,Orlando full timeout
4:25.0,,,27-14,,S. Mack enters the game for M. Hezonja
4:25.0,,,27-14,,R. Purvis enters the game for D. Augustin
4:12.0,,,27-14,,K. Birch misses 2-pt shot from 11 ft
4:08.0,Defensive rebound by N. Batum,,27-14,,
4:03.0,M. Williams makes 2-pt shot from 2 ft (assist by N. Batum),2,29-14,,
3:50.0,,,29-16,2,R. Purvis makes 2-pt shot from 12 ft (assist by S. Mack)
3:28.0,F. Kaminsky enters the game for M. Williams,,29-16,,
3:28.0,J. Lamb enters the game for N. Batum,,29-16,,
3:23.0,K. Walker misses 3-pt shot from 25 ft,,29-16,,
3:22.0,Offensive rebound by Team,,29-16,,
3:22.0,Turnover by Team (shot clock),,29-16,,
3:02.0,,,29-18,2,R. Purvis makes 2-pt shot from 9 ft
3:02.0,Violation by D. Howard (def goaltending),,29-18,,
2:52.0,Shooting foul by K. Birch (drawn by D. Howard),,29-18,,
2:52.0,D. Howard makes free throw 1 of 2,1,30-18,,
2:52.0,M. Monk enters the game for M. Kidd-Gilchrist,,30-18,,
2:52.0,J. Stone enters the game for K. Walker,,30-18,,
2:52.0,D. Howard makes free throw 2 of 2,1,31-18,,
2:36.0,,,31-18,,Turnover by W. Iwundu (out of bounds lost ball)
2:19.0,D. Howard misses 2-pt shot from 3 ft (block by K. Birch),,31-18,,
2:16.0,Offensive rebound by D. Howard,,31-18,,
2:13.0,J. Lamb makes 3-pt shot from 24 ft (assist by D. Howard),3,34-18,,
1:53.0,,,34-20,2,J. Artis makes 2-pt shot from 18 ft
1:40.0,D. Howard makes 2-pt shot at rim (assist by M. Monk),2,36-20,,
1:32.0,,,36-23,3,S. Mack makes 3-pt shot from 25 ft
1:13.0,J. Lamb makes 2-pt shot from 1 ft,2,38-23,,
1:00.0,,,38-23,,K. Birch misses 2-pt shot from 8 ft
0:58.0,Defensive rebound by D. Howard,,38-23,,
0:53.0,F. Kaminsky makes 3-pt shot from 24 ft (assist by D. Howard),3,41-23,,
0:35.0,,,41-23,,S. Mack misses 2-pt shot from 14 ft
0:33.0,Defensive rebound by J. Lamb,,41-23,,
0:23.0,F. Kaminsky misses 2-pt shot from 3 ft,,41-23,,
0:21.0,,,41-23,,Defensive rebound by R. Purvis
0:17.0,,,41-23,,R. Purvis misses 2-pt shot from 1 ft
0:17.0,,,41-23,,Offensive rebound by W. Iwundu
0:17.0,,,41-25,2,W. Iwundu makes 2-pt shot at rim
0:00.0,M. Monk makes 2-pt shot from 3 ft,2,43-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,43-25,,A. Afflalo misses 3-pt shot from 23 ft
11:32.0,Defensive rebound by F. Kaminsky,,43-25,,
11:23.0,F. Kaminsky makes 3-pt shot from 27 ft (assist by J. Stone),3,46-25,,
11:12.0,Personal foul by J. Stone (drawn by A. Afflalo),,46-25,,
11:07.0,,,46-27,2,M. Speights makes 2-pt shot from 18 ft (assist by B. Biyombo)
10:49.0,J. Lamb misses 2-pt shot from 15 ft,,46-27,,
10:46.0,Offensive rebound by J. Lamb,,46-27,,
10:44.0,W. Hernangomez makes 2-pt shot from 2 ft (assist by J. Lamb),2,48-27,,
10:32.0,,,48-27,,M. Speights misses 3-pt shot from 25 ft
10:30.0,Defensive rebound by W. Hernangomez,,48-27,,
10:15.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by W. Hernangomez),3,51-27,,
10:04.0,,,51-27,,Turnover by M. Speights (traveling)
9:48.0,J. Stone misses 3-pt shot from 25 ft,,51-27,,
9:43.0,,,51-27,,Defensive rebound by S. Mack
9:23.0,,,51-27,,M. Speights misses 2-pt shot from 1 ft
9:18.0,,,51-27,,Offensive rebound by M. Speights
9:18.0,,,51-29,2,M. Speights makes 2-pt shot at rim
9:10.0,M. Monk misses 2-pt shot from 20 ft,,51-29,,
9:06.0,,,51-29,,Defensive rebound by B. Biyombo
8:54.0,,,51-31,2,B. Biyombo makes 2-pt shot from 2 ft (assist by S. Mack)
8:39.0,J. Lamb makes 2-pt shot from 15 ft (assist by M. Monk),2,53-31,,
8:24.0,,,53-31,,R. Purvis misses 3-pt shot from 25 ft
8:20.0,Defensive rebound by W. Hernangomez,,53-31,,
8:18.0,Turnover by J. Stone (bad pass),,53-31,,
8:10.0,,,53-31,,B. Biyombo misses 2-pt shot from 11 ft
8:07.0,Defensive rebound by W. Hernangomez,,53-31,,
7:56.0,F. Kaminsky misses 3-pt shot from 26 ft,,53-31,,
7:53.0,,,53-31,,Defensive rebound by Team
7:39.0,,,53-31,,Shooting foul by F. Kaminsky (drawn by B. Biyombo)
7:39.0,,,53-31,,B. Biyombo misses free throw 1 of 2
7:39.0,,,53-31,,Offensive rebound by Team
7:39.0,,,53-31,,B. Biyombo misses free throw 2 of 2
7:36.0,Defensive rebound by W. Hernangomez,,53-31,,
7:27.0,M. Monk misses 3-pt shot from 25 ft,,53-31,,
7:25.0,Offensive rebound by F. Kaminsky,,53-31,,
7:14.0,J. Lamb makes 3-pt shot from 24 ft (assist by M. Monk),3,56-31,,
6:54.0,,,56-34,3,M. Speights makes 3-pt shot from 25 ft (assist by S. Mack)
6:33.0,F. Kaminsky misses 2-pt shot from 3 ft,,56-34,,
6:33.0,Offensive rebound by Team,,56-34,,
6:33.0,,,56-34,,Personal foul by R. Purvis (drawn by W. Hernangomez)
6:33.0,,,56-34,,Orlando full timeout
6:33.0,,,56-34,,M. Hezonja enters the game for A. Afflalo
6:28.0,M. Monk makes 3-pt shot from 25 ft,3,59-34,,
6:13.0,,,59-34,,R. Purvis misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by W. Hernangomez,,59-34,,
6:01.0,F. Kaminsky misses 2-pt shot from 3 ft,,59-34,,
5:55.0,Offensive rebound by W. Hernangomez,,59-34,,
5:55.0,W. Hernangomez misses 2-pt shot at rim,,59-34,,
5:55.0,,,59-34,,Defensive rebound by B. Biyombo
5:51.0,,,59-37,3,M. Hezonja makes 3-pt shot from 23 ft (assist by S. Mack)
5:28.0,M. Monk misses 2-pt shot from 9 ft,,59-37,,
5:26.0,,,59-37,,Defensive rebound by B. Biyombo
5:15.0,,,59-37,,B. Biyombo misses 2-pt shot from 1 ft
5:12.0,Defensive rebound by W. Hernangomez,,59-37,,
5:08.0,J. Lamb misses 3-pt shot from 24 ft,,59-37,,
5:06.0,,,59-37,,Defensive rebound by B. Biyombo
4:57.0,,,59-40,3,M. Speights makes 3-pt shot from 25 ft (assist by S. Mack)
4:49.0,Charlotte full timeout,,59-40,,
4:49.0,,,59-40,,D. Augustin enters the game for S. Mack
4:49.0,,,59-40,,K. Birch enters the game for B. Biyombo
4:49.0,,,59-40,,W. Iwundu enters the game for R. Purvis
4:49.0,M. Kidd-Gilchrist enters the game for J. Lamb,,59-40,,
4:49.0,M. Williams enters the game for J. Stone,,59-40,,
4:49.0,K. Walker enters the game for F. Kaminsky,,59-40,,
4:40.0,W. Hernangomez makes 2-pt shot from 9 ft (assist by M. Williams),2,61-40,,
4:19.0,,,61-40,,Turnover by M. Hezonja (bad pass; steal by M. Williams)
4:16.0,Shooting foul by M. Speights (drawn by M. Monk),,61-40,,
4:16.0,M. Monk makes free throw 1 of 2,1,62-40,,
4:16.0,,,62-40,,J. Artis enters the game for M. Speights
4:16.0,D. Howard enters the game for W. Hernangomez,,62-40,,
4:16.0,M. Monk makes free throw 2 of 2,1,63-40,,
4:04.0,,,63-40,,M. Hezonja misses 2-pt shot from 23 ft
4:02.0,Defensive rebound by D. Howard,,63-40,,
3:56.0,M. Monk makes 2-pt shot from 20 ft,2,65-40,,
3:31.0,,,65-40,,D. Augustin misses 2-pt shot from 11 ft
3:28.0,Defensive rebound by D. Howard,,65-40,,
3:27.0,Turnover by K. Walker (out of bounds lost ball),,65-40,,
3:27.0,N. Batum enters the game for M. Monk,,65-40,,
3:13.0,,,65-42,2,D. Augustin makes 2-pt shot from 18 ft
2:58.0,N. Batum makes 2-pt shot from 17 ft (assist by K. Walker),2,67-42,,
2:41.0,,,67-42,,J. Artis misses 2-pt shot from 15 ft
2:35.0,Defensive rebound by N. Batum,,67-42,,
2:32.0,Offensive charge foul by D. Howard (drawn by K. Birch),,67-42,,
2:32.0,Turnover by D. Howard (offensive foul),,67-42,,
2:07.0,,,67-42,,Turnover by Team (shot clock)
1:53.0,K. Walker misses 2-pt shot from 3 ft,,67-42,,
1:53.0,Offensive rebound by D. Howard,,67-42,,
1:53.0,Shooting foul by K. Birch (drawn by D. Howard),,67-42,,
1:53.0,D. Howard misses free throw 1 of 2,,67-42,,
1:53.0,Offensive rebound by Team,,67-42,,
1:53.0,,,67-42,,B. Biyombo enters the game for K. Birch
1:53.0,D. Howard makes free throw 2 of 2,1,68-42,,
1:33.0,,,68-42,,D. Augustin misses 3-pt shot from 25 ft
1:27.0,,,68-42,,Offensive rebound by W. Iwundu
1:27.0,,,68-44,2,W. Iwundu makes 2-pt shot at rim
1:15.0,K. Walker misses 3-pt shot from 24 ft,,68-44,,
1:13.0,,,68-44,,Defensive rebound by Team
0:54.0,,,68-46,2,D. Augustin makes 2-pt shot from 14 ft
0:41.0,M. Kidd-Gilchrist makes 2-pt shot from 6 ft (assist by K. Walker),2,70-46,,
0:33.0,Personal foul by M. Williams (drawn by M. Hezonja),,70-46,,
0:31.0,,,70-49,3,D. Augustin makes 3-pt shot from 26 ft (assist by W. Iwundu)
0:14.0,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker),2,72-49,,
0:00.0,,,72-49,,J. Artis misses 3-pt shot from 22 ft
0:00.0,,,72-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,72-49,,Turnover by J. Artis (bad pass; steal by K. Walker)
11:48.0,Shooting foul by M. Hezonja (drawn by M. Williams),,72-49,,
11:48.0,M. Williams makes free throw 1 of 2,1,73-49,,
11:48.0,M. Williams makes free throw 2 of 2,1,74-49,,
11:26.0,,,74-49,,B. Biyombo misses 2-pt shot from 4 ft (block by D. Howard)
11:20.0,,,74-49,,Offensive rebound by W. Iwundu
11:20.0,,,74-49,,W. Iwundu misses 2-pt shot from 3 ft
11:18.0,Defensive rebound by D. Howard,,74-49,,
11:10.0,D. Howard makes 2-pt shot from 1 ft,2,76-49,,
10:54.0,,,76-49,,M. Hezonja misses 2-pt shot from 4 ft
10:54.0,Defensive rebound by D. Howard,,76-49,,
10:53.0,,,76-49,,Personal foul by J. Artis (drawn by K. Walker)
10:43.0,M. Williams misses 2-pt shot from 2 ft (block by J. Artis),,76-49,,
10:38.0,Offensive rebound by M. Williams,,76-49,,
10:37.0,M. Williams makes 2-pt shot from 1 ft,2,78-49,,
10:20.0,,,78-51,2,M. Hezonja makes 2-pt shot from 23 ft
10:00.0,Turnover by N. Batum (bad pass; steal by M. Hezonja),,78-51,,
9:53.0,,,78-51,,J. Artis misses 2-pt shot from 5 ft
9:50.0,,,78-51,,Offensive rebound by J. Artis
9:50.0,,,78-51,,J. Artis misses 2-pt shot at rim
9:50.0,Defensive rebound by D. Howard,,78-51,,
9:50.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by M. Hezonja),,78-51,,
9:50.0,Turnover by M. Kidd-Gilchrist (offensive foul),,78-51,,
9:39.0,,,78-53,2,D. Augustin makes 2-pt shot from 2 ft (assist by M. Hezonja)
9:39.0,Violation by D. Howard (def goaltending),,78-53,,
9:31.0,N. Batum misses 2-pt shot from 17 ft,,78-53,,
9:26.0,,,78-53,,Defensive rebound by M. Hezonja
9:16.0,,,78-53,,Turnover by B. Biyombo (bad pass; steal by M. Kidd-Gilchrist)
9:05.0,D. Howard misses 2-pt shot from 11 ft (block by B. Biyombo),,78-53,,
9:01.0,Offensive rebound by D. Howard,,78-53,,
9:01.0,Turnover by N. Batum (traveling),,78-53,,
8:48.0,,,78-55,2,J. Artis makes 2-pt shot from 11 ft (assist by B. Biyombo)
8:32.0,M. Williams makes 3-pt shot from 22 ft (assist by N. Batum),3,81-55,,
8:12.0,,,81-57,2,D. Augustin makes 2-pt shot from 21 ft
8:00.0,,,81-57,,Personal foul by B. Biyombo (drawn by D. Howard)
7:55.0,N. Batum makes 3-pt shot from 24 ft (assist by M. Williams),3,84-57,,
7:41.0,,,84-57,,D. Augustin misses 2-pt shot from 3 ft (block by D. Howard)
7:38.0,,,84-57,,Offensive rebound by B. Biyombo
7:36.0,,,84-59,2,B. Biyombo makes 2-pt shot from 1 ft
7:22.0,K. Walker misses 2-pt shot from 1 ft,,84-59,,
7:17.0,,,84-59,,Defensive rebound by B. Biyombo
7:15.0,,,84-59,,J. Artis misses 3-pt shot from 23 ft
7:12.0,Defensive rebound by M. Williams,,84-59,,
7:04.0,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum),2,86-59,,
6:45.0,,,86-61,2,B. Biyombo makes 2-pt shot at rim (assist by M. Hezonja)
6:18.0,D. Howard misses 2-pt shot from 7 ft,,86-61,,
6:16.0,,,86-61,,Defensive rebound by M. Hezonja
6:06.0,,,86-61,,Shooting foul by D. Howard (drawn by B. Biyombo)
6:06.0,,,86-61,,Orlando full timeout
6:06.0,,,86-61,,S. Mack enters the game for D. Augustin
6:06.0,,,86-62,1,B. Biyombo makes free throw 1 of 2
6:06.0,,,86-62,,B. Biyombo misses free throw 2 of 2
6:03.0,Defensive rebound by D. Howard,,86-62,,
5:47.0,K. Walker makes 2-pt shot from 10 ft,2,88-62,,
5:25.0,,,88-62,,M. Hezonja misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by D. Howard,,88-62,,
5:04.0,M. Kidd-Gilchrist misses 2-pt shot from 15 ft,,88-62,,
5:01.0,,,88-62,,Defensive rebound by B. Biyombo
4:49.0,,,88-62,,M. Hezonja misses 2-pt shot from 7 ft
4:48.0,,,88-62,,Offensive rebound by B. Biyombo
4:48.0,Personal foul by M. Kidd-Gilchrist (drawn by B. Biyombo),,88-62,,
4:48.0,,,88-62,,M. Speights enters the game for J. Artis
4:48.0,,,88-62,,K. Birch enters the game for B. Biyombo
4:40.0,,,88-62,,S. Mack misses 2-pt shot from 12 ft
4:38.0,,,88-62,,Offensive rebound by S. Mack
4:36.0,,,88-62,,Turnover by W. Iwundu (traveling)
4:17.0,N. Batum misses 3-pt shot from 23 ft,,88-62,,
4:12.0,,,88-62,,Defensive rebound by M. Hezonja
4:03.0,,,88-64,2,K. Birch makes 2-pt shot from 6 ft (assist by S. Mack)
3:45.0,N. Batum misses 2-pt shot from 8 ft,,88-64,,
3:41.0,Offensive rebound by M. Kidd-Gilchrist,,88-64,,
3:40.0,Turnover by D. Howard (turnover),,88-64,,
3:40.0,F. Kaminsky enters the game for M. Williams,,88-64,,
3:40.0,J. Lamb enters the game for N. Batum,,88-64,,
3:27.0,,,88-64,,M. Hezonja misses 2-pt shot from 6 ft
3:24.0,Defensive rebound by D. Howard,,88-64,,
3:21.0,Shooting foul by M. Hezonja (drawn by K. Walker),,88-64,,
3:21.0,K. Walker makes free throw 1 of 2,1,89-64,,
3:21.0,,,89-64,,R. Purvis enters the game for M. Hezonja
3:21.0,J. Stone enters the game for M. Kidd-Gilchrist,,89-64,,
3:21.0,K. Walker makes free throw 2 of 2,1,90-64,,
3:04.0,,,90-66,2,R. Purvis makes 2-pt shot from 22 ft (assist by S. Mack)
2:58.0,,,90-66,,Personal foul by M. Speights (drawn by D. Howard)
2:58.0,Charlotte full timeout,,90-66,,
2:58.0,M. Monk enters the game for K. Walker,,90-66,,
2:58.0,D. Howard makes free throw 1 of 2,1,91-66,,
2:58.0,D. Howard makes free throw 2 of 2,1,92-66,,
2:46.0,,,92-68,2,M. Speights makes 2-pt shot from 12 ft (assist by S. Mack)
2:31.0,Turnover by F. Kaminsky (bad pass; steal by M. Speights),,92-68,,
2:26.0,,,92-68,,M. Speights misses 3-pt shot from 24 ft
2:22.0,Jump ball: K. Birch vs. D. Howard (J. Lamb gains possession),,,,Jump ball: K. Birch vs. D. Howard (J. Lamb gains possession)
2:22.0,Defensive rebound by Team,,92-68,,
2:06.0,J. Lamb makes 3-pt shot from 25 ft,3,95-68,,
1:47.0,,,95-68,,M. Speights misses 2-pt shot from 9 ft
1:44.0,Defensive rebound by D. Howard,,95-68,,
1:33.0,M. Monk makes 3-pt shot from 24 ft (assist by J. Lamb),3,98-68,,
1:16.0,,,98-71,3,R. Purvis makes 3-pt shot from 24 ft (assist by S. Mack)
1:06.0,F. Kaminsky makes 2-pt shot from 16 ft (assist by M. Monk),2,100-71,,
0:53.0,,,100-73,2,M. Speights makes 2-pt shot from 3 ft (assist by S. Mack)
0:40.0,M. Monk makes 3-pt shot from 26 ft,3,103-73,,
0:26.0,,,103-73,,R. Purvis misses 2-pt shot from 14 ft
0:23.0,,,103-73,,Offensive rebound by K. Birch
0:13.0,,,103-75,2,K. Birch makes 2-pt shot from 12 ft (assist by M. Speights)
0:00.0,M. Monk misses 2-pt shot from 14 ft,,103-75,,
0:00.0,Offensive rebound by Team,,103-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,W. Hernangomez makes 2-pt shot at rim (assist by M. Monk),2,105-75,,
11:21.0,,,105-75,,R. Purvis misses 2-pt shot from 18 ft
11:17.0,Defensive rebound by F. Kaminsky,,105-75,,
11:10.0,M. Monk makes 2-pt shot from 21 ft,2,107-75,,
10:53.0,,,107-75,,J. Artis misses 2-pt shot from 4 ft
10:50.0,Defensive rebound by J. Stone,,107-75,,
10:50.0,F. Kaminsky makes 2-pt shot from 2 ft (assist by J. Stone),2,109-75,,
10:50.0,Shooting foul by R. Purvis (drawn by F. Kaminsky),,109-75,,
10:50.0,F. Kaminsky makes free throw 1 of 1,1,110-75,,
10:50.0,,,110-75,,A. Afflalo enters the game for J. Artis
10:31.0,,,110-75,,K. Birch misses 2-pt shot from 14 ft
10:26.0,Defensive rebound by W. Hernangomez,,110-75,,
10:23.0,M. Monk misses 2-pt shot from 22 ft,,110-75,,
10:23.0,,,110-75,,Defensive rebound by Team
10:13.0,Loose ball foul by W. Hernangomez (drawn by M. Speights),,110-75,,
9:56.0,,,110-75,,S. Mack misses 3-pt shot from 27 ft
9:56.0,Defensive rebound by M. Monk,,110-75,,
9:48.0,F. Kaminsky misses 3-pt shot from 25 ft,,110-75,,
9:48.0,,,110-75,,Defensive rebound by S. Mack
9:43.0,,,110-77,2,K. Birch makes 2-pt shot at rim (assist by S. Mack)
9:22.0,W. Hernangomez makes 3-pt shot from 24 ft (assist by F. Kaminsky),3,113-77,,
9:13.0,,,113-77,,Offensive charge foul by S. Mack (drawn by M. Monk)
9:13.0,,,113-77,,Turnover by S. Mack (offensive foul)
9:04.0,Shooting foul by S. Mack (drawn by M. Monk),,113-77,,
9:04.0,M. Monk makes free throw 1 of 2,1,114-77,,
9:04.0,M. Monk makes free throw 2 of 2,1,115-77,,
8:48.0,,,115-77,,A. Afflalo misses 2-pt shot from 10 ft
8:44.0,Defensive rebound by W. Hernangomez,,115-77,,
8:37.0,M. Monk makes 3-pt shot from 23 ft,3,118-77,,
8:36.0,,,118-77,,Orlando full timeout
8:36.0,,,118-77,,W. Iwundu enters the game for S. Mack
8:36.0,,,118-77,,J. Artis enters the game for A. Afflalo
8:22.0,,,118-77,,M. Speights misses 3-pt shot from 26 ft
8:16.0,,,118-77,,Offensive rebound by J. Artis
8:15.0,,,118-77,,R. Purvis misses 2-pt shot from 2 ft
8:13.0,Defensive rebound by W. Hernangomez,,118-77,,
8:07.0,,,118-77,,Personal foul by M. Speights (drawn by J. Lamb)
8:07.0,Offensive foul by M. Monk (drawn by W. Iwundu),,118-77,,
8:07.0,Turnover by M. Monk (offensive foul),,118-77,,
7:51.0,,,118-77,,M. Speights misses 2-pt shot from 7 ft
7:45.0,,,118-77,,Offensive rebound by K. Birch
7:45.0,,,118-79,2,K. Birch makes 2-pt shot at rim
7:36.0,F. Kaminsky misses 3-pt shot from 25 ft,,118-79,,
7:34.0,,,118-79,,Defensive rebound by R. Purvis
7:21.0,,,118-79,,Turnover by J. Artis (bad pass; steal by W. Hernangomez)
7:17.0,F. Kaminsky makes 2-pt shot from 1 ft (assist by M. Monk),2,120-79,,
7:17.0,Shooting foul by W. Iwundu (drawn by F. Kaminsky),,120-79,,
7:17.0,F. Kaminsky makes free throw 1 of 1,1,121-79,,
7:02.0,,,121-79,,R. Purvis misses 2-pt shot from 15 ft
6:58.0,Defensive rebound by J. Lamb,,121-79,,
6:51.0,J. Lamb misses 2-pt shot from 19 ft,,121-79,,
6:48.0,,,121-79,,Defensive rebound by M. Speights
6:34.0,,,121-79,,M. Speights misses 2-pt shot from 22 ft
6:32.0,Defensive rebound by W. Hernangomez,,121-79,,
6:28.0,J. Lamb makes 3-pt shot from 24 ft (assist by M. Monk),3,124-79,,
6:27.0,,,124-79,,Orlando full timeout
6:27.0,M. Paige enters the game for J. Lamb,,124-79,,
6:08.0,,,124-82,3,J. Artis makes 3-pt shot from 25 ft (assist by R. Purvis)
5:53.0,F. Kaminsky misses 2-pt shot from 18 ft,,124-82,,
5:50.0,,,124-82,,Defensive rebound by M. Speights
5:47.0,,,124-84,2,J. Artis makes 2-pt shot from 2 ft
5:39.0,M. Monk misses 3-pt shot from 22 ft,,124-84,,
5:39.0,,,124-84,,Defensive rebound by J. Artis
5:21.0,,,124-84,,R. Purvis misses 2-pt shot from 16 ft
5:21.0,,,124-84,,Offensive rebound by R. Purvis
5:16.0,,,124-84,,Shooting foul by W. Hernangomez (drawn by K. Birch)
5:16.0,,,124-85,1,K. Birch makes free throw 1 of 2
5:16.0,,,124-86,1,K. Birch makes free throw 2 of 2
4:53.0,M. Paige misses 3-pt shot from 26 ft,,124-86,,
4:49.0,,,124-86,,Defensive rebound by K. Birch
4:37.0,,,124-89,3,J. Artis makes 3-pt shot from 25 ft (assist by M. Speights)
4:16.0,F. Kaminsky makes 2-pt shot from 6 ft,2,126-89,,
3:56.0,,,126-89,,Shooting foul by J. Stone (drawn by M. Speights)
3:56.0,,,126-89,,M. Speights misses free throw 1 of 2
3:56.0,,,126-89,,Offensive rebound by Team
3:56.0,,,126-89,,M. Speights misses free throw 2 of 2
3:54.0,Defensive rebound by F. Kaminsky,,126-89,,
3:45.0,M. Paige misses 3-pt shot from 26 ft,,126-89,,
3:41.0,,,126-89,,Defensive rebound by J. Artis
3:31.0,,,126-91,2,W. Iwundu makes 2-pt shot from 16 ft (assist by K. Birch)
3:16.0,M. Paige misses 2-pt shot from 4 ft,,126-91,,
3:11.0,,,126-91,,Defensive rebound by J. Artis
3:06.0,Personal foul by W. Hernangomez (drawn by M. Speights),,126-91,,
3:01.0,,,126-93,2,W. Iwundu makes 2-pt shot from 2 ft (assist by M. Speights)
2:42.0,Shooting foul by R. Purvis (drawn by M. Monk),,126-93,,
2:42.0,M. Monk makes free throw 1 of 2,1,127-93,,
2:42.0,M. Monk makes free throw 2 of 2,1,128-93,,
