time,Brooklyn,pts.away,score,pts.home,Cleveland
11:44.0,Defensive rebound by C. LeVert,,77-77,,
11:23.0,S. Kilpatrick makes 2-pt shot from 14 ft,2,79-77,,
11:10.0,,,79-79,2,D. Wade makes 2-pt shot at rim
10:58.0,C. LeVert misses 2-pt shot from 1 ft,,79-79,,
10:56.0,Offensive rebound by T. Zeller,,79-79,,
10:52.0,S. Kilpatrick misses 3-pt shot from 25 ft,,79-79,,
10:50.0,,,79-79,,Defensive rebound by K. Korver
10:36.0,,,79-79,,Shooting foul by C. LeVert (drawn by K. Korver)
10:36.0,,,79-80,1,K. Korver makes free throw 1 of 2
10:36.0,Q. Acy enters the game for J. Allen,,79-80,,
10:36.0,,,79-81,1,K. Korver makes free throw 2 of 2
10:16.0,Q. Acy misses 3-pt shot from 25 ft,,79-81,,
10:13.0,,,79-81,,Defensive rebound by K. Korver
10:07.0,,,79-83,2,D. Wade makes 2-pt shot from 1 ft
9:44.0,S. Kilpatrick makes 3-pt shot from 25 ft,3,82-83,,
9:26.0,,,82-86,3,L. James makes 3-pt shot from 29 ft
9:03.0,,,82-86,,Personal foul by C. Frye (drawn by D. Carroll)
9:02.0,,,82-86,,J. Smith enters the game for D. Wade
9:02.0,S. Dinwiddie enters the game for C. LeVert,,82-86,,
8:58.0,Shooting foul by J. Green (drawn by T. Zeller),,82-86,,
8:58.0,T. Zeller makes free throw 1 of 2,1,83-86,,
8:58.0,T. Zeller makes free throw 2 of 2,1,84-86,,
8:44.0,,,84-89,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
8:21.0,S. Dinwiddie makes 2-pt shot from 13 ft,2,86-89,,
8:06.0,Personal foul by S. Dinwiddie (drawn by K. Korver),,86-89,,
8:06.0,R. Hollis-Jefferson enters the game for T. Zeller,,86-89,,
7:53.0,,,86-92,3,J. Smith makes 3-pt shot from 22 ft (assist by J. Green)
7:32.0,Shooting foul by C. Frye (drawn by Q. Acy),,86-92,,
7:32.0,Q. Acy makes free throw 1 of 2,1,87-92,,
7:32.0,A. Crabbe enters the game for S. Kilpatrick,,87-92,,
7:32.0,Q. Acy makes free throw 2 of 2,1,88-92,,
7:27.0,Personal foul by D. Carroll (drawn by L. James),,88-92,,
7:27.0,J. Harris enters the game for Q. Acy,,88-92,,
7:20.0,,,88-92,,Offensive foul by J. Smith (drawn by R. Hollis-Jefferson)
7:20.0,,,88-92,,Turnover by J. Smith (offensive foul)
7:04.0,S. Dinwiddie makes 3-pt shot from 30 ft,3,91-92,,
6:41.0,,,91-95,3,J. Green makes 3-pt shot from 22 ft (assist by L. James)
6:24.0,R. Hollis-Jefferson makes 2-pt shot at rim (assist by S. Dinwiddie),2,93-95,,
6:24.0,Shooting foul by J. Green (drawn by R. Hollis-Jefferson),,93-95,,
6:24.0,,,93-95,,Cleveland full timeout
6:24.0,,,93-95,,K. Love enters the game for C. Frye
6:24.0,R. Hollis-Jefferson makes free throw 1 of 1,1,94-95,,
6:10.0,,,94-95,,Shooting foul by D. Carroll (drawn by L. James)
6:10.0,,,94-96,1,L. James makes free throw 1 of 2
6:10.0,,,94-96,,D. Wade enters the game for J. Green
6:10.0,,,94-97,1,L. James makes free throw 2 of 2
5:59.0,,,94-97,,Personal foul by L. James (drawn by R. Hollis-Jefferson)
5:59.0,R. Hollis-Jefferson misses free throw 1 of 2,,94-97,,
5:59.0,Offensive rebound by Team,,94-97,,
5:59.0,R. Hollis-Jefferson makes free throw 2 of 2,1,95-97,,
5:45.0,,,95-97,,L. James misses 3-pt shot from 27 ft
5:42.0,Defensive rebound by A. Crabbe,,95-97,,
5:32.0,R. Hollis-Jefferson makes 2-pt shot from 11 ft (assist by S. Dinwiddie),2,97-97,,
5:21.0,,,97-99,2,D. Wade makes 2-pt shot from 19 ft
5:07.0,D. Carroll misses 3-pt shot from 25 ft,,97-99,,
5:04.0,Offensive rebound by J. Harris,,97-99,,
5:00.0,J. Harris makes 2-pt shot from 2 ft,2,99-99,,
4:50.0,Personal foul by R. Hollis-Jefferson (drawn by K. Love),,99-99,,
4:50.0,,,99-99,,K. Love misses free throw 1 of 2
4:50.0,,,99-99,,Offensive rebound by Team
4:50.0,,,99-100,1,K. Love makes free throw 2 of 2
4:32.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,99-100,,
4:28.0,,,99-100,,Defensive rebound by K. Korver
4:25.0,,,99-100,,Shooting foul by J. Harris (drawn by L. James)
4:25.0,,,99-101,1,L. James makes free throw 1 of 2
4:25.0,,,99-102,1,L. James makes free throw 2 of 2
4:16.0,J. Harris misses 3-pt shot from 25 ft,,99-102,,
4:13.0,,,99-102,,Defensive rebound by K. Love
4:08.0,,,99-102,,D. Wade misses 2-pt shot from 13 ft
4:05.0,,,99-102,,Offensive rebound by L. James
4:04.0,,,99-104,2,L. James makes 2-pt shot from 1 ft
4:03.0,Brooklyn full timeout,,99-104,,
3:51.0,R. Hollis-Jefferson makes 2-pt shot at rim (assist by S. Dinwiddie),2,101-104,,
3:28.0,,,101-106,2,L. James makes 2-pt shot at rim
3:20.0,,,101-106,,Personal foul by K. Love (drawn by D. Carroll)
3:20.0,D. Carroll makes free throw 1 of 2,1,102-106,,
3:20.0,D. Carroll makes free throw 2 of 2,1,103-106,,
3:05.0,,,103-108,2,L. James makes 2-pt shot from 1 ft
2:55.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,105-108,,
2:32.0,,,105-110,2,L. James makes 2-pt shot from 3 ft
2:32.0,,,105-110,,Shooting foul by S. Dinwiddie (drawn by L. James)
2:32.0,,,105-110,,L. James misses free throw 1 of 1
2:30.0,Defensive rebound by S. Dinwiddie,,105-110,,
2:11.0,J. Harris misses 3-pt shot from 22 ft,,105-110,,
2:11.0,,,105-110,,Defensive rebound by Team
1:51.0,,,105-113,3,L. James makes 3-pt shot from 26 ft
1:43.0,S. Dinwiddie misses 3-pt shot from 27 ft,,105-113,,
1:40.0,Offensive rebound by A. Crabbe,,105-113,,
1:40.0,A. Crabbe makes 2-pt shot from 1 ft,2,107-113,,
1:40.0,Shooting foul by K. Love (drawn by A. Crabbe),,107-113,,
1:40.0,A. Crabbe misses free throw 1 of 1,,107-113,,
1:36.0,,,107-113,,Defensive rebound by K. Love
1:32.0,Personal foul by D. Carroll (drawn by L. James),,107-113,,
