time,Cleveland,pts.away,score,pts.home,Boston
0:50.0,L. Nance makes free throw 1 of 1,1,29-30,,
0:33.0,,,29-32,2,A. Horford makes 2-pt shot at rim (assist by T. Rozier)
0:21.0,R. Hood makes 2-pt shot from 1 ft (assist by L. Nance),2,31-32,,
0:01.0,,,31-32,,A. Horford misses 2-pt shot from 12 ft
0:00.0,Defensive rebound by R. Hood,,31-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,R. Hood makes 3-pt shot from 25 ft (assist by J. Clarkson),3,34-32,,
11:19.0,,,34-32,,T. Rozier misses 3-pt shot from 23 ft
11:15.0,Defensive rebound by R. Hood,,34-32,,
11:10.0,Turnover by J. Green (lost ball; steal by A. Horford),,34-32,,
11:06.0,,,34-32,,J. Brown misses 3-pt shot from 26 ft
11:04.0,,,34-32,,Offensive rebound by Team
11:04.0,Loose ball foul by J. Green (drawn by T. Rozier),,34-32,,
10:56.0,,,34-34,2,J. Tatum makes 2-pt shot from 17 ft (assist by A. Horford)
10:39.0,Shooting foul by S. Ojeleye (drawn by J. Green),,34-34,,
10:39.0,J. Green makes free throw 1 of 2,1,35-34,,
10:39.0,,,35-34,,D. Theis enters the game for S. Ojeleye
10:39.0,J. Green makes free throw 2 of 2,1,36-34,,
10:24.0,,,36-34,,Turnover by T. Rozier (bad pass; steal by J. Clarkson)
10:18.0,J. Clarkson makes 2-pt shot from 1 ft,2,38-34,,
10:01.0,,,38-36,2,D. Theis makes 2-pt shot at rim (assist by A. Horford)
9:45.0,R. Hood misses 3-pt shot from 27 ft,,38-36,,
9:42.0,,,38-36,,Defensive rebound by J. Brown
9:33.0,,,38-36,,J. Tatum misses 2-pt shot from 1 ft (block by R. Hood)
9:31.0,,,38-36,,Offensive rebound by J. Tatum
9:27.0,,,38-38,2,T. Rozier makes 2-pt shot from 1 ft (assist by D. Theis)
9:07.0,L. Nance misses 3-pt shot from 24 ft,,38-38,,
9:04.0,,,38-38,,Defensive rebound by T. Rozier
8:58.0,,,38-40,2,A. Horford makes 2-pt shot at rim (assist by T. Rozier)
8:58.0,Cleveland full timeout,,38-40,,
8:58.0,,,38-40,,S. Ojeleye enters the game for D. Theis
8:58.0,L. James enters the game for J. Clarkson,,38-40,,
8:58.0,G. Hill enters the game for L. Nance,,38-40,,
8:58.0,T. Thompson enters the game for J. Green,,38-40,,
8:43.0,R. Hood misses 3-pt shot from 26 ft,,38-40,,
8:40.0,,,38-40,,Defensive rebound by A. Horford
8:24.0,,,38-40,,T. Rozier misses 3-pt shot from 28 ft
8:20.0,Defensive rebound by L. James,,38-40,,
8:07.0,L. James makes 2-pt shot from 19 ft,2,40-40,,
7:47.0,,,40-40,,J. Tatum misses 2-pt shot from 19 ft
7:46.0,,,40-40,,Offensive rebound by T. Rozier
7:46.0,,,40-40,,T. Rozier misses 2-pt shot at rim (block by K. Korver)
7:45.0,Defensive rebound by L. James,,40-40,,
7:38.0,R. Hood makes 3-pt shot from 24 ft (assist by L. James),3,43-40,,
7:19.0,,,43-40,,Turnover by J. Tatum (bad pass)
7:19.0,J. Smith enters the game for K. Korver,,43-40,,
7:10.0,R. Hood misses 3-pt shot from 22 ft,,43-40,,
7:08.0,,,43-40,,Defensive rebound by T. Rozier
7:04.0,,,43-40,,Boston full timeout
7:04.0,,,43-40,,G. Monroe enters the game for J. Tatum
7:04.0,,,43-40,,K. Irving enters the game for A. Horford
6:48.0,,,43-42,2,K. Irving makes 2-pt shot from 2 ft
6:29.0,T. Thompson misses 2-pt shot from 3 ft (block by G. Monroe),,43-42,,
6:29.0,,,43-42,,Defensive rebound by K. Irving
6:21.0,,,43-44,2,K. Irving makes 2-pt shot at rim
6:00.0,G. Hill makes 3-pt shot from 22 ft,3,46-44,,
5:47.0,,,46-44,,J. Brown misses 3-pt shot from 25 ft
5:43.0,Defensive rebound by T. Thompson,,46-44,,
5:38.0,L. James makes 2-pt shot from 1 ft,2,48-44,,
5:38.0,Shooting foul by G. Monroe (drawn by L. James),,48-44,,
5:38.0,,,48-44,,M. Morris enters the game for S. Ojeleye
5:38.0,C. Osman enters the game for R. Hood,,48-44,,
5:38.0,L. James misses free throw 1 of 1,,48-44,,
5:38.0,,,48-44,,Defensive rebound by G. Monroe
5:26.0,,,48-44,,K. Irving misses 3-pt shot from 27 ft
5:23.0,Defensive rebound by G. Hill,,48-44,,
5:21.0,Turnover by G. Hill (out of bounds lost ball),,48-44,,
5:10.0,,,48-46,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Irving)
4:49.0,L. James makes 3-pt shot from 27 ft,3,51-46,,
4:36.0,,,51-46,,K. Irving misses 3-pt shot from 27 ft
4:34.0,Defensive rebound by J. Smith,,51-46,,
4:29.0,L. James misses 2-pt shot from 7 ft,,51-46,,
4:28.0,,,51-46,,Defensive rebound by Team
4:28.0,Loose ball foul by T. Thompson (drawn by G. Monroe),,51-46,,
4:16.0,,,51-46,,M. Morris misses 3-pt shot from 25 ft
4:12.0,Defensive rebound by J. Smith,,51-46,,
4:08.0,,,51-46,,J. Tatum enters the game for T. Rozier
3:54.0,J. Smith makes 2-pt shot from 1 ft (assist by L. James),2,53-46,,
3:45.0,,,53-46,,Turnover by G. Monroe (bad pass)
3:36.0,L. James makes 3-pt shot from 27 ft,3,56-46,,
3:17.0,,,56-48,2,K. Irving makes 2-pt shot from 17 ft
2:56.0,L. James makes 2-pt shot from 3 ft,2,58-48,,
2:47.0,,,58-48,,J. Tatum misses 2-pt shot at rim
2:46.0,,,58-48,,Offensive rebound by G. Monroe
2:46.0,,,58-48,,Shooting foul by J. Smith (drawn by G. Monroe)
2:46.0,,,58-49,1,G. Monroe makes free throw 1 of 2
2:46.0,,,58-49,,A. Horford enters the game for J. Brown
2:46.0,J. Clarkson enters the game for G. Hill,,58-49,,
2:46.0,,,58-49,,G. Monroe misses free throw 2 of 2
2:46.0,Defensive rebound by L. James,,58-49,,
2:34.0,L. James misses 2-pt shot from 12 ft,,58-49,,
2:30.0,,,58-49,,Defensive rebound by A. Horford
2:22.0,,,58-49,,Turnover by A. Horford (bad pass; steal by J. Clarkson)
2:18.0,J. Clarkson makes 2-pt shot at rim,2,60-49,,
2:05.0,,,60-49,,Turnover by K. Irving (bad pass; steal by C. Osman)
2:01.0,C. Osman misses 2-pt shot from 1 ft,,60-49,,
2:01.0,,,60-49,,Defensive rebound by Team
1:52.0,,,60-49,,Turnover by A. Horford (bad pass)
1:52.0,,,60-49,,D. Theis enters the game for G. Monroe
1:38.0,T. Thompson makes 2-pt shot from 1 ft (assist by L. James),2,62-49,,
1:24.0,,,62-49,,A. Horford misses 3-pt shot from 22 ft
1:23.0,,,62-49,,Offensive rebound by M. Morris
1:23.0,,,62-51,2,M. Morris makes 2-pt shot at rim
0:55.0,L. James misses 2-pt shot from 14 ft,,62-51,,
0:54.0,Offensive rebound by C. Osman,,62-51,,
0:54.0,Shooting foul by J. Tatum (drawn by C. Osman),,62-51,,
0:54.0,C. Osman misses free throw 1 of 2,,62-51,,
0:54.0,Offensive rebound by Team,,62-51,,
0:54.0,C. Osman makes free throw 2 of 2,1,63-51,,
0:54.0,,,63-51,,T. Rozier enters the game for J. Tatum
0:46.0,,,63-51,,Shooting foul by C. Osman (drawn by K. Irving)
0:46.0,,,63-51,,K. Irving misses free throw 1 of 2
0:46.0,,,63-51,,Offensive rebound by Team
0:46.0,R. Hood enters the game for C. Osman,,63-51,,
0:46.0,,,63-52,1,K. Irving makes free throw 2 of 2
0:36.0,Shooting foul by D. Theis (drawn by L. James),,63-52,,
0:36.0,L. James misses free throw 1 of 2,,63-52,,
0:36.0,Offensive rebound by Team,,63-52,,
0:36.0,,,63-52,,J. Brown enters the game for D. Theis
0:36.0,L. James makes free throw 2 of 2,1,64-52,,
0:20.0,,,64-52,,Turnover by A. Horford (bad pass; steal by J. Smith)
0:01.0,L. James misses 3-pt shot from 25 ft,,64-52,,
0:01.0,Offensive rebound by Team,,64-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,L. James misses 2-pt shot from 12 ft,,64-52,,
11:42.0,,,64-52,,Defensive rebound by J. Brown
11:34.0,,,64-55,3,M. Morris makes 3-pt shot from 25 ft (assist by K. Irving)
11:15.0,G. Hill makes 3-pt shot from 23 ft (assist by L. James),3,67-55,,
10:55.0,,,67-55,,J. Brown misses 3-pt shot from 22 ft
10:54.0,Defensive rebound by J. Smith,,67-55,,
10:45.0,L. James makes 2-pt shot from 2 ft,2,69-55,,
10:35.0,,,69-58,3,A. Horford makes 3-pt shot from 27 ft (assist by K. Irving)
10:17.0,C. Osman misses 3-pt shot from 25 ft,,69-58,,
10:16.0,Offensive rebound by T. Thompson,,69-58,,
10:14.0,T. Thompson makes 2-pt shot from 1 ft,2,71-58,,
9:58.0,,,71-58,,J. Tatum misses 2-pt shot from 1 ft
9:55.0,Defensive rebound by L. James,,71-58,,
9:38.0,G. Hill makes 2-pt shot from 1 ft,2,73-58,,
9:26.0,,,73-58,,K. Irving misses 3-pt shot from 26 ft
9:22.0,Defensive rebound by L. James,,73-58,,
9:19.0,Turnover by L. James (bad pass; steal by J. Tatum),,73-58,,
9:11.0,,,73-58,,Shooting foul by T. Thompson (drawn by M. Morris)
9:11.0,,,73-59,1,M. Morris makes free throw 1 of 2
9:11.0,,,73-60,1,M. Morris makes free throw 2 of 2
8:56.0,G. Hill misses 2-pt shot from 5 ft,,73-60,,
8:56.0,Offensive rebound by Team,,73-60,,
8:56.0,,,73-60,,Loose ball foul by J. Brown (drawn by T. Thompson)
8:50.0,J. Smith misses 3-pt shot from 25 ft,,73-60,,
8:44.0,,,73-60,,Defensive rebound by K. Irving
8:42.0,,,73-60,,Shooting foul by G. Hill (drawn by K. Irving)
8:42.0,,,73-61,1,K. Irving makes free throw 1 of 2
8:42.0,,,73-62,1,K. Irving makes free throw 2 of 2
8:19.0,J. Smith makes 3-pt shot from 25 ft,3,76-62,,
8:06.0,,,76-62,,J. Brown misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by C. Osman,,76-62,,
7:52.0,L. James misses 2-pt shot from 5 ft,,76-62,,
7:52.0,,,76-62,,Defensive rebound by Team
7:52.0,Loose ball foul by T. Thompson (drawn by A. Horford),,76-62,,
7:38.0,,,76-62,,Turnover by K. Irving (out of bounds lost ball)
7:27.0,G. Hill misses 2-pt shot from 15 ft,,76-62,,
7:24.0,,,76-62,,Defensive rebound by J. Tatum
7:19.0,,,76-62,,Offensive charge foul by J. Tatum (drawn by G. Hill)
7:19.0,,,76-62,,Turnover by J. Tatum (offensive foul)
7:10.0,Shooting foul by M. Morris (drawn by L. James),,76-62,,
7:10.0,L. James makes free throw 1 of 2,1,77-62,,
7:10.0,L. James misses free throw 2 of 2,,77-62,,
7:10.0,,,77-62,,Defensive rebound by M. Morris
6:57.0,,,77-64,2,M. Morris makes 2-pt shot from 19 ft
6:41.0,L. James makes 2-pt shot from 17 ft (assist by G. Hill),2,79-64,,
6:21.0,,,79-64,,A. Horford misses 3-pt shot from 25 ft
6:19.0,,,79-64,,Offensive rebound by Team
6:19.0,,,79-64,,Boston full timeout
6:19.0,,,79-64,,T. Rozier enters the game for J. Brown
6:19.0,,,79-64,,S. Ojeleye enters the game for J. Tatum
6:14.0,,,79-64,,K. Irving misses 3-pt shot from 28 ft
6:11.0,Defensive rebound by G. Hill,,79-64,,
5:56.0,G. Hill misses 3-pt shot from 28 ft,,79-64,,
5:52.0,,,79-64,,Defensive rebound by K. Irving
5:43.0,,,79-64,,A. Horford misses 3-pt shot from 27 ft
5:39.0,,,79-64,,Offensive rebound by T. Rozier
5:31.0,,,79-64,,T. Rozier misses 3-pt shot from 23 ft
5:31.0,Defensive rebound by J. Smith,,79-64,,
5:22.0,Turnover by G. Hill (step out of bounds),,79-64,,
5:00.0,,,79-64,,M. Morris misses 2-pt shot from 9 ft
4:57.0,Defensive rebound by G. Hill,,79-64,,
4:42.0,C. Osman makes 2-pt shot from 1 ft,2,81-64,,
4:31.0,,,81-67,3,T. Rozier makes 3-pt shot from 27 ft (assist by A. Horford)
4:11.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,84-67,,
3:57.0,,,84-67,,Turnover by A. Horford (bad pass; steal by L. James)
3:37.0,G. Hill misses 3-pt shot from 26 ft,,84-67,,
3:35.0,,,84-67,,Defensive rebound by A. Horford
3:27.0,,,84-67,,K. Irving misses 2-pt shot from 10 ft
3:25.0,Defensive rebound by C. Osman,,84-67,,
3:25.0,Cleveland full timeout,,84-67,,
3:25.0,,,84-67,,A. Baynes enters the game for A. Horford
3:25.0,J. Clarkson enters the game for G. Hill,,84-67,,
3:25.0,R. Hood enters the game for T. Thompson,,84-67,,
3:25.0,L. Nance enters the game for C. Osman,,84-67,,
3:11.0,J. Clarkson makes 3-pt shot from 26 ft (assist by L. James),3,87-67,,
2:43.0,,,87-67,,M. Morris misses 2-pt shot from 3 ft
2:41.0,Defensive rebound by L. James,,87-67,,
2:35.0,R. Hood makes 3-pt shot from 26 ft (assist by J. Smith),3,90-67,,
2:19.0,,,90-67,,A. Baynes misses 2-pt shot from 8 ft
2:18.0,Defensive rebound by Team,,90-67,,
2:18.0,,,90-67,,J. Tatum enters the game for K. Irving
2:18.0,,,90-67,,J. Brown enters the game for M. Morris
2:07.0,L. James makes 2-pt shot from 6 ft,2,92-67,,
1:48.0,,,92-69,2,A. Baynes makes 2-pt shot from 14 ft (assist by J. Tatum)
1:25.0,J. Clarkson makes 3-pt shot from 26 ft (assist by L. James),3,95-69,,
1:24.0,,,95-69,,Boston full timeout
1:14.0,,,95-72,3,T. Rozier makes 3-pt shot from 31 ft
0:56.0,L. James misses 2-pt shot from 9 ft,,95-72,,
0:54.0,,,95-72,,Defensive rebound by T. Rozier
0:42.0,,,95-74,2,J. Tatum makes 2-pt shot at rim (assist by T. Rozier)
0:17.0,L. James misses 3-pt shot from 23 ft,,95-74,,
0:15.0,,,95-74,,Defensive rebound by T. Rozier
0:07.0,,,95-74,,A. Baynes misses 2-pt shot from 3 ft (block by L. James)
0:06.0,,,95-74,,Offensive rebound by A. Baynes
0:03.0,Personal foul by L. Nance (drawn by A. Baynes),,95-74,,
0:03.0,,,95-74,,A. Horford enters the game for A. Baynes
0:00.0,,,95-74,,J. Tatum misses 3-pt shot from 27 ft
0:00.0,,,95-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,95-74,,T. Rozier misses 3-pt shot from 26 ft
11:42.0,Defensive rebound by L. Nance,,95-74,,
11:33.0,J. Clarkson makes 2-pt shot from 16 ft,2,97-74,,
11:21.0,,,97-74,,S. Ojeleye misses 3-pt shot from 25 ft
11:17.0,Defensive rebound by J. Clarkson,,97-74,,
10:59.0,L. Nance makes 2-pt shot at rim (assist by K. Korver),2,99-74,,
10:40.0,,,99-74,,S. Ojeleye misses 3-pt shot from 26 ft
10:38.0,Defensive rebound by J. Clarkson,,99-74,,
10:32.0,Turnover by R. Hood (out of bounds lost ball),,99-74,,
10:32.0,,,99-74,,A. Nader enters the game for S. Ojeleye
10:20.0,,,99-74,,Shooting foul by J. Green (drawn by J. Brown)
10:20.0,,,99-74,,J. Brown misses free throw 1 of 2
10:20.0,,,99-74,,Offensive rebound by Team
10:20.0,,,99-75,1,J. Brown makes free throw 2 of 2
10:08.0,R. Hood makes 2-pt shot from 12 ft (assist by L. Nance),2,101-75,,
9:47.0,,,101-75,,Turnover by J. Brown (bad pass; steal by R. Hood)
9:41.0,J. Clarkson makes 3-pt shot from 25 ft (assist by K. Korver),3,104-75,,
9:26.0,,,104-75,,T. Rozier misses 2-pt shot from 10 ft
9:24.0,Defensive rebound by L. Nance,,104-75,,
9:17.0,J. Clarkson misses 2-pt shot from 9 ft,,104-75,,
9:13.0,,,104-75,,Defensive rebound by J. Brown
9:08.0,,,104-77,2,J. Brown makes 2-pt shot from 1 ft
8:42.0,R. Hood misses 2-pt shot from 3 ft,,104-77,,
8:40.0,,,104-77,,Defensive rebound by A. Baynes
8:32.0,,,104-77,,A. Nader misses 3-pt shot from 23 ft
8:31.0,Defensive rebound by K. Korver,,104-77,,
8:28.0,Cleveland full timeout,,104-77,,
8:28.0,,,104-77,,D. Theis enters the game for J. Tatum
8:21.0,J. Green misses 2-pt shot from 1 ft,,104-77,,
8:19.0,,,104-77,,Defensive rebound by A. Baynes
8:00.0,,,104-77,,A. Baynes misses 2-pt shot from 15 ft
7:56.0,Defensive rebound by J. Clarkson,,104-77,,
7:44.0,J. Green misses 3-pt shot from 25 ft,,104-77,,
7:42.0,,,104-77,,Defensive rebound by T. Rozier
7:34.0,,,104-77,,T. Rozier misses 2-pt shot from 2 ft
7:31.0,Defensive rebound by R. Hood,,104-77,,
7:26.0,R. Hood makes 2-pt shot from 2 ft,2,106-77,,
7:09.0,,,106-79,2,J. Brown makes 2-pt shot from 16 ft
6:51.0,K. Korver misses 3-pt shot from 25 ft,,106-79,,
6:48.0,,,106-79,,Defensive rebound by J. Brown
6:40.0,,,106-79,,J. Brown misses 3-pt shot from 26 ft
6:38.0,,,106-79,,Offensive rebound by T. Rozier
6:33.0,,,106-79,,Shooting foul by L. Nance (drawn by T. Rozier)
6:33.0,,,106-80,1,T. Rozier makes free throw 1 of 2
6:33.0,,,106-80,,G. Monroe enters the game for A. Baynes
6:33.0,C. Osman enters the game for R. Hood,,106-80,,
6:33.0,,,106-81,1,T. Rozier makes free throw 2 of 2
6:22.0,L. Nance makes 2-pt shot from 1 ft,2,108-81,,
5:55.0,,,108-81,,G. Monroe misses 2-pt shot from 3 ft
5:54.0,,,108-81,,Offensive rebound by T. Rozier
5:54.0,,,108-83,2,T. Rozier makes 2-pt shot at rim
5:43.0,K. Korver makes 3-pt shot from 25 ft (assist by J. Green),3,111-83,,
5:30.0,,,111-83,,A. Nader misses 2-pt shot from 2 ft
5:29.0,,,111-83,,Offensive rebound by G. Monroe
5:29.0,Personal foul by L. Nance (drawn by G. Monroe),,111-83,,
5:16.0,,,111-86,3,A. Nader makes 3-pt shot from 26 ft (assist by T. Rozier)
5:14.0,Cleveland full timeout,,111-86,,
5:14.0,,,111-86,,S. Ojeleye enters the game for J. Brown
4:58.0,L. Nance misses 2-pt shot from 5 ft,,111-86,,
4:53.0,,,111-86,,Defensive rebound by G. Monroe
4:45.0,,,111-86,,Turnover by A. Nader (out of bounds lost ball)
4:36.0,J. Clarkson misses 3-pt shot from 25 ft,,111-86,,
4:34.0,,,111-86,,Defensive rebound by G. Monroe
4:24.0,,,111-86,,D. Theis misses 2-pt shot from 18 ft
4:22.0,Defensive rebound by K. Korver,,111-86,,
4:16.0,Shooting foul by D. Theis (drawn by J. Green),,111-86,,
4:16.0,J. Green makes free throw 1 of 2,1,112-86,,
4:16.0,J. Green makes free throw 2 of 2,1,113-86,,
4:03.0,,,113-86,,Turnover by A. Nader (bad pass; steal by L. Nance)
4:01.0,J. Clarkson misses 2-pt shot from 2 ft (block by T. Rozier),,113-86,,
4:00.0,,,113-86,,Defensive rebound by Team
3:39.0,,,113-86,,G. Monroe misses 2-pt shot from 4 ft
3:38.0,,,113-86,,Offensive rebound by D. Theis
3:37.0,,,113-86,,Shooting foul by K. Korver (drawn by D. Theis)
3:37.0,,,113-87,1,D. Theis makes free throw 1 of 2
3:37.0,J. Holland enters the game for J. Clarkson,,113-87,,
3:37.0,J. Calderon enters the game for K. Korver,,113-87,,
3:37.0,,,113-88,1,D. Theis makes free throw 2 of 2
3:21.0,Turnover by J. Green (out of bounds lost ball),,113-88,,
3:21.0,A. Zizic enters the game for J. Green,,113-88,,
3:07.0,,,113-88,,Shooting foul by J. Calderon (drawn by T. Rozier)
3:07.0,,,113-89,1,T. Rozier makes free throw 1 of 2
3:07.0,,,113-90,1,T. Rozier makes free throw 2 of 2
2:49.0,C. Osman makes 3-pt shot from 24 ft (assist by J. Calderon),3,116-90,,
2:33.0,,,116-92,2,G. Monroe makes 2-pt shot from 5 ft (assist by A. Nader)
2:19.0,Turnover by C. Osman (traveling),,116-92,,
2:02.0,,,116-92,,Turnover by A. Nader (traveling)
