time,Atlanta,pts.away,score,pts.home,Cleveland
4:52.0,,,25-11,,Cleveland full timeout
4:52.0,,,25-11,,J. Green enters the game for K. Love
4:36.0,,,25-11,,D. Rose misses 2-pt shot from 8 ft (block by J. Collins)
4:36.0,,,25-11,,Offensive rebound by Team
4:28.0,,,25-11,,D. Rose misses 2-pt shot from 5 ft
4:26.0,,,25-11,,Offensive rebound by D. Rose
4:23.0,,,25-11,,Turnover by D. Rose (lost ball; steal by K. Bazemore)
4:09.0,Shooting foul by J. Green (drawn by D. Schroder),,25-11,,
4:09.0,D. Schroder makes free throw 1 of 2,1,26-11,,
4:09.0,,,26-11,,D. Wade enters the game for D. Rose
4:09.0,D. Schroder makes free throw 2 of 2,1,27-11,,
3:59.0,,,27-11,,J. Smith misses 3-pt shot from 27 ft
3:56.0,,,27-11,,Offensive rebound by J. Crowder
3:49.0,,,27-13,2,J. Green makes 2-pt shot at rim (assist by L. James)
3:24.0,Turnover by J. Collins (bad pass; steal by J. Green),,27-13,,
3:17.0,,,27-13,,Shooting foul by J. Collins (drawn by J. Crowder)
3:17.0,,,27-13,,J. Crowder misses free throw 1 of 2
3:17.0,,,27-13,,Offensive rebound by Team
3:17.0,M. Belinelli enters the game for J. Collins,,27-13,,
3:17.0,,,27-14,1,J. Crowder makes free throw 2 of 2
3:07.0,D. Schroder makes 3-pt shot from 24 ft (assist by L. Babbitt),3,30-14,,
2:56.0,Personal foul by D. Schroder (drawn by D. Wade),,30-14,,
2:56.0,,,30-15,1,D. Wade makes free throw 1 of 2
2:56.0,,,30-16,1,D. Wade makes free throw 2 of 2
2:46.0,D. Schroder misses 2-pt shot from 1 ft,,30-16,,
2:43.0,,,30-16,,Defensive rebound by J. Green
2:41.0,,,30-16,,J. Green misses 2-pt shot from 3 ft (block by K. Bazemore)
2:41.0,,,30-16,,Offensive rebound by Team
2:41.0,I. Taylor enters the game for D. Schroder,,30-16,,
2:37.0,,,30-18,2,D. Wade makes 2-pt shot from 15 ft (assist by L. James)
2:15.0,,,30-18,,Personal block foul by L. James (drawn by K. Bazemore)
2:15.0,,,30-18,,K. Korver enters the game for J. Smith
2:10.0,L. Babbitt makes 2-pt shot at rim (assist by I. Taylor),2,32-18,,
1:48.0,,,32-20,2,D. Wade makes 2-pt shot from 12 ft (assist by L. James)
1:31.0,L. Babbitt misses 2-pt shot from 19 ft,,32-20,,
1:28.0,,,32-20,,Defensive rebound by J. Crowder
1:16.0,,,32-20,,J. Crowder misses 2-pt shot from 1 ft
1:13.0,Defensive rebound by T. Waller-Prince,,32-20,,
1:13.0,Technical foul by T. Waller-Prince (drawn by K. Korver),,32-20,,
1:13.0,,,32-20,,C. Osman enters the game for J. Crowder
1:13.0,D. Schroder enters the game for L. Babbitt,,32-20,,
1:13.0,T. Cavanaugh enters the game for T. Waller-Prince,,32-20,,
1:13.0,,,32-21,1,K. Korver makes flagrant free throw 2 of 2
1:13.0,,,32-22,1,K. Korver makes flagrant free throw 1 of 2
0:58.0,,,32-24,2,L. James makes 2-pt shot from 1 ft
0:43.0,I. Taylor makes 2-pt shot from 12 ft (assist by D. Schroder),2,34-24,,
0:30.0,,,34-26,2,D. Wade makes 2-pt shot from 14 ft (assist by L. James)
0:11.0,K. Bazemore makes 3-pt shot from 25 ft (assist by I. Taylor),3,37-26,,
0:02.0,Personal block foul by K. Bazemore (drawn by L. James),,37-26,,
0:02.0,,,37-27,1,L. James makes free throw 1 of 2
0:02.0,,,37-28,1,L. James makes free throw 2 of 2
0:00.0,D. Schroder misses 3-pt shot from 49 ft (block by D. Wade),,37-28,,
0:00.0,,,37-28,,Defensive rebound by J. Green
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,37-28,,K. Korver misses 3-pt shot from 26 ft
11:46.0,,,37-28,,Offensive rebound by D. Wade
11:43.0,,,37-30,2,D. Wade makes 2-pt shot from 17 ft
11:30.0,Offensive foul by D. Schroder (drawn by D. Wade),,37-30,,
11:30.0,Turnover by D. Schroder (offensive foul),,37-30,,
11:23.0,,,37-30,,D. Wade misses 2-pt shot from 19 ft
11:20.0,,,37-30,,Offensive rebound by K. Love
11:14.0,,,37-30,,K. Love misses 2-pt shot from 20 ft
11:12.0,Defensive rebound by T. Cavanaugh,,37-30,,
11:05.0,D. Dedmon misses 3-pt shot from 23 ft,,37-30,,
11:02.0,,,37-30,,Defensive rebound by D. Wade
10:56.0,,,37-32,2,D. Wade makes 2-pt shot from 18 ft
10:36.0,D. Dedmon makes 2-pt shot from 11 ft (assist by I. Taylor),2,39-32,,
10:24.0,,,39-32,,K. Korver misses 3-pt shot from 25 ft
10:21.0,,,39-32,,Offensive rebound by K. Korver
10:13.0,L. Babbitt enters the game for T. Cavanaugh,,39-32,,
10:02.0,,,39-32,,D. Wade misses 2-pt shot from 13 ft
10:00.0,Defensive rebound by D. Dedmon,,39-32,,
9:41.0,M. Belinelli misses 2-pt shot from 10 ft,,39-32,,
9:38.0,,,39-32,,Defensive rebound by K. Love
9:34.0,,,39-32,,K. Korver misses 3-pt shot from 27 ft
9:30.0,Defensive rebound by I. Taylor,,39-32,,
9:17.0,Turnover by D. Dedmon (bad pass; steal by K. Love),,39-32,,
9:06.0,,,39-34,2,K. Love makes 2-pt shot from 1 ft (assist by J. Green)
9:06.0,Atlanta full timeout,,39-34,,
9:06.0,T. Waller-Prince enters the game for D. Schroder,,39-34,,
8:44.0,I. Taylor misses 2-pt shot from 2 ft,,39-34,,
8:41.0,,,39-34,,Defensive rebound by D. Wade
8:35.0,,,39-34,,D. Wade misses 2-pt shot from 13 ft
8:33.0,Defensive rebound by L. Babbitt,,39-34,,
8:24.0,,,39-34,,Violation by J. Green (kicked ball)
8:19.0,,,39-34,,Personal foul by K. Korver (drawn by M. Belinelli)
8:11.0,M. Belinelli misses 2-pt shot from 14 ft (block by K. Korver),,39-34,,
8:07.0,,,39-34,,Defensive rebound by K. Korver
8:04.0,,,39-34,,C. Osman misses 3-pt shot from 23 ft
8:01.0,Defensive rebound by T. Waller-Prince,,39-34,,
7:51.0,T. Waller-Prince makes 2-pt shot from 21 ft,2,41-34,,
7:19.0,,,41-36,2,K. Korver makes 2-pt shot from 14 ft (assist by K. Love)
7:04.0,L. Babbitt misses 2-pt shot from 16 ft,,41-36,,
6:59.0,,,41-36,,Defensive rebound by C. Osman
6:50.0,,,41-36,,J. Smith enters the game for C. Osman
6:50.0,,,41-36,,L. James enters the game for J. Green
6:50.0,D. Schroder enters the game for I. Taylor,,41-36,,
6:49.0,,,41-36,,K. Love misses 2-pt shot from 8 ft (block by L. Babbitt)
6:49.0,Defensive rebound by Team,,41-36,,
6:38.0,T. Waller-Prince misses 2-pt shot from 3 ft,,41-36,,
6:36.0,,,41-36,,Defensive rebound by D. Wade
6:33.0,,,41-36,,Shooting foul by D. Schroder (drawn by D. Wade)
6:33.0,,,41-37,1,D. Wade makes free throw 1 of 2
6:33.0,K. Bazemore enters the game for D. Schroder,,41-37,,
6:33.0,,,41-38,1,D. Wade makes free throw 2 of 2
6:17.0,T. Waller-Prince misses 2-pt shot from 7 ft,,41-38,,
6:17.0,Offensive rebound by D. Dedmon,,41-38,,
6:14.0,Jump ball: K. Korver vs. D. Dedmon (T. Waller-Prince gains possession),,,,Jump ball: K. Korver vs. D. Dedmon (T. Waller-Prince gains possession)
6:09.0,,,41-38,,Personal foul by D. Wade (drawn by M. Belinelli)
6:01.0,Shooting foul by J. Smith (drawn by L. Babbitt),,41-38,,
6:01.0,L. Babbitt misses free throw 1 of 2,,41-38,,
6:01.0,Offensive rebound by Team,,41-38,,
6:01.0,L. Babbitt makes free throw 2 of 2,1,42-38,,
5:51.0,,,42-41,3,D. Wade makes 3-pt shot from 24 ft
5:38.0,L. Babbitt makes 2-pt shot from 9 ft,2,44-41,,
5:29.0,,,44-41,,Shooting foul by L. Babbitt (drawn by D. Wade)
5:29.0,,,44-42,1,D. Wade makes free throw 1 of 2
5:29.0,J. Collins enters the game for M. Belinelli,,44-42,,
5:29.0,I. Taylor enters the game for D. Dedmon,,44-42,,
5:29.0,,,44-43,1,D. Wade makes free throw 2 of 2
5:19.0,K. Bazemore misses 2-pt shot from 16 ft,,44-43,,
5:15.0,,,44-43,,Defensive rebound by D. Wade
5:11.0,,,44-43,,D. Wade misses 3-pt shot from 25 ft
5:09.0,Defensive rebound by K. Bazemore,,44-43,,
5:09.0,,,44-43,,Personal foul by D. Wade (drawn by K. Bazemore)
5:02.0,,,44-43,,Shooting block foul by K. Love (drawn by I. Taylor)
5:02.0,I. Taylor misses free throw 1 of 2,,44-43,,
5:02.0,Offensive rebound by Team,,44-43,,
5:02.0,,,44-43,,J. Crowder enters the game for D. Wade
5:02.0,,,44-43,,D. Rose enters the game for K. Korver
5:02.0,I. Taylor makes free throw 2 of 2,1,45-43,,
4:47.0,,,45-43,,J. Smith misses 3-pt shot from 22 ft
4:44.0,,,45-43,,Offensive rebound by K. Love
4:37.0,,,45-43,,Turnover by D. Rose (traveling)
4:29.0,I. Taylor misses 2-pt shot from 2 ft,,45-43,,
4:28.0,Offensive rebound by J. Collins,,45-43,,
4:28.0,J. Collins misses 2-pt shot from 5 ft (block by D. Rose),,45-43,,
4:27.0,Offensive rebound by J. Collins,,45-43,,
4:23.0,L. Babbitt misses 3-pt shot from 24 ft,,45-43,,
4:21.0,Offensive rebound by J. Collins,,45-43,,
4:16.0,I. Taylor makes 2-pt shot from 2 ft (assist by J. Collins),2,47-43,,
4:16.0,Shooting foul by D. Rose (drawn by I. Taylor),,47-43,,
4:16.0,I. Taylor makes free throw 1 of 1,1,48-43,,
4:05.0,,,48-43,,Turnover by L. James (bad pass)
3:56.0,Shooting foul by K. Love (drawn by J. Collins),,48-43,,
3:56.0,J. Collins makes free throw 1 of 2,1,49-43,,
3:56.0,,,49-43,,D. Wade enters the game for K. Love
3:56.0,J. Collins makes free throw 2 of 2,1,50-43,,
3:44.0,,,50-43,,L. James misses 2-pt shot from 20 ft
3:39.0,Defensive rebound by T. Waller-Prince,,50-43,,
3:25.0,T. Waller-Prince misses 3-pt shot from 26 ft,,50-43,,
3:22.0,,,50-43,,Defensive rebound by J. Smith
3:22.0,,,50-43,,Turnover by L. James (traveling)
3:07.0,J. Collins misses 2-pt shot from 12 ft,,50-43,,
3:03.0,Offensive rebound by J. Collins,,50-43,,
3:02.0,J. Collins misses 2-pt shot from 1 ft,,50-43,,
3:02.0,,,50-43,,Defensive rebound by J. Smith
2:55.0,,,50-43,,J. Smith misses 2-pt shot at rim
2:55.0,Defensive rebound by L. Babbitt,,50-43,,
2:50.0,K. Bazemore misses 3-pt shot from 29 ft,,50-43,,
2:50.0,,,50-43,,Defensive rebound by Team
2:50.0,,,50-43,,Cleveland full timeout
2:50.0,M. Belinelli enters the game for K. Bazemore,,50-43,,
2:33.0,,,50-43,,D. Rose misses 3-pt shot from 25 ft
2:30.0,Defensive rebound by T. Waller-Prince,,50-43,,
2:11.0,I. Taylor misses 2-pt shot from 5 ft,,50-43,,
2:09.0,,,50-43,,Defensive rebound by D. Rose
1:58.0,,,50-43,,D. Wade misses 2-pt shot from 3 ft (block by I. Taylor)
1:54.0,Defensive rebound by I. Taylor,,50-43,,
1:37.0,L. Babbitt misses 2-pt shot from 12 ft,,50-43,,
1:34.0,,,50-43,,Defensive rebound by J. Smith
1:25.0,,,50-43,,D. Wade misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by T. Waller-Prince,,50-43,,
1:15.0,J. Collins misses 2-pt shot at rim,,50-43,,
1:13.0,,,50-43,,Defensive rebound by D. Wade
1:08.0,,,50-45,2,D. Rose makes 2-pt shot at rim
0:50.0,I. Taylor makes 2-pt shot at rim,2,52-45,,
0:37.0,,,52-45,,D. Rose misses 2-pt shot from 2 ft
0:34.0,Defensive rebound by J. Collins,,52-45,,
0:32.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,54-45,,
0:13.0,,,54-45,,L. James misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by J. Collins,,54-45,,
0:01.0,Turnover by I. Taylor (bad pass),,54-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,54-47,2,L. James makes 2-pt shot from 1 ft (assist by J. Smith)
11:38.0,Turnover by D. Schroder (bad pass; steal by K. Love),,54-47,,
11:34.0,,,54-49,2,D. Rose makes 2-pt shot at rim
11:09.0,D. Dedmon makes 2-pt shot from 15 ft (assist by K. Bazemore),2,56-49,,
10:46.0,,,56-49,,D. Rose misses 3-pt shot from 25 ft
10:43.0,Defensive rebound by K. Bazemore,,56-49,,
10:36.0,K. Bazemore misses 3-pt shot from 23 ft,,56-49,,
10:35.0,Offensive rebound by Team,,56-49,,
10:35.0,,,56-49,,Loose ball foul by K. Love (drawn by D. Dedmon)
10:23.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by L. Babbitt),3,59-49,,
10:06.0,,,59-51,2,J. Crowder makes 2-pt shot from 4 ft (assist by L. James)
9:55.0,Turnover by D. Schroder (bad pass),,59-51,,
9:41.0,,,59-51,,Turnover by D. Rose (bad pass)
9:30.0,D. Schroder misses 2-pt shot from 15 ft,,59-51,,
9:27.0,,,59-51,,Defensive rebound by J. Smith
9:19.0,,,59-53,2,J. Crowder makes 2-pt shot from 21 ft (assist by J. Smith)
9:07.0,T. Waller-Prince makes 3-pt shot from 25 ft (assist by D. Schroder),3,62-53,,
8:50.0,,,62-53,,K. Love misses 3-pt shot from 25 ft
8:47.0,Defensive rebound by D. Schroder,,62-53,,
8:43.0,L. Babbitt makes 3-pt shot from 27 ft (assist by K. Bazemore),3,65-53,,
8:43.0,,,65-53,,Cleveland full timeout
8:43.0,,,65-53,,C. Frye enters the game for K. Love
8:31.0,,,65-55,2,L. James makes 2-pt shot from 1 ft (assist by D. Rose)
8:17.0,D. Dedmon misses 2-pt shot from 2 ft,,65-55,,
8:14.0,,,65-55,,Defensive rebound by C. Frye
8:13.0,Personal foul by K. Bazemore (drawn by L. James),,65-55,,
8:06.0,,,65-55,,Shooting foul by T. Waller-Prince (drawn by L. James)
8:06.0,,,65-56,1,L. James makes free throw 1 of 2
8:06.0,,,65-57,1,L. James makes free throw 2 of 2
7:43.0,T. Waller-Prince misses 3-pt shot from 25 ft,,65-57,,
7:43.0,Offensive rebound by K. Bazemore,,65-57,,
7:43.0,K. Bazemore misses 2-pt shot from 1 ft,,65-57,,
7:43.0,Offensive rebound by Team,,65-57,,
7:40.0,T. Waller-Prince misses 2-pt shot from 15 ft,,65-57,,
7:38.0,,,65-57,,Defensive rebound by J. Crowder
7:30.0,,,65-57,,Turnover by J. Crowder (bad pass; steal by T. Waller-Prince)
7:27.0,T. Waller-Prince makes 2-pt shot at rim,2,67-57,,
7:12.0,,,67-59,2,D. Rose makes 2-pt shot from 13 ft
6:49.0,Turnover by D. Dedmon (turnover),,67-59,,
6:37.0,,,67-61,2,C. Frye makes 2-pt shot from 1 ft (assist by L. James)
6:26.0,D. Schroder makes 2-pt shot at rim,2,69-61,,
6:10.0,,,69-64,3,C. Frye makes 3-pt shot from 24 ft (assist by J. Smith)
6:01.0,D. Schroder makes 2-pt shot from 2 ft,2,71-64,,
6:01.0,Shooting foul by D. Rose (drawn by D. Schroder),,71-64,,
6:01.0,J. Collins enters the game for L. Babbitt,,71-64,,
6:01.0,D. Schroder makes free throw 1 of 1,1,72-64,,
5:50.0,,,72-64,,L. James misses 3-pt shot from 24 ft
5:46.0,Defensive rebound by D. Schroder,,72-64,,
5:33.0,D. Schroder makes 2-pt shot at rim,2,74-64,,
5:16.0,,,74-64,,C. Frye misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by J. Collins,,74-64,,
5:10.0,D. Schroder makes 2-pt shot from 11 ft,2,76-64,,
5:10.0,Shooting foul by D. Rose (drawn by D. Schroder),,76-64,,
5:10.0,,,76-64,,D. Wade enters the game for D. Rose
5:10.0,I. Taylor enters the game for K. Bazemore,,76-64,,
5:10.0,D. Schroder makes free throw 1 of 1,1,77-64,,
4:53.0,,,77-64,,J. Smith misses 2-pt shot from 7 ft
4:51.0,Defensive rebound by D. Dedmon,,77-64,,
4:40.0,D. Schroder makes 3-pt shot from 25 ft,3,80-64,,
4:40.0,,,80-64,,Cleveland full timeout
4:32.0,,,80-64,,L. James misses 2-pt shot from 2 ft (block by J. Collins)
4:32.0,,,80-64,,Offensive rebound by Team
4:28.0,,,80-64,,Shooting foul by I. Taylor (drawn by D. Wade)
4:28.0,,,80-65,1,D. Wade makes free throw 1 of 2
4:28.0,,,80-65,,J. Green enters the game for J. Crowder
4:28.0,K. Bazemore enters the game for T. Waller-Prince,,80-65,,
4:28.0,,,80-66,1,D. Wade makes free throw 2 of 2
4:12.0,D. Dedmon makes 2-pt shot from 1 ft (assist by K. Bazemore),2,82-66,,
3:57.0,,,82-68,2,L. James makes 2-pt shot from 1 ft (assist by D. Wade)
3:53.0,Atlanta full timeout,,82-68,,
3:53.0,L. Babbitt enters the game for D. Dedmon,,82-68,,
3:46.0,Shooting foul by D. Wade (drawn by K. Bazemore),,82-68,,
3:46.0,,,82-68,,Technical foul by J. Green (drawn by K. Bazemore)
3:46.0,K. Bazemore makes flagrant free throw 1 of 2,1,83-68,,
3:46.0,K. Bazemore makes flagrant free throw 2 of 2,1,84-68,,
3:46.0,K. Bazemore misses free throw 1 of 2,,84-68,,
3:46.0,Offensive rebound by Team,,84-68,,
3:46.0,K. Bazemore misses free throw 2 of 2,,84-68,,
3:46.0,Offensive rebound by Team,,84-68,,
3:34.0,K. Bazemore misses 3-pt shot from 25 ft,,84-68,,
3:31.0,,,84-68,,Defensive rebound by L. James
3:22.0,,,84-70,2,L. James makes 2-pt shot from 1 ft
3:08.0,J. Collins makes 2-pt shot at rim (assist by K. Bazemore),2,86-70,,
2:51.0,,,86-72,2,D. Wade makes 2-pt shot from 2 ft (assist by L. James)
2:26.0,,,86-72,,Personal foul by D. Wade (drawn by J. Collins)
2:26.0,J. Collins makes free throw 1 of 2,1,87-72,,
2:26.0,,,87-72,,K. Korver enters the game for J. Smith
2:26.0,M. Belinelli enters the game for D. Schroder,,87-72,,
2:26.0,J. Collins misses free throw 2 of 2,,87-72,,
2:24.0,,,87-72,,Defensive rebound by C. Frye
2:10.0,,,87-74,2,C. Frye makes 2-pt shot from 1 ft (assist by L. James)
1:55.0,J. Collins misses 2-pt shot from 2 ft,,87-74,,
1:55.0,,,87-74,,Defensive rebound by D. Wade
1:45.0,,,87-74,,J. Green misses 2-pt shot from 3 ft (block by K. Bazemore)
1:45.0,,,87-74,,Offensive rebound by J. Green
1:36.0,,,87-76,2,J. Green makes 2-pt shot at rim
1:36.0,Atlanta full timeout,,87-76,,
1:29.0,I. Taylor makes 2-pt shot at rim,2,89-76,,
1:15.0,,,89-76,,Turnover by L. James (bad pass; steal by L. Babbitt)
1:01.0,I. Taylor misses 2-pt shot at rim (block by J. Green),,89-76,,
0:57.0,,,89-76,,Defensive rebound by K. Korver
0:53.0,,,89-76,,Turnover by L. James (out of bounds lost ball)
0:45.0,M. Belinelli misses 2-pt shot from 15 ft,,89-76,,
0:42.0,,,89-76,,Defensive rebound by C. Frye
0:36.0,,,89-76,,D. Wade misses 2-pt shot from 19 ft
0:34.0,,,89-76,,Offensive rebound by Team
0:34.0,Loose ball foul by J. Collins (drawn by L. James),,89-76,,
0:29.0,,,89-76,,K. Korver misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by M. Belinelli,,89-76,,
0:10.0,J. Collins misses 2-pt shot from 2 ft (block by L. James),,89-76,,
0:08.0,,,89-76,,Defensive rebound by C. Frye
0:04.0,,,89-78,2,J. Green makes 2-pt shot from 3 ft (assist by C. Frye)
0:00.0,I. Taylor makes 2-pt shot at rim,2,91-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by I. Taylor (bad pass; steal by L. James),,91-78,,
11:36.0,Jump ball: L. James vs. K. Bazemore (D. Wade gains possession),,,,Jump ball: L. James vs. K. Bazemore (D. Wade gains possession)
11:33.0,,,91-78,,J. Green misses 3-pt shot from 25 ft
11:29.0,,,91-78,,Offensive rebound by K. Korver
11:28.0,,,91-78,,C. Frye misses 3-pt shot from 27 ft
11:24.0,Defensive rebound by K. Bazemore,,91-78,,
11:20.0,I. Taylor misses 3-pt shot from 23 ft,,91-78,,
11:20.0,Offensive rebound by J. Collins,,91-78,,
11:20.0,Shooting foul by C. Frye (drawn by K. Bazemore),,91-78,,
11:20.0,,,91-78,,C. Osman enters the game for L. James
11:20.0,D. Schroder enters the game for K. Bazemore,,91-78,,
11:20.0,J. Collins makes free throw 1 of 2,1,92-78,,
11:20.0,J. Collins misses free throw 2 of 2,,92-78,,
11:18.0,,,92-78,,Defensive rebound by C. Osman
11:08.0,,,92-80,2,D. Wade makes 2-pt shot from 15 ft
10:51.0,M. Belinelli misses 2-pt shot from 18 ft,,92-80,,
10:48.0,,,92-80,,Defensive rebound by C. Frye
10:48.0,,,92-80,,Turnover by C. Frye (bad pass; steal by I. Taylor)
10:48.0,,,92-80,,Personal foul by C. Frye (drawn by I. Taylor)
10:48.0,,,92-80,,A. Zizic enters the game for C. Frye
10:40.0,L. Babbitt misses 3-pt shot from 24 ft,,92-80,,
10:39.0,Offensive rebound by J. Collins,,92-80,,
10:39.0,,,92-80,,Personal foul by A. Zizic (drawn by J. Collins)
10:29.0,J. Collins makes 2-pt shot from 1 ft (assist by M. Belinelli),2,94-80,,
10:13.0,,,94-80,,D. Wade misses 2-pt shot from 13 ft
10:11.0,Defensive rebound by J. Collins,,94-80,,
10:02.0,D. Schroder makes 2-pt shot from 1 ft,2,96-80,,
9:44.0,,,96-80,,J. Green misses 2-pt shot from 19 ft
9:41.0,,,96-80,,Offensive rebound by A. Zizic
9:40.0,,,96-80,,A. Zizic misses 2-pt shot from 1 ft
9:40.0,Defensive rebound by L. Babbitt,,96-80,,
9:36.0,Offensive charge foul by D. Schroder (drawn by J. Green),,96-80,,
9:36.0,Turnover by D. Schroder (offensive foul),,96-80,,
9:20.0,,,96-80,,D. Wade misses 3-pt shot from 26 ft
9:19.0,Defensive rebound by Team,,96-80,,
9:05.0,Offensive foul by D. Schroder (drawn by A. Zizic),,96-80,,
9:05.0,Turnover by D. Schroder (offensive foul),,96-80,,
9:05.0,,,96-80,,K. Korver misses technical free throw
9:05.0,,,96-80,,Offensive rebound by Team
9:05.0,,,96-80,,L. James enters the game for A. Zizic
9:05.0,T. Waller-Prince enters the game for D. Schroder,,96-80,,
8:49.0,,,96-83,3,K. Korver makes 3-pt shot from 27 ft (assist by D. Wade)
8:32.0,I. Taylor makes 2-pt shot from 14 ft,2,98-83,,
8:15.0,,,98-85,2,K. Korver makes 2-pt shot from 14 ft (assist by L. James)
7:54.0,L. Babbitt misses 3-pt shot from 21 ft,,98-85,,
7:51.0,,,98-85,,Defensive rebound by L. James
7:43.0,,,98-87,2,K. Korver makes 2-pt shot from 11 ft (assist by L. James)
7:43.0,Atlanta full timeout,,98-87,,
7:43.0,,,98-87,,J. Smith enters the game for C. Osman
7:43.0,D. Dedmon enters the game for M. Belinelli,,98-87,,
