time,Milwaukee,pts.away,score,pts.home,Detroit
1:05.0,G. Antetokounmpo misses 2-pt shot from 8 ft,,29-24,,
1:01.0,,,29-24,,Defensive rebound by R. Bullock
0:48.0,,,29-24,,D. Buycks misses 2-pt shot from 4 ft (block by T. Maker)
0:48.0,,,29-24,,Offensive rebound by Team
0:47.0,,,29-26,2,R. Bullock makes 2-pt shot from 1 ft (assist by D. Buycks)
0:32.0,Turnover by J. Terry (bad pass; steal by D. Buycks),,29-26,,
0:26.0,,,29-29,3,A. Tolliver makes 3-pt shot from 22 ft (assist by S. Johnson)
0:06.0,J. Parker makes 3-pt shot from 24 ft,3,32-29,,
0:01.0,,,32-32,3,A. Tolliver makes 3-pt shot from 26 ft (assist by D. Buycks)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,T. Maker makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,35-32,,
11:30.0,,,35-32,,S. Johnson misses 2-pt shot from 19 ft
11:28.0,,,35-32,,Offensive rebound by E. Moreland
11:21.0,,,35-34,2,E. Moreland makes 2-pt shot at rim (assist by D. Buycks)
10:59.0,S. Kilpatrick misses 2-pt shot from 8 ft,,35-34,,
10:56.0,,,35-34,,Defensive rebound by E. Moreland
10:51.0,,,35-34,,D. Buycks misses 2-pt shot from 17 ft
10:51.0,,,35-34,,Offensive rebound by E. Moreland
10:46.0,,,35-37,3,S. Johnson makes 3-pt shot from 25 ft (assist by E. Moreland)
10:23.0,S. Kilpatrick makes 3-pt shot from 23 ft (assist by J. Terry),3,38-37,,
10:11.0,,,38-37,,Detroit full timeout
10:07.0,,,38-37,,Turnover by A. Tolliver (bad pass)
9:50.0,J. Parker misses 2-pt shot from 20 ft,,38-37,,
9:47.0,,,38-37,,Defensive rebound by E. Moreland
9:38.0,,,38-37,,E. Moreland misses 2-pt shot from 3 ft
9:37.0,,,38-37,,Offensive rebound by D. Buycks
9:37.0,,,38-37,,L. Galloway misses 3-pt shot from 25 ft
9:36.0,,,38-37,,Offensive rebound by E. Moreland
9:34.0,,,38-37,,E. Moreland misses 2-pt shot from 1 ft
9:33.0,,,38-37,,Offensive rebound by E. Moreland
9:28.0,,,38-37,,A. Tolliver misses 3-pt shot from 27 ft
9:27.0,Defensive rebound by J. Terry,,38-37,,
9:22.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by J. Terry),2,40-37,,
8:58.0,,,40-39,2,E. Moreland makes 2-pt shot from 8 ft (assist by D. Buycks)
8:39.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,40-39,,
8:37.0,,,40-39,,Defensive rebound by S. Johnson
8:30.0,Personal foul by J. Terry (drawn by E. Moreland),,40-39,,
8:24.0,,,40-39,,L. Galloway misses 3-pt shot from 22 ft
8:19.0,Defensive rebound by J. Terry,,40-39,,
8:14.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Buycks),,40-39,,
8:00.0,,,40-39,,L. Galloway misses 2-pt shot from 20 ft
7:56.0,Defensive rebound by J. Parker,,40-39,,
7:54.0,Shooting foul by D. Buycks (drawn by J. Parker),,40-39,,
7:54.0,J. Parker misses free throw 1 of 2,,40-39,,
7:54.0,Offensive rebound by Team,,40-39,,
7:54.0,,,40-39,,B. Griffin enters the game for A. Tolliver
7:54.0,T. Zeller enters the game for T. Maker,,40-39,,
7:54.0,J. Parker misses free throw 2 of 2,,40-39,,
7:52.0,,,40-39,,Defensive rebound by B. Griffin
7:40.0,,,40-39,,Turnover by B. Griffin (bad pass; steal by S. Kilpatrick)
7:36.0,S. Kilpatrick misses 2-pt shot from 4 ft,,40-39,,
7:35.0,Offensive rebound by T. Zeller,,40-39,,
7:35.0,T. Zeller misses 2-pt shot from 1 ft,,40-39,,
7:34.0,Offensive rebound by Team,,40-39,,
7:25.0,Turnover by J. Parker (bad pass),,40-39,,
7:06.0,,,40-41,2,S. Johnson makes 2-pt shot from 4 ft
6:50.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Buycks),,40-41,,
6:46.0,,,40-43,2,D. Buycks makes 2-pt shot at rim
6:46.0,Milwaukee full timeout,,40-43,,
6:46.0,K. Middleton enters the game for J. Parker,,40-43,,
6:23.0,J. Terry misses 3-pt shot from 24 ft,,40-43,,
6:18.0,Offensive rebound by T. Zeller,,40-43,,
6:15.0,T. Zeller makes 2-pt shot at rim (assist by K. Middleton),2,42-43,,
6:03.0,,,42-43,,Shooting foul by T. Zeller (drawn by E. Moreland)
6:03.0,,,42-43,,E. Moreland misses free throw 1 of 2
6:03.0,,,42-43,,Offensive rebound by Team
6:03.0,,,42-43,,I. Smith enters the game for D. Buycks
6:03.0,E. Bledsoe enters the game for J. Terry,,42-43,,
6:03.0,,,42-43,,E. Moreland misses free throw 2 of 2
6:02.0,,,42-43,,Offensive rebound by S. Johnson
6:02.0,,,42-43,,Shooting foul by G. Antetokounmpo (drawn by S. Johnson)
6:02.0,,,42-44,1,S. Johnson makes free throw 1 of 2
6:02.0,,,42-45,1,S. Johnson makes free throw 2 of 2
5:45.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,42-45,,
5:42.0,,,42-45,,Defensive rebound by E. Moreland
5:26.0,,,42-45,,B. Griffin misses 2-pt shot from 5 ft
5:25.0,,,42-45,,Offensive rebound by L. Galloway
5:21.0,,,42-45,,B. Griffin misses 3-pt shot from 24 ft
5:18.0,Defensive rebound by E. Bledsoe,,42-45,,
5:13.0,S. Kilpatrick misses 3-pt shot from 24 ft,,42-45,,
5:11.0,,,42-45,,Defensive rebound by Team
5:07.0,,,42-47,2,L. Galloway makes 2-pt shot from 15 ft (assist by B. Griffin)
4:51.0,Shooting foul by I. Smith (drawn by E. Bledsoe),,42-47,,
4:51.0,E. Bledsoe makes free throw 1 of 3,1,43-47,,
4:51.0,E. Bledsoe misses free throw 2 of 3,,43-47,,
4:51.0,Offensive rebound by Team,,43-47,,
4:51.0,,,43-47,,J. Ennis enters the game for S. Johnson
4:51.0,,,43-47,,R. Bullock enters the game for L. Galloway
4:51.0,,,43-47,,A. Drummond enters the game for E. Moreland
4:51.0,S. Brown enters the game for S. Kilpatrick,,43-47,,
4:51.0,J. Henson enters the game for T. Zeller,,43-47,,
4:51.0,E. Bledsoe makes free throw 3 of 3,1,44-47,,
4:27.0,,,44-47,,Turnover by Team (shot clock)
4:13.0,E. Bledsoe misses 2-pt shot from 14 ft,,44-47,,
4:11.0,,,44-47,,Defensive rebound by I. Smith
4:06.0,,,44-47,,Turnover by I. Smith (bad pass)
3:49.0,K. Middleton misses 2-pt shot from 19 ft,,44-47,,
3:46.0,,,44-47,,Defensive rebound by B. Griffin
3:38.0,,,44-47,,J. Ennis misses 3-pt shot from 25 ft
3:34.0,,,44-47,,Offensive rebound by B. Griffin
3:21.0,,,44-47,,B. Griffin misses 2-pt shot from 16 ft
3:18.0,,,44-47,,Offensive rebound by A. Drummond
3:16.0,,,44-47,,A. Drummond misses 2-pt shot from 3 ft
3:15.0,,,44-47,,Offensive rebound by A. Drummond
3:14.0,,,44-47,,A. Drummond misses 2-pt shot at rim
3:14.0,,,44-47,,Offensive rebound by A. Drummond
3:14.0,,,44-47,,A. Drummond misses 2-pt shot at rim
3:14.0,,,44-47,,Offensive rebound by A. Drummond
3:14.0,Personal foul by G. Antetokounmpo (drawn by A. Drummond),,44-47,,
3:08.0,,,44-49,2,I. Smith makes 2-pt shot from 9 ft
2:51.0,S. Brown misses 2-pt shot from 7 ft,,44-49,,
2:47.0,,,44-49,,Defensive rebound by B. Griffin
2:42.0,,,44-49,,R. Bullock misses 3-pt shot from 22 ft
2:39.0,Defensive rebound by E. Bledsoe,,44-49,,
2:26.0,Turnover by K. Middleton (out of bounds lost ball),,44-49,,
2:26.0,J. Parker enters the game for G. Antetokounmpo,,44-49,,
2:06.0,,,44-49,,B. Griffin misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by S. Brown,,44-49,,
1:58.0,,,44-49,,Personal foul by J. Ennis (drawn by K. Middleton)
1:54.0,Turnover by J. Parker (bad pass; steal by I. Smith),,44-49,,
1:51.0,Violation by J. Parker (kicked ball),,44-49,,
1:51.0,,,44-49,,S. Johnson enters the game for J. Ennis
1:42.0,,,44-51,2,R. Bullock makes 2-pt shot from 2 ft (assist by S. Johnson)
1:23.0,K. Middleton misses 2-pt shot from 15 ft,,44-51,,
1:20.0,,,44-51,,Defensive rebound by B. Griffin
1:10.0,,,44-51,,R. Bullock misses 2-pt shot from 5 ft
1:05.0,,,44-51,,Offensive rebound by B. Griffin
1:05.0,,,44-53,2,B. Griffin makes 2-pt shot at rim
0:48.0,J. Parker misses 3-pt shot from 26 ft,,44-53,,
0:44.0,,,44-53,,Defensive rebound by S. Johnson
0:23.0,,,44-53,,B. Griffin misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by E. Bledsoe,,44-53,,
0:00.0,E. Bledsoe misses 2-pt shot from 7 ft,,44-53,,
0:00.0,,,44-53,,Defensive rebound by R. Bullock
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,44-53,,Personal foul by J. Ennis (drawn by J. Henson)
11:44.0,S. Brown misses 3-pt shot from 23 ft,,44-53,,
11:40.0,,,44-53,,Defensive rebound by B. Griffin
11:24.0,,,44-53,,Shooting foul by J. Henson (drawn by B. Griffin)
11:24.0,,,44-54,1,B. Griffin makes free throw 1 of 2
11:24.0,,,44-55,1,B. Griffin makes free throw 2 of 2
11:09.0,Shooting foul by R. Bullock (drawn by K. Middleton),,44-55,,
11:09.0,K. Middleton makes free throw 1 of 2,1,45-55,,
11:09.0,K. Middleton makes free throw 2 of 2,1,46-55,,
10:55.0,,,46-55,,Turnover by B. Griffin (bad pass; steal by K. Middleton)
10:50.0,K. Middleton makes 2-pt shot from 1 ft,2,48-55,,
10:27.0,,,48-57,2,B. Griffin makes 2-pt shot from 21 ft
10:05.0,K. Middleton makes 2-pt shot from 11 ft (assist by E. Bledsoe),2,50-57,,
9:30.0,,,50-57,,I. Smith misses 3-pt shot from 24 ft
9:28.0,,,50-57,,Offensive rebound by Team
9:28.0,,,50-57,,Turnover by Team (shot clock)
9:19.0,Shooting foul by R. Bullock (drawn by K. Middleton),,50-57,,
9:19.0,K. Middleton makes free throw 1 of 3,1,51-57,,
9:19.0,K. Middleton makes free throw 2 of 3,1,52-57,,
9:13.0,Personal foul by S. Brown (drawn by R. Bullock),,52-57,,
9:04.0,,,52-59,2,A. Drummond makes 2-pt shot at rim (assist by R. Bullock)
8:51.0,,,52-59,,Personal foul by J. Ennis (drawn by G. Antetokounmpo)
8:51.0,,,52-59,,S. Johnson enters the game for J. Ennis
8:43.0,,,52-59,,Personal foul by A. Drummond (drawn by E. Bledsoe)
8:43.0,E. Bledsoe makes free throw 1 of 2,1,53-59,,
8:43.0,E. Bledsoe makes free throw 2 of 2,1,54-59,,
8:31.0,Personal foul by G. Antetokounmpo (drawn by B. Griffin),,54-59,,
8:25.0,,,54-59,,I. Smith misses 2-pt shot from 14 ft
8:24.0,,,54-59,,Offensive rebound by Team
8:24.0,Loose ball foul by J. Henson (drawn by A. Drummond),,54-59,,
8:16.0,,,54-59,,S. Johnson misses 3-pt shot from 23 ft
8:12.0,Defensive rebound by G. Antetokounmpo,,54-59,,
7:57.0,E. Bledsoe misses 3-pt shot from 26 ft,,54-59,,
7:56.0,,,54-59,,Defensive rebound by A. Drummond
7:52.0,,,54-59,,Shooting foul by K. Middleton (drawn by S. Johnson)
7:52.0,,,54-60,1,S. Johnson makes free throw 1 of 2
7:52.0,,,54-61,1,S. Johnson makes free throw 2 of 2
7:41.0,K. Middleton misses 2-pt shot from 11 ft,,54-61,,
7:39.0,,,54-61,,Defensive rebound by I. Smith
7:30.0,,,54-61,,R. Bullock misses 2-pt shot from 1 ft
7:30.0,,,54-61,,Offensive rebound by I. Smith
7:25.0,,,54-61,,I. Smith misses 2-pt shot at rim
7:24.0,,,54-61,,Offensive rebound by A. Drummond
7:24.0,,,54-63,2,A. Drummond makes 2-pt shot at rim
7:11.0,K. Middleton misses 3-pt shot from 23 ft,,54-63,,
7:08.0,,,54-63,,Defensive rebound by S. Johnson
7:05.0,,,54-65,2,S. Johnson makes 2-pt shot from 2 ft
7:05.0,Milwaukee full timeout,,54-65,,
7:05.0,J. Terry enters the game for S. Brown,,54-65,,
7:05.0,J. Parker enters the game for G. Antetokounmpo,,54-65,,
6:50.0,E. Bledsoe makes 2-pt shot from 1 ft,2,56-65,,
6:36.0,,,56-67,2,S. Johnson makes 2-pt shot from 19 ft (assist by R. Bullock)
6:12.0,J. Parker misses 2-pt shot from 16 ft,,56-67,,
6:10.0,,,56-67,,Defensive rebound by B. Griffin
6:06.0,,,56-67,,Turnover by B. Griffin (bad pass; steal by K. Middleton)
6:06.0,,,56-67,,Personal foul by A. Drummond (drawn by K. Middleton)
6:06.0,K. Middleton makes free throw 1 of 2,1,57-67,,
6:06.0,K. Middleton makes free throw 2 of 2,1,58-67,,
5:40.0,,,58-67,,B. Griffin misses 2-pt shot from 8 ft
5:39.0,,,58-67,,Offensive rebound by A. Drummond
5:37.0,,,58-67,,Turnover by A. Drummond (lost ball; steal by E. Bledsoe)
5:32.0,Turnover by J. Parker (lost ball; steal by R. Bullock),,58-67,,
5:29.0,,,58-69,2,B. Griffin makes 2-pt shot at rim (assist by R. Bullock)
5:16.0,E. Bledsoe makes 2-pt shot from 2 ft,2,60-69,,
5:03.0,,,60-71,2,R. Bullock makes 2-pt shot from 1 ft (assist by B. Griffin)
4:46.0,E. Bledsoe misses 3-pt shot from 26 ft,,60-71,,
4:43.0,,,60-71,,Defensive rebound by A. Drummond
4:24.0,,,60-71,,A. Drummond misses 3-pt shot from 27 ft
4:21.0,Defensive rebound by J. Parker,,60-71,,
4:11.0,Turnover by K. Middleton (bad pass; steal by A. Drummond),,60-71,,
4:11.0,Personal foul by K. Middleton (drawn by A. Drummond),,60-71,,
4:11.0,,,60-72,1,A. Drummond makes free throw 1 of 2
4:11.0,,,60-72,,A. Tolliver enters the game for B. Griffin
4:11.0,T. Maker enters the game for J. Henson,,60-72,,
4:11.0,,,60-72,,A. Drummond misses free throw 2 of 2
4:08.0,Defensive rebound by K. Middleton,,60-72,,
3:59.0,J. Parker misses 2-pt shot from 3 ft,,60-72,,
3:58.0,,,60-72,,Defensive rebound by A. Drummond
3:53.0,,,60-74,2,S. Johnson makes 2-pt shot at rim
3:36.0,Shooting foul by I. Smith (drawn by E. Bledsoe),,60-74,,
3:36.0,E. Bledsoe makes free throw 1 of 3,1,61-74,,
3:36.0,E. Bledsoe makes free throw 2 of 3,1,62-74,,
3:36.0,,,62-74,,D. Buycks enters the game for I. Smith
3:36.0,G. Antetokounmpo enters the game for K. Middleton,,62-74,,
3:36.0,E. Bledsoe makes free throw 3 of 3,1,63-74,,
3:24.0,Personal foul by J. Parker (drawn by S. Johnson),,63-74,,
3:24.0,,,63-75,1,S. Johnson makes free throw 1 of 2
3:24.0,,,63-75,,L. Galloway enters the game for R. Bullock
3:24.0,S. Kilpatrick enters the game for E. Bledsoe,,63-75,,
3:24.0,,,63-76,1,S. Johnson makes free throw 2 of 2
3:04.0,Turnover by G. Antetokounmpo (turnover),,63-76,,
2:49.0,,,63-78,2,A. Drummond makes 2-pt shot from 1 ft (assist by S. Johnson)
2:48.0,Milwaukee full timeout,,63-78,,
2:36.0,T. Maker misses 2-pt shot from 2 ft,,63-78,,
2:34.0,,,63-78,,Defensive rebound by A. Tolliver
2:16.0,,,63-78,,D. Buycks misses 2-pt shot from 13 ft
2:14.0,Defensive rebound by J. Parker,,63-78,,
2:02.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,63-78,,
1:55.0,Offensive rebound by T. Maker,,63-78,,
1:49.0,T. Maker misses 3-pt shot from 27 ft,,63-78,,
1:44.0,,,63-78,,Defensive rebound by L. Galloway
1:39.0,,,63-81,3,L. Galloway makes 3-pt shot from 27 ft (assist by S. Johnson)
1:19.0,J. Terry misses 2-pt shot from 11 ft,,63-81,,
1:17.0,,,63-81,,Defensive rebound by A. Drummond
1:09.0,,,63-81,,L. Galloway misses 3-pt shot from 25 ft
1:06.0,,,63-81,,Offensive rebound by A. Drummond
1:06.0,,,63-83,2,A. Drummond makes 2-pt shot at rim
0:52.0,Shooting foul by A. Drummond (drawn by T. Maker),,63-83,,
0:52.0,T. Maker makes free throw 1 of 2,1,64-83,,
0:52.0,,,64-83,,E. Moreland enters the game for A. Drummond
0:52.0,T. Maker makes free throw 2 of 2,1,65-83,,
0:38.0,,,65-85,2,E. Moreland makes 2-pt shot from 1 ft (assist by A. Tolliver)
0:29.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,65-85,,
0:26.0,,,65-85,,Defensive rebound by L. Galloway
0:07.0,,,65-85,,Turnover by D. Buycks (bad pass; steal by J. Terry)
0:07.0,,,65-85,,Personal foul by L. Galloway (drawn by J. Terry)
0:07.0,J. Terry makes clear path free throw 1 of 2,1,66-85,,
0:07.0,J. Terry makes clear path free throw 2 of 2,1,67-85,,
0:01.0,G. Antetokounmpo makes 3-pt shot from 26 ft,3,70-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,70-85,,D. Buycks misses 2-pt shot from 7 ft
11:32.0,Defensive rebound by G. Antetokounmpo,,70-85,,
11:21.0,S. Kilpatrick misses 3-pt shot from 25 ft,,70-85,,
11:18.0,,,70-85,,Defensive rebound by E. Moreland
10:59.0,,,70-85,,S. Johnson misses 2-pt shot from 12 ft
10:57.0,Defensive rebound by G. Antetokounmpo,,70-85,,
10:57.0,,,70-85,,Personal foul by E. Moreland (drawn by G. Antetokounmpo)
10:47.0,K. Middleton misses 3-pt shot from 26 ft,,70-85,,
10:43.0,,,70-85,,Defensive rebound by E. Moreland
10:23.0,,,70-87,2,E. Moreland makes 2-pt shot from 5 ft
10:23.0,,,70-87,,Shooting foul by K. Middleton (drawn by E. Moreland)
10:23.0,,,70-87,,E. Moreland misses free throw 1 of 1
10:21.0,Defensive rebound by S. Kilpatrick,,70-87,,
10:08.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,70-87,,
10:08.0,Offensive rebound by Team,,70-87,,
10:08.0,Milwaukee full timeout,,70-87,,
10:08.0,Turnover by G. Antetokounmpo (offensive goaltending),,70-87,,
10:08.0,J. Henson enters the game for G. Antetokounmpo,,70-87,,
9:52.0,,,70-89,2,D. Buycks makes 2-pt shot from 16 ft
9:38.0,Turnover by E. Bledsoe (bad pass; steal by S. Johnson),,70-89,,
9:33.0,,,70-89,,Shooting foul by E. Bledsoe (drawn by D. Buycks)
9:33.0,,,70-90,1,D. Buycks makes free throw 1 of 2
9:33.0,,,70-91,1,D. Buycks makes free throw 2 of 2
9:19.0,,,70-91,,Personal foul by E. Moreland (drawn by E. Bledsoe)
9:12.0,Shooting foul by S. Johnson (drawn by K. Middleton),,70-91,,
9:12.0,K. Middleton makes free throw 1 of 2,1,71-91,,
9:12.0,K. Middleton makes free throw 2 of 2,1,72-91,,
9:00.0,,,72-93,2,L. Galloway makes 2-pt shot from 1 ft (assist by E. Moreland)
8:38.0,K. Middleton misses 2-pt shot from 15 ft,,72-93,,
8:35.0,,,72-93,,Defensive rebound by A. Tolliver
8:18.0,,,72-93,,Turnover by E. Moreland (bad pass; steal by S. Kilpatrick)
8:10.0,,,72-93,,Personal foul by S. Johnson (drawn by E. Bledsoe)
8:02.0,J. Terry misses 3-pt shot from 27 ft,,72-93,,
8:01.0,,,72-93,,Defensive rebound by Team
7:41.0,,,72-93,,D. Buycks misses 2-pt shot from 5 ft (block by J. Henson)
7:39.0,,,72-93,,Offensive rebound by E. Moreland
7:39.0,,,72-95,2,E. Moreland makes 2-pt shot from 1 ft
7:39.0,Milwaukee full timeout,,72-95,,
7:39.0,T. Zeller enters the game for J. Terry,,72-95,,
7:39.0,D. Wilson enters the game for E. Bledsoe,,72-95,,
7:39.0,S. Brown enters the game for K. Middleton,,72-95,,
7:39.0,X. Munford enters the game for J. Henson,,72-95,,
7:24.0,S. Brown misses 2-pt shot from 9 ft,,72-95,,
7:22.0,,,72-95,,Defensive rebound by S. Johnson
7:16.0,,,72-97,2,S. Johnson makes 2-pt shot from 15 ft
6:51.0,D. Wilson misses 2-pt shot from 17 ft,,72-97,,
6:48.0,,,72-97,,Defensive rebound by Team
6:30.0,,,72-97,,S. Johnson misses 3-pt shot from 25 ft
6:28.0,Defensive rebound by D. Wilson,,72-97,,
6:14.0,X. Munford misses 3-pt shot from 27 ft,,72-97,,
6:11.0,,,72-97,,Defensive rebound by S. Johnson
5:58.0,,,72-100,3,L. Galloway makes 3-pt shot from 27 ft (assist by E. Moreland)
5:37.0,S. Kilpatrick misses 2-pt shot from 16 ft,,72-100,,
5:33.0,,,72-100,,Defensive rebound by E. Moreland
5:26.0,,,72-100,,A. Tolliver misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by S. Kilpatrick,,72-100,,
5:06.0,T. Zeller misses 2-pt shot from 20 ft,,72-100,,
5:02.0,,,72-100,,Defensive rebound by E. Moreland
