time,Cleveland,pts.away,score,pts.home,Milwaukee
6:56.0,,,12-16,3,T. Snell makes 3-pt shot from 22 ft (assist by K. Middleton)
6:37.0,J. Crowder misses 2-pt shot from 19 ft,,12-16,,
6:37.0,Offensive rebound by Team,,12-16,,
6:37.0,,,12-16,,Technical foul by T. Maker (drawn by K. Love)
6:37.0,,,12-16,,Milwaukee full timeout
6:37.0,J. Smith enters the game for D. Wade,,12-16,,
6:37.0,K. Love makes free throw 1 of 2,1,14-16,,
6:37.0,K. Love makes free throw 2 of 2,1,14-16,,
6:27.0,,,14-16,,Def 3 sec tech foul by T. Snell
6:27.0,K. Love makes technical free throw,1,15-16,,
6:21.0,Shooting foul by K. Middleton (drawn by K. Love),,15-16,,
6:21.0,K. Love makes free throw 1 of 2,1,16-16,,
6:21.0,K. Love makes free throw 2 of 2,1,17-16,,
6:02.0,,,17-19,3,M. Brogdon makes 3-pt shot from 22 ft (assist by G. Antetokounmpo)
5:39.0,K. Love makes 2-pt shot from 1 ft,2,19-19,,
5:21.0,,,19-21,2,K. Middleton makes 2-pt shot from 1 ft
4:59.0,L. James misses 2-pt shot from 1 ft,,19-21,,
4:59.0,,,19-21,,Defensive rebound by Team
4:59.0,Loose ball foul by K. Love (drawn by T. Snell),,19-21,,
4:59.0,,,19-21,,G. Monroe enters the game for T. Maker
4:59.0,,,19-21,,M. Dellavedova enters the game for M. Brogdon
4:59.0,T. Thompson enters the game for K. Love,,19-21,,
4:59.0,I. Shumpert enters the game for D. Rose,,19-21,,
4:47.0,,,19-21,,T. Snell misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by J. Smith,,19-21,,
4:29.0,J. Smith misses 3-pt shot from 23 ft,,19-21,,
4:23.0,Offensive rebound by I. Shumpert,,19-21,,
4:19.0,J. Smith makes 2-pt shot from 3 ft,2,21-21,,
4:06.0,,,21-21,,K. Middleton misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by T. Thompson,,21-21,,
3:53.0,L. James makes 2-pt shot from 1 ft,2,23-21,,
3:45.0,,,23-21,,Offensive charge foul by M. Dellavedova (drawn by J. Smith)
3:45.0,,,23-21,,Turnover by M. Dellavedova (offensive foul)
3:45.0,,,23-21,,M. Teletovic enters the game for G. Antetokounmpo
3:45.0,J. Green enters the game for J. Crowder,,23-21,,
3:21.0,Turnover by Team (shot clock),,23-21,,
3:21.0,Cleveland full timeout,,23-21,,
3:21.0,D. Wade enters the game for L. James,,23-21,,
3:20.0,J. Smith misses 3-pt shot from 22 ft,,23-21,,
3:19.0,Offensive rebound by Team,,23-21,,
2:59.0,,,23-21,,G. Monroe misses 2-pt shot from 9 ft
2:56.0,Defensive rebound by J. Smith,,23-21,,
2:47.0,Turnover by J. Green (step out of bounds),,23-21,,
2:33.0,,,23-23,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Dellavedova)
2:17.0,I. Shumpert misses 3-pt shot from 23 ft,,23-23,,
2:14.0,,,23-23,,Defensive rebound by K. Middleton
2:07.0,,,23-25,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
1:52.0,J. Smith misses 3-pt shot from 27 ft,,23-25,,
1:47.0,,,23-25,,Defensive rebound by G. Monroe
1:38.0,,,23-25,,T. Snell misses 3-pt shot from 27 ft
1:34.0,Defensive rebound by T. Thompson,,23-25,,
1:19.0,J. Smith misses 2-pt shot from 2 ft,,23-25,,
1:17.0,,,23-25,,Defensive rebound by G. Monroe
1:14.0,,,23-25,,Offensive charge foul by K. Middleton (drawn by D. Wade)
1:14.0,,,23-25,,Turnover by K. Middleton (offensive foul)
1:14.0,,,23-25,,J. Terry enters the game for K. Middleton
0:56.0,Turnover by I. Shumpert (turnover),,23-25,,
0:49.0,,,23-25,,T. Snell misses 3-pt shot from 26 ft
0:45.0,,,23-25,,Offensive rebound by G. Monroe
0:43.0,,,23-25,,Turnover by G. Monroe (lost ball; steal by J. Green)
0:37.0,J. Green misses 2-pt shot from 14 ft,,23-25,,
0:34.0,,,23-25,,Defensive rebound by J. Terry
0:14.0,,,23-25,,M. Teletovic misses 3-pt shot from 27 ft
0:11.0,Defensive rebound by D. Wade,,23-25,,
0:02.0,D. Wade makes 2-pt shot from 10 ft,2,25-25,,
0:00.0,,,25-25,,J. Terry misses 3-pt shot from 58 ft
0:00.0,,,25-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:33.0,,,25-25,,M. Teletovic misses 3-pt shot from 25 ft
11:30.0,Defensive rebound by I. Shumpert,,25-25,,
11:20.0,L. James misses 2-pt shot at rim,,25-25,,
11:20.0,Offensive rebound by Team,,25-25,,
11:09.0,,,25-25,,Violation by G. Antetokounmpo (kicked ball)
11:07.0,,,25-25,,Personal foul by G. Antetokounmpo (drawn by L. James)
10:57.0,J. Green misses 3-pt shot from 26 ft,,25-25,,
10:53.0,,,25-25,,Defensive rebound by J. Terry
10:33.0,,,25-25,,Turnover by G. Monroe (bad pass)
10:12.0,J. Green misses 3-pt shot from 25 ft,,25-25,,
10:09.0,,,25-25,,Defensive rebound by M. Dellavedova
10:04.0,,,25-28,3,M. Teletovic makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
9:39.0,T. Thompson misses 2-pt shot from 13 ft,,25-28,,
9:37.0,,,25-28,,Defensive rebound by G. Antetokounmpo
9:33.0,,,25-30,2,G. Antetokounmpo makes 2-pt shot at rim
9:10.0,J. Green makes 2-pt shot from 8 ft,2,27-30,,
8:56.0,,,27-30,,J. Terry misses 3-pt shot from 26 ft
8:52.0,Defensive rebound by T. Thompson,,27-30,,
8:44.0,,,27-30,,Personal foul by M. Dellavedova (drawn by T. Thompson)
8:44.0,,,27-30,,M. Brogdon enters the game for M. Dellavedova
8:44.0,D. Rose enters the game for I. Shumpert,,27-30,,
8:29.0,D. Rose makes 2-pt shot from 1 ft,2,29-30,,
8:18.0,,,29-30,,Turnover by G. Monroe (lost ball; steal by K. Korver)
8:15.0,Shooting foul by G. Antetokounmpo (drawn by J. Green),,29-30,,
8:15.0,J. Green makes free throw 1 of 2,1,30-30,,
8:15.0,,,30-30,,J. Henson enters the game for G. Monroe
8:15.0,J. Green makes free throw 2 of 2,1,31-30,,
8:00.0,,,31-30,,G. Antetokounmpo misses 2-pt shot from 1 ft
7:59.0,,,31-30,,Offensive rebound by Team
7:57.0,,,31-30,,Shooting foul by J. Green (drawn by J. Henson)
7:57.0,,,31-31,1,J. Henson makes free throw 1 of 2
7:57.0,,,31-32,1,J. Henson makes free throw 2 of 2
7:43.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,33-32,,
7:23.0,,,33-32,,M. Teletovic misses 3-pt shot from 25 ft
7:17.0,,,33-32,,Offensive rebound by J. Henson
7:16.0,,,33-32,,Turnover by J. Henson (lost ball; steal by D. Rose)
7:12.0,D. Rose makes 2-pt shot at rim,2,35-32,,
7:00.0,,,35-32,,K. Middleton enters the game for M. Teletovic
7:00.0,K. Love enters the game for T. Thompson,,35-32,,
7:00.0,J. Crowder enters the game for J. Green,,35-32,,
6:48.0,,,35-32,,M. Brogdon misses 3-pt shot from 26 ft
6:45.0,Defensive rebound by D. Rose,,35-32,,
6:38.0,Turnover by L. James (bad pass; steal by J. Terry),,35-32,,
6:33.0,,,35-34,2,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo)
6:16.0,K. Love misses 2-pt shot from 18 ft,,35-34,,
6:14.0,,,35-34,,Defensive rebound by G. Antetokounmpo
5:59.0,,,35-36,2,M. Brogdon makes 2-pt shot from 14 ft (assist by G. Antetokounmpo)
5:59.0,Cleveland full timeout,,35-36,,
5:38.0,K. Love makes 2-pt shot at rim,2,37-36,,
5:15.0,,,37-39,3,M. Brogdon makes 3-pt shot from 26 ft (assist by K. Middleton)
5:01.0,K. Love misses 3-pt shot from 25 ft,,37-39,,
5:01.0,,,37-39,,Defensive rebound by G. Antetokounmpo
4:55.0,,,37-39,,J. Terry misses 3-pt shot from 22 ft
4:55.0,,,37-39,,Offensive rebound by G. Antetokounmpo
4:50.0,,,37-41,2,G. Antetokounmpo makes 2-pt shot from 1 ft
4:32.0,L. James makes 2-pt shot at rim,2,39-41,,
4:11.0,,,39-41,,G. Antetokounmpo misses 2-pt shot from 9 ft
4:09.0,,,39-41,,Offensive rebound by J. Henson
4:06.0,,,39-41,,M. Brogdon misses 3-pt shot from 27 ft
4:06.0,Defensive rebound by K. Love,,39-41,,
3:54.0,K. Korver makes 3-pt shot from 28 ft (assist by L. James),3,42-41,,
3:36.0,,,42-41,,G. Antetokounmpo misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by L. James,,42-41,,
3:27.0,L. James makes 2-pt shot from 2 ft,2,44-41,,
3:15.0,,,44-43,2,G. Antetokounmpo makes 2-pt shot from 1 ft
3:01.0,K. Korver makes 3-pt shot from 26 ft (assist by J. Crowder),3,47-43,,
2:59.0,,,47-43,,Milwaukee full timeout
2:59.0,,,47-43,,T. Snell enters the game for J. Terry
2:33.0,,,47-43,,G. Antetokounmpo misses 2-pt shot from 17 ft
2:30.0,Defensive rebound by K. Love,,47-43,,
2:28.0,Turnover by K. Love (bad pass; steal by G. Antetokounmpo),,47-43,,
2:23.0,,,47-45,2,G. Antetokounmpo makes 2-pt shot from 2 ft
2:09.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,49-45,,
1:51.0,,,49-47,2,J. Henson makes 2-pt shot from 3 ft
1:29.0,J. Crowder makes 2-pt shot from 1 ft (assist by L. James),2,51-47,,
1:17.0,,,51-49,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by T. Snell)
1:08.0,,,51-49,,Personal foul by M. Brogdon (drawn by J. Crowder)
1:08.0,D. Wade enters the game for L. James,,51-49,,
1:08.0,J. Smith enters the game for K. Korver,,51-49,,
1:03.0,Shooting foul by J. Henson (drawn by D. Rose),,51-49,,
1:03.0,D. Rose makes free throw 1 of 2,1,52-49,,
1:03.0,T. Thompson enters the game for K. Love,,52-49,,
1:03.0,D. Rose makes free throw 2 of 2,1,53-49,,
0:46.0,,,53-49,,Turnover by K. Middleton (lost ball; steal by J. Crowder)
0:42.0,J. Crowder makes 2-pt shot from 1 ft,2,55-49,,
0:30.0,,,55-49,,Turnover by M. Brogdon (bad pass; steal by D. Wade)
0:07.0,J. Smith misses 2-pt shot from 5 ft,,55-49,,
0:03.0,Offensive rebound by D. Rose,,55-49,,
0:00.0,D. Wade misses 3-pt shot from 23 ft,,55-49,,
0:00.0,Offensive rebound by Team,,55-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,55-49,,T. Snell misses 3-pt shot from 23 ft
11:41.0,Defensive rebound by J. Crowder,,55-49,,
11:25.0,L. James misses 2-pt shot from 19 ft,,55-49,,
11:22.0,,,55-49,,Defensive rebound by K. Middleton
11:09.0,,,55-51,2,G. Antetokounmpo makes 2-pt shot from 1 ft
10:56.0,Turnover by L. James (bad pass),,55-51,,
10:49.0,,,55-51,,Turnover by G. Antetokounmpo (bad pass; steal by D. Rose)
10:39.0,L. James misses 3-pt shot from 26 ft,,55-51,,
10:32.0,,,55-51,,Defensive rebound by M. Brogdon
10:27.0,,,55-51,,K. Middleton misses 3-pt shot from 23 ft
10:24.0,,,55-51,,Offensive rebound by T. Maker
10:22.0,,,55-51,,T. Maker misses 2-pt shot at rim
10:20.0,Defensive rebound by J. Crowder,,55-51,,
10:10.0,Shooting foul by T. Maker (drawn by L. James),,55-51,,
10:10.0,L. James makes free throw 1 of 2,1,56-51,,
10:10.0,L. James makes free throw 2 of 2,1,57-51,,
9:44.0,,,57-51,,K. Middleton misses 2-pt shot from 13 ft
9:41.0,Defensive rebound by J. Crowder,,57-51,,
9:35.0,Turnover by D. Rose (bad pass; steal by M. Brogdon),,57-51,,
9:31.0,,,57-51,,Shooting foul by L. James (drawn by G. Antetokounmpo)
9:31.0,,,57-52,1,G. Antetokounmpo makes free throw 1 of 2
9:31.0,,,57-53,1,G. Antetokounmpo makes free throw 2 of 2
9:07.0,K. Love misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,57-53,,
9:03.0,,,57-53,,Defensive rebound by T. Snell
9:02.0,,,57-55,2,T. Maker makes 2-pt shot at rim (assist by K. Middleton)
8:40.0,D. Wade misses 2-pt shot from 15 ft,,57-55,,
8:38.0,Offensive rebound by K. Love,,57-55,,
8:35.0,J. Crowder makes 3-pt shot from 27 ft (assist by K. Love),3,60-55,,
8:28.0,,,60-55,,K. Middleton misses 2-pt shot from 2 ft
8:28.0,Defensive rebound by K. Love,,60-55,,
8:23.0,J. Crowder makes 2-pt shot from 1 ft (assist by K. Love),2,62-55,,
8:02.0,,,62-58,3,M. Brogdon makes 3-pt shot from 23 ft (assist by G. Antetokounmpo)
7:41.0,D. Rose misses 2-pt shot from 1 ft,,62-58,,
7:35.0,Offensive rebound by K. Love,,62-58,,
7:35.0,K. Love makes 2-pt shot at rim,2,64-58,,
7:22.0,,,64-60,2,G. Antetokounmpo makes 2-pt shot from 1 ft
7:09.0,K. Love misses 2-pt shot from 4 ft,,64-60,,
7:06.0,,,64-60,,Defensive rebound by T. Maker
6:57.0,,,64-63,3,T. Maker makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
6:57.0,Cleveland full timeout,,64-63,,
6:33.0,L. James makes 2-pt shot from 1 ft,2,66-63,,
6:23.0,Personal foul by D. Wade (drawn by T. Maker),,66-63,,
6:23.0,J. Smith enters the game for D. Wade,,66-63,,
6:11.0,,,66-63,,K. Middleton misses 3-pt shot from 26 ft
6:08.0,Defensive rebound by K. Love,,66-63,,
5:57.0,J. Crowder misses 2-pt shot from 1 ft (block by T. Maker),,66-63,,
5:53.0,,,66-63,,Defensive rebound by T. Maker
5:51.0,,,66-63,,Turnover by M. Brogdon (bad pass; steal by L. James)
5:44.0,J. Crowder makes 3-pt shot from 23 ft (assist by L. James),3,69-63,,
5:22.0,,,69-63,,G. Antetokounmpo misses 2-pt shot from 3 ft
5:19.0,Defensive rebound by L. James,,69-63,,
5:15.0,L. James makes 2-pt shot from 1 ft,2,71-63,,
5:13.0,,,71-63,,Milwaukee full timeout
5:13.0,,,71-63,,M. Dellavedova enters the game for K. Middleton
5:13.0,K. Korver enters the game for D. Rose,,71-63,,
4:50.0,,,71-63,,T. Maker misses 2-pt shot from 3 ft
4:45.0,,,71-63,,Offensive rebound by G. Antetokounmpo
4:45.0,,,71-65,2,G. Antetokounmpo makes 2-pt shot at rim
4:35.0,K. Love misses 3-pt shot from 27 ft,,71-65,,
4:32.0,,,71-65,,Defensive rebound by T. Snell
4:25.0,,,71-67,2,G. Antetokounmpo makes 2-pt shot at rim
4:25.0,,,71-67,,Shooting foul by J. Smith (drawn by G. Antetokounmpo)
4:25.0,T. Thompson enters the game for K. Love,,71-67,,
4:25.0,J. Green enters the game for J. Crowder,,71-67,,
4:25.0,,,71-68,1,G. Antetokounmpo makes free throw 1 of 1
4:09.0,K. Korver misses 3-pt shot from 26 ft,,71-68,,
4:03.0,Offensive rebound by T. Thompson,,71-68,,
3:52.0,K. Korver makes 3-pt shot from 27 ft (assist by L. James),3,74-68,,
3:26.0,,,74-68,,Turnover by M. Dellavedova (traveling)
3:16.0,,,74-68,,Personal foul by M. Brogdon (drawn by J. Green)
3:16.0,,,74-68,,G. Monroe enters the game for T. Maker
3:08.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,77-68,,
2:52.0,,,77-68,,M. Dellavedova misses 2-pt shot from 3 ft
2:48.0,Defensive rebound by T. Thompson,,77-68,,
2:44.0,K. Korver makes 3-pt shot from 26 ft,3,80-68,,
2:18.0,,,80-71,3,T. Snell makes 3-pt shot from 23 ft (assist by M. Dellavedova)
1:51.0,T. Thompson makes 2-pt shot from 2 ft (assist by J. Green),2,82-71,,
1:29.0,,,82-73,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Dellavedova)
1:07.0,J. Smith misses 2-pt shot from 7 ft,,82-73,,
1:06.0,L. James makes 2-pt shot at rim,2,84-73,,
1:00.0,Offensive rebound by L. James,,84-73,,
0:48.0,,,84-73,,M. Brogdon misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by J. Smith,,84-73,,
0:34.0,J. Smith misses 3-pt shot from 25 ft,,84-73,,
0:31.0,,,84-73,,Defensive rebound by M. Brogdon
0:09.0,,,84-73,,Turnover by Team (shot clock)
0:09.0,J. Crowder enters the game for T. Thompson,,84-73,,
0:03.0,T. Thompson enters the game for J. Crowder,,84-73,,
0:00.0,K. Korver misses 2-pt shot from 20 ft,,84-73,,
0:00.0,Offensive rebound by J. Green,,84-73,,
0:00.0,J. Green makes 2-pt shot from 2 ft,2,86-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,J. Smith makes 2-pt shot from 20 ft,2,88-73,,
11:18.0,,,88-73,,M. Dellavedova misses 3-pt shot from 26 ft
11:13.0,Defensive rebound by J. Smith,,88-73,,
11:09.0,,,88-76,3,S. Brown makes 3-pt shot from 22 ft (assist by J. Terry)
10:56.0,Turnover by D. Wade (out of bounds lost ball),,88-76,,
10:37.0,,,88-76,,S. Brown misses 2-pt shot from 2 ft
10:35.0,,,88-76,,Offensive rebound by G. Monroe
10:30.0,,,88-76,,G. Monroe misses 2-pt shot from 1 ft
10:30.0,Defensive rebound by D. Wade,,88-76,,
10:20.0,Turnover by D. Wade (bad pass; steal by J. Terry),,88-76,,
10:19.0,,,88-76,,S. Brown misses 2-pt shot from 1 ft
10:19.0,Defensive rebound by Team,,88-76,,
10:19.0,D. Rose enters the game for J. Smith,,88-76,,
10:15.0,Jump ball: S. Brown vs. T. Thompson (J. Green gains possession),,,,Jump ball: S. Brown vs. T. Thompson (J. Green gains possession)
10:12.0,Shooting foul by G. Monroe (drawn by D. Rose),,88-76,,
10:12.0,D. Rose makes free throw 1 of 2,1,89-76,,
10:12.0,D. Rose makes free throw 2 of 2,1,90-76,,
9:58.0,,,90-76,,Shooting foul by D. Wade (drawn by J. Terry)
9:58.0,J. Smith enters the game for D. Rose,,90-76,,
9:58.0,,,90-77,1,J. Terry makes free throw 1 of 2
9:58.0,,,90-78,1,J. Terry makes free throw 2 of 2
9:44.0,T. Thompson makes 2-pt shot from 2 ft (assist by D. Wade),2,92-78,,
9:32.0,,,92-80,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Dellavedova)
9:14.0,J. Green makes 2-pt shot from 2 ft (assist by J. Smith),2,94-80,,
8:59.0,,,94-80,,Turnover by M. Dellavedova (bad pass; steal by I. Shumpert)
8:53.0,T. Thompson makes 2-pt shot from 2 ft (assist by I. Shumpert),2,96-80,,
8:40.0,,,96-80,,J. Terry misses 2-pt shot from 20 ft
8:37.0,Defensive rebound by T. Thompson,,96-80,,
8:18.0,Turnover by J. Smith (bad pass),,96-80,,
8:05.0,,,96-82,2,K. Middleton makes 2-pt shot from 1 ft
7:39.0,D. Wade misses 2-pt shot from 18 ft,,96-82,,
7:37.0,,,96-82,,Defensive rebound by K. Middleton
7:31.0,,,96-82,,Shooting foul by I. Shumpert (drawn by K. Middleton)
7:31.0,,,96-83,1,K. Middleton makes free throw 1 of 2
7:31.0,,,96-83,,G. Antetokounmpo enters the game for S. Brown
7:31.0,K. Love enters the game for J. Green,,96-83,,
7:31.0,L. James enters the game for I. Shumpert,,96-83,,
7:31.0,,,96-84,1,K. Middleton makes free throw 2 of 2
7:18.0,K. Love misses 2-pt shot from 4 ft,,96-84,,
7:16.0,T. Thompson makes 2-pt shot at rim,2,98-84,,
7:13.0,Offensive rebound by T. Thompson,,98-84,,
7:13.0,T. Thompson misses 2-pt shot at rim,,98-84,,
7:10.0,Offensive rebound by T. Thompson,,98-84,,
7:00.0,,,98-86,2,G. Antetokounmpo makes 2-pt shot from 1 ft
6:41.0,J. Smith misses 3-pt shot from 22 ft,,98-86,,
6:38.0,,,98-86,,Defensive rebound by G. Monroe
6:34.0,,,98-86,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by L. James)
6:30.0,Defensive rebound by K. Love,,98-86,,
6:20.0,L. James makes 3-pt shot from 26 ft (assist by K. Love),3,101-86,,
6:05.0,,,101-86,,G. Monroe misses 2-pt shot from 3 ft
6:03.0,,,101-86,,Offensive rebound by G. Monroe
6:01.0,,,101-86,,G. Monroe misses 2-pt shot from 2 ft (block by K. Love)
6:01.0,Defensive rebound by L. James,,101-86,,
5:54.0,J. Smith makes 3-pt shot from 27 ft (assist by L. James),3,104-86,,
5:52.0,,,104-86,,Milwaukee full timeout
5:52.0,,,104-86,,T. Snell enters the game for J. Terry
5:52.0,,,104-86,,M. Brogdon enters the game for G. Monroe
5:36.0,,,104-89,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
5:21.0,,,104-89,,Personal foul by K. Middleton (drawn by K. Love)
5:19.0,Turnover by L. James (bad pass),,104-89,,
5:04.0,,,104-89,,M. Dellavedova misses 2-pt shot from 9 ft (block by K. Love)
5:00.0,Defensive rebound by K. Love,,104-89,,
4:51.0,,,104-89,,Personal foul by M. Dellavedova (drawn by J. Smith)
4:39.0,L. James makes 3-pt shot from 27 ft (assist by J. Smith),3,107-89,,
4:21.0,,,107-91,2,M. Brogdon makes 2-pt shot from 14 ft
4:00.0,Turnover by K. Love (bad pass; steal by G. Antetokounmpo),,107-91,,
3:55.0,,,107-93,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by M. Brogdon)
3:38.0,D. Wade misses 2-pt shot from 19 ft,,107-93,,
3:35.0,,,107-93,,Defensive rebound by M. Dellavedova
3:32.0,,,107-95,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by M. Dellavedova)
3:16.0,J. Crowder enters the game for T. Thompson,,107-95,,
3:16.0,,,107-95,,Personal foul by K. Middleton (drawn by K. Love)
3:10.0,K. Korver enters the game for J. Smith,,107-95,,
3:06.0,L. James misses 3-pt shot from 27 ft,,107-95,,
3:03.0,,,107-95,,Defensive rebound by G. Antetokounmpo
2:58.0,,,107-95,,M. Brogdon misses 3-pt shot from 23 ft
2:54.0,Defensive rebound by K. Korver,,107-95,,
2:45.0,Shooting foul by T. Snell (drawn by K. Love),,107-95,,
2:45.0,Cleveland full timeout,,107-95,,
2:45.0,K. Love makes free throw 1 of 2,1,108-95,,
2:45.0,K. Love makes free throw 2 of 2,1,109-95,,
2:26.0,,,109-97,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by T. Snell)
2:26.0,,,109-97,,Shooting foul by K. Love (drawn by G. Antetokounmpo)
2:26.0,,,109-97,,G. Antetokounmpo misses free throw 1 of 1
2:23.0,Defensive rebound by L. James,,109-97,,
2:11.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,111-97,,
1:52.0,,,111-97,,M. Dellavedova misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by K. Love,,111-97,,
1:37.0,Turnover by L. James (offensive foul),,111-97,,
1:37.0,T. Thompson enters the game for L. James,,111-97,,
1:19.0,,,111-97,,K. Middleton misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by K. Korver,,111-97,,
1:14.0,Cleveland full timeout,,111-97,,
1:14.0,,,111-97,,T. Maker enters the game for M. Dellavedova
1:14.0,,,111-97,,R. Vaughn enters the game for T. Snell
1:14.0,,,111-97,,S. Brown enters the game for K. Middleton
1:14.0,,,111-97,,D. Wilson enters the game for G. Antetokounmpo
1:14.0,J. Calderon enters the game for K. Love,,111-97,,
1:14.0,C. Osman enters the game for D. Wade,,111-97,,
1:14.0,C. Frye enters the game for J. Crowder,,111-97,,
1:14.0,I. Shumpert enters the game for T. Thompson,,111-97,,
0:59.0,K. Korver makes 2-pt shot from 3 ft (assist by C. Frye),2,113-97,,
0:50.0,,,113-97,,R. Vaughn misses 3-pt shot from 28 ft
0:50.0,Defensive rebound by K. Korver,,113-97,,
0:32.0,C. Frye makes 3-pt shot from 27 ft (assist by K. Korver),3,116-97,,
0:18.0,,,116-97,,M. Brogdon misses 2-pt shot from 2 ft
0:13.0,Defensive rebound by C. Frye,,116-97,,
