time,New York,pts.away,score,pts.home,Detroit
5:50.0,,,7-17,,T. Harris misses 2-pt shot from 16 ft
5:46.0,Defensive rebound by L. Thomas,,7-17,,
5:41.0,L. Thomas misses 2-pt shot from 3 ft,,7-17,,
5:40.0,Offensive rebound by C. Lee,,7-17,,
5:38.0,C. Lee makes 2-pt shot from 1 ft,2,9-17,,
5:17.0,,,9-17,,R. Jackson misses 2-pt shot at rim (block by E. Kanter)
5:17.0,Defensive rebound by C. Lee,,9-17,,
5:13.0,C. Lee misses 2-pt shot from 1 ft,,9-17,,
5:10.0,Offensive rebound by K. Porzingis,,9-17,,
5:09.0,K. Porzingis makes 2-pt shot from 1 ft,2,11-17,,
4:56.0,,,11-17,,Detroit full timeout
4:40.0,,,11-17,,R. Jackson misses 2-pt shot from 16 ft
4:37.0,Defensive rebound by J. Jack,,11-17,,
4:35.0,K. Porzingis misses 3-pt shot from 25 ft,,11-17,,
4:31.0,,,11-17,,Defensive rebound by T. Harris
4:27.0,,,11-17,,A. Tolliver misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by E. Kanter,,11-17,,
4:10.0,,,11-17,,Violation by R. Bullock (kicked ball)
4:10.0,,,11-17,,I. Smith enters the game for R. Jackson
4:10.0,,,11-17,,S. Johnson enters the game for T. Harris
4:10.0,D. McDermott enters the game for L. Thomas,,11-17,,
4:10.0,F. Ntilikina enters the game for J. Jack,,11-17,,
3:59.0,E. Kanter makes 2-pt shot from 1 ft,2,13-17,,
3:47.0,Personal foul by C. Lee (drawn by S. Johnson),,13-17,,
3:36.0,,,13-17,,I. Smith misses 2-pt shot from 19 ft
3:33.0,Defensive rebound by E. Kanter,,13-17,,
3:16.0,C. Lee makes 2-pt shot from 9 ft,2,15-17,,
2:57.0,,,15-17,,Turnover by I. Smith (bad pass; steal by C. Lee)
2:53.0,Turnover by C. Lee (bad pass),,15-17,,
2:53.0,,,15-17,,L. Kennard enters the game for R. Bullock
2:53.0,K. O'Quinn enters the game for E. Kanter,,15-17,,
2:32.0,,,15-20,3,A. Tolliver makes 3-pt shot from 28 ft (assist by I. Smith)
2:16.0,D. McDermott makes 2-pt shot from 16 ft (assist by F. Ntilikina),2,17-20,,
1:59.0,,,17-20,,S. Johnson misses 2-pt shot from 14 ft
1:56.0,Defensive rebound by K. Porzingis,,17-20,,
1:47.0,K. Porzingis misses 2-pt shot from 10 ft,,17-20,,
1:45.0,,,17-20,,Defensive rebound by E. Moreland
1:34.0,,,17-20,,L. Kennard misses 2-pt shot from 2 ft
1:30.0,,,17-20,,Offensive rebound by E. Moreland
1:30.0,,,17-22,2,E. Moreland makes 2-pt shot at rim
1:16.0,K. O'Quinn makes 2-pt shot from 6 ft (assist by C. Lee),2,19-22,,
0:50.0,,,19-22,,Shooting foul by K. O'Quinn (drawn by A. Tolliver)
0:50.0,,,19-23,1,A. Tolliver makes free throw 1 of 2
0:50.0,R. Baker enters the game for C. Lee,,19-23,,
0:50.0,M. Beasley enters the game for K. Porzingis,,19-23,,
0:50.0,,,19-23,,A. Tolliver misses free throw 2 of 2
0:47.0,Defensive rebound by K. O'Quinn,,19-23,,
0:34.0,D. McDermott makes 2-pt shot at rim (assist by K. O'Quinn),2,21-23,,
0:14.0,,,21-23,,S. Johnson misses 2-pt shot from 14 ft (block by D. McDermott)
0:14.0,,,21-23,,Offensive rebound by S. Johnson
0:12.0,,,21-25,2,S. Johnson makes 2-pt shot from 16 ft
0:00.0,D. McDermott misses 3-pt shot from 24 ft,,21-25,,
0:00.0,Offensive rebound by Team,,21-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,M. Beasley makes 2-pt shot at rim (assist by K. O'Quinn),2,23-25,,
11:29.0,,,23-27,2,T. Harris makes 2-pt shot from 7 ft
11:15.0,M. Beasley misses 2-pt shot from 20 ft,,23-27,,
11:12.0,,,23-27,,Defensive rebound by E. Moreland
11:03.0,,,23-30,3,S. Johnson makes 3-pt shot from 27 ft (assist by I. Smith)
10:46.0,R. Baker misses 3-pt shot from 25 ft,,23-30,,
10:46.0,,,23-30,,Defensive rebound by Team
10:46.0,Personal foul by K. O'Quinn (drawn by E. Moreland),,23-30,,
10:36.0,,,23-30,,S. Johnson misses 3-pt shot from 23 ft
10:31.0,Defensive rebound by K. O'Quinn,,23-30,,
10:21.0,Turnover by M. Beasley (lost ball; steal by S. Johnson),,23-30,,
10:10.0,Def 3 sec tech foul by K. O'Quinn,,23-30,,
10:10.0,,,23-30,,T. Harris misses technical free throw
10:10.0,,,23-30,,Offensive rebound by Team
9:58.0,,,23-30,,T. Harris misses 2-pt shot from 14 ft
9:55.0,,,23-30,,Offensive rebound by E. Moreland
9:51.0,,,23-30,,E. Moreland misses 2-pt shot from 3 ft (block by K. O'Quinn)
9:43.0,Defensive rebound by F. Ntilikina,,23-30,,
9:35.0,K. O'Quinn makes 2-pt shot at rim (assist by M. Beasley),2,25-30,,
9:24.0,,,25-32,2,I. Smith makes 2-pt shot at rim
9:09.0,K. O'Quinn misses 2-pt shot from 4 ft,,25-32,,
9:08.0,,,25-32,,Defensive rebound by S. Johnson
9:05.0,,,25-32,,Technical foul by Team
9:05.0,,,25-33,1,T. Harris makes technical free throw
9:05.0,Personal foul by F. Ntilikina (drawn by S. Johnson),,25-33,,
8:49.0,,,25-33,,E. Moreland misses 2-pt shot from 3 ft (block by K. O'Quinn)
8:49.0,,,25-33,,Offensive rebound by Team
8:47.0,,,25-33,,L. Kennard misses 2-pt shot from 16 ft
8:43.0,Defensive rebound by F. Ntilikina,,25-33,,
8:37.0,R. Baker makes 2-pt shot from 1 ft (assist by M. Beasley),2,27-33,,
8:13.0,,,27-33,,Turnover by S. Johnson (bad pass; steal by R. Baker)
8:03.0,M. Beasley misses 2-pt shot from 17 ft,,27-33,,
7:58.0,,,27-33,,Defensive rebound by L. Kennard
7:50.0,,,27-36,3,S. Johnson makes 3-pt shot from 23 ft (assist by T. Harris)
7:33.0,R. Baker misses 3-pt shot from 25 ft,,27-36,,
7:29.0,,,27-36,,Defensive rebound by E. Moreland
7:24.0,,,27-36,,I. Smith misses 2-pt shot from 3 ft
7:22.0,,,27-36,,Offensive rebound by I. Smith
7:20.0,,,27-36,,I. Smith misses 2-pt shot at rim (block by K. O'Quinn)
7:20.0,,,27-36,,Offensive rebound by I. Smith
7:14.0,,,27-39,3,T. Harris makes 3-pt shot from 25 ft (assist by I. Smith)
7:07.0,New York full timeout,,27-39,,
7:07.0,,,27-39,,A. Drummond enters the game for S. Johnson
7:07.0,,,27-39,,A. Tolliver enters the game for I. Smith
7:07.0,,,27-39,,R. Jackson enters the game for E. Moreland
7:07.0,E. Kanter enters the game for M. Beasley,,27-39,,
7:07.0,L. Thomas enters the game for K. O'Quinn,,27-39,,
7:07.0,K. Porzingis enters the game for D. McDermott,,27-39,,
6:53.0,F. Ntilikina makes 3-pt shot from 25 ft (assist by K. Porzingis),3,30-39,,
6:35.0,,,30-41,2,A. Drummond makes 2-pt shot from 1 ft (assist by T. Harris)
6:23.0,F. Ntilikina makes 2-pt shot from 18 ft,2,32-41,,
6:05.0,,,32-41,,A. Tolliver misses 3-pt shot from 23 ft
6:02.0,Defensive rebound by Team,,32-41,,
5:50.0,K. Porzingis misses 3-pt shot from 25 ft,,32-41,,
5:47.0,Offensive rebound by E. Kanter,,32-41,,
5:45.0,E. Kanter makes 2-pt shot from 1 ft,2,34-41,,
5:33.0,,,34-41,,R. Jackson misses 3-pt shot from 27 ft
5:31.0,,,34-41,,Offensive rebound by A. Drummond
5:23.0,,,34-43,2,T. Harris makes 2-pt shot from 7 ft
5:23.0,,,34-43,,Shooting foul by E. Kanter (drawn by T. Harris)
5:23.0,,,34-43,,R. Bullock enters the game for L. Kennard
5:23.0,C. Lee enters the game for R. Baker,,34-43,,
5:23.0,,,34-44,1,T. Harris makes free throw 1 of 1
5:13.0,,,34-44,,Personal foul by A. Drummond (drawn by K. Porzingis)
5:13.0,,,34-44,,E. Moreland enters the game for A. Drummond
5:07.0,K. Porzingis makes 3-pt shot from 29 ft (assist by F. Ntilikina),3,37-44,,
4:39.0,,,37-44,,R. Jackson misses 3-pt shot from 22 ft
4:36.0,Defensive rebound by K. Porzingis,,37-44,,
4:31.0,Turnover by L. Thomas (turnover),,37-44,,
4:20.0,,,37-44,,R. Jackson misses 3-pt shot from 27 ft
4:15.0,Defensive rebound by E. Kanter,,37-44,,
4:09.0,C. Lee misses 2-pt shot from 21 ft,,37-44,,
4:07.0,,,37-44,,Defensive rebound by T. Harris
3:59.0,,,37-47,3,A. Tolliver makes 3-pt shot from 27 ft (assist by R. Jackson)
3:40.0,Turnover by E. Kanter (lost ball; steal by E. Moreland),,37-47,,
3:33.0,,,37-47,,R. Jackson misses 2-pt shot from 5 ft
3:32.0,Defensive rebound by Team,,37-47,,
3:32.0,J. Jack enters the game for F. Ntilikina,,37-47,,
3:18.0,K. Porzingis misses 2-pt shot from 13 ft,,37-47,,
3:14.0,,,37-47,,Defensive rebound by A. Tolliver
3:08.0,,,37-47,,Turnover by A. Tolliver (bad pass)
3:08.0,J. Noah enters the game for E. Kanter,,37-47,,
2:54.0,L. Thomas misses 3-pt shot from 25 ft,,37-47,,
2:52.0,Offensive rebound by J. Noah,,37-47,,
2:52.0,,,37-47,,Personal foul by E. Moreland (drawn by J. Noah)
2:52.0,,,37-47,,Detroit full timeout
2:47.0,C. Lee misses 3-pt shot from 26 ft,,37-47,,
2:46.0,,,37-47,,Defensive rebound by Team
2:22.0,,,37-47,,Turnover by T. Harris (bad pass; steal by L. Thomas)
2:18.0,Offensive charge foul by K. Porzingis (drawn by A. Tolliver),,37-47,,
2:18.0,Turnover by K. Porzingis (offensive foul),,37-47,,
2:00.0,,,37-47,,A. Tolliver misses 3-pt shot from 22 ft
1:54.0,Defensive rebound by L. Thomas,,37-47,,
1:45.0,J. Noah misses 2-pt shot from 1 ft,,37-47,,
1:43.0,,,37-47,,Defensive rebound by A. Tolliver
1:41.0,,,37-49,2,R. Bullock makes 2-pt shot from 1 ft (assist by R. Jackson)
1:39.0,C. Lee makes technical free throw,1,38-49,,
1:21.0,C. Lee makes 2-pt shot from 12 ft,2,40-49,,
1:06.0,,,40-49,,R. Jackson misses 2-pt shot from 10 ft
1:04.0,Defensive rebound by J. Jack,,40-49,,
0:59.0,C. Lee makes 3-pt shot from 23 ft (assist by K. Porzingis),3,43-49,,
0:59.0,,,43-49,,Technical foul by R. Jackson
0:59.0,C. Lee makes technical free throw,1,44-49,,
0:43.0,,,44-52,3,R. Bullock makes 3-pt shot from 27 ft (assist by T. Harris)
0:29.0,Turnover by J. Noah (bad pass; steal by E. Moreland),,44-52,,
0:28.0,Personal foul by J. Jack (drawn by R. Jackson),,44-52,,
0:08.0,,,44-52,,R. Jackson misses 2-pt shot from 1 ft
0:02.0,Defensive rebound by K. Porzingis,,44-52,,
0:00.0,J. Jack misses 3-pt shot from 26 ft,,44-52,,
0:00.0,Offensive rebound by J. Noah,,44-52,,
0:00.0,J. Noah misses 2-pt shot at rim,,44-52,,
0:00.0,Offensive rebound by Team,,44-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,K. Porzingis makes 2-pt shot from 16 ft (assist by E. Kanter),2,46-52,,
11:15.0,,,46-52,,Shooting foul by K. Porzingis (drawn by A. Tolliver)
11:15.0,,,46-53,1,A. Tolliver makes free throw 1 of 2
11:15.0,,,46-54,1,A. Tolliver makes free throw 2 of 2
11:01.0,E. Kanter makes 2-pt shot from 1 ft (assist by C. Lee),2,48-54,,
10:51.0,,,48-56,2,R. Bullock makes 2-pt shot from 1 ft (assist by A. Drummond)
10:36.0,E. Kanter makes 2-pt shot at rim (assist by J. Jack),2,50-56,,
10:23.0,,,50-56,,Shooting foul by L. Thomas (drawn by T. Harris)
10:23.0,,,50-57,1,T. Harris makes free throw 1 of 2
10:23.0,,,50-57,,T. Harris misses free throw 2 of 2
10:20.0,Defensive rebound by K. Porzingis,,50-57,,
10:08.0,Turnover by J. Jack (bad pass; steal by A. Drummond),,50-57,,
10:05.0,,,50-57,,Shooting foul by C. Lee (drawn by T. Harris)
10:05.0,,,50-58,1,T. Harris makes free throw 1 of 2
10:05.0,,,50-59,1,T. Harris makes free throw 2 of 2
9:53.0,C. Lee misses 3-pt shot from 25 ft,,50-59,,
9:48.0,,,50-59,,Defensive rebound by R. Jackson
9:40.0,,,50-59,,A. Drummond misses 2-pt shot from 4 ft
9:38.0,Defensive rebound by J. Jack,,50-59,,
9:32.0,C. Lee makes 3-pt shot from 23 ft (assist by J. Jack),3,53-59,,
9:03.0,,,53-59,,T. Harris misses 2-pt shot from 2 ft (block by K. Porzingis)
9:02.0,,,53-59,,Offensive rebound by T. Harris
9:02.0,,,53-59,,Turnover by Team (shot clock)
8:38.0,K. Porzingis misses 2-pt shot from 18 ft,,53-59,,
8:34.0,,,53-59,,Defensive rebound by A. Drummond
8:18.0,,,53-61,2,A. Drummond makes 2-pt shot from 1 ft (assist by T. Harris)
8:05.0,C. Lee misses 3-pt shot from 27 ft,,53-61,,
8:02.0,,,53-61,,Defensive rebound by R. Bullock
7:56.0,,,53-61,,A. Drummond misses 2-pt shot from 6 ft
7:52.0,Defensive rebound by L. Thomas,,53-61,,
7:46.0,,,53-61,,Personal foul by A. Tolliver (drawn by J. Jack)
7:36.0,Turnover by K. Porzingis (lost ball; steal by A. Tolliver),,53-61,,
7:34.0,,,53-61,,Turnover by A. Tolliver (lost ball; steal by K. Porzingis)
7:25.0,E. Kanter makes 2-pt shot at rim (assist by L. Thomas),2,55-61,,
7:06.0,,,55-61,,R. Bullock misses 3-pt shot from 24 ft
7:05.0,,,55-61,,Offensive rebound by A. Drummond
7:05.0,,,55-61,,Shooting foul by E. Kanter (drawn by A. Drummond)
7:05.0,,,55-61,,A. Drummond misses free throw 1 of 2
7:05.0,,,55-61,,Offensive rebound by Team
7:05.0,,,55-62,1,A. Drummond makes free throw 2 of 2
6:46.0,C. Lee makes 2-pt shot from 7 ft,2,57-62,,
6:30.0,,,57-65,3,R. Bullock makes 3-pt shot from 22 ft (assist by R. Jackson)
6:11.0,L. Thomas misses 2-pt shot from 4 ft,,57-65,,
6:07.0,,,57-65,,Defensive rebound by R. Jackson
6:03.0,,,57-68,3,T. Harris makes 3-pt shot from 24 ft (assist by R. Jackson)
6:02.0,New York full timeout,,57-68,,
5:48.0,E. Kanter misses 2-pt shot from 13 ft,,57-68,,
5:45.0,,,57-68,,Defensive rebound by R. Bullock
5:39.0,,,57-68,,A. Drummond misses 2-pt shot from 8 ft
5:36.0,Defensive rebound by E. Kanter,,57-68,,
5:17.0,L. Thomas makes 3-pt shot from 24 ft (assist by C. Lee),3,60-68,,
4:58.0,,,60-68,,A. Tolliver misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by J. Jack,,60-68,,
4:45.0,K. Porzingis misses 2-pt shot from 10 ft,,60-68,,
4:38.0,Offensive rebound by E. Kanter,,60-68,,
4:37.0,E. Kanter makes 2-pt shot from 1 ft,2,62-68,,
4:17.0,,,62-68,,A. Drummond misses 2-pt shot from 1 ft
4:15.0,Defensive rebound by E. Kanter,,62-68,,
4:12.0,L. Thomas misses 2-pt shot from 1 ft (block by A. Tolliver),,62-68,,
4:11.0,Offensive rebound by K. Porzingis,,62-68,,
4:11.0,K. Porzingis makes 2-pt shot at rim,2,64-68,,
4:11.0,,,64-68,,Detroit full timeout
4:11.0,,,64-68,,I. Smith enters the game for R. Jackson
4:11.0,,,64-68,,S. Johnson enters the game for T. Harris
4:11.0,F. Ntilikina enters the game for J. Jack,,64-68,,
3:57.0,,,64-68,,A. Tolliver misses 2-pt shot from 4 ft
3:55.0,Defensive rebound by E. Kanter,,64-68,,
3:43.0,K. Porzingis makes 3-pt shot from 26 ft (assist by F. Ntilikina),3,67-68,,
3:26.0,,,67-68,,A. Tolliver misses 3-pt shot from 26 ft
3:23.0,Defensive rebound by C. Lee,,67-68,,
3:18.0,C. Lee misses 2-pt shot from 16 ft,,67-68,,
3:14.0,Offensive rebound by E. Kanter,,67-68,,
3:13.0,E. Kanter misses 2-pt shot from 2 ft,,67-68,,
3:13.0,Offensive rebound by E. Kanter,,67-68,,
3:09.0,E. Kanter makes 2-pt shot at rim,2,69-68,,
2:56.0,,,69-68,,I. Smith misses 2-pt shot from 18 ft
2:52.0,Defensive rebound by E. Kanter,,69-68,,
2:42.0,K. Porzingis misses 2-pt shot from 11 ft,,69-68,,
2:38.0,Offensive rebound by E. Kanter,,69-68,,
2:38.0,E. Kanter makes 2-pt shot at rim,2,71-68,,
2:25.0,,,71-70,2,A. Drummond makes 2-pt shot from 1 ft
2:10.0,K. Porzingis makes 2-pt shot from 12 ft,2,73-70,,
1:57.0,,,73-70,,Offensive foul by R. Bullock (drawn by C. Lee)
1:57.0,,,73-70,,Turnover by R. Bullock (offensive foul)
1:57.0,R. Baker enters the game for E. Kanter,,73-70,,
1:57.0,K. O'Quinn enters the game for K. Porzingis,,73-70,,
1:57.0,D. McDermott enters the game for L. Thomas,,73-70,,
1:57.0,,,73-70,,L. Kennard enters the game for R. Bullock
1:57.0,M. Beasley enters the game for C. Lee,,73-70,,
1:38.0,D. McDermott makes 2-pt shot from 12 ft (assist by M. Beasley),2,75-70,,
1:24.0,,,75-70,,Turnover by A. Drummond (bad pass)
1:24.0,,,75-70,,T. Harris enters the game for A. Drummond
1:24.0,,,75-70,,E. Moreland enters the game for A. Tolliver
1:12.0,D. McDermott misses 2-pt shot from 10 ft,,75-70,,
1:06.0,Offensive rebound by M. Beasley,,75-70,,
1:06.0,M. Beasley misses 2-pt shot at rim,,75-70,,
1:05.0,,,75-70,,Defensive rebound by I. Smith
0:52.0,,,75-72,2,T. Harris makes 2-pt shot from 9 ft
0:29.0,Turnover by Team (shot clock),,75-72,,
0:27.0,D. McDermott misses 2-pt shot from 9 ft,,75-72,,
0:27.0,Offensive rebound by Team,,75-72,,
0:04.0,,,75-74,2,E. Moreland makes 2-pt shot from 8 ft (assist by I. Smith)
0:00.0,F. Ntilikina misses 3-pt shot from 28 ft,,75-74,,
0:00.0,Offensive rebound by Team,,75-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Def 3 sec tech foul by K. O'Quinn,,75-74,,
11:50.0,,,75-75,1,T. Harris makes technical free throw
11:41.0,,,75-75,,I. Smith misses 2-pt shot from 17 ft
11:39.0,,,75-75,,Offensive rebound by Team
11:31.0,,,75-77,2,I. Smith makes 2-pt shot from 1 ft (assist by T. Harris)
11:12.0,M. Beasley makes 2-pt shot from 6 ft (assist by K. O'Quinn),2,77-77,,
10:56.0,,,77-79,2,T. Harris makes 2-pt shot from 4 ft
10:35.0,M. Beasley makes 2-pt shot at rim,2,79-79,,
10:24.0,,,79-82,3,T. Harris makes 3-pt shot from 25 ft
10:05.0,Turnover by F. Ntilikina (bad pass; steal by I. Smith),,79-82,,
10:03.0,,,79-84,2,I. Smith makes 2-pt shot from 1 ft (assist by L. Kennard)
10:03.0,New York full timeout,,79-84,,
10:03.0,L. Thomas enters the game for K. O'Quinn,,79-84,,
10:03.0,K. Porzingis enters the game for R. Baker,,79-84,,
9:51.0,Shooting foul by L. Kennard (drawn by D. McDermott),,79-84,,
9:51.0,D. McDermott misses free throw 1 of 2,,79-84,,
9:51.0,Offensive rebound by Team,,79-84,,
9:51.0,D. McDermott makes free throw 2 of 2,1,80-84,,
9:28.0,,,80-86,2,S. Johnson makes 2-pt shot from 1 ft
9:13.0,K. Porzingis misses 3-pt shot from 27 ft,,80-86,,
9:09.0,Offensive rebound by M. Beasley,,80-86,,
9:09.0,,,80-86,,A. Drummond enters the game for E. Moreland
9:09.0,J. Jack enters the game for F. Ntilikina,,80-86,,
9:05.0,Jump ball: S. Johnson vs. M. Beasley (I. Smith gains possession),,,,Jump ball: S. Johnson vs. M. Beasley (I. Smith gains possession)
9:05.0,Turnover by M. Beasley (turnover; steal by S. Johnson),,80-86,,
8:58.0,,,80-86,,Shooting foul by K. Porzingis (drawn by A. Drummond)
8:58.0,,,80-87,1,A. Drummond makes free throw 1 of 2
8:58.0,,,80-87,,A. Drummond misses free throw 2 of 2
8:55.0,Defensive rebound by L. Thomas,,80-87,,
8:44.0,Turnover by D. McDermott (bad pass),,80-87,,
8:31.0,,,80-87,,L. Kennard misses 2-pt shot from 8 ft (block by D. McDermott)
8:27.0,Defensive rebound by K. Porzingis,,80-87,,
8:18.0,J. Jack makes 2-pt shot from 1 ft,2,82-87,,
7:57.0,,,82-87,,T. Harris misses 2-pt shot from 3 ft
7:52.0,,,82-87,,Offensive rebound by A. Drummond
7:52.0,,,82-89,2,A. Drummond makes 2-pt shot at rim
7:43.0,D. McDermott makes 3-pt shot from 25 ft (assist by J. Jack),3,85-89,,
7:23.0,,,85-91,2,I. Smith makes 2-pt shot from 9 ft
7:06.0,K. Porzingis misses 2-pt shot from 13 ft,,85-91,,
7:03.0,Offensive rebound by L. Thomas,,85-91,,
7:02.0,Turnover by K. Porzingis (step out of bounds),,85-91,,
7:02.0,E. Kanter enters the game for M. Beasley,,85-91,,
7:02.0,C. Lee enters the game for D. McDermott,,85-91,,
6:41.0,,,85-91,,A. Drummond misses 2-pt shot from 3 ft
6:40.0,Defensive rebound by C. Lee,,85-91,,
6:33.0,K. Porzingis misses 2-pt shot from 15 ft,,85-91,,
6:28.0,Offensive rebound by E. Kanter,,85-91,,
6:27.0,E. Kanter misses 2-pt shot from 2 ft (block by A. Drummond),,85-91,,
6:27.0,,,85-91,,Defensive rebound by A. Drummond
6:22.0,,,85-93,2,I. Smith makes 2-pt shot from 1 ft
6:07.0,J. Jack misses 2-pt shot from 17 ft,,85-93,,
6:03.0,,,85-93,,Defensive rebound by A. Drummond
5:56.0,,,85-93,,Turnover by I. Smith (bad pass; steal by E. Kanter)
5:49.0,E. Kanter misses 2-pt shot from 18 ft,,85-93,,
5:45.0,,,85-93,,Defensive rebound by I. Smith
5:42.0,,,85-93,,S. Johnson misses 2-pt shot from 3 ft
5:42.0,Defensive rebound by C. Lee,,85-93,,
5:32.0,K. Porzingis makes 2-pt shot from 12 ft,2,87-93,,
5:32.0,Shooting foul by T. Harris (drawn by K. Porzingis),,87-93,,
5:32.0,,,87-93,,R. Bullock enters the game for L. Kennard
5:32.0,,,87-93,,A. Tolliver enters the game for S. Johnson
5:32.0,,,87-93,,R. Jackson enters the game for I. Smith
5:32.0,K. Porzingis makes free throw 1 of 1,1,88-93,,
5:11.0,,,88-93,,T. Harris misses 2-pt shot from 17 ft
5:07.0,Defensive rebound by E. Kanter,,88-93,,
4:54.0,,,88-93,,Personal foul by A. Tolliver (drawn by K. Porzingis)
4:50.0,K. Porzingis makes 3-pt shot from 25 ft (assist by E. Kanter),3,91-93,,
4:31.0,,,91-93,,A. Drummond misses 2-pt shot from 2 ft
4:31.0,Defensive rebound by Team,,91-93,,
4:15.0,Offensive foul by J. Jack (drawn by R. Jackson),,91-93,,
4:15.0,Turnover by J. Jack (offensive foul),,91-93,,
3:57.0,,,91-93,,Turnover by A. Drummond (bad pass)
3:48.0,C. Lee misses 2-pt shot from 18 ft,,91-93,,
3:45.0,Offensive rebound by E. Kanter,,91-93,,
3:45.0,E. Kanter makes 2-pt shot from 3 ft,2,93-93,,
3:45.0,,,93-93,,Violation by A. Drummond (def goaltending)
