time,Atlanta,pts.away,score,pts.home,Orlando
0:23.0,M. Plumlee makes 2-pt shot from 4 ft,2,22-29,,
0:04.0,,,22-31,2,E. Fournier makes 2-pt shot from 17 ft
0:02.0,,,22-31,,Personal block foul by E. Fournier (drawn by D. Bembry)
0:02.0,D. Bembry misses free throw 1 of 2,,22-31,,
0:02.0,Offensive rebound by Team,,22-31,,
0:02.0,D. Bembry makes free throw 2 of 2,1,23-31,,
0:00.0,,,23-31,,A. Afflalo misses 3-pt shot from 45 ft
0:00.0,,,23-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,M. Belinelli makes 2-pt shot from 20 ft (assist by I. Taylor),2,25-31,,
11:22.0,,,25-31,,D. Augustin misses 2-pt shot from 7 ft (block by I. Taylor)
11:17.0,Defensive rebound by M. Belinelli,,25-31,,
11:03.0,Turnover by D. Bembry (bad pass),,25-31,,
10:43.0,,,25-31,,S. Mack misses 3-pt shot from 26 ft
10:43.0,Defensive rebound by L. Babbitt,,25-31,,
10:26.0,Turnover by M. Belinelli (bad pass),,25-31,,
10:26.0,K. Bazemore enters the game for L. Babbitt,,25-31,,
10:07.0,,,25-31,,S. Mack misses 2-pt shot from 10 ft
10:07.0,Defensive rebound by D. Bembry,,25-31,,
10:01.0,I. Taylor makes 2-pt shot from 2 ft (assist by D. Bembry),2,27-31,,
9:47.0,,,27-31,,W. Iwundu misses 2-pt shot from 1 ft
9:47.0,,,27-31,,Offensive rebound by Team
9:47.0,T. Cavanaugh enters the game for M. Plumlee,,27-31,,
9:33.0,,,27-31,,Turnover by D. Augustin (bad pass; steal by D. Bembry)
9:29.0,M. Belinelli makes 2-pt shot from 1 ft (assist by D. Bembry),2,29-31,,
9:29.0,,,29-31,,Orlando full timeout
9:15.0,,,29-33,2,A. Afflalo makes 2-pt shot from 20 ft (assist by S. Mack)
8:51.0,K. Bazemore misses 3-pt shot from 23 ft,,29-33,,
8:50.0,Offensive rebound by K. Bazemore,,29-33,,
8:45.0,K. Bazemore misses 2-pt shot from 3 ft,,29-33,,
8:45.0,,,29-33,,Defensive rebound by W. Iwundu
8:24.0,,,29-35,2,A. Afflalo makes 2-pt shot from 12 ft
8:05.0,D. Bembry misses 2-pt shot from 13 ft,,29-35,,
8:02.0,,,29-35,,Defensive rebound by A. Afflalo
7:56.0,,,29-35,,Offensive charge foul by B. Biyombo (drawn by I. Taylor)
7:56.0,,,29-35,,Turnover by B. Biyombo (offensive foul)
7:56.0,D. Schroder enters the game for I. Taylor,,29-35,,
7:56.0,E. Ilyasova enters the game for D. Bembry,,29-35,,
7:46.0,Shooting foul by D. Augustin (drawn by M. Belinelli),,29-35,,
7:46.0,M. Belinelli makes free throw 1 of 2,1,30-35,,
7:46.0,,,30-35,,J. Simmons enters the game for S. Mack
7:46.0,M. Belinelli makes free throw 2 of 2,1,31-35,,
7:30.0,,,31-35,,W. Iwundu misses 2-pt shot from 21 ft
7:27.0,Defensive rebound by E. Ilyasova,,31-35,,
7:17.0,T. Cavanaugh makes 3-pt shot from 24 ft (assist by K. Bazemore),3,34-35,,
6:54.0,,,34-35,,B. Biyombo misses 2-pt shot from 6 ft
6:48.0,Defensive rebound by T. Cavanaugh,,34-35,,
6:41.0,Turnover by D. Schroder (out of bounds lost ball),,34-35,,
6:41.0,,,34-35,,E. Payton enters the game for A. Afflalo
6:41.0,,,34-35,,A. Gordon enters the game for B. Biyombo
6:41.0,,,34-35,,N. Vucevic enters the game for D. Augustin
6:41.0,T. Waller-Prince enters the game for M. Belinelli,,34-35,,
6:28.0,,,34-35,,Turnover by J. Simmons (bad pass; steal by D. Schroder)
6:20.0,Turnover by T. Cavanaugh (bad pass),,34-35,,
6:08.0,,,34-37,2,J. Simmons makes 2-pt shot from 20 ft (assist by E. Payton)
5:51.0,D. Schroder misses 2-pt shot from 2 ft (block by E. Payton),,34-37,,
5:46.0,Offensive rebound by D. Schroder,,34-37,,
5:43.0,E. Ilyasova makes 3-pt shot from 23 ft (assist by D. Schroder),3,37-37,,
5:34.0,,,37-37,,Turnover by E. Payton (bad pass)
5:34.0,,,37-37,,E. Fournier enters the game for W. Iwundu
5:24.0,E. Ilyasova misses 3-pt shot from 24 ft,,37-37,,
5:22.0,,,37-37,,Defensive rebound by Team
5:22.0,D. Bembry enters the game for T. Cavanaugh,,37-37,,
5:06.0,,,37-37,,J. Simmons misses 2-pt shot from 18 ft
5:06.0,Defensive rebound by D. Bembry,,37-37,,
4:55.0,Shooting foul by A. Gordon (drawn by T. Waller-Prince),,37-37,,
4:55.0,T. Waller-Prince makes free throw 1 of 2,1,38-37,,
4:55.0,T. Waller-Prince makes free throw 2 of 2,1,39-37,,
4:46.0,,,39-37,,Turnover by J. Simmons (bad pass; steal by E. Ilyasova)
4:34.0,T. Waller-Prince makes 2-pt shot from 3 ft,2,41-37,,
4:33.0,,,41-37,,Orlando full timeout
4:11.0,,,41-39,2,E. Fournier makes 2-pt shot from 19 ft
3:48.0,E. Ilyasova makes 2-pt shot from 18 ft (assist by D. Schroder),2,43-39,,
3:30.0,,,43-39,,Turnover by E. Payton (bad pass; steal by K. Bazemore)
3:18.0,E. Ilyasova makes 2-pt shot from 11 ft (assist by D. Bembry),2,45-39,,
3:03.0,,,45-39,,Turnover by J. Simmons (turnover)
3:03.0,M. Belinelli enters the game for E. Ilyasova,,45-39,,
3:03.0,T. Cavanaugh enters the game for K. Bazemore,,45-39,,
2:50.0,T. Waller-Prince makes 2-pt shot from 3 ft (assist by D. Schroder),2,47-39,,
2:38.0,,,47-39,,J. Simmons misses 3-pt shot from 27 ft
2:24.0,Defensive rebound by T. Cavanaugh,,47-39,,
2:21.0,M. Belinelli misses 3-pt shot from 27 ft,,47-39,,
2:14.0,,,47-39,,Defensive rebound by N. Vucevic
2:13.0,,,47-39,,A. Gordon misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by D. Bembry,,47-39,,
1:54.0,Shooting foul by E. Payton (drawn by D. Schroder),,47-39,,
1:54.0,D. Schroder misses free throw 1 of 2,,47-39,,
1:54.0,Offensive rebound by Team,,47-39,,
1:54.0,D. Schroder makes free throw 2 of 2,1,48-39,,
1:39.0,,,48-39,,Shooting foul by T. Waller-Prince (drawn by A. Gordon)
1:39.0,,,48-39,,A. Gordon misses free throw 1 of 3
1:39.0,,,48-39,,Offensive rebound by Team
1:39.0,,,48-40,1,A. Gordon makes free throw 2 of 3
1:39.0,,,48-41,1,A. Gordon makes free throw 3 of 3
1:25.0,D. Schroder misses 2-pt shot from 3 ft,,48-41,,
1:21.0,,,48-41,,Defensive rebound by A. Gordon
1:20.0,,,48-41,,Turnover by E. Payton (bad pass; steal by D. Schroder)
0:58.0,T. Waller-Prince misses 3-pt shot from 23 ft,,48-41,,
0:55.0,Turnover by Team (shot clock),,48-41,,
0:55.0,Offensive rebound by Team,,48-41,,
0:42.0,,,48-41,,Offensive charge foul by N. Vucevic (drawn by T. Cavanaugh)
0:42.0,,,48-41,,Turnover by N. Vucevic (offensive foul)
0:32.0,D. Schroder makes 2-pt shot from 3 ft,2,50-41,,
0:23.0,,,50-44,3,J. Simmons makes 3-pt shot from 25 ft (assist by E. Payton)
0:02.0,D. Schroder misses 2-pt shot from 4 ft (block by N. Vucevic),,50-44,,
0:02.0,Offensive rebound by Team,,50-44,,
0:02.0,Atlanta full timeout,,50-44,,
0:02.0,K. Bazemore enters the game for T. Waller-Prince,,50-44,,
0:00.0,T. Cavanaugh makes 2-pt shot from 2 ft (assist by D. Schroder),2,52-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,Turnover by T. Cavanaugh (bad pass),,52-44,,
11:29.0,,,52-44,,E. Payton misses 3-pt shot from 23 ft
11:28.0,,,52-44,,Offensive rebound by Team
11:28.0,,,52-44,,Turnover by Team (shot clock)
11:18.0,Offensive charge foul by E. Ilyasova (drawn by A. Gordon),,52-44,,
11:18.0,Turnover by E. Ilyasova (offensive foul),,52-44,,
11:03.0,,,52-46,2,E. Fournier makes 2-pt shot from 3 ft (assist by A. Gordon)
10:49.0,Turnover by K. Bazemore (bad pass; steal by E. Payton),,52-46,,
10:48.0,Personal foul by D. Schroder (drawn by E. Payton),,52-46,,
10:36.0,,,52-48,2,J. Simmons makes 2-pt shot from 2 ft
10:18.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by E. Ilyasova),3,55-48,,
10:06.0,,,55-48,,N. Vucevic misses 2-pt shot from 7 ft
10:03.0,Defensive rebound by K. Bazemore,,55-48,,
9:56.0,D. Schroder makes 2-pt shot from 8 ft,2,57-48,,
9:44.0,,,57-51,3,N. Vucevic makes 3-pt shot from 25 ft (assist by E. Payton)
9:33.0,D. Schroder misses 2-pt shot from 14 ft,,57-51,,
9:31.0,,,57-51,,Defensive rebound by J. Simmons
9:24.0,,,57-54,3,E. Fournier makes 3-pt shot from 22 ft (assist by N. Vucevic)
9:12.0,Atlanta full timeout,,57-54,,
9:04.0,D. Schroder makes 2-pt shot from 16 ft (assist by T. Cavanaugh),2,59-54,,
8:45.0,,,59-54,,E. Payton misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by E. Ilyasova,,59-54,,
8:31.0,E. Ilyasova misses 3-pt shot from 26 ft,,59-54,,
8:28.0,,,59-54,,Defensive rebound by E. Fournier
8:18.0,,,59-56,2,A. Gordon makes 2-pt shot from 3 ft
8:06.0,T. Waller-Prince makes 2-pt shot from 3 ft (assist by K. Bazemore),2,61-56,,
8:06.0,Shooting foul by J. Simmons (drawn by T. Waller-Prince),,61-56,,
8:06.0,T. Waller-Prince makes free throw 1 of 1,1,62-56,,
7:56.0,,,62-59,3,N. Vucevic makes 3-pt shot from 26 ft (assist by J. Simmons)
7:41.0,K. Bazemore makes 2-pt shot from 20 ft,2,64-59,,
7:27.0,,,64-59,,J. Simmons misses 2-pt shot from 14 ft
7:27.0,,,64-59,,Offensive rebound by N. Vucevic
7:24.0,,,64-61,2,N. Vucevic makes 2-pt shot at rim
7:08.0,T. Cavanaugh misses 2-pt shot from 19 ft,,64-61,,
7:08.0,,,64-61,,Defensive rebound by A. Gordon
7:00.0,,,64-63,2,A. Gordon makes 2-pt shot from 8 ft
6:40.0,D. Schroder misses 2-pt shot from 2 ft,,64-63,,
6:37.0,,,64-63,,Defensive rebound by N. Vucevic
6:32.0,,,64-63,,J. Simmons misses 2-pt shot from 11 ft
6:28.0,Defensive rebound by T. Cavanaugh,,64-63,,
6:20.0,Shooting foul by A. Gordon (drawn by T. Waller-Prince),,64-63,,
6:20.0,T. Waller-Prince misses free throw 1 of 2,,64-63,,
6:20.0,Offensive rebound by Team,,64-63,,
6:20.0,M. Plumlee enters the game for T. Cavanaugh,,64-63,,
6:20.0,T. Waller-Prince makes free throw 2 of 2,1,65-63,,
6:11.0,,,65-63,,N. Vucevic misses 3-pt shot from 25 ft
6:07.0,Defensive rebound by T. Waller-Prince,,65-63,,
5:52.0,M. Plumlee makes 2-pt shot from 2 ft (assist by D. Schroder),2,67-63,,
5:39.0,,,67-65,2,N. Vucevic makes 2-pt shot from 2 ft
5:21.0,Turnover by D. Schroder (bad pass; steal by J. Simmons),,67-65,,
5:16.0,,,67-67,2,J. Simmons makes 2-pt shot at rim
5:08.0,Atlanta full timeout,,67-67,,
5:08.0,M. Belinelli enters the game for E. Ilyasova,,67-67,,
5:08.0,L. Babbitt enters the game for K. Bazemore,,67-67,,
4:53.0,D. Schroder misses 2-pt shot from 12 ft,,67-67,,
4:51.0,,,67-67,,Defensive rebound by N. Vucevic
4:45.0,,,67-67,,Turnover by N. Vucevic (bad pass)
4:30.0,D. Schroder misses 2-pt shot from 3 ft (block by N. Vucevic),,67-67,,
4:28.0,Offensive rebound by M. Plumlee,,67-67,,
4:28.0,M. Plumlee makes 2-pt shot at rim,2,69-67,,
4:18.0,,,69-67,,N. Vucevic misses 3-pt shot from 26 ft
4:18.0,Defensive rebound by M. Belinelli,,69-67,,
4:01.0,,,69-67,,B. Biyombo enters the game for E. Payton
4:01.0,,,69-67,,D. Augustin enters the game for N. Vucevic
4:01.0,D. Bembry enters the game for T. Waller-Prince,,69-67,,
3:59.0,D. Schroder makes 2-pt shot from 16 ft (assist by M. Belinelli),2,71-67,,
3:40.0,,,71-70,3,E. Fournier makes 3-pt shot from 26 ft
3:14.0,D. Bembry misses 2-pt shot from 2 ft,,71-70,,
3:14.0,Offensive rebound by M. Plumlee,,71-70,,
3:09.0,M. Plumlee makes 2-pt shot at rim,2,73-70,,
3:08.0,,,73-70,,Orlando full timeout
3:08.0,I. Taylor enters the game for D. Schroder,,73-70,,
2:58.0,,,73-70,,A. Gordon misses 3-pt shot from 26 ft
2:54.0,Defensive rebound by M. Belinelli,,73-70,,
2:44.0,Turnover by D. Bembry (lost ball; steal by B. Biyombo),,73-70,,
2:38.0,,,73-70,,A. Gordon misses 3-pt shot from 23 ft
2:35.0,Defensive rebound by M. Plumlee,,73-70,,
2:20.0,Turnover by D. Bembry (bad pass; steal by B. Biyombo),,73-70,,
2:15.0,,,73-70,,Offensive charge foul by A. Gordon (drawn by M. Plumlee)
2:15.0,,,73-70,,Turnover by A. Gordon (offensive foul)
2:15.0,T. Cavanaugh enters the game for M. Plumlee,,73-70,,
2:04.0,M. Belinelli makes 3-pt shot from 26 ft,3,76-70,,
1:47.0,,,76-72,2,E. Fournier makes 2-pt shot from 2 ft
1:34.0,M. Belinelli misses 3-pt shot from 25 ft,,76-72,,
1:30.0,Offensive rebound by I. Taylor,,76-72,,
1:28.0,D. Bembry makes 3-pt shot from 23 ft (assist by I. Taylor),3,79-72,,
1:16.0,,,79-72,,E. Fournier misses 2-pt shot from 15 ft
1:13.0,Defensive rebound by M. Belinelli,,79-72,,
1:02.0,,,79-72,,Personal foul by E. Fournier (drawn by M. Belinelli)
1:02.0,,,79-72,,A. Afflalo enters the game for E. Fournier
0:52.0,M. Belinelli misses 2-pt shot from 19 ft,,79-72,,
0:48.0,,,79-72,,Defensive rebound by A. Gordon
0:41.0,,,79-74,2,J. Simmons makes 2-pt shot from 1 ft (assist by A. Gordon)
0:20.0,M. Belinelli misses 3-pt shot from 27 ft,,79-74,,
0:17.0,,,79-74,,Defensive rebound by A. Gordon
0:13.0,T. Waller-Prince enters the game for M. Belinelli,,79-74,,
0:13.0,M. Plumlee enters the game for L. Babbitt,,79-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,79-74,,Shooting foul by K. Bazemore (drawn by B. Biyombo)
11:44.0,,,79-75,1,B. Biyombo makes free throw 1 of 2
11:44.0,,,79-75,,B. Biyombo misses free throw 2 of 2
11:41.0,Defensive rebound by M. Belinelli,,79-75,,
11:29.0,T. Cavanaugh makes 2-pt shot from 2 ft (assist by K. Bazemore),2,81-75,,
11:29.0,Shooting foul by D. Augustin (drawn by T. Cavanaugh),,81-75,,
11:29.0,T. Cavanaugh misses free throw 1 of 1,,81-75,,
11:27.0,,,81-75,,Defensive rebound by B. Biyombo
11:17.0,,,81-75,,Turnover by E. Fournier (lost ball; steal by T. Cavanaugh)
11:11.0,D. Bembry makes 2-pt shot from 1 ft (assist by K. Bazemore),2,83-75,,
10:53.0,,,83-75,,E. Payton misses 3-pt shot from 25 ft
10:53.0,Defensive rebound by D. Bembry,,83-75,,
10:35.0,I. Taylor misses 2-pt shot from 4 ft,,83-75,,
10:32.0,,,83-75,,Defensive rebound by B. Biyombo
10:22.0,,,83-75,,Shooting foul by I. Taylor (drawn by D. Augustin)
10:22.0,,,83-76,1,D. Augustin makes free throw 1 of 2
10:22.0,,,83-76,,N. Vucevic enters the game for B. Biyombo
10:22.0,,,83-77,1,D. Augustin makes free throw 2 of 2
10:12.0,T. Cavanaugh makes 2-pt shot from 2 ft (assist by K. Bazemore),2,85-77,,
10:12.0,Shooting foul by E. Fournier (drawn by T. Cavanaugh),,85-77,,
10:12.0,T. Cavanaugh makes free throw 1 of 1,1,86-77,,
10:00.0,,,86-77,,Offensive charge foul by E. Payton (drawn by T. Cavanaugh)
10:00.0,,,86-77,,Turnover by E. Payton (offensive foul)
9:46.0,T. Cavanaugh misses 3-pt shot from 24 ft,,86-77,,
9:42.0,,,86-77,,Defensive rebound by E. Payton
9:33.0,,,86-77,,N. Vucevic misses 2-pt shot from 5 ft
9:30.0,Defensive rebound by M. Belinelli,,86-77,,
9:29.0,Turnover by I. Taylor (bad pass),,86-77,,
9:29.0,,,86-77,,A. Gordon enters the game for A. Afflalo
9:16.0,,,86-77,,E. Fournier misses 2-pt shot from 3 ft
9:15.0,,,86-77,,Offensive rebound by A. Gordon
9:13.0,,,86-77,,Shooting foul by K. Bazemore (drawn by A. Gordon)
9:13.0,,,86-78,1,A. Gordon makes free throw 1 of 2
9:13.0,T. Waller-Prince enters the game for M. Belinelli,,86-78,,
9:13.0,D. Schroder enters the game for I. Taylor,,86-78,,
9:13.0,,,86-79,1,A. Gordon makes free throw 2 of 2
9:02.0,K. Bazemore misses 3-pt shot from 26 ft,,86-79,,
8:58.0,,,86-79,,Defensive rebound by N. Vucevic
8:37.0,,,86-79,,E. Payton misses 2-pt shot from 9 ft
8:34.0,Defensive rebound by D. Schroder,,86-79,,
8:13.0,D. Bembry misses 2-pt shot from 2 ft,,86-79,,
8:11.0,,,86-79,,Defensive rebound by E. Fournier
8:08.0,,,86-81,2,A. Gordon makes 2-pt shot from 1 ft (assist by N. Vucevic)
8:08.0,,,86-81,,Shooting foul by T. Cavanaugh (drawn by A. Gordon)
8:08.0,,,86-81,,J. Simmons enters the game for E. Payton
8:08.0,E. Ilyasova enters the game for T. Cavanaugh,,86-81,,
8:08.0,,,86-82,1,A. Gordon makes free throw 1 of 1
7:53.0,D. Schroder misses 2-pt shot from 2 ft (block by N. Vucevic),,86-82,,
7:49.0,,,86-82,,Defensive rebound by A. Gordon
7:47.0,,,86-82,,D. Augustin misses 3-pt shot from 23 ft
7:47.0,Defensive rebound by K. Bazemore,,86-82,,
7:34.0,Turnover by D. Bembry (lost ball; steal by N. Vucevic),,86-82,,
7:30.0,,,86-84,2,D. Augustin makes 2-pt shot from 2 ft
7:30.0,Atlanta full timeout,,86-84,,
7:30.0,I. Taylor enters the game for D. Bembry,,86-84,,
7:13.0,D. Schroder misses 2-pt shot at rim,,86-84,,
7:11.0,,,86-84,,Defensive rebound by N. Vucevic
7:05.0,,,86-84,,D. Augustin misses 2-pt shot from 20 ft
7:04.0,,,86-84,,Offensive rebound by Team
6:57.0,,,86-86,2,E. Fournier makes 2-pt shot from 2 ft (assist by D. Augustin)
6:47.0,,,86-86,,Personal foul by J. Simmons (drawn by D. Schroder)
6:47.0,,,86-86,,E. Payton enters the game for D. Augustin
6:42.0,,,86-86,,Personal block foul by J. Simmons (drawn by D. Schroder)
6:28.0,D. Schroder misses 3-pt shot from 25 ft,,86-86,,
6:24.0,,,86-86,,Defensive rebound by A. Gordon
6:08.0,,,86-86,,N. Vucevic misses 3-pt shot from 26 ft
6:05.0,Defensive rebound by D. Schroder,,86-86,,
6:02.0,I. Taylor makes 2-pt shot at rim (assist by D. Schroder),2,88-86,,
6:02.0,Shooting foul by N. Vucevic (drawn by I. Taylor),,88-86,,
6:02.0,L. Babbitt enters the game for D. Schroder,,88-86,,
6:02.0,M. Belinelli enters the game for K. Bazemore,,88-86,,
6:02.0,I. Taylor misses free throw 1 of 1,,88-86,,
5:59.0,,,88-86,,Defensive rebound by N. Vucevic
5:40.0,,,88-86,,E. Fournier misses 2-pt shot from 22 ft
5:38.0,Defensive rebound by T. Waller-Prince,,88-86,,
5:28.0,Turnover by M. Belinelli (lost ball; steal by E. Fournier),,88-86,,
5:19.0,,,88-86,,J. Simmons misses 3-pt shot from 22 ft
5:19.0,Defensive rebound by L. Babbitt,,88-86,,
5:14.0,M. Belinelli misses 3-pt shot from 25 ft,,88-86,,
5:14.0,,,88-86,,Defensive rebound by N. Vucevic
4:56.0,,,88-88,2,E. Payton makes 2-pt shot from 7 ft
4:44.0,Atlanta full timeout,,88-88,,
4:44.0,D. Schroder enters the game for I. Taylor,,88-88,,
4:34.0,E. Ilyasova misses 3-pt shot from 26 ft,,88-88,,
4:30.0,,,88-88,,Defensive rebound by E. Payton
4:13.0,,,88-90,2,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Payton)
