time,LA Lakers,pts.away,score,pts.home,Dallas
6:22.0,LA Lakers full timeout,,39-35,,
6:22.0,,,39-35,,H. Barnes enters the game for D. Nowitzki
6:22.0,J. Randle enters the game for K. Kuzma,,39-35,,
6:22.0,B. Lopez enters the game for L. Nance,,39-35,,
6:22.0,,,39-35,,D. Powell misses free throw 1 of 1
6:20.0,Defensive rebound by J. Randle,,39-35,,
6:07.0,J. Clarkson makes 2-pt shot from 1 ft (assist by L. Ball),2,41-35,,
5:51.0,,,41-35,,D. Powell misses 2-pt shot from 2 ft
5:51.0,,,41-35,,Offensive rebound by D. Smith
5:51.0,,,41-35,,D. Smith misses 2-pt shot from 1 ft
5:51.0,,,41-35,,Offensive rebound by Team
5:51.0,Personal foul by B. Lopez (drawn by D. Smith),,41-35,,
5:51.0,,,41-36,1,D. Smith makes free throw 1 of 2
5:51.0,,,41-36,,S. Mejri enters the game for D. Powell
5:51.0,,,41-37,1,D. Smith makes free throw 2 of 2
5:26.0,J. Clarkson misses 2-pt shot from 16 ft,,41-37,,
5:23.0,,,41-37,,Defensive rebound by H. Barnes
5:16.0,,,41-37,,H. Barnes misses 2-pt shot from 6 ft
5:14.0,Defensive rebound by B. Lopez,,41-37,,
5:04.0,Shooting foul by W. Matthews (drawn by J. Randle),,41-37,,
5:04.0,J. Randle makes free throw 1 of 2,1,42-37,,
5:04.0,,,42-37,,Y. Ferrell enters the game for J. Barea
5:04.0,K. Caldwell-Pope enters the game for J. Clarkson,,42-37,,
5:04.0,J. Randle makes free throw 2 of 2,1,43-37,,
4:53.0,Personal foul by B. Ingram (drawn by W. Matthews),,43-37,,
4:53.0,,,43-38,1,W. Matthews makes free throw 1 of 2
4:53.0,,,43-39,1,W. Matthews makes free throw 2 of 2
4:44.0,Turnover by K. Caldwell-Pope (bad pass; steal by H. Barnes),,43-39,,
4:39.0,,,43-41,2,D. Smith makes 2-pt shot at rim (assist by H. Barnes)
4:23.0,Offensive charge foul by J. Randle (drawn by S. Mejri),,43-41,,
4:23.0,Turnover by J. Randle (offensive foul),,43-41,,
4:10.0,,,43-41,,Y. Ferrell misses 3-pt shot from 23 ft
4:06.0,Defensive rebound by J. Randle,,43-41,,
4:00.0,Turnover by J. Randle (bad pass; steal by Y. Ferrell),,43-41,,
3:54.0,,,43-43,2,D. Smith makes 2-pt shot from 1 ft (assist by Y. Ferrell)
3:54.0,LA Lakers full timeout,,43-43,,
3:54.0,J. Clarkson enters the game for B. Ingram,,43-43,,
3:29.0,J. Randle misses 2-pt shot from 13 ft,,43-43,,
3:26.0,,,43-43,,Defensive rebound by Y. Ferrell
3:09.0,,,43-46,3,W. Matthews makes 3-pt shot from 24 ft
3:00.0,J. Clarkson misses 2-pt shot from 6 ft,,43-46,,
2:58.0,,,43-46,,Defensive rebound by S. Mejri
2:50.0,,,43-49,3,D. Smith makes 3-pt shot from 24 ft (assist by W. Matthews)
2:50.0,LA Lakers full timeout,,43-49,,
2:50.0,L. Nance enters the game for B. Lopez,,43-49,,
2:50.0,K. Kuzma enters the game for J. Randle,,43-49,,
2:29.0,L. Ball misses 3-pt shot from 23 ft,,43-49,,
2:26.0,,,43-49,,Defensive rebound by W. Matthews
2:13.0,,,43-52,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by D. Smith)
1:55.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,43-52,,
1:53.0,Offensive rebound by L. Nance,,43-52,,
1:48.0,K. Kuzma makes 2-pt shot from 2 ft (assist by J. Clarkson),2,45-52,,
1:32.0,,,45-52,,Turnover by D. Smith (bad pass)
1:24.0,L. Nance misses 2-pt shot from 10 ft,,45-52,,
1:20.0,Offensive rebound by K. Kuzma,,45-52,,
1:10.0,Turnover by J. Clarkson (bad pass),,45-52,,
0:54.0,,,45-52,,D. Smith misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by L. Ball,,45-52,,
0:49.0,Shooting foul by Y. Ferrell (drawn by K. Kuzma),,45-52,,
0:49.0,K. Kuzma misses free throw 1 of 2,,45-52,,
0:49.0,Offensive rebound by Team,,45-52,,
0:49.0,K. Kuzma makes free throw 2 of 2,1,46-52,,
0:31.0,,,46-52,,H. Barnes misses 2-pt shot from 18 ft
0:28.0,Defensive rebound by K. Kuzma,,46-52,,
0:11.0,L. Ball misses 3-pt shot from 22 ft,,46-52,,
0:08.0,,,46-52,,Defensive rebound by Y. Ferrell
0:01.0,,,46-52,,D. Smith misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by K. Caldwell-Pope,,46-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,46-52,,H. Barnes misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by K. Caldwell-Pope,,46-52,,
11:27.0,B. Lopez misses 2-pt shot from 4 ft,,46-52,,
11:25.0,,,46-52,,Defensive rebound by D. Nowitzki
11:15.0,,,46-54,2,D. Smith makes 2-pt shot from 14 ft
11:04.0,B. Lopez makes 3-pt shot from 25 ft (assist by L. Ball),3,49-54,,
10:43.0,,,49-57,3,W. Matthews makes 3-pt shot from 25 ft (assist by H. Barnes)
10:29.0,J. Hart makes 2-pt shot from 1 ft (assist by J. Randle),2,51-57,,
10:16.0,,,51-57,,D. Nowitzki misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by J. Randle,,51-57,,
10:07.0,L. Ball makes 3-pt shot from 23 ft (assist by B. Lopez),3,54-57,,
9:41.0,,,54-59,2,H. Barnes makes 2-pt shot from 8 ft
9:30.0,L. Ball makes 2-pt shot from 10 ft,2,56-59,,
9:16.0,,,56-61,2,Y. Ferrell makes 2-pt shot from 13 ft (assist by D. Smith)
8:50.0,J. Randle misses 2-pt shot from 9 ft,,56-61,,
8:46.0,Offensive rebound by J. Randle,,56-61,,
8:42.0,L. Ball misses 3-pt shot from 25 ft,,56-61,,
8:39.0,,,56-61,,Defensive rebound by Y. Ferrell
8:35.0,Personal foul by J. Randle (drawn by D. Smith),,56-61,,
8:28.0,,,56-61,,D. Smith misses 2-pt shot from 7 ft
8:26.0,Defensive rebound by J. Randle,,56-61,,
8:21.0,B. Lopez misses 3-pt shot from 25 ft,,56-61,,
8:17.0,,,56-61,,Defensive rebound by D. Nowitzki
8:03.0,,,56-63,2,W. Matthews makes 2-pt shot from 8 ft
8:03.0,LA Lakers full timeout,,56-63,,
8:03.0,,,56-63,,S. Mejri enters the game for D. Nowitzki
7:48.0,B. Lopez misses 3-pt shot from 25 ft,,56-63,,
7:48.0,,,56-63,,Defensive rebound by S. Mejri
7:30.0,,,56-63,,Y. Ferrell misses 3-pt shot from 24 ft
7:26.0,Defensive rebound by J. Randle,,56-63,,
7:19.0,J. Randle misses 2-pt shot from 1 ft,,56-63,,
7:19.0,Offensive rebound by Team,,56-63,,
7:09.0,B. Lopez makes 3-pt shot from 25 ft (assist by J. Randle),3,59-63,,
6:45.0,,,59-63,,W. Matthews misses 2-pt shot from 11 ft
6:42.0,Defensive rebound by J. Randle,,59-63,,
6:32.0,Turnover by J. Randle (bad pass; steal by D. Smith),,59-63,,
6:20.0,Personal foul by J. Hart (drawn by D. Smith),,59-63,,
6:20.0,C. Brewer enters the game for J. Hart,,59-63,,
6:13.0,,,59-63,,H. Barnes misses 2-pt shot from 7 ft
6:10.0,Defensive rebound by J. Randle,,59-63,,
6:04.0,B. Lopez misses 3-pt shot from 25 ft,,59-63,,
6:01.0,,,59-63,,Defensive rebound by Y. Ferrell
5:39.0,,,59-63,,D. Smith misses 3-pt shot from 24 ft
5:36.0,Defensive rebound by B. Lopez,,59-63,,
5:24.0,J. Randle misses 2-pt shot from 15 ft,,59-63,,
5:22.0,,,59-63,,Defensive rebound by H. Barnes
5:06.0,,,59-63,,Turnover by H. Barnes (bad pass; steal by B. Lopez)
5:02.0,J. Randle makes 2-pt shot at rim (assist by B. Lopez),2,61-63,,
5:01.0,,,61-63,,Dallas full timeout
5:01.0,,,61-63,,D. Harris enters the game for Y. Ferrell
5:01.0,K. Kuzma enters the game for B. Lopez,,61-63,,
4:53.0,Personal foul by C. Brewer (drawn by W. Matthews),,61-63,,
4:45.0,,,61-63,,D. Smith misses 2-pt shot from 5 ft
4:43.0,Defensive rebound by J. Randle,,61-63,,
4:43.0,Turnover by J. Randle (bad pass),,61-63,,
4:34.0,Personal foul by K. Caldwell-Pope (drawn by S. Mejri),,61-63,,
4:25.0,,,61-63,,D. Harris misses 3-pt shot from 24 ft
4:24.0,Defensive rebound by J. Randle,,61-63,,
4:24.0,,,61-63,,Loose ball foul by S. Mejri (drawn by J. Randle)
4:24.0,,,61-63,,D. Powell enters the game for S. Mejri
4:12.0,K. Kuzma makes 2-pt shot from 1 ft (assist by L. Ball),2,63-63,,
3:56.0,Personal foul by K. Kuzma (drawn by D. Harris),,63-63,,
3:56.0,,,63-64,1,D. Harris makes free throw 1 of 2
3:56.0,,,63-65,1,D. Harris makes free throw 2 of 2
3:44.0,Shooting foul by D. Smith (drawn by J. Randle),,63-65,,
3:44.0,J. Randle makes free throw 1 of 2,1,64-65,,
3:44.0,J. Randle makes free throw 2 of 2,1,65-65,,
3:28.0,,,65-67,2,D. Powell makes 2-pt shot at rim
3:06.0,Shooting foul by W. Matthews (drawn by K. Caldwell-Pope),,65-67,,
3:06.0,K. Caldwell-Pope makes free throw 1 of 2,1,66-67,,
3:06.0,,,66-67,,J. Barea enters the game for D. Smith
3:06.0,K. Caldwell-Pope misses free throw 2 of 2,,66-67,,
3:03.0,,,66-67,,Defensive rebound by H. Barnes
2:46.0,,,66-67,,D. Harris misses 3-pt shot from 24 ft
2:45.0,Defensive rebound by Team,,66-67,,
2:33.0,K. Kuzma makes 2-pt shot from 9 ft,2,68-67,,
2:13.0,,,68-69,2,H. Barnes makes 2-pt shot from 9 ft
2:03.0,,,68-69,,Personal foul by J. Barea (drawn by K. Kuzma)
2:03.0,L. Nance enters the game for J. Randle,,68-69,,
1:56.0,K. Kuzma misses 3-pt shot from 26 ft,,68-69,,
1:54.0,,,68-69,,Defensive rebound by J. Barea
1:48.0,,,68-69,,J. Barea misses 2-pt shot from 14 ft
1:48.0,,,68-69,,Offensive rebound by Team
1:48.0,Loose ball foul by C. Brewer (drawn by D. Powell),,68-69,,
1:48.0,,,68-69,,D. Powell misses free throw 1 of 2
1:48.0,,,68-69,,Offensive rebound by Team
1:48.0,,,68-69,,Y. Ferrell enters the game for W. Matthews
1:48.0,,,68-69,,D. Nowitzki enters the game for H. Barnes
1:48.0,J. Clarkson enters the game for K. Caldwell-Pope,,68-69,,
1:48.0,T. Ennis enters the game for L. Ball,,68-69,,
1:48.0,,,68-70,1,D. Powell makes free throw 2 of 2
1:35.0,K. Kuzma misses 2-pt shot from 18 ft,,68-70,,
1:33.0,Offensive rebound by L. Nance,,68-70,,
1:33.0,L. Nance misses 2-pt shot at rim,,68-70,,
1:32.0,Offensive rebound by Team,,68-70,,
1:29.0,,,68-70,,Personal foul by D. Harris (drawn by C. Brewer)
1:29.0,C. Brewer makes free throw 1 of 2,1,69-70,,
1:29.0,C. Brewer makes free throw 2 of 2,1,70-70,,
1:14.0,,,70-70,,Offensive foul by D. Powell (drawn by C. Brewer)
1:14.0,,,70-70,,Turnover by D. Powell (offensive foul)
1:02.0,J. Clarkson misses 2-pt shot from 14 ft,,70-70,,
0:59.0,,,70-70,,Defensive rebound by J. Barea
0:57.0,Personal foul by T. Ennis (drawn by D. Harris),,70-70,,
0:57.0,,,70-71,1,D. Harris makes free throw 1 of 2
0:57.0,,,70-72,1,D. Harris makes free throw 2 of 2
0:36.0,T. Ennis misses 2-pt shot from 2 ft,,70-72,,
0:35.0,,,70-72,,Defensive rebound by D. Nowitzki
0:35.0,Personal foul by C. Brewer (drawn by D. Nowitzki),,70-72,,
0:35.0,,,70-73,1,D. Nowitzki makes free throw 1 of 2
0:35.0,,,70-73,,D. Nowitzki misses free throw 2 of 2
0:33.0,Defensive rebound by L. Nance,,70-73,,
0:20.0,J. Clarkson misses 2-pt shot from 3 ft,,70-73,,
0:16.0,Offensive rebound by L. Nance,,70-73,,
0:15.0,L. Nance misses 2-pt shot at rim,,70-73,,
0:14.0,,,70-73,,Defensive rebound by D. Harris
0:00.0,,,70-73,,D. Nowitzki misses 3-pt shot from 24 ft
0:00.0,,,70-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,T. Ennis misses 2-pt shot from 16 ft,,70-73,,
11:44.0,,,70-73,,Defensive rebound by D. Harris
11:33.0,,,70-73,,Shooting foul by L. Nance (drawn by D. Harris)
11:33.0,,,70-73,,D. Harris misses free throw 1 of 2
11:33.0,,,70-73,,Offensive rebound by Team
11:33.0,,,70-74,1,D. Harris makes free throw 2 of 2
11:18.0,K. Kuzma misses 2-pt shot from 23 ft,,70-74,,
11:16.0,,,70-74,,Defensive rebound by Team
10:54.0,,,70-76,2,D. Powell makes 2-pt shot at rim
10:29.0,C. Brewer misses 2-pt shot from 5 ft,,70-76,,
10:29.0,,,70-76,,Defensive rebound by D. Nowitzki
10:15.0,,,70-76,,J. Barea misses 3-pt shot from 25 ft
10:15.0,Defensive rebound by L. Nance,,70-76,,
10:09.0,Offensive charge foul by T. Ennis (drawn by Y. Ferrell),,70-76,,
10:09.0,Turnover by T. Ennis (offensive foul),,70-76,,
10:09.0,L. Ball enters the game for T. Ennis,,70-76,,
9:55.0,,,70-76,,Shooting foul by C. Brewer (drawn by D. Harris)
9:55.0,,,70-77,1,D. Harris makes free throw 1 of 2
9:55.0,,,70-77,,D. Harris misses free throw 2 of 2
9:52.0,Defensive rebound by L. Ball,,70-77,,
9:44.0,L. Ball misses 3-pt shot from 25 ft,,70-77,,
9:41.0,,,70-77,,Defensive rebound by D. Nowitzki
9:32.0,,,70-80,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by Y. Ferrell)
9:30.0,LA Lakers full timeout,,70-80,,
9:30.0,K. Caldwell-Pope enters the game for C. Brewer,,70-80,,
9:18.0,J. Clarkson misses 2-pt shot from 18 ft,,70-80,,
9:16.0,,,70-80,,Defensive rebound by D. Powell
8:57.0,,,70-80,,Turnover by D. Harris (bad pass; steal by L. Ball)
8:53.0,J. Clarkson makes 2-pt shot from 1 ft (assist by K. Kuzma),2,72-80,,
8:43.0,,,72-80,,J. Barea misses 3-pt shot from 24 ft
8:41.0,Defensive rebound by K. Kuzma,,72-80,,
8:33.0,L. Nance misses 2-pt shot from 2 ft,,72-80,,
8:31.0,,,72-80,,Defensive rebound by D. Nowitzki
8:13.0,,,72-80,,Y. Ferrell misses 3-pt shot from 24 ft
8:10.0,Defensive rebound by K. Caldwell-Pope,,72-80,,
7:57.0,K. Kuzma makes 3-pt shot from 24 ft (assist by J. Clarkson),3,75-80,,
7:55.0,,,75-80,,Dallas full timeout
7:55.0,,,75-80,,W. Matthews enters the game for Y. Ferrell
7:55.0,,,75-80,,D. Smith enters the game for D. Harris
7:55.0,,,75-80,,H. Barnes enters the game for D. Nowitzki
7:38.0,,,75-80,,J. Barea misses 3-pt shot from 25 ft
7:37.0,,,75-80,,Offensive rebound by Team
7:37.0,Loose ball foul by L. Nance (drawn by D. Powell),,75-80,,
7:12.0,,,75-80,,D. Smith misses 3-pt shot from 23 ft
7:09.0,Defensive rebound by K. Kuzma,,75-80,,
6:51.0,J. Clarkson makes 2-pt shot from 5 ft,2,77-80,,
6:26.0,,,77-80,,J. Barea misses 2-pt shot at rim
6:24.0,Defensive rebound by L. Nance,,77-80,,
6:20.0,Turnover by J. Clarkson (palming),,77-80,,
6:20.0,,,77-80,,Y. Ferrell enters the game for J. Barea
6:10.0,,,77-83,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
5:57.0,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by K. Kuzma),2,79-83,,
5:57.0,Shooting foul by D. Powell (drawn by K. Caldwell-Pope),,79-83,,
5:57.0,J. Randle enters the game for L. Nance,,79-83,,
5:57.0,K. Caldwell-Pope makes free throw 1 of 1,1,80-83,,
5:46.0,,,80-83,,W. Matthews misses 3-pt shot from 25 ft
5:45.0,Defensive rebound by Team,,80-83,,
5:32.0,K. Caldwell-Pope makes 2-pt shot from 16 ft (assist by L. Ball),2,82-83,,
5:13.0,,,82-83,,H. Barnes misses 3-pt shot from 23 ft
5:13.0,Defensive rebound by K. Kuzma,,82-83,,
5:03.0,J. Clarkson misses 3-pt shot from 25 ft,,82-83,,
5:03.0,,,82-83,,Defensive rebound by H. Barnes
4:47.0,,,82-83,,W. Matthews misses 2-pt shot from 12 ft
4:47.0,Defensive rebound by L. Ball,,82-83,,
4:40.0,K. Kuzma makes 2-pt shot from 5 ft (assist by L. Ball),2,84-83,,
4:22.0,,,84-83,,Y. Ferrell misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by J. Randle,,84-83,,
3:59.0,Shooting foul by D. Powell (drawn by J. Randle),,84-83,,
3:59.0,,,84-83,,Dallas full timeout
3:59.0,J. Randle misses free throw 1 of 2,,84-83,,
3:59.0,Offensive rebound by Team,,84-83,,
3:59.0,J. Randle makes free throw 2 of 2,1,85-83,,
