time,Indiana,pts.away,score,pts.home,Brooklyn
5:17.0,Defensive rebound by M. Turner,,10-10,,
5:12.0,V. Oladipo makes 2-pt shot from 14 ft,2,12-10,,
4:48.0,,,12-12,2,D. Carroll makes 2-pt shot from 13 ft (assist by S. Dinwiddie)
4:28.0,B. Bogdanovic misses 2-pt shot from 15 ft,,12-12,,
4:26.0,,,12-12,,Defensive rebound by A. Crabbe
4:06.0,,,12-15,3,A. Crabbe makes 3-pt shot from 23 ft (assist by D. Cunningham)
3:58.0,Indiana full timeout,,12-15,,
3:58.0,,,12-15,,J. Harris enters the game for S. Dinwiddie
3:58.0,,,12-15,,D. Russell enters the game for D. Carroll
3:58.0,D. Sabonis enters the game for T. Young,,12-15,,
3:58.0,J. Young enters the game for B. Bogdanovic,,12-15,,
3:45.0,M. Turner misses 2-pt shot from 11 ft,,12-15,,
3:42.0,,,12-15,,Defensive rebound by D. Cunningham
3:27.0,,,12-15,,J. Harris misses 3-pt shot from 23 ft
3:23.0,Defensive rebound by M. Turner,,12-15,,
3:19.0,V. Oladipo misses 3-pt shot from 24 ft,,12-15,,
3:13.0,Offensive rebound by D. Sabonis,,12-15,,
3:11.0,C. Joseph makes 3-pt shot from 25 ft (assist by J. Young),3,15-15,,
2:48.0,,,15-15,,D. Russell misses 2-pt shot from 18 ft
2:46.0,Defensive rebound by D. Sabonis,,15-15,,
2:33.0,Turnover by V. Oladipo (bad pass),,15-15,,
2:33.0,L. Stephenson enters the game for C. Joseph,,15-15,,
2:18.0,,,15-15,,J. Harris misses 2-pt shot from 4 ft
2:16.0,Defensive rebound by M. Turner,,15-15,,
2:08.0,V. Oladipo misses 2-pt shot from 12 ft,,15-15,,
2:04.0,,,15-15,,Defensive rebound by J. Harris
2:04.0,Personal foul by M. Turner (drawn by J. Harris),,15-15,,
2:04.0,,,15-15,,S. Dinwiddie enters the game for Q. Acy
2:04.0,,,15-15,,J. Allen enters the game for A. Crabbe
2:04.0,A. Jefferson enters the game for M. Turner,,15-15,,
1:42.0,,,15-15,,D. Cunningham misses 2-pt shot from 3 ft (block by A. Jefferson)
1:40.0,Defensive rebound by A. Jefferson,,15-15,,
1:29.0,D. Sabonis misses 2-pt shot from 5 ft,,15-15,,
1:25.0,,,15-15,,Defensive rebound by J. Allen
1:21.0,,,15-17,2,D. Cunningham makes 2-pt shot from 3 ft (assist by S. Dinwiddie)
1:21.0,Violation by V. Oladipo (def goaltending),,15-17,,
1:06.0,A. Jefferson makes 2-pt shot from 7 ft (assist by J. Young),2,17-17,,
0:47.0,,,17-17,,D. Cunningham misses 2-pt shot from 3 ft
0:46.0,,,17-17,,Offensive rebound by J. Allen
0:46.0,,,17-19,2,J. Allen makes 2-pt shot at rim
0:31.0,A. Jefferson makes 2-pt shot from 4 ft (assist by V. Oladipo),2,19-19,,
0:31.0,Shooting foul by S. Dinwiddie (drawn by A. Jefferson),,19-19,,
0:31.0,A. Jefferson makes free throw 1 of 1,1,20-19,,
0:22.0,,,20-19,,Shooting foul by D. Sabonis (drawn by D. Russell)
0:22.0,,,20-20,1,D. Russell makes free throw 1 of 2
0:22.0,,,20-21,1,D. Russell makes free throw 2 of 2
0:09.0,Shooting foul by S. Dinwiddie (drawn by V. Oladipo),,20-21,,
0:09.0,V. Oladipo makes free throw 1 of 2,1,21-21,,
0:09.0,,,21-21,,Q. Acy enters the game for D. Cunningham
0:09.0,T. Young enters the game for A. Jefferson,,21-21,,
0:09.0,V. Oladipo makes free throw 2 of 2,1,22-21,,
0:01.0,,,22-23,2,J. Allen makes 2-pt shot from 16 ft (assist by D. Russell)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,A. Jefferson makes 2-pt shot from 1 ft,2,24-23,,
11:34.0,,,24-25,2,D. Russell makes 2-pt shot from 13 ft
11:12.0,A. Jefferson makes 2-pt shot from 12 ft,2,26-25,,
10:59.0,,,26-25,,D. Russell misses 2-pt shot from 20 ft
10:57.0,Defensive rebound by A. Jefferson,,26-25,,
10:51.0,L. Stephenson misses 3-pt shot from 26 ft,,26-25,,
10:48.0,,,26-25,,Defensive rebound by J. Allen
10:38.0,,,26-27,2,J. Allen makes 2-pt shot from 9 ft (assist by D. Russell)
10:20.0,A. Jefferson makes 2-pt shot from 2 ft (assist by J. Young),2,28-27,,
10:01.0,,,28-29,2,J. Harris makes 2-pt shot from 1 ft
9:49.0,B. Bogdanovic makes 2-pt shot from 9 ft,2,30-29,,
9:39.0,,,30-29,,J. Allen misses 2-pt shot from 5 ft (block by A. Jefferson)
9:39.0,,,30-29,,Offensive rebound by Team
9:37.0,,,30-31,2,J. Harris makes 2-pt shot from 2 ft (assist by D. Russell)
9:26.0,Turnover by B. Bogdanovic (bad pass; steal by S. Dinwiddie),,30-31,,
9:24.0,,,30-33,2,D. Cunningham makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
9:24.0,,,30-33,,Shooting foul by L. Stephenson (drawn by D. Cunningham)
9:24.0,,,30-33,,D. Cunningham misses free throw 1 of 1
9:20.0,Defensive rebound by A. Jefferson,,30-33,,
9:11.0,D. Sabonis misses 2-pt shot from 9 ft,,30-33,,
9:08.0,,,30-33,,Defensive rebound by D. Cunningham
8:53.0,,,30-33,,D. Cunningham misses 3-pt shot from 25 ft
8:49.0,Defensive rebound by B. Bogdanovic,,30-33,,
8:38.0,L. Stephenson makes 2-pt shot from 17 ft,2,32-33,,
8:26.0,,,32-35,2,D. Russell makes 2-pt shot from 2 ft
7:57.0,A. Jefferson makes 2-pt shot at rim,2,34-35,,
7:57.0,,,34-35,,Brooklyn full timeout
7:57.0,,,34-35,,D. Carroll enters the game for S. Dinwiddie
7:57.0,T. Young enters the game for J. Young,,34-35,,
7:57.0,C. Joseph enters the game for A. Jefferson,,34-35,,
7:45.0,,,34-35,,Shooting foul by L. Stephenson (drawn by J. Allen)
7:45.0,,,34-36,1,J. Allen makes free throw 1 of 2
7:45.0,,,34-36,,J. Allen misses free throw 2 of 2
7:43.0,Defensive rebound by D. Sabonis,,34-36,,
7:33.0,L. Stephenson misses 2-pt shot from 20 ft,,34-36,,
7:30.0,,,34-36,,Defensive rebound by J. Allen
7:20.0,,,34-38,2,D. Russell makes 2-pt shot from 11 ft
7:03.0,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson),2,36-38,,
6:51.0,,,36-38,,J. Harris misses 3-pt shot from 26 ft
6:48.0,Defensive rebound by D. Sabonis,,36-38,,
6:42.0,L. Stephenson misses 2-pt shot from 2 ft,,36-38,,
6:42.0,,,36-38,,Defensive rebound by D. Carroll
6:36.0,,,36-38,,D. Russell misses 3-pt shot from 24 ft
6:33.0,,,36-38,,Offensive rebound by D. Cunningham
6:18.0,,,36-38,,D. Carroll misses 2-pt shot from 7 ft
6:15.0,,,36-38,,Offensive rebound by Team
6:15.0,,,36-38,,Q. Acy enters the game for J. Allen
6:15.0,V. Oladipo enters the game for B. Bogdanovic,,36-38,,
6:15.0,,,36-38,,A. Crabbe enters the game for J. Harris
6:07.0,,,36-40,2,D. Russell makes 2-pt shot from 16 ft
5:52.0,V. Oladipo makes 2-pt shot from 16 ft (assist by D. Sabonis),2,38-40,,
5:25.0,,,38-40,,D. Carroll misses 3-pt shot from 27 ft
5:23.0,Defensive rebound by D. Sabonis,,38-40,,
5:15.0,D. Sabonis misses 2-pt shot from 21 ft,,38-40,,
5:11.0,,,38-40,,Defensive rebound by Q. Acy
4:59.0,,,38-40,,Turnover by A. Crabbe (bad pass; steal by L. Stephenson)
4:55.0,L. Stephenson makes 2-pt shot from 1 ft,2,40-40,,
4:32.0,,,40-40,,A. Crabbe misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by C. Joseph,,40-40,,
4:20.0,Shooting foul by D. Carroll (drawn by D. Sabonis),,40-40,,
4:20.0,D. Sabonis makes free throw 1 of 2,1,41-40,,
4:20.0,,,41-40,,J. Harris enters the game for D. Russell
4:20.0,,,41-40,,S. Dinwiddie enters the game for D. Cunningham
4:20.0,D. Sabonis makes free throw 2 of 2,1,42-40,,
4:02.0,,,42-40,,D. Carroll misses 3-pt shot from 25 ft
3:57.0,Defensive rebound by D. Sabonis,,42-40,,
3:46.0,L. Stephenson misses 2-pt shot from 9 ft,,42-40,,
3:43.0,,,42-40,,Defensive rebound by A. Crabbe
3:33.0,,,42-40,,Shooting foul by D. Sabonis (drawn by Q. Acy)
3:33.0,,,42-41,1,Q. Acy makes free throw 1 of 2
3:33.0,M. Turner enters the game for D. Sabonis,,42-41,,
3:33.0,,,42-42,1,Q. Acy makes free throw 2 of 2
3:31.0,Indiana full timeout,,42-42,,
3:31.0,B. Bogdanovic enters the game for L. Stephenson,,42-42,,
3:19.0,V. Oladipo misses 2-pt shot from 11 ft,,42-42,,
3:16.0,,,42-42,,Defensive rebound by S. Dinwiddie
3:02.0,,,42-45,3,Q. Acy makes 3-pt shot from 25 ft (assist by D. Carroll)
2:39.0,T. Young misses 2-pt shot from 10 ft,,42-45,,
2:37.0,,,42-45,,Defensive rebound by Team
2:21.0,,,42-45,,J. Harris misses 2-pt shot from 2 ft
2:19.0,Defensive rebound by B. Bogdanovic,,42-45,,
2:14.0,Shooting foul by S. Dinwiddie (drawn by V. Oladipo),,42-45,,
2:14.0,V. Oladipo makes free throw 1 of 2,1,43-45,,
2:14.0,,,43-45,,D. Russell enters the game for S. Dinwiddie
2:14.0,V. Oladipo makes free throw 2 of 2,1,44-45,,
2:00.0,,,44-48,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Russell)
1:44.0,V. Oladipo misses 3-pt shot from 26 ft,,44-48,,
1:41.0,Offensive rebound by T. Young,,44-48,,
1:29.0,M. Turner makes 3-pt shot from 25 ft (assist by V. Oladipo),3,47-48,,
1:08.0,,,47-48,,J. Harris misses 2-pt shot from 2 ft
1:06.0,Defensive rebound by V. Oladipo,,47-48,,
1:02.0,V. Oladipo misses 2-pt shot from 3 ft,,47-48,,
0:59.0,Offensive rebound by M. Turner,,47-48,,
0:59.0,M. Turner misses 2-pt shot at rim,,47-48,,
0:59.0,Offensive rebound by M. Turner,,47-48,,
0:59.0,M. Turner misses 2-pt shot at rim,,47-48,,
0:59.0,Offensive rebound by C. Joseph,,47-48,,
0:59.0,C. Joseph makes 2-pt shot at rim,2,49-48,,
0:59.0,,,49-48,,Violation by A. Crabbe (def goaltending)
0:59.0,Shooting foul by A. Crabbe (drawn by C. Joseph),,49-48,,
0:59.0,C. Joseph misses free throw 1 of 1,,49-48,,
0:56.0,,,49-48,,Defensive rebound by D. Carroll
0:46.0,,,49-51,3,D. Carroll makes 3-pt shot from 26 ft (assist by Q. Acy)
0:34.0,C. Joseph makes 2-pt shot from 19 ft,2,51-51,,
0:27.0,,,51-54,3,Q. Acy makes 3-pt shot from 25 ft (assist by D. Russell)
0:02.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by M. Turner),3,54-54,,
0:00.0,,,54-54,,A. Crabbe misses 3-pt shot from 70 ft
0:00.0,,,54-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Personal foul by T. Young (drawn by A. Crabbe),,54-54,,
11:50.0,Turnover by T. Young (turnover),,54-54,,
11:40.0,,,54-54,,Turnover by S. Dinwiddie (bad pass; steal by V. Oladipo)
11:38.0,Turnover by V. Oladipo (turnover),,54-54,,
11:13.0,,,54-54,,D. Cunningham misses 2-pt shot from 6 ft
11:07.0,,,54-54,,Offensive rebound by D. Cunningham
11:05.0,,,54-57,3,D. Carroll makes 3-pt shot from 24 ft (assist by Q. Acy)
10:39.0,C. Joseph misses 2-pt shot from 11 ft,,54-57,,
10:36.0,,,54-57,,Defensive rebound by D. Carroll
10:30.0,,,54-59,2,A. Crabbe makes 2-pt shot from 22 ft (assist by D. Carroll)
10:09.0,T. Young misses 3-pt shot from 25 ft,,54-59,,
10:06.0,,,54-59,,Defensive rebound by D. Carroll
10:01.0,,,54-59,,D. Carroll misses 2-pt shot from 4 ft (block by T. Young)
9:59.0,Defensive rebound by M. Turner,,54-59,,
9:49.0,T. Young makes 2-pt shot from 1 ft (assist by C. Joseph),2,56-59,,
9:28.0,,,56-59,,Shooting foul by C. Joseph (drawn by S. Dinwiddie)
9:28.0,,,56-59,,S. Dinwiddie misses free throw 1 of 2
9:28.0,,,56-59,,Offensive rebound by Team
9:28.0,,,56-60,1,S. Dinwiddie makes free throw 2 of 2
9:13.0,V. Oladipo misses 2-pt shot from 20 ft,,56-60,,
9:09.0,,,56-60,,Defensive rebound by D. Cunningham
8:57.0,,,56-60,,D. Cunningham misses 3-pt shot from 22 ft
8:55.0,Defensive rebound by T. Young,,56-60,,
8:46.0,M. Turner makes 2-pt shot from 11 ft (assist by T. Young),2,58-60,,
8:22.0,,,58-60,,Shooting foul by B. Bogdanovic (drawn by D. Carroll)
8:22.0,,,58-61,1,D. Carroll makes free throw 1 of 2
8:22.0,,,58-61,,D. Carroll misses free throw 2 of 2
8:20.0,Defensive rebound by B. Bogdanovic,,58-61,,
8:12.0,,,58-61,,Personal foul by Q. Acy (drawn by M. Turner)
8:00.0,V. Oladipo misses 2-pt shot from 13 ft,,58-61,,
7:57.0,Offensive rebound by V. Oladipo,,58-61,,
7:55.0,V. Oladipo makes 2-pt shot from 16 ft,2,60-61,,
7:45.0,,,60-61,,S. Dinwiddie misses 3-pt shot from 26 ft
7:43.0,Defensive rebound by T. Young,,60-61,,
7:37.0,V. Oladipo makes 2-pt shot from 1 ft,2,62-61,,
7:15.0,,,62-61,,A. Crabbe misses 2-pt shot from 20 ft
7:12.0,Defensive rebound by B. Bogdanovic,,62-61,,
7:09.0,Turnover by B. Bogdanovic (bad pass),,62-61,,
7:09.0,,,62-61,,Brooklyn full timeout
6:50.0,,,62-61,,D. Cunningham misses 2-pt shot from 2 ft (block by C. Joseph)
6:50.0,Defensive rebound by V. Oladipo,,62-61,,
6:44.0,V. Oladipo makes 3-pt shot from 24 ft,3,65-61,,
6:28.0,,,65-61,,Turnover by A. Crabbe (bad pass; steal by V. Oladipo)
6:20.0,C. Joseph misses 2-pt shot from 2 ft,,65-61,,
6:20.0,Offensive rebound by Team,,65-61,,
6:20.0,,,65-61,,Loose ball foul by D. Cunningham (drawn by C. Joseph)
6:20.0,,,65-61,,D. Russell enters the game for Q. Acy
6:20.0,,,65-61,,J. Allen enters the game for S. Dinwiddie
6:07.0,V. Oladipo makes 2-pt shot from 15 ft,2,67-61,,
5:56.0,,,67-61,,Turnover by D. Cunningham (lost ball; steal by V. Oladipo)
5:53.0,V. Oladipo misses 2-pt shot from 1 ft,,67-61,,
5:50.0,,,67-61,,Defensive rebound by A. Crabbe
5:41.0,,,67-61,,Turnover by J. Allen (traveling)
5:32.0,B. Bogdanovic misses 3-pt shot from 24 ft,,67-61,,
5:29.0,,,67-61,,Defensive rebound by A. Crabbe
5:20.0,,,67-61,,J. Allen misses 2-pt shot from 1 ft (block by C. Joseph)
5:19.0,Defensive rebound by C. Joseph,,67-61,,
5:15.0,V. Oladipo misses 2-pt shot from 14 ft,,67-61,,
5:11.0,,,67-61,,Defensive rebound by D. Carroll
4:55.0,,,67-63,2,D. Russell makes 2-pt shot from 15 ft
4:37.0,C. Joseph makes 2-pt shot from 2 ft (assist by T. Young),2,69-63,,
4:17.0,,,69-63,,Turnover by A. Crabbe (bad pass; steal by T. Young)
4:07.0,T. Young makes 2-pt shot at rim (assist by V. Oladipo),2,71-63,,
4:07.0,,,71-63,,Brooklyn full timeout
4:07.0,,,71-63,,J. Harris enters the game for D. Cunningham
4:07.0,D. Sabonis enters the game for T. Young,,71-63,,
3:47.0,,,71-63,,D. Carroll misses 2-pt shot from 2 ft (block by M. Turner)
3:41.0,,,71-63,,Offensive rebound by J. Allen
3:41.0,,,71-63,,Turnover by J. Allen (bad pass; steal by C. Joseph)
3:32.0,C. Joseph misses 2-pt shot from 2 ft,,71-63,,
3:30.0,,,71-63,,Defensive rebound by D. Carroll
3:26.0,J. Young enters the game for B. Bogdanovic,,71-63,,
3:15.0,,,71-66,3,D. Carroll makes 3-pt shot from 24 ft (assist by D. Russell)
2:53.0,V. Oladipo misses 2-pt shot from 21 ft,,71-66,,
2:50.0,,,71-66,,Defensive rebound by J. Allen
2:41.0,,,71-68,2,D. Russell makes 2-pt shot from 20 ft
2:19.0,Turnover by D. Sabonis (lost ball; steal by D. Carroll),,71-68,,
2:12.0,,,71-71,3,D. Carroll makes 3-pt shot from 26 ft (assist by A. Crabbe)
2:11.0,Indiana full timeout,,71-71,,
2:11.0,,,71-71,,T. Mozgov enters the game for J. Allen
2:11.0,L. Stephenson enters the game for C. Joseph,,71-71,,
2:11.0,A. Jefferson enters the game for M. Turner,,71-71,,
1:51.0,V. Oladipo misses 3-pt shot from 26 ft,,71-71,,
1:48.0,,,71-71,,Defensive rebound by J. Harris
1:36.0,,,71-73,2,D. Russell makes 2-pt shot from 2 ft
1:22.0,V. Oladipo misses 2-pt shot from 10 ft,,71-73,,
1:19.0,,,71-73,,Defensive rebound by D. Carroll
1:03.0,,,71-76,3,J. Harris makes 3-pt shot from 25 ft (assist by D. Russell)
0:40.0,J. Young makes 2-pt shot from 18 ft (assist by A. Jefferson),2,73-76,,
0:31.0,,,73-79,3,D. Carroll makes 3-pt shot from 27 ft (assist by D. Russell)
0:09.0,A. Jefferson misses 2-pt shot from 15 ft,,73-79,,
0:04.0,,,73-79,,Defensive rebound by Team
0:03.0,Jump ball: D. Russell vs. D. Sabonis (A. Crabbe gains possession),,,,Jump ball: D. Russell vs. D. Sabonis (A. Crabbe gains possession)
0:00.0,,,73-79,,J. Harris misses 3-pt shot from 25 ft
0:00.0,,,73-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,73-79,,T. Mozgov misses 2-pt shot from 1 ft
11:35.0,Defensive rebound by L. Stephenson,,73-79,,
11:35.0,,,73-79,,Personal foul by J. Harris (drawn by L. Stephenson)
11:27.0,L. Stephenson makes 3-pt shot from 24 ft,3,76-79,,
11:12.0,,,76-79,,J. Harris misses 2-pt shot from 4 ft (block by D. Sabonis)
11:08.0,Defensive rebound by D. Sabonis,,76-79,,
11:00.0,T. Young makes 2-pt shot from 14 ft (assist by D. Sabonis),2,78-79,,
10:42.0,,,78-79,,T. Mozgov misses 2-pt shot from 2 ft
10:39.0,Defensive rebound by J. Young,,78-79,,
10:22.0,B. Bogdanovic makes 2-pt shot from 9 ft,2,80-79,,
10:03.0,Personal foul by L. Stephenson (drawn by S. Dinwiddie),,80-79,,
10:03.0,,,80-79,,J. Allen enters the game for T. Mozgov
9:57.0,,,80-79,,J. Allen misses 2-pt shot from 6 ft
9:51.0,,,80-79,,Offensive rebound by S. Dinwiddie
9:47.0,Personal foul by J. Young (drawn by D. Russell),,80-79,,
9:34.0,,,80-79,,Shooting foul by J. Young (drawn by D. Russell)
9:34.0,,,80-80,1,D. Russell makes free throw 1 of 2
9:34.0,,,80-81,1,D. Russell makes free throw 2 of 2
9:25.0,,,80-81,,Personal foul by S. Dinwiddie (drawn by L. Stephenson)
9:25.0,,,80-81,,D. Cunningham enters the game for Q. Acy
9:17.0,J. Young misses 2-pt shot from 15 ft,,80-81,,
9:13.0,,,80-81,,Defensive rebound by D. Cunningham
9:07.0,Personal foul by T. Young (drawn by D. Russell),,80-81,,
9:07.0,C. Joseph enters the game for J. Young,,80-81,,
9:03.0,,,80-81,,Shooting foul by L. Stephenson (drawn by S. Dinwiddie)
9:03.0,,,80-82,1,S. Dinwiddie makes free throw 1 of 2
9:03.0,,,80-83,1,S. Dinwiddie makes free throw 2 of 2
8:49.0,D. Sabonis makes 2-pt shot from 1 ft (assist by C. Joseph),2,82-83,,
8:39.0,,,82-85,2,J. Harris makes 2-pt shot at rim (assist by D. Russell)
8:23.0,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson),2,84-85,,
8:07.0,,,84-85,,Offensive foul by J. Allen (drawn by C. Joseph)
8:07.0,,,84-85,,Turnover by J. Allen (offensive foul)
8:07.0,,,84-85,,A. Crabbe enters the game for S. Dinwiddie
7:54.0,B. Bogdanovic misses 3-pt shot from 23 ft,,84-85,,
7:52.0,Offensive rebound by T. Young,,84-85,,
7:52.0,Shooting foul by J. Allen (drawn by T. Young),,84-85,,
7:52.0,T. Young makes free throw 1 of 2,1,85-85,,
7:52.0,T. Young makes free throw 2 of 2,1,86-85,,
7:33.0,,,86-85,,D. Russell misses 2-pt shot from 9 ft
7:28.0,Defensive rebound by C. Joseph,,86-85,,
7:13.0,C. Joseph misses 2-pt shot from 19 ft,,86-85,,
7:10.0,,,86-85,,Defensive rebound by D. Russell
6:59.0,,,86-85,,Turnover by J. Allen (lost ball; steal by B. Bogdanovic)
6:56.0,Shooting foul by A. Crabbe (drawn by B. Bogdanovic),,86-85,,
6:56.0,,,86-85,,Brooklyn full timeout
6:56.0,,,86-85,,D. Carroll enters the game for D. Russell
6:56.0,,,86-85,,Q. Acy enters the game for J. Harris
6:56.0,,,86-85,,S. Dinwiddie enters the game for J. Allen
6:56.0,B. Bogdanovic makes free throw 1 of 2,1,87-85,,
6:56.0,B. Bogdanovic makes free throw 2 of 2,1,88-85,,
6:34.0,,,88-85,,Shooting foul by T. Young (drawn by S. Dinwiddie)
6:34.0,,,88-85,,S. Dinwiddie misses free throw 1 of 2
6:34.0,,,88-85,,Offensive rebound by Team
6:34.0,V. Oladipo enters the game for B. Bogdanovic,,88-85,,
6:34.0,,,88-86,1,S. Dinwiddie makes free throw 2 of 2
6:24.0,C. Joseph misses 2-pt shot from 6 ft,,88-86,,
6:20.0,Offensive rebound by T. Young,,88-86,,
6:20.0,T. Young misses 2-pt shot at rim,,88-86,,
6:17.0,Offensive rebound by C. Joseph,,88-86,,
6:16.0,Turnover by C. Joseph (lost ball; steal by D. Cunningham),,88-86,,
6:13.0,,,88-88,2,A. Crabbe makes 2-pt shot from 1 ft (assist by D. Carroll)
6:13.0,Shooting block foul by T. Young (drawn by A. Crabbe),,88-88,,
6:13.0,,,88-89,1,A. Crabbe makes free throw 1 of 1
6:01.0,D. Sabonis misses 2-pt shot from 5 ft,,88-89,,
5:59.0,,,88-89,,Defensive rebound by D. Carroll
5:52.0,,,88-91,2,D. Cunningham makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
5:52.0,Indiana full timeout,,88-91,,
5:52.0,B. Bogdanovic enters the game for L. Stephenson,,88-91,,
5:52.0,M. Turner enters the game for D. Sabonis,,88-91,,
5:43.0,V. Oladipo makes 2-pt shot from 14 ft (assist by T. Young),2,90-91,,
5:22.0,,,90-91,,A. Crabbe misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by M. Turner,,90-91,,
5:06.0,V. Oladipo misses 2-pt shot from 18 ft,,90-91,,
5:04.0,,,90-91,,Defensive rebound by A. Crabbe
4:54.0,,,90-91,,Shooting foul by B. Bogdanovic (drawn by D. Carroll)
4:54.0,,,90-92,1,D. Carroll makes free throw 1 of 2
4:54.0,,,90-92,,D. Carroll misses free throw 2 of 2
4:52.0,Defensive rebound by M. Turner,,90-92,,
4:40.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by V. Oladipo),3,93-92,,
4:14.0,,,93-92,,D. Carroll misses 2-pt shot from 15 ft
4:09.0,,,93-92,,Offensive rebound by Q. Acy
4:09.0,,,93-95,3,A. Crabbe makes 3-pt shot from 24 ft (assist by Q. Acy)
4:09.0,Indiana full timeout,,93-95,,
3:57.0,B. Bogdanovic misses 3-pt shot from 25 ft,,93-95,,
3:53.0,,,93-95,,Defensive rebound by D. Cunningham
