time,Chicago,pts.away,score,pts.home,Cleveland
3:19.0,,,20-21,2,L. James makes 2-pt shot from 2 ft
3:10.0,R. Lopez misses 2-pt shot from 15 ft,,20-21,,
3:10.0,,,20-21,,Defensive rebound by K. Love
3:04.0,,,20-21,,J. Crowder misses 2-pt shot from 6 ft
3:04.0,Defensive rebound by Team,,20-21,,
3:04.0,,,20-21,,Loose ball foul by L. James (drawn by N. Mirotic)
3:04.0,,,20-21,,K. Korver enters the game for K. Love
3:04.0,,,20-21,,J. Green enters the game for L. James
3:04.0,D. Nwaba enters the game for D. Valentine,,20-21,,
2:52.0,K. Dunn makes 2-pt shot from 17 ft (assist by J. Holiday),2,22-21,,
2:37.0,,,22-21,,D. Wade misses 3-pt shot from 24 ft
2:35.0,Defensive rebound by K. Dunn,,22-21,,
2:26.0,J. Holiday misses 2-pt shot from 19 ft,,22-21,,
2:23.0,,,22-21,,Defensive rebound by J. Crowder
2:19.0,,,22-21,,K. Korver misses 3-pt shot from 30 ft
2:16.0,Defensive rebound by J. Holiday,,22-21,,
2:11.0,N. Mirotic misses 3-pt shot from 26 ft,,22-21,,
2:05.0,,,22-21,,Defensive rebound by T. Thompson
1:52.0,,,22-23,2,D. Wade makes 2-pt shot from 15 ft
1:52.0,Chicago full timeout,,22-23,,
1:52.0,B. Portis enters the game for R. Lopez,,22-23,,
1:34.0,D. Nwaba misses 3-pt shot from 22 ft,,22-23,,
1:31.0,,,22-23,,Defensive rebound by J. Green
1:17.0,,,22-23,,C. Osman enters the game for J. Crowder
1:17.0,J. Grant enters the game for K. Dunn,,22-23,,
1:13.0,,,22-25,2,D. Wade makes 2-pt shot from 1 ft (assist by K. Korver)
0:54.0,J. Grant makes 3-pt shot from 26 ft (assist by B. Portis),3,25-25,,
0:35.0,,,25-27,2,T. Thompson makes 2-pt shot from 2 ft (assist by D. Wade)
0:28.0,B. Portis makes 2-pt shot from 4 ft (assist by D. Nwaba),2,27-27,,
0:24.0,,,27-27,,Shooting foul by N. Mirotic (drawn by J. Green)
0:24.0,,,27-28,1,J. Green makes free throw 1 of 2
0:24.0,P. Zipser enters the game for J. Holiday,,27-28,,
0:24.0,,,27-29,1,J. Green makes free throw 2 of 2
0:08.0,N. Mirotic misses 3-pt shot from 23 ft,,27-29,,
0:06.0,,,27-29,,Defensive rebound by D. Wade
0:02.0,,,27-29,,D. Wade misses 2-pt shot from 7 ft
0:01.0,,,27-29,,Offensive rebound by T. Thompson
0:01.0,,,27-29,,T. Thompson misses 2-pt shot at rim
0:00.0,Defensive rebound by J. Grant,,27-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,P. Zipser makes 3-pt shot from 22 ft (assist by D. Nwaba),3,30-29,,
11:28.0,,,30-29,,J. Green misses 2-pt shot from 4 ft
11:23.0,,,30-29,,Offensive rebound by J. Green
11:23.0,,,30-29,,J. Green misses 2-pt shot at rim
11:22.0,Defensive rebound by D. Nwaba,,30-29,,
11:13.0,D. Nwaba misses 3-pt shot from 22 ft,,30-29,,
11:10.0,,,30-29,,Defensive rebound by T. Thompson
11:01.0,,,30-29,,D. Wade misses 2-pt shot from 1 ft
11:01.0,Defensive rebound by Team,,30-29,,
10:48.0,J. Grant makes 2-pt shot from 19 ft,2,32-29,,
10:31.0,,,32-29,,L. James enters the game for C. Osman
10:25.0,,,32-31,2,D. Wade makes 2-pt shot at rim
9:59.0,D. Nwaba misses 2-pt shot from 9 ft,,32-31,,
9:56.0,Offensive rebound by B. Portis,,32-31,,
9:56.0,B. Portis misses 2-pt shot at rim,,32-31,,
9:54.0,Offensive rebound by B. Portis,,32-31,,
9:54.0,B. Portis misses 2-pt shot at rim,,32-31,,
9:53.0,,,32-31,,Defensive rebound by K. Korver
9:49.0,,,32-33,2,J. Green makes 2-pt shot from 1 ft
9:32.0,B. Portis makes 2-pt shot from 10 ft,2,34-33,,
9:05.0,,,34-36,3,K. Korver makes 3-pt shot from 23 ft (assist by D. Wade)
8:49.0,J. Grant makes 2-pt shot from 20 ft,2,36-36,,
8:21.0,,,36-36,,J. Green misses 3-pt shot from 25 ft
8:19.0,Defensive rebound by B. Portis,,36-36,,
8:10.0,N. Mirotic misses 3-pt shot from 25 ft,,36-36,,
8:07.0,,,36-36,,Defensive rebound by T. Thompson
7:53.0,,,36-36,,Turnover by D. Wade (bad pass; steal by D. Nwaba)
7:51.0,,,36-36,,K. Love enters the game for T. Thompson
7:49.0,P. Zipser makes 2-pt shot from 15 ft (assist by J. Grant),2,38-36,,
7:40.0,,,38-36,,Cleveland full timeout
7:29.0,,,38-39,3,K. Korver makes 3-pt shot from 23 ft (assist by K. Love)
7:09.0,B. Portis makes 2-pt shot from 1 ft,2,40-39,,
6:57.0,Personal foul by D. Nwaba (drawn by K. Love),,40-39,,
6:57.0,L. Markkanen enters the game for N. Mirotic,,40-39,,
6:49.0,,,40-39,,Turnover by D. Wade (lost ball; steal by P. Zipser)
6:47.0,,,40-39,,Personal foul by K. Love (drawn by P. Zipser)
6:39.0,P. Zipser misses 3-pt shot from 24 ft,,40-39,,
6:36.0,Offensive rebound by Team,,40-39,,
6:36.0,,,40-39,,Loose ball foul by J. Green (drawn by L. Markkanen)
6:36.0,,,40-39,,J. Calderon enters the game for D. Wade
6:32.0,Turnover by D. Nwaba (bad pass; steal by L. James),,40-39,,
6:28.0,,,40-41,2,L. James makes 2-pt shot from 1 ft
6:11.0,D. Nwaba makes 2-pt shot from 1 ft (assist by P. Zipser),2,42-41,,
6:00.0,,,42-41,,Offensive foul by K. Love (drawn by J. Grant)
6:00.0,,,42-41,,Turnover by K. Love (offensive foul)
6:00.0,D. Valentine enters the game for J. Grant,,42-41,,
6:00.0,K. Dunn enters the game for P. Zipser,,42-41,,
5:37.0,L. Markkanen makes 2-pt shot from 14 ft,2,44-41,,
5:23.0,,,44-43,2,J. Green makes 2-pt shot from 1 ft (assist by J. Calderon)
5:11.0,B. Portis misses 2-pt shot from 11 ft,,44-43,,
5:11.0,,,44-43,,Defensive rebound by J. Calderon
5:04.0,,,44-43,,Turnover by L. James (out of bounds lost ball)
4:40.0,Turnover by Team (shot clock),,44-43,,
4:40.0,R. Lopez enters the game for B. Portis,,44-43,,
4:27.0,,,44-45,2,K. Love makes 2-pt shot at rim (assist by K. Korver)
4:27.0,,,44-45,,Shooting foul by R. Lopez (drawn by K. Love)
4:27.0,,,44-45,,C. Frye enters the game for K. Korver
4:27.0,J. Holiday enters the game for D. Nwaba,,44-45,,
4:27.0,,,44-46,1,K. Love makes free throw 1 of 1
4:27.0,,,44-46,,J. Crowder enters the game for J. Green
4:15.0,L. Markkanen makes 2-pt shot from 13 ft (assist by K. Dunn),2,46-46,,
3:56.0,,,46-48,2,L. James makes 2-pt shot from 3 ft (assist by J. Calderon)
3:47.0,L. Markkanen misses 2-pt shot from 16 ft,,46-48,,
3:45.0,,,46-48,,Defensive rebound by L. James
3:31.0,,,46-50,2,J. Crowder makes 2-pt shot from 7 ft (assist by K. Love)
3:10.0,R. Lopez makes 2-pt shot from 1 ft (assist by K. Dunn),2,48-50,,
2:56.0,,,48-52,2,J. Calderon makes 2-pt shot at rim
2:42.0,Turnover by K. Dunn (bad pass; steal by L. James),,48-52,,
2:32.0,,,48-52,,Shooting foul by R. Lopez (drawn by L. James)
2:32.0,,,48-53,1,L. James makes free throw 1 of 2
2:32.0,N. Mirotic enters the game for R. Lopez,,48-53,,
2:32.0,,,48-53,,J. Green enters the game for C. Frye
2:32.0,,,48-54,1,L. James makes free throw 2 of 2
2:17.0,Turnover by K. Dunn (bad pass; steal by J. Calderon),,48-54,,
1:58.0,,,48-56,2,L. James makes 2-pt shot at rim
1:47.0,N. Mirotic makes 3-pt shot from 25 ft (assist by K. Dunn),3,51-56,,
1:31.0,,,51-56,,J. Calderon misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by D. Valentine,,51-56,,
1:21.0,L. Markkanen makes 2-pt shot from 1 ft (assist by D. Valentine),2,53-56,,
1:21.0,Shooting foul by J. Crowder (drawn by L. Markkanen),,53-56,,
1:21.0,,,53-56,,C. Osman enters the game for K. Love
1:21.0,J. Grant enters the game for K. Dunn,,53-56,,
1:21.0,L. Markkanen makes free throw 1 of 1,1,54-56,,
0:59.0,,,54-56,,L. James misses 2-pt shot from 2 ft
0:57.0,Defensive rebound by N. Mirotic,,54-56,,
0:52.0,L. Markkanen makes 2-pt shot from 2 ft (assist by N. Mirotic),2,56-56,,
0:36.0,Personal foul by J. Grant (drawn by J. Green),,56-56,,
0:23.0,Personal foul by J. Grant (drawn by L. James),,56-56,,
0:23.0,,,56-57,1,L. James makes free throw 1 of 2
0:23.0,,,56-58,1,L. James makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,L. Markkanen makes 2-pt shot from 16 ft (assist by R. Lopez),2,58-58,,
11:20.0,,,58-58,,L. James misses 2-pt shot from 19 ft
11:18.0,Defensive rebound by D. Valentine,,58-58,,
11:07.0,D. Valentine makes 3-pt shot from 27 ft (assist by K. Dunn),3,61-58,,
10:55.0,Personal foul by D. Valentine (drawn by J. Crowder),,61-58,,
10:41.0,,,61-58,,J. Crowder misses 2-pt shot from 2 ft
10:39.0,Defensive rebound by K. Dunn,,61-58,,
10:34.0,K. Dunn misses 2-pt shot from 1 ft,,61-58,,
10:32.0,,,61-58,,Defensive rebound by K. Love
10:22.0,,,61-60,2,J. Crowder makes 2-pt shot from 1 ft (assist by L. James)
10:11.0,Turnover by K. Dunn (bad pass),,61-60,,
9:56.0,,,61-60,,L. James misses 3-pt shot from 26 ft
9:51.0,Defensive rebound by R. Lopez,,61-60,,
9:39.0,D. Valentine makes 3-pt shot from 25 ft (assist by K. Dunn),3,64-60,,
9:26.0,,,64-63,3,L. James makes 3-pt shot from 25 ft
9:11.0,,,64-63,,Personal foul by J. Calderon (drawn by L. Markkanen)
8:56.0,R. Lopez misses 2-pt shot from 20 ft,,64-63,,
8:53.0,Offensive rebound by L. Markkanen,,64-63,,
8:51.0,D. Valentine misses 3-pt shot from 25 ft,,64-63,,
8:46.0,,,64-63,,Defensive rebound by C. Frye
8:36.0,,,64-66,3,J. Calderon makes 3-pt shot from 25 ft (assist by L. James)
8:16.0,D. Valentine makes 3-pt shot from 27 ft (assist by R. Lopez),3,67-66,,
7:53.0,,,67-68,2,K. Love makes 2-pt shot from 17 ft (assist by L. James)
7:44.0,R. Lopez makes 2-pt shot from 7 ft (assist by K. Dunn),2,69-68,,
7:34.0,,,69-70,2,K. Love makes 2-pt shot at rim (assist by J. Calderon)
7:24.0,J. Holiday misses 3-pt shot from 22 ft,,69-70,,
7:21.0,,,69-70,,Defensive rebound by K. Love
7:09.0,,,69-70,,K. Love misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by J. Holiday,,69-70,,
7:00.0,L. Markkanen makes 2-pt shot from 13 ft (assist by K. Dunn),2,71-70,,
6:47.0,Personal foul by K. Dunn (drawn by J. Calderon),,71-70,,
6:47.0,,,71-70,,Cleveland full timeout
6:33.0,,,71-70,,Turnover by L. James (bad pass; steal by L. Markkanen)
6:30.0,L. Markkanen makes 2-pt shot at rim,2,73-70,,
6:00.0,,,73-70,,L. James misses 2-pt shot from 14 ft
5:58.0,Defensive rebound by L. Markkanen,,73-70,,
5:49.0,,,73-70,,Violation by C. Frye (kicked ball)
5:49.0,,,73-70,,D. Wade enters the game for J. Calderon
5:49.0,,,73-70,,T. Thompson enters the game for C. Frye
5:39.0,L. Markkanen misses 3-pt shot from 24 ft,,73-70,,
5:35.0,,,73-70,,Defensive rebound by L. James
5:32.0,,,73-70,,Shooting foul by K. Dunn (drawn by L. James)
5:32.0,,,73-71,1,L. James makes free throw 1 of 2
5:32.0,,,73-72,1,L. James makes free throw 2 of 2
5:20.0,L. Markkanen makes 2-pt shot from 1 ft (assist by K. Dunn),2,75-72,,
4:54.0,,,75-72,,D. Wade misses 3-pt shot from 26 ft
4:51.0,Defensive rebound by J. Holiday,,75-72,,
4:43.0,K. Dunn makes 2-pt shot from 17 ft (assist by J. Holiday),2,77-72,,
4:27.0,,,77-75,3,K. Love makes 3-pt shot from 27 ft (assist by L. James)
3:58.0,L. Markkanen misses 3-pt shot from 23 ft,,77-75,,
3:56.0,,,77-75,,Defensive rebound by K. Love
3:38.0,,,77-75,,Turnover by D. Wade (lost ball; steal by R. Lopez)
3:30.0,,,77-75,,Personal block foul by J. Crowder (drawn by R. Lopez)
3:30.0,,,77-75,,K. Korver enters the game for K. Love
3:30.0,,,77-75,,J. Green enters the game for J. Crowder
3:30.0,N. Mirotic enters the game for R. Lopez,,77-75,,
3:20.0,K. Dunn misses 2-pt shot from 10 ft,,77-75,,
3:20.0,,,77-75,,Defensive rebound by Team
3:20.0,Loose ball foul by L. Markkanen (drawn by J. Green),,77-75,,
3:20.0,D. Nwaba enters the game for J. Holiday,,77-75,,
3:07.0,,,77-75,,Shooting foul by N. Mirotic (drawn by T. Thompson)
3:07.0,,,77-76,1,T. Thompson makes free throw 1 of 2
3:07.0,,,77-76,,T. Thompson misses free throw 2 of 2
3:04.0,Defensive rebound by N. Mirotic,,77-76,,
2:47.0,L. Markkanen misses 2-pt shot at rim,,77-76,,
2:44.0,,,77-76,,Defensive rebound by L. James
2:40.0,,,77-78,2,L. James makes 2-pt shot from 1 ft
2:39.0,Chicago full timeout,,77-78,,
2:39.0,B. Portis enters the game for L. Markkanen,,77-78,,
2:39.0,J. Grant enters the game for K. Dunn,,77-78,,
2:18.0,N. Mirotic misses 2-pt shot from 22 ft,,77-78,,
2:15.0,Offensive rebound by D. Nwaba,,77-78,,
2:13.0,D. Nwaba misses 3-pt shot from 25 ft,,77-78,,
2:13.0,,,77-78,,Defensive rebound by Team
1:47.0,,,77-78,,L. James misses 2-pt shot from 7 ft
1:45.0,Defensive rebound by N. Mirotic,,77-78,,
1:39.0,J. Grant misses 2-pt shot from 20 ft,,77-78,,
1:34.0,,,77-78,,Defensive rebound by T. Thompson
1:30.0,,,77-78,,D. Wade misses 2-pt shot from 1 ft
1:29.0,Defensive rebound by Team,,77-78,,
1:29.0,,,77-78,,Loose ball foul by T. Thompson (drawn by N. Mirotic)
1:29.0,,,77-78,,C. Osman enters the game for L. James
1:12.0,Turnover by D. Nwaba (lost ball; steal by K. Korver),,77-78,,
1:10.0,,,77-78,,Turnover by K. Korver (lost ball; steal by J. Grant)
1:10.0,,,77-78,,Personal foul by K. Korver (drawn by J. Grant)
1:10.0,J. Grant makes free throw 1 of 2,1,78-78,,
1:10.0,P. Zipser enters the game for D. Valentine,,78-78,,
1:10.0,J. Grant makes free throw 2 of 2,1,79-78,,
0:50.0,,,79-78,,D. Wade misses 3-pt shot from 24 ft
0:50.0,,,79-78,,Offensive rebound by K. Korver
0:44.0,,,79-78,,C. Osman misses 2-pt shot from 13 ft
0:42.0,Defensive rebound by D. Nwaba,,79-78,,
0:39.0,P. Zipser misses 3-pt shot from 27 ft,,79-78,,
0:35.0,,,79-78,,Defensive rebound by J. Green
0:28.0,,,79-78,,Shooting foul by N. Mirotic (drawn by J. Green)
0:28.0,,,79-79,1,J. Green makes free throw 1 of 2
0:28.0,,,79-80,1,J. Green makes free throw 2 of 2
0:04.0,Turnover by Team (shot clock),,79-80,,
0:00.0,,,79-82,2,J. Green makes 2-pt shot from 21 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,79-84,2,D. Wade makes 2-pt shot from 8 ft
11:44.0,B. Portis misses 2-pt shot from 4 ft (block by D. Wade),,79-84,,
11:44.0,,,79-84,,Defensive rebound by C. Osman
11:20.0,,,79-86,2,D. Wade makes 2-pt shot from 9 ft (assist by C. Osman)
11:07.0,Turnover by J. Grant (bad pass; steal by D. Wade),,79-86,,
10:49.0,,,79-86,,C. Osman misses 3-pt shot from 24 ft
10:46.0,Defensive rebound by P. Zipser,,79-86,,
10:41.0,Turnover by B. Portis (lost ball; steal by C. Osman),,79-86,,
10:37.0,,,79-86,,Shooting foul by P. Zipser (drawn by C. Osman)
10:37.0,,,79-86,,C. Osman misses free throw 1 of 2
10:37.0,,,79-86,,Offensive rebound by Team
10:37.0,,,79-86,,C. Osman misses free throw 2 of 2
10:34.0,Defensive rebound by N. Mirotic,,79-86,,
10:19.0,Turnover by P. Zipser (lost ball; steal by D. Wade),,79-86,,
10:15.0,,,79-89,3,K. Korver makes 3-pt shot from 25 ft
10:15.0,Chicago full timeout,,79-89,,
10:15.0,D. Valentine enters the game for J. Grant,,79-89,,
10:15.0,R. Lopez enters the game for B. Portis,,79-89,,
10:15.0,K. Dunn enters the game for D. Nwaba,,79-89,,
10:15.0,J. Holiday enters the game for P. Zipser,,79-89,,
10:02.0,R. Lopez makes 2-pt shot at rim (assist by J. Holiday),2,81-89,,
9:53.0,,,81-89,,Turnover by D. Wade (bad pass)
9:42.0,N. Mirotic makes 3-pt shot from 22 ft (assist by K. Dunn),3,84-89,,
9:27.0,,,84-89,,T. Thompson misses 2-pt shot from 13 ft
9:27.0,Defensive rebound by D. Valentine,,84-89,,
9:12.0,N. Mirotic makes 2-pt shot from 2 ft (assist by D. Valentine),2,86-89,,
9:08.0,,,86-89,,Cleveland full timeout
9:08.0,,,86-89,,L. James enters the game for C. Osman
8:52.0,,,86-89,,L. James misses 2-pt shot from 20 ft
8:49.0,Defensive rebound by R. Lopez,,86-89,,
8:34.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Holiday),2,88-89,,
8:15.0,,,88-91,2,T. Thompson makes 2-pt shot at rim (assist by D. Wade)
8:02.0,D. Valentine makes 2-pt shot from 1 ft,2,90-91,,
7:48.0,,,90-91,,Turnover by L. James (lost ball; steal by J. Holiday)
7:46.0,J. Holiday makes 2-pt shot at rim,2,92-91,,
7:23.0,,,92-94,3,L. James makes 3-pt shot from 24 ft (assist by D. Wade)
7:09.0,J. Holiday misses 3-pt shot from 23 ft,,92-94,,
7:09.0,,,92-94,,Defensive rebound by J. Green
6:56.0,,,92-94,,L. James misses 2-pt shot from 19 ft
6:53.0,Defensive rebound by J. Holiday,,92-94,,
6:43.0,D. Valentine misses 3-pt shot from 22 ft,,92-94,,
6:39.0,,,92-94,,Defensive rebound by L. James
6:34.0,,,92-94,,D. Wade misses 2-pt shot from 2 ft
6:29.0,Defensive rebound by N. Mirotic,,92-94,,
6:22.0,Turnover by K. Dunn (bad pass; steal by D. Wade),,92-94,,
6:16.0,Personal foul by D. Valentine (drawn by J. Green),,92-94,,
6:16.0,,,92-94,,K. Love enters the game for D. Wade
6:16.0,,,92-94,,J. Calderon enters the game for T. Thompson
6:16.0,L. Markkanen enters the game for N. Mirotic,,92-94,,
6:05.0,,,92-94,,K. Korver misses 3-pt shot from 26 ft
6:03.0,Defensive rebound by K. Dunn,,92-94,,
5:53.0,L. Markkanen makes 2-pt shot at rim (assist by D. Valentine),2,94-94,,
5:33.0,,,94-96,2,K. Korver makes 2-pt shot from 21 ft (assist by J. Calderon)
5:14.0,Turnover by L. Markkanen (bad pass),,94-96,,
5:14.0,,,94-96,,J. Crowder enters the game for J. Green
5:03.0,,,94-96,,Turnover by K. Korver (lost ball; steal by D. Valentine)
4:58.0,K. Dunn makes 2-pt shot from 16 ft (assist by D. Valentine),2,96-96,,
4:43.0,,,96-99,3,K. Korver makes 3-pt shot from 25 ft (assist by L. James)
4:43.0,,,96-99,,Shooting foul by R. Lopez (drawn by K. Korver)
4:43.0,,,96-100,1,K. Korver makes free throw 1 of 1
4:26.0,,,96-100,,Personal foul by K. Korver (drawn by L. Markkanen)
4:18.0,K. Dunn makes 2-pt shot from 1 ft,2,98-100,,
4:02.0,,,98-103,3,K. Love makes 3-pt shot from 27 ft (assist by L. James)
4:01.0,Chicago full timeout,,98-103,,
3:48.0,K. Dunn misses 3-pt shot from 25 ft,,98-103,,
3:48.0,,,98-103,,Defensive rebound by Team
3:48.0,N. Mirotic enters the game for R. Lopez,,98-103,,
3:32.0,,,98-105,2,K. Love makes 2-pt shot from 9 ft (assist by L. James)
3:19.0,J. Holiday makes 3-pt shot from 24 ft (assist by L. Markkanen),3,101-105,,
3:17.0,,,101-105,,Cleveland full timeout
2:58.0,,,101-107,2,L. James makes 2-pt shot from 1 ft
2:46.0,Shooting foul by J. Crowder (drawn by N. Mirotic),,101-107,,
2:46.0,N. Mirotic makes free throw 1 of 2,1,102-107,,
2:46.0,N. Mirotic misses free throw 2 of 2,,102-107,,
2:44.0,,,102-107,,Defensive rebound by K. Love
2:22.0,,,102-109,2,L. James makes 2-pt shot at rim
2:12.0,L. Markkanen makes 3-pt shot from 26 ft (assist by K. Dunn),3,105-109,,
2:12.0,Shooting foul by K. Love (drawn by L. Markkanen),,105-109,,
2:12.0,,,105-109,,D. Wade enters the game for J. Calderon
2:12.0,L. Markkanen makes free throw 1 of 1,1,106-109,,
1:57.0,,,106-109,,J. Crowder misses 2-pt shot from 21 ft
1:56.0,,,106-109,,Offensive rebound by Team
1:43.0,,,106-109,,K. Love misses 3-pt shot from 24 ft
1:41.0,,,106-109,,Offensive rebound by D. Wade
1:32.0,,,106-109,,Shooting foul by D. Valentine (drawn by K. Love)
1:32.0,,,106-110,1,K. Love makes free throw 1 of 2
1:32.0,,,106-111,1,K. Love makes free throw 2 of 2
1:23.0,Shooting foul by D. Wade (drawn by N. Mirotic),,106-111,,
1:23.0,N. Mirotic misses free throw 1 of 2,,106-111,,
1:23.0,Offensive rebound by Team,,106-111,,
1:23.0,N. Mirotic makes free throw 2 of 2,1,107-111,,
1:01.0,,,107-113,2,L. James makes 2-pt shot from 14 ft
1:01.0,Chicago full timeout,,107-113,,
1:01.0,,,107-113,,J. Green enters the game for K. Love
1:01.0,,,107-113,,T. Thompson enters the game for K. Korver
0:58.0,N. Mirotic makes 3-pt shot from 25 ft (assist by K. Dunn),3,110-113,,
0:36.0,,,110-113,,L. James misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by D. Valentine,,110-113,,
0:14.0,D. Valentine makes 2-pt shot at rim,2,112-113,,
0:14.0,,,112-113,,Cleveland full timeout
0:14.0,,,112-113,,K. Love enters the game for J. Green
0:14.0,,,112-113,,K. Korver enters the game for T. Thompson
0:14.0,B. Portis enters the game for L. Markkanen,,112-113,,
0:14.0,D. Nwaba enters the game for D. Valentine,,112-113,,
0:14.0,,,112-113,,J. Calderon enters the game for J. Crowder
0:11.0,Personal foul by J. Holiday (drawn by L. James),,112-113,,
0:11.0,,,112-114,1,L. James makes free throw 1 of 2
0:11.0,,,112-114,,T. Thompson enters the game for K. Love
0:11.0,,,112-114,,J. Crowder enters the game for K. Korver
0:11.0,,,112-114,,J. Green enters the game for J. Calderon
0:11.0,R. Lopez enters the game for K. Dunn,,112-114,,
0:11.0,,,112-115,1,L. James makes free throw 2 of 2
0:11.0,Chicago full timeout,,112-115,,
0:11.0,D. Valentine enters the game for B. Portis,,112-115,,
0:11.0,L. Markkanen enters the game for D. Nwaba,,112-115,,
0:11.0,K. Dunn enters the game for R. Lopez,,112-115,,
0:06.0,K. Dunn misses 3-pt shot from 26 ft (block by D. Wade),,112-115,,
