time,LA Lakers,pts.away,score,pts.home,New Orleans
0:56.0,,,25-43,,Offensive rebound by C. Diallo
0:47.0,,,25-45,2,C. Diallo makes 2-pt shot at rim (assist by N. Mirotic)
0:47.0,,,25-45,,Shooting foul by B. Ingram (drawn by C. Diallo)
0:47.0,,,25-46,1,C. Diallo makes free throw 1 of 1
0:37.0,K. Kuzma makes 3-pt shot from 24 ft (assist by I. Thomas),3,28-46,,
0:37.0,,,28-46,,Away from play foul by R. Rondo (drawn by I. Thomas)
0:37.0,,,28-46,,Turnover by R. Rondo (turnover)
0:37.0,I. Thomas makes free throw 1 of 1,1,29-46,,
0:33.0,,,29-46,,Technical foul by R. Rondo
0:33.0,,,29-46,,D. Liggins enters the game for R. Rondo
0:33.0,I. Zubac enters the game for I. Thomas,,29-46,,
0:33.0,I. Zubac makes flagrant free throw 1 of 2,1,30-46,,
0:33.0,I. Zubac makes flagrant free throw 2 of 2,1,31-46,,
0:22.0,,,31-46,,N. Mirotic misses 2-pt shot from 19 ft
0:20.0,Defensive rebound by Team,,31-46,,
0:02.0,B. Ingram misses 2-pt shot from 1 ft (block by C. Diallo),,31-46,,
0:01.0,Offensive rebound by B. Ingram,,31-46,,
0:01.0,Shooting foul by D. Liggins (drawn by B. Ingram),,31-46,,
0:01.0,B. Ingram makes free throw 1 of 2,1,32-46,,
0:01.0,B. Ingram makes free throw 2 of 2,1,33-46,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,K. Kuzma makes 2-pt shot from 1 ft (assist by B. Ingram),2,35-46,,
11:27.0,,,35-46,,J. Holiday misses 2-pt shot from 7 ft
11:24.0,Defensive rebound by C. Brewer,,35-46,,
11:12.0,Shooting foul by A. Davis (drawn by C. Brewer),,35-46,,
11:12.0,C. Brewer makes free throw 1 of 2,1,36-46,,
11:12.0,C. Brewer makes free throw 2 of 2,1,37-46,,
10:56.0,,,37-48,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
10:44.0,C. Frye makes 3-pt shot from 26 ft (assist by B. Ingram),3,40-48,,
10:35.0,Personal foul by C. Frye (drawn by A. Davis),,40-48,,
10:23.0,,,40-48,,A. Davis misses 2-pt shot from 9 ft
10:21.0,Defensive rebound by K. Kuzma,,40-48,,
10:15.0,K. Kuzma makes 3-pt shot from 23 ft (assist by K. Caldwell-Pope),3,43-48,,
10:07.0,,,43-48,,New Orleans full timeout
9:59.0,,,43-48,,D. Miller misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by B. Ingram,,43-48,,
9:53.0,Turnover by B. Ingram (lost ball; steal by A. Davis),,43-48,,
9:49.0,,,43-50,2,A. Davis makes 2-pt shot at rim
9:48.0,,,43-50,,Personal foul by D. Liggins (drawn by B. Ingram)
9:38.0,K. Kuzma misses 3-pt shot from 25 ft,,43-50,,
9:35.0,,,43-50,,Defensive rebound by A. Davis
9:26.0,,,43-53,3,A. Davis makes 3-pt shot from 25 ft (assist by D. Liggins)
9:14.0,B. Ingram makes 2-pt shot from 2 ft,2,45-53,,
9:03.0,,,45-53,,J. Holiday misses 3-pt shot from 24 ft
9:01.0,Defensive rebound by K. Kuzma,,45-53,,
8:46.0,K. Kuzma makes 2-pt shot from 5 ft (assist by K. Caldwell-Pope),2,47-53,,
8:35.0,,,47-56,3,A. Davis makes 3-pt shot from 25 ft (assist by J. Holiday)
8:16.0,Offensive charge foul by B. Ingram (drawn by J. Holiday),,47-56,,
8:16.0,Turnover by B. Ingram (offensive foul),,47-56,,
8:16.0,J. Randle enters the game for C. Brewer,,47-56,,
8:16.0,J. Hart enters the game for C. Frye,,47-56,,
7:57.0,,,47-56,,Turnover by A. Davis (bad pass; steal by J. Hart)
7:52.0,B. Ingram makes 2-pt shot from 1 ft,2,49-56,,
7:36.0,,,49-58,2,J. Holiday makes 2-pt shot from 1 ft
7:23.0,Turnover by K. Caldwell-Pope (bad pass; steal by N. Mirotic),,49-58,,
7:18.0,,,49-61,3,D. Miller makes 3-pt shot from 25 ft (assist by D. Liggins)
7:16.0,LA Lakers full timeout,,49-61,,
7:16.0,,,49-61,,I. Clark enters the game for N. Mirotic
7:16.0,,,49-61,,C. Diallo enters the game for J. Holiday
7:16.0,,,49-61,,E. Moore enters the game for D. Liggins
7:05.0,K. Kuzma misses 3-pt shot from 26 ft,,49-61,,
7:02.0,,,49-61,,Defensive rebound by A. Davis
6:51.0,Personal foul by B. Ingram (drawn by A. Davis),,49-61,,
6:41.0,,,49-63,2,A. Davis makes 2-pt shot from 2 ft
6:26.0,B. Ingram makes 2-pt shot from 1 ft (assist by J. Randle),2,51-63,,
6:01.0,,,51-63,,I. Clark misses 2-pt shot from 1 ft
5:59.0,Defensive rebound by K. Kuzma,,51-63,,
5:56.0,Turnover by K. Kuzma (bad pass),,51-63,,
5:36.0,,,51-63,,E. Moore misses 2-pt shot from 2 ft
5:34.0,Defensive rebound by J. Randle,,51-63,,
5:26.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by J. Hart),2,53-63,,
5:08.0,,,53-63,,I. Clark misses 2-pt shot from 9 ft
5:06.0,Defensive rebound by K. Kuzma,,53-63,,
5:00.0,B. Ingram makes 2-pt shot from 1 ft (assist by J. Hart),2,55-63,,
4:41.0,,,55-65,2,A. Davis makes 2-pt shot from 17 ft (assist by D. Miller)
4:26.0,Offensive charge foul by K. Kuzma (drawn by A. Davis),,55-65,,
4:26.0,Turnover by K. Kuzma (offensive foul),,55-65,,
4:26.0,,,55-65,,J. Holiday enters the game for D. Miller
4:26.0,G. Payton enters the game for B. Ingram,,55-65,,
4:13.0,,,55-65,,Turnover by I. Clark (lost ball; steal by K. Kuzma)
4:08.0,K. Kuzma makes 2-pt shot at rim,2,57-65,,
3:59.0,,,57-65,,Shooting foul by G. Payton (drawn by C. Diallo)
3:59.0,,,57-66,1,C. Diallo makes free throw 1 of 2
3:59.0,,,57-66,,N. Mirotic enters the game for A. Davis
3:59.0,,,57-67,1,C. Diallo makes free throw 2 of 2
3:49.0,K. Kuzma misses 3-pt shot from 24 ft,,57-67,,
3:45.0,Offensive rebound by J. Hart,,57-67,,
3:41.0,J. Hart makes 3-pt shot from 25 ft (assist by J. Randle),3,60-67,,
3:27.0,,,60-67,,J. Holiday misses 2-pt shot from 12 ft
3:24.0,,,60-67,,Offensive rebound by E. Moore
3:18.0,Personal foul by K. Caldwell-Pope (drawn by N. Mirotic),,60-67,,
3:06.0,,,60-67,,Turnover by N. Mirotic (bad pass)
2:44.0,K. Kuzma makes 2-pt shot from 2 ft (assist by K. Caldwell-Pope),2,62-67,,
2:36.0,,,62-70,3,J. Holiday makes 3-pt shot from 26 ft
2:26.0,Offensive foul by J. Randle (drawn by J. Holiday),,62-70,,
2:26.0,Turnover by J. Randle (offensive foul),,62-70,,
2:26.0,,,62-70,,A. Davis enters the game for C. Diallo
2:15.0,Personal foul by J. Hart (drawn by A. Davis),,62-70,,
2:15.0,,,62-71,1,A. Davis makes free throw 1 of 2
2:15.0,,,62-72,1,A. Davis makes free throw 2 of 2
2:05.0,G. Payton misses 3-pt shot from 25 ft,,62-72,,
2:00.0,,,62-72,,Defensive rebound by N. Mirotic
1:53.0,,,62-72,,J. Holiday misses 2-pt shot from 3 ft
1:53.0,,,62-72,,Offensive rebound by A. Davis
1:53.0,Personal foul by G. Payton (drawn by A. Davis),,62-72,,
1:53.0,,,62-73,1,A. Davis makes free throw 1 of 2
1:53.0,,,62-74,1,A. Davis makes free throw 2 of 2
1:45.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,62-74,,
1:42.0,,,62-74,,Defensive rebound by N. Mirotic
1:38.0,Personal foul by K. Kuzma,,62-74,,
1:38.0,Technical foul by K. Kuzma,,62-74,,
1:38.0,,,62-75,1,A. Davis makes technical free throw
1:38.0,,,62-76,1,A. Davis makes technical free throw
1:38.0,,,62-77,1,A. Davis makes technical free throw
1:38.0,,,62-78,1,A. Davis makes free throw 1 of 2
1:38.0,,,62-79,1,A. Davis makes free throw 2 of 2
1:26.0,G. Payton makes 2-pt shot at rim (assist by K. Kuzma),2,64-79,,
1:14.0,,,64-79,,N. Mirotic misses 3-pt shot from 24 ft
1:14.0,,,64-79,,Offensive rebound by A. Davis
1:05.0,,,64-79,,Personal foul by N. Mirotic (drawn by J. Randle)
1:05.0,,,64-79,,Turnover by N. Mirotic (turnover)
1:05.0,,,64-79,,D. Miller enters the game for A. Davis
0:47.0,K. Kuzma misses 2-pt shot from 1 ft,,64-79,,
0:45.0,,,64-79,,Defensive rebound by N. Mirotic
0:37.0,,,64-79,,E. Moore misses 2-pt shot from 20 ft
0:37.0,Defensive rebound by K. Caldwell-Pope,,64-79,,
0:24.0,J. Randle makes 2-pt shot at rim,2,66-79,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,B. Lopez misses 2-pt shot from 6 ft,,66-79,,
11:39.0,,,66-79,,Defensive rebound by A. Davis
11:20.0,,,66-79,,J. Holiday misses 2-pt shot from 12 ft
11:20.0,,,66-79,,Offensive rebound by Team
11:20.0,,,66-79,,Turnover by Team (shot clock)
11:03.0,B. Lopez misses 2-pt shot from 5 ft,,66-79,,
11:01.0,,,66-79,,Defensive rebound by E. Okafor
10:56.0,,,66-79,,E. Moore misses 3-pt shot from 24 ft
10:52.0,,,66-79,,Offensive rebound by E. Moore
10:50.0,,,66-79,,E. Moore misses 2-pt shot from 7 ft
10:50.0,Defensive rebound by J. Randle,,66-79,,
10:50.0,,,66-79,,Loose ball foul by E. Moore (drawn by J. Randle)
10:32.0,J. Randle makes 2-pt shot from 2 ft (assist by K. Caldwell-Pope),2,68-79,,
10:20.0,,,68-79,,I. Clark misses 3-pt shot from 23 ft
10:16.0,Defensive rebound by K. Caldwell-Pope,,68-79,,
10:11.0,Turnover by B. Ingram (lost ball; steal by J. Holiday),,68-79,,
10:04.0,,,68-81,2,I. Clark makes 2-pt shot from 4 ft (assist by E. Moore)
9:52.0,B. Lopez makes 3-pt shot from 23 ft (assist by J. Randle),3,71-81,,
9:40.0,Personal foul by J. Randle (drawn by A. Davis),,71-81,,
9:33.0,,,71-81,,E. Moore misses 2-pt shot from 10 ft (block by K. Caldwell-Pope)
9:29.0,Defensive rebound by K. Caldwell-Pope,,71-81,,
9:25.0,B. Lopez makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope),3,74-81,,
9:23.0,,,74-81,,New Orleans full timeout
9:23.0,,,74-81,,N. Mirotic enters the game for E. Okafor
9:13.0,,,74-81,,E. Moore misses 2-pt shot from 13 ft
9:10.0,Defensive rebound by J. Hart,,74-81,,
9:05.0,B. Ingram makes 2-pt shot from 1 ft,2,76-81,,
8:46.0,,,76-81,,A. Davis misses 2-pt shot from 17 ft
8:43.0,Defensive rebound by B. Lopez,,76-81,,
8:39.0,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by B. Ingram),3,79-81,,
8:27.0,Personal foul by B. Lopez (drawn by J. Holiday),,79-81,,
8:22.0,,,79-83,2,J. Holiday makes 2-pt shot from 16 ft
8:10.0,,,79-83,,Personal foul by N. Mirotic (drawn by J. Randle)
7:55.0,J. Randle misses 2-pt shot from 6 ft,,79-83,,
7:52.0,,,79-83,,Defensive rebound by J. Holiday
7:49.0,,,79-83,,I. Clark misses 3-pt shot from 22 ft
7:49.0,,,79-83,,Offensive rebound by Team
7:40.0,,,79-83,,N. Mirotic misses 3-pt shot from 24 ft
7:37.0,Defensive rebound by J. Hart,,79-83,,
7:22.0,J. Randle makes 2-pt shot from 2 ft,2,81-83,,
7:11.0,,,81-85,2,A. Davis makes 2-pt shot from 6 ft (assist by I. Clark)
7:04.0,Turnover by B. Ingram (bad pass; steal by A. Davis),,81-85,,
6:59.0,,,81-85,,N. Mirotic misses 3-pt shot from 26 ft
6:55.0,Defensive rebound by K. Caldwell-Pope,,81-85,,
6:40.0,B. Lopez misses 2-pt shot from 5 ft,,81-85,,
6:40.0,,,81-85,,Defensive rebound by A. Davis
6:30.0,,,81-85,,A. Davis misses 2-pt shot from 4 ft
6:30.0,Defensive rebound by B. Lopez,,81-85,,
6:24.0,B. Lopez misses 3-pt shot from 26 ft,,81-85,,
6:24.0,,,81-85,,Defensive rebound by J. Holiday
6:04.0,,,81-85,,N. Mirotic misses 2-pt shot from 3 ft
6:04.0,Defensive rebound by J. Randle,,81-85,,
5:44.0,B. Ingram misses 2-pt shot from 8 ft,,81-85,,
5:44.0,,,81-85,,Defensive rebound by J. Holiday
5:38.0,,,81-85,,J. Holiday misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by B. Lopez,,81-85,,
5:37.0,Turnover by B. Lopez (lost ball; steal by J. Holiday),,81-85,,
5:33.0,,,81-85,,J. Holiday misses 3-pt shot from 23 ft
5:33.0,Defensive rebound by J. Hart,,81-85,,
5:27.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,81-85,,
5:27.0,,,81-85,,Defensive rebound by A. Davis
5:08.0,LA Lakers full timeout,,81-85,,
5:08.0,,,81-85,,E. Okafor enters the game for I. Clark
5:08.0,,,81-85,,D. Miller enters the game for A. Davis
5:08.0,G. Payton enters the game for B. Lopez,,81-85,,
5:08.0,K. Kuzma enters the game for B. Ingram,,81-85,,
5:03.0,,,81-87,2,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Holiday)
4:40.0,J. Randle misses 2-pt shot from 3 ft (block by N. Mirotic),,81-87,,
4:40.0,,,81-87,,Defensive rebound by N. Mirotic
4:22.0,,,81-87,,E. Okafor misses 2-pt shot from 9 ft
4:22.0,,,81-87,,Offensive rebound by N. Mirotic
4:18.0,,,81-87,,N. Mirotic misses 2-pt shot from 1 ft (block by J. Hart)
4:18.0,,,81-87,,Offensive rebound by N. Mirotic
4:12.0,,,81-89,2,N. Mirotic makes 2-pt shot at rim
4:09.0,G. Payton misses 2-pt shot from 1 ft,,81-89,,
4:09.0,Offensive rebound by Team,,81-89,,
4:06.0,K. Kuzma misses 3-pt shot from 25 ft (block by N. Mirotic),,81-89,,
4:03.0,,,81-89,,Defensive rebound by E. Moore
4:01.0,,,81-91,2,N. Mirotic makes 2-pt shot at rim (assist by E. Moore)
3:39.0,,,81-91,,Loose ball foul by D. Miller (drawn by J. Randle)
3:33.0,K. Kuzma misses 2-pt shot from 1 ft (block by E. Okafor),,81-91,,
3:33.0,Offensive rebound by J. Randle,,81-91,,
3:24.0,J. Randle makes 2-pt shot from 1 ft,2,83-91,,
3:18.0,,,83-93,2,E. Okafor makes 2-pt shot from 15 ft (assist by J. Holiday)
3:05.0,K. Caldwell-Pope misses 2-pt shot from 13 ft,,83-93,,
3:05.0,,,83-93,,Defensive rebound by D. Miller
2:56.0,,,83-96,3,N. Mirotic makes 3-pt shot from 22 ft (assist by J. Holiday)
2:55.0,LA Lakers full timeout,,83-96,,
2:55.0,B. Ingram enters the game for K. Caldwell-Pope,,83-96,,
2:55.0,C. Brewer enters the game for J. Hart,,83-96,,
2:55.0,C. Frye enters the game for J. Randle,,83-96,,
2:36.0,B. Ingram makes 2-pt shot from 1 ft,2,85-96,,
2:19.0,,,85-98,2,J. Holiday makes 2-pt shot from 8 ft
2:10.0,C. Brewer makes 2-pt shot from 2 ft,2,87-98,,
1:59.0,,,87-98,,Turnover by J. Holiday (lost ball; steal by C. Brewer)
1:54.0,K. Kuzma makes 2-pt shot from 1 ft (assist by C. Brewer),2,89-98,,
1:44.0,,,89-98,,Away from play foul by E. Moore (drawn by C. Brewer)
1:44.0,,,89-98,,Turnover by E. Moore (turnover)
1:44.0,,,89-98,,A. Davis enters the game for J. Holiday
1:44.0,,,89-98,,I. Clark enters the game for E. Okafor
1:33.0,B. Ingram misses 2-pt shot from 15 ft,,89-98,,
1:33.0,,,89-98,,Defensive rebound by A. Davis
1:14.0,,,89-100,2,A. Davis makes 2-pt shot from 8 ft
1:01.0,C. Brewer misses 2-pt shot from 3 ft (block by A. Davis),,89-100,,
1:01.0,Offensive rebound by K. Kuzma,,89-100,,
0:59.0,K. Kuzma makes 2-pt shot from 1 ft,2,91-100,,
0:43.0,,,91-100,,Shooting foul by B. Ingram (drawn by A. Davis)
0:43.0,,,91-100,,A. Davis misses free throw 1 of 2
0:43.0,,,91-100,,Offensive rebound by Team
0:43.0,,,91-100,,D. Liggins enters the game for E. Moore
0:43.0,,,91-101,1,A. Davis makes free throw 2 of 2
0:35.0,Turnover by C. Brewer (traveling),,91-101,,
0:18.0,,,91-103,2,N. Mirotic makes 2-pt shot from 13 ft (assist by A. Davis)
0:03.0,K. Kuzma misses 2-pt shot from 22 ft,,91-103,,
0:03.0,,,91-103,,Defensive rebound by D. Miller
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,91-103,,N. Mirotic misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by Team,,91-103,,
11:20.0,B. Ingram makes 2-pt shot from 17 ft,2,93-103,,
11:03.0,,,93-105,2,A. Davis makes 2-pt shot from 15 ft
10:54.0,Shooting foul by D. Miller (drawn by C. Brewer),,93-105,,
10:54.0,C. Brewer makes free throw 1 of 2,1,94-105,,
10:54.0,C. Brewer misses free throw 2 of 2,,94-105,,
10:51.0,,,94-105,,Defensive rebound by N. Mirotic
10:35.0,,,94-107,2,A. Davis makes 2-pt shot from 9 ft
10:24.0,K. Kuzma misses 2-pt shot from 11 ft,,94-107,,
10:20.0,,,94-107,,Defensive rebound by A. Davis
10:09.0,Personal foul by C. Frye (drawn by A. Davis),,94-107,,
10:09.0,,,94-107,,E. Okafor enters the game for N. Mirotic
10:09.0,K. Caldwell-Pope enters the game for C. Frye,,94-107,,
10:09.0,J. Randle enters the game for G. Payton,,94-107,,
10:05.0,,,94-109,2,D. Miller makes 2-pt shot from 19 ft (assist by I. Clark)
9:50.0,K. Kuzma misses 2-pt shot from 3 ft (block by A. Davis),,94-109,,
9:50.0,Offensive rebound by Team,,94-109,,
9:42.0,B. Ingram makes 2-pt shot from 20 ft,2,96-109,,
9:25.0,,,96-112,3,D. Miller makes 3-pt shot from 22 ft (assist by D. Liggins)
9:25.0,,,96-112,,Shooting foul by B. Ingram (drawn by D. Miller)
9:25.0,J. Hart enters the game for C. Brewer,,96-112,,
9:25.0,,,96-113,1,D. Miller makes free throw 1 of 1
9:08.0,,,96-113,,Personal foul by I. Clark (drawn by J. Randle)
9:08.0,B. Lopez enters the game for B. Ingram,,96-113,,
9:00.0,K. Kuzma misses 3-pt shot from 25 ft,,96-113,,
8:55.0,,,96-113,,Defensive rebound by A. Davis
8:43.0,,,96-115,2,A. Davis makes 2-pt shot from 1 ft
8:31.0,B. Lopez misses 2-pt shot from 4 ft,,96-115,,
8:31.0,Offensive rebound by Team,,96-115,,
8:31.0,,,96-115,,Loose ball foul by D. Miller (drawn by K. Kuzma)
8:22.0,Shooting foul by I. Clark (drawn by J. Hart),,96-115,,
8:22.0,J. Hart makes free throw 1 of 2,1,97-115,,
8:22.0,,,97-115,,N. Mirotic enters the game for A. Davis
8:22.0,J. Hart makes free throw 2 of 2,1,98-115,,
8:10.0,,,98-117,2,D. Miller makes 2-pt shot from 14 ft (assist by N. Mirotic)
7:55.0,K. Caldwell-Pope misses 2-pt shot from 16 ft,,98-117,,
7:55.0,,,98-117,,Defensive rebound by D. Miller
7:44.0,,,98-117,,I. Clark misses 2-pt shot from 9 ft
7:44.0,,,98-117,,Offensive rebound by E. Okafor
7:28.0,,,98-117,,I. Clark misses 3-pt shot from 24 ft
7:28.0,Defensive rebound by K. Caldwell-Pope,,98-117,,
7:18.0,J. Randle makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope),2,100-117,,
7:02.0,,,100-120,3,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Miller)
6:44.0,J. Hart makes 2-pt shot from 1 ft,2,102-120,,
6:36.0,,,102-120,,N. Mirotic misses 3-pt shot from 26 ft
6:36.0,Defensive rebound by J. Hart,,102-120,,
6:29.0,J. Hart makes 2-pt shot from 1 ft,2,104-120,,
6:29.0,Shooting foul by I. Clark (drawn by J. Hart),,104-120,,
6:29.0,,,104-120,,New Orleans full timeout
6:29.0,,,104-120,,A. Davis enters the game for I. Clark
6:29.0,,,104-120,,E. Moore enters the game for D. Liggins
6:29.0,,,104-120,,J. Holiday enters the game for E. Okafor
6:29.0,B. Ingram enters the game for K. Kuzma,,104-120,,
6:29.0,J. Hart misses free throw 1 of 1,,104-120,,
