time,Brooklyn,pts.away,score,pts.home,Charlotte
6:21.0,S. Dinwiddie enters the game for C. LeVert,,115-102,,
6:06.0,,,115-102,,M. Monk misses 3-pt shot from 26 ft
6:01.0,Defensive rebound by R. Hollis-Jefferson,,115-102,,
5:52.0,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by M. Williams),,115-102,,
5:46.0,Offensive rebound by R. Hollis-Jefferson,,115-102,,
5:46.0,R. Hollis-Jefferson makes 2-pt shot at rim,2,117-102,,
5:31.0,Personal foul by S. Dinwiddie (drawn by C. Zeller),,117-102,,
5:31.0,,,117-102,,D. Howard enters the game for C. Zeller
5:31.0,C. LeVert enters the game for S. Dinwiddie,,117-102,,
5:21.0,,,117-102,,Turnover by M. Monk (bad pass; steal by R. Hollis-Jefferson)
5:16.0,A. Crabbe makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson),2,119-102,,
5:09.0,,,119-102,,K. Walker misses 2-pt shot from 2 ft
5:09.0,Defensive rebound by A. Crabbe,,119-102,,
4:48.0,D. Carroll makes 3-pt shot from 24 ft (assist by C. LeVert),3,122-102,,
4:48.0,Shooting foul by M. Monk (drawn by D. Carroll),,122-102,,
4:48.0,D. Carroll makes free throw 1 of 1,1,123-102,,
4:34.0,,,123-104,2,M. Williams makes 2-pt shot from 9 ft (assist by K. Walker)
4:12.0,A. Crabbe misses 2-pt shot from 9 ft,,123-104,,
4:09.0,,,123-104,,Defensive rebound by D. Howard
4:05.0,,,123-104,,M. Monk misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by D. Cunningham,,123-104,,
3:40.0,C. LeVert misses 3-pt shot from 24 ft,,123-104,,
3:36.0,Offensive rebound by R. Hollis-Jefferson,,123-104,,
3:34.0,A. Crabbe misses 2-pt shot from 7 ft (block by D. Howard),,123-104,,
3:30.0,,,123-104,,Defensive rebound by N. Batum
3:28.0,,,123-104,,M. Williams misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by R. Hollis-Jefferson,,123-104,,
3:07.0,A. Crabbe misses 3-pt shot from 25 ft,,123-104,,
3:04.0,Offensive rebound by R. Hollis-Jefferson,,123-104,,
2:45.0,D. Cunningham misses 3-pt shot from 22 ft,,123-104,,
2:42.0,,,123-104,,Defensive rebound by M. Williams
2:38.0,,,123-104,,Shooting foul by R. Hollis-Jefferson (drawn by K. Walker)
2:38.0,,,123-105,1,K. Walker makes free throw 1 of 2
2:38.0,,,123-105,,T. Graham enters the game for M. Monk
2:38.0,,,123-105,,W. Hernangomez enters the game for M. Williams
2:38.0,,,123-105,,F. Kaminsky enters the game for N. Batum
2:38.0,,,123-105,,D. Bacon enters the game for D. Howard
2:38.0,,,123-106,1,K. Walker makes free throw 2 of 2
2:37.0,,,123-106,,Personal take foul by K. Walker (drawn by C. LeVert)
2:37.0,,,123-106,,J. Stone enters the game for K. Walker
2:17.0,A. Crabbe misses 3-pt shot from 24 ft,,123-106,,
2:17.0,,,123-106,,Defensive rebound by J. Stone
2:17.0,Personal foul by D. Carroll (drawn by J. Stone),,123-106,,
2:17.0,,,123-106,,J. Stone misses free throw 1 of 2
2:17.0,,,123-106,,Offensive rebound by Team
2:17.0,N. Stauskas enters the game for C. LeVert,,123-106,,
2:17.0,Q. Acy enters the game for D. Cunningham,,123-106,,
2:17.0,,,123-107,1,J. Stone makes free throw 2 of 2
1:56.0,Shooting foul by D. Bacon (drawn by D. Carroll),,123-107,,
1:56.0,D. Carroll makes free throw 1 of 2,1,124-107,,
1:56.0,J. Harris enters the game for A. Crabbe,,124-107,,
1:56.0,D. Carroll makes free throw 2 of 2,1,125-107,,
1:39.0,,,125-107,,F. Kaminsky misses 3-pt shot from 27 ft
1:35.0,Defensive rebound by R. Hollis-Jefferson,,125-107,,
1:15.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,125-107,,
1:10.0,,,125-107,,Defensive rebound by J. Stone
1:08.0,,,125-109,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by J. Stone)
0:54.0,Q. Acy misses 3-pt shot from 25 ft,,125-109,,
0:46.0,,,125-109,,Defensive rebound by J. Stone
0:40.0,,,125-109,,Shooting foul by N. Stauskas (drawn by W. Hernangomez)
0:40.0,,,125-110,1,W. Hernangomez makes free throw 1 of 2
0:40.0,,,125-111,1,W. Hernangomez makes free throw 2 of 2
0:21.0,,,125-111,,Violation by F. Kaminsky (kicked ball)
0:19.0,R. Hollis-Jefferson misses 2-pt shot from 11 ft,,125-111,,
0:14.0,,,125-111,,Defensive rebound by T. Graham
0:00.0,,,125-111,,T. Graham misses 3-pt shot from 34 ft (block by D. Carroll)
0:00.0,Defensive rebound by D. Carroll,,125-111,,
