time,Milwaukee,pts.away,score,pts.home,Chicago
5:06.0,,,79-58,,D. Valentine enters the game for Z. LaVine
5:06.0,S. Brown enters the game for G. Antetokounmpo,,79-58,,
5:06.0,E. Bledsoe makes free throw 1 of 1,1,80-58,,
4:43.0,,,80-61,3,J. Holiday makes 3-pt shot from 22 ft (assist by J. Grant)
4:27.0,K. Middleton makes 2-pt shot from 21 ft,2,82-61,,
4:07.0,,,82-61,,J. Grant misses 2-pt shot from 1 ft
4:05.0,Defensive rebound by S. Brown,,82-61,,
3:52.0,,,82-61,,Personal foul by N. Mirotic (drawn by J. Henson)
3:52.0,J. Henson makes free throw 1 of 2,1,83-61,,
3:52.0,J. Henson makes free throw 2 of 2,1,84-61,,
3:33.0,,,84-61,,Turnover by N. Mirotic (bad pass)
3:33.0,T. Maker enters the game for T. Snell,,84-61,,
3:33.0,J. Terry enters the game for J. Henson,,84-61,,
3:14.0,T. Maker misses 3-pt shot from 21 ft,,84-61,,
3:10.0,,,84-61,,Defensive rebound by L. Markkanen
3:09.0,,,84-61,,Turnover by L. Markkanen (traveling)
3:00.0,J. Terry misses 3-pt shot from 22 ft,,84-61,,
2:56.0,,,84-61,,Defensive rebound by L. Markkanen
2:45.0,,,84-63,2,N. Mirotic makes 2-pt shot at rim (assist by D. Valentine)
2:27.0,E. Bledsoe misses 2-pt shot from 5 ft,,84-63,,
2:25.0,,,84-63,,Defensive rebound by D. Valentine
2:23.0,Personal foul by K. Middleton (drawn by L. Markkanen),,84-63,,
2:23.0,Milwaukee full timeout,,84-63,,
2:23.0,M. Dellavedova enters the game for E. Bledsoe,,84-63,,
2:05.0,,,84-66,3,J. Grant makes 3-pt shot from 25 ft (assist by D. Valentine)
1:41.0,K. Middleton misses 2-pt shot from 20 ft,,84-66,,
1:35.0,,,84-66,,Defensive rebound by N. Mirotic
1:32.0,Personal foul by S. Brown (drawn by J. Grant),,84-66,,
1:32.0,,,84-66,,B. Portis enters the game for L. Markkanen
1:32.0,G. Antetokounmpo enters the game for K. Middleton,,84-66,,
1:30.0,,,84-66,,B. Portis misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by G. Antetokounmpo,,84-66,,
1:16.0,J. Terry misses 3-pt shot from 23 ft,,84-66,,
1:12.0,Offensive rebound by T. Maker,,84-66,,
1:10.0,M. Dellavedova misses 3-pt shot from 25 ft,,84-66,,
1:08.0,,,84-66,,Defensive rebound by N. Mirotic
0:58.0,,,84-66,,Turnover by J. Grant (bad pass; steal by G. Antetokounmpo)
0:57.0,G. Antetokounmpo makes 2-pt shot at rim,2,86-66,,
0:45.0,,,86-69,3,J. Grant makes 3-pt shot from 22 ft (assist by D. Valentine)
0:28.0,T. Maker misses 2-pt shot from 14 ft,,86-69,,
0:25.0,,,86-69,,Defensive rebound by N. Mirotic
0:04.0,,,86-72,3,J. Holiday makes 3-pt shot from 22 ft (assist by J. Grant)
0:02.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Holiday),,86-72,,
0:00.0,,,86-72,,J. Holiday misses 3-pt shot from 34 ft
0:00.0,,,86-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:55.0,,,86-72,,Personal foul by D. Valentine (drawn by M. Dellavedova)
11:47.0,Shooting foul by D. Valentine (drawn by G. Antetokounmpo),,86-72,,
11:47.0,G. Antetokounmpo makes free throw 1 of 2,1,87-72,,
11:47.0,G. Antetokounmpo misses free throw 2 of 2,,87-72,,
11:44.0,,,87-72,,Defensive rebound by Z. LaVine
11:29.0,,,87-72,,Z. LaVine misses 2-pt shot from 21 ft
11:25.0,Defensive rebound by G. Antetokounmpo,,87-72,,
11:06.0,Turnover by J. Terry (bad pass; steal by Z. LaVine),,87-72,,
10:56.0,,,87-72,,D. Valentine misses 3-pt shot from 26 ft
10:49.0,,,87-72,,Offensive rebound by B. Portis
10:49.0,,,87-74,2,B. Portis makes 2-pt shot at rim
10:34.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,90-74,,
10:21.0,,,90-74,,Shooting foul by T. Maker (drawn by B. Portis)
10:21.0,,,90-74,,B. Portis misses free throw 1 of 2
10:21.0,,,90-74,,Offensive rebound by Team
10:21.0,,,90-75,1,B. Portis makes free throw 2 of 2
9:57.0,G. Antetokounmpo makes 2-pt shot from 21 ft,2,92-75,,
9:38.0,,,92-75,,B. Portis misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by G. Antetokounmpo,,92-75,,
9:23.0,J. Terry makes 3-pt shot from 23 ft (assist by S. Brown),3,95-75,,
9:11.0,,,95-75,,Turnover by D. Nwaba (step out of bounds)
9:05.0,,,95-75,,Personal foul by D. Nwaba (drawn by G. Antetokounmpo)
9:01.0,Shooting foul by Z. LaVine (drawn by G. Antetokounmpo),,95-75,,
9:01.0,G. Antetokounmpo misses free throw 1 of 2,,95-75,,
9:01.0,Offensive rebound by Team,,95-75,,
9:01.0,G. Antetokounmpo misses free throw 2 of 2,,95-75,,
8:58.0,,,95-75,,Defensive rebound by Team
8:42.0,,,95-75,,Shooting foul by T. Maker (drawn by B. Portis)
8:42.0,,,95-76,1,B. Portis makes free throw 1 of 2
8:42.0,,,95-77,1,B. Portis makes free throw 2 of 2
8:23.0,G. Antetokounmpo makes 2-pt shot from 20 ft,2,97-77,,
8:09.0,,,97-79,2,Z. LaVine makes 2-pt shot from 2 ft
8:07.0,Turnover by G. Antetokounmpo (bad pass),,97-79,,
8:00.0,Personal foul by T. Maker (drawn by B. Portis),,97-79,,
7:56.0,,,97-79,,Turnover by Z. LaVine (bad pass)
7:43.0,T. Maker misses 2-pt shot from 19 ft,,97-79,,
7:41.0,,,97-79,,Defensive rebound by D. Valentine
7:37.0,,,97-79,,B. Portis misses 2-pt shot at rim
7:37.0,,,97-79,,Offensive rebound by B. Portis
7:37.0,,,97-79,,B. Portis misses 2-pt shot at rim
7:37.0,,,97-79,,Offensive rebound by Z. LaVine
7:37.0,,,97-79,,Shooting foul by M. Dellavedova (drawn by Z. LaVine)
7:37.0,,,97-80,1,Z. LaVine makes free throw 1 of 2
7:37.0,J. Henson enters the game for T. Maker,,97-80,,
7:37.0,,,97-81,1,Z. LaVine makes free throw 2 of 2
7:26.0,S. Brown makes 2-pt shot at rim (assist by M. Dellavedova),2,99-81,,
7:06.0,,,99-81,,Turnover by D. Nwaba (lost ball; steal by J. Henson)
7:06.0,,,99-81,,Loose ball foul by D. Nwaba (drawn by J. Henson)
7:06.0,J. Henson misses free throw 1 of 2,,99-81,,
7:06.0,Offensive rebound by Team,,99-81,,
7:06.0,,,99-81,,L. Markkanen enters the game for B. Portis
7:06.0,J. Henson makes free throw 2 of 2,1,100-81,,
6:46.0,,,100-83,2,D. Valentine makes 2-pt shot from 12 ft (assist by L. Markkanen)
6:18.0,Turnover by Team (shot clock),,100-83,,
6:18.0,,,100-83,,Chicago full timeout
6:18.0,,,100-83,,J. Holiday enters the game for D. Nwaba
6:18.0,K. Middleton enters the game for J. Terry,,100-83,,
6:18.0,T. Snell enters the game for S. Brown,,100-83,,
6:07.0,,,100-85,2,Z. LaVine makes 2-pt shot from 1 ft
5:55.0,,,100-85,,Personal foul by Z. LaVine (drawn by J. Henson)
5:55.0,J. Henson misses free throw 1 of 2,,100-85,,
5:55.0,Offensive rebound by Team,,100-85,,
5:55.0,J. Henson makes free throw 2 of 2,1,101-85,,
5:37.0,,,101-85,,L. Markkanen misses 2-pt shot from 2 ft (block by J. Henson)
5:34.0,Defensive rebound by M. Dellavedova,,101-85,,
5:33.0,,,101-85,,J. Grant enters the game for Z. LaVine
5:33.0,E. Bledsoe enters the game for M. Dellavedova,,101-85,,
5:29.0,,,101-85,,Personal foul by D. Valentine (drawn by G. Antetokounmpo)
5:29.0,G. Antetokounmpo misses free throw 1 of 2,,101-85,,
5:29.0,Offensive rebound by Team,,101-85,,
5:29.0,G. Antetokounmpo misses free throw 2 of 2,,101-85,,
5:26.0,,,101-85,,Defensive rebound by N. Mirotic
5:16.0,,,101-87,2,L. Markkanen makes 2-pt shot from 1 ft
4:52.0,G. Antetokounmpo makes 2-pt shot from 12 ft (assist by K. Middleton),2,103-87,,
4:29.0,,,103-87,,J. Holiday misses 2-pt shot from 16 ft
4:25.0,Defensive rebound by J. Henson,,103-87,,
4:02.0,K. Middleton misses 3-pt shot from 23 ft,,103-87,,
3:57.0,Offensive rebound by G. Antetokounmpo,,103-87,,
3:44.0,K. Middleton misses 2-pt shot from 17 ft,,103-87,,
3:41.0,,,103-87,,Defensive rebound by J. Grant
3:28.0,Personal foul by G. Antetokounmpo (drawn by J. Grant),,103-87,,
3:28.0,,,103-87,,J. Grant misses free throw 1 of 2
