time,Philadelphia,pts.away,score,pts.home,Boston
3:34.0,T. Luwawu-Cabarrot makes 3-pt shot from 23 ft (assist by A. Johnson),3,18-21,,
3:18.0,,,18-21,,Turnover by K. Irving (bad pass; steal by A. Johnson)
3:12.0,Turnover by J. Bayless (step out of bounds),,18-21,,
2:56.0,,,18-23,2,K. Irving makes 2-pt shot from 2 ft
2:41.0,J. Bayless misses 2-pt shot from 17 ft,,18-23,,
2:38.0,,,18-23,,Defensive rebound by M. Smart
2:31.0,,,18-23,,A. Horford misses 3-pt shot from 26 ft
2:28.0,,,18-23,,Offensive rebound by J. Brown
2:28.0,,,18-23,,Boston full timeout
2:28.0,,,18-23,,T. Rozier enters the game for K. Irving
2:19.0,,,18-23,,M. Morris misses 2-pt shot from 2 ft
2:16.0,Defensive rebound by A. Johnson,,18-23,,
2:07.0,Turnover by R. Covington (traveling),,18-23,,
2:07.0,,,18-23,,S. Ojeleye enters the game for J. Brown
1:48.0,,,18-23,,Shooting foul by R. Covington (drawn by A. Horford)
1:48.0,,,18-24,1,A. Horford makes free throw 1 of 2
1:48.0,,,18-24,,A. Horford misses free throw 2 of 2
1:45.0,Defensive rebound by R. Covington,,18-24,,
1:37.0,J. Redick makes 2-pt shot from 18 ft (assist by A. Johnson),2,20-24,,
1:15.0,,,20-26,2,A. Horford makes 2-pt shot from 2 ft (assist by T. Rozier)
0:59.0,J. Redick misses 2-pt shot from 20 ft,,20-26,,
0:58.0,,,20-26,,Defensive rebound by M. Morris
0:50.0,,,20-26,,D. Theis enters the game for A. Horford
0:50.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,20-26,,
0:46.0,,,20-26,,T. Rozier misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by A. Johnson,,20-26,,
0:38.0,J. Bayless makes 2-pt shot from 1 ft,2,22-26,,
0:23.0,Personal foul by R. Covington (drawn by M. Morris),,22-26,,
0:23.0,,,22-27,1,M. Morris makes free throw 1 of 2
0:23.0,,,22-28,1,M. Morris makes free throw 2 of 2
0:07.0,,,22-28,,Personal foul by T. Rozier (drawn by J. Bayless)
0:03.0,Turnover by J. Redick (bad pass),,22-28,,
0:03.0,,,22-28,,Turnover by M. Smart (bad pass; steal by R. Covington)
0:00.0,J. Redick misses 2-pt shot from 19 ft,,22-28,,
0:00.0,Offensive rebound by Team,,22-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,22-30,2,M. Smart makes 2-pt shot from 19 ft
11:21.0,D. Saric misses 2-pt shot from 3 ft,,22-30,,
11:21.0,Offensive rebound by Team,,22-30,,
11:19.0,A. Johnson misses 3-pt shot from 25 ft,,22-30,,
11:16.0,,,22-30,,Defensive rebound by S. Ojeleye
11:05.0,,,22-30,,Turnover by M. Smart (bad pass; steal by N. Stauskas)
11:03.0,Turnover by B. Simmons (bad pass),,22-30,,
10:54.0,,,22-30,,T. Rozier misses 2-pt shot from 2 ft
10:50.0,,,22-30,,Offensive rebound by T. Rozier
10:46.0,,,22-30,,T. Rozier misses 3-pt shot from 27 ft
10:41.0,,,22-30,,Offensive rebound by S. Ojeleye
10:34.0,,,22-30,,Turnover by M. Morris (traveling)
10:12.0,D. Saric misses 2-pt shot from 2 ft,,22-30,,
10:09.0,,,22-30,,Defensive rebound by D. Theis
10:06.0,,,22-30,,Turnover by M. Smart (bad pass; steal by B. Simmons)
10:02.0,B. Simmons makes 2-pt shot from 2 ft,2,24-30,,
9:44.0,Personal foul by D. Saric (drawn by M. Morris),,24-30,,
9:44.0,R. Holmes enters the game for A. Johnson,,24-30,,
9:44.0,J. Bayless enters the game for J. Redick,,24-30,,
9:37.0,,,24-30,,Offensive foul by D. Theis (drawn by N. Stauskas)
9:37.0,,,24-30,,Turnover by D. Theis (offensive foul)
9:31.0,,,24-30,,Personal foul by M. Morris (drawn by B. Simmons)
9:21.0,J. Bayless misses 2-pt shot from 4 ft (block by D. Theis),,24-30,,
9:21.0,Offensive rebound by Team,,24-30,,
9:14.0,R. Holmes makes 2-pt shot at rim (assist by B. Simmons),2,26-30,,
8:59.0,,,26-32,2,M. Morris makes 2-pt shot from 1 ft (assist by T. Rozier)
8:50.0,D. Saric misses 2-pt shot from 3 ft (block by D. Theis),,26-32,,
8:46.0,Offensive rebound by D. Saric,,26-32,,
8:42.0,B. Simmons makes 2-pt shot from 12 ft,2,28-32,,
8:18.0,,,28-32,,M. Smart misses 2-pt shot from 4 ft
8:12.0,,,28-32,,Offensive rebound by D. Theis
8:12.0,,,28-34,2,D. Theis makes 2-pt shot at rim
8:01.0,J. Bayless misses 3-pt shot from 25 ft,,28-34,,
8:01.0,Offensive rebound by D. Saric,,28-34,,
7:53.0,D. Saric makes 2-pt shot from 2 ft,2,30-34,,
7:36.0,,,30-34,,Boston full timeout
7:36.0,,,30-34,,J. Tatum enters the game for M. Smart
7:36.0,,,30-34,,K. Irving enters the game for S. Ojeleye
7:36.0,T. Luwawu-Cabarrot enters the game for N. Stauskas,,30-34,,
7:31.0,,,30-34,,K. Irving misses 3-pt shot from 24 ft
7:26.0,,,30-34,,Offensive rebound by D. Theis
7:10.0,,,30-34,,T. Rozier misses 2-pt shot from 11 ft
7:06.0,Defensive rebound by T. Luwawu-Cabarrot,,30-34,,
7:04.0,Turnover by B. Simmons (lost ball; steal by J. Tatum),,30-34,,
7:04.0,,,30-34,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Tatum)
7:04.0,,,30-34,,J. Tatum misses free throw 1 of 2
7:04.0,,,30-34,,Offensive rebound by Team
7:04.0,,,30-35,1,J. Tatum makes free throw 2 of 2
6:53.0,D. Saric makes 2-pt shot from 1 ft (assist by B. Simmons),2,32-35,,
6:42.0,,,32-35,,M. Morris misses 3-pt shot from 26 ft
6:39.0,Defensive rebound by T. Luwawu-Cabarrot,,32-35,,
6:27.0,B. Simmons misses 2-pt shot from 3 ft,,32-35,,
6:25.0,,,32-35,,Defensive rebound by D. Theis
6:24.0,Personal foul by D. Saric (drawn by D. Theis),,32-35,,
6:24.0,,,32-35,,A. Baynes enters the game for M. Morris
6:24.0,,,32-35,,A. Horford enters the game for D. Theis
6:24.0,R. Covington enters the game for D. Saric,,32-35,,
6:05.0,,,32-38,3,K. Irving makes 3-pt shot from 24 ft
5:58.0,Turnover by B. Simmons (bad pass; steal by J. Tatum),,32-38,,
5:51.0,,,32-38,,Turnover by K. Irving (bad pass; steal by B. Simmons)
5:48.0,J. Bayless makes 2-pt shot from 1 ft (assist by B. Simmons),2,34-38,,
5:26.0,,,34-41,3,T. Rozier makes 3-pt shot from 26 ft (assist by A. Horford)
5:13.0,,,34-41,,Personal foul by T. Rozier (drawn by J. Bayless)
5:01.0,,,34-41,,Personal foul by K. Irving (drawn by J. Bayless)
4:56.0,,,34-41,,Personal foul by T. Rozier (drawn by J. Bayless)
4:56.0,,,34-41,,J. Brown enters the game for T. Rozier
4:56.0,J. Redick enters the game for B. Simmons,,34-41,,
4:48.0,R. Covington misses 3-pt shot from 23 ft,,34-41,,
4:44.0,,,34-41,,Defensive rebound by K. Irving
4:27.0,,,34-41,,J. Tatum misses 2-pt shot from 3 ft
4:27.0,Defensive rebound by R. Holmes,,34-41,,
4:17.0,J. Redick misses 3-pt shot from 25 ft,,34-41,,
4:17.0,,,34-41,,Defensive rebound by A. Horford
4:16.0,Loose ball foul by R. Covington (drawn by A. Horford),,34-41,,
4:16.0,,,34-41,,M. Smart enters the game for A. Baynes
4:16.0,D. Saric enters the game for R. Covington,,34-41,,
4:05.0,,,34-41,,K. Irving misses 2-pt shot from 5 ft
4:03.0,,,34-41,,Offensive rebound by K. Irving
4:03.0,,,34-41,,K. Irving misses 2-pt shot at rim
4:02.0,Defensive rebound by Team,,34-41,,
3:50.0,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft (assist by J. Bayless),2,36-41,,
3:31.0,,,36-41,,J. Tatum misses 3-pt shot from 26 ft
3:29.0,Defensive rebound by R. Holmes,,36-41,,
3:18.0,Shooting foul by A. Horford (drawn by D. Saric),,36-41,,
3:18.0,D. Saric makes free throw 1 of 2,1,37-41,,
3:18.0,D. Saric makes free throw 2 of 2,1,38-41,,
3:03.0,,,38-43,2,J. Tatum makes 2-pt shot from 3 ft (assist by A. Horford)
3:03.0,,,38-43,,Shooting foul by D. Saric (drawn by J. Tatum)
3:03.0,,,38-43,,J. Tatum misses free throw 1 of 1
3:00.0,Defensive rebound by D. Saric,,38-43,,
2:47.0,Philadelphia full timeout,,38-43,,
2:47.0,,,38-43,,M. Morris enters the game for J. Tatum
2:47.0,B. Simmons enters the game for J. Bayless,,38-43,,
2:45.0,Jump ball: M. Smart vs. D. Saric,,,,Jump ball: M. Smart vs. D. Saric
2:45.0,J. Bayless enters the game for D. Saric,,38-43,,
2:43.0,J. Redick misses 2-pt shot from 17 ft,,38-43,,
2:40.0,,,38-43,,Defensive rebound by K. Irving
2:28.0,,,38-43,,Turnover by M. Smart (bad pass; steal by B. Simmons)
2:22.0,Turnover by B. Simmons (lost ball; steal by J. Brown),,38-43,,
2:18.0,,,38-43,,M. Morris misses 2-pt shot from 4 ft
2:15.0,Defensive rebound by J. Bayless,,38-43,,
2:12.0,J. Redick makes 3-pt shot from 24 ft (assist by J. Bayless),3,41-43,,
1:57.0,,,41-43,,K. Irving misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by R. Holmes,,41-43,,
1:46.0,J. Redick misses 2-pt shot from 18 ft,,41-43,,
1:46.0,,,41-43,,Defensive rebound by A. Horford
1:35.0,,,41-45,2,K. Irving makes 2-pt shot from 8 ft
1:35.0,,,41-45,,Shooting foul by J. Bayless (drawn by K. Irving)
1:35.0,,,41-45,,J. Tatum enters the game for J. Brown
1:35.0,,,41-46,1,K. Irving makes free throw 1 of 1
1:26.0,B. Simmons misses 2-pt shot from 8 ft,,41-46,,
1:23.0,,,41-46,,Defensive rebound by A. Horford
1:19.0,,,41-49,3,K. Irving makes 3-pt shot from 26 ft
0:54.0,J. Bayless misses 3-pt shot from 25 ft,,41-49,,
0:51.0,,,41-49,,Defensive rebound by A. Horford
0:42.0,,,41-51,2,A. Horford makes 2-pt shot from 2 ft (assist by M. Smart)
0:32.0,R. Holmes makes 3-pt shot from 24 ft (assist by J. Bayless),3,44-51,,
0:13.0,,,44-54,3,J. Tatum makes 3-pt shot from 27 ft (assist by M. Smart)
0:01.0,J. Bayless misses 2-pt shot from 1 ft (block by A. Horford),,44-54,,
0:01.0,,,44-54,,Defensive rebound by M. Morris
0:00.0,,,44-54,,M. Morris misses 3-pt shot from 76 ft
0:00.0,,,44-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,44-54,,A. Horford misses 2-pt shot from 17 ft
11:34.0,Defensive rebound by J. Redick,,44-54,,
11:10.0,D. Saric misses 2-pt shot from 8 ft (block by A. Baynes),,44-54,,
11:08.0,,,44-54,,Defensive rebound by A. Horford
10:58.0,,,44-54,,Shooting foul by A. Johnson (drawn by A. Baynes)
10:58.0,,,44-55,1,A. Baynes makes free throw 1 of 2
10:58.0,,,44-56,1,A. Baynes makes free throw 2 of 2
10:47.0,J. Redick makes 3-pt shot from 22 ft (assist by R. Covington),3,47-56,,
10:37.0,,,47-58,2,K. Irving makes 2-pt shot from 2 ft
10:18.0,Shooting foul by A. Horford (drawn by J. Redick),,47-58,,
10:18.0,J. Redick makes free throw 1 of 3,1,48-58,,
10:18.0,J. Redick makes free throw 2 of 3,1,49-58,,
10:18.0,J. Redick makes free throw 3 of 3,1,50-58,,
10:08.0,Personal foul by A. Johnson (drawn by A. Baynes),,50-58,,
10:00.0,,,50-60,2,K. Irving makes 2-pt shot at rim (assist by J. Tatum)
9:49.0,J. Redick makes 3-pt shot from 27 ft (assist by D. Saric),3,53-60,,
9:48.0,,,53-60,,Boston full timeout
9:37.0,,,53-60,,A. Horford misses 2-pt shot from 4 ft
9:34.0,Defensive rebound by D. Saric,,53-60,,
9:26.0,D. Saric makes 3-pt shot from 26 ft (assist by B. Simmons),3,56-60,,
9:10.0,,,56-60,,Turnover by J. Brown (out of bounds lost ball)
9:00.0,J. Redick misses 2-pt shot from 19 ft,,56-60,,
8:55.0,Offensive rebound by D. Saric,,56-60,,
8:52.0,R. Covington misses 3-pt shot from 23 ft,,56-60,,
8:52.0,,,56-60,,Defensive rebound by K. Irving
8:47.0,,,56-60,,M. Smart enters the game for J. Tatum
8:42.0,Jump ball: K. Irving vs. J. Redick (M. Smart gains possession),,,,Jump ball: K. Irving vs. J. Redick (M. Smart gains possession)
8:35.0,,,56-60,,K. Irving misses 2-pt shot from 11 ft
8:33.0,Defensive rebound by A. Johnson,,56-60,,
8:25.0,A. Johnson misses 2-pt shot from 8 ft (block by A. Baynes),,56-60,,
8:25.0,,,56-60,,Defensive rebound by A. Horford
8:01.0,,,56-60,,Turnover by J. Brown (bad pass; steal by B. Simmons)
7:57.0,Shooting foul by M. Smart (drawn by D. Saric),,56-60,,
7:57.0,D. Saric misses free throw 1 of 2,,56-60,,
7:57.0,Offensive rebound by Team,,56-60,,
7:57.0,D. Saric misses free throw 2 of 2,,56-60,,
7:55.0,,,56-60,,Defensive rebound by J. Brown
7:45.0,,,56-60,,M. Smart misses 3-pt shot from 25 ft
7:41.0,Defensive rebound by R. Covington,,56-60,,
7:31.0,Turnover by A. Johnson (lost ball; steal by A. Baynes),,56-60,,
7:25.0,,,56-60,,M. Smart misses 3-pt shot from 22 ft
7:23.0,Defensive rebound by D. Saric,,56-60,,
7:14.0,D. Saric misses 3-pt shot from 26 ft,,56-60,,
7:11.0,,,56-60,,Defensive rebound by A. Horford
6:57.0,,,56-63,3,K. Irving makes 3-pt shot from 24 ft (assist by J. Brown)
6:36.0,,,56-63,,Personal foul by J. Brown (drawn by D. Saric)
6:36.0,,,56-63,,M. Morris enters the game for A. Baynes
6:36.0,J. Bayless enters the game for A. Johnson,,56-63,,
6:36.0,R. Holmes enters the game for J. Redick,,56-63,,
6:25.0,R. Covington makes 3-pt shot from 27 ft (assist by D. Saric),3,59-63,,
6:06.0,,,59-65,2,A. Horford makes 2-pt shot from 8 ft
5:49.0,B. Simmons misses 2-pt shot from 11 ft,,59-65,,
5:46.0,Offensive rebound by R. Holmes,,59-65,,
5:46.0,R. Holmes makes 2-pt shot from 2 ft,2,61-65,,
5:28.0,,,61-65,,K. Irving misses 3-pt shot from 25 ft
5:25.0,Defensive rebound by R. Covington,,61-65,,
5:24.0,,,61-65,,Personal foul by J. Brown (drawn by J. Bayless)
5:24.0,T. Luwawu-Cabarrot enters the game for D. Saric,,61-65,,
5:15.0,R. Covington misses 2-pt shot from 2 ft (block by A. Horford),,61-65,,
5:12.0,Offensive rebound by R. Holmes,,61-65,,
5:07.0,Offensive charge foul by R. Covington (drawn by J. Brown),,61-65,,
5:07.0,Turnover by R. Covington (offensive foul),,61-65,,
5:07.0,D. Saric enters the game for R. Covington,,61-65,,
4:53.0,Def 3 sec tech foul by T. Luwawu-Cabarrot,,61-65,,
4:53.0,,,61-65,,K. Irving misses technical free throw
4:53.0,,,61-65,,Offensive rebound by Team
4:40.0,,,61-65,,J. Brown misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by J. Bayless,,61-65,,
4:24.0,R. Holmes misses 2-pt shot from 2 ft,,61-65,,
4:23.0,Offensive rebound by R. Holmes,,61-65,,
4:22.0,R. Holmes makes 2-pt shot at rim,2,63-65,,
4:05.0,,,63-65,,J. Brown misses 3-pt shot from 23 ft
4:05.0,Defensive rebound by T. Luwawu-Cabarrot,,63-65,,
3:56.0,T. Luwawu-Cabarrot makes 3-pt shot from 27 ft (assist by D. Saric),3,66-65,,
3:42.0,,,66-65,,M. Morris misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by T. Luwawu-Cabarrot,,66-65,,
3:37.0,Shooting foul by M. Morris (drawn by D. Saric),,66-65,,
3:37.0,D. Saric misses free throw 1 of 2,,66-65,,
3:37.0,Offensive rebound by Team,,66-65,,
3:37.0,,,66-65,,T. Rozier enters the game for J. Brown
3:37.0,,,66-65,,S. Ojeleye enters the game for K. Irving
3:37.0,D. Saric makes free throw 2 of 2,1,67-65,,
3:14.0,,,67-67,2,M. Morris makes 2-pt shot from 9 ft (assist by M. Smart)
3:12.0,Philadelphia full timeout,,67-67,,
2:59.0,Turnover by B. Simmons (bad pass; steal by M. Morris),,67-67,,
2:51.0,Personal foul by J. Bayless (drawn by T. Rozier),,67-67,,
2:38.0,,,67-69,2,M. Morris makes 2-pt shot from 12 ft
2:24.0,T. Luwawu-Cabarrot misses 3-pt shot from 28 ft,,67-69,,
2:18.0,,,67-69,,Defensive rebound by T. Rozier
2:10.0,,,67-71,2,M. Morris makes 2-pt shot at rim (assist by A. Horford)
1:56.0,B. Simmons misses 2-pt shot from 10 ft,,67-71,,
1:53.0,,,67-71,,Defensive rebound by S. Ojeleye
1:48.0,,,67-74,3,T. Rozier makes 3-pt shot from 25 ft (assist by M. Smart)
1:20.0,J. Bayless makes 3-pt shot from 26 ft (assist by D. Saric),3,70-74,,
1:01.0,,,70-76,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart)
0:48.0,Turnover by J. Bayless (bad pass),,70-76,,
0:48.0,,,70-76,,D. Theis enters the game for A. Horford
0:48.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,70-76,,
0:33.0,,,70-76,,M. Smart misses 2-pt shot from 14 ft
0:30.0,Defensive rebound by D. Saric,,70-76,,
0:24.0,Shooting foul by M. Smart (drawn by B. Simmons),,70-76,,
0:24.0,B. Simmons makes free throw 1 of 2,1,71-76,,
0:24.0,,,71-76,,K. Irving enters the game for S. Ojeleye
0:24.0,B. Simmons misses free throw 2 of 2,,71-76,,
0:21.0,Offensive rebound by B. Simmons,,71-76,,
0:19.0,B. Simmons misses 2-pt shot from 3 ft (block by D. Theis),,71-76,,
0:17.0,Offensive rebound by J. Bayless,,71-76,,
0:15.0,Turnover by J. Bayless (bad pass),,71-76,,
0:15.0,,,71-76,,S. Ojeleye enters the game for M. Smart
0:01.0,,,71-76,,T. Rozier misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by R. Holmes,,71-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,J. Redick misses 2-pt shot from 20 ft,,71-76,,
11:38.0,,,71-76,,Defensive rebound by D. Theis
11:21.0,,,71-78,2,J. Tatum makes 2-pt shot from 18 ft (assist by M. Morris)
11:05.0,A. Johnson makes 2-pt shot from 1 ft (assist by J. Redick),2,73-78,,
11:05.0,Shooting foul by M. Morris (drawn by A. Johnson),,73-78,,
11:05.0,A. Johnson misses free throw 1 of 1,,73-78,,
11:03.0,,,73-78,,Defensive rebound by D. Theis
10:48.0,,,73-78,,Boston full timeout
10:41.0,,,73-78,,J. Tatum misses 2-pt shot from 1 ft
10:39.0,Defensive rebound by J. Redick,,73-78,,
10:23.0,J. Redick misses 2-pt shot from 20 ft,,73-78,,
10:16.0,Offensive rebound by B. Simmons,,73-78,,
10:16.0,B. Simmons makes 2-pt shot at rim,2,75-78,,
9:58.0,,,75-78,,S. Ojeleye misses 2-pt shot from 8 ft
9:58.0,Defensive rebound by B. Simmons,,75-78,,
9:51.0,,,75-78,,M. Smart enters the game for S. Ojeleye
9:51.0,J. Bayless enters the game for B. Simmons,,75-78,,
9:39.0,R. Covington misses 3-pt shot from 26 ft,,75-78,,
9:36.0,,,75-78,,Defensive rebound by D. Theis
9:24.0,,,75-80,2,M. Morris makes 2-pt shot from 1 ft (assist by M. Smart)
9:24.0,,,75-80,,Shooting foul by N. Stauskas (drawn by M. Morris)
9:24.0,,,75-81,1,M. Morris makes free throw 1 of 1
9:24.0,Philadelphia full timeout,,75-81,,
9:12.0,Turnover by R. Covington (bad pass; steal by M. Smart),,75-81,,
9:11.0,,,75-81,,Turnover by M. Smart (bad pass; steal by A. Johnson)
9:08.0,J. Bayless makes 3-pt shot from 26 ft (assist by A. Johnson),3,78-81,,
8:52.0,,,78-81,,D. Theis misses 3-pt shot from 25 ft
8:48.0,Defensive rebound by R. Covington,,78-81,,
8:37.0,R. Covington misses 3-pt shot from 28 ft,,78-81,,
8:37.0,,,78-81,,Defensive rebound by J. Tatum
8:19.0,Personal foul by J. Bayless (drawn by T. Rozier),,78-81,,
8:19.0,D. Saric enters the game for N. Stauskas,,78-81,,
8:19.0,B. Simmons enters the game for J. Redick,,78-81,,
8:10.0,,,78-83,2,M. Morris makes 2-pt shot from 18 ft (assist by J. Tatum)
7:52.0,D. Saric misses 3-pt shot from 28 ft,,78-83,,
7:49.0,,,78-83,,Defensive rebound by D. Theis
7:33.0,,,78-85,2,J. Tatum makes 2-pt shot from 1 ft
7:19.0,Turnover by D. Saric (bad pass; steal by D. Theis),,78-85,,
7:05.0,,,78-85,,Shooting foul by A. Johnson (drawn by M. Morris)
7:05.0,,,78-86,1,M. Morris makes free throw 1 of 2
7:05.0,,,78-87,1,M. Morris makes free throw 2 of 2
6:44.0,Turnover by J. Bayless (bad pass),,78-87,,
6:36.0,,,78-87,,Turnover by M. Smart (bad pass; steal by A. Johnson)
6:35.0,Shooting foul by D. Theis (drawn by A. Johnson),,78-87,,
6:35.0,A. Johnson makes free throw 2 of 2,1,79-87,,
6:35.0,A. Johnson misses free throw 1 of 2,,79-87,,
6:35.0,Offensive rebound by Team,,79-87,,
6:35.0,,,79-87,,K. Irving enters the game for T. Rozier
6:21.0,,,79-90,3,K. Irving makes 3-pt shot from 24 ft (assist by M. Morris)
6:19.0,Philadelphia full timeout,,79-90,,
6:19.0,J. Redick enters the game for A. Johnson,,79-90,,
6:05.0,R. Covington makes 3-pt shot from 27 ft (assist by J. Redick),3,82-90,,
5:44.0,,,82-90,,J. Tatum misses 2-pt shot from 4 ft
5:41.0,Defensive rebound by D. Saric,,82-90,,
5:38.0,D. Saric misses 3-pt shot from 27 ft,,82-90,,
5:34.0,,,82-90,,Defensive rebound by M. Morris
5:29.0,,,82-92,2,D. Theis makes 2-pt shot from 1 ft (assist by M. Morris)
5:16.0,Turnover by J. Redick (bad pass),,82-92,,
5:16.0,,,82-92,,A. Horford enters the game for D. Theis
4:55.0,,,82-95,3,A. Horford makes 3-pt shot from 26 ft (assist by K. Irving)
4:55.0,Philadelphia full timeout,,82-95,,
4:55.0,,,82-95,,S. Ojeleye enters the game for M. Morris
