time,Milwaukee,pts.away,score,pts.home,Boston
6:24.0,,,12-10,,A. Baynes misses 2-pt shot from 1 ft (block by J. Henson)
6:22.0,Defensive rebound by J. Henson,,12-10,,
6:18.0,Turnover by E. Bledsoe (lost ball; steal by T. Rozier),,12-10,,
6:11.0,,,12-10,,Boston full timeout
5:58.0,,,12-10,,Turnover by J. Tatum (out of bounds lost ball)
5:37.0,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton),2,14-10,,
5:10.0,,,14-12,2,J. Tatum makes 2-pt shot from 13 ft
4:48.0,Turnover by E. Bledsoe (bad pass; steal by J. Tatum),,14-12,,
4:43.0,,,14-12,,J. Brown misses 2-pt shot from 1 ft
4:42.0,,,14-12,,Offensive rebound by A. Horford
4:42.0,,,14-14,2,A. Horford makes 2-pt shot at rim
4:18.0,K. Middleton makes 3-pt shot from 22 ft (assist by E. Bledsoe),3,17-14,,
3:56.0,,,17-16,2,J. Tatum makes 2-pt shot from 2 ft
3:47.0,,,17-16,,Personal foul by A. Baynes (drawn by K. Middleton)
3:47.0,,,17-16,,S. Larkin enters the game for J. Tatum
3:47.0,,,17-16,,M. Morris enters the game for A. Baynes
3:47.0,M. Brogdon enters the game for G. Antetokounmpo,,17-16,,
3:47.0,J. Parker enters the game for T. Snell,,17-16,,
3:42.0,M. Brogdon misses 3-pt shot from 27 ft,,17-16,,
3:40.0,,,17-16,,Defensive rebound by M. Morris
3:24.0,,,17-16,,M. Morris misses 2-pt shot from 11 ft
3:20.0,Defensive rebound by J. Henson,,17-16,,
3:07.0,Offensive foul by J. Henson (drawn by S. Larkin),,17-16,,
3:07.0,Turnover by J. Henson (offensive foul),,17-16,,
3:07.0,J. Terry enters the game for E. Bledsoe,,17-16,,
2:54.0,,,17-18,2,A. Horford makes 2-pt shot from 18 ft (assist by S. Larkin)
2:30.0,M. Brogdon misses 2-pt shot from 22 ft,,17-18,,
2:28.0,,,17-18,,Defensive rebound by M. Morris
2:16.0,,,17-18,,M. Morris misses 2-pt shot from 7 ft
2:11.0,,,17-18,,Offensive rebound by T. Rozier
2:06.0,,,17-20,2,J. Brown makes 2-pt shot from 2 ft
2:06.0,Milwaukee full timeout,,17-20,,
2:06.0,,,17-20,,J. Tatum enters the game for T. Rozier
2:06.0,,,17-20,,G. Monroe enters the game for A. Horford
2:06.0,T. Zeller enters the game for J. Henson,,17-20,,
2:00.0,,,17-20,,Personal foul by S. Larkin (drawn by M. Brogdon)
1:50.0,K. Middleton misses 2-pt shot from 18 ft,,17-20,,
1:48.0,Offensive rebound by Team,,17-20,,
1:38.0,Turnover by K. Middleton (bad pass; steal by J. Brown),,17-20,,
1:20.0,,,17-20,,J. Brown misses 2-pt shot from 12 ft
1:19.0,,,17-20,,Offensive rebound by G. Monroe
1:18.0,,,17-20,,Shooting foul by T. Zeller (drawn by G. Monroe)
1:18.0,,,17-21,1,G. Monroe makes free throw 1 of 2
1:18.0,G. Antetokounmpo enters the game for K. Middleton,,17-21,,
1:18.0,,,17-21,,G. Monroe misses free throw 2 of 2
1:18.0,Defensive rebound by G. Antetokounmpo,,17-21,,
1:06.0,Turnover by J. Parker (bad pass; steal by S. Larkin),,17-21,,
1:02.0,,,17-23,2,J. Brown makes 2-pt shot from 1 ft (assist by S. Larkin)
0:46.0,J. Parker misses 2-pt shot from 19 ft,,17-23,,
0:43.0,,,17-23,,Defensive rebound by M. Morris
0:25.0,,,17-25,2,S. Larkin makes 2-pt shot from 1 ft
0:17.0,Turnover by G. Antetokounmpo (traveling),,17-25,,
0:04.0,,,17-28,3,M. Morris makes 3-pt shot from 24 ft (assist by J. Brown)
0:04.0,,,17-28,,Shooting foul by G. Antetokounmpo (drawn by M. Morris)
0:04.0,,,17-28,,S. Ojeleye enters the game for G. Monroe
0:04.0,,,17-29,1,M. Morris makes free throw 1 of 1
0:00.0,G. Antetokounmpo misses 2-pt shot from 4 ft,,17-29,,
0:00.0,Offensive rebound by Team,,17-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,17-29,,
11:52.0,G. Antetokounmpo makes free throw 1 of 2,1,18-29,,
11:52.0,G. Antetokounmpo misses free throw 2 of 2,,18-29,,
11:52.0,,,18-29,,Defensive rebound by G. Monroe
11:38.0,,,18-29,,M. Morris misses 2-pt shot from 14 ft
11:33.0,Defensive rebound by T. Snell,,18-29,,
11:24.0,Offensive charge foul by T. Snell (drawn by G. Monroe),,18-29,,
11:24.0,Turnover by T. Snell (offensive foul),,18-29,,
11:24.0,K. Middleton enters the game for T. Snell,,18-29,,
11:11.0,,,18-29,,Turnover by S. Larkin (bad pass; steal by M. Brogdon)
11:07.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by M. Brogdon),2,20-29,,
10:52.0,,,20-29,,Turnover by S. Larkin (bad pass)
10:43.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,22-29,,
10:23.0,,,22-31,2,M. Morris makes 2-pt shot from 23 ft (assist by S. Ojeleye)
10:09.0,M. Brogdon misses 2-pt shot from 16 ft,,22-31,,
10:06.0,,,22-31,,Defensive rebound by G. Monroe
9:53.0,,,22-31,,Turnover by S. Larkin (bad pass; steal by J. Terry)
9:50.0,J. Terry makes 3-pt shot from 27 ft (assist by M. Brogdon),3,25-31,,
9:39.0,,,25-31,,Turnover by M. Morris (bad pass; steal by T. Zeller)
9:38.0,T. Zeller makes 2-pt shot from 2 ft,2,27-31,,
9:38.0,,,27-31,,Boston full timeout
9:38.0,,,27-31,,T. Rozier enters the game for S. Larkin
9:38.0,,,27-31,,A. Horford enters the game for G. Monroe
9:38.0,J. Henson enters the game for T. Zeller,,27-31,,
9:17.0,,,27-31,,J. Tatum misses 2-pt shot from 15 ft
9:14.0,Defensive rebound by G. Antetokounmpo,,27-31,,
9:02.0,G. Antetokounmpo makes 2-pt shot from 6 ft,2,29-31,,
8:43.0,,,29-31,,M. Morris misses 2-pt shot from 15 ft (block by J. Henson)
8:40.0,Defensive rebound by K. Middleton,,29-31,,
8:40.0,G. Antetokounmpo makes 2-pt shot from 5 ft (assist by K. Middleton),2,31-31,,
8:40.0,Shooting foul by S. Ojeleye (drawn by G. Antetokounmpo),,31-31,,
8:40.0,E. Bledsoe enters the game for J. Terry,,31-31,,
8:40.0,G. Antetokounmpo makes free throw 1 of 1,1,32-31,,
8:29.0,,,32-31,,Shooting foul by J. Henson (drawn by A. Horford)
8:29.0,,,32-32,1,A. Horford makes free throw 1 of 2
8:29.0,,,32-33,1,A. Horford makes free throw 2 of 2
8:11.0,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe),2,34-33,,
7:59.0,,,34-33,,T. Rozier misses 2-pt shot from 20 ft
7:54.0,Defensive rebound by M. Brogdon,,34-33,,
7:47.0,E. Bledsoe misses 3-pt shot from 23 ft,,34-33,,
7:42.0,,,34-33,,Defensive rebound by A. Horford
7:24.0,,,34-33,,J. Tatum misses 2-pt shot from 20 ft
7:21.0,Defensive rebound by G. Antetokounmpo,,34-33,,
7:12.0,K. Middleton makes 2-pt shot from 8 ft,2,36-33,,
6:53.0,,,36-33,,M. Morris misses 2-pt shot from 14 ft
6:50.0,Defensive rebound by E. Bledsoe,,36-33,,
6:48.0,Turnover by E. Bledsoe (bad pass; steal by J. Tatum),,36-33,,
6:47.0,Personal foul by E. Bledsoe (drawn by J. Tatum),,36-33,,
6:47.0,,,36-33,,J. Brown enters the game for J. Tatum
6:47.0,,,36-33,,A. Baynes enters the game for S. Ojeleye
6:47.0,J. Parker enters the game for G. Antetokounmpo,,36-33,,
6:29.0,,,36-33,,J. Brown misses 2-pt shot from 10 ft
6:24.0,Defensive rebound by E. Bledsoe,,36-33,,
6:23.0,E. Bledsoe makes 2-pt shot from 2 ft,2,38-33,,
6:10.0,,,38-33,,M. Morris misses 3-pt shot from 23 ft
6:05.0,Defensive rebound by M. Brogdon,,38-33,,
6:02.0,K. Middleton makes 3-pt shot from 22 ft (assist by M. Brogdon),3,41-33,,
5:47.0,,,41-33,,T. Rozier misses 3-pt shot from 23 ft
5:44.0,Defensive rebound by J. Parker,,41-33,,
5:37.0,M. Brogdon misses 3-pt shot from 22 ft,,41-33,,
5:32.0,,,41-33,,Defensive rebound by A. Horford
5:29.0,Personal foul by M. Brogdon (drawn by T. Rozier),,41-33,,
5:29.0,,,41-33,,S. Larkin enters the game for A. Baynes
5:29.0,T. Snell enters the game for M. Brogdon,,41-33,,
5:12.0,,,41-33,,J. Brown misses 2-pt shot from 5 ft (block by J. Henson)
5:12.0,,,41-33,,Offensive rebound by Team
5:07.0,,,41-33,,S. Larkin misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by J. Parker,,41-33,,
4:57.0,J. Parker misses 2-pt shot from 2 ft (block by A. Horford),,41-33,,
4:53.0,,,41-33,,Defensive rebound by M. Morris
4:48.0,Personal foul by K. Middleton (drawn by A. Horford),,41-33,,
4:48.0,,,41-33,,J. Tatum enters the game for M. Morris
4:35.0,,,41-33,,T. Rozier misses 2-pt shot from 8 ft
4:33.0,Defensive rebound by J. Parker,,41-33,,
4:21.0,J. Parker makes 2-pt shot at rim (assist by J. Henson),2,43-33,,
4:09.0,G. Antetokounmpo enters the game for K. Middleton,,43-33,,
4:00.0,,,43-36,3,J. Brown makes 3-pt shot from 24 ft
3:44.0,E. Bledsoe misses 2-pt shot from 22 ft,,43-36,,
3:42.0,,,43-36,,Defensive rebound by J. Tatum
3:33.0,,,43-36,,J. Tatum misses 2-pt shot from 4 ft (block by J. Henson)
3:33.0,,,43-36,,Offensive rebound by Team
3:33.0,,,43-36,,Turnover by S. Larkin (bad pass)
3:33.0,,,43-36,,M. Morris enters the game for S. Larkin
3:22.0,G. Antetokounmpo misses 2-pt shot from 13 ft,,43-36,,
3:19.0,,,43-36,,Defensive rebound by J. Tatum
3:11.0,,,43-36,,M. Morris misses 3-pt shot from 23 ft
3:09.0,Defensive rebound by E. Bledsoe,,43-36,,
3:03.0,,,43-36,,Personal foul by M. Morris (drawn by G. Antetokounmpo)
2:56.0,J. Parker misses 2-pt shot from 2 ft (block by A. Horford),,43-36,,
2:53.0,,,43-36,,Defensive rebound by J. Brown
2:53.0,Personal foul by J. Parker (drawn by M. Morris),,43-36,,
2:53.0,Milwaukee full timeout,,43-36,,
2:53.0,K. Middleton enters the game for J. Parker,,43-36,,
2:53.0,,,43-37,1,M. Morris makes free throw 1 of 2
2:53.0,,,43-38,1,M. Morris makes free throw 2 of 2
2:38.0,E. Bledsoe misses 2-pt shot from 14 ft,,43-38,,
2:35.0,,,43-38,,Defensive rebound by A. Horford
2:17.0,,,43-38,,T. Rozier misses 3-pt shot from 24 ft
2:16.0,Defensive rebound by Team,,43-38,,
2:06.0,K. Middleton misses 2-pt shot from 13 ft,,43-38,,
2:04.0,Offensive rebound by K. Middleton,,43-38,,
1:58.0,K. Middleton makes 2-pt shot from 1 ft,2,45-38,,
1:37.0,,,45-40,2,T. Rozier makes 2-pt shot from 1 ft (assist by J. Brown)
1:12.0,Shooting foul by J. Brown (drawn by K. Middleton),,45-40,,
1:12.0,K. Middleton makes free throw 1 of 2,1,46-40,,
1:12.0,M. Brogdon enters the game for E. Bledsoe,,46-40,,
1:12.0,K. Middleton makes free throw 2 of 2,1,47-40,,
0:56.0,,,47-40,,J. Tatum misses 3-pt shot from 22 ft
0:54.0,Defensive rebound by J. Henson,,47-40,,
0:37.0,J. Henson misses 2-pt shot from 17 ft,,47-40,,
0:34.0,,,47-40,,Defensive rebound by J. Tatum
0:31.0,,,47-40,,Shooting foul by K. Middleton (drawn by J. Tatum)
0:31.0,,,47-41,1,J. Tatum makes free throw 1 of 2
0:31.0,,,47-42,1,J. Tatum makes free throw 2 of 2
0:12.0,K. Middleton misses 3-pt shot from 25 ft (block by A. Horford),,47-42,,
0:10.0,,,47-42,,Defensive rebound by A. Horford
0:06.0,,,47-44,2,T. Rozier makes 2-pt shot from 1 ft (assist by J. Tatum)
0:01.0,G. Antetokounmpo misses 3-pt shot from 27 ft,,47-44,,
0:01.0,Offensive rebound by Team,,47-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,G. Antetokounmpo misses 2-pt shot from 8 ft,,47-44,,
11:44.0,,,47-44,,Defensive rebound by A. Baynes
11:25.0,,,47-47,3,T. Rozier makes 3-pt shot from 25 ft
11:08.0,T. Snell makes 2-pt shot from 19 ft (assist by E. Bledsoe),2,49-47,,
10:49.0,,,49-47,,J. Tatum misses 2-pt shot from 1 ft
10:46.0,Defensive rebound by G. Antetokounmpo,,49-47,,
10:33.0,E. Bledsoe misses 3-pt shot from 27 ft,,49-47,,
10:30.0,,,49-47,,Defensive rebound by J. Tatum
10:27.0,Personal foul by E. Bledsoe (drawn by T. Rozier),,49-47,,
10:14.0,,,49-49,2,A. Horford makes 2-pt shot from 19 ft
9:57.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,49-49,,
9:56.0,,,49-49,,Defensive rebound by A. Baynes
9:49.0,,,49-49,,T. Rozier misses 3-pt shot from 26 ft
9:48.0,Defensive rebound by T. Snell,,49-49,,
9:42.0,E. Bledsoe misses 2-pt shot from 1 ft,,49-49,,
9:41.0,Offensive rebound by J. Henson,,49-49,,
9:41.0,J. Henson misses 2-pt shot at rim,,49-49,,
9:40.0,,,49-49,,Defensive rebound by A. Horford
9:33.0,,,49-49,,T. Rozier misses 2-pt shot from 2 ft (block by J. Henson)
9:33.0,Defensive rebound by G. Antetokounmpo,,49-49,,
9:18.0,Turnover by J. Henson (out of bounds lost ball),,49-49,,
8:57.0,,,49-51,2,J. Brown makes 2-pt shot from 2 ft (assist by A. Horford)
8:43.0,Offensive foul by K. Middleton (drawn by J. Brown),,49-51,,
8:43.0,Turnover by K. Middleton (offensive foul),,49-51,,
8:30.0,,,49-51,,J. Tatum misses 3-pt shot from 26 ft
8:29.0,,,49-51,,Offensive rebound by A. Horford
8:24.0,,,49-51,,Turnover by J. Brown (turnover)
8:11.0,E. Bledsoe makes 2-pt shot from 1 ft,2,51-51,,
7:48.0,Personal foul by G. Antetokounmpo (drawn by A. Horford),,51-51,,
7:37.0,,,51-51,,A. Baynes misses 2-pt shot from 3 ft (block by T. Snell)
7:37.0,,,51-51,,Offensive rebound by Team
7:34.0,,,51-51,,T. Rozier misses 3-pt shot from 23 ft
7:31.0,Defensive rebound by K. Middleton,,51-51,,
7:25.0,J. Henson misses 2-pt shot from 7 ft,,51-51,,
7:25.0,,,51-51,,Defensive rebound by A. Horford
7:18.0,,,51-51,,A. Horford misses 2-pt shot from 2 ft
7:15.0,Defensive rebound by G. Antetokounmpo,,51-51,,
7:13.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by J. Brown),,51-51,,
7:13.0,Offensive rebound by Team,,51-51,,
7:04.0,K. Middleton misses 2-pt shot from 9 ft,,51-51,,
7:02.0,,,51-51,,Defensive rebound by J. Brown
7:01.0,Personal foul by T. Snell (drawn by J. Brown),,51-51,,
7:01.0,,,51-51,,Boston full timeout
7:01.0,,,51-51,,M. Morris enters the game for A. Baynes
7:01.0,M. Brogdon enters the game for E. Bledsoe,,51-51,,
6:53.0,,,51-51,,J. Tatum misses 2-pt shot from 5 ft
6:51.0,Defensive rebound by K. Middleton,,51-51,,
6:42.0,K. Middleton makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,54-51,,
6:31.0,,,54-51,,Offensive foul by M. Morris (drawn by K. Middleton)
6:31.0,,,54-51,,Turnover by M. Morris (offensive foul)
6:19.0,M. Brogdon makes 2-pt shot from 4 ft (assist by G. Antetokounmpo),2,56-51,,
6:01.0,,,56-54,3,M. Morris makes 3-pt shot from 22 ft (assist by T. Rozier)
5:47.0,Turnover by K. Middleton (bad pass),,56-54,,
5:34.0,,,56-56,2,J. Brown makes 2-pt shot from 1 ft (assist by A. Horford)
5:14.0,G. Antetokounmpo misses 2-pt shot from 12 ft,,56-56,,
5:11.0,,,56-56,,Defensive rebound by M. Morris
4:48.0,,,56-58,2,M. Morris makes 2-pt shot from 2 ft
4:40.0,K. Middleton misses 2-pt shot from 4 ft,,56-58,,
4:38.0,,,56-58,,Defensive rebound by A. Horford
4:31.0,,,56-61,3,J. Brown makes 3-pt shot from 26 ft
4:31.0,Milwaukee full timeout,,56-61,,
4:31.0,,,56-61,,S. Ojeleye enters the game for J. Tatum
4:31.0,J. Terry enters the game for T. Snell,,56-61,,
4:31.0,J. Parker enters the game for J. Henson,,56-61,,
4:25.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,58-61,,
4:25.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,58-61,,
4:25.0,G. Antetokounmpo makes free throw 1 of 1,1,59-61,,
4:03.0,,,59-61,,T. Rozier misses 2-pt shot from 16 ft
4:01.0,Defensive rebound by G. Antetokounmpo,,59-61,,
3:52.0,Turnover by J. Terry (out of bounds lost ball),,59-61,,
3:27.0,,,59-61,,M. Morris misses 2-pt shot from 15 ft
3:24.0,,,59-61,,Offensive rebound by J. Brown
3:23.0,,,59-61,,J. Brown misses 2-pt shot from 2 ft
3:23.0,Defensive rebound by Team,,59-61,,
3:23.0,,,59-61,,S. Larkin enters the game for T. Rozier
3:08.0,Turnover by G. Antetokounmpo (turnover),,59-61,,
2:47.0,,,59-61,,Shooting foul by G. Antetokounmpo (drawn by A. Horford)
2:47.0,,,59-62,1,A. Horford makes free throw 1 of 2
2:47.0,,,59-63,1,A. Horford makes free throw 2 of 2
2:29.0,M. Brogdon makes 3-pt shot from 25 ft,3,62-63,,
2:11.0,,,62-63,,J. Tatum enters the game for J. Brown
2:09.0,,,62-63,,Turnover by J. Tatum (bad pass; steal by G. Antetokounmpo)
2:04.0,G. Antetokounmpo misses 2-pt shot at rim,,62-63,,
2:04.0,,,62-63,,Defensive rebound by Team
1:47.0,,,62-65,2,M. Morris makes 2-pt shot from 2 ft
1:26.0,Turnover by M. Brogdon (lost ball; steal by J. Tatum),,62-65,,
1:07.0,,,62-65,,Shooting foul by M. Brogdon (drawn by A. Horford)
1:07.0,,,62-66,1,A. Horford makes free throw 1 of 2
1:07.0,,,62-66,,G. Monroe enters the game for M. Morris
1:07.0,J. Henson enters the game for G. Antetokounmpo,,62-66,,
1:07.0,,,62-67,1,A. Horford makes free throw 2 of 2
0:52.0,M. Brogdon makes 2-pt shot from 11 ft (assist by J. Parker),2,64-67,,
0:31.0,,,64-67,,S. Ojeleye misses 2-pt shot from 3 ft
0:29.0,,,64-67,,Offensive rebound by S. Ojeleye
0:15.0,,,64-70,3,J. Tatum makes 3-pt shot from 27 ft
0:00.0,K. Middleton makes 2-pt shot from 19 ft,2,66-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,66-70,,G. Monroe misses 2-pt shot from 4 ft (block by J. Henson)
11:42.0,Defensive rebound by J. Parker,,66-70,,
11:35.0,,,66-70,,Personal foul by J. Brown (drawn by E. Bledsoe)
11:31.0,Turnover by E. Bledsoe (step out of bounds),,66-70,,
11:18.0,,,66-72,2,J. Tatum makes 2-pt shot from 12 ft (assist by J. Brown)
11:03.0,E. Bledsoe makes 2-pt shot from 3 ft,2,68-72,,
10:51.0,Personal foul by E. Bledsoe (drawn by J. Brown),,68-72,,
10:40.0,,,68-74,2,J. Tatum makes 2-pt shot from 9 ft
10:25.0,Offensive foul by E. Bledsoe (drawn by S. Larkin),,68-74,,
10:25.0,Turnover by E. Bledsoe (offensive foul),,68-74,,
10:25.0,G. Antetokounmpo enters the game for M. Brogdon,,68-74,,
10:25.0,T. Snell enters the game for E. Bledsoe,,68-74,,
10:00.0,,,68-74,,S. Larkin misses 3-pt shot from 23 ft
9:58.0,Defensive rebound by G. Antetokounmpo,,68-74,,
9:44.0,J. Parker misses 3-pt shot from 23 ft,,68-74,,
9:41.0,,,68-74,,Defensive rebound by J. Tatum
9:38.0,,,68-76,2,J. Brown makes 2-pt shot from 1 ft (assist by J. Tatum)
9:37.0,Milwaukee full timeout,,68-76,,
9:37.0,,,68-76,,S. Ojeleye enters the game for M. Morris
9:37.0,K. Middleton enters the game for J. Parker,,68-76,,
9:15.0,Shooting foul by G. Monroe (drawn by G. Antetokounmpo),,68-76,,
9:15.0,G. Antetokounmpo makes free throw 1 of 2,1,69-76,,
9:15.0,G. Antetokounmpo makes free throw 2 of 2,1,70-76,,
9:01.0,Personal foul by T. Snell (drawn by J. Tatum),,70-76,,
8:55.0,Personal foul by J. Terry (drawn by J. Brown),,70-76,,
8:45.0,,,70-76,,J. Tatum misses 2-pt shot from 6 ft
8:43.0,,,70-76,,Offensive rebound by J. Tatum
8:41.0,,,70-79,3,S. Larkin makes 3-pt shot from 26 ft (assist by J. Tatum)
8:27.0,,,70-79,,Personal foul by S. Larkin (drawn by K. Middleton)
8:22.0,,,70-79,,Personal foul by S. Ojeleye (drawn by G. Antetokounmpo)
8:11.0,K. Middleton makes 2-pt shot from 9 ft,2,72-79,,
7:51.0,,,72-79,,A. Horford enters the game for J. Tatum
7:51.0,,,72-79,,M. Morris enters the game for S. Ojeleye
7:47.0,Jump ball: J. Brown vs. K. Middleton ( gains possession),,,,Jump ball: J. Brown vs. K. Middleton ( gains possession)
7:47.0,,,72-79,,Turnover by J. Brown (turnover; steal by K. Middleton)
7:31.0,T. Snell misses 3-pt shot from 23 ft,,72-79,,
7:28.0,,,72-79,,Defensive rebound by S. Larkin
7:20.0,,,72-79,,Boston full timeout
7:20.0,,,72-79,,T. Rozier enters the game for S. Larkin
7:20.0,M. Brogdon enters the game for T. Snell,,72-79,,
7:10.0,,,72-79,,G. Monroe misses 2-pt shot from 4 ft
7:09.0,,,72-79,,Offensive rebound by Team
7:06.0,,,72-79,,M. Morris misses 2-pt shot from 20 ft
7:03.0,Defensive rebound by M. Brogdon,,72-79,,
7:03.0,,,72-79,,Personal foul by J. Brown (drawn by M. Brogdon)
7:03.0,M. Brogdon makes free throw 1 of 2,1,73-79,,
7:03.0,,,73-79,,S. Ojeleye enters the game for G. Monroe
7:03.0,M. Brogdon makes free throw 2 of 2,1,74-79,,
6:46.0,,,74-79,,M. Morris misses 2-pt shot from 8 ft
6:42.0,Defensive rebound by G. Antetokounmpo,,74-79,,
6:30.0,,,74-79,,Personal foul by S. Ojeleye (drawn by J. Henson)
6:30.0,J. Henson misses free throw 1 of 1,,74-79,,
6:30.0,Offensive rebound by Team,,74-79,,
6:30.0,J. Henson makes free throw 2 of 2,1,75-79,,
6:11.0,,,75-82,3,A. Horford makes 3-pt shot from 26 ft (assist by J. Brown)
5:55.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,75-82,,
5:52.0,,,75-82,,Defensive rebound by T. Rozier
5:44.0,Personal foul by J. Henson (drawn by A. Horford),,75-82,,
5:44.0,E. Bledsoe enters the game for J. Terry,,75-82,,
5:35.0,,,75-82,,M. Morris misses 2-pt shot from 4 ft
5:33.0,Defensive rebound by J. Henson,,75-82,,
5:29.0,Turnover by M. Brogdon (step out of bounds),,75-82,,
5:03.0,,,75-82,,A. Horford misses 2-pt shot from 21 ft
5:00.0,,,75-82,,Offensive rebound by A. Horford
4:52.0,,,75-84,2,M. Morris makes 2-pt shot from 1 ft
4:52.0,Milwaukee full timeout,,75-84,,
4:52.0,,,75-84,,J. Tatum enters the game for S. Ojeleye
4:44.0,Shooting foul by A. Horford (drawn by E. Bledsoe),,75-84,,
4:44.0,E. Bledsoe misses free throw 1 of 2,,75-84,,
4:44.0,Offensive rebound by Team,,75-84,,
4:44.0,E. Bledsoe makes free throw 2 of 2,1,76-84,,
4:28.0,,,76-84,,M. Morris misses 2-pt shot from 8 ft
4:27.0,,,76-84,,Offensive rebound by M. Morris
4:27.0,,,76-86,2,M. Morris makes 2-pt shot from 8 ft
4:02.0,K. Middleton makes 2-pt shot from 7 ft,2,78-86,,
3:45.0,,,78-86,,T. Rozier misses 2-pt shot from 5 ft (block by K. Middleton)
3:45.0,Defensive rebound by K. Middleton,,78-86,,
3:41.0,M. Brogdon makes 2-pt shot at rim (assist by K. Middleton),2,80-86,,
3:16.0,,,80-86,,J. Tatum misses 2-pt shot from 21 ft
3:13.0,Defensive rebound by G. Antetokounmpo,,80-86,,
3:11.0,Shooting foul by J. Brown (drawn by G. Antetokounmpo),,80-86,,
3:11.0,G. Antetokounmpo makes free throw 1 of 2,1,81-86,,
3:11.0,T. Snell enters the game for J. Henson,,81-86,,
3:11.0,G. Antetokounmpo makes free throw 2 of 2,1,82-86,,
3:11.0,,,82-86,,Boston full timeout
2:46.0,,,82-86,,J. Tatum misses 2-pt shot from 23 ft
2:46.0,Defensive rebound by Team,,82-86,,
2:38.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,84-86,,
2:25.0,,,84-89,3,T. Rozier makes 3-pt shot from 25 ft (assist by M. Morris)
