time,Golden State,pts.away,score,pts.home,LA Clippers
7:08.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,11-13,,
7:00.0,Personal foul by S. Curry (drawn by P. Beverley),,11-13,,
6:50.0,Personal foul by D. Green (drawn by B. Griffin),,11-13,,
6:44.0,,,11-13,,A. Rivers misses 2-pt shot from 16 ft
6:41.0,,,11-13,,Offensive rebound by Team
6:35.0,,,11-13,,D. Gallinari misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by D. Green,,11-13,,
6:31.0,,,11-13,,Personal foul by D. Jordan (drawn by Z. Pachulia)
6:31.0,,,11-13,,W. Reed enters the game for D. Jordan
6:31.0,Offensive foul by Z. Pachulia (drawn by A. Rivers),,11-13,,
6:31.0,Turnover by Z. Pachulia (offensive foul),,11-13,,
6:19.0,,,11-16,3,P. Beverley makes 3-pt shot from 24 ft
6:01.0,K. Thompson makes 2-pt shot from 17 ft,2,13-16,,
5:48.0,,,13-16,,D. Gallinari misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by Z. Pachulia,,13-16,,
5:43.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,16-16,,
5:26.0,,,16-16,,Shooting foul by K. Durant (drawn by B. Griffin)
5:26.0,,,16-16,,B. Griffin misses free throw 1 of 2
5:26.0,,,16-16,,Offensive rebound by Team
5:26.0,J. McGee enters the game for D. Green,,16-16,,
5:26.0,A. Iguodala enters the game for Z. Pachulia,,16-16,,
5:26.0,,,16-16,,B. Griffin misses free throw 2 of 2
5:23.0,Defensive rebound by K. Durant,,16-16,,
5:20.0,J. McGee makes 2-pt shot at rim (assist by K. Durant),2,18-16,,
4:54.0,,,18-16,,P. Beverley misses 3-pt shot from 27 ft
4:54.0,,,18-16,,Offensive rebound by W. Reed
4:54.0,,,18-16,,Shooting foul by J. McGee (drawn by W. Reed)
4:54.0,,,18-17,1,W. Reed makes free throw 1 of 2
4:54.0,,,18-18,1,W. Reed makes free throw 2 of 2
4:43.0,,,18-18,,Personal foul by P. Beverley (drawn by S. Curry)
4:43.0,,,18-18,,W. Johnson enters the game for D. Gallinari
4:43.0,S. Livingston enters the game for K. Thompson,,18-18,,
4:31.0,K. Durant makes 2-pt shot from 1 ft (assist by A. Iguodala),2,20-18,,
4:14.0,,,20-18,,W. Reed misses 2-pt shot from 5 ft
4:14.0,,,20-18,,Offensive rebound by W. Reed
3:59.0,,,20-20,2,W. Johnson makes 2-pt shot from 13 ft (assist by B. Griffin)
3:39.0,Turnover by K. Durant (bad pass; steal by A. Rivers),,20-20,,
3:34.0,,,20-20,,A. Rivers misses 2-pt shot from 1 ft
3:34.0,Defensive rebound by Team,,20-20,,
3:34.0,,,20-20,,L. Williams enters the game for A. Rivers
3:19.0,J. McGee misses 2-pt shot at rim (block by W. Reed),,20-20,,
3:18.0,Offensive rebound by S. Livingston,,20-20,,
3:16.0,S. Livingston makes 2-pt shot from 8 ft,2,22-20,,
3:01.0,,,22-20,,P. Beverley misses 2-pt shot from 9 ft
3:01.0,Defensive rebound by K. Durant,,22-20,,
2:53.0,,,22-20,,LA Clippers full timeout
2:51.0,,,22-20,,Personal foul by P. Beverley (drawn by A. Iguodala)
2:51.0,A. Iguodala makes free throw 1 of 2,1,23-20,,
2:51.0,,,23-20,,A. Rivers enters the game for P. Beverley
2:51.0,A. Iguodala makes free throw 2 of 2,1,24-20,,
2:32.0,,,24-20,,B. Griffin misses 2-pt shot from 7 ft
2:27.0,,,24-20,,Offensive rebound by W. Reed
2:27.0,,,24-20,,W. Reed misses 2-pt shot at rim (block by J. McGee)
2:27.0,Defensive rebound by S. Livingston,,24-20,,
2:27.0,,,24-20,,Violation by A. Rivers (kicked ball)
2:27.0,,,24-20,,D. Gallinari enters the game for B. Griffin
2:18.0,S. Curry misses 3-pt shot from 22 ft,,24-20,,
2:16.0,Offensive rebound by S. Curry,,24-20,,
2:16.0,Shooting foul by W. Johnson (drawn by S. Curry),,24-20,,
2:16.0,S. Curry makes free throw 1 of 2,1,25-20,,
2:16.0,S. Curry misses free throw 2 of 2,,25-20,,
2:13.0,Offensive rebound by J. McGee,,25-20,,
2:06.0,Turnover by J. McGee (lost ball; steal by A. Rivers),,25-20,,
1:59.0,,,25-22,2,D. Gallinari makes 2-pt shot at rim
1:45.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,27-22,,
1:30.0,,,27-24,2,W. Johnson makes 2-pt shot from 16 ft (assist by A. Rivers)
1:18.0,K. Durant makes 2-pt shot from 4 ft,2,29-24,,
1:18.0,Shooting foul by A. Rivers (drawn by K. Durant),,29-24,,
1:18.0,K. Durant makes free throw 1 of 1,1,30-24,,
1:06.0,,,30-26,2,W. Reed makes 2-pt shot from 6 ft (assist by L. Williams)
0:49.0,J. McGee makes 2-pt shot from 2 ft (assist by S. Livingston),2,32-26,,
0:26.0,,,32-28,2,D. Gallinari makes 2-pt shot from 17 ft
0:07.0,S. Curry misses 3-pt shot from 24 ft,,32-28,,
0:04.0,Offensive rebound by A. Iguodala,,32-28,,
0:01.0,K. Durant makes 2-pt shot from 2 ft,2,34-28,,
0:00.0,,,34-28,,W. Johnson misses 3-pt shot from 48 ft
0:00.0,,,34-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,P. McCaw misses 2-pt shot from 1 ft,,34-28,,
11:40.0,,,34-28,,Defensive rebound by D. Jordan
11:34.0,,,34-30,2,D. Jordan makes 2-pt shot from 1 ft (assist by L. Williams)
11:18.0,D. West misses 2-pt shot from 19 ft,,34-30,,
11:15.0,,,34-30,,Defensive rebound by W. Johnson
11:01.0,,,34-30,,Turnover by D. Gallinari (bad pass)
11:01.0,,,34-30,,S. Thornwell enters the game for A. Rivers
10:43.0,K. Thompson makes 2-pt shot from 14 ft (assist by A. Iguodala),2,36-30,,
10:34.0,,,36-30,,L. Williams misses 2-pt shot from 8 ft (block by D. West)
10:31.0,Defensive rebound by D. West,,36-30,,
10:27.0,K. Thompson misses 2-pt shot from 14 ft,,36-30,,
10:24.0,,,36-30,,Defensive rebound by D. Jordan
10:19.0,,,36-30,,S. Thornwell misses 2-pt shot from 3 ft (block by D. West)
10:19.0,,,36-30,,Offensive rebound by Team
10:16.0,,,36-30,,W. Johnson misses 2-pt shot from 20 ft
10:14.0,Defensive rebound by K. Thompson,,36-30,,
10:06.0,D. Green makes 2-pt shot from 2 ft,2,38-30,,
9:58.0,,,38-30,,Shooting foul by D. West (drawn by L. Williams)
9:58.0,,,38-31,1,L. Williams makes free throw 1 of 2
9:58.0,,,38-32,1,L. Williams makes free throw 2 of 2
9:39.0,K. Thompson misses 2-pt shot from 16 ft,,38-32,,
9:36.0,,,38-32,,Defensive rebound by D. Jordan
9:22.0,,,38-34,2,D. Gallinari makes 2-pt shot from 20 ft
9:07.0,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala),2,40-34,,
8:57.0,,,40-34,,L. Williams misses 2-pt shot from 2 ft (block by D. West)
8:57.0,,,40-34,,Offensive rebound by Team
8:47.0,,,40-36,2,W. Johnson makes 2-pt shot from 4 ft (assist by D. Gallinari)
8:39.0,,,40-36,,Personal foul by W. Johnson (drawn by A. Iguodala)
8:35.0,Offensive foul by K. Thompson (drawn by S. Thornwell),,40-36,,
8:35.0,Turnover by K. Thompson (offensive foul),,40-36,,
8:20.0,,,40-39,3,D. Gallinari makes 3-pt shot from 26 ft
8:14.0,Shooting foul by S. Thornwell (drawn by K. Thompson),,40-39,,
8:14.0,K. Thompson makes free throw 1 of 2,1,41-39,,
8:14.0,S. Livingston enters the game for A. Iguodala,,41-39,,
8:14.0,K. Thompson makes free throw 2 of 2,1,42-39,,
7:59.0,,,42-39,,Turnover by W. Johnson (step out of bounds)
7:59.0,J. Bell enters the game for D. West,,42-39,,
7:43.0,S. Livingston misses 2-pt shot from 10 ft,,42-39,,
7:39.0,,,42-39,,Defensive rebound by D. Jordan
7:38.0,,,42-39,,Turnover by D. Jordan (lost ball; steal by P. McCaw)
7:34.0,J. Bell makes 2-pt shot at rim (assist by K. Thompson),2,44-39,,
7:21.0,,,44-41,2,L. Williams makes 2-pt shot from 16 ft
7:16.0,Shooting foul by D. Gallinari (drawn by D. Green),,44-41,,
7:16.0,D. Green makes free throw 1 of 2,1,45-41,,
7:16.0,,,45-41,,P. Beverley enters the game for W. Johnson
7:16.0,D. Green makes free throw 2 of 2,1,46-41,,
6:57.0,,,46-43,2,S. Thornwell makes 2-pt shot from 19 ft (assist by D. Gallinari)
6:44.0,Golden State full timeout,,46-43,,
6:44.0,,,46-43,,B. Griffin enters the game for D. Gallinari
6:31.0,S. Livingston misses 3-pt shot from 26 ft,,46-43,,
6:29.0,,,46-43,,Defensive rebound by D. Jordan
6:07.0,,,46-43,,Turnover by Team (shot clock)
5:54.0,Shooting foul by B. Griffin (drawn by D. Green),,46-43,,
5:54.0,D. Green misses free throw 1 of 2,,46-43,,
5:54.0,Offensive rebound by Team,,46-43,,
5:54.0,S. Curry enters the game for P. McCaw,,46-43,,
5:54.0,K. Durant enters the game for K. Thompson,,46-43,,
5:54.0,D. Green makes free throw 2 of 2,1,47-43,,
5:35.0,,,47-43,,Turnover by L. Williams (bad pass; steal by S. Curry)
5:30.0,S. Livingston makes 2-pt shot from 1 ft (assist by K. Durant),2,49-43,,
5:23.0,,,49-43,,LA Clippers full timeout
5:23.0,,,49-43,,A. Rivers enters the game for S. Thornwell
5:15.0,,,49-45,2,D. Jordan makes 2-pt shot from 2 ft (assist by L. Williams)
4:59.0,D. Green makes 2-pt shot from 1 ft (assist by J. Bell),2,51-45,,
4:59.0,,,51-45,,Violation by D. Jordan (def goaltending)
4:47.0,,,51-45,,L. Williams misses 2-pt shot from 12 ft
4:45.0,Defensive rebound by D. Green,,51-45,,
4:41.0,J. Bell makes 2-pt shot from 10 ft (assist by D. Green),2,53-45,,
4:29.0,,,53-45,,Turnover by P. Beverley (bad pass; steal by J. Bell)
4:27.0,,,53-45,,Personal foul by P. Beverley (drawn by K. Durant)
4:27.0,K. Durant makes free throw 1 of 2,1,54-45,,
4:27.0,,,54-45,,D. Gallinari enters the game for P. Beverley
4:27.0,K. Durant makes free throw 2 of 2,1,55-45,,
4:14.0,,,55-45,,B. Griffin misses 2-pt shot from 18 ft
4:10.0,Defensive rebound by K. Durant,,55-45,,
4:00.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,57-45,,
3:43.0,,,57-48,3,A. Rivers makes 3-pt shot from 25 ft
3:18.0,S. Livingston makes 2-pt shot from 12 ft,2,59-48,,
3:10.0,Personal foul by S. Curry (drawn by A. Rivers),,59-48,,
3:10.0,K. Thompson enters the game for S. Livingston,,59-48,,
3:02.0,,,59-48,,Turnover by B. Griffin (bad pass; steal by D. Green)
2:56.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,61-48,,
2:47.0,,,61-48,,Shooting foul by J. Bell (drawn by L. Williams)
2:47.0,,,61-49,1,L. Williams makes free throw 2 of 2
2:47.0,,,61-50,1,L. Williams makes free throw 1 of 2
2:40.0,A. Iguodala enters the game for J. Bell,,61-50,,
2:32.0,,,61-50,,Personal foul by A. Rivers (drawn by S. Curry)
2:32.0,S. Curry makes free throw 1 of 2,1,62-50,,
2:32.0,S. Curry makes free throw 2 of 2,1,63-50,,
2:15.0,,,63-50,,D. Gallinari misses 3-pt shot from 26 ft
2:09.0,Defensive rebound by K. Thompson,,63-50,,
2:01.0,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala),3,66-50,,
1:50.0,,,66-50,,Shooting foul by K. Durant (drawn by B. Griffin)
1:50.0,,,66-51,1,B. Griffin makes free throw 1 of 2
1:50.0,,,66-52,1,B. Griffin makes free throw 2 of 2
1:42.0,D. Green makes 2-pt shot from 3 ft (assist by S. Curry),2,68-52,,
1:34.0,,,68-55,3,B. Griffin makes 3-pt shot from 26 ft
1:23.0,S. Curry misses 3-pt shot from 26 ft,,68-55,,
1:23.0,Offensive rebound by D. Green,,68-55,,
1:17.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,71-55,,
1:01.0,,,71-55,,A. Rivers misses 2-pt shot from 4 ft
1:01.0,Defensive rebound by A. Iguodala,,71-55,,
0:54.0,D. Green misses 3-pt shot from 25 ft,,71-55,,
0:54.0,,,71-55,,Defensive rebound by L. Williams
0:43.0,,,71-55,,A. Rivers misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by Team,,71-55,,
0:42.0,,,71-55,,Loose ball foul by D. Jordan (drawn by D. Green)
0:42.0,D. Green misses free throw 1 of 2,,71-55,,
0:42.0,Offensive rebound by Team,,71-55,,
0:42.0,,,71-55,,W. Johnson enters the game for D. Jordan
0:42.0,D. Green makes free throw 2 of 2,1,72-55,,
0:33.0,,,72-57,2,B. Griffin makes 2-pt shot from 2 ft
0:28.0,S. Curry makes 2-pt shot from 1 ft,2,74-57,,
0:05.0,,,74-57,,D. Gallinari misses 2-pt shot from 5 ft
0:05.0,Defensive rebound by S. Curry,,74-57,,
0:01.0,K. Thompson misses 3-pt shot from 26 ft,,74-57,,
0:00.0,Offensive rebound by Team,,74-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Offensive foul by Z. Pachulia (drawn by P. Beverley),,74-57,,
11:50.0,Turnover by Z. Pachulia (offensive foul),,74-57,,
11:27.0,,,74-59,2,D. Gallinari makes 2-pt shot from 17 ft (assist by P. Beverley)
11:10.0,Offensive foul by Z. Pachulia (drawn by A. Rivers),,74-59,,
11:10.0,Turnover by Z. Pachulia (offensive foul),,74-59,,
10:48.0,,,74-59,,D. Gallinari misses 3-pt shot from 23 ft
10:47.0,,,74-59,,Offensive rebound by D. Jordan
10:47.0,,,74-59,,D. Jordan misses 2-pt shot at rim
10:47.0,,,74-59,,Offensive rebound by D. Jordan
10:47.0,,,74-59,,Shooting foul by S. Curry (drawn by D. Jordan)
10:47.0,,,74-60,1,D. Jordan makes free throw 1 of 2
10:47.0,,,74-61,1,D. Jordan makes free throw 2 of 2
10:34.0,Turnover by K. Thompson (traveling),,74-61,,
10:09.0,,,74-61,,Turnover by Team (shot clock)
9:53.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Durant),2,76-61,,
9:43.0,,,76-61,,P. Beverley misses 2-pt shot from 3 ft (block by S. Curry)
9:40.0,Defensive rebound by S. Curry,,76-61,,
9:36.0,Turnover by D. Green (bad pass),,76-61,,
9:23.0,,,76-63,2,B. Griffin makes 2-pt shot from 7 ft
9:22.0,Golden State full timeout,,76-63,,
9:05.0,S. Curry misses 2-pt shot from 2 ft,,76-63,,
9:02.0,Offensive rebound by S. Curry,,76-63,,
9:01.0,K. Thompson misses 2-pt shot from 14 ft,,76-63,,
9:01.0,,,76-63,,Defensive rebound by D. Jordan
8:50.0,,,76-63,,B. Griffin misses 3-pt shot from 26 ft
8:48.0,Defensive rebound by K. Thompson,,76-63,,
8:41.0,K. Durant misses 2-pt shot from 21 ft,,76-63,,
8:38.0,,,76-63,,Defensive rebound by D. Gallinari
8:34.0,,,76-63,,Shooting foul by D. Green (drawn by B. Griffin)
8:34.0,,,76-64,1,B. Griffin makes free throw 1 of 2
8:34.0,,,76-65,1,B. Griffin makes free throw 2 of 2
8:17.0,Z. Pachulia makes 2-pt shot from 14 ft (assist by K. Thompson),2,78-65,,
8:07.0,,,78-68,3,P. Beverley makes 3-pt shot from 22 ft (assist by A. Rivers)
7:57.0,K. Durant makes 2-pt shot from 4 ft (assist by S. Curry),2,80-68,,
7:35.0,,,80-68,,A. Rivers misses 2-pt shot from 5 ft
7:32.0,,,80-68,,Offensive rebound by A. Rivers
7:31.0,,,80-68,,A. Rivers misses 2-pt shot from 3 ft
7:27.0,Defensive rebound by Z. Pachulia,,80-68,,
7:22.0,K. Durant misses 2-pt shot from 19 ft,,80-68,,
7:22.0,,,80-68,,Defensive rebound by D. Jordan
7:12.0,,,80-71,3,D. Gallinari makes 3-pt shot from 25 ft (assist by P. Beverley)
6:50.0,K. Thompson makes 2-pt shot from 17 ft,2,82-71,,
6:26.0,,,82-73,2,D. Jordan makes 2-pt shot at rim (assist by D. Gallinari)
6:04.0,Z. Pachulia misses 2-pt shot from 2 ft,,82-73,,
6:01.0,Offensive rebound by K. Thompson,,82-73,,
5:58.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,85-73,,
5:35.0,,,85-73,,Turnover by D. Gallinari (turnover)
5:35.0,J. McGee enters the game for D. Green,,85-73,,
5:35.0,A. Iguodala enters the game for Z. Pachulia,,85-73,,
5:27.0,,,85-73,,Personal foul by D. Gallinari (drawn by S. Curry)
5:19.0,K. Durant makes 3-pt shot from 25 ft (assist by K. Thompson),3,88-73,,
5:05.0,,,88-76,3,P. Beverley makes 3-pt shot from 25 ft (assist by B. Griffin)
4:47.0,S. Curry makes 2-pt shot from 13 ft,2,90-76,,
4:36.0,,,90-76,,Shooting foul by K. Durant (drawn by B. Griffin)
4:36.0,,,90-77,1,B. Griffin makes free throw 1 of 2
4:36.0,,,90-77,,L. Williams enters the game for D. Gallinari
4:36.0,,,90-77,,W. Johnson enters the game for A. Rivers
4:36.0,,,90-78,1,B. Griffin makes free throw 2 of 2
4:20.0,Turnover by K. Thompson (bad pass; steal by B. Griffin),,90-78,,
4:15.0,,,90-81,3,L. Williams makes 3-pt shot from 24 ft (assist by B. Griffin)
4:14.0,Golden State full timeout,,90-81,,
4:14.0,S. Livingston enters the game for K. Durant,,90-81,,
4:14.0,D. Green enters the game for K. Thompson,,90-81,,
3:53.0,S. Curry makes 3-pt shot from 25 ft (assist by S. Livingston),3,93-81,,
3:43.0,,,93-81,,W. Johnson misses 3-pt shot from 24 ft
3:39.0,Defensive rebound by D. Green,,93-81,,
3:35.0,Turnover by S. Curry (traveling),,93-81,,
3:19.0,,,93-81,,B. Griffin misses 2-pt shot from 5 ft (block by D. Green)
3:13.0,,,93-81,,Offensive rebound by B. Griffin
3:12.0,,,93-81,,P. Beverley misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by S. Curry,,93-81,,
2:53.0,A. Iguodala misses 2-pt shot from 16 ft,,93-81,,
2:50.0,,,93-81,,Defensive rebound by P. Beverley
2:40.0,,,93-81,,Turnover by P. Beverley (bad pass; steal by D. Green)
2:36.0,Shooting foul by B. Griffin (drawn by A. Iguodala),,93-81,,
2:36.0,A. Iguodala makes free throw 1 of 2,1,94-81,,
2:36.0,,,94-81,,S. Thornwell enters the game for P. Beverley
2:36.0,A. Iguodala misses free throw 2 of 2,,94-81,,
2:33.0,,,94-81,,Defensive rebound by D. Jordan
2:26.0,,,94-81,,W. Johnson misses 2-pt shot from 18 ft
2:23.0,Defensive rebound by S. Livingston,,94-81,,
2:17.0,J. McGee makes 2-pt shot from 1 ft (assist by D. Green),2,96-81,,
1:58.0,Def 3 sec tech foul by J. McGee,,96-81,,
1:58.0,,,96-82,1,L. Williams makes technical free throw
1:58.0,,,96-82,,D. Gallinari enters the game for D. Jordan
1:54.0,Personal foul by S. Livingston (drawn by B. Griffin),,96-82,,
1:49.0,,,96-82,,Turnover by B. Griffin (bad pass)
1:40.0,J. McGee makes 2-pt shot from 3 ft (assist by D. Green),2,98-82,,
1:23.0,,,98-82,,B. Griffin misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by D. Green,,98-82,,
1:18.0,S. Curry makes 3-pt shot from 26 ft (assist by S. Livingston),3,101-82,,
1:18.0,,,101-82,,Away from play foul by B. Griffin (drawn by J. McGee)
1:18.0,,,101-82,,Turnover by B. Griffin (turnover)
1:18.0,,,101-82,,A. Rivers enters the game for S. Thornwell
1:18.0,,,101-82,,W. Reed enters the game for B. Griffin
1:18.0,J. McGee misses free throw 1 of 1,,101-82,,
1:15.0,,,101-82,,Defensive rebound by W. Reed
1:05.0,,,101-82,,Turnover by L. Williams (bad pass; steal by J. McGee)
0:55.0,S. Livingston makes 2-pt shot from 1 ft (assist by S. Curry),2,103-82,,
0:46.0,Personal foul by S. Livingston (drawn by L. Williams),,103-82,,
0:46.0,,,103-83,1,L. Williams makes free throw 1 of 2
0:46.0,,,103-84,1,L. Williams makes free throw 2 of 2
0:34.0,Shooting foul by W. Reed (drawn by S. Curry),,103-84,,
0:34.0,S. Curry makes free throw 1 of 2,1,104-84,,
0:34.0,S. Curry misses free throw 2 of 2,,104-84,,
0:31.0,,,104-84,,Defensive rebound by W. Reed
0:25.0,Violation by J. McGee (kicked ball),,104-84,,
0:09.0,,,104-84,,A. Rivers misses 2-pt shot from 2 ft
0:07.0,,,104-84,,Offensive rebound by W. Reed
0:07.0,,,104-86,2,W. Reed makes 2-pt shot from 1 ft
0:01.0,S. Curry makes 3-pt shot from 25 ft,3,107-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,107-86,,Shooting foul by D. West (drawn by L. Williams)
11:50.0,,,107-87,1,L. Williams makes free throw 1 of 2
11:50.0,,,107-88,1,L. Williams makes free throw 2 of 2
11:39.0,A. Iguodala makes 2-pt shot from 2 ft,2,109-88,,
11:33.0,,,109-88,,Shooting foul by K. Thompson (drawn by L. Williams)
11:33.0,,,109-88,,L. Williams misses free throw 1 of 2
11:33.0,,,109-88,,Offensive rebound by Team
11:33.0,,,109-89,1,L. Williams makes free throw 2 of 2
11:20.0,D. West misses 2-pt shot from 7 ft,,109-89,,
11:17.0,,,109-89,,Defensive rebound by W. Reed
11:05.0,,,109-89,,Shooting foul by P. McCaw (drawn by W. Johnson)
11:05.0,,,109-90,1,W. Johnson makes free throw 1 of 2
11:05.0,,,109-90,,P. Beverley enters the game for A. Rivers
11:05.0,,,109-91,1,W. Johnson makes free throw 2 of 2
10:41.0,D. Green makes 3-pt shot from 28 ft (assist by P. McCaw),3,112-91,,
10:31.0,,,112-93,2,L. Williams makes 2-pt shot from 1 ft
10:14.0,D. Green misses 2-pt shot from 5 ft (block by W. Johnson),,112-93,,
10:10.0,Offensive rebound by D. Green,,112-93,,
10:10.0,Turnover by D. Green (turnover),,112-93,,
10:10.0,,,112-93,,S. Thornwell enters the game for W. Johnson
10:10.0,K. Durant enters the game for D. Green,,112-93,,
9:59.0,,,112-93,,Turnover by L. Williams (bad pass; steal by D. West)
9:52.0,K. Durant misses 3-pt shot from 25 ft,,112-93,,
9:50.0,,,112-93,,Defensive rebound by W. Reed
9:45.0,,,112-93,,L. Williams misses 3-pt shot from 23 ft
9:45.0,Defensive rebound by K. Durant,,112-93,,
9:36.0,D. West makes 2-pt shot from 1 ft (assist by K. Durant),2,114-93,,
9:17.0,,,114-93,,D. Gallinari misses 2-pt shot from 1 ft
9:17.0,Defensive rebound by K. Durant,,114-93,,
9:09.0,K. Thompson misses 3-pt shot from 25 ft,,114-93,,
9:05.0,Offensive rebound by D. West,,114-93,,
9:03.0,K. Thompson makes 2-pt shot at rim (assist by A. Iguodala),2,116-93,,
9:03.0,,,116-93,,LA Clippers full timeout
9:03.0,,,116-93,,B. Griffin enters the game for W. Reed
8:40.0,,,116-93,,D. Gallinari misses 2-pt shot from 17 ft
8:38.0,Defensive rebound by K. Thompson,,116-93,,
8:24.0,P. McCaw makes 2-pt shot from 2 ft,2,118-93,,
8:10.0,,,118-93,,L. Williams misses 3-pt shot from 25 ft
8:08.0,Defensive rebound by K. Durant,,118-93,,
7:52.0,D. West makes 2-pt shot from 15 ft (assist by P. McCaw),2,120-93,,
7:35.0,,,120-95,2,P. Beverley makes 2-pt shot from 2 ft (assist by D. Gallinari)
7:08.0,P. McCaw makes 3-pt shot from 24 ft (assist by D. West),3,123-95,,
6:55.0,,,123-95,,B. Griffin misses 3-pt shot from 26 ft
6:52.0,Defensive rebound by A. Iguodala,,123-95,,
6:45.0,K. Thompson misses 2-pt shot from 19 ft,,123-95,,
6:43.0,,,123-95,,Defensive rebound by B. Griffin
6:31.0,,,123-97,2,D. Gallinari makes 2-pt shot from 1 ft (assist by P. Beverley)
6:31.0,Golden State full timeout,,123-97,,
6:31.0,,,123-97,,S. Dekker enters the game for D. Gallinari
6:31.0,,,123-97,,M. Harrell enters the game for P. Beverley
6:31.0,,,123-97,,J. Evans enters the game for L. Williams
6:31.0,,,123-97,,B. Johnson enters the game for B. Griffin
6:31.0,J. Bell enters the game for A. Iguodala,,123-97,,
6:31.0,N. Young enters the game for K. Thompson,,123-97,,
6:31.0,O. Casspi enters the game for K. Durant,,123-97,,
6:17.0,J. Bell makes 2-pt shot from 7 ft (assist by P. McCaw),2,125-97,,
6:01.0,,,125-99,2,J. Evans makes 2-pt shot from 12 ft
5:37.0,N. Young misses 3-pt shot from 29 ft,,125-99,,
5:30.0,Offensive rebound by J. Bell,,125-99,,
5:30.0,J. Bell makes 2-pt shot at rim,2,127-99,,
5:16.0,,,127-99,,B. Johnson misses 2-pt shot from 21 ft
5:13.0,Defensive rebound by D. West,,127-99,,
