time,Boston,pts.away,score,pts.home,Cleveland
1:05.0,J. Tatum makes free throw 1 of 2,1,14-32,,
1:05.0,T. Rozier enters the game for M. Morris,,14-32,,
1:05.0,J. Tatum makes free throw 2 of 2,1,15-32,,
0:38.0,,,15-32,,G. Hill misses 3-pt shot from 22 ft
0:36.0,Defensive rebound by A. Horford,,15-32,,
0:32.0,G. Monroe makes 2-pt shot at rim (assist by M. Smart),2,17-32,,
0:12.0,,,17-32,,J. Green misses 3-pt shot from 24 ft
0:09.0,Defensive rebound by T. Rozier,,17-32,,
0:03.0,M. Smart misses 3-pt shot from 25 ft,,17-32,,
0:03.0,,,17-32,,Defensive rebound by L. Nance
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Loose ball foul by J. Tatum (drawn by L. Nance),,17-32,,
11:35.0,,,17-34,2,L. Nance makes 2-pt shot from 2 ft (assist by L. James)
11:17.0,Turnover by M. Smart (bad pass; steal by L. Nance),,17-34,,
11:11.0,,,17-34,,Turnover by L. Nance (lost ball; steal by M. Smart)
11:02.0,A. Horford misses 3-pt shot from 25 ft,,17-34,,
10:59.0,,,17-34,,Defensive rebound by L. James
10:49.0,,,17-34,,J. Clarkson misses 2-pt shot from 8 ft
10:46.0,Defensive rebound by A. Horford,,17-34,,
10:41.0,T. Rozier misses 3-pt shot from 26 ft,,17-34,,
10:39.0,,,17-34,,Defensive rebound by L. James
10:28.0,,,17-34,,Turnover by K. Korver (bad pass)
10:28.0,S. Ojeleye enters the game for G. Monroe,,17-34,,
10:16.0,A. Horford makes 3-pt shot from 25 ft (assist by M. Smart),3,20-34,,
9:50.0,,,20-34,,J. Clarkson misses 2-pt shot from 11 ft (block by J. Tatum)
9:49.0,,,20-34,,Offensive rebound by J. Clarkson
9:49.0,,,20-34,,Turnover by Team (shot clock)
9:32.0,Turnover by A. Horford (bad pass; steal by L. James),,20-34,,
9:31.0,,,20-34,,Shooting foul by A. Horford (drawn by L. James)
9:31.0,,,20-34,,L. James misses free throw 1 of 2
9:31.0,,,20-34,,Offensive rebound by Team
9:31.0,J. Brown enters the game for M. Smart,,20-34,,
9:31.0,,,20-35,1,L. James makes free throw 2 of 2
9:16.0,J. Tatum misses 2-pt shot from 14 ft,,20-35,,
9:14.0,,,20-35,,Defensive rebound by L. Nance
9:02.0,,,20-37,2,K. Korver makes 2-pt shot from 17 ft (assist by L. Nance)
8:51.0,J. Tatum makes 2-pt shot from 19 ft (assist by T. Rozier),2,22-37,,
8:37.0,,,22-39,2,L. Nance makes 2-pt shot from 2 ft (assist by L. James)
8:20.0,J. Brown makes 2-pt shot from 7 ft (assist by A. Horford),2,24-39,,
8:12.0,,,24-39,,Shooting foul by S. Ojeleye (drawn by L. James)
8:12.0,,,24-40,1,L. James makes free throw 1 of 2
8:12.0,,,24-40,,L. James misses free throw 2 of 2
8:07.0,Defensive rebound by J. Brown,,24-40,,
7:56.0,S. Ojeleye misses 2-pt shot from 4 ft (block by L. James),,24-40,,
7:56.0,Offensive rebound by Team,,24-40,,
7:56.0,,,24-40,,Technical foul by J. Green (drawn by J. Tatum)
7:56.0,J. Tatum misses free throw 1 of 1,,24-40,,
7:56.0,Offensive rebound by Team,,24-40,,
7:43.0,J. Tatum makes 2-pt shot from 12 ft,2,26-40,,
7:24.0,,,26-42,2,J. Green makes 2-pt shot from 9 ft
7:08.0,A. Horford makes 2-pt shot from 12 ft (assist by J. Brown),2,28-42,,
6:50.0,,,28-45,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Green)
6:32.0,Shooting foul by J. Clarkson (drawn by T. Rozier),,28-45,,
6:32.0,,,28-45,,Cleveland full timeout
6:32.0,M. Smart enters the game for J. Tatum,,28-45,,
6:32.0,T. Rozier makes free throw 1 of 2,1,29-45,,
6:32.0,M. Morris enters the game for S. Ojeleye,,29-45,,
6:32.0,T. Rozier makes free throw 2 of 2,1,30-45,,
6:21.0,,,30-47,2,J. Green makes 2-pt shot from 1 ft (assist by L. James)
5:57.0,J. Brown misses 2-pt shot at rim,,30-47,,
5:54.0,,,30-47,,Defensive rebound by K. Korver
5:48.0,,,30-47,,Turnover by L. James (bad pass; steal by T. Rozier)
5:45.0,Shooting foul by J. Clarkson (drawn by M. Morris),,30-47,,
5:45.0,M. Morris makes free throw 1 of 2,1,31-47,,
5:45.0,,,31-47,,K. Love enters the game for J. Clarkson
5:45.0,,,31-47,,G. Hill enters the game for L. Nance
5:45.0,,,31-47,,J. Smith enters the game for K. Korver
5:45.0,,,31-47,,T. Thompson enters the game for J. Green
5:45.0,M. Morris makes free throw 2 of 2,1,32-47,,
5:24.0,,,32-49,2,K. Love makes 2-pt shot from 5 ft
5:05.0,M. Morris misses 3-pt shot from 28 ft,,32-49,,
5:03.0,,,32-49,,Defensive rebound by T. Thompson
4:57.0,Personal foul by M. Smart (drawn by K. Love),,32-49,,
4:45.0,,,32-49,,T. Thompson misses 2-pt shot from 6 ft
4:42.0,Defensive rebound by A. Horford,,32-49,,
4:35.0,T. Rozier misses 2-pt shot from 9 ft,,32-49,,
4:35.0,,,32-49,,Defensive rebound by G. Hill
4:19.0,,,32-52,3,L. James makes 3-pt shot from 25 ft
4:17.0,Boston full timeout,,32-52,,
4:17.0,A. Baynes enters the game for J. Brown,,32-52,,
4:17.0,J. Tatum enters the game for T. Rozier,,32-52,,
4:06.0,Shooting foul by T. Thompson (drawn by A. Horford),,32-52,,
4:06.0,A. Horford makes free throw 1 of 2,1,33-52,,
4:06.0,A. Horford makes free throw 2 of 2,1,34-52,,
3:44.0,,,34-52,,J. Smith misses 2-pt shot from 9 ft
3:42.0,,,34-52,,Offensive rebound by T. Thompson
3:40.0,,,34-52,,T. Thompson misses 2-pt shot from 1 ft
3:38.0,Defensive rebound by A. Horford,,34-52,,
3:27.0,M. Smart misses 3-pt shot from 29 ft,,34-52,,
3:22.0,,,34-52,,Defensive rebound by K. Love
3:09.0,,,34-54,2,L. James makes 2-pt shot at rim (assist by K. Love)
2:40.0,A. Horford misses 2-pt shot from 23 ft,,34-54,,
2:38.0,,,34-54,,Defensive rebound by G. Hill
2:33.0,,,34-54,,K. Love misses 3-pt shot from 25 ft
2:30.0,Defensive rebound by M. Morris,,34-54,,
2:24.0,J. Tatum makes 2-pt shot at rim (assist by M. Smart),2,36-54,,
2:14.0,,,36-54,,Cleveland full timeout
1:59.0,,,36-54,,G. Hill misses 3-pt shot from 24 ft
1:58.0,,,36-54,,Offensive rebound by T. Thompson
1:58.0,,,36-54,,Shooting foul by A. Baynes (drawn by T. Thompson)
1:58.0,,,36-55,1,T. Thompson makes free throw 1 of 2
1:58.0,,,36-56,1,T. Thompson makes free throw 2 of 2
1:43.0,M. Smart makes 2-pt shot from 17 ft,2,38-56,,
1:21.0,,,38-59,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
1:01.0,Turnover by M. Smart (bad pass; steal by G. Hill),,38-59,,
1:01.0,Personal foul by M. Smart (drawn by G. Hill),,38-59,,
1:01.0,,,38-60,1,G. Hill makes free throw 1 of 2
1:01.0,,,38-61,1,G. Hill makes free throw 2 of 2
0:49.0,Shooting foul by J. Smith (drawn by J. Tatum),,38-61,,
0:49.0,J. Tatum makes free throw 1 of 2,1,39-61,,
0:49.0,J. Tatum misses free throw 2 of 2,,39-61,,
0:46.0,,,39-61,,Defensive rebound by J. Smith
0:32.0,,,39-61,,Offensive foul by K. Love (drawn by M. Smart)
0:32.0,,,39-61,,Turnover by K. Love (offensive foul)
0:32.0,G. Monroe enters the game for A. Baynes,,39-61,,
0:14.0,M. Smart makes 2-pt shot from 21 ft,2,41-61,,
0:01.0,,,41-61,,K. Love misses 3-pt shot from 27 ft
0:01.0,,,41-61,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,41-61,,J. Smith misses 3-pt shot from 24 ft
11:38.0,Defensive rebound by A. Horford,,41-61,,
11:22.0,M. Morris misses 2-pt shot from 1 ft,,41-61,,
11:18.0,Offensive rebound by M. Morris,,41-61,,
11:17.0,M. Morris makes 2-pt shot from 1 ft,2,43-61,,
10:53.0,,,43-64,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
10:37.0,T. Rozier misses 3-pt shot from 24 ft,,43-64,,
10:35.0,,,43-64,,Defensive rebound by K. Love
10:18.0,,,43-64,,K. Love misses 2-pt shot from 8 ft (block by J. Brown)
10:16.0,,,43-64,,Offensive rebound by K. Love
10:16.0,,,43-66,2,K. Love makes 2-pt shot from 9 ft
10:16.0,,,43-66,,Shooting foul by A. Horford (drawn by K. Love)
10:16.0,,,43-67,1,K. Love makes free throw 1 of 1
10:03.0,Offensive foul by T. Rozier (drawn by J. Smith),,43-67,,
10:03.0,Turnover by T. Rozier (offensive foul),,43-67,,
9:37.0,,,43-67,,G. Hill misses 2-pt shot from 19 ft
9:34.0,,,43-67,,Offensive rebound by T. Thompson
9:34.0,Personal foul by J. Brown (drawn by K. Love),,43-67,,
9:30.0,,,43-69,2,L. James makes 2-pt shot at rim (assist by K. Love)
9:06.0,T. Rozier makes 2-pt shot at rim (assist by J. Tatum),2,45-69,,
8:57.0,,,45-69,,Shooting foul by J. Brown (drawn by G. Hill)
8:57.0,,,45-69,,G. Hill misses free throw 1 of 2
8:57.0,,,45-69,,Offensive rebound by Team
8:57.0,A. Baynes enters the game for J. Brown,,45-69,,
8:57.0,,,45-69,,G. Hill misses free throw 2 of 2
8:52.0,Defensive rebound by A. Horford,,45-69,,
8:38.0,T. Rozier misses 2-pt shot from 18 ft,,45-69,,
8:33.0,Offensive rebound by A. Baynes,,45-69,,
8:30.0,A. Baynes makes 3-pt shot from 22 ft,3,48-69,,
8:22.0,,,48-71,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
8:00.0,A. Baynes misses 2-pt shot from 7 ft,,48-71,,
7:54.0,Offensive rebound by A. Baynes,,48-71,,
7:54.0,A. Baynes misses 2-pt shot at rim,,48-71,,
7:53.0,,,48-71,,Defensive rebound by L. James
7:49.0,,,48-71,,G. Hill misses 3-pt shot from 28 ft
7:47.0,,,48-71,,Offensive rebound by K. Love
7:43.0,,,48-71,,Turnover by K. Love (offensive goaltending)
7:36.0,,,48-71,,Personal foul by J. Smith (drawn by J. Tatum)
7:28.0,J. Tatum misses 3-pt shot from 24 ft,,48-71,,
7:25.0,,,48-71,,Defensive rebound by K. Love
7:22.0,,,48-71,,Turnover by L. James (bad pass)
7:03.0,T. Rozier misses 2-pt shot from 14 ft,,48-71,,
7:00.0,,,48-71,,Defensive rebound by T. Thompson
6:52.0,,,48-71,,Turnover by K. Love (out of bounds lost ball)
6:52.0,,,48-71,,Cleveland full timeout
6:39.0,J. Tatum misses 2-pt shot from 3 ft,,48-71,,
6:36.0,,,48-71,,Defensive rebound by T. Thompson
6:16.0,,,48-71,,L. James misses 2-pt shot from 3 ft
6:12.0,Defensive rebound by A. Baynes,,48-71,,
6:07.0,T. Rozier makes 2-pt shot from 1 ft,2,50-71,,
5:51.0,,,50-71,,K. Love misses 2-pt shot from 23 ft
5:48.0,Defensive rebound by J. Tatum,,50-71,,
5:35.0,Shooting foul by K. Love (drawn by M. Morris),,50-71,,
5:35.0,M. Morris makes free throw 1 of 2,1,51-71,,
5:35.0,M. Smart enters the game for J. Tatum,,51-71,,
5:35.0,M. Morris makes free throw 2 of 2,1,52-71,,
5:21.0,,,52-73,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
5:11.0,,,52-73,,Personal foul by G. Hill (drawn by M. Smart)
5:00.0,M. Smart misses 2-pt shot from 19 ft,,52-73,,
4:58.0,,,52-73,,Defensive rebound by J. Smith
4:51.0,,,52-76,3,J. Smith makes 3-pt shot from 30 ft (assist by K. Love)
4:39.0,T. Rozier makes 3-pt shot from 25 ft (assist by A. Horford),3,55-76,,
4:27.0,Personal foul by M. Morris (drawn by G. Hill),,55-76,,
4:27.0,S. Ojeleye enters the game for A. Horford,,55-76,,
4:14.0,,,55-76,,L. James misses 2-pt shot at rim (block by A. Baynes)
4:13.0,Defensive rebound by Team,,55-76,,
4:13.0,,,55-76,,Loose ball foul by G. Hill (drawn by T. Rozier)
4:07.0,Offensive foul by M. Morris (drawn by G. Hill),,55-76,,
4:07.0,Turnover by M. Morris (offensive foul),,55-76,,
4:07.0,,,55-76,,K. Korver enters the game for T. Thompson
3:59.0,Personal foul by M. Morris,,55-76,,
3:59.0,,,55-77,1,L. James makes free throw 1 of 2
3:59.0,,,55-78,1,L. James makes free throw 2 of 2
3:59.0,Technical foul by M. Morris,,55-78,,
3:59.0,,,55-79,1,K. Love makes technical free throw
3:45.0,Turnover by M. Smart (bad pass),,55-79,,
3:45.0,Loose ball foul by A. Baynes (drawn by J. Smith),,55-79,,
3:45.0,,,55-80,1,J. Smith makes free throw 1 of 2
3:45.0,J. Brown enters the game for M. Morris,,55-80,,
3:45.0,,,55-81,1,J. Smith makes free throw 2 of 2
3:24.0,A. Baynes misses 2-pt shot from 9 ft,,55-81,,
3:22.0,,,55-81,,Defensive rebound by J. Smith
3:18.0,,,55-81,,Offensive foul by J. Smith (drawn by A. Baynes)
3:18.0,,,55-81,,Turnover by J. Smith (offensive foul)
3:06.0,J. Brown misses 2-pt shot from 15 ft,,55-81,,
3:03.0,,,55-81,,Defensive rebound by K. Love
2:53.0,,,55-81,,Turnover by J. Smith (bad pass; steal by M. Smart)
2:52.0,Shooting foul by K. Love (drawn by J. Brown),,55-81,,
2:52.0,Boston full timeout,,55-81,,
2:52.0,,,55-81,,J. Green enters the game for J. Smith
2:52.0,J. Brown makes free throw 1 of 2,1,56-81,,
2:52.0,J. Brown makes free throw 2 of 2,1,57-81,,
2:43.0,Personal foul by J. Brown (drawn by L. James),,57-81,,
2:43.0,,,57-82,1,L. James makes free throw 1 of 2
2:43.0,,,57-83,1,L. James makes free throw 2 of 2
2:27.0,M. Smart misses 3-pt shot from 30 ft,,57-83,,
2:24.0,,,57-83,,Defensive rebound by K. Love
2:00.0,,,57-83,,J. Green misses 3-pt shot from 24 ft
1:55.0,,,57-83,,Offensive rebound by L. James
1:55.0,,,57-85,2,L. James makes 2-pt shot at rim
1:42.0,J. Brown makes 3-pt shot from 23 ft (assist by S. Ojeleye),3,60-85,,
1:25.0,Personal foul by T. Rozier (drawn by K. Love),,60-85,,
1:25.0,,,60-86,1,K. Love makes free throw 1 of 2
1:25.0,,,60-86,,J. Smith enters the game for L. James
1:25.0,,,60-87,1,K. Love makes free throw 2 of 2
1:18.0,J. Brown misses 3-pt shot from 25 ft,,60-87,,
1:13.0,,,60-87,,Defensive rebound by K. Love
1:03.0,,,60-87,,Turnover by K. Korver (bad pass; steal by S. Ojeleye)
0:58.0,J. Brown makes 3-pt shot from 22 ft (assist by T. Rozier),3,63-87,,
0:38.0,,,63-87,,K. Love misses 2-pt shot from 8 ft
0:36.0,Defensive rebound by T. Rozier,,63-87,,
0:29.0,Turnover by J. Brown (bad pass; steal by K. Love),,63-87,,
0:24.0,,,63-87,,G. Hill misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by J. Brown,,63-87,,
0:01.0,M. Smart misses 2-pt shot from 17 ft,,63-87,,
0:01.0,,,63-87,,Defensive rebound by K. Love
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:54.0,Shooting foul by J. Clarkson (drawn by M. Smart),,63-87,,
11:54.0,M. Smart makes free throw 1 of 2,1,64-87,,
11:54.0,M. Smart makes free throw 2 of 2,1,65-87,,
11:39.0,,,65-90,3,K. Korver makes 3-pt shot from 27 ft (assist by L. James)
11:18.0,Shooting foul by L. Nance (drawn by G. Monroe),,65-90,,
11:18.0,G. Monroe misses free throw 1 of 2,,65-90,,
11:18.0,Offensive rebound by Team,,65-90,,
11:18.0,G. Monroe makes free throw 2 of 2,1,66-90,,
11:05.0,Violation by G. Monroe (kicked ball),,66-90,,
10:56.0,,,66-93,3,K. Korver makes 3-pt shot from 27 ft
10:41.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Smart),2,68-93,,
10:23.0,,,68-95,2,L. Nance makes 2-pt shot at rim (assist by L. James)
9:57.0,Turnover by J. Tatum (bad pass; steal by J. Green),,68-95,,
9:57.0,Personal foul by G. Monroe (drawn by J. Green),,68-95,,
9:49.0,,,68-95,,Offensive foul by L. Nance (drawn by J. Brown)
9:49.0,,,68-95,,Turnover by L. Nance (offensive foul)
9:39.0,J. Brown misses 2-pt shot from 1 ft,,68-95,,
9:36.0,,,68-95,,Defensive rebound by K. Korver
9:34.0,Violation by S. Ojeleye (kicked ball),,68-95,,
9:34.0,G. Yabusele enters the game for J. Brown,,68-95,,
9:28.0,,,68-98,3,J. Clarkson makes 3-pt shot from 25 ft
9:12.0,Shooting foul by K. Korver (drawn by G. Yabusele),,68-98,,
9:12.0,G. Yabusele misses free throw 1 of 2,,68-98,,
9:12.0,Offensive rebound by Team,,68-98,,
9:12.0,G. Yabusele makes free throw 2 of 2,1,69-98,,
8:57.0,,,69-98,,J. Clarkson misses 3-pt shot from 23 ft
8:54.0,Defensive rebound by G. Yabusele,,69-98,,
8:46.0,J. Tatum makes 2-pt shot from 16 ft,2,71-98,,
8:25.0,,,71-101,3,J. Clarkson makes 3-pt shot from 26 ft (assist by L. Nance)
8:13.0,J. Tatum makes 2-pt shot from 7 ft (assist by M. Smart),2,73-101,,
8:13.0,Shooting foul by L. James (drawn by J. Tatum),,73-101,,
8:13.0,J. Tatum makes free throw 1 of 1,1,74-101,,
7:54.0,,,74-101,,J. Clarkson misses 2-pt shot from 3 ft
7:53.0,Defensive rebound by G. Monroe,,74-101,,
7:33.0,G. Yabusele misses 3-pt shot from 22 ft,,74-101,,
7:31.0,,,74-101,,Defensive rebound by L. James
7:26.0,,,74-101,,Offensive foul by L. James (drawn by M. Smart)
7:26.0,,,74-101,,Turnover by L. James (offensive foul)
7:15.0,M. Smart misses 3-pt shot from 27 ft,,74-101,,
7:14.0,,,74-101,,Defensive rebound by L. Nance
7:02.0,,,74-104,3,K. Korver makes 3-pt shot from 27 ft (assist by L. James)
6:49.0,Shooting foul by K. Korver (drawn by M. Smart),,74-104,,
6:49.0,,,74-104,,Cleveland full timeout
6:49.0,,,74-104,,C. Osman enters the game for L. James
6:49.0,A. Nader enters the game for J. Tatum,,74-104,,
6:49.0,M. Smart misses free throw 1 of 2,,74-104,,
6:49.0,Offensive rebound by Team,,74-104,,
6:49.0,M. Smart makes free throw 2 of 2,1,75-104,,
6:27.0,,,75-104,,J. Clarkson misses 2-pt shot from 1 ft
6:25.0,Defensive rebound by G. Monroe,,75-104,,
6:11.0,S. Ojeleye makes 2-pt shot from 4 ft (assist by M. Smart),2,77-104,,
5:57.0,,,77-104,,Shooting foul by G. Yabusele (drawn by J. Green)
5:57.0,,,77-105,1,J. Green makes free throw 1 of 2
5:57.0,A. Baynes enters the game for M. Smart,,77-105,,
5:57.0,,,77-106,1,J. Green makes free throw 2 of 2
5:45.0,S. Ojeleye misses 3-pt shot from 26 ft,,77-106,,
5:34.0,Offensive rebound by A. Baynes,,77-106,,
5:34.0,A. Baynes makes 2-pt shot at rim,2,79-106,,
5:27.0,,,79-108,2,L. Nance makes 2-pt shot at rim (assist by C. Osman)
5:08.0,A. Nader misses 2-pt shot from 1 ft,,79-108,,
5:03.0,Offensive rebound by G. Monroe,,79-108,,
5:03.0,G. Monroe makes 2-pt shot at rim,2,81-108,,
4:56.0,,,81-110,2,C. Osman makes 2-pt shot at rim
4:33.0,,,81-110,,Personal foul by L. Nance (drawn by G. Monroe)
4:33.0,G. Monroe misses free throw 1 of 2,,81-110,,
4:33.0,Offensive rebound by Team,,81-110,,
4:33.0,,,81-110,,J. Calderon enters the game for K. Korver
4:33.0,,,81-110,,A. Zizic enters the game for J. Green
4:33.0,G. Monroe makes free throw 2 of 2,1,82-110,,
4:21.0,,,82-110,,J. Clarkson misses 3-pt shot from 26 ft
4:18.0,Defensive rebound by G. Monroe,,82-110,,
4:09.0,S. Ojeleye misses 2-pt shot from 2 ft,,82-110,,
4:05.0,,,82-110,,Defensive rebound by A. Zizic
4:02.0,,,82-110,,J. Calderon misses 3-pt shot from 27 ft
3:58.0,Defensive rebound by G. Yabusele,,82-110,,
3:44.0,G. Monroe makes 2-pt shot from 4 ft,2,84-110,,
3:23.0,,,84-110,,A. Zizic misses 2-pt shot from 9 ft
3:20.0,Defensive rebound by A. Nader,,84-110,,
3:16.0,A. Nader makes 2-pt shot from 1 ft,2,86-110,,
2:50.0,,,86-113,3,J. Clarkson makes 3-pt shot from 27 ft (assist by L. Nance)
2:33.0,S. Ojeleye misses 3-pt shot from 25 ft,,86-113,,
2:30.0,,,86-113,,Defensive rebound by L. Nance
2:24.0,,,86-113,,Shooting foul by G. Yabusele (drawn by C. Osman)
2:24.0,Boston full timeout,,86-113,,
2:24.0,,,86-114,1,C. Osman makes free throw 1 of 2
2:24.0,,,86-114,,C. Osman misses free throw 2 of 2
2:21.0,,,86-114,,Offensive rebound by L. Nance
2:18.0,,,86-114,,Turnover by A. Zizic (bad pass)
2:05.0,Turnover by A. Nader (bad pass; steal by L. Nance),,86-114,,
1:58.0,,,86-114,,J. Clarkson misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by G. Yabusele,,86-114,,
1:46.0,A. Nader misses 2-pt shot from 11 ft (block by J. Clarkson),,86-114,,
1:46.0,Offensive rebound by Team,,86-114,,
1:42.0,Turnover by G. Monroe (bad pass; steal by L. Nance),,86-114,,
1:27.0,,,86-114,,A. Zizic misses 2-pt shot from 1 ft (block by A. Baynes)
1:22.0,Defensive rebound by G. Monroe,,86-114,,
1:21.0,Turnover by G. Monroe (bad pass; steal by C. Osman),,86-114,,
1:08.0,,,86-114,,J. Clarkson misses 3-pt shot from 28 ft
