time,Milwaukee,pts.away,score,pts.home,Indiana
8:26.0,,,26-28,1,L. Stephenson makes free throw 2 of 2
8:06.0,Turnover by J. Terry (bad pass; steal by T. Young),,26-28,,
7:54.0,,,26-28,,D. Sabonis misses 2-pt shot from 4 ft (block by G. Antetokounmpo)
7:53.0,Defensive rebound by J. Henson,,26-28,,
7:49.0,S. Brown makes 2-pt shot at rim,2,28-28,,
7:23.0,,,28-28,,J. Young misses 2-pt shot from 8 ft
7:23.0,,,28-28,,Offensive rebound by Team
7:23.0,,,28-28,,Turnover by Team (shot clock)
7:02.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,30-28,,
6:56.0,,,30-28,,Indiana full timeout
6:56.0,T. Snell enters the game for J. Terry,,30-28,,
6:56.0,,,30-28,,V. Oladipo enters the game for L. Stephenson
6:56.0,,,30-28,,C. Joseph enters the game for J. Young
6:45.0,Def 3 sec tech foul by J. Henson,,30-28,,
6:45.0,,,30-28,,B. Bogdanovic misses technical free throw
6:45.0,,,30-28,,Offensive rebound by Team
6:40.0,,,30-28,,V. Oladipo misses 2-pt shot from 19 ft
6:37.0,Defensive rebound by G. Antetokounmpo,,30-28,,
6:33.0,G. Antetokounmpo makes 2-pt shot at rim,2,32-28,,
6:33.0,Shooting foul by T. Young (drawn by G. Antetokounmpo),,32-28,,
6:33.0,G. Antetokounmpo makes free throw 1 of 1,1,33-28,,
6:18.0,,,33-28,,Shooting foul by S. Muhammad (drawn by B. Bogdanovic)
6:18.0,,,33-29,1,B. Bogdanovic makes free throw 1 of 2
6:18.0,,,33-29,,B. Bogdanovic misses free throw 2 of 2
6:15.0,Defensive rebound by S. Muhammad,,33-29,,
6:05.0,S. Muhammad misses 2-pt shot from 8 ft,,33-29,,
6:05.0,,,33-29,,Defensive rebound by C. Joseph
5:47.0,,,33-31,2,V. Oladipo makes 2-pt shot from 1 ft
5:26.0,T. Snell makes 3-pt shot from 27 ft (assist by G. Antetokounmpo),3,36-31,,
5:13.0,,,36-31,,M. Turner enters the game for D. Sabonis
5:13.0,T. Maker enters the game for J. Henson,,36-31,,
5:04.0,,,36-31,,V. Oladipo misses 2-pt shot from 22 ft
5:04.0,Defensive rebound by T. Maker,,36-31,,
4:55.0,T. Maker misses 3-pt shot from 25 ft,,36-31,,
4:51.0,,,36-31,,Defensive rebound by V. Oladipo
4:40.0,,,36-31,,V. Oladipo misses 2-pt shot at rim
4:37.0,Defensive rebound by T. Maker,,36-31,,
4:22.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,36-31,,
4:21.0,,,36-31,,Defensive rebound by Team
4:21.0,E. Bledsoe enters the game for S. Brown,,36-31,,
3:58.0,,,36-33,2,T. Young makes 2-pt shot from 1 ft
3:41.0,E. Bledsoe makes 2-pt shot from 19 ft,2,38-33,,
3:26.0,,,38-35,2,V. Oladipo makes 2-pt shot from 18 ft
3:04.0,E. Bledsoe makes 2-pt shot from 20 ft,2,40-35,,
2:40.0,,,40-35,,C. Joseph misses 2-pt shot from 18 ft
2:37.0,,,40-35,,Offensive rebound by M. Turner
2:37.0,Loose ball foul by T. Maker (drawn by M. Turner),,40-35,,
2:37.0,Milwaukee full timeout,,40-35,,
2:37.0,J. Parker enters the game for S. Muhammad,,40-35,,
2:37.0,K. Middleton enters the game for G. Antetokounmpo,,40-35,,
2:31.0,,,40-35,,Shooting foul by T. Maker (drawn by M. Turner)
2:31.0,,,40-36,1,M. Turner makes free throw 1 of 2
2:31.0,,,40-37,1,M. Turner makes free throw 2 of 2
2:21.0,T. Snell makes 3-pt shot from 22 ft (assist by E. Bledsoe),3,43-37,,
2:03.0,,,43-39,2,V. Oladipo makes 2-pt shot from 12 ft (assist by B. Bogdanovic)
1:51.0,Turnover by E. Bledsoe (discontinued dribble),,43-39,,
1:30.0,,,43-39,,T. Young misses 2-pt shot from 17 ft
1:29.0,,,43-39,,Offensive rebound by B. Bogdanovic
1:28.0,,,43-41,2,B. Bogdanovic makes 2-pt shot at rim
1:20.0,,,43-41,,Personal foul by C. Joseph (drawn by E. Bledsoe)
1:20.0,,,43-41,,J. Young enters the game for C. Joseph
1:15.0,Turnover by T. Maker (bad pass; steal by V. Oladipo),,43-41,,
1:02.0,,,43-41,,Turnover by V. Oladipo (lost ball; steal by T. Maker)
1:00.0,Turnover by T. Snell (bad pass),,43-41,,
0:43.0,,,43-44,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by M. Turner)
0:34.0,K. Middleton misses 2-pt shot from 18 ft,,43-44,,
0:32.0,Offensive rebound by K. Middleton,,43-44,,
0:30.0,T. Snell makes 3-pt shot from 26 ft (assist by K. Middleton),3,46-44,,
0:14.0,,,46-44,,V. Oladipo misses 2-pt shot from 18 ft
0:11.0,Defensive rebound by E. Bledsoe,,46-44,,
0:01.0,E. Bledsoe misses 3-pt shot from 26 ft,,46-44,,
0:01.0,,,46-44,,Defensive rebound by T. Young
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,46-44,,Turnover by M. Turner (traveling)
11:39.0,E. Bledsoe misses 2-pt shot from 17 ft,,46-44,,
11:37.0,,,46-44,,Defensive rebound by B. Bogdanovic
11:22.0,,,46-44,,V. Oladipo misses 2-pt shot from 16 ft
11:20.0,Defensive rebound by G. Antetokounmpo,,46-44,,
11:09.0,Turnover by G. Antetokounmpo (lost ball; steal by B. Bogdanovic),,46-44,,
11:02.0,,,46-44,,V. Oladipo misses 3-pt shot from 26 ft
10:59.0,,,46-44,,Offensive rebound by T. Young
10:48.0,,,46-44,,V. Oladipo misses 2-pt shot from 1 ft
10:48.0,,,46-44,,Offensive rebound by Team
10:44.0,,,46-46,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by V. Oladipo)
10:30.0,J. Henson misses 2-pt shot from 4 ft (block by T. Young),,46-46,,
10:28.0,,,46-46,,Defensive rebound by T. Young
10:13.0,,,46-48,2,C. Joseph makes 2-pt shot from 1 ft
9:52.0,J. Henson misses 2-pt shot from 6 ft,,46-48,,
9:49.0,Offensive rebound by G. Antetokounmpo,,46-48,,
9:49.0,G. Antetokounmpo makes 2-pt shot at rim,2,48-48,,
9:35.0,,,48-48,,Shooting foul by J. Henson (drawn by V. Oladipo)
9:35.0,,,48-48,,V. Oladipo misses free throw 1 of 2
9:35.0,,,48-48,,Offensive rebound by Team
9:35.0,,,48-49,1,V. Oladipo makes free throw 2 of 2
9:11.0,E. Bledsoe misses 3-pt shot from 29 ft,,48-49,,
9:08.0,,,48-49,,Defensive rebound by C. Joseph
8:50.0,,,48-49,,Shooting foul by J. Henson (drawn by M. Turner)
8:50.0,,,48-49,,M. Turner misses free throw 1 of 2
8:50.0,,,48-49,,Offensive rebound by Team
8:50.0,,,48-50,1,M. Turner makes free throw 2 of 2
8:37.0,Turnover by E. Bledsoe (bad pass; steal by C. Joseph),,48-50,,
8:35.0,,,48-50,,Shooting foul by K. Middleton (drawn by V. Oladipo)
8:35.0,,,48-51,1,V. Oladipo makes free throw 1 of 2
8:35.0,,,48-52,1,V. Oladipo makes free throw 2 of 2
8:21.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,50-52,,
8:08.0,,,50-54,2,V. Oladipo makes 2-pt shot from 12 ft
7:57.0,,,50-54,,Personal foul by C. Joseph (drawn by E. Bledsoe)
7:57.0,T. Maker enters the game for J. Henson,,50-54,,
7:47.0,E. Bledsoe misses 3-pt shot from 25 ft,,50-54,,
7:43.0,,,50-54,,Defensive rebound by B. Bogdanovic
7:35.0,,,50-57,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by V. Oladipo)
7:34.0,Milwaukee full timeout,,50-57,,
7:16.0,T. Maker misses 3-pt shot from 24 ft,,50-57,,
7:12.0,,,50-57,,Defensive rebound by V. Oladipo
6:52.0,,,50-57,,M. Turner misses 2-pt shot from 18 ft
6:50.0,Defensive rebound by E. Bledsoe,,50-57,,
6:44.0,K. Middleton misses 3-pt shot from 26 ft,,50-57,,
6:41.0,,,50-57,,Defensive rebound by M. Turner
6:35.0,,,50-59,2,C. Joseph makes 2-pt shot from 1 ft
6:10.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,50-59,,
6:07.0,,,50-59,,Defensive rebound by M. Turner
5:58.0,,,50-62,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by C. Joseph)
5:31.0,Turnover by G. Antetokounmpo (bad pass; steal by B. Bogdanovic),,50-62,,
5:25.0,,,50-65,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by V. Oladipo)
5:24.0,Milwaukee full timeout,,50-65,,
5:24.0,J. Terry enters the game for T. Snell,,50-65,,
5:24.0,J. Parker enters the game for K. Middleton,,50-65,,
4:59.0,Shooting foul by M. Turner (drawn by E. Bledsoe),,50-65,,
4:59.0,E. Bledsoe makes free throw 1 of 3,1,51-65,,
4:59.0,E. Bledsoe makes free throw 2 of 3,1,52-65,,
4:59.0,E. Bledsoe makes free throw 3 of 3,1,53-65,,
4:51.0,,,53-65,,Turnover by M. Turner (bad pass; steal by E. Bledsoe)
4:48.0,E. Bledsoe makes 2-pt shot at rim,2,55-65,,
4:33.0,,,55-65,,Turnover by V. Oladipo (bad pass)
4:09.0,Turnover by Team (shot clock),,55-65,,
4:09.0,,,55-65,,L. Stephenson enters the game for B. Bogdanovic
3:47.0,,,55-68,3,T. Young makes 3-pt shot from 23 ft (assist by V. Oladipo)
3:35.0,J. Parker makes 2-pt shot from 18 ft (assist by E. Bledsoe),2,57-68,,
3:10.0,,,57-68,,Turnover by V. Oladipo (bad pass; steal by T. Maker)
3:01.0,J. Parker makes 3-pt shot from 23 ft (assist by J. Terry),3,60-68,,
3:00.0,,,60-68,,Indiana full timeout
3:00.0,,,60-68,,D. Sabonis enters the game for M. Turner
2:44.0,,,60-68,,C. Joseph misses 2-pt shot from 21 ft
2:41.0,,,60-68,,Offensive rebound by C. Joseph
2:28.0,,,60-68,,D. Sabonis misses 2-pt shot at rim (block by G. Antetokounmpo)
2:26.0,Defensive rebound by T. Maker,,60-68,,
2:17.0,J. Terry makes 2-pt shot from 19 ft,2,62-68,,
1:57.0,,,62-68,,V. Oladipo misses 2-pt shot from 6 ft (block by G. Antetokounmpo)
1:56.0,Defensive rebound by G. Antetokounmpo,,62-68,,
1:49.0,E. Bledsoe makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,65-68,,
1:20.0,,,65-68,,V. Oladipo misses 2-pt shot from 22 ft
1:19.0,Defensive rebound by Team,,65-68,,
1:18.0,,,65-68,,Loose ball foul by T. Young (drawn by G. Antetokounmpo)
1:18.0,,,65-68,,G. Robinson enters the game for V. Oladipo
1:18.0,K. Middleton enters the game for E. Bledsoe,,65-68,,
1:01.0,J. Parker makes 2-pt shot from 17 ft (assist by K. Middleton),2,67-68,,
0:46.0,,,67-70,2,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson)
0:30.0,J. Parker makes 2-pt shot from 5 ft,2,69-70,,
0:08.0,,,69-73,3,L. Stephenson makes 3-pt shot from 30 ft (assist by G. Robinson)
0:00.0,T. Maker misses 2-pt shot at rim (block by L. Stephenson),,69-73,,
0:00.0,Offensive rebound by Team,,69-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Turnover by J. Terry (bad pass; steal by J. Young),,69-73,,
11:26.0,,,69-76,3,L. Stephenson makes 3-pt shot from 25 ft
11:08.0,J. Parker makes 2-pt shot from 20 ft,2,71-76,,
10:55.0,,,71-76,,D. Sabonis misses 2-pt shot from 21 ft
10:52.0,Defensive rebound by J. Parker,,71-76,,
10:43.0,J. Parker misses 3-pt shot from 26 ft,,71-76,,
10:41.0,,,71-76,,Defensive rebound by D. Sabonis
10:32.0,E. Bledsoe enters the game for J. Terry,,71-76,,
10:32.0,T. Snell enters the game for G. Antetokounmpo,,71-76,,
10:27.0,,,71-76,,L. Stephenson misses 2-pt shot from 17 ft
10:24.0,Defensive rebound by J. Parker,,71-76,,
10:10.0,E. Bledsoe misses 3-pt shot from 26 ft,,71-76,,
10:07.0,Offensive rebound by E. Bledsoe,,71-76,,
10:05.0,E. Bledsoe makes 2-pt shot at rim,2,73-76,,
9:52.0,,,73-78,2,D. Sabonis makes 2-pt shot from 2 ft (assist by B. Bogdanovic)
9:26.0,Turnover by T. Snell (bad pass; steal by L. Stephenson),,73-78,,
9:20.0,,,73-81,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by J. Young)
9:18.0,Milwaukee full timeout,,73-81,,
8:56.0,E. Bledsoe misses 2-pt shot from 20 ft,,73-81,,
8:52.0,Offensive rebound by J. Parker,,73-81,,
8:47.0,E. Bledsoe makes 2-pt shot at rim,2,75-81,,
8:47.0,,,75-81,,Shooting block foul by L. Stephenson (drawn by E. Bledsoe)
8:47.0,E. Bledsoe makes free throw 1 of 1,1,76-81,,
8:25.0,,,76-81,,Shooting foul by E. Bledsoe (drawn by L. Stephenson)
8:25.0,,,76-81,,L. Stephenson misses free throw 1 of 2
8:25.0,,,76-81,,Offensive rebound by Team
8:25.0,,,76-81,,C. Joseph enters the game for J. Young
8:25.0,,,76-82,1,L. Stephenson makes free throw 2 of 2
8:12.0,E. Bledsoe makes 2-pt shot from 1 ft,2,78-82,,
8:01.0,,,78-84,2,B. Bogdanovic makes 2-pt shot from 1 ft
8:01.0,,,78-84,,Shooting foul by K. Middleton (drawn by B. Bogdanovic)
8:01.0,,,78-84,,T. Young enters the game for G. Robinson
8:01.0,G. Antetokounmpo enters the game for J. Parker,,78-84,,
8:01.0,,,78-85,1,B. Bogdanovic makes free throw 1 of 1
7:43.0,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe),2,80-85,,
7:24.0,,,80-85,,L. Stephenson misses 2-pt shot from 18 ft
7:23.0,,,80-85,,Offensive rebound by L. Stephenson
7:20.0,,,80-85,,D. Sabonis misses 2-pt shot from 4 ft
7:20.0,Defensive rebound by J. Henson,,80-85,,
7:07.0,G. Antetokounmpo misses 3-pt shot from 28 ft,,80-85,,
7:03.0,,,80-85,,Defensive rebound by D. Sabonis
6:51.0,,,80-85,,L. Stephenson misses 3-pt shot from 30 ft
6:48.0,Defensive rebound by G. Antetokounmpo,,80-85,,
6:40.0,E. Bledsoe misses 2-pt shot from 20 ft,,80-85,,
6:38.0,,,80-85,,Defensive rebound by D. Sabonis
6:32.0,,,80-85,,Indiana full timeout
6:32.0,,,80-85,,V. Oladipo enters the game for B. Bogdanovic
6:32.0,J. Terry enters the game for T. Snell,,80-85,,
6:17.0,,,80-88,3,T. Young makes 3-pt shot from 27 ft (assist by L. Stephenson)
6:03.0,E. Bledsoe misses 3-pt shot from 27 ft,,80-88,,
6:00.0,,,80-88,,Defensive rebound by L. Stephenson
5:38.0,,,80-88,,C. Joseph misses 3-pt shot from 33 ft
5:34.0,Defensive rebound by K. Middleton,,80-88,,
5:32.0,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),,80-88,,
5:32.0,G. Antetokounmpo makes free throw 1 of 2,1,81-88,,
5:32.0,G. Antetokounmpo makes free throw 2 of 2,1,82-88,,
5:14.0,,,82-88,,C. Joseph misses 2-pt shot from 20 ft
5:11.0,Defensive rebound by G. Antetokounmpo,,82-88,,
5:03.0,E. Bledsoe makes 2-pt shot from 19 ft,2,84-88,,
5:02.0,,,84-88,,Indiana full timeout
5:02.0,,,84-88,,M. Turner enters the game for L. Stephenson
5:02.0,,,84-88,,B. Bogdanovic enters the game for D. Sabonis
4:38.0,,,84-88,,C. Joseph misses 2-pt shot from 11 ft
4:35.0,,,84-88,,Offensive rebound by C. Joseph
4:35.0,Personal foul by G. Antetokounmpo (drawn by C. Joseph),,84-88,,
4:25.0,,,84-88,,Turnover by V. Oladipo (lost ball; steal by J. Terry)
4:24.0,,,84-88,,Personal foul by T. Young (drawn by E. Bledsoe)
4:12.0,Turnover by E. Bledsoe (bad pass; steal by C. Joseph),,84-88,,
4:07.0,,,84-90,2,C. Joseph makes 2-pt shot from 1 ft
3:51.0,J. Terry misses 3-pt shot from 22 ft,,84-90,,
3:49.0,,,84-90,,Defensive rebound by M. Turner
3:34.0,,,84-90,,V. Oladipo misses 2-pt shot from 20 ft
3:30.0,Defensive rebound by G. Antetokounmpo,,84-90,,
3:24.0,,,84-90,,Personal foul by T. Young (drawn by E. Bledsoe)
3:24.0,J. Parker enters the game for J. Henson,,84-90,,
3:09.0,Turnover by Team (shot clock),,84-90,,
2:58.0,,,84-90,,Turnover by V. Oladipo (traveling)
2:50.0,J. Terry makes 2-pt shot from 15 ft,2,86-90,,
2:25.0,Personal foul by K. Middleton (drawn by B. Bogdanovic),,86-90,,
2:18.0,,,86-90,,B. Bogdanovic misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by G. Antetokounmpo,,86-90,,
2:08.0,K. Middleton misses 2-pt shot from 17 ft,,86-90,,
2:06.0,,,86-90,,Defensive rebound by V. Oladipo
1:47.0,,,86-90,,V. Oladipo misses 2-pt shot from 5 ft (block by E. Bledsoe)
1:45.0,Defensive rebound by K. Middleton,,86-90,,
1:36.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,88-90,,
1:12.0,,,88-90,,T. Young misses 2-pt shot from 11 ft
1:09.0,Defensive rebound by G. Antetokounmpo,,88-90,,
1:06.0,E. Bledsoe misses 2-pt shot from 5 ft (block by V. Oladipo),,88-90,,
1:06.0,Offensive rebound by Team,,88-90,,
1:05.0,Shooting foul by T. Young (drawn by G. Antetokounmpo),,88-90,,
1:05.0,G. Antetokounmpo makes free throw 1 of 2,1,89-90,,
1:05.0,G. Antetokounmpo misses free throw 2 of 2,,89-90,,
1:04.0,,,89-90,,Defensive rebound by B. Bogdanovic
1:04.0,,,89-90,,Indiana full timeout
0:52.0,,,89-90,,Turnover by V. Oladipo (turnover)
0:31.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,89-90,,
0:27.0,,,89-90,,Defensive rebound by T. Young
0:08.0,,,89-90,,Turnover by V. Oladipo (bad pass; steal by G. Antetokounmpo)
