time,New Orleans,pts.away,score,pts.home,LA Lakers
4:22.0,Turnover by A. Davis (bad pass; steal by L. Ball),,18-9,,
4:17.0,,,18-9,,Turnover by B. Ingram (bad pass; steal by J. Holiday)
4:11.0,J. Holiday makes 2-pt shot from 1 ft,2,20-9,,
3:59.0,,,20-12,3,B. Lopez makes 3-pt shot from 25 ft (assist by L. Ball)
3:43.0,A. Davis misses 3-pt shot from 24 ft,,20-12,,
3:39.0,,,20-12,,Defensive rebound by B. Lopez
3:34.0,,,20-12,,L. Ball misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by I. Clark,,20-12,,
3:21.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,22-12,,
3:10.0,,,22-12,,B. Lopez misses 3-pt shot from 25 ft
3:07.0,Defensive rebound by J. Holiday,,22-12,,
3:04.0,J. Holiday misses 3-pt shot from 25 ft,,22-12,,
3:00.0,,,22-12,,Defensive rebound by K. Caldwell-Pope
3:00.0,Personal foul by J. Nelson (drawn by L. Ball),,22-12,,
3:00.0,,,22-13,1,L. Ball makes free throw 1 of 2
3:00.0,,,22-13,,K. Kuzma enters the game for B. Lopez
3:00.0,,,22-13,,C. Brewer enters the game for B. Ingram
3:00.0,D. Miller enters the game for D. Cunningham,,22-13,,
3:00.0,,,22-14,1,L. Ball makes free throw 2 of 2
2:48.0,Turnover by D. Miller (bad pass; steal by K. Caldwell-Pope),,22-14,,
2:43.0,,,22-16,2,K. Caldwell-Pope makes 2-pt shot at rim
2:32.0,A. Davis makes 2-pt shot from 3 ft,2,24-16,,
2:32.0,Shooting foul by J. Randle (drawn by A. Davis),,24-16,,
2:32.0,,,24-16,,LA Lakers full timeout
2:32.0,,,24-16,,J. Clarkson enters the game for K. Caldwell-Pope
2:32.0,A. Davis makes free throw 1 of 1,1,25-16,,
2:19.0,D. Cousins enters the game for A. Davis,,25-16,,
2:14.0,,,25-18,2,J. Clarkson makes 2-pt shot from 4 ft
1:54.0,J. Holiday makes 2-pt shot from 12 ft,2,27-18,,
1:40.0,,,27-20,2,C. Brewer makes 2-pt shot from 1 ft (assist by L. Ball)
1:22.0,J. Holiday makes 2-pt shot from 1 ft,2,29-20,,
1:10.0,,,29-20,,J. Clarkson misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by D. Cousins,,29-20,,
1:01.0,Turnover by I. Clark (bad pass),,29-20,,
1:01.0,T. Allen enters the game for J. Holiday,,29-20,,
0:52.0,,,29-22,2,J. Randle makes 2-pt shot from 1 ft (assist by L. Ball)
0:44.0,D. Miller makes 3-pt shot from 25 ft (assist by D. Cousins),3,32-22,,
0:34.0,,,32-22,,J. Randle misses 2-pt shot from 1 ft
0:31.0,Defensive rebound by D. Cousins,,32-22,,
0:29.0,T. Allen makes 2-pt shot from 1 ft (assist by D. Cousins),2,34-22,,
0:09.0,,,34-22,,Turnover by L. Ball (bad pass; steal by T. Allen)
0:04.0,I. Clark misses 3-pt shot from 24 ft,,34-22,,
0:00.0,,,34-22,,K. Kuzma misses 3-pt shot from 62 ft
0:00.0,,,34-22,,Offensive rebound by K. Kuzma
0:00.0,,,34-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,T. Allen makes 2-pt shot from 1 ft (assist by D. Cousins),2,36-22,,
11:29.0,,,36-24,2,J. Clarkson makes 2-pt shot from 10 ft
11:20.0,,,36-24,,Personal foul by T. Ennis (drawn by J. Nelson)
11:14.0,Turnover by J. Nelson (out of bounds lost ball),,36-24,,
10:58.0,,,36-24,,Turnover by J. Randle (lost ball; steal by J. Nelson)
10:53.0,,,36-24,,Personal foul by J. Randle (drawn by D. Cousins)
10:46.0,D. Cousins makes 3-pt shot from 25 ft (assist by J. Nelson),3,39-24,,
10:21.0,,,39-26,2,J. Clarkson makes 2-pt shot from 10 ft
10:01.0,I. Clark makes 2-pt shot from 1 ft (assist by J. Nelson),2,41-26,,
9:52.0,,,41-26,,J. Clarkson misses 2-pt shot from 19 ft
9:52.0,Defensive rebound by D. Cousins,,41-26,,
9:42.0,D. Cousins makes 2-pt shot from 2 ft,2,43-26,,
9:41.0,,,43-26,,LA Lakers full timeout
9:41.0,,,43-26,,A. Bogut enters the game for J. Randle
9:31.0,,,43-26,,T. Ennis misses 2-pt shot from 2 ft (block by D. Cousins)
9:27.0,Defensive rebound by I. Clark,,43-26,,
9:25.0,D. Miller makes 3-pt shot from 22 ft (assist by T. Allen),3,46-26,,
9:17.0,,,46-26,,Turnover by J. Clarkson (lost ball; steal by I. Clark)
9:12.0,I. Clark makes 2-pt shot at rim (assist by J. Nelson),2,48-26,,
8:54.0,,,48-28,2,A. Bogut makes 2-pt shot at rim (assist by K. Kuzma)
8:39.0,D. Miller misses 3-pt shot from 25 ft,,48-28,,
8:37.0,,,48-28,,Defensive rebound by A. Bogut
8:31.0,Personal foul by T. Allen (drawn by J. Clarkson),,48-28,,
8:31.0,,,48-28,,K. Caldwell-Pope enters the game for T. Ennis
8:22.0,,,48-30,2,J. Clarkson makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
8:05.0,T. Allen makes 2-pt shot from 8 ft,2,50-30,,
7:56.0,,,50-30,,Shooting foul by T. Allen (drawn by K. Kuzma)
7:56.0,,,50-31,1,K. Kuzma makes free throw 1 of 2
7:56.0,,,50-31,,L. Ball enters the game for C. Brewer
7:56.0,E. Moore enters the game for I. Clark,,50-31,,
7:56.0,A. Davis enters the game for T. Allen,,50-31,,
7:56.0,,,50-32,1,K. Kuzma makes free throw 2 of 2
7:42.0,J. Nelson misses 3-pt shot from 25 ft,,50-32,,
7:35.0,,,50-32,,Defensive rebound by A. Bogut
7:26.0,,,50-32,,Turnover by L. Ball (bad pass; steal by D. Miller)
7:22.0,Turnover by A. Davis (bad pass),,50-32,,
7:22.0,J. Holiday enters the game for J. Nelson,,50-32,,
7:09.0,,,50-32,,Turnover by K. Kuzma (bad pass; steal by J. Holiday)
7:05.0,E. Moore makes 2-pt shot from 1 ft (assist by A. Davis),2,52-32,,
6:52.0,,,52-34,2,J. Clarkson makes 2-pt shot from 1 ft (assist by K. Kuzma)
6:44.0,Turnover by E. Moore (out of bounds lost ball),,52-34,,
6:44.0,D. Cunningham enters the game for D. Miller,,52-34,,
6:27.0,,,52-37,3,K. Kuzma makes 3-pt shot from 23 ft (assist by L. Ball)
6:12.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,54-37,,
6:06.0,,,54-40,3,J. Clarkson makes 3-pt shot from 25 ft (assist by L. Ball)
6:00.0,New Orleans full timeout,,54-40,,
6:00.0,D. Miller enters the game for D. Cousins,,54-40,,
5:48.0,D. Miller misses 3-pt shot from 25 ft,,54-40,,
5:44.0,,,54-40,,Defensive rebound by K. Kuzma
5:30.0,,,54-40,,L. Ball misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by A. Davis,,54-40,,
5:22.0,A. Davis misses 2-pt shot from 13 ft,,54-40,,
5:18.0,,,54-40,,Defensive rebound by K. Kuzma
5:04.0,,,54-40,,J. Clarkson misses 2-pt shot from 11 ft
5:00.0,Defensive rebound by A. Davis,,54-40,,
4:56.0,A. Davis makes 2-pt shot at rim,2,56-40,,
4:47.0,,,56-40,,Turnover by K. Kuzma (lost ball; steal by A. Davis)
4:39.0,A. Davis misses 3-pt shot from 25 ft,,56-40,,
4:39.0,,,56-40,,Defensive rebound by L. Ball
4:28.0,,,56-42,2,L. Ball makes 2-pt shot from 16 ft
4:04.0,E. Moore makes 3-pt shot from 22 ft (assist by D. Cunningham),3,59-42,,
3:52.0,,,59-42,,L. Ball misses 2-pt shot from 11 ft
3:50.0,Defensive rebound by Team,,59-42,,
3:50.0,,,59-42,,L. Nance enters the game for K. Kuzma
3:50.0,,,59-42,,B. Lopez enters the game for A. Bogut
3:50.0,I. Clark enters the game for D. Miller,,59-42,,
3:37.0,Shooting foul by B. Lopez (drawn by A. Davis),,59-42,,
3:37.0,A. Davis makes free throw 1 of 2,1,60-42,,
3:37.0,,,60-42,,B. Ingram enters the game for J. Clarkson
3:37.0,D. Cousins enters the game for D. Cunningham,,60-42,,
3:37.0,A. Davis makes free throw 2 of 2,1,61-42,,
3:17.0,,,61-42,,B. Ingram misses 2-pt shot from 1 ft
3:14.0,Defensive rebound by A. Davis,,61-42,,
3:14.0,,,61-42,,Loose ball foul by B. Ingram (drawn by E. Moore)
3:05.0,D. Cousins misses 3-pt shot from 25 ft,,61-42,,
3:01.0,,,61-42,,Defensive rebound by L. Ball
2:59.0,Personal foul by D. Cousins (drawn by B. Lopez),,61-42,,
2:46.0,,,61-42,,B. Lopez misses 2-pt shot from 3 ft
2:44.0,Defensive rebound by A. Davis,,61-42,,
2:33.0,I. Clark makes 3-pt shot from 22 ft (assist by D. Cousins),3,64-42,,
2:14.0,,,64-44,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by B. Ingram)
2:05.0,Turnover by J. Holiday (out of bounds lost ball),,64-44,,
1:54.0,,,64-46,2,L. Nance makes 2-pt shot from 1 ft (assist by L. Ball)
1:33.0,A. Davis misses 2-pt shot from 13 ft,,64-46,,
1:31.0,,,64-46,,Defensive rebound by B. Lopez
1:27.0,,,64-46,,Shooting foul by J. Holiday (drawn by K. Caldwell-Pope)
1:27.0,,,64-50,1,K. Caldwell-Pope makes free throw 1 of 1
1:26.0,,,64-49,3,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by B. Ingram)
1:15.0,Turnover by D. Cousins (bad pass; steal by K. Caldwell-Pope),,64-49,,
1:11.0,,,64-53,3,K. Caldwell-Pope makes 3-pt shot from 25 ft
0:55.0,Turnover by D. Cousins (bad pass; steal by B. Lopez),,64-53,,
0:42.0,Jump ball: L. Nance vs. A. Davis (I. Clark gains possession),,,,Jump ball: L. Nance vs. A. Davis (I. Clark gains possession)
0:42.0,,,64-53,,Turnover by K. Caldwell-Pope (lost ball; steal by A. Davis)
0:24.0,I. Clark makes 2-pt shot at rim,2,66-53,,
0:21.0,,,66-53,,Turnover by B. Lopez (bad pass; steal by I. Clark)
0:19.0,D. Cousins makes 2-pt shot from 1 ft (assist by I. Clark),2,68-53,,
0:00.0,,,68-55,2,L. Nance makes 2-pt shot from 1 ft (assist by L. Ball)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,A. Davis makes 3-pt shot from 25 ft (assist by D. Cousins),3,71-55,,
11:25.0,,,71-55,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Holiday)
11:22.0,A. Davis makes 2-pt shot at rim (assist by D. Cousins),2,73-55,,
11:22.0,Shooting foul by B. Ingram (drawn by A. Davis),,73-55,,
11:22.0,A. Davis makes free throw 1 of 1,1,74-55,,
11:10.0,,,74-55,,L. Ball misses 2-pt shot from 1 ft (block by A. Davis)
11:05.0,,,74-55,,Offensive rebound by L. Nance
11:05.0,,,74-57,2,L. Nance makes 2-pt shot at rim
10:52.0,D. Cousins misses 2-pt shot from 2 ft (block by B. Lopez),,74-57,,
10:49.0,,,74-57,,Defensive rebound by L. Nance
10:42.0,,,74-57,,Turnover by B. Lopez (out of bounds lost ball)
10:33.0,,,74-57,,Loose ball foul by B. Lopez (drawn by D. Cousins)
10:26.0,D. Cousins misses 3-pt shot from 24 ft,,74-57,,
10:19.0,Offensive rebound by A. Davis,,74-57,,
10:19.0,A. Davis makes 2-pt shot at rim,2,76-57,,
10:09.0,,,76-57,,Shooting foul by E. Moore (drawn by K. Caldwell-Pope)
10:09.0,,,76-58,1,K. Caldwell-Pope makes free throw 1 of 3
10:09.0,,,76-59,1,K. Caldwell-Pope makes free throw 2 of 3
10:09.0,,,76-60,1,K. Caldwell-Pope makes free throw 3 of 3
10:01.0,D. Cousins makes 2-pt shot from 1 ft,2,78-60,,
9:44.0,,,78-60,,B. Lopez misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by J. Holiday,,78-60,,
9:33.0,J. Holiday misses 2-pt shot from 10 ft,,78-60,,
9:30.0,Offensive rebound by A. Davis,,78-60,,
9:30.0,,,78-60,,Personal foul by K. Caldwell-Pope (drawn by A. Davis)
9:21.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,80-60,,
9:00.0,,,80-62,2,B. Ingram makes 2-pt shot from 1 ft (assist by L. Ball)
8:44.0,D. Cousins misses 3-pt shot from 21 ft,,80-62,,
8:41.0,,,80-62,,Defensive rebound by L. Ball
8:36.0,,,80-64,2,K. Caldwell-Pope makes 2-pt shot from 14 ft (assist by L. Ball)
8:19.0,Shooting foul by L. Nance (drawn by J. Holiday),,80-64,,
8:19.0,J. Holiday makes free throw 1 of 2,1,81-64,,
8:19.0,J. Holiday makes free throw 2 of 2,1,82-64,,
8:11.0,,,82-66,2,B. Lopez makes 2-pt shot from 12 ft (assist by L. Ball)
7:53.0,D. Cousins misses 2-pt shot from 3 ft (block by B. Lopez),,82-66,,
7:51.0,Offensive rebound by E. Moore,,82-66,,
7:51.0,E. Moore makes 2-pt shot from 1 ft,2,84-66,,
7:51.0,Shooting foul by B. Ingram (drawn by E. Moore),,84-66,,
7:51.0,,,84-66,,C. Brewer enters the game for B. Ingram
7:51.0,E. Moore misses free throw 1 of 1,,84-66,,
7:48.0,,,84-66,,Defensive rebound by B. Lopez
7:36.0,,,84-66,,B. Lopez misses 2-pt shot from 11 ft
7:33.0,Defensive rebound by A. Davis,,84-66,,
7:21.0,A. Davis misses 3-pt shot from 25 ft,,84-66,,
7:18.0,,,84-66,,Defensive rebound by C. Brewer
7:16.0,,,84-66,,Offensive foul by L. Nance (drawn by A. Davis)
7:16.0,,,84-66,,Turnover by L. Nance (offensive foul)
7:16.0,,,84-66,,K. Kuzma enters the game for L. Nance
7:16.0,,,84-66,,A. Bogut enters the game for B. Lopez
6:57.0,Shooting foul by A. Bogut (drawn by D. Cousins),,84-66,,
6:57.0,D. Cousins misses free throw 1 of 2,,84-66,,
6:57.0,Offensive rebound by Team,,84-66,,
6:57.0,D. Cousins misses free throw 2 of 2,,84-66,,
6:54.0,,,84-66,,Defensive rebound by A. Bogut
6:42.0,Personal foul by J. Holiday (drawn by K. Caldwell-Pope),,84-66,,
6:42.0,,,84-66,,LA Lakers full timeout
6:34.0,,,84-66,,Shooting foul by D. Cousins (drawn by C. Brewer)
6:34.0,,,84-66,,C. Brewer misses free throw 1 of 2
6:34.0,,,84-66,,Offensive rebound by Team
6:34.0,,,84-66,,C. Brewer misses free throw 2 of 2
6:32.0,Defensive rebound by D. Cousins,,84-66,,
6:24.0,D. Cousins misses 2-pt shot from 3 ft (block by A. Bogut),,84-66,,
6:20.0,,,84-66,,Defensive rebound by C. Brewer
6:14.0,,,84-66,,Turnover by L. Ball (bad pass; steal by J. Holiday)
6:11.0,Shooting foul by K. Kuzma (drawn by A. Davis),,84-66,,
6:11.0,A. Davis misses free throw 1 of 2,,84-66,,
6:11.0,Offensive rebound by Team,,84-66,,
6:11.0,,,84-66,,J. Hart enters the game for C. Brewer
6:11.0,I. Clark enters the game for D. Cousins,,84-66,,
6:11.0,A. Davis makes free throw 2 of 2,1,85-66,,
5:54.0,,,85-68,2,K. Caldwell-Pope makes 2-pt shot from 17 ft
5:40.0,A. Davis misses 2-pt shot from 21 ft,,85-68,,
5:37.0,,,85-68,,Defensive rebound by J. Hart
5:29.0,,,85-68,,K. Kuzma misses 2-pt shot from 9 ft
5:26.0,,,85-68,,Offensive rebound by J. Hart
5:22.0,,,85-68,,K. Caldwell-Pope misses 3-pt shot from 23 ft
5:19.0,Defensive rebound by J. Holiday,,85-68,,
5:13.0,E. Moore misses 3-pt shot from 22 ft,,85-68,,
5:08.0,,,85-68,,Defensive rebound by L. Ball
5:04.0,,,85-70,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by L. Ball)
4:49.0,J. Holiday misses 3-pt shot from 25 ft,,85-70,,
4:46.0,,,85-70,,Defensive rebound by L. Ball
4:41.0,,,85-70,,L. Ball misses 2-pt shot from 20 ft
4:38.0,Defensive rebound by D. Cunningham,,85-70,,
4:24.0,I. Clark makes 2-pt shot from 1 ft,2,87-70,,
4:11.0,Violation by A. Davis (kicked ball),,87-70,,
4:11.0,,,87-70,,J. Randle enters the game for A. Bogut
4:11.0,J. Nelson enters the game for J. Holiday,,87-70,,
3:59.0,,,87-72,2,K. Kuzma makes 2-pt shot from 5 ft (assist by L. Ball)
3:39.0,A. Davis misses 2-pt shot from 1 ft (block by J. Randle),,87-72,,
3:36.0,,,87-72,,Defensive rebound by L. Ball
3:34.0,,,87-72,,Turnover by L. Ball (bad pass)
3:23.0,E. Moore makes 3-pt shot from 23 ft (assist by A. Davis),3,90-72,,
2:56.0,,,90-72,,L. Ball misses 3-pt shot from 26 ft
2:53.0,Defensive rebound by A. Davis,,90-72,,
2:37.0,I. Clark makes 3-pt shot from 25 ft (assist by A. Davis),3,93-72,,
2:37.0,,,93-72,,LA Lakers full timeout
2:37.0,,,93-72,,B. Ingram enters the game for K. Caldwell-Pope
2:37.0,,,93-72,,J. Clarkson enters the game for L. Ball
2:37.0,T. Allen enters the game for A. Davis,,93-72,,
2:37.0,D. Cousins enters the game for D. Cunningham,,93-72,,
2:37.0,D. Miller enters the game for E. Moore,,93-72,,
2:27.0,,,93-74,2,J. Clarkson makes 2-pt shot from 1 ft
2:18.0,Turnover by I. Clark (step out of bounds),,93-74,,
2:06.0,,,93-74,,Turnover by J. Randle (bad pass; steal by T. Allen)
1:54.0,Offensive foul by D. Cousins (drawn by J. Randle),,93-74,,
1:54.0,Turnover by D. Cousins (offensive foul),,93-74,,
1:40.0,,,93-74,,K. Kuzma misses 3-pt shot from 23 ft
1:36.0,Defensive rebound by D. Cousins,,93-74,,
1:26.0,,,93-74,,Personal foul by J. Hart (drawn by D. Cousins)
1:26.0,D. Cousins misses free throw 1 of 2,,93-74,,
1:26.0,Offensive rebound by Team,,93-74,,
1:26.0,D. Cousins makes free throw 2 of 2,1,94-74,,
1:17.0,,,94-76,2,K. Kuzma makes 2-pt shot from 1 ft (assist by J. Clarkson)
1:05.0,D. Miller misses 2-pt shot from 2 ft (block by J. Randle),,94-76,,
1:05.0,Offensive rebound by Team,,94-76,,
0:54.0,D. Miller misses 3-pt shot from 22 ft,,94-76,,
0:51.0,,,94-76,,Defensive rebound by J. Randle
0:45.0,,,94-79,3,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Hart)
0:45.0,,,94-79,,Shooting foul by T. Allen (drawn by J. Clarkson)
0:45.0,,,94-80,1,J. Clarkson makes free throw 1 of 1
0:25.0,I. Clark misses 3-pt shot from 25 ft,,94-80,,
0:23.0,,,94-80,,Defensive rebound by Team
0:01.0,,,94-83,3,K. Kuzma makes 3-pt shot from 24 ft (assist by J. Clarkson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,94-83,,J. Clarkson misses 2-pt shot from 2 ft
11:50.0,,,94-83,,Offensive rebound by J. Randle
11:37.0,,,94-85,2,J. Randle makes 2-pt shot from 1 ft
11:26.0,Turnover by A. Davis (out of bounds lost ball),,94-85,,
11:15.0,,,94-85,,J. Clarkson misses 2-pt shot from 7 ft
11:12.0,Defensive rebound by A. Davis,,94-85,,
11:07.0,J. Nelson makes 2-pt shot from 21 ft,2,96-85,,
10:46.0,,,96-87,2,K. Kuzma makes 2-pt shot from 10 ft (assist by J. Clarkson)
10:34.0,A. Davis misses 3-pt shot from 25 ft,,96-87,,
10:30.0,,,96-87,,Defensive rebound by B. Ingram
10:26.0,,,96-90,3,J. Hart makes 3-pt shot from 26 ft (assist by B. Ingram)
10:04.0,D. Cousins makes 2-pt shot from 2 ft (assist by I. Clark),2,98-90,,
9:55.0,,,98-92,2,J. Clarkson makes 2-pt shot from 2 ft (assist by J. Randle)
9:48.0,Turnover by J. Holiday (turnover),,98-92,,
9:48.0,Loose ball foul by J. Holiday (drawn by J. Clarkson),,98-92,,
9:35.0,,,98-95,3,J. Clarkson makes 3-pt shot from 26 ft
9:28.0,New Orleans full timeout,,98-95,,
9:22.0,,,98-95,,Personal foul by J. Randle (drawn by D. Cousins)
9:22.0,D. Cunningham enters the game for J. Nelson,,98-95,,
9:15.0,Turnover by D. Cousins (bad pass),,98-95,,
8:59.0,,,98-95,,J. Clarkson misses 2-pt shot from 10 ft (block by D. Cousins)
8:55.0,Defensive rebound by D. Cunningham,,98-95,,
8:49.0,D. Cousins misses 3-pt shot from 26 ft,,98-95,,
8:44.0,,,98-95,,Defensive rebound by J. Hart
8:43.0,,,98-97,2,J. Randle makes 2-pt shot from 1 ft (assist by J. Clarkson)
8:43.0,,,98-97,,Shooting foul by D. Cousins (drawn by J. Randle)
8:43.0,E. Moore enters the game for D. Cousins,,98-97,,
8:43.0,,,98-97,,J. Randle misses free throw 1 of 1
8:40.0,Defensive rebound by A. Davis,,98-97,,
8:25.0,J. Holiday misses 3-pt shot from 24 ft,,98-97,,
8:21.0,,,98-97,,Defensive rebound by K. Kuzma
8:08.0,Jump ball: J. Clarkson vs. D. Cunningham (J. Hart gains possession),,,,Jump ball: J. Clarkson vs. D. Cunningham (J. Hart gains possession)
7:59.0,,,98-97,,J. Clarkson misses 3-pt shot from 25 ft
7:55.0,,,98-97,,Offensive rebound by J. Hart
7:54.0,,,98-99,2,J. Hart makes 2-pt shot from 1 ft
7:40.0,I. Clark misses 3-pt shot from 25 ft,,98-99,,
7:37.0,,,98-99,,Defensive rebound by K. Kuzma
7:23.0,,,98-101,2,B. Ingram makes 2-pt shot from 1 ft
7:05.0,Shooting foul by B. Ingram (drawn by A. Davis),,98-101,,
7:05.0,A. Davis misses free throw 1 of 2,,98-101,,
7:05.0,Offensive rebound by Team,,98-101,,
7:05.0,,,98-101,,LA Lakers full timeout
7:05.0,,,98-101,,L. Ball enters the game for B. Ingram
7:05.0,J. Nelson enters the game for I. Clark,,98-101,,
7:05.0,A. Davis makes free throw 2 of 2,1,99-101,,
6:55.0,,,99-103,2,J. Randle makes 2-pt shot from 1 ft (assist by L. Ball)
6:32.0,J. Holiday makes 2-pt shot from 17 ft,2,101-103,,
6:21.0,Personal foul by E. Moore (drawn by L. Ball),,101-103,,
6:11.0,,,101-103,,Shooting foul by J. Holiday (drawn by J. Randle)
6:11.0,,,101-104,1,J. Randle makes free throw 1 of 2
6:11.0,,,101-104,,J. Randle misses free throw 2 of 2
6:09.0,Defensive rebound by D. Cunningham,,101-104,,
6:00.0,Turnover by J. Holiday (bad pass; steal by K. Kuzma),,101-104,,
5:48.0,,,101-106,2,K. Kuzma makes 2-pt shot from 17 ft
