time,Cleveland,pts.away,score,pts.home,Chicago
3:57.0,,,15-13,2,R. Lopez makes 2-pt shot at rim
3:57.0,,,15-13,,Shooting foul by J. Calderon (drawn by R. Lopez)
3:57.0,,,15-14,1,R. Lopez makes free throw 1 of 1
3:43.0,J. Crowder makes 3-pt shot from 25 ft (assist by J. Calderon),3,18-14,,
3:23.0,,,18-14,,Turnover by J. Grant (bad pass; steal by J. Crowder)
3:17.0,J. Crowder makes 3-pt shot from 25 ft (assist by J. Smith),3,21-14,,
2:59.0,,,21-14,,Turnover by D. Valentine (bad pass; steal by J. Crowder)
2:55.0,Turnover by J. Smith (bad pass; steal by J. Holiday),,21-14,,
2:39.0,,,21-14,,B. Portis misses 2-pt shot from 16 ft
2:38.0,,,21-14,,Offensive rebound by J. Holiday
2:38.0,,,21-14,,J. Holiday misses 2-pt shot at rim
2:38.0,,,21-14,,Offensive rebound by B. Portis
2:38.0,,,21-17,3,D. Valentine makes 3-pt shot from 25 ft (assist by B. Portis)
2:38.0,Cleveland full timeout,,21-17,,
2:38.0,,,21-17,,P. Zipser enters the game for J. Holiday
2:38.0,J. Green enters the game for K. Love,,21-17,,
2:38.0,C. Frye enters the game for J. Smith,,21-17,,
2:38.0,K. Korver enters the game for J. Calderon,,21-17,,
2:38.0,L. James enters the game for J. Crowder,,21-17,,
2:16.0,D. Wade makes 2-pt shot from 13 ft,2,23-17,,
2:06.0,,,23-20,3,B. Portis makes 3-pt shot from 24 ft (assist by D. Valentine)
1:55.0,K. Korver misses 3-pt shot from 26 ft,,23-20,,
1:52.0,,,23-20,,Defensive rebound by B. Portis
1:48.0,,,23-20,,D. Valentine misses 3-pt shot from 24 ft
1:45.0,Defensive rebound by L. James,,23-20,,
1:41.0,C. Frye misses 3-pt shot from 24 ft,,23-20,,
1:41.0,,,23-20,,Defensive rebound by D. Valentine
1:24.0,,,23-20,,B. Portis misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by C. Frye,,23-20,,
1:09.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,25-20,,
0:56.0,,,25-20,,B. Portis misses 2-pt shot from 2 ft
0:56.0,Defensive rebound by J. Green,,25-20,,
0:45.0,J. Green makes 2-pt shot from 10 ft (assist by L. James),2,27-20,,
0:29.0,,,27-22,2,J. Grant makes 2-pt shot at rim
0:07.0,L. James makes 2-pt shot from 23 ft,2,29-22,,
0:00.0,,,29-22,,P. Zipser misses 2-pt shot from 17 ft
0:00.0,,,29-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,J. Green makes 2-pt shot from 2 ft (assist by K. Korver),2,31-22,,
11:43.0,Shooting foul by D. Nwaba (drawn by J. Green),,31-22,,
11:43.0,J. Green makes free throw 1 of 1,1,32-22,,
11:26.0,,,32-22,,B. Portis misses 3-pt shot from 22 ft
11:22.0,Defensive rebound by D. Wade,,32-22,,
11:17.0,D. Wade makes 2-pt shot from 13 ft,2,34-22,,
11:00.0,,,34-22,,P. Zipser misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by C. Frye,,34-22,,
10:43.0,Shooting foul by D. Nwaba (drawn by D. Wade),,34-22,,
10:43.0,D. Wade makes free throw 1 of 2,1,35-22,,
10:43.0,D. Wade makes free throw 2 of 2,1,36-22,,
10:25.0,,,36-22,,Turnover by J. Grant (bad pass; steal by K. Korver)
10:13.0,D. Wade makes 2-pt shot from 17 ft,2,38-22,,
10:12.0,,,38-22,,Chicago full timeout
10:12.0,,,38-22,,L. Markkanen enters the game for J. Grant
10:12.0,,,38-22,,K. Dunn enters the game for C. Felicio
9:55.0,,,38-22,,D. Nwaba misses 3-pt shot from 22 ft
9:50.0,,,38-22,,Offensive rebound by L. Markkanen
9:47.0,,,38-22,,K. Dunn misses 3-pt shot from 24 ft
9:44.0,Defensive rebound by L. James,,38-22,,
9:37.0,L. James makes 2-pt shot from 14 ft,2,40-22,,
9:19.0,,,40-24,2,B. Portis makes 2-pt shot from 1 ft (assist by P. Zipser)
8:54.0,L. James misses 2-pt shot from 14 ft,,40-24,,
8:53.0,,,40-24,,Defensive rebound by L. Markkanen
8:45.0,,,40-27,3,K. Dunn makes 3-pt shot from 25 ft
8:26.0,D. Wade misses 3-pt shot from 27 ft,,40-27,,
8:23.0,,,40-27,,Defensive rebound by B. Portis
8:18.0,,,40-27,,Shooting foul by C. Frye (drawn by D. Nwaba)
8:18.0,,,40-28,1,D. Nwaba makes free throw 1 of 2
8:18.0,,,40-29,1,D. Nwaba makes free throw 2 of 2
8:04.0,K. Korver misses 3-pt shot from 25 ft,,40-29,,
8:01.0,Offensive rebound by D. Wade,,40-29,,
7:55.0,L. James misses 3-pt shot from 26 ft,,40-29,,
7:55.0,Offensive rebound by Team,,40-29,,
7:53.0,,,40-29,,Personal foul by L. Markkanen (drawn by C. Frye)
7:46.0,L. James makes 2-pt shot from 1 ft,2,42-29,,
7:46.0,Shooting foul by P. Zipser (drawn by L. James),,42-29,,
7:46.0,,,42-29,,J. Holiday enters the game for P. Zipser
7:46.0,L. James makes free throw 1 of 1,1,43-29,,
7:27.0,,,43-31,2,K. Dunn makes 2-pt shot from 5 ft
7:04.0,Shooting foul by K. Dunn (drawn by D. Wade),,43-31,,
7:04.0,D. Wade makes free throw 1 of 2,1,44-31,,
7:04.0,D. Wade makes free throw 2 of 2,1,45-31,,
6:50.0,,,45-31,,L. Markkanen misses 2-pt shot from 21 ft
6:44.0,Defensive rebound by J. Green,,45-31,,
6:35.0,D. Wade misses 2-pt shot from 9 ft (block by J. Holiday),,45-31,,
6:31.0,,,45-31,,Defensive rebound by K. Dunn
6:29.0,,,45-33,2,L. Markkanen makes 2-pt shot from 1 ft (assist by K. Dunn)
6:12.0,K. Korver makes 3-pt shot from 23 ft (assist by D. Wade),3,48-33,,
6:07.0,,,48-33,,Turnover by L. Markkanen (bad pass; steal by L. James)
6:03.0,J. Green makes 2-pt shot from 1 ft (assist by K. Korver),2,50-33,,
6:03.0,,,50-33,,Chicago full timeout
6:03.0,,,50-33,,D. Valentine enters the game for D. Nwaba
5:40.0,,,50-35,2,J. Holiday makes 2-pt shot from 16 ft (assist by K. Dunn)
5:20.0,K. Korver makes 2-pt shot from 1 ft (assist by L. James),2,52-35,,
5:04.0,,,52-37,2,L. Markkanen makes 2-pt shot at rim (assist by D. Valentine)
4:39.0,J. Green misses 2-pt shot from 12 ft,,52-37,,
4:37.0,,,52-37,,Defensive rebound by L. Markkanen
4:20.0,,,52-37,,B. Portis misses 2-pt shot from 1 ft
4:15.0,Defensive rebound by J. Green,,52-37,,
4:15.0,,,52-37,,Personal foul by J. Holiday (drawn by L. James)
4:15.0,L. James makes free throw 1 of 2,1,53-37,,
4:15.0,,,53-37,,R. Lopez enters the game for B. Portis
4:15.0,K. Love enters the game for C. Frye,,53-37,,
4:15.0,J. Calderon enters the game for D. Wade,,53-37,,
4:15.0,J. Smith enters the game for K. Korver,,53-37,,
4:15.0,J. Crowder enters the game for J. Green,,53-37,,
4:15.0,L. James misses free throw 2 of 2,,53-37,,
4:09.0,,,53-37,,Defensive rebound by D. Valentine
3:58.0,,,53-37,,Shooting foul by L. James (drawn by R. Lopez)
3:58.0,,,53-38,1,R. Lopez makes free throw 1 of 2
3:58.0,,,53-39,1,R. Lopez makes free throw 2 of 2
3:44.0,Cleveland full timeout,,53-39,,
3:34.0,J. Smith makes 3-pt shot from 23 ft (assist by J. Crowder),3,56-39,,
3:12.0,,,56-39,,J. Holiday misses 3-pt shot from 24 ft
3:09.0,Defensive rebound by K. Love,,56-39,,
2:59.0,L. James misses 2-pt shot from 15 ft,,56-39,,
2:59.0,,,56-39,,Defensive rebound by L. Markkanen
2:59.0,,,56-41,2,K. Dunn makes 2-pt shot at rim
2:59.0,,,56-41,,Shooting foul by J. Crowder (drawn by K. Dunn)
2:59.0,,,56-41,,K. Dunn misses free throw 1 of 1
2:54.0,,,56-41,,Offensive rebound by K. Dunn
2:39.0,,,56-41,,K. Dunn misses 2-pt shot from 6 ft
2:39.0,Defensive rebound by K. Love,,56-41,,
2:30.0,J. Calderon makes 3-pt shot from 23 ft (assist by L. James),3,59-41,,
2:15.0,,,59-41,,D. Valentine misses 2-pt shot from 9 ft
2:12.0,Defensive rebound by K. Love,,59-41,,
1:52.0,L. James misses 2-pt shot from 1 ft,,59-41,,
1:50.0,Offensive rebound by J. Smith,,59-41,,
1:44.0,K. Love misses 3-pt shot from 23 ft,,59-41,,
1:41.0,,,59-41,,Defensive rebound by K. Dunn
1:33.0,,,59-41,,L. Markkanen misses 2-pt shot at rim
1:29.0,Defensive rebound by J. Calderon,,59-41,,
1:26.0,Cleveland full timeout,,59-41,,
1:26.0,,,59-41,,D. Nwaba enters the game for D. Valentine
1:26.0,D. Wade enters the game for L. James,,59-41,,
1:10.0,K. Love misses 2-pt shot from 10 ft,,59-41,,
1:07.0,,,59-41,,Defensive rebound by J. Holiday
0:57.0,,,59-43,2,L. Markkanen makes 2-pt shot from 1 ft (assist by K. Dunn)
0:42.0,D. Wade makes 2-pt shot from 13 ft,2,61-43,,
0:23.0,,,61-45,2,R. Lopez makes 2-pt shot from 15 ft (assist by J. Holiday)
0:01.0,J. Crowder misses 3-pt shot from 25 ft,,61-45,,
0:01.0,Offensive rebound by Team,,61-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Crowder makes 3-pt shot from 25 ft (assist by L. James),3,64-45,,
11:26.0,,,64-45,,Shooting foul by J. Smith (drawn by J. Holiday)
11:26.0,,,64-46,1,J. Holiday makes free throw 1 of 3
11:26.0,,,64-47,1,J. Holiday makes free throw 2 of 3
11:26.0,,,64-48,1,J. Holiday makes free throw 3 of 3
11:13.0,K. Love makes 2-pt shot from 18 ft,2,66-48,,
10:53.0,,,66-50,2,L. Markkanen makes 2-pt shot from 4 ft (assist by R. Lopez)
10:36.0,K. Love makes 3-pt shot from 23 ft (assist by J. Smith),3,69-50,,
10:14.0,,,69-50,,J. Holiday misses 3-pt shot from 25 ft
10:10.0,Defensive rebound by K. Love,,69-50,,
10:05.0,Shooting foul by D. Valentine (drawn by K. Love),,69-50,,
10:05.0,K. Love makes free throw 1 of 2,1,70-50,,
10:05.0,K. Love makes free throw 2 of 2,1,71-50,,
9:48.0,,,71-50,,L. Markkanen misses 3-pt shot from 26 ft
9:44.0,Defensive rebound by L. James,,71-50,,
9:27.0,K. Love makes 3-pt shot from 25 ft (assist by J. Smith),3,74-50,,
9:26.0,,,74-50,,Chicago full timeout
9:12.0,,,74-50,,Turnover by K. Dunn (bad pass)
8:58.0,J. Smith misses 3-pt shot from 25 ft,,74-50,,
8:55.0,,,74-50,,Defensive rebound by J. Holiday
8:41.0,Violation by J. Crowder (kicked ball),,74-50,,
8:34.0,,,74-50,,K. Dunn misses 3-pt shot from 26 ft
8:29.0,Defensive rebound by K. Love,,74-50,,
8:24.0,,,74-50,,Personal foul by K. Dunn (drawn by J. Calderon)
8:19.0,,,74-50,,Personal foul by J. Holiday (drawn by J. Crowder)
8:11.0,K. Love misses 3-pt shot from 22 ft,,74-50,,
8:06.0,,,74-50,,Defensive rebound by L. Markkanen
8:03.0,Personal foul by J. Calderon (drawn by K. Dunn),,74-50,,
7:52.0,,,74-53,3,K. Dunn makes 3-pt shot from 26 ft (assist by J. Holiday)
7:32.0,K. Love makes 2-pt shot from 1 ft,2,76-53,,
7:22.0,,,76-55,2,K. Dunn makes 2-pt shot from 15 ft
7:03.0,J. Crowder misses 2-pt shot from 23 ft,,76-55,,
6:58.0,,,76-55,,Defensive rebound by K. Dunn
6:44.0,,,76-55,,K. Dunn misses 2-pt shot from 8 ft
6:44.0,,,76-55,,Offensive rebound by R. Lopez
6:44.0,,,76-57,2,R. Lopez makes 2-pt shot at rim
6:44.0,Cleveland full timeout,,76-57,,
6:23.0,J. Calderon misses 3-pt shot from 25 ft,,76-57,,
6:18.0,,,76-57,,Defensive rebound by L. Markkanen
6:14.0,,,76-57,,Shooting foul by J. Smith (drawn by R. Lopez)
6:14.0,,,76-58,1,R. Lopez makes free throw 1 of 2
6:14.0,,,76-58,,R. Lopez misses free throw 2 of 2
6:11.0,Defensive rebound by K. Love,,76-58,,
5:54.0,J. Crowder misses 3-pt shot from 25 ft (block by R. Lopez),,76-58,,
5:47.0,,,76-58,,Defensive rebound by L. Markkanen
5:44.0,,,76-58,,J. Holiday misses 3-pt shot from 23 ft
5:39.0,Defensive rebound by L. James,,76-58,,
5:16.0,J. Calderon makes 2-pt shot from 1 ft,2,78-58,,
5:01.0,,,78-58,,Shooting foul by J. Calderon (drawn by K. Dunn)
5:01.0,,,78-59,1,K. Dunn makes free throw 1 of 2
5:01.0,,,78-59,,K. Dunn misses free throw 2 of 2
4:58.0,Defensive rebound by K. Love,,78-59,,
4:40.0,,,78-59,,Personal foul by D. Valentine (drawn by J. Smith)
4:39.0,K. Love misses 2-pt shot from 4 ft (block by K. Dunn),,78-59,,
4:39.0,Offensive rebound by J. Smith,,78-59,,
4:28.0,,,78-59,,Personal foul by R. Lopez (drawn by K. Love)
4:28.0,K. Love makes free throw 1 of 2,1,79-59,,
4:28.0,K. Korver enters the game for J. Crowder,,79-59,,
4:28.0,K. Love makes free throw 2 of 2,1,80-59,,
4:14.0,,,80-59,,L. Markkanen misses 2-pt shot from 6 ft (block by K. Love)
4:10.0,Defensive rebound by K. Love,,80-59,,
3:56.0,J. Smith misses 3-pt shot from 25 ft,,80-59,,
3:56.0,,,80-59,,Defensive rebound by R. Lopez
3:45.0,,,80-61,2,K. Dunn makes 2-pt shot from 6 ft
3:33.0,Turnover by J. Calderon (bad pass; steal by L. Markkanen),,80-61,,
3:26.0,,,80-61,,L. Markkanen misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by J. Calderon,,80-61,,
3:02.0,K. Love misses 3-pt shot from 26 ft,,80-61,,
2:58.0,,,80-61,,Defensive rebound by K. Dunn
2:51.0,,,80-61,,Turnover by K. Dunn (bad pass; steal by J. Calderon)
2:44.0,K. Love makes 2-pt shot from 1 ft (assist by K. Korver),2,82-61,,
2:44.0,,,82-61,,Chicago full timeout
2:44.0,,,82-61,,J. Grant enters the game for L. Markkanen
2:44.0,,,82-61,,D. Nwaba enters the game for K. Dunn
2:44.0,,,82-61,,B. Portis enters the game for R. Lopez
2:44.0,,,82-61,,C. Felicio enters the game for D. Valentine
2:44.0,D. Wade enters the game for K. Love,,82-61,,
2:44.0,C. Frye enters the game for L. James,,82-61,,
2:44.0,J. Green enters the game for J. Calderon,,82-61,,
2:25.0,,,82-63,2,J. Grant makes 2-pt shot from 21 ft
2:11.0,C. Frye makes 2-pt shot from 22 ft (assist by J. Green),2,84-63,,
1:50.0,,,84-65,2,J. Grant makes 2-pt shot from 15 ft (assist by D. Nwaba)
1:43.0,,,84-65,,Violation by C. Felicio (kicked ball)
1:34.0,K. Korver misses 2-pt shot from 20 ft,,84-65,,
1:31.0,,,84-65,,Defensive rebound by B. Portis
1:10.0,,,84-65,,J. Grant misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by D. Wade,,84-65,,
0:52.0,K. Korver makes 2-pt shot from 19 ft (assist by D. Wade),2,86-65,,
0:45.0,,,86-68,3,J. Holiday makes 3-pt shot from 23 ft (assist by D. Nwaba)
0:35.0,K. Korver misses 3-pt shot from 25 ft,,86-68,,
0:32.0,,,86-68,,Defensive rebound by J. Holiday
0:27.0,,,86-68,,J. Holiday misses 2-pt shot from 13 ft
0:24.0,Defensive rebound by D. Wade,,86-68,,
0:01.0,Turnover by Team (shot clock),,86-68,,
0:00.0,,,86-71,2,J. Holiday makes 3-pt shot from 31 ft (assist by B. Portis)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,86-73,2,C. Felicio makes 2-pt shot from 1 ft (assist by J. Holiday)
11:36.0,D. Wade misses 2-pt shot from 13 ft,,86-73,,
11:32.0,,,86-73,,Defensive rebound by P. Zipser
11:15.0,,,86-73,,C. Felicio misses 2-pt shot from 13 ft
11:13.0,,,86-73,,Offensive rebound by B. Portis
11:11.0,,,86-73,,B. Portis misses 2-pt shot from 13 ft
11:11.0,Defensive rebound by L. James,,86-73,,
10:50.0,L. James makes 3-pt shot from 26 ft,3,89-73,,
10:29.0,Personal foul by C. Frye (drawn by J. Grant),,89-73,,
10:29.0,,,89-73,,D. Nwaba enters the game for J. Holiday
10:22.0,,,89-73,,J. Grant misses 2-pt shot from 16 ft
10:17.0,Defensive rebound by J. Green,,89-73,,
10:02.0,L. James makes 2-pt shot from 1 ft,2,91-73,,
9:40.0,,,91-76,3,B. Portis makes 3-pt shot from 22 ft (assist by J. Grant)
9:22.0,J. Green misses 3-pt shot from 23 ft,,91-76,,
9:22.0,,,91-76,,Defensive rebound by D. Nwaba
9:13.0,,,91-76,,D. Nwaba misses 2-pt shot from 9 ft
9:13.0,,,91-76,,Offensive rebound by B. Portis
9:09.0,,,91-76,,B. Portis misses 2-pt shot from 5 ft
9:09.0,Defensive rebound by J. Green,,91-76,,
9:00.0,D. Wade makes 2-pt shot from 1 ft,2,93-76,,
8:52.0,,,93-76,,Turnover by J. Grant (bad pass)
8:52.0,,,93-76,,L. Markkanen enters the game for C. Felicio
8:33.0,D. Wade makes 2-pt shot from 19 ft,2,95-76,,
8:32.0,,,95-76,,Chicago full timeout
8:21.0,,,95-76,,Turnover by D. Nwaba (traveling)
8:07.0,D. Wade makes 3-pt shot from 22 ft (assist by J. Green),3,98-76,,
7:58.0,,,98-76,,J. Grant misses 3-pt shot from 26 ft
7:58.0,Defensive rebound by L. James,,98-76,,
7:53.0,K. Korver misses 3-pt shot from 24 ft,,98-76,,
7:49.0,,,98-76,,Defensive rebound by B. Portis
7:42.0,,,98-76,,Shooting foul by J. Green (drawn by L. Markkanen)
7:42.0,,,98-77,1,L. Markkanen makes free throw 1 of 2
7:42.0,,,98-77,,K. Dunn enters the game for J. Grant
7:42.0,,,98-78,1,L. Markkanen makes free throw 2 of 2
7:25.0,D. Wade makes 2-pt shot from 11 ft (assist by L. James),2,100-78,,
7:04.0,,,100-78,,Turnover by L. Markkanen (lost ball; steal by L. James)
6:52.0,Turnover by L. James (lost ball; steal by D. Nwaba),,100-78,,
6:50.0,,,100-78,,Offensive charge foul by D. Nwaba (drawn by K. Korver)
6:50.0,,,100-78,,Turnover by D. Nwaba (offensive foul)
6:37.0,J. Green makes 2-pt shot at rim,2,102-78,,
6:21.0,,,102-80,2,B. Portis makes 2-pt shot from 1 ft (assist by K. Dunn)
6:05.0,L. James makes 3-pt shot from 25 ft,3,105-80,,
5:55.0,Personal foul by K. Korver (drawn by K. Dunn),,105-80,,
5:55.0,C. Osman enters the game for L. James,,105-80,,
5:38.0,,,105-80,,K. Dunn misses 2-pt shot from 15 ft
5:38.0,Defensive rebound by D. Wade,,105-80,,
5:25.0,C. Frye misses 2-pt shot from 22 ft,,105-80,,
5:25.0,,,105-80,,Defensive rebound by P. Zipser
5:17.0,,,105-83,3,L. Markkanen makes 3-pt shot from 25 ft (assist by D. Nwaba)
5:06.0,D. Wade makes 2-pt shot from 1 ft,2,107-83,,
5:06.0,Shooting foul by K. Dunn (drawn by D. Wade),,107-83,,
5:06.0,D. Wade makes free throw 1 of 1,1,108-83,,
4:47.0,,,108-83,,P. Zipser misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by J. Green,,108-83,,
4:34.0,D. Wade misses 2-pt shot from 19 ft,,108-83,,
4:29.0,,,108-83,,Defensive rebound by B. Portis
4:16.0,,,108-83,,P. Zipser misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by J. Green,,108-83,,
4:14.0,Cleveland full timeout,,108-83,,
4:14.0,,,108-83,,K. Felder enters the game for D. Nwaba
4:14.0,,,108-83,,D. Valentine enters the game for P. Zipser
4:14.0,,,108-83,,Q. Pondexter enters the game for L. Markkanen
4:14.0,,,108-83,,C. Felicio enters the game for K. Dunn
4:14.0,J. Calderon enters the game for D. Wade,,108-83,,
4:14.0,A. Zizic enters the game for K. Korver,,108-83,,
3:56.0,C. Osman misses 3-pt shot from 25 ft,,108-83,,
3:53.0,,,108-83,,Defensive rebound by K. Felder
3:41.0,,,108-85,2,K. Felder makes 2-pt shot from 21 ft
3:15.0,J. Green misses 3-pt shot from 24 ft,,108-85,,
3:13.0,,,108-85,,Defensive rebound by K. Felder
3:06.0,,,108-85,,D. Valentine misses 3-pt shot from 23 ft
3:06.0,Defensive rebound by J. Green,,108-85,,
2:50.0,A. Zizic misses 2-pt shot from 11 ft,,108-85,,
2:48.0,,,108-85,,Defensive rebound by K. Felder
2:36.0,,,108-87,2,C. Felicio makes 2-pt shot from 9 ft
2:36.0,,,108-87,,Shooting foul by J. Green (drawn by C. Felicio)
2:36.0,,,108-87,,C. Felicio misses free throw 1 of 1
2:33.0,Defensive rebound by A. Zizic,,108-87,,
2:12.0,C. Osman misses 3-pt shot from 22 ft,,108-87,,
2:11.0,Offensive rebound by A. Zizic,,108-87,,
2:11.0,Shooting foul by B. Portis (drawn by A. Zizic),,108-87,,
2:11.0,A. Zizic makes free throw 1 of 2,1,109-87,,
2:11.0,A. Zizic makes free throw 2 of 2,1,110-87,,
1:49.0,,,110-87,,K. Felder misses 3-pt shot from 26 ft
1:45.0,Defensive rebound by A. Zizic,,110-87,,
1:35.0,J. Green misses 2-pt shot from 2 ft,,110-87,,
1:33.0,,,110-87,,Defensive rebound by B. Portis
1:20.0,,,110-87,,B. Portis misses 3-pt shot from 24 ft
1:16.0,,,110-87,,Offensive rebound by Q. Pondexter
1:16.0,,,110-89,2,C. Felicio makes 2-pt shot at rim (assist by B. Portis)
0:55.0,J. Green makes 3-pt shot from 24 ft (assist by C. Osman),3,113-89,,
0:51.0,Personal foul by J. Calderon (drawn by K. Felder),,113-89,,
0:51.0,,,113-90,1,K. Felder makes free throw 1 of 2
0:51.0,,,113-91,1,K. Felder makes free throw 2 of 2
0:34.0,Turnover by J. Calderon (bad pass),,113-91,,
0:21.0,,,113-91,,B. Portis misses 3-pt shot from 24 ft
0:19.0,Defensive rebound by C. Osman,,113-91,,
