time,Philadelphia,pts.away,score,pts.home,Boston
5:04.0,,,16-15,,Personal foul by M. Smart (drawn by D. Saric)
4:54.0,B. Simmons makes 2-pt shot at rim (assist by E. Ilyasova),2,18-15,,
4:38.0,,,18-15,,M. Morris misses 2-pt shot from 19 ft
4:34.0,Defensive rebound by R. Covington,,18-15,,
4:33.0,Philadelphia full timeout,,18-15,,
4:33.0,J. Embiid enters the game for D. Saric,,18-15,,
4:28.0,M. Belinelli misses 2-pt shot from 10 ft,,18-15,,
4:24.0,,,18-15,,Defensive rebound by A. Horford
4:14.0,,,18-15,,Shooting foul by B. Simmons (drawn by M. Smart)
4:14.0,,,18-16,1,M. Smart makes free throw 1 of 2
4:14.0,,,18-16,,J. Tatum enters the game for J. Brown
4:14.0,T. McConnell enters the game for B. Simmons,,18-16,,
4:14.0,,,18-17,1,M. Smart makes free throw 2 of 2
3:58.0,Turnover by R. Covington (lost ball; steal by A. Horford),,18-17,,
3:52.0,,,18-17,,A. Horford misses 2-pt shot from 22 ft
3:49.0,Defensive rebound by E. Ilyasova,,18-17,,
3:37.0,E. Ilyasova misses 3-pt shot from 23 ft,,18-17,,
3:34.0,Offensive rebound by J. Embiid,,18-17,,
3:31.0,J. Redick enters the game for M. Belinelli,,18-17,,
3:19.0,Turnover by J. Embiid (lost ball; steal by M. Smart),,18-17,,
3:16.0,,,18-19,2,J. Tatum makes 2-pt shot from 1 ft (assist by M. Smart)
2:52.0,,,18-19,,Personal foul by A. Horford (drawn by J. Embiid)
2:52.0,J. Embiid makes free throw 1 of 2,1,19-19,,
2:52.0,J. Embiid makes free throw 2 of 2,1,20-19,,
2:41.0,,,20-19,,T. Rozier misses 3-pt shot from 24 ft
2:38.0,Defensive rebound by R. Covington,,20-19,,
2:24.0,R. Covington misses 2-pt shot from 13 ft,,20-19,,
2:21.0,,,20-19,,Defensive rebound by M. Morris
2:12.0,,,20-21,2,A. Horford makes 2-pt shot from 2 ft (assist by J. Tatum)
2:12.0,Philadelphia full timeout,,20-21,,
2:12.0,,,20-21,,S. Ojeleye enters the game for T. Rozier
2:12.0,,,20-21,,A. Baynes enters the game for A. Horford
1:58.0,Turnover by R. Covington (lost ball; steal by M. Morris),,20-21,,
1:54.0,,,20-21,,M. Morris misses 2-pt shot from 3 ft (block by E. Ilyasova)
1:51.0,,,20-21,,Offensive rebound by M. Morris
1:50.0,,,20-21,,M. Smart misses 3-pt shot from 29 ft
1:49.0,Defensive rebound by R. Covington,,20-21,,
1:35.0,J. Embiid makes 2-pt shot from 15 ft,2,22-21,,
1:17.0,,,22-23,2,J. Tatum makes 2-pt shot from 14 ft
1:02.0,T. McConnell makes 2-pt shot from 12 ft,2,24-23,,
0:42.0,,,24-23,,M. Smart misses 2-pt shot from 5 ft
0:41.0,,,24-23,,Offensive rebound by A. Baynes
0:41.0,,,24-25,2,A. Baynes makes 2-pt shot at rim
0:34.0,Turnover by T. McConnell (bad pass; steal by M. Smart),,24-25,,
0:29.0,,,24-25,,Turnover by J. Tatum (lost ball; steal by T. McConnell)
0:29.0,,,24-25,,Personal foul by M. Morris (drawn by E. Ilyasova)
0:29.0,E. Ilyasova misses free throw 1 of 2,,24-25,,
0:29.0,Offensive rebound by Team,,24-25,,
0:29.0,,,24-25,,A. Horford enters the game for A. Baynes
0:29.0,E. Ilyasova misses free throw 2 of 2,,24-25,,
0:29.0,,,24-25,,Defensive rebound by A. Horford
0:07.0,,,24-25,,A. Horford misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by T. McConnell,,24-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,24-25,,M. Smart misses 2-pt shot from 9 ft
11:46.0,Defensive rebound by D. Saric,,24-25,,
11:39.0,D. Saric misses 2-pt shot from 8 ft,,24-25,,
11:37.0,,,24-25,,Defensive rebound by A. Baynes
11:23.0,,,24-25,,A. Baynes misses 2-pt shot from 5 ft
11:21.0,Defensive rebound by J. Embiid,,24-25,,
11:12.0,M. Belinelli makes 2-pt shot from 1 ft (assist by T. McConnell),2,26-25,,
11:12.0,Shooting foul by A. Baynes (drawn by M. Belinelli),,26-25,,
11:12.0,M. Belinelli makes free throw 1 of 1,1,27-25,,
10:53.0,,,27-25,,M. Morris misses 2-pt shot from 4 ft (block by J. Embiid)
10:52.0,Defensive rebound by T. McConnell,,27-25,,
10:46.0,J. Embiid misses 3-pt shot from 28 ft,,27-25,,
10:42.0,,,27-25,,Defensive rebound by M. Morris
10:24.0,,,27-25,,M. Morris misses 2-pt shot from 5 ft
10:21.0,Defensive rebound by M. Belinelli,,27-25,,
10:05.0,J. Embiid makes 2-pt shot from 10 ft,2,29-25,,
9:56.0,Personal foul by T. McConnell (drawn by J. Tatum),,29-25,,
9:56.0,,,29-25,,T. Rozier enters the game for M. Morris
9:56.0,,,29-25,,J. Brown enters the game for M. Smart
9:49.0,,,29-27,2,A. Baynes makes 2-pt shot from 2 ft (assist by J. Brown)
9:28.0,D. Saric makes 2-pt shot from 5 ft,2,31-27,,
9:06.0,,,31-27,,Shooting foul by T. McConnell (drawn by J. Tatum)
9:06.0,,,31-28,1,J. Tatum makes free throw 1 of 2
9:06.0,,,31-29,1,J. Tatum makes free throw 2 of 2
8:57.0,J. Embiid makes 2-pt shot at rim (assist by D. Saric),2,33-29,,
8:38.0,,,33-32,3,T. Rozier makes 3-pt shot from 27 ft
8:21.0,J. Redick makes 2-pt shot at rim (assist by D. Saric),2,35-32,,
8:14.0,,,35-34,2,J. Brown makes 2-pt shot from 1 ft
7:52.0,J. Embiid makes 2-pt shot from 13 ft,2,37-34,,
7:39.0,,,37-36,2,J. Tatum makes 2-pt shot from 13 ft (assist by T. Rozier)
7:24.0,D. Saric misses 2-pt shot from 20 ft,,37-36,,
7:22.0,,,37-36,,Defensive rebound by J. Tatum
7:16.0,,,37-38,2,J. Tatum makes 2-pt shot at rim
6:58.0,J. Embiid makes 2-pt shot from 12 ft,2,39-38,,
6:42.0,,,39-38,,J. Tatum misses 2-pt shot from 16 ft
6:41.0,,,39-38,,Offensive rebound by A. Baynes
6:41.0,,,39-40,2,A. Baynes makes 2-pt shot at rim
6:24.0,D. Saric makes 3-pt shot from 25 ft (assist by T. McConnell),3,42-40,,
6:23.0,,,42-40,,Boston full timeout
6:23.0,,,42-40,,M. Morris enters the game for J. Tatum
6:23.0,,,42-40,,M. Smart enters the game for S. Ojeleye
6:23.0,,,42-40,,A. Horford enters the game for A. Baynes
6:23.0,E. Ilyasova enters the game for T. McConnell,,42-40,,
6:23.0,B. Simmons enters the game for J. Redick,,42-40,,
6:23.0,R. Covington enters the game for J. Embiid,,42-40,,
6:13.0,,,42-42,2,A. Horford makes 2-pt shot at rim (assist by M. Smart)
6:01.0,Turnover by B. Simmons (bad pass; steal by A. Horford),,42-42,,
5:59.0,Personal foul by R. Covington (drawn by M. Smart),,42-42,,
5:45.0,,,42-42,,T. Rozier misses 3-pt shot from 22 ft
5:42.0,Defensive rebound by B. Simmons,,42-42,,
5:31.0,R. Covington misses 3-pt shot from 23 ft,,42-42,,
5:29.0,Offensive rebound by E. Ilyasova,,42-42,,
5:28.0,E. Ilyasova makes 2-pt shot from 6 ft,2,44-42,,
5:08.0,,,44-42,,T. Rozier misses 2-pt shot from 2 ft
5:07.0,Defensive rebound by D. Saric,,44-42,,
5:02.0,R. Covington makes 2-pt shot from 1 ft (assist by B. Simmons),2,46-42,,
4:43.0,,,46-44,2,M. Smart makes 2-pt shot at rim
4:43.0,,,46-44,,Shooting foul by M. Belinelli (drawn by M. Smart)
4:43.0,,,46-44,,J. Tatum enters the game for J. Brown
4:43.0,,,46-45,1,M. Smart makes free throw 1 of 1
4:32.0,Turnover by D. Saric (bad pass; steal by J. Tatum),,46-45,,
4:28.0,,,46-45,,Offensive charge foul by M. Morris (drawn by E. Ilyasova)
4:28.0,,,46-45,,Turnover by M. Morris (offensive foul)
4:28.0,J. Redick enters the game for M. Belinelli,,46-45,,
4:13.0,E. Ilyasova misses 2-pt shot from 2 ft,,46-45,,
4:12.0,Offensive rebound by E. Ilyasova,,46-45,,
4:12.0,E. Ilyasova misses 2-pt shot from 2 ft,,46-45,,
4:11.0,,,46-45,,Defensive rebound by M. Smart
4:09.0,Personal foul by E. Ilyasova (drawn by M. Smart),,46-45,,
4:09.0,,,46-46,1,M. Smart makes free throw 1 of 2
4:09.0,,,46-47,1,M. Smart makes free throw 2 of 2
3:47.0,B. Simmons makes 2-pt shot from 1 ft (assist by J. Redick),2,48-47,,
3:30.0,Personal foul by D. Saric (drawn by M. Morris),,48-47,,
3:30.0,,,48-48,1,M. Morris makes free throw 1 of 2
3:30.0,J. Embiid enters the game for D. Saric,,48-48,,
3:30.0,,,48-49,1,M. Morris makes free throw 2 of 2
3:15.0,Turnover by J. Redick (bad pass; steal by T. Rozier),,48-49,,
3:04.0,,,48-51,2,M. Smart makes 2-pt shot from 4 ft
2:56.0,,,48-51,,Personal foul by M. Morris (drawn by B. Simmons)
2:56.0,Philadelphia full timeout,,48-51,,
2:56.0,,,48-51,,A. Baynes enters the game for M. Morris
2:56.0,T. McConnell enters the game for R. Covington,,48-51,,
2:49.0,T. McConnell makes 2-pt shot from 1 ft,2,50-51,,
2:29.0,,,50-53,2,A. Horford makes 2-pt shot from 6 ft
2:14.0,E. Ilyasova misses 3-pt shot from 27 ft,,50-53,,
2:12.0,,,50-53,,Defensive rebound by T. Rozier
1:56.0,,,50-53,,T. Rozier misses 2-pt shot from 11 ft
1:54.0,Defensive rebound by J. Embiid,,50-53,,
1:45.0,B. Simmons makes 2-pt shot from 2 ft (assist by T. McConnell),2,52-53,,
1:27.0,,,52-53,,Shooting foul by J. Redick (drawn by M. Smart)
1:27.0,,,52-53,,M. Smart misses free throw 1 of 2
1:27.0,,,52-53,,Offensive rebound by Team
1:27.0,,,52-53,,J. Brown enters the game for T. Rozier
1:27.0,D. Saric enters the game for E. Ilyasova,,52-53,,
1:27.0,,,52-53,,M. Smart misses free throw 2 of 2
1:27.0,Defensive rebound by B. Simmons,,52-53,,
1:11.0,B. Simmons misses 2-pt shot from 3 ft,,52-53,,
1:09.0,,,52-53,,Defensive rebound by A. Baynes
0:56.0,,,52-56,3,A. Baynes makes 3-pt shot from 24 ft (assist by J. Brown)
0:37.0,J. Embiid misses 2-pt shot from 9 ft,,52-56,,
0:34.0,,,52-56,,Defensive rebound by J. Tatum
0:31.0,,,52-58,2,J. Tatum makes 2-pt shot at rim
0:24.0,J. Redick misses 3-pt shot from 25 ft,,52-58,,
0:23.0,,,52-58,,Defensive rebound by Team
0:23.0,,,52-58,,T. Rozier enters the game for A. Baynes
0:23.0,R. Covington enters the game for T. McConnell,,52-58,,
0:23.0,J. Anderson enters the game for J. Embiid,,52-58,,
0:00.0,,,52-61,3,T. Rozier makes 3-pt shot from 26 ft (assist by M. Smart)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,52-61,,A. Horford misses 2-pt shot from 4 ft
11:36.0,Defensive rebound by J. Embiid,,52-61,,
11:33.0,Shooting foul by A. Horford (drawn by D. Saric),,52-61,,
11:33.0,D. Saric misses free throw 1 of 3,,52-61,,
11:33.0,Offensive rebound by Team,,52-61,,
11:33.0,D. Saric makes free throw 2 of 3,1,53-61,,
11:33.0,D. Saric makes free throw 3 of 3,1,54-61,,
11:18.0,,,54-61,,J. Tatum misses 2-pt shot from 1 ft
11:14.0,Defensive rebound by B. Simmons,,54-61,,
10:59.0,B. Simmons misses 2-pt shot from 4 ft,,54-61,,
10:57.0,,,54-61,,Defensive rebound by A. Baynes
10:48.0,,,54-61,,Turnover by J. Brown (out of bounds lost ball)
10:29.0,B. Simmons misses 2-pt shot from 4 ft,,54-61,,
10:24.0,Offensive rebound by D. Saric,,54-61,,
10:23.0,Turnover by Team (shot clock),,54-61,,
10:17.0,,,54-61,,Turnover by A. Horford (bad pass; steal by D. Saric)
10:06.0,J. Redick misses 3-pt shot from 26 ft,,54-61,,
10:03.0,,,54-61,,Defensive rebound by A. Baynes
9:55.0,,,54-63,2,J. Brown makes 2-pt shot from 16 ft
9:37.0,J. Redick makes 2-pt shot from 21 ft (assist by J. Embiid),2,56-63,,
9:19.0,,,56-63,,T. Rozier misses 2-pt shot from 1 ft
9:16.0,,,56-63,,Offensive rebound by J. Tatum
9:14.0,,,56-63,,T. Rozier misses 3-pt shot from 23 ft
9:11.0,,,56-63,,Offensive rebound by A. Baynes
9:08.0,,,56-66,3,J. Brown makes 3-pt shot from 28 ft (assist by A. Horford)
9:08.0,Philadelphia full timeout,,56-66,,
8:49.0,B. Simmons makes 2-pt shot from 5 ft (assist by J. Redick),2,58-66,,
8:28.0,,,58-66,,Shooting foul by B. Simmons (drawn by J. Tatum)
8:28.0,,,58-66,,J. Tatum misses free throw 1 of 3
8:28.0,,,58-66,,Offensive rebound by Team
8:28.0,,,58-67,1,J. Tatum makes free throw 2 of 3
8:28.0,,,58-67,,J. Tatum misses free throw 3 of 3
8:24.0,Defensive rebound by J. Embiid,,58-67,,
8:13.0,Turnover by J. Embiid (bad pass),,58-67,,
8:00.0,,,58-67,,J. Tatum misses 2-pt shot from 3 ft
7:59.0,,,58-67,,Offensive rebound by A. Baynes
7:59.0,,,58-67,,A. Baynes misses 2-pt shot from 2 ft (block by D. Saric)
7:58.0,,,58-67,,Offensive rebound by A. Baynes
7:53.0,,,58-69,2,A. Baynes makes 2-pt shot from 1 ft (assist by J. Tatum)
7:42.0,J. Redick misses 2-pt shot from 20 ft,,58-69,,
7:41.0,Offensive rebound by D. Saric,,58-69,,
7:41.0,Shooting foul by J. Tatum (drawn by D. Saric),,58-69,,
7:41.0,D. Saric makes free throw 1 of 2,1,59-69,,
7:41.0,D. Saric makes free throw 2 of 2,1,60-69,,
7:25.0,,,60-69,,A. Horford misses 2-pt shot from 6 ft
7:23.0,Defensive rebound by J. Embiid,,60-69,,
7:18.0,Turnover by B. Simmons (traveling),,60-69,,
7:07.0,,,60-69,,Turnover by J. Brown (out of bounds lost ball)
6:55.0,J. Embiid makes 2-pt shot from 4 ft,2,62-69,,
6:55.0,Shooting foul by A. Baynes (drawn by J. Embiid),,62-69,,
6:55.0,,,62-69,,M. Smart enters the game for J. Tatum
6:55.0,J. Embiid makes free throw 1 of 1,1,63-69,,
6:42.0,,,63-72,3,J. Brown makes 3-pt shot from 27 ft (assist by M. Smart)
6:24.0,D. Saric misses 2-pt shot from 4 ft (block by J. Brown),,63-72,,
6:24.0,Offensive rebound by Team,,63-72,,
6:21.0,J. Embiid misses 3-pt shot from 26 ft,,63-72,,
6:20.0,,,63-72,,Defensive rebound by A. Horford
6:19.0,Personal foul by D. Saric (drawn by A. Horford),,63-72,,
6:19.0,J. Anderson enters the game for J. Redick,,63-72,,
6:04.0,,,63-72,,Shooting foul by J. Embiid (drawn by A. Baynes)
6:04.0,Technical foul by J. Embiid,,63-72,,
6:04.0,,,63-73,1,A. Horford makes technical free throw
6:04.0,,,63-74,1,A. Baynes makes free throw 1 of 2
6:04.0,,,63-75,1,A. Baynes makes free throw 2 of 2
6:04.0,Philadelphia full timeout,,63-75,,
5:49.0,J. Embiid makes 2-pt shot from 4 ft,2,65-75,,
5:43.0,Personal foul by J. Anderson (drawn by M. Smart),,65-75,,
5:27.0,,,65-75,,Turnover by T. Rozier (lost ball; steal by J. Anderson)
5:22.0,,,65-75,,Personal foul by J. Brown (drawn by B. Simmons)
5:22.0,,,65-75,,M. Morris enters the game for A. Baynes
5:11.0,Shooting foul by A. Horford (drawn by J. Embiid),,65-75,,
5:11.0,J. Embiid makes free throw 1 of 2,1,66-75,,
5:11.0,J. Embiid makes free throw 2 of 2,1,67-75,,
4:48.0,,,67-77,2,J. Brown makes 2-pt shot from 3 ft
4:26.0,B. Simmons misses 2-pt shot from 8 ft,,67-77,,
4:22.0,,,67-77,,Defensive rebound by J. Brown
4:19.0,,,67-77,,Shooting foul by J. Anderson (drawn by J. Brown)
4:19.0,,,67-78,1,J. Brown makes free throw 1 of 2
4:19.0,J. Redick enters the game for B. Simmons,,67-78,,
4:19.0,,,67-78,,J. Brown misses free throw 2 of 2
4:19.0,Defensive rebound by T. McConnell,,67-78,,
4:10.0,,,67-78,,Personal foul by M. Smart (drawn by J. Redick)
4:10.0,J. Redick makes free throw 1 of 2,1,68-78,,
4:10.0,J. Redick makes free throw 2 of 2,1,69-78,,
3:48.0,,,69-78,,M. Morris misses 3-pt shot from 22 ft
3:48.0,Defensive rebound by T. McConnell,,69-78,,
3:40.0,Shooting foul by J. Brown (drawn by D. Saric),,69-78,,
3:40.0,D. Saric misses free throw 1 of 2,,69-78,,
3:40.0,Offensive rebound by Team,,69-78,,
3:40.0,R. Covington enters the game for J. Anderson,,69-78,,
3:40.0,D. Saric makes free throw 2 of 2,1,70-78,,
3:31.0,,,70-78,,M. Morris misses 2-pt shot from 2 ft (block by J. Embiid)
3:30.0,,,70-78,,Offensive rebound by Team
3:30.0,,,70-78,,Turnover by M. Smart (turnover)
3:20.0,,,70-78,,Personal foul by A. Horford (drawn by J. Embiid)
3:20.0,J. Embiid misses free throw 1 of 2,,70-78,,
3:20.0,Offensive rebound by Team,,70-78,,
3:20.0,J. Embiid makes free throw 2 of 2,1,71-78,,
3:03.0,,,71-78,,A. Horford misses 2-pt shot from 8 ft
3:01.0,Defensive rebound by R. Covington,,71-78,,
2:55.0,D. Saric makes 3-pt shot from 26 ft (assist by T. McConnell),3,74-78,,
2:54.0,,,74-78,,Boston full timeout
2:54.0,,,74-78,,J. Tatum enters the game for J. Brown
2:38.0,,,74-78,,Turnover by M. Smart (bad pass)
2:28.0,Turnover by J. Redick (bad pass; steal by A. Horford),,74-78,,
2:24.0,,,74-78,,T. Rozier misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by J. Embiid,,74-78,,
2:07.0,Turnover by J. Embiid (bad pass),,74-78,,
2:07.0,,,74-78,,A. Baynes enters the game for A. Horford
1:53.0,,,74-80,2,M. Morris makes 2-pt shot from 14 ft (assist by J. Tatum)
1:38.0,T. McConnell misses 2-pt shot from 3 ft,,74-80,,
1:38.0,Offensive rebound by J. Embiid,,74-80,,
1:38.0,Shooting foul by A. Baynes (drawn by J. Embiid),,74-80,,
1:38.0,J. Embiid misses free throw 1 of 2,,74-80,,
1:38.0,Offensive rebound by Team,,74-80,,
1:38.0,E. Ilyasova enters the game for D. Saric,,74-80,,
1:38.0,J. Embiid makes free throw 2 of 2,1,75-80,,
1:27.0,,,75-80,,Shooting foul by T. McConnell (drawn by T. Rozier)
1:27.0,,,75-81,1,T. Rozier makes free throw 1 of 2
1:27.0,,,75-82,1,T. Rozier makes free throw 2 of 2
1:18.0,J. Embiid makes 2-pt shot from 1 ft (assist by E. Ilyasova),2,77-82,,
0:55.0,,,77-82,,J. Tatum misses 2-pt shot from 2 ft (block by J. Embiid)
0:55.0,,,77-82,,Offensive rebound by Team
0:52.0,,,77-82,,T. Rozier misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by Team,,77-82,,
0:39.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by J. Embiid),2,79-82,,
0:31.0,,,79-82,,Shooting foul by J. Embiid (drawn by M. Smart)
0:31.0,,,79-83,1,M. Smart makes free throw 1 of 2
0:31.0,,,79-83,,M. Smart misses free throw 2 of 2
0:31.0,,,79-83,,S. Ojeleye enters the game for T. Rozier
0:21.0,Defensive rebound by R. Covington,,79-83,,
0:21.0,J. Redick makes 3-pt shot from 27 ft (assist by T. McConnell),3,82-83,,
0:07.0,,,82-83,,A. Baynes misses 3-pt shot from 23 ft
0:03.0,Defensive rebound by J. Redick,,82-83,,
0:00.0,T. McConnell misses 2-pt shot from 21 ft,,82-83,,
0:00.0,Offensive rebound by Team,,82-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,J. Redick misses 3-pt shot from 28 ft,,82-83,,
11:52.0,,,82-83,,Defensive rebound by Team
11:52.0,Loose ball foul by E. Ilyasova (drawn by J. Brown),,82-83,,
11:43.0,,,82-85,2,J. Brown makes 2-pt shot from 17 ft (assist by M. Smart)
11:29.0,E. Ilyasova makes 3-pt shot from 24 ft (assist by B. Simmons),3,85-85,,
11:09.0,,,85-85,,J. Brown misses 2-pt shot from 22 ft
11:07.0,Defensive rebound by J. Redick,,85-85,,
11:04.0,R. Covington misses 3-pt shot from 28 ft,,85-85,,
11:03.0,,,85-85,,Defensive rebound by Team
11:03.0,Loose ball foul by R. Covington (drawn by J. Tatum),,85-85,,
10:51.0,,,85-88,3,J. Brown makes 3-pt shot from 23 ft (assist by A. Horford)
10:36.0,J. Redick misses 2-pt shot from 2 ft,,85-88,,
10:35.0,Offensive rebound by D. Saric,,85-88,,
10:34.0,D. Saric misses 2-pt shot from 2 ft,,85-88,,
10:34.0,Offensive rebound by D. Saric,,85-88,,
10:34.0,Shooting foul by M. Morris (drawn by D. Saric),,85-88,,
10:34.0,D. Saric makes free throw 1 of 2,1,86-88,,
10:34.0,D. Saric makes free throw 2 of 2,1,87-88,,
10:25.0,Personal foul by J. Redick (drawn by M. Smart),,87-88,,
10:17.0,,,87-88,,M. Smart misses 2-pt shot from 6 ft
10:15.0,Defensive rebound by D. Saric,,87-88,,
10:11.0,J. Redick misses 3-pt shot from 25 ft,,87-88,,
10:07.0,,,87-88,,Defensive rebound by M. Smart
10:03.0,Personal foul by J. Redick (drawn by J. Brown),,87-88,,
9:58.0,,,87-88,,J. Brown misses 2-pt shot from 4 ft
9:57.0,,,87-88,,Offensive rebound by J. Brown
9:56.0,,,87-88,,Shooting foul by E. Ilyasova (drawn by J. Brown)
9:56.0,,,87-88,,J. Brown misses free throw 1 of 2
9:56.0,,,87-88,,Offensive rebound by Team
9:56.0,,,87-88,,T. Rozier enters the game for M. Smart
9:56.0,,,87-88,,J. Brown misses free throw 2 of 2
9:56.0,Defensive rebound by B. Simmons,,87-88,,
9:49.0,R. Covington makes 3-pt shot from 30 ft (assist by B. Simmons),3,90-88,,
9:34.0,Personal foul by R. Covington (drawn by J. Tatum),,90-88,,
9:34.0,,,90-89,1,J. Tatum makes free throw 1 of 2
9:34.0,,,90-90,1,J. Tatum makes free throw 2 of 2
9:25.0,Shooting foul by J. Tatum (drawn by E. Ilyasova),,90-90,,
9:25.0,E. Ilyasova makes free throw 1 of 2,1,91-90,,
9:25.0,E. Ilyasova makes free throw 2 of 2,1,92-90,,
9:04.0,,,92-90,,Turnover by T. Rozier (lost ball; steal by R. Covington)
8:51.0,D. Saric makes 2-pt shot from 3 ft (assist by R. Covington),2,94-90,,
8:41.0,,,94-90,,T. Rozier misses 2-pt shot from 2 ft
8:40.0,,,94-90,,Offensive rebound by A. Horford
8:35.0,,,94-90,,Shooting foul by E. Ilyasova (drawn by M. Morris)
8:35.0,,,94-91,1,M. Morris makes free throw 1 of 2
8:35.0,,,94-91,,M. Smart enters the game for J. Brown
8:35.0,T. McConnell enters the game for J. Redick,,94-91,,
8:35.0,J. Embiid enters the game for E. Ilyasova,,94-91,,
8:35.0,,,94-92,1,M. Morris makes free throw 2 of 2
8:17.0,J. Embiid misses 2-pt shot from 12 ft,,94-92,,
8:14.0,,,94-92,,Defensive rebound by T. Rozier
8:04.0,,,94-92,,A. Horford misses 2-pt shot from 2 ft
8:02.0,,,94-92,,Offensive rebound by A. Horford
8:02.0,,,94-92,,A. Horford misses 2-pt shot from 2 ft
8:00.0,Defensive rebound by R. Covington,,94-92,,
