time,Orlando,pts.away,score,pts.home,Boston
4:52.0,,,18-22,,Turnover by M. Smart (bad pass; steal by N. Vucevic)
4:48.0,Shooting foul by M. Smart (drawn by J. Simmons),,18-22,,
4:48.0,J. Simmons misses free throw 1 of 2,,18-22,,
4:48.0,Offensive rebound by Team,,18-22,,
4:48.0,J. Simmons makes free throw 2 of 2,1,19-22,,
4:27.0,,,19-24,2,K. Irving makes 2-pt shot at rim
4:26.0,,,19-24,,Personal foul by M. Smart (drawn by E. Payton)
4:09.0,Offensive foul by N. Vucevic (drawn by M. Smart),,19-24,,
4:09.0,Turnover by N. Vucevic (offensive foul),,19-24,,
3:58.0,,,19-24,,Offensive foul by A. Horford (drawn by E. Payton)
3:58.0,,,19-24,,Turnover by A. Horford (offensive foul)
3:58.0,,,19-24,,T. Rozier enters the game for K. Irving
3:42.0,A. Gordon misses 2-pt shot from 4 ft,,19-24,,
3:40.0,Offensive rebound by N. Vucevic,,19-24,,
3:37.0,Shooting foul by J. Brown (drawn by E. Payton),,19-24,,
3:37.0,E. Payton misses free throw 1 of 2,,19-24,,
3:37.0,Offensive rebound by Team,,19-24,,
3:37.0,E. Payton makes free throw 2 of 2,1,20-24,,
3:22.0,,,20-26,2,J. Brown makes 2-pt shot from 19 ft (assist by A. Horford)
3:03.0,N. Vucevic misses 3-pt shot from 27 ft,,20-26,,
3:00.0,,,20-26,,Defensive rebound by T. Rozier
2:53.0,,,20-29,3,A. Horford makes 3-pt shot from 23 ft (assist by J. Brown)
2:37.0,J. Simmons misses 2-pt shot from 6 ft,,20-29,,
2:36.0,Offensive rebound by A. Gordon,,20-29,,
2:36.0,Shooting foul by T. Rozier (drawn by A. Gordon),,20-29,,
2:36.0,,,20-29,,Boston full timeout
2:36.0,B. Biyombo enters the game for E. Payton,,20-29,,
2:36.0,D. Augustin enters the game for N. Vucevic,,20-29,,
2:36.0,A. Gordon makes free throw 1 of 2,1,21-29,,
2:36.0,A. Gordon makes free throw 2 of 2,1,22-29,,
2:23.0,,,22-29,,Shooting foul by E. Fournier (drawn by M. Smart)
2:23.0,,,22-29,,M. Smart misses free throw 1 of 2
2:23.0,,,22-29,,Offensive rebound by Team
2:23.0,,,22-29,,A. Baynes enters the game for A. Horford
2:23.0,,,22-30,1,M. Smart makes free throw 2 of 2
2:11.0,A. Gordon misses 3-pt shot from 27 ft,,22-30,,
2:11.0,,,22-30,,Defensive rebound by T. Rozier
2:03.0,,,22-33,3,T. Rozier makes 3-pt shot from 24 ft (assist by J. Brown)
1:52.0,E. Fournier misses 2-pt shot from 4 ft,,22-33,,
1:50.0,,,22-33,,Defensive rebound by A. Baynes
1:49.0,,,22-33,,Turnover by A. Baynes (bad pass; steal by A. Gordon)
1:34.0,A. Gordon makes 2-pt shot from 2 ft (assist by D. Augustin),2,24-33,,
1:25.0,,,24-33,,S. Ojeleye misses 3-pt shot from 22 ft
1:25.0,,,24-33,,Offensive rebound by A. Baynes
1:21.0,,,24-33,,A. Baynes misses 2-pt shot from 1 ft
1:21.0,,,24-33,,Offensive rebound by A. Baynes
1:08.0,,,24-36,3,J. Brown makes 3-pt shot from 22 ft
1:07.0,Orlando full timeout,,24-36,,
1:07.0,M. Speights enters the game for A. Gordon,,24-36,,
1:07.0,A. Afflalo enters the game for E. Fournier,,24-36,,
0:59.0,Turnover by D. Augustin (lost ball; steal by T. Rozier),,24-36,,
0:56.0,,,24-38,2,T. Rozier makes 2-pt shot from 1 ft
0:56.0,,,24-38,,Shooting foul by M. Speights (drawn by T. Rozier)
0:56.0,,,24-38,,T. Rozier misses free throw 1 of 1
0:54.0,,,24-38,,Offensive rebound by T. Rozier
0:52.0,,,24-38,,J. Brown misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by A. Afflalo,,24-38,,
0:42.0,J. Simmons misses 3-pt shot from 26 ft,,24-38,,
0:38.0,,,24-38,,Defensive rebound by M. Smart
0:29.0,,,24-38,,M. Smart misses 3-pt shot from 25 ft
0:25.0,,,24-38,,Offensive rebound by S. Ojeleye
0:08.0,,,24-40,2,A. Baynes makes 2-pt shot from 1 ft (assist by M. Smart)
0:00.0,D. Augustin makes 2-pt shot from 1 ft,2,26-40,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,26-42,2,A. Baynes makes 2-pt shot at rim (assist by M. Smart)
11:35.0,,,26-42,,Personal foul by S. Ojeleye (drawn by M. Speights)
11:23.0,M. Speights misses 3-pt shot from 26 ft,,26-42,,
11:21.0,,,26-42,,Defensive rebound by M. Smart
11:14.0,,,26-42,,A. Baynes misses 2-pt shot from 11 ft
11:11.0,Defensive rebound by M. Speights,,26-42,,
11:07.0,Turnover by D. Augustin (bad pass; steal by J. Tatum),,26-42,,
11:03.0,,,26-42,,J. Tatum misses 2-pt shot from 1 ft
11:02.0,Defensive rebound by D. Augustin,,26-42,,
10:59.0,J. Simmons misses 3-pt shot from 26 ft,,26-42,,
10:59.0,,,26-42,,Defensive rebound by S. Ojeleye
10:43.0,,,26-42,,S. Ojeleye misses 3-pt shot from 24 ft
10:43.0,Defensive rebound by J. Simmons,,26-42,,
10:33.0,J. Simmons makes 2-pt shot from 7 ft,2,28-42,,
10:13.0,,,28-42,,A. Baynes misses 2-pt shot from 5 ft
10:13.0,Defensive rebound by B. Biyombo,,28-42,,
10:03.0,M. Speights misses 3-pt shot from 25 ft,,28-42,,
10:03.0,,,28-42,,Defensive rebound by J. Tatum
9:53.0,,,28-42,,J. Tatum misses 2-pt shot at rim
9:50.0,Defensive rebound by B. Biyombo,,28-42,,
9:39.0,J. Simmons makes 2-pt shot from 2 ft (assist by D. Augustin),2,30-42,,
9:23.0,,,30-44,2,S. Ojeleye makes 2-pt shot from 12 ft (assist by A. Baynes)
8:57.0,A. Afflalo misses 2-pt shot from 13 ft,,30-44,,
8:55.0,,,30-44,,Defensive rebound by A. Baynes
8:47.0,,,30-44,,S. Ojeleye misses 3-pt shot from 25 ft
8:44.0,Defensive rebound by B. Biyombo,,30-44,,
8:39.0,M. Speights misses 3-pt shot from 26 ft,,30-44,,
8:36.0,,,30-44,,Defensive rebound by S. Ojeleye
8:26.0,,,30-44,,T. Rozier misses 2-pt shot from 8 ft
8:23.0,,,30-44,,Offensive rebound by T. Rozier
8:21.0,,,30-47,3,S. Ojeleye makes 3-pt shot from 23 ft (assist by T. Rozier)
8:05.0,B. Biyombo misses 2-pt shot from 4 ft (block by M. Smart),,30-47,,
8:02.0,Offensive rebound by B. Biyombo,,30-47,,
8:02.0,Turnover by B. Biyombo (traveling),,30-47,,
8:02.0,,,30-47,,M. Morris enters the game for S. Ojeleye
7:49.0,,,30-47,,T. Rozier misses 3-pt shot from 24 ft
7:48.0,,,30-47,,Offensive rebound by Team
7:48.0,,,30-47,,K. Irving enters the game for M. Smart
7:44.0,,,30-49,2,A. Baynes makes 2-pt shot from 16 ft (assist by T. Rozier)
7:41.0,Orlando full timeout,,30-49,,
7:22.0,,,30-49,,Personal foul by J. Tatum (drawn by M. Speights)
7:12.0,M. Speights misses 3-pt shot from 27 ft,,30-49,,
7:09.0,Offensive rebound by J. Simmons,,30-49,,
7:07.0,J. Simmons misses 2-pt shot at rim,,30-49,,
7:07.0,Offensive rebound by Team,,30-49,,
7:06.0,,,30-49,,Personal foul by M. Morris (drawn by M. Speights)
7:00.0,J. Simmons misses 2-pt shot from 2 ft,,30-49,,
6:57.0,,,30-49,,Defensive rebound by K. Irving
6:49.0,,,30-49,,K. Irving misses 2-pt shot from 4 ft
6:47.0,Defensive rebound by J. Simmons,,30-49,,
6:30.0,D. Augustin makes 2-pt shot from 1 ft,2,32-49,,
6:14.0,Personal foul by J. Simmons (drawn by K. Irving),,32-49,,
6:14.0,A. Gordon enters the game for A. Afflalo,,32-49,,
6:14.0,T. Ross enters the game for M. Speights,,32-49,,
6:14.0,E. Payton enters the game for D. Augustin,,32-49,,
6:03.0,,,32-51,2,T. Rozier makes 2-pt shot from 17 ft (assist by K. Irving)
5:45.0,J. Simmons misses 3-pt shot from 25 ft,,32-51,,
5:41.0,,,32-51,,Defensive rebound by A. Baynes
5:32.0,,,32-51,,M. Morris misses 2-pt shot from 1 ft (block by B. Biyombo)
5:28.0,,,32-51,,Offensive rebound by A. Baynes
5:27.0,,,32-53,2,A. Baynes makes 2-pt shot from 1 ft
5:23.0,J. Simmons misses 2-pt shot from 3 ft,,32-53,,
5:22.0,Offensive rebound by Team,,32-53,,
5:22.0,,,32-53,,A. Horford enters the game for A. Baynes
5:22.0,N. Vucevic enters the game for B. Biyombo,,32-53,,
5:22.0,E. Fournier enters the game for J. Simmons,,32-53,,
5:16.0,T. Ross makes 2-pt shot from 3 ft (assist by E. Fournier),2,34-53,,
4:56.0,,,34-53,,Shooting foul by N. Vucevic (drawn by K. Irving)
4:56.0,,,34-54,1,K. Irving makes free throw 1 of 2
4:56.0,,,34-55,1,K. Irving makes free throw 2 of 2
4:44.0,N. Vucevic misses 2-pt shot from 7 ft,,34-55,,
4:40.0,,,34-55,,Defensive rebound by A. Horford
4:28.0,,,34-58,3,J. Tatum makes 3-pt shot from 23 ft (assist by M. Morris)
4:26.0,Orlando full timeout,,34-58,,
4:11.0,N. Vucevic misses 2-pt shot from 14 ft,,34-58,,
4:09.0,Offensive rebound by E. Fournier,,34-58,,
4:08.0,E. Fournier misses 2-pt shot at rim,,34-58,,
4:08.0,,,34-58,,Defensive rebound by M. Morris
4:03.0,,,34-58,,Turnover by M. Morris (bad pass; steal by E. Fournier)
3:59.0,E. Fournier makes 2-pt shot from 2 ft,2,36-58,,
3:42.0,,,36-60,2,K. Irving makes 2-pt shot at rim
3:34.0,Turnover by E. Fournier (traveling),,36-60,,
3:34.0,,,36-60,,J. Brown enters the game for J. Tatum
3:19.0,,,36-60,,K. Irving misses 2-pt shot from 6 ft
3:17.0,Defensive rebound by E. Payton,,36-60,,
3:12.0,E. Payton misses 2-pt shot from 1 ft,,36-60,,
3:11.0,Offensive rebound by N. Vucevic,,36-60,,
3:09.0,N. Vucevic misses 2-pt shot from 1 ft,,36-60,,
3:09.0,Offensive rebound by N. Vucevic,,36-60,,
3:06.0,N. Vucevic makes 2-pt shot from 2 ft,2,38-60,,
2:47.0,,,38-63,3,T. Rozier makes 3-pt shot from 23 ft (assist by J. Brown)
2:33.0,Turnover by E. Fournier (lost ball; steal by J. Brown),,38-63,,
2:28.0,,,38-66,3,T. Rozier makes 3-pt shot from 25 ft (assist by K. Irving)
2:13.0,N. Vucevic makes 2-pt shot from 21 ft (assist by E. Payton),2,40-66,,
2:03.0,Personal foul by T. Ross (drawn by T. Rozier),,40-66,,
2:03.0,,,40-66,,S. Ojeleye enters the game for M. Morris
2:03.0,J. Simmons enters the game for E. Fournier,,40-66,,
1:53.0,,,40-68,2,A. Horford makes 2-pt shot from 6 ft
1:40.0,N. Vucevic misses 3-pt shot from 26 ft,,40-68,,
1:37.0,,,40-68,,Defensive rebound by J. Brown
1:28.0,,,40-68,,K. Irving misses 3-pt shot from 22 ft
1:24.0,Defensive rebound by E. Payton,,40-68,,
1:19.0,E. Payton makes 3-pt shot from 26 ft (assist by A. Gordon),3,43-68,,
1:01.0,,,43-70,2,K. Irving makes 2-pt shot at rim (assist by A. Horford)
0:53.0,Shooting foul by T. Rozier (drawn by A. Gordon),,43-70,,
0:53.0,A. Gordon makes free throw 1 of 2,1,44-70,,
0:53.0,,,44-70,,J. Tatum enters the game for T. Rozier
0:53.0,B. Biyombo enters the game for N. Vucevic,,44-70,,
0:53.0,A. Gordon makes free throw 2 of 2,1,45-70,,
0:38.0,,,45-70,,A. Horford misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by A. Gordon,,45-70,,
0:31.0,Shooting foul by S. Ojeleye (drawn by A. Gordon),,45-70,,
0:31.0,A. Gordon makes free throw 1 of 2,1,46-70,,
0:31.0,A. Gordon makes free throw 2 of 2,1,47-70,,
0:23.0,,,47-72,2,K. Irving makes 2-pt shot at rim
0:23.0,,,47-72,,Shooting foul by B. Biyombo (drawn by K. Irving)
0:23.0,,,47-73,1,K. Irving makes free throw 1 of 1
0:04.0,Turnover by J. Simmons (lost ball; steal by J. Brown),,47-73,,
0:00.0,,,47-73,,J. Brown misses 2-pt shot at rim
0:00.0,Defensive rebound by E. Payton,,47-73,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,47-75,2,M. Morris makes 2-pt shot from 4 ft (assist by A. Horford)
11:31.0,A. Gordon misses 2-pt shot from 1 ft,,47-75,,
11:21.0,Offensive rebound by N. Vucevic,,47-75,,
11:21.0,N. Vucevic makes 2-pt shot at rim,2,49-75,,
11:19.0,,,49-75,,Shooting foul by J. Simmons (drawn by K. Irving)
11:19.0,,,49-76,1,K. Irving makes free throw 1 of 2
11:19.0,,,49-77,1,K. Irving makes free throw 2 of 2
11:04.0,Turnover by E. Payton (bad pass),,49-77,,
10:55.0,,,49-77,,J. Brown misses 2-pt shot from 1 ft
10:51.0,,,49-77,,Offensive rebound by J. Tatum
10:43.0,,,49-77,,J. Tatum misses 3-pt shot from 26 ft
10:40.0,Defensive rebound by N. Vucevic,,49-77,,
10:31.0,T. Ross misses 2-pt shot from 5 ft,,49-77,,
10:21.0,,,49-77,,Defensive rebound by A. Horford
10:18.0,,,49-77,,J. Brown misses 2-pt shot from 3 ft
10:18.0,Defensive rebound by N. Vucevic,,49-77,,
10:04.0,T. Ross makes 2-pt shot from 2 ft (assist by J. Simmons),2,51-77,,
9:45.0,,,51-80,3,K. Irving makes 3-pt shot from 27 ft (assist by M. Morris)
9:34.0,,,51-80,,Personal foul by K. Irving (drawn by A. Gordon)
9:25.0,,,51-80,,Personal foul by M. Morris (drawn by A. Gordon)
9:18.0,J. Simmons misses 2-pt shot from 3 ft (block by J. Tatum),,51-80,,
9:17.0,Offensive rebound by N. Vucevic,,51-80,,
9:16.0,N. Vucevic makes 2-pt shot from 2 ft,2,53-80,,
8:59.0,,,53-80,,A. Horford misses 2-pt shot from 7 ft (block by N. Vucevic)
8:59.0,Defensive rebound by N. Vucevic,,53-80,,
8:52.0,J. Simmons makes 2-pt shot from 2 ft,2,55-80,,
8:40.0,,,55-82,2,M. Morris makes 2-pt shot from 3 ft
8:23.0,A. Gordon misses 2-pt shot from 12 ft,,55-82,,
8:19.0,,,55-82,,Defensive rebound by J. Brown
8:07.0,,,55-82,,M. Morris misses 2-pt shot from 15 ft
8:04.0,Defensive rebound by E. Payton,,55-82,,
8:01.0,E. Payton makes 2-pt shot at rim,2,57-82,,
8:01.0,,,57-82,,Boston full timeout
8:01.0,M. Speights enters the game for A. Gordon,,57-82,,
7:38.0,,,57-82,,M. Morris misses 3-pt shot from 23 ft
7:34.0,Defensive rebound by N. Vucevic,,57-82,,
7:22.0,N. Vucevic misses 2-pt shot from 11 ft,,57-82,,
7:20.0,,,57-82,,Defensive rebound by Team
7:02.0,,,57-84,2,K. Irving makes 2-pt shot from 4 ft
6:37.0,J. Simmons makes 2-pt shot from 1 ft,2,59-84,,
6:25.0,,,59-84,,M. Morris misses 3-pt shot from 25 ft
6:22.0,Defensive rebound by N. Vucevic,,59-84,,
6:17.0,E. Payton misses 2-pt shot from 1 ft,,59-84,,
6:14.0,Offensive rebound by M. Speights,,59-84,,
6:13.0,Shooting foul by J. Brown (drawn by T. Ross),,59-84,,
6:13.0,T. Ross misses free throw 1 of 2,,59-84,,
6:13.0,Offensive rebound by Team,,59-84,,
6:13.0,T. Ross makes free throw 2 of 2,1,60-84,,
5:58.0,,,60-84,,J. Brown misses 2-pt shot from 8 ft
5:55.0,Defensive rebound by N. Vucevic,,60-84,,
5:47.0,N. Vucevic misses 2-pt shot from 7 ft,,60-84,,
5:44.0,,,60-84,,Defensive rebound by M. Morris
5:36.0,,,60-86,2,M. Morris makes 2-pt shot from 19 ft
5:20.0,E. Payton misses 2-pt shot from 8 ft,,60-86,,
5:19.0,Offensive rebound by Team,,60-86,,
5:19.0,,,60-86,,M. Smart enters the game for J. Tatum
5:19.0,,,60-86,,S. Ojeleye enters the game for M. Morris
5:19.0,E. Fournier enters the game for N. Vucevic,,60-86,,
5:19.0,B. Biyombo enters the game for T. Ross,,60-86,,
5:19.0,A. Gordon enters the game for M. Speights,,60-86,,
5:06.0,J. Simmons makes 3-pt shot from 24 ft,3,63-86,,
4:45.0,,,63-88,2,J. Brown makes 2-pt shot from 2 ft (assist by A. Horford)
4:36.0,A. Gordon misses 2-pt shot from 13 ft,,63-88,,
4:30.0,,,63-88,,Defensive rebound by K. Irving
4:29.0,,,63-88,,K. Irving misses 2-pt shot from 1 ft (block by B. Biyombo)
4:29.0,,,63-88,,Offensive rebound by Team
4:29.0,D. Augustin enters the game for E. Payton,,63-88,,
4:19.0,,,63-91,3,K. Irving makes 3-pt shot from 22 ft
4:04.0,Turnover by D. Augustin (lost ball; steal by S. Ojeleye),,63-91,,
4:04.0,,,63-91,,Shooting foul by A. Gordon (drawn by S. Ojeleye)
4:04.0,,,63-91,,S. Ojeleye misses free throw 1 of 2
4:04.0,,,63-91,,Offensive rebound by Team
4:04.0,,,63-92,1,S. Ojeleye makes free throw 2 of 2
3:47.0,E. Fournier misses 3-pt shot from 24 ft,,63-92,,
3:45.0,,,63-92,,Defensive rebound by K. Irving
3:41.0,,,63-92,,Shooting foul by J. Simmons (drawn by K. Irving)
3:41.0,,,63-93,1,K. Irving makes free throw 1 of 3
3:41.0,,,63-94,1,K. Irving makes free throw 2 of 3
3:41.0,A. Afflalo enters the game for A. Gordon,,63-94,,
3:41.0,S. Mack enters the game for E. Fournier,,63-94,,
3:41.0,,,63-95,1,K. Irving makes free throw 3 of 3
3:21.0,J. Simmons makes 2-pt shot from 19 ft,2,65-95,,
2:59.0,,,65-95,,J. Brown misses 2-pt shot from 21 ft
2:58.0,Defensive rebound by Team,,65-95,,
2:58.0,Orlando full timeout,,65-95,,
2:58.0,,,65-95,,T. Rozier enters the game for K. Irving
2:58.0,E. Fournier enters the game for A. Afflalo,,65-95,,
2:58.0,A. Gordon enters the game for S. Mack,,65-95,,
2:39.0,E. Fournier misses 2-pt shot from 4 ft,,65-95,,
2:35.0,,,65-95,,Defensive rebound by A. Horford
2:35.0,,,65-95,,Shooting foul by J. Simmons (drawn by J. Brown)
2:35.0,,,65-96,1,J. Brown makes free throw 1 of 2
2:35.0,S. Mack enters the game for J. Simmons,,65-96,,
2:35.0,,,65-96,,J. Brown misses free throw 2 of 2
2:32.0,Defensive rebound by A. Gordon,,65-96,,
2:10.0,A. Gordon misses 2-pt shot from 2 ft,,65-96,,
2:07.0,,,65-96,,Defensive rebound by T. Rozier
2:04.0,,,65-96,,J. Brown misses 2-pt shot from 4 ft (block by B. Biyombo)
2:04.0,,,65-96,,Offensive rebound by Team
1:54.0,,,65-96,,A. Horford misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by A. Gordon,,65-96,,
1:43.0,D. Augustin makes 2-pt shot from 15 ft,2,67-96,,
1:25.0,,,67-99,3,T. Rozier makes 3-pt shot from 23 ft (assist by J. Brown)
1:12.0,D. Augustin misses 3-pt shot from 28 ft,,67-99,,
1:08.0,,,67-99,,Defensive rebound by M. Smart
1:02.0,,,67-99,,M. Smart misses 3-pt shot from 26 ft
1:02.0,Defensive rebound by A. Gordon,,67-99,,
0:57.0,,,67-99,,Personal foul by T. Rozier (drawn by A. Gordon)
0:57.0,,,67-99,,A. Baynes enters the game for A. Horford
0:48.0,B. Biyombo makes 2-pt shot from 17 ft (assist by E. Fournier),2,69-99,,
0:31.0,,,69-99,,J. Brown misses 2-pt shot from 17 ft
0:28.0,Defensive rebound by E. Fournier,,69-99,,
0:10.0,,,69-99,,Personal foul by M. Smart (drawn by S. Mack)
0:10.0,S. Mack misses free throw 1 of 2,,69-99,,
0:10.0,Offensive rebound by Team,,69-99,,
0:10.0,S. Mack misses free throw 2 of 2,,69-99,,
0:08.0,Offensive rebound by Team,,69-99,,
0:02.0,E. Fournier misses 2-pt shot from 20 ft,,69-99,,
0:01.0,,,69-99,,Defensive rebound by M. Smart
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,A. Afflalo misses 2-pt shot from 14 ft,,69-99,,
11:32.0,,,69-99,,Defensive rebound by G. Yabusele
11:18.0,,,69-99,,Shooting foul by M. Hezonja (drawn by S. Ojeleye)
11:18.0,,,69-99,,S. Ojeleye misses free throw 1 of 2
11:18.0,,,69-99,,Offensive rebound by Team
11:18.0,,,69-99,,S. Ojeleye misses free throw 2 of 2
11:15.0,Defensive rebound by M. Speights,,69-99,,
11:07.0,B. Biyombo misses 2-pt shot from 2 ft (block by G. Yabusele),,69-99,,
11:07.0,Offensive rebound by Team,,69-99,,
10:59.0,M. Speights makes 3-pt shot from 24 ft (assist by S. Mack),3,72-99,,
10:42.0,,,72-99,,M. Smart misses 3-pt shot from 28 ft
10:42.0,,,72-99,,Offensive rebound by A. Baynes
10:32.0,,,72-99,,T. Rozier misses 3-pt shot from 26 ft
10:28.0,Defensive rebound by B. Biyombo,,72-99,,
10:18.0,S. Mack makes 2-pt shot from 18 ft,2,74-99,,
9:58.0,,,74-99,,S. Ojeleye misses 3-pt shot from 25 ft
9:57.0,Defensive rebound by Team,,74-99,,
9:57.0,,,74-99,,Loose ball foul by S. Ojeleye (drawn by A. Afflalo)
9:57.0,,,74-99,,Technical foul by Team
9:57.0,A. Afflalo misses technical free throw,,74-99,,
9:57.0,Offensive rebound by Team,,74-99,,
9:46.0,M. Speights makes 3-pt shot from 25 ft (assist by S. Mack),3,77-99,,
9:23.0,,,77-102,3,M. Smart makes 3-pt shot from 26 ft
9:00.0,A. Afflalo makes 3-pt shot from 22 ft (assist by S. Mack),3,80-102,,
8:45.0,,,80-102,,S. Ojeleye misses 3-pt shot from 23 ft
8:42.0,,,80-102,,Offensive rebound by G. Yabusele
8:33.0,,,80-102,,M. Smart misses 3-pt shot from 26 ft
8:29.0,Defensive rebound by S. Mack,,80-102,,
8:22.0,B. Biyombo makes 2-pt shot from 5 ft (assist by S. Mack),2,82-102,,
8:22.0,,,82-102,,Boston full timeout
8:22.0,,,82-102,,M. Morris enters the game for S. Ojeleye
8:11.0,,,82-102,,M. Morris misses 2-pt shot from 18 ft
8:07.0,,,82-102,,Offensive rebound by A. Baynes
7:59.0,,,82-102,,Shooting foul by A. Afflalo (drawn by T. Rozier)
7:59.0,,,82-103,1,T. Rozier makes free throw 1 of 2
7:59.0,,,82-104,1,T. Rozier makes free throw 2 of 2
7:49.0,M. Speights makes 3-pt shot from 27 ft (assist by S. Mack),3,85-104,,
7:30.0,,,85-104,,M. Smart misses 3-pt shot from 27 ft
7:30.0,Defensive rebound by B. Biyombo,,85-104,,
7:14.0,M. Speights makes 3-pt shot from 24 ft (assist by S. Mack),3,88-104,,
6:57.0,,,88-104,,G. Yabusele misses 3-pt shot from 25 ft
6:55.0,,,88-104,,Offensive rebound by A. Baynes
6:51.0,,,88-107,3,T. Rozier makes 3-pt shot from 22 ft (assist by M. Smart)
6:48.0,Orlando full timeout,,88-107,,
6:48.0,,,88-107,,S. Ojeleye enters the game for G. Yabusele
6:34.0,S. Mack misses 2-pt shot from 10 ft,,88-107,,
6:31.0,,,88-107,,Defensive rebound by S. Ojeleye
6:22.0,,,88-107,,M. Morris misses 3-pt shot from 26 ft
6:22.0,,,88-107,,Offensive rebound by S. Ojeleye
6:22.0,,,88-107,,Shooting foul by B. Biyombo (drawn by S. Ojeleye)
