time,Miami,pts.away,score,pts.home,Brooklyn
0:01.0,,,24-26,,Q. Acy misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by J. Winslow,,24-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by J. Winslow (bad pass; steal by S. Dinwiddie),,24-26,,
11:29.0,,,24-29,3,S. Dinwiddie makes 3-pt shot from 24 ft
11:15.0,J. Winslow makes 3-pt shot from 24 ft (assist by J. Johnson),3,27-29,,
10:50.0,,,27-29,,S. Dinwiddie misses 3-pt shot from 22 ft
10:48.0,,,27-29,,Offensive rebound by Team
10:48.0,Loose ball foul by B. Adebayo (drawn by J. Allen),,27-29,,
10:34.0,,,27-29,,D. Carroll misses 2-pt shot from 7 ft
10:31.0,Defensive rebound by B. Adebayo,,27-29,,
10:19.0,G. Dragic makes 2-pt shot from 13 ft,2,29-29,,
10:05.0,,,29-29,,A. Crabbe misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by G. Dragic,,29-29,,
9:57.0,G. Dragic makes 2-pt shot from 10 ft,2,31-29,,
9:29.0,,,31-29,,A. Crabbe misses 3-pt shot from 24 ft
9:28.0,Defensive rebound by Team,,31-29,,
9:28.0,,,31-29,,Loose ball foul by J. Allen (drawn by B. Adebayo)
9:14.0,G. Dragic makes 2-pt shot from 15 ft,2,33-29,,
8:51.0,,,33-29,,A. Crabbe misses 3-pt shot from 26 ft
8:48.0,Defensive rebound by J. Johnson,,33-29,,
8:38.0,W. Ellington misses 3-pt shot from 24 ft,,33-29,,
8:38.0,,,33-29,,Defensive rebound by Team
8:38.0,,,33-29,,R. Hollis-Jefferson enters the game for J. Allen
8:38.0,T. Johnson enters the game for W. Ellington,,33-29,,
8:18.0,,,33-29,,S. Dinwiddie misses 3-pt shot from 24 ft
8:14.0,Defensive rebound by J. Johnson,,33-29,,
8:07.0,G. Dragic misses 2-pt shot from 16 ft,,33-29,,
8:05.0,,,33-29,,Defensive rebound by R. Hollis-Jefferson
7:52.0,,,33-31,2,A. Crabbe makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
7:31.0,,,33-31,,Shooting block foul by T. Mozgov (drawn by T. Johnson)
7:31.0,T. Johnson makes free throw 1 of 2,1,34-31,,
7:31.0,,,34-31,,I. Whitehead enters the game for D. Carroll
7:31.0,D. Waiters enters the game for B. Adebayo,,34-31,,
7:31.0,K. Olynyk enters the game for J. Winslow,,34-31,,
7:31.0,T. Johnson makes free throw 2 of 2,1,35-31,,
7:17.0,,,35-31,,Shooting foul by G. Dragic (drawn by I. Whitehead)
7:17.0,,,35-31,,I. Whitehead misses free throw 1 of 2
7:17.0,,,35-31,,Offensive rebound by Team
7:17.0,,,35-32,1,I. Whitehead makes free throw 2 of 2
6:57.0,,,35-32,,Brooklyn full timeout
6:55.0,K. Olynyk misses 3-pt shot from 22 ft,,35-32,,
6:52.0,Offensive rebound by Team,,35-32,,
6:42.0,G. Dragic misses 2-pt shot from 15 ft,,35-32,,
6:40.0,,,35-32,,Defensive rebound by A. Crabbe
6:30.0,,,35-32,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
6:28.0,Defensive rebound by J. Johnson,,35-32,,
6:10.0,D. Waiters misses 3-pt shot from 22 ft,,35-32,,
6:08.0,,,35-32,,Defensive rebound by I. Whitehead
6:00.0,,,35-34,2,R. Hollis-Jefferson makes 2-pt shot from 9 ft
5:44.0,G. Dragic misses 2-pt shot from 1 ft,,35-34,,
5:41.0,,,35-34,,Defensive rebound by T. Mozgov
5:37.0,,,35-34,,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson)
5:37.0,,,35-35,1,R. Hollis-Jefferson makes free throw 1 of 2
5:37.0,,,35-35,,T. Zeller enters the game for T. Mozgov
5:37.0,,,35-35,,C. LeVert enters the game for A. Crabbe
5:37.0,J. Richardson enters the game for G. Dragic,,35-35,,
5:37.0,,,35-36,1,R. Hollis-Jefferson makes free throw 2 of 2
5:25.0,T. Johnson makes 3-pt shot from 24 ft (assist by J. Johnson),3,38-36,,
5:12.0,,,38-38,2,T. Zeller makes 2-pt shot from 1 ft (assist by I. Whitehead)
5:03.0,J. Johnson makes 2-pt shot from 1 ft,2,40-38,,
4:43.0,,,40-40,2,C. LeVert makes 2-pt shot from 2 ft
4:28.0,J. Johnson makes 2-pt shot at rim,2,42-40,,
4:19.0,,,42-42,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
4:12.0,Miami full timeout,,42-42,,
4:12.0,,,42-42,,Q. Acy enters the game for S. Dinwiddie
4:12.0,J. Winslow enters the game for J. Johnson,,42-42,,
3:59.0,T. Johnson makes 2-pt shot from 15 ft,2,44-42,,
3:42.0,,,44-44,2,T. Zeller makes 2-pt shot from 4 ft (assist by C. LeVert)
3:26.0,K. Olynyk misses 3-pt shot from 25 ft,,44-44,,
3:24.0,,,44-44,,Defensive rebound by R. Hollis-Jefferson
3:01.0,,,44-44,,Turnover by T. Zeller (lost ball; steal by K. Olynyk)
2:55.0,T. Johnson makes 3-pt shot from 23 ft,3,47-44,,
2:44.0,,,47-44,,I. Whitehead misses 2-pt shot from 1 ft
2:42.0,,,47-44,,Offensive rebound by I. Whitehead
2:40.0,,,47-46,2,I. Whitehead makes 2-pt shot from 1 ft
2:20.0,J. Winslow makes 3-pt shot from 22 ft (assist by J. Richardson),3,50-46,,
1:57.0,,,50-49,3,I. Whitehead makes 3-pt shot from 24 ft
1:39.0,Turnover by K. Olynyk (lost ball; steal by C. LeVert),,50-49,,
1:36.0,,,50-49,,Shooting foul by K. Olynyk (drawn by C. LeVert)
1:36.0,,,50-50,1,C. LeVert makes free throw 1 of 2
1:36.0,G. Dragic enters the game for J. Richardson,,50-50,,
1:36.0,J. Johnson enters the game for T. Johnson,,50-50,,
1:36.0,,,50-51,1,C. LeVert makes free throw 2 of 2
1:28.0,J. Johnson misses 2-pt shot at rim,,50-51,,
1:25.0,,,50-51,,Defensive rebound by I. Whitehead
1:19.0,,,50-51,,Turnover by T. Zeller (bad pass; steal by G. Dragic)
1:17.0,,,50-51,,Personal foul by I. Whitehead (drawn by G. Dragic)
1:09.0,,,50-51,,Violation by C. LeVert (kicked ball)
1:02.0,D. Waiters misses 3-pt shot from 24 ft,,50-51,,
1:00.0,,,50-51,,Defensive rebound by T. Zeller
0:48.0,,,50-51,,Q. Acy misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by J. Johnson,,50-51,,
0:26.0,D. Waiters misses 3-pt shot from 25 ft,,50-51,,
0:22.0,,,50-51,,Defensive rebound by R. Hollis-Jefferson
0:04.0,,,50-53,2,C. LeVert makes 2-pt shot from 15 ft
0:00.0,G. Dragic misses 2-pt shot from 3 ft,,50-53,,
0:00.0,Offensive rebound by Team,,50-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,K. Olynyk misses 3-pt shot from 24 ft,,50-53,,
11:42.0,,,50-53,,Defensive rebound by T. Zeller
11:20.0,,,50-55,2,D. Carroll makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
11:10.0,K. Olynyk misses 3-pt shot from 24 ft,,50-55,,
11:08.0,,,50-55,,Defensive rebound by R. Hollis-Jefferson
11:00.0,,,50-55,,S. Dinwiddie misses 2-pt shot from 15 ft
10:57.0,Defensive rebound by G. Dragic,,50-55,,
10:45.0,,,50-55,,Personal foul by R. Hollis-Jefferson (drawn by D. Waiters)
10:39.0,D. Waiters misses 2-pt shot from 18 ft,,50-55,,
10:37.0,,,50-55,,Defensive rebound by R. Hollis-Jefferson
10:15.0,,,50-55,,S. Dinwiddie misses 2-pt shot from 9 ft (block by J. Johnson)
10:14.0,,,50-55,,Offensive rebound by S. Dinwiddie
10:14.0,,,50-55,,S. Dinwiddie misses 2-pt shot from 9 ft
10:14.0,,,50-55,,Offensive rebound by Team
10:14.0,,,50-55,,Turnover by Team (shot clock)
10:03.0,K. Olynyk misses 2-pt shot from 4 ft (block by R. Hollis-Jefferson),,50-55,,
10:00.0,,,50-55,,Defensive rebound by T. Zeller
9:55.0,,,50-55,,D. Carroll misses 2-pt shot from 13 ft
9:53.0,,,50-55,,Offensive rebound by T. Zeller
9:52.0,,,50-55,,T. Zeller misses 2-pt shot from 1 ft
9:52.0,,,50-55,,Offensive rebound by T. Zeller
9:47.0,,,50-57,2,T. Zeller makes 2-pt shot at rim
9:38.0,B. Adebayo enters the game for K. Olynyk,,50-57,,
9:25.0,J. Johnson makes 2-pt shot from 13 ft,2,52-57,,
9:13.0,Personal foul by D. Waiters (drawn by A. Crabbe),,52-57,,
9:04.0,,,52-57,,T. Zeller misses 2-pt shot from 7 ft
9:02.0,Defensive rebound by D. Waiters,,52-57,,
8:54.0,G. Dragic makes 2-pt shot from 13 ft,2,54-57,,
8:29.0,,,54-57,,D. Carroll misses 2-pt shot from 2 ft (block by J. Richardson)
8:29.0,,,54-57,,C. LeVert enters the game for S. Dinwiddie
8:29.0,Defensive rebound by Team,,54-57,,
8:26.0,Jump ball: T. Zeller vs. B. Adebayo (J. Johnson gains possession),,,,Jump ball: T. Zeller vs. B. Adebayo (J. Johnson gains possession)
8:15.0,J. Johnson makes 2-pt shot from 17 ft,2,56-57,,
7:55.0,,,56-59,2,T. Zeller makes 2-pt shot from 1 ft (assist by C. LeVert)
7:41.0,G. Dragic makes 2-pt shot from 17 ft,2,58-59,,
7:25.0,,,58-59,,R. Hollis-Jefferson misses 2-pt shot from 11 ft
7:23.0,Defensive rebound by G. Dragic,,58-59,,
7:18.0,Turnover by G. Dragic (lost ball; steal by C. LeVert),,58-59,,
7:13.0,,,58-59,,D. Carroll misses 3-pt shot from 24 ft
7:09.0,Defensive rebound by G. Dragic,,58-59,,
6:57.0,G. Dragic misses 3-pt shot from 23 ft,,58-59,,
6:53.0,,,58-59,,Defensive rebound by D. Carroll
6:51.0,,,58-59,,D. Carroll misses 2-pt shot from 2 ft (block by J. Johnson)
6:48.0,Defensive rebound by J. Richardson,,58-59,,
6:45.0,D. Waiters misses 2-pt shot from 18 ft,,58-59,,
6:45.0,,,58-59,,Defensive rebound by A. Crabbe
6:32.0,,,58-59,,Turnover by C. LeVert (lost ball; steal by G. Dragic)
6:28.0,G. Dragic makes 2-pt shot at rim,2,60-59,,
6:28.0,,,60-59,,Brooklyn full timeout
6:28.0,,,60-59,,I. Whitehead enters the game for D. Carroll
6:28.0,,,60-59,,J. Allen enters the game for T. Zeller
6:28.0,T. Johnson enters the game for G. Dragic,,60-59,,
6:28.0,W. Ellington enters the game for D. Waiters,,60-59,,
6:28.0,J. Winslow enters the game for J. Johnson,,60-59,,
6:14.0,,,60-59,,J. Allen misses 2-pt shot at rim
6:12.0,Defensive rebound by J. Richardson,,60-59,,
6:06.0,J. Richardson misses 2-pt shot from 16 ft,,60-59,,
6:04.0,,,60-59,,Defensive rebound by J. Allen
5:55.0,,,60-61,2,A. Crabbe makes 2-pt shot from 6 ft
5:37.0,T. Johnson makes 2-pt shot from 19 ft (assist by B. Adebayo),2,62-61,,
5:19.0,,,62-63,2,A. Crabbe makes 2-pt shot from 17 ft (assist by C. LeVert)
4:59.0,J. Winslow makes 3-pt shot from 24 ft (assist by T. Johnson),3,65-63,,
4:48.0,,,65-63,,C. LeVert misses 2-pt shot from 2 ft
4:47.0,,,65-63,,Offensive rebound by J. Allen
4:46.0,,,65-63,,J. Allen misses 2-pt shot from 1 ft (block by J. Winslow)
4:46.0,Defensive rebound by T. Johnson,,65-63,,
4:39.0,T. Johnson misses 3-pt shot from 25 ft,,65-63,,
4:36.0,,,65-63,,Defensive rebound by J. Allen
4:24.0,,,65-63,,A. Crabbe misses 3-pt shot from 26 ft
4:22.0,Defensive rebound by J. Richardson,,65-63,,
4:03.0,W. Ellington makes 3-pt shot from 24 ft (assist by B. Adebayo),3,68-63,,
3:45.0,,,68-65,2,I. Whitehead makes 2-pt shot from 5 ft
3:16.0,B. Adebayo misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson),,68-65,,
3:14.0,,,68-65,,Defensive rebound by I. Whitehead
3:10.0,,,68-65,,C. LeVert misses 2-pt shot from 2 ft
3:10.0,,,68-65,,Offensive rebound by R. Hollis-Jefferson
3:10.0,,,68-67,2,R. Hollis-Jefferson makes 2-pt shot at rim
3:10.0,Miami full timeout,,68-67,,
3:10.0,,,68-67,,Q. Acy enters the game for R. Hollis-Jefferson
3:10.0,,,68-67,,S. Dinwiddie enters the game for A. Crabbe
3:10.0,J. Johnson enters the game for J. Richardson,,68-67,,
2:53.0,W. Ellington misses 3-pt shot from 24 ft,,68-67,,
2:50.0,Offensive rebound by B. Adebayo,,68-67,,
2:39.0,W. Ellington misses 3-pt shot from 23 ft,,68-67,,
2:37.0,,,68-67,,Defensive rebound by Q. Acy
2:25.0,,,68-67,,Q. Acy misses 3-pt shot from 24 ft
2:23.0,Defensive rebound by W. Ellington,,68-67,,
2:11.0,W. Ellington makes 2-pt shot from 23 ft (assist by J. Johnson),2,70-67,,
1:54.0,,,70-67,,Shooting foul by B. Adebayo (drawn by I. Whitehead)
1:54.0,,,70-68,1,I. Whitehead makes free throw 1 of 2
1:54.0,G. Dragic enters the game for J. Winslow,,70-68,,
1:54.0,,,70-69,1,I. Whitehead makes free throw 2 of 2
1:38.0,Shooting foul by J. Allen (drawn by J. Johnson),,70-69,,
1:38.0,J. Johnson makes free throw 1 of 2,1,71-69,,
1:38.0,J. Johnson makes free throw 2 of 2,1,72-69,,
1:26.0,,,72-69,,Turnover by S. Dinwiddie (out of bounds lost ball)
1:17.0,J. Johnson misses 2-pt shot from 3 ft (block by J. Allen),,72-69,,
1:14.0,Offensive rebound by Team,,72-69,,
0:54.0,,,72-71,2,I. Whitehead makes 2-pt shot from 12 ft (assist by S. Dinwiddie)
0:54.0,,,72-71,,Shooting foul by B. Adebayo (drawn by I. Whitehead)
0:54.0,,,72-72,1,I. Whitehead makes free throw 1 of 1
0:39.0,G. Dragic makes 2-pt shot from 7 ft,2,74-72,,
0:26.0,,,74-72,,I. Whitehead misses 2-pt shot from 8 ft (block by T. Johnson)
0:22.0,Defensive rebound by B. Adebayo,,74-72,,
0:07.0,,,74-72,,Personal block foul by S. Dinwiddie (drawn by G. Dragic)
0:07.0,G. Dragic misses free throw 1 of 2,,74-72,,
0:07.0,Offensive rebound by Team,,74-72,,
0:07.0,J. Winslow enters the game for W. Ellington,,74-72,,
0:07.0,G. Dragic makes free throw 2 of 2,1,75-72,,
0:01.0,,,75-72,,S. Dinwiddie misses 3-pt shot from 26 ft (block by B. Adebayo)
0:01.0,Defensive rebound by J. Winslow,,75-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,75-72,,Turnover by S. Dinwiddie (bad pass; steal by J. Johnson)
11:19.0,J. Johnson misses 3-pt shot from 24 ft,,75-72,,
11:16.0,,,75-72,,Defensive rebound by S. Dinwiddie
11:11.0,,,75-72,,Shooting foul by G. Dragic (drawn by S. Dinwiddie)
11:11.0,,,75-73,1,S. Dinwiddie makes free throw 1 of 2
11:11.0,,,75-74,1,S. Dinwiddie makes free throw 2 of 2
10:49.0,W. Ellington makes 2-pt shot from 18 ft,2,77-74,,
10:29.0,,,77-74,,Offensive foul by S. Dinwiddie (drawn by G. Dragic)
10:29.0,,,77-74,,Turnover by S. Dinwiddie (offensive foul)
10:29.0,J. Winslow enters the game for B. Adebayo,,77-74,,
10:29.0,K. Olynyk enters the game for J. Johnson,,77-74,,
10:17.0,G. Dragic makes 2-pt shot from 13 ft,2,79-74,,
9:54.0,,,79-74,,C. LeVert misses 2-pt shot from 20 ft
9:53.0,Defensive rebound by K. Olynyk,,79-74,,
9:44.0,,,79-74,,Personal foul by S. Dinwiddie (drawn by K. Olynyk)
9:44.0,,,79-74,,T. Zeller enters the game for J. Allen
9:44.0,J. Richardson enters the game for T. Johnson,,79-74,,
9:35.0,J. Richardson makes 2-pt shot from 4 ft,2,81-74,,
9:20.0,,,81-74,,S. Dinwiddie misses 2-pt shot from 1 ft
9:19.0,Defensive rebound by G. Dragic,,81-74,,
9:06.0,G. Dragic misses 3-pt shot from 24 ft,,81-74,,
9:01.0,,,81-74,,Defensive rebound by D. Carroll
8:58.0,,,81-76,2,C. LeVert makes 2-pt shot from 1 ft
8:41.0,G. Dragic makes 3-pt shot from 25 ft (assist by K. Olynyk),3,84-76,,
8:21.0,,,84-76,,Turnover by C. LeVert (lost ball; steal by W. Ellington)
8:18.0,W. Ellington makes 2-pt shot at rim,2,86-76,,
8:18.0,,,86-76,,Brooklyn full timeout
8:18.0,,,86-76,,A. Crabbe enters the game for S. Dinwiddie
8:18.0,,,86-76,,R. Hollis-Jefferson enters the game for Q. Acy
8:18.0,D. Waiters enters the game for G. Dragic,,86-76,,
7:56.0,,,86-79,3,R. Hollis-Jefferson makes 3-pt shot from 22 ft (assist by C. LeVert)
7:30.0,J. Richardson misses 2-pt shot from 1 ft,,86-79,,
7:29.0,Offensive rebound by J. Winslow,,86-79,,
7:29.0,Shooting foul by D. Carroll (drawn by J. Winslow),,86-79,,
7:29.0,J. Winslow misses free throw 1 of 2,,86-79,,
7:29.0,Offensive rebound by Team,,86-79,,
7:29.0,J. Winslow makes free throw 2 of 2,1,87-79,,
7:14.0,,,87-79,,C. LeVert misses 2-pt shot from 19 ft
7:11.0,Defensive rebound by W. Ellington,,87-79,,
6:58.0,K. Olynyk makes 2-pt shot at rim,2,89-79,,
6:47.0,Personal foul by J. Richardson (drawn by R. Hollis-Jefferson),,89-79,,
6:47.0,,,89-79,,I. Whitehead enters the game for D. Carroll
6:37.0,,,89-79,,Turnover by I. Whitehead (lost ball; steal by W. Ellington)
6:20.0,W. Ellington misses 3-pt shot from 24 ft,,89-79,,
6:16.0,Offensive rebound by J. Richardson,,89-79,,
6:12.0,K. Olynyk misses 2-pt shot from 20 ft,,89-79,,
6:10.0,Offensive rebound by W. Ellington,,89-79,,
5:59.0,Offensive foul by K. Olynyk (drawn by R. Hollis-Jefferson),,89-79,,
5:59.0,Turnover by K. Olynyk (offensive foul),,89-79,,
5:59.0,,,89-79,,S. Dinwiddie enters the game for C. LeVert
5:39.0,,,89-79,,T. Zeller misses 2-pt shot from 1 ft (block by J. Winslow)
5:36.0,Defensive rebound by J. Winslow,,89-79,,
5:21.0,K. Olynyk misses 3-pt shot from 24 ft,,89-79,,
5:17.0,,,89-79,,Defensive rebound by I. Whitehead
5:07.0,,,89-79,,I. Whitehead misses 2-pt shot from 5 ft (block by K. Olynyk)
5:05.0,Defensive rebound by J. Winslow,,89-79,,
5:02.0,J. Winslow misses 2-pt shot at rim,,89-79,,
5:00.0,,,89-79,,Defensive rebound by T. Zeller
4:53.0,,,89-81,2,S. Dinwiddie makes 2-pt shot from 1 ft
4:52.0,Miami full timeout,,89-81,,
4:52.0,,,89-81,,C. LeVert enters the game for I. Whitehead
4:52.0,,,89-81,,J. Allen enters the game for T. Zeller
4:52.0,J. Johnson enters the game for W. Ellington,,89-81,,
4:52.0,T. Johnson enters the game for J. Winslow,,89-81,,
4:33.0,J. Johnson makes 2-pt shot from 5 ft,2,91-81,,
4:24.0,,,91-84,3,S. Dinwiddie makes 3-pt shot from 25 ft
4:04.0,Turnover by K. Olynyk (turnover),,91-84,,
4:04.0,G. Dragic enters the game for D. Waiters,,91-84,,
3:56.0,,,91-84,,A. Crabbe misses 3-pt shot from 25 ft
3:51.0,Defensive rebound by J. Richardson,,91-84,,
3:40.0,G. Dragic misses 2-pt shot from 15 ft,,91-84,,
3:39.0,,,91-84,,Defensive rebound by Team
3:39.0,Loose ball foul by K. Olynyk (drawn by J. Allen),,91-84,,
3:29.0,,,91-84,,C. LeVert misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by T. Johnson,,91-84,,
3:15.0,J. Johnson misses 2-pt shot from 2 ft,,91-84,,
3:11.0,Offensive rebound by J. Johnson,,91-84,,
3:11.0,J. Johnson misses 2-pt shot at rim,,91-84,,
3:10.0,,,91-84,,Defensive rebound by J. Allen
3:03.0,,,91-87,3,S. Dinwiddie makes 3-pt shot from 26 ft (assist by A. Crabbe)
2:40.0,K. Olynyk makes 2-pt shot from 1 ft (assist by G. Dragic),2,93-87,,
2:34.0,,,93-87,,S. Dinwiddie misses 3-pt shot from 24 ft
2:31.0,Defensive rebound by T. Johnson,,93-87,,
2:13.0,G. Dragic misses 2-pt shot from 5 ft,,93-87,,
2:09.0,Offensive rebound by K. Olynyk,,93-87,,
2:09.0,K. Olynyk makes 2-pt shot at rim,2,95-87,,
