time,Utah,pts.away,score,pts.home,Golden State
6:02.0,,,82-110,,K. Looney enters the game for D. West
6:02.0,,,82-110,,N. Young enters the game for A. Iguodala
6:02.0,,,82-110,,J. Bell enters the game for K. Thompson
6:02.0,R. Hood enters the game for J. Ingles,,82-110,,
5:45.0,Shooting foul by O. Casspi (drawn by T. Sefolosha),,82-110,,
5:45.0,T. Sefolosha makes free throw 1 of 2,1,83-110,,
5:45.0,T. Sefolosha makes free throw 2 of 2,1,84-110,,
5:37.0,Personal foul by R. O'Neale (drawn by N. Young),,84-110,,
5:29.0,,,84-110,,N. Young misses 2-pt shot from 13 ft
5:28.0,Defensive rebound by D. Mitchell,,84-110,,
5:24.0,,,84-110,,Personal foul by N. Young (drawn by D. Mitchell)
5:24.0,,,84-110,,Away from play foul by J. Bell (drawn by R. O'Neale)
5:24.0,R. O'Neale makes free throw 1 of 1,1,85-110,,
5:17.0,R. Hood misses 2-pt shot from 18 ft,,85-110,,
5:12.0,,,85-110,,Defensive rebound by J. Bell
4:54.0,,,85-112,2,P. McCaw makes 2-pt shot from 2 ft
4:37.0,R. O'Neale misses 3-pt shot from 27 ft,,85-112,,
4:33.0,,,85-112,,Defensive rebound by P. McCaw
4:29.0,,,85-112,,Golden State full timeout
4:29.0,,,85-112,,J. McGee enters the game for O. Casspi
4:29.0,E. Udoh enters the game for D. Favors,,85-112,,
4:24.0,,,85-112,,Offensive charge foul by K. Looney (drawn by R. O'Neale)
4:24.0,,,85-112,,Turnover by K. Looney (offensive foul)
4:07.0,R. Hood misses 2-pt shot from 4 ft (block by J. McGee),,85-112,,
4:04.0,,,85-112,,Defensive rebound by J. Bell
4:01.0,,,85-115,3,P. McCaw makes 3-pt shot from 26 ft (assist by J. Bell)
3:48.0,D. Mitchell makes 2-pt shot from 13 ft,2,87-115,,
3:48.0,Shooting foul by J. McGee (drawn by D. Mitchell),,87-115,,
3:48.0,D. Mitchell makes free throw 1 of 1,1,88-115,,
3:35.0,,,88-117,2,J. McGee makes 2-pt shot from 3 ft (assist by N. Young)
3:21.0,R. Hood makes 3-pt shot from 26 ft (assist by D. Mitchell),3,91-117,,
3:06.0,,,91-119,2,N. Young makes 2-pt shot from 3 ft
2:57.0,D. Mitchell makes 2-pt shot from 1 ft,2,93-119,,
2:35.0,,,93-119,,J. McGee misses 3-pt shot from 26 ft
2:31.0,Defensive rebound by R. O'Neale,,93-119,,
2:21.0,Turnover by T. Sefolosha (bad pass),,93-119,,
2:21.0,A. Burks enters the game for D. Mitchell,,93-119,,
1:57.0,,,93-119,,N. Young misses 2-pt shot from 14 ft
1:52.0,Defensive rebound by A. Burks,,93-119,,
1:50.0,R. Hood makes 2-pt shot from 1 ft (assist by R. O'Neale),2,95-119,,
1:33.0,,,95-119,,Turnover by P. McCaw (bad pass; steal by E. Udoh)
1:31.0,R. O'Neale makes 2-pt shot from 1 ft,2,97-119,,
1:14.0,,,97-122,3,N. Young makes 3-pt shot from 25 ft (assist by J. Bell)
1:04.0,R. Hood makes 2-pt shot from 11 ft (assist by A. Burks),2,99-122,,
0:56.0,,,99-124,2,J. McGee makes 2-pt shot from 2 ft (assist by J. Bell)
0:49.0,,,99-124,,Personal foul by K. Looney (drawn by R. Hood)
0:49.0,R. Hood makes free throw 1 of 2,1,100-124,,
0:49.0,R. Hood makes free throw 2 of 2,1,101-124,,
0:30.0,,,101-126,2,J. McGee makes 2-pt shot from 17 ft (assist by J. Bell)
0:23.0,R. O'Neale misses 3-pt shot from 25 ft,,101-126,,
0:17.0,Offensive rebound by T. Sefolosha,,101-126,,
0:17.0,T. Sefolosha misses 2-pt shot from 1 ft (block by J. McGee),,101-126,,
0:13.0,,,101-126,,Defensive rebound by J. McGee
