time,Minnesota,pts.away,score,pts.home,Utah
0:27.0,,,24-23,,Defensive rebound by D. Favors
0:09.0,,,24-23,,A. Burks misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by T. Gibson,,24-23,,
0:00.0,J. Crawford misses 3-pt shot from 22 ft,,24-23,,
0:00.0,Offensive rebound by Team,,24-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by K. Towns (out of bounds lost ball),,24-23,,
11:26.0,,,24-23,,R. Neto misses 2-pt shot from 7 ft
11:24.0,Defensive rebound by K. Towns,,24-23,,
11:13.0,Shooting foul by D. Favors (drawn by N. Bjelica),,24-23,,
11:13.0,N. Bjelica makes free throw 1 of 2,1,25-23,,
11:13.0,,,25-23,,R. Rubio enters the game for R. Neto
11:13.0,N. Bjelica makes free throw 2 of 2,1,26-23,,
11:00.0,,,26-25,2,D. Favors makes 2-pt shot from 1 ft (assist by A. Burks)
10:36.0,Turnover by J. Crawford (traveling),,26-25,,
10:23.0,,,26-27,2,J. Crowder makes 2-pt shot from 1 ft (assist by R. Rubio)
10:04.0,N. Bjelica misses 3-pt shot from 27 ft,,26-27,,
10:02.0,,,26-27,,Defensive rebound by D. Favors
9:56.0,,,26-27,,R. O'Neale misses 2-pt shot from 2 ft
9:56.0,Defensive rebound by Team,,26-27,,
9:56.0,,,26-27,,J. Jerebko enters the game for A. Burks
9:47.0,J. Crawford misses 3-pt shot from 25 ft,,26-27,,
9:45.0,Offensive rebound by N. Bjelica,,26-27,,
9:39.0,G. Dieng misses 2-pt shot from 10 ft,,26-27,,
9:36.0,,,26-27,,Defensive rebound by R. Rubio
9:29.0,,,26-30,3,R. O'Neale makes 3-pt shot from 25 ft (assist by J. Jerebko)
9:19.0,Minnesota full timeout,,26-30,,
9:19.0,,,26-30,,R. Gobert enters the game for D. Favors
9:19.0,,,26-30,,D. Mitchell enters the game for J. Crowder
9:19.0,A. Wiggins enters the game for T. Jones,,26-30,,
9:19.0,J. Teague enters the game for G. Dieng,,26-30,,
9:11.0,K. Towns makes 3-pt shot from 24 ft (assist by A. Wiggins),3,29-30,,
8:55.0,,,29-30,,R. Rubio misses 2-pt shot from 17 ft
8:53.0,Defensive rebound by N. Bjelica,,29-30,,
8:44.0,Shooting foul by R. Gobert (drawn by J. Teague),,29-30,,
8:44.0,J. Teague makes free throw 1 of 2,1,30-30,,
8:44.0,J. Teague misses free throw 2 of 2,,30-30,,
8:42.0,,,30-30,,Defensive rebound by R. Gobert
8:22.0,,,30-30,,D. Mitchell misses 3-pt shot from 25 ft
8:19.0,Defensive rebound by N. Bjelica,,30-30,,
8:12.0,,,30-30,,Personal foul by D. Mitchell (drawn by A. Wiggins)
8:12.0,,,30-30,,D. Favors enters the game for J. Jerebko
8:08.0,Offensive foul by A. Wiggins (drawn by R. O'Neale),,30-30,,
8:08.0,Turnover by A. Wiggins (offensive foul),,30-30,,
7:48.0,,,30-30,,R. Rubio misses 2-pt shot from 12 ft
7:45.0,Defensive rebound by J. Teague,,30-30,,
7:36.0,,,30-30,,Personal foul by R. Rubio (drawn by J. Teague)
7:36.0,,,30-30,,J. Ingles enters the game for R. O'Neale
7:28.0,J. Teague misses 2-pt shot from 16 ft,,30-30,,
7:25.0,,,30-30,,Defensive rebound by R. Gobert
7:15.0,,,30-30,,R. Rubio misses 3-pt shot from 25 ft
7:12.0,,,30-30,,Offensive rebound by D. Favors
7:02.0,,,30-32,2,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles)
7:02.0,,,30-32,,Shooting foul by A. Wiggins (drawn by R. Gobert)
7:02.0,,,30-33,1,R. Gobert makes free throw 1 of 1
6:52.0,A. Wiggins misses 2-pt shot from 9 ft,,30-33,,
6:49.0,,,30-33,,Defensive rebound by R. Gobert
6:44.0,,,30-33,,Offensive charge foul by R. Gobert (drawn by K. Towns)
6:44.0,,,30-33,,Turnover by R. Gobert (offensive foul)
6:44.0,,,30-33,,R. O'Neale enters the game for R. Rubio
6:31.0,J. Crawford misses 2-pt shot from 14 ft,,30-33,,
6:29.0,,,30-33,,Defensive rebound by R. Gobert
6:15.0,,,30-33,,Turnover by J. Ingles (bad pass; steal by A. Wiggins)
6:13.0,A. Wiggins makes 2-pt shot at rim,2,32-33,,
6:13.0,Shooting foul by R. O'Neale (drawn by A. Wiggins),,32-33,,
6:13.0,T. Gibson enters the game for N. Bjelica,,32-33,,
6:13.0,A. Wiggins makes free throw 1 of 1,1,33-33,,
6:03.0,Personal foul by A. Wiggins (drawn by J. Ingles),,33-33,,
6:03.0,N. Bjelica enters the game for A. Wiggins,,33-33,,
5:53.0,,,33-33,,Shooting foul by N. Bjelica (drawn by R. Gobert)
5:53.0,,,33-34,1,R. Gobert makes free throw 1 of 2
5:53.0,,,33-34,,R. Gobert misses free throw 2 of 2
5:51.0,Defensive rebound by K. Towns,,33-34,,
5:34.0,T. Gibson makes 2-pt shot from 13 ft (assist by J. Crawford),2,35-34,,
5:13.0,,,35-36,2,R. Gobert makes 2-pt shot from 1 ft (assist by D. Favors)
4:54.0,N. Bjelica misses 2-pt shot from 18 ft,,35-36,,
4:51.0,,,35-36,,Defensive rebound by R. Gobert
4:46.0,,,35-36,,Turnover by J. Ingles (bad pass; steal by N. Bjelica)
4:42.0,J. Crawford makes 2-pt shot from 10 ft,2,37-36,,
4:27.0,,,37-36,,Turnover by J. Ingles (bad pass; steal by J. Teague)
4:24.0,J. Teague makes 2-pt shot from 1 ft,2,39-36,,
4:24.0,,,39-36,,Utah full timeout
4:24.0,,,39-36,,J. Crowder enters the game for D. Favors
4:24.0,,,39-36,,R. Rubio enters the game for R. O'Neale
4:13.0,,,39-36,,D. Mitchell misses 3-pt shot from 26 ft
4:10.0,Defensive rebound by K. Towns,,39-36,,
3:54.0,Turnover by J. Teague (lost ball; steal by J. Ingles),,39-36,,
3:49.0,,,39-39,3,J. Crowder makes 3-pt shot from 23 ft (assist by R. Rubio)
3:20.0,J. Crawford misses 2-pt shot from 18 ft,,39-39,,
3:18.0,,,39-39,,Defensive rebound by J. Crowder
3:11.0,,,39-39,,J. Crowder misses 2-pt shot from 19 ft
3:09.0,,,39-39,,Offensive rebound by R. Gobert
2:57.0,,,39-39,,Shooting foul by J. Crawford (drawn by R. Gobert)
2:57.0,,,39-39,,R. Gobert misses free throw 1 of 2
2:57.0,,,39-39,,Offensive rebound by Team
2:57.0,,,39-40,1,R. Gobert makes free throw 2 of 2
2:47.0,J. Teague misses 2-pt shot from 11 ft,,39-40,,
2:45.0,,,39-40,,Defensive rebound by R. Gobert
2:45.0,Personal foul by J. Teague (drawn by R. Rubio),,39-40,,
2:45.0,,,39-40,,R. Rubio misses free throw 1 of 2
2:45.0,,,39-40,,Offensive rebound by Team
2:45.0,T. Jones enters the game for J. Teague,,39-40,,
2:45.0,,,39-41,1,R. Rubio makes free throw 2 of 2
2:23.0,Turnover by J. Crawford (bad pass; steal by J. Ingles),,39-41,,
2:13.0,,,39-43,2,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles)
2:13.0,,,39-43,,Shooting foul by T. Gibson (drawn by R. Gobert)
2:13.0,,,39-44,1,R. Gobert makes free throw 1 of 1
1:53.0,N. Bjelica makes 2-pt shot from 7 ft,2,41-44,,
1:45.0,,,41-46,2,J. Ingles makes 2-pt shot from 1 ft
1:22.0,J. Crawford misses 2-pt shot from 16 ft,,41-46,,
1:20.0,,,41-46,,Defensive rebound by R. Gobert
1:13.0,,,41-46,,R. Rubio misses 2-pt shot from 1 ft
1:13.0,,,41-46,,Offensive rebound by R. Gobert
1:13.0,,,41-48,2,R. Gobert makes 2-pt shot from 1 ft
1:00.0,,,41-48,,Personal foul by J. Crowder (drawn by K. Towns)
1:00.0,Technical foul by K. Towns,,41-48,,
1:00.0,,,41-49,1,R. Rubio makes technical free throw
1:00.0,K. Towns makes free throw 1 of 2,1,42-49,,
1:00.0,K. Towns makes free throw 2 of 2,1,43-49,,
0:47.0,,,43-51,2,D. Mitchell makes 2-pt shot from 1 ft
0:47.0,,,43-51,,Shooting foul by T. Jones (drawn by D. Mitchell)
0:47.0,J. Teague enters the game for T. Jones,,43-51,,
0:47.0,,,43-51,,D. Mitchell misses free throw 1 of 1
0:45.0,,,43-51,,Offensive rebound by Team
0:45.0,Loose ball foul by K. Towns (drawn by R. Gobert),,43-51,,
0:45.0,,,43-52,1,R. Gobert makes free throw 1 of 2
0:45.0,,,43-53,1,R. Gobert makes free throw 2 of 2
0:23.0,K. Towns makes 2-pt shot from 4 ft,2,45-53,,
0:23.0,Technical foul by K. Towns,,45-53,,
0:23.0,G. Dieng enters the game for K. Towns,,45-53,,
0:23.0,,,45-54,1,R. Rubio makes technical free throw
0:04.0,,,45-56,2,D. Mitchell makes 2-pt shot from 22 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,A. Wiggins makes 2-pt shot from 2 ft,2,47-56,,
11:28.0,,,47-56,,Shooting foul by G. Dieng (drawn by R. Gobert)
11:28.0,,,47-57,1,R. Gobert makes free throw 1 of 2
11:28.0,,,47-58,1,R. Gobert makes free throw 2 of 2
11:09.0,A. Wiggins makes 2-pt shot at rim,2,49-58,,
10:43.0,,,49-58,,Turnover by Team (shot clock)
10:33.0,A. Wiggins misses 2-pt shot from 14 ft,,49-58,,
10:30.0,,,49-58,,Defensive rebound by R. Gobert
10:24.0,,,49-58,,D. Mitchell misses 2-pt shot from 2 ft
10:23.0,Defensive rebound by G. Dieng,,49-58,,
10:13.0,J. Teague makes 2-pt shot from 2 ft,2,51-58,,
10:04.0,,,51-58,,Shooting foul by N. Bjelica (drawn by R. Gobert)
10:04.0,,,51-59,1,R. Gobert makes free throw 1 of 2
10:04.0,,,51-60,1,R. Gobert makes free throw 2 of 2
9:53.0,A. Wiggins makes 2-pt shot from 16 ft,2,53-60,,
9:38.0,,,53-62,2,R. Rubio makes 2-pt shot from 1 ft
9:20.0,J. Teague misses 3-pt shot from 25 ft,,53-62,,
9:18.0,,,53-62,,Defensive rebound by D. Favors
9:13.0,,,53-65,3,J. Ingles makes 3-pt shot from 24 ft (assist by R. Rubio)
9:00.0,Shooting foul by R. Gobert (drawn by J. Teague),,53-65,,
9:00.0,J. Teague makes free throw 1 of 2,1,54-65,,
9:00.0,J. Teague makes free throw 2 of 2,1,55-65,,
8:39.0,,,55-67,2,D. Mitchell makes 2-pt shot from 2 ft
8:24.0,T. Gibson makes 2-pt shot from 2 ft,2,57-67,,
8:07.0,,,57-67,,Shooting foul by N. Bjelica (drawn by D. Favors)
8:07.0,,,57-67,,D. Favors misses free throw 1 of 2
8:07.0,,,57-67,,Offensive rebound by Team
8:07.0,,,57-67,,J. Crowder enters the game for R. Gobert
8:07.0,,,57-68,1,D. Favors makes free throw 2 of 2
8:07.0,Violation by G. Dieng (lane),,57-68,,
7:56.0,J. Teague makes 3-pt shot from 25 ft (assist by T. Gibson),3,60-68,,
7:40.0,,,60-68,,J. Crowder misses 3-pt shot from 23 ft
7:38.0,Defensive rebound by T. Gibson,,60-68,,
7:29.0,A. Wiggins misses 2-pt shot from 22 ft,,60-68,,
7:25.0,,,60-68,,Defensive rebound by R. Rubio
7:23.0,,,60-68,,Turnover by R. Rubio (lost ball; steal by J. Teague)
7:19.0,J. Teague makes 2-pt shot from 1 ft,2,62-68,,
7:01.0,,,62-70,2,D. Mitchell makes 2-pt shot from 10 ft
6:51.0,J. Teague makes 2-pt shot from 10 ft,2,64-70,,
6:51.0,Shooting foul by R. Rubio (drawn by J. Teague),,64-70,,
6:51.0,,,64-70,,Utah full timeout
6:51.0,J. Teague misses free throw 1 of 1,,64-70,,
6:46.0,,,64-70,,Defensive rebound by J. Crowder
6:27.0,,,64-70,,Turnover by R. Rubio (bad pass; steal by T. Gibson)
6:22.0,G. Dieng makes 2-pt shot from 9 ft (assist by J. Teague),2,66-70,,
5:55.0,,,66-72,2,D. Mitchell makes 2-pt shot from 5 ft
5:47.0,Shooting foul by R. Rubio (drawn by J. Teague),,66-72,,
5:47.0,J. Teague makes free throw 1 of 3,1,67-72,,
5:47.0,J. Teague misses free throw 2 of 3,,67-72,,
5:47.0,Offensive rebound by Team,,67-72,,
5:47.0,J. Teague makes free throw 3 of 3,1,68-72,,
5:37.0,,,68-74,2,J. Crowder makes 2-pt shot from 1 ft (assist by R. Rubio)
5:17.0,T. Gibson makes 2-pt shot from 3 ft (assist by G. Dieng),2,70-74,,
5:00.0,,,70-76,2,D. Favors makes 2-pt shot at rim (assist by J. Ingles)
4:41.0,A. Wiggins misses 2-pt shot from 5 ft,,70-76,,
4:40.0,,,70-76,,Defensive rebound by Team
4:40.0,,,70-76,,R. O'Neale enters the game for R. Rubio
4:28.0,T. Jones enters the game for J. Teague,,70-76,,
4:20.0,,,70-76,,Turnover by D. Mitchell (bad pass)
4:02.0,A. Wiggins makes 2-pt shot from 2 ft,2,72-76,,
3:47.0,,,72-76,,Offensive foul by J. Crowder (drawn by G. Dieng)
3:47.0,,,72-76,,Turnover by J. Crowder (offensive foul)
3:33.0,A. Wiggins misses 2-pt shot from 23 ft (block by R. O'Neale),,72-76,,
3:33.0,Offensive rebound by A. Wiggins,,72-76,,
3:22.0,N. Bjelica misses 3-pt shot from 24 ft,,72-76,,
3:22.0,Offensive rebound by Team,,72-76,,
3:21.0,Turnover by Team (shot clock),,72-76,,
3:08.0,,,72-79,3,J. Ingles makes 3-pt shot from 25 ft (assist by R. O'Neale)
2:55.0,Turnover by A. Wiggins (bad pass),,72-79,,
2:55.0,Minnesota full timeout,,72-79,,
2:55.0,M. Georges-Hunt enters the game for T. Gibson,,72-79,,
2:55.0,,,72-79,,A. Burks enters the game for J. Ingles
2:55.0,,,72-79,,R. Gobert enters the game for D. Favors
2:55.0,J. Crawford enters the game for A. Wiggins,,72-79,,
2:42.0,,,72-79,,J. Crowder misses 2-pt shot from 16 ft
2:39.0,Defensive rebound by T. Jones,,72-79,,
2:25.0,G. Dieng misses 3-pt shot from 23 ft,,72-79,,
2:23.0,,,72-79,,Defensive rebound by R. O'Neale
2:03.0,,,72-79,,R. O'Neale misses 2-pt shot from 3 ft
2:01.0,Defensive rebound by G. Dieng,,72-79,,
1:54.0,N. Bjelica makes 3-pt shot from 22 ft (assist by J. Crawford),3,75-79,,
1:35.0,,,75-79,,Shooting foul by M. Georges-Hunt (drawn by D. Mitchell)
1:35.0,,,75-80,1,D. Mitchell makes free throw 1 of 2
1:35.0,,,75-81,1,D. Mitchell makes free throw 2 of 2
1:11.0,G. Dieng misses 2-pt shot from 19 ft,,75-81,,
1:09.0,,,75-81,,Defensive rebound by A. Burks
0:57.0,,,75-84,3,J. Crowder makes 3-pt shot from 23 ft (assist by R. O'Neale)
0:39.0,T. Jones misses 3-pt shot from 26 ft,,75-84,,
0:36.0,,,75-84,,Defensive rebound by R. Gobert
0:30.0,,,75-84,,Shooting foul by G. Dieng (drawn by A. Burks)
0:30.0,,,75-85,1,A. Burks makes free throw 1 of 2
0:30.0,,,75-85,,A. Burks misses free throw 2 of 2
0:28.0,Defensive rebound by G. Dieng,,75-85,,
0:09.0,G. Dieng misses 2-pt shot from 3 ft (block by R. Gobert),,75-85,,
0:08.0,,,75-85,,Defensive rebound by J. Crowder
0:06.0,,,75-85,,Turnover by A. Burks (lost ball; steal by T. Jones)
0:02.0,G. Dieng makes 2-pt shot from 1 ft (assist by T. Jones),2,77-85,,
0:00.0,,,77-85,,D. Mitchell misses 3-pt shot from 29 ft
0:00.0,,,77-85,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,77-85,,J. Jerebko misses 2-pt shot from 2 ft
11:33.0,,,77-85,,J. Jerebko misses 2-pt shot from 2 ft
11:33.0,,,77-85,,Offensive rebound by R. Gobert
11:33.0,,,77-85,,Offensive rebound by J. Jerebko
11:28.0,,,77-87,2,R. Gobert makes 2-pt shot at rim
11:09.0,A. Wiggins makes 3-pt shot from 24 ft,3,80-87,,
10:56.0,,,80-87,,J. Jerebko misses 3-pt shot from 23 ft
10:52.0,Defensive rebound by A. Wiggins,,80-87,,
10:42.0,N. Bjelica makes 3-pt shot from 25 ft,3,83-87,,
10:26.0,Personal foul by J. Crawford (drawn by R. Gobert),,83-87,,
10:11.0,,,83-89,2,J. Jerebko makes 2-pt shot from 1 ft
9:52.0,A. Wiggins makes 3-pt shot from 26 ft (assist by T. Gibson),3,86-89,,
9:39.0,,,86-89,,Shooting foul by T. Gibson (drawn by R. Neto)
9:39.0,,,86-89,,R. Neto misses free throw 1 of 2
9:39.0,,,86-89,,Offensive rebound by Team
9:39.0,,,86-89,,J. Ingles enters the game for A. Burks
9:39.0,,,86-90,1,R. Neto makes free throw 2 of 2
9:26.0,A. Wiggins misses 2-pt shot from 9 ft (block by R. Gobert),,86-90,,
9:21.0,,,86-90,,Defensive rebound by R. Gobert
9:12.0,,,86-90,,Turnover by J. Ingles (bad pass; steal by T. Jones)
9:08.0,Shooting foul by J. Jerebko (drawn by N. Bjelica),,86-90,,
9:08.0,N. Bjelica makes free throw 1 of 2,1,87-90,,
9:08.0,,,87-90,,D. Favors enters the game for R. Gobert
9:08.0,N. Bjelica makes free throw 2 of 2,1,88-90,,
8:52.0,,,88-92,2,D. Favors makes 2-pt shot from 2 ft (assist by R. Neto)
8:35.0,N. Bjelica misses 2-pt shot from 3 ft,,88-92,,
8:34.0,,,88-92,,Defensive rebound by J. Jerebko
8:30.0,,,88-92,,Turnover by R. Neto (bad pass)
8:30.0,,,88-92,,R. Rubio enters the game for R. Neto
8:16.0,T. Gibson misses 2-pt shot from 5 ft,,88-92,,
8:14.0,,,88-92,,Defensive rebound by J. Jerebko
8:05.0,,,88-92,,J. Jerebko misses 2-pt shot from 2 ft
8:03.0,,,88-92,,Offensive rebound by D. Favors
8:03.0,,,88-94,2,D. Favors makes 2-pt shot at rim
8:03.0,Minnesota full timeout,,88-94,,
8:03.0,,,88-94,,D. Mitchell enters the game for J. Jerebko
8:03.0,,,88-94,,J. Crowder enters the game for R. O'Neale
8:03.0,J. Teague enters the game for N. Bjelica,,88-94,,
7:44.0,T. Jones makes 2-pt shot from 1 ft,2,90-94,,
7:21.0,,,90-94,,J. Crowder misses 3-pt shot from 24 ft
7:20.0,Defensive rebound by Team,,90-94,,
7:06.0,J. Teague makes 2-pt shot from 4 ft,2,92-94,,
6:55.0,,,92-94,,Shooting foul by T. Jones (drawn by R. Rubio)
6:55.0,,,92-95,1,R. Rubio makes free throw 1 of 2
6:55.0,,,92-95,,R. Gobert enters the game for D. Favors
6:55.0,,,92-96,1,R. Rubio makes free throw 2 of 2
6:43.0,J. Teague misses 3-pt shot from 26 ft,,92-96,,
6:39.0,,,92-96,,Defensive rebound by J. Ingles
6:29.0,,,92-99,3,J. Crowder makes 3-pt shot from 25 ft (assist by R. Gobert)
6:19.0,Shooting foul by D. Mitchell (drawn by T. Jones),,92-99,,
6:19.0,T. Jones makes free throw 1 of 2,1,93-99,,
6:19.0,T. Jones makes free throw 2 of 2,1,94-99,,
6:06.0,,,94-101,2,D. Mitchell makes 2-pt shot from 5 ft
5:52.0,J. Crawford misses 2-pt shot from 17 ft,,94-101,,
5:51.0,,,94-101,,Defensive rebound by D. Mitchell
5:44.0,,,94-103,2,D. Mitchell makes 2-pt shot from 20 ft
5:42.0,Minnesota full timeout,,94-103,,
5:42.0,N. Bjelica enters the game for T. Jones,,94-103,,
5:23.0,J. Teague misses 2-pt shot from 9 ft,,94-103,,
5:21.0,,,94-103,,Defensive rebound by R. Rubio
5:20.0,Technical foul by J. Teague (drawn by R. Rubio),,94-103,,
5:20.0,,,94-104,1,R. Rubio makes flagrant free throw 1 of 2
5:20.0,,,94-105,1,R. Rubio makes flagrant free throw 2 of 2
5:20.0,T. Jones enters the game for J. Teague,,94-105,,
5:10.0,,,94-105,,J. Crowder misses 3-pt shot from 22 ft
5:08.0,Defensive rebound by T. Jones,,94-105,,
4:56.0,Shooting foul by J. Crowder (drawn by A. Wiggins),,94-105,,
4:56.0,A. Wiggins misses free throw 1 of 2,,94-105,,
4:56.0,Offensive rebound by Team,,94-105,,
4:56.0,A. Wiggins makes free throw 2 of 2,1,95-105,,
4:45.0,,,95-105,,Turnover by D. Mitchell (traveling)
4:36.0,Offensive foul by T. Jones (drawn by R. Rubio),,95-105,,
4:36.0,Turnover by T. Jones (offensive foul),,95-105,,
4:23.0,,,95-105,,D. Mitchell misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by T. Jones,,95-105,,
4:16.0,Shooting foul by R. Rubio (drawn by T. Jones),,95-105,,
4:16.0,T. Jones makes free throw 1 of 2,1,96-105,,
4:16.0,T. Jones makes free throw 2 of 2,1,97-105,,
4:08.0,,,97-107,2,R. Rubio makes 2-pt shot from 2 ft
3:57.0,A. Wiggins makes 2-pt shot from 1 ft (assist by T. Gibson),2,99-107,,
