time,Atlanta,pts.away,score,pts.home,Brooklyn
6:20.0,Defensive rebound by E. Ilyasova,,11-5,,
6:12.0,J. Collins misses 2-pt shot from 6 ft,,11-5,,
6:10.0,,,11-5,,Defensive rebound by D. Russell
6:04.0,,,11-5,,Shooting foul by T. Waller-Prince (drawn by D. Carroll)
6:04.0,,,11-6,1,D. Carroll makes free throw 1 of 2
6:04.0,,,11-6,,T. Booker enters the game for T. Mozgov
6:04.0,M. Muscala enters the game for E. Ilyasova,,11-6,,
6:04.0,,,11-7,1,D. Carroll makes free throw 2 of 2
5:52.0,J. Collins misses 2-pt shot from 17 ft,,11-7,,
5:47.0,Offensive rebound by M. Muscala,,11-7,,
5:40.0,D. Schroder misses 2-pt shot from 7 ft,,11-7,,
5:40.0,Offensive rebound by J. Collins,,11-7,,
5:39.0,J. Collins misses 2-pt shot from 2 ft,,11-7,,
5:38.0,,,11-7,,Defensive rebound by T. Booker
5:35.0,,,11-9,2,A. Crabbe makes 2-pt shot from 6 ft (assist by D. Russell)
5:13.0,Turnover by M. Belinelli (bad pass; steal by D. Russell),,11-9,,
5:11.0,,,11-11,2,A. Crabbe makes 2-pt shot from 1 ft (assist by D. Russell)
5:00.0,Offensive charge foul by J. Collins (drawn by Q. Acy),,11-11,,
5:00.0,Turnover by J. Collins (offensive foul),,11-11,,
4:53.0,,,11-14,3,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Russell)
4:49.0,Atlanta full timeout,,11-14,,
4:40.0,D. Schroder makes 2-pt shot from 1 ft (assist by T. Waller-Prince),2,13-14,,
4:26.0,,,13-14,,Q. Acy misses 3-pt shot from 23 ft
4:23.0,Defensive rebound by M. Belinelli,,13-14,,
4:07.0,D. Schroder misses 2-pt shot at rim,,13-14,,
4:04.0,Offensive rebound by J. Collins,,13-14,,
4:03.0,J. Collins makes 2-pt shot at rim,2,15-14,,
3:42.0,,,15-16,2,D. Russell makes 2-pt shot from 20 ft
3:20.0,,,15-16,,Violation by D. Russell (kicked ball)
3:20.0,,,15-16,,S. Dinwiddie enters the game for D. Russell
3:20.0,,,15-16,,J. Harris enters the game for D. Carroll
3:20.0,,,15-16,,R. Hollis-Jefferson enters the game for Q. Acy
3:20.0,M. Delaney enters the game for D. Schroder,,15-16,,
3:14.0,,,15-16,,Personal foul by J. Harris (drawn by T. Waller-Prince)
3:03.0,M. Belinelli misses 3-pt shot from 24 ft,,15-16,,
2:59.0,,,15-16,,Defensive rebound by J. Harris
2:46.0,,,15-16,,T. Booker misses 2-pt shot from 4 ft
2:42.0,Defensive rebound by J. Collins,,15-16,,
2:27.0,Shooting foul by A. Crabbe (drawn by M. Belinelli),,15-16,,
2:27.0,M. Belinelli makes free throw 1 of 2,1,16-16,,
2:27.0,K. Bazemore enters the game for T. Waller-Prince,,16-16,,
2:27.0,M. Belinelli makes free throw 2 of 2,1,17-16,,
2:21.0,,,17-16,,Offensive foul by T. Booker (drawn by M. Belinelli)
2:21.0,,,17-16,,Turnover by T. Booker (offensive foul)
2:11.0,M. Belinelli misses 3-pt shot from 25 ft (block by A. Crabbe),,17-16,,
2:08.0,,,17-16,,Defensive rebound by S. Dinwiddie
2:06.0,,,17-16,,A. Crabbe misses 3-pt shot from 22 ft
2:03.0,Defensive rebound by K. Bazemore,,17-16,,
1:47.0,K. Bazemore makes 2-pt shot from 20 ft (assist by M. Muscala),2,19-16,,
1:40.0,,,19-16,,J. Harris misses 2-pt shot from 21 ft
1:40.0,Defensive rebound by J. Collins,,19-16,,
1:28.0,K. Bazemore misses 2-pt shot from 4 ft,,19-16,,
1:27.0,Offensive rebound by Team,,19-16,,
1:20.0,M. Belinelli makes 2-pt shot from 18 ft (assist by M. Delaney),2,21-16,,
1:08.0,,,21-16,,Turnover by A. Crabbe (bad pass)
0:59.0,M. Delaney misses 2-pt shot from 10 ft,,21-16,,
0:56.0,Offensive rebound by J. Collins,,21-16,,
0:49.0,M. Muscala makes 2-pt shot from 14 ft,2,23-16,,
0:40.0,,,23-19,3,A. Crabbe makes 3-pt shot from 22 ft (assist by T. Booker)
0:20.0,,,23-19,,Personal foul by R. Hollis-Jefferson (drawn by M. Muscala)
0:20.0,M. Muscala makes free throw 1 of 2,1,24-19,,
0:20.0,I. Taylor enters the game for M. Belinelli,,24-19,,
0:20.0,M. Muscala makes free throw 2 of 2,1,25-19,,
0:03.0,,,25-19,,Turnover by T. Booker (traveling)
0:03.0,,,25-19,,C. LeVert enters the game for J. Harris
0:03.0,M. Belinelli enters the game for I. Taylor,,25-19,,
0:01.0,M. Belinelli misses 3-pt shot from 25 ft,,25-19,,
0:01.0,,,25-19,,Defensive rebound by R. Hollis-Jefferson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,25-21,2,C. LeVert makes 2-pt shot from 1 ft
11:39.0,,,25-21,,Shooting foul by D. Dedmon (drawn by C. LeVert)
11:39.0,,,25-21,,C. LeVert misses free throw 1 of 1
11:36.0,Defensive rebound by L. Babbitt,,25-21,,
11:19.0,D. Dedmon misses 3-pt shot from 22 ft,,25-21,,
11:17.0,,,25-21,,Defensive rebound by C. LeVert
11:13.0,,,25-21,,Turnover by J. Harris (bad pass)
11:00.0,Shooting foul by J. Harris (drawn by M. Belinelli),,25-21,,
11:00.0,M. Belinelli makes free throw 1 of 2,1,26-21,,
11:00.0,D. Schroder enters the game for K. Bazemore,,26-21,,
11:00.0,M. Belinelli makes free throw 2 of 2,1,27-21,,
10:48.0,,,27-23,2,T. Mozgov makes 2-pt shot from 20 ft (assist by T. Booker)
10:37.0,Offensive foul by L. Babbitt (drawn by C. LeVert),,27-23,,
10:37.0,Turnover by L. Babbitt (offensive foul),,27-23,,
10:37.0,K. Bazemore enters the game for M. Belinelli,,27-23,,
10:27.0,,,27-25,2,C. LeVert makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
10:11.0,D. Dedmon makes 3-pt shot from 22 ft (assist by D. Schroder),3,30-25,,
9:45.0,,,30-25,,C. LeVert misses 3-pt shot from 24 ft
9:41.0,,,30-25,,Offensive rebound by T. Mozgov
9:36.0,,,30-25,,S. Dinwiddie misses 3-pt shot from 29 ft
9:33.0,Defensive rebound by L. Babbitt,,30-25,,
9:28.0,M. Delaney misses 2-pt shot from 5 ft (block by J. Harris),,30-25,,
9:24.0,,,30-25,,Defensive rebound by C. LeVert
9:16.0,,,30-27,2,T. Booker makes 2-pt shot from 5 ft (assist by S. Dinwiddie)
9:03.0,D. Dedmon makes 2-pt shot from 13 ft (assist by D. Schroder),2,32-27,,
8:44.0,,,32-30,3,J. Harris makes 3-pt shot from 22 ft (assist by T. Booker)
8:34.0,Turnover by D. Schroder (bad pass; steal by S. Dinwiddie),,32-30,,
8:22.0,,,32-32,2,T. Mozgov makes 2-pt shot at rim (assist by J. Harris)
8:21.0,Atlanta full timeout,,32-32,,
8:21.0,T. Waller-Prince enters the game for M. Delaney,,32-32,,
8:21.0,J. Magette enters the game for K. Bazemore,,32-32,,
8:10.0,D. Schroder misses 2-pt shot from 9 ft,,32-32,,
8:07.0,Offensive rebound by D. Dedmon,,32-32,,
8:04.0,L. Babbitt misses 3-pt shot from 25 ft,,32-32,,
8:02.0,,,32-32,,Defensive rebound by C. LeVert
7:58.0,,,32-34,2,T. Mozgov makes 2-pt shot from 1 ft (assist by C. LeVert)
7:47.0,,,32-34,,Def 3 sec tech foul by T. Mozgov
7:47.0,D. Schroder makes technical free throw,1,33-34,,
7:43.0,D. Schroder makes 2-pt shot from 15 ft,2,35-34,,
7:27.0,,,35-34,,Turnover by C. LeVert (bad pass; steal by D. Dedmon)
7:22.0,D. Schroder misses 2-pt shot from 3 ft,,35-34,,
7:19.0,,,35-34,,Defensive rebound by J. Harris
7:13.0,,,35-37,3,J. Harris makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
6:45.0,T. Waller-Prince makes 2-pt shot from 15 ft,2,37-37,,
6:28.0,,,37-39,2,T. Booker makes 2-pt shot from 8 ft
6:15.0,D. Schroder misses 3-pt shot from 24 ft,,37-39,,
6:13.0,,,37-39,,Defensive rebound by T. Booker
6:03.0,,,37-39,,Shooting foul by L. Babbitt (drawn by T. Booker)
6:03.0,,,37-39,,T. Booker misses free throw 1 of 2
6:03.0,,,37-39,,Offensive rebound by Team
6:03.0,,,37-39,,D. Russell enters the game for S. Dinwiddie
6:03.0,,,37-39,,A. Crabbe enters the game for J. Harris
6:03.0,,,37-39,,J. Allen enters the game for T. Mozgov
6:03.0,E. Ilyasova enters the game for L. Babbitt,,37-39,,
6:03.0,M. Belinelli enters the game for D. Dedmon,,37-39,,
6:03.0,J. Collins enters the game for J. Magette,,37-39,,
6:03.0,,,37-40,1,T. Booker makes free throw 2 of 2
5:46.0,T. Waller-Prince misses 2-pt shot from 1 ft,,37-40,,
5:44.0,,,37-40,,Defensive rebound by C. LeVert
5:33.0,,,37-42,2,T. Booker makes 2-pt shot from 5 ft
5:33.0,,,37-42,,Shooting foul by J. Collins (drawn by T. Booker)
5:33.0,,,37-42,,T. Booker misses free throw 1 of 1
5:31.0,,,37-42,,Offensive rebound by A. Crabbe
5:26.0,,,37-42,,T. Booker misses 2-pt shot from 2 ft
5:23.0,Defensive rebound by D. Schroder,,37-42,,
5:17.0,T. Waller-Prince misses 2-pt shot at rim (block by J. Allen),,37-42,,
5:14.0,Offensive rebound by D. Schroder,,37-42,,
5:10.0,T. Waller-Prince makes 2-pt shot from 2 ft (assist by D. Schroder),2,39-42,,
4:57.0,,,39-44,2,D. Russell makes 2-pt shot from 12 ft
4:44.0,T. Waller-Prince makes 3-pt shot from 26 ft (assist by D. Schroder),3,42-44,,
4:22.0,,,42-44,,C. LeVert misses 2-pt shot from 18 ft
4:19.0,Defensive rebound by E. Ilyasova,,42-44,,
4:14.0,,,42-44,,Personal foul by C. LeVert (drawn by D. Schroder)
4:14.0,,,42-44,,R. Hollis-Jefferson enters the game for C. LeVert
4:14.0,,,42-44,,D. Carroll enters the game for T. Booker
4:05.0,E. Ilyasova misses 2-pt shot from 2 ft (block by J. Allen),,42-44,,
4:02.0,Offensive rebound by E. Ilyasova,,42-44,,
4:01.0,E. Ilyasova misses 2-pt shot from 1 ft,,42-44,,
4:01.0,,,42-44,,Defensive rebound by J. Allen
3:59.0,,,42-46,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by D. Russell)
3:59.0,,,42-46,,Shooting foul by T. Waller-Prince (drawn by R. Hollis-Jefferson)
3:59.0,K. Bazemore enters the game for E. Ilyasova,,42-46,,
3:59.0,M. Muscala enters the game for D. Schroder,,42-46,,
3:59.0,,,42-47,1,R. Hollis-Jefferson makes free throw 1 of 1
3:47.0,K. Bazemore makes 2-pt shot from 4 ft (assist by M. Belinelli),2,44-47,,
3:37.0,,,44-47,,J. Allen misses 2-pt shot from 3 ft (block by J. Collins)
3:37.0,,,44-47,,Offensive rebound by Team
3:32.0,,,44-47,,Turnover by D. Carroll (traveling)
3:21.0,M. Muscala makes 2-pt shot from 1 ft (assist by M. Belinelli),2,46-47,,
3:21.0,Shooting foul by R. Hollis-Jefferson (drawn by M. Muscala),,46-47,,
3:21.0,M. Muscala misses free throw 1 of 1,,46-47,,
3:18.0,,,46-47,,Defensive rebound by R. Hollis-Jefferson
3:12.0,Violation by T. Waller-Prince (kicked ball),,46-47,,
3:12.0,,,46-47,,Brooklyn full timeout
3:02.0,,,46-47,,Turnover by D. Russell (bad pass; steal by T. Waller-Prince)
3:00.0,Turnover by T. Waller-Prince (bad pass),,46-47,,
2:47.0,,,46-47,,D. Russell misses 2-pt shot from 16 ft
2:44.0,,,46-47,,Offensive rebound by J. Allen
2:44.0,,,46-47,,Shooting foul by J. Collins (drawn by J. Allen)
2:44.0,,,46-47,,J. Allen misses free throw 1 of 2
2:44.0,,,46-47,,Offensive rebound by Team
2:44.0,,,46-48,1,J. Allen makes free throw 2 of 2
2:31.0,M. Belinelli misses 2-pt shot from 5 ft,,46-48,,
2:28.0,,,46-48,,Defensive rebound by A. Crabbe
2:25.0,,,46-51,3,D. Carroll makes 3-pt shot from 24 ft (assist by D. Russell)
2:09.0,J. Collins misses 2-pt shot from 1 ft,,46-51,,
2:07.0,Offensive rebound by T. Waller-Prince,,46-51,,
1:59.0,T. Waller-Prince misses 2-pt shot from 11 ft (block by D. Carroll),,46-51,,
1:57.0,,,46-51,,Defensive rebound by D. Russell
1:52.0,Personal foul by T. Waller-Prince (drawn by D. Carroll),,46-51,,
1:52.0,,,46-52,1,D. Carroll makes free throw 1 of 2
1:52.0,D. Schroder enters the game for T. Waller-Prince,,46-52,,
1:52.0,,,46-52,,D. Carroll misses free throw 2 of 2
1:48.0,Defensive rebound by J. Collins,,46-52,,
1:37.0,D. Schroder misses 3-pt shot from 22 ft,,46-52,,
1:37.0,Offensive rebound by Team,,46-52,,
1:37.0,,,46-52,,Loose ball foul by R. Hollis-Jefferson (drawn by J. Collins)
1:24.0,D. Schroder misses 2-pt shot from 1 ft (block by J. Allen),,46-52,,
1:21.0,,,46-52,,Defensive rebound by R. Hollis-Jefferson
1:17.0,,,46-52,,A. Crabbe misses 3-pt shot from 24 ft
1:12.0,Defensive rebound by M. Muscala,,46-52,,
1:00.0,Shooting foul by J. Allen (drawn by J. Collins),,46-52,,
1:00.0,J. Collins makes free throw 1 of 2,1,47-52,,
1:00.0,,,47-52,,Q. Acy enters the game for R. Hollis-Jefferson
1:00.0,J. Collins makes free throw 2 of 2,1,48-52,,
0:49.0,,,48-54,2,D. Carroll makes 2-pt shot at rim (assist by D. Russell)
0:30.0,D. Schroder misses 2-pt shot from 18 ft,,48-54,,
0:28.0,Offensive rebound by J. Collins,,48-54,,
0:28.0,J. Collins misses 2-pt shot from 3 ft (block by J. Allen),,48-54,,
0:28.0,Offensive rebound by Team,,48-54,,
0:25.0,K. Bazemore makes 2-pt shot from 7 ft,2,50-54,,
0:03.0,,,50-54,,A. Crabbe misses 3-pt shot from 22 ft
0:01.0,,,50-54,,Offensive rebound by J. Allen
0:01.0,,,50-56,2,J. Allen makes 3-pt shot from 68 ft
0:00.0,Shooting foul by D. Carroll (drawn by K. Bazemore),,50-56,,
0:00.0,K. Bazemore makes free throw 1 of 2,1,51-56,,
0:00.0,K. Bazemore makes free throw 2 of 2,1,52-56,,
0:00.0,I. Taylor enters the game for D. Schroder,,52-56,,
0:00.0,K. Bazemore makes free throw 3 of 3,1,53-56,,
0:00.0,,,53-56,,J. Allen misses 3-pt shot from 68 ft
0:00.0,,,53-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,53-58,2,D. Russell makes 2-pt shot from 16 ft (assist by C. LeVert)
11:19.0,K. Bazemore misses 2-pt shot from 21 ft,,53-58,,
11:14.0,,,53-58,,Defensive rebound by T. Mozgov
11:04.0,,,53-60,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by C. LeVert)
10:47.0,D. Dedmon makes 2-pt shot from 13 ft (assist by D. Schroder),2,55-60,,
10:37.0,Personal foul by D. Dedmon (drawn by T. Mozgov),,55-60,,
10:34.0,,,55-62,2,C. LeVert makes 2-pt shot from 9 ft (assist by T. Mozgov)
10:34.0,,,55-62,,Shooting foul by D. Dedmon (drawn by C. LeVert)
10:34.0,,,55-63,1,C. LeVert makes free throw 1 of 1
10:22.0,D. Schroder misses 2-pt shot at rim,,55-63,,
10:17.0,Offensive rebound by D. Schroder,,55-63,,
10:17.0,D. Schroder misses 2-pt shot at rim,,55-63,,
10:16.0,,,55-63,,Defensive rebound by R. Hollis-Jefferson
10:14.0,,,55-63,,D. Carroll misses 3-pt shot from 24 ft
10:14.0,Defensive rebound by K. Bazemore,,55-63,,
10:08.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Bazemore),,55-63,,
10:08.0,K. Bazemore makes free throw 1 of 2,1,56-63,,
10:08.0,,,56-63,,Q. Acy enters the game for R. Hollis-Jefferson
10:08.0,K. Bazemore makes free throw 2 of 2,1,57-63,,
9:51.0,,,57-66,3,Q. Acy makes 3-pt shot from 25 ft (assist by D. Carroll)
9:37.0,T. Waller-Prince misses 2-pt shot from 1 ft,,57-66,,
9:34.0,,,57-66,,Defensive rebound by D. Carroll
9:30.0,,,57-66,,Offensive charge foul by Q. Acy (drawn by D. Schroder)
9:30.0,,,57-66,,Turnover by Q. Acy (offensive foul)
9:20.0,D. Schroder misses 2-pt shot from 16 ft,,57-66,,
9:18.0,,,57-66,,Defensive rebound by T. Mozgov
9:12.0,,,57-66,,Turnover by D. Russell (bad pass)
9:03.0,,,57-66,,Personal foul by D. Russell (drawn by D. Schroder)
8:56.0,Shooting foul by D. Russell (drawn by D. Schroder),,57-66,,
8:56.0,D. Schroder makes free throw 1 of 2,1,58-66,,
8:56.0,D. Schroder makes free throw 2 of 2,1,59-66,,
8:45.0,,,59-66,,D. Russell misses 2-pt shot at rim
8:42.0,Defensive rebound by K. Bazemore,,59-66,,
8:37.0,Turnover by T. Waller-Prince (lost ball; steal by C. LeVert),,59-66,,
8:32.0,,,59-66,,Shooting foul by D. Dedmon (drawn by C. LeVert)
8:32.0,,,59-67,1,C. LeVert makes free throw 1 of 2
8:32.0,M. Muscala enters the game for D. Dedmon,,59-67,,
8:32.0,,,59-68,1,C. LeVert makes free throw 2 of 2
8:18.0,K. Bazemore misses 2-pt shot from 3 ft,,59-68,,
8:15.0,Offensive rebound by M. Muscala,,59-68,,
8:15.0,M. Muscala makes 2-pt shot at rim,2,61-68,,
8:03.0,,,61-68,,Turnover by Q. Acy (lost ball; steal by E. Ilyasova)
7:54.0,D. Schroder misses 2-pt shot from 3 ft,,61-68,,
7:51.0,,,61-68,,Defensive rebound by D. Russell
7:49.0,,,61-70,2,C. LeVert makes 2-pt shot at rim (assist by D. Russell)
7:32.0,E. Ilyasova misses 3-pt shot from 25 ft,,61-70,,
7:31.0,Offensive rebound by Team,,61-70,,
7:31.0,M. Belinelli enters the game for T. Waller-Prince,,61-70,,
7:22.0,Turnover by K. Bazemore (lost ball; steal by D. Carroll),,61-70,,
7:18.0,T. Waller-Prince enters the game for K. Bazemore,,61-70,,
7:11.0,,,61-70,,T. Mozgov misses 2-pt shot from 6 ft
7:08.0,Defensive rebound by E. Ilyasova,,61-70,,
7:01.0,,,61-70,,Violation by D. Carroll (kicked ball)
6:53.0,T. Waller-Prince misses 2-pt shot from 14 ft,,61-70,,
6:50.0,,,61-70,,Defensive rebound by Q. Acy
6:40.0,,,61-70,,D. Russell misses 2-pt shot from 14 ft
6:36.0,Defensive rebound by M. Belinelli,,61-70,,
6:24.0,E. Ilyasova makes 2-pt shot from 9 ft (assist by D. Schroder),2,63-70,,
6:16.0,,,63-70,,Brooklyn full timeout
6:16.0,,,63-70,,A. Crabbe enters the game for T. Mozgov
6:16.0,,,63-70,,T. Booker enters the game for C. LeVert
6:09.0,,,63-70,,Offensive charge foul by Q. Acy (drawn by E. Ilyasova)
6:09.0,,,63-70,,Turnover by Q. Acy (offensive foul)
6:04.0,Shooting foul by D. Russell (drawn by D. Schroder),,63-70,,
6:04.0,D. Schroder makes free throw 1 of 2,1,64-70,,
6:04.0,D. Schroder makes free throw 2 of 2,1,65-70,,
5:48.0,,,65-70,,A. Crabbe misses 2-pt shot from 21 ft
5:45.0,Defensive rebound by E. Ilyasova,,65-70,,
5:39.0,Turnover by T. Waller-Prince (bad pass; steal by A. Crabbe),,65-70,,
5:34.0,,,65-72,2,T. Booker makes 2-pt shot from 2 ft (assist by D. Russell)
5:11.0,D. Schroder misses 2-pt shot from 14 ft,,65-72,,
5:09.0,Offensive rebound by Team,,65-72,,
5:09.0,M. Delaney enters the game for T. Waller-Prince,,65-72,,
5:03.0,Turnover by M. Muscala (bad pass; steal by Q. Acy),,65-72,,
4:54.0,,,65-72,,Shooting foul by E. Ilyasova (drawn by D. Russell)
4:54.0,,,65-73,1,D. Russell makes free throw 1 of 2
4:54.0,J. Collins enters the game for E. Ilyasova,,65-73,,
4:54.0,,,65-74,1,D. Russell makes free throw 2 of 2
4:44.0,D. Schroder misses 3-pt shot from 25 ft,,65-74,,
4:44.0,Offensive rebound by Team,,65-74,,
4:44.0,,,65-74,,S. Dinwiddie enters the game for D. Russell
4:44.0,,,65-74,,J. Allen enters the game for Q. Acy
4:39.0,Shooting foul by J. Allen (drawn by J. Collins),,65-74,,
4:39.0,J. Collins makes free throw 1 of 2,1,66-74,,
4:39.0,J. Collins makes free throw 2 of 2,1,67-74,,
4:24.0,,,67-74,,T. Booker misses 2-pt shot from 17 ft
4:19.0,Defensive rebound by J. Collins,,67-74,,
4:18.0,Turnover by J. Collins (lost ball; steal by D. Carroll),,67-74,,
4:15.0,,,67-77,3,D. Carroll makes 3-pt shot from 22 ft (assist by S. Dinwiddie)
4:05.0,Turnover by D. Schroder (lost ball; steal by T. Booker),,67-77,,
4:02.0,,,67-77,,Turnover by D. Carroll (step out of bounds)
4:02.0,Atlanta full timeout,,67-77,,
4:02.0,K. Bazemore enters the game for D. Schroder,,67-77,,
3:52.0,M. Belinelli misses 2-pt shot from 17 ft,,67-77,,
3:47.0,,,67-77,,Defensive rebound by A. Crabbe
3:36.0,Personal foul by K. Bazemore (drawn by D. Carroll),,67-77,,
3:36.0,,,67-78,1,D. Carroll makes free throw 1 of 2
3:36.0,,,67-79,1,D. Carroll makes free throw 2 of 2
3:20.0,M. Belinelli misses 2-pt shot from 15 ft,,67-79,,
3:15.0,Offensive rebound by J. Collins,,67-79,,
3:14.0,J. Collins misses 2-pt shot from 2 ft,,67-79,,
3:14.0,,,67-79,,Defensive rebound by Team
3:14.0,,,67-79,,J. Harris enters the game for D. Carroll
3:00.0,Violation by J. Collins (def goaltending),,67-79,,
3:00.0,,,67-81,2,S. Dinwiddie makes 2-pt shot from 8 ft
2:47.0,K. Bazemore misses 3-pt shot from 25 ft,,67-81,,
2:44.0,,,67-81,,Defensive rebound by A. Crabbe
2:40.0,Personal foul by K. Bazemore (drawn by A. Crabbe),,67-81,,
2:40.0,,,67-82,1,A. Crabbe makes free throw 1 of 2
2:40.0,,,67-83,1,A. Crabbe makes free throw 2 of 2
2:34.0,,,67-83,,Personal foul by A. Crabbe (drawn by M. Delaney)
2:34.0,M. Delaney makes free throw 1 of 2,1,68-83,,
2:34.0,M. Delaney misses free throw 2 of 2,,68-83,,
2:31.0,,,68-83,,Defensive rebound by T. Booker
2:17.0,,,68-83,,A. Crabbe misses 2-pt shot from 22 ft
2:16.0,Defensive rebound by Team,,68-83,,
1:59.0,J. Collins makes 2-pt shot from 10 ft,2,70-83,,
1:37.0,,,70-83,,T. Booker misses 2-pt shot from 4 ft
1:33.0,Defensive rebound by J. Collins,,70-83,,
1:30.0,Jump ball: J. Allen vs. J. Collins (K. Bazemore gains possession),,,,Jump ball: J. Allen vs. J. Collins (K. Bazemore gains possession)
1:25.0,K. Bazemore misses 3-pt shot from 25 ft,,70-83,,
1:21.0,Offensive rebound by M. Muscala,,70-83,,
1:19.0,M. Muscala misses 2-pt shot from 2 ft,,70-83,,
1:19.0,Offensive rebound by J. Collins,,70-83,,
1:19.0,J. Collins makes 2-pt shot at rim,2,72-83,,
1:04.0,,,72-85,2,A. Crabbe makes 2-pt shot from 21 ft (assist by T. Booker)
0:52.0,M. Belinelli makes 3-pt shot from 27 ft (assist by M. Delaney),3,75-85,,
0:46.0,,,75-88,3,S. Dinwiddie makes 3-pt shot from 25 ft
0:34.0,Jump ball: J. Harris vs. K. Bazemore (T. Booker gains possession),,,,Jump ball: J. Harris vs. K. Bazemore (T. Booker gains possession)
0:34.0,Turnover by K. Bazemore (bad pass; steal by J. Harris),,75-88,,
0:25.0,,,75-90,2,T. Booker makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
0:25.0,,,75-90,,Shooting foul by J. Collins (drawn by T. Booker)
