time,Orlando,pts.away,score,pts.home,Washington
8:02.0,,,12-14,2,M. Gortat makes 2-pt shot from 12 ft (assist by B. Beal)
7:47.0,E. Fournier misses 3-pt shot from 26 ft,,12-14,,
7:44.0,,,12-14,,Defensive rebound by M. Morris
7:26.0,,,12-16,2,J. Wall makes 2-pt shot from 17 ft
7:19.0,Turnover by E. Payton (lost ball; steal by J. Wall),,12-16,,
7:11.0,,,12-16,,Turnover by J. Wall (bad pass; steal by E. Fournier)
7:05.0,E. Fournier makes 3-pt shot from 27 ft (assist by J. Simmons),3,15-16,,
6:47.0,,,15-18,2,J. Wall makes 2-pt shot from 13 ft (assist by M. Gortat)
6:32.0,J. Simmons misses 2-pt shot from 18 ft,,15-18,,
6:26.0,Offensive rebound by B. Biyombo,,15-18,,
6:25.0,J. Simmons makes 2-pt shot at rim (assist by B. Biyombo),2,17-18,,
6:05.0,,,17-20,2,J. Wall makes 2-pt shot from 1 ft
5:47.0,Turnover by J. Simmons (lost ball; steal by O. Porter),,17-20,,
5:42.0,,,17-22,2,O. Porter makes 2-pt shot from 2 ft
5:17.0,E. Fournier makes 2-pt shot from 14 ft,2,19-22,,
5:01.0,,,19-22,,M. Morris misses 3-pt shot from 24 ft
4:59.0,Defensive rebound by B. Biyombo,,19-22,,
4:48.0,J. Simmons makes 2-pt shot from 2 ft (assist by E. Payton),2,21-22,,
4:38.0,Personal foul by J. Simmons (drawn by M. Gortat),,21-22,,
4:38.0,,,21-22,,K. Oubre enters the game for O. Porter
4:28.0,,,21-22,,J. Wall misses 2-pt shot at rim (block by B. Biyombo)
4:26.0,Defensive rebound by A. Gordon,,21-22,,
4:25.0,Turnover by A. Gordon (bad pass),,21-22,,
4:13.0,,,21-22,,Turnover by M. Morris (turnover)
3:58.0,Shooting foul by M. Morris (drawn by B. Biyombo),,21-22,,
3:58.0,B. Biyombo makes free throw 1 of 2,1,22-22,,
3:58.0,,,22-22,,T. Satoransky enters the game for B. Beal
3:58.0,W. Iwundu enters the game for J. Simmons,,22-22,,
3:58.0,B. Biyombo makes free throw 2 of 2,1,23-22,,
3:47.0,,,23-22,,Turnover by J. Wall (bad pass; steal by W. Iwundu)
3:41.0,B. Biyombo makes 2-pt shot from 1 ft (assist by E. Fournier),2,25-22,,
3:41.0,,,25-22,,Washington full timeout
3:41.0,,,25-22,,M. Scott enters the game for M. Morris
3:28.0,,,25-22,,J. Wall misses 2-pt shot from 1 ft
3:25.0,,,25-22,,Offensive rebound by M. Gortat
3:25.0,,,25-24,2,M. Gortat makes 2-pt shot at rim
3:13.0,B. Biyombo makes 2-pt shot at rim (assist by A. Gordon),2,27-24,,
2:58.0,,,27-24,,Turnover by T. Satoransky (lost ball; steal by W. Iwundu)
2:44.0,Turnover by A. Gordon (bad pass; steal by M. Gortat),,27-24,,
2:29.0,,,27-26,2,J. Wall makes 2-pt shot from 1 ft
2:22.0,Shooting foul by T. Satoransky (drawn by E. Payton),,27-26,,
2:22.0,E. Payton makes free throw 1 of 2,1,28-26,,
2:22.0,,,28-26,,I. Mahinmi enters the game for M. Gortat
2:22.0,M. Speights enters the game for E. Fournier,,28-26,,
2:22.0,M. Hezonja enters the game for B. Biyombo,,28-26,,
2:22.0,E. Payton makes free throw 2 of 2,1,29-26,,
2:11.0,,,29-26,,Shooting foul by M. Speights (drawn by J. Wall)
2:11.0,,,29-26,,J. Wall misses free throw 1 of 2
2:11.0,,,29-26,,Offensive rebound by Team
2:11.0,,,29-27,1,J. Wall makes free throw 2 of 2
2:01.0,Shooting foul by T. Satoransky (drawn by E. Payton),,29-27,,
2:01.0,E. Payton makes free throw 1 of 2,1,30-27,,
2:01.0,,,30-27,,O. Porter enters the game for J. Wall
2:01.0,E. Payton makes free throw 2 of 2,1,31-27,,
1:45.0,,,31-27,,K. Oubre misses 3-pt shot from 25 ft
1:42.0,,,31-27,,Offensive rebound by I. Mahinmi
1:33.0,,,31-29,2,K. Oubre makes 2-pt shot at rim (assist by T. Satoransky)
1:18.0,M. Speights misses 3-pt shot from 25 ft,,31-29,,
1:15.0,,,31-29,,Defensive rebound by K. Oubre
1:07.0,,,31-31,2,K. Oubre makes 2-pt shot at rim (assist by T. Satoransky)
0:45.0,M. Speights misses 3-pt shot from 27 ft,,31-31,,
0:43.0,,,31-31,,Defensive rebound by I. Mahinmi
0:27.0,,,31-33,2,I. Mahinmi makes 2-pt shot at rim (assist by M. Scott)
0:27.0,,,31-33,,Shooting foul by M. Hezonja (drawn by I. Mahinmi)
0:27.0,,,31-34,1,I. Mahinmi makes free throw 1 of 1
0:05.0,A. Gordon makes 2-pt shot from 1 ft,2,33-34,,
0:01.0,,,33-34,,T. Satoransky misses 2-pt shot from 8 ft
0:01.0,,,33-34,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Turnover by M. Speights (bad pass; steal by T. Satoransky),,33-34,,
11:38.0,,,33-34,,O. Porter misses 2-pt shot from 12 ft
11:34.0,,,33-34,,Offensive rebound by K. Oubre
11:34.0,,,33-34,,K. Oubre misses 2-pt shot at rim
11:33.0,,,33-34,,Offensive rebound by K. Oubre
11:33.0,,,33-34,,K. Oubre misses 2-pt shot at rim
11:33.0,Defensive rebound by A. Afflalo,,33-34,,
11:28.0,M. Hezonja makes 2-pt shot from 1 ft (assist by W. Iwundu),2,35-34,,
11:12.0,,,35-34,,Turnover by T. Satoransky (lost ball; steal by D. Augustin)
11:12.0,,,35-34,,Personal foul by T. Satoransky (drawn by M. Speights)
11:02.0,Turnover by M. Speights (bad pass; steal by T. Satoransky),,35-34,,
10:58.0,,,35-36,2,T. Satoransky makes 2-pt shot at rim
10:39.0,M. Speights misses 2-pt shot from 16 ft,,35-36,,
10:36.0,,,35-36,,Defensive rebound by K. Oubre
10:28.0,,,35-36,,Shooting foul by A. Afflalo (drawn by I. Mahinmi)
10:28.0,,,35-37,1,I. Mahinmi makes free throw 1 of 2
10:28.0,,,35-37,,B. Beal enters the game for T. Satoransky
10:28.0,,,35-38,1,I. Mahinmi makes free throw 2 of 2
10:17.0,W. Iwundu misses 2-pt shot from 2 ft (block by I. Mahinmi),,35-38,,
10:14.0,,,35-38,,Defensive rebound by O. Porter
10:10.0,,,35-40,2,M. Scott makes 2-pt shot from 8 ft (assist by O. Porter)
10:10.0,,,35-40,,Shooting foul by A. Afflalo (drawn by M. Scott)
10:10.0,,,35-40,,M. Scott misses free throw 1 of 1
10:08.0,Defensive rebound by M. Hezonja,,35-40,,
9:49.0,A. Afflalo makes 3-pt shot from 26 ft (assist by W. Iwundu),3,38-40,,
9:32.0,,,38-40,,K. Oubre misses 2-pt shot from 16 ft
9:29.0,,,38-40,,Offensive rebound by I. Mahinmi
9:29.0,,,38-42,2,I. Mahinmi makes 2-pt shot at rim
9:12.0,M. Hezonja makes 2-pt shot from 1 ft (assist by D. Augustin),2,40-42,,
9:01.0,,,40-44,2,B. Beal makes 2-pt shot from 14 ft
8:47.0,M. Speights misses 3-pt shot from 26 ft,,40-44,,
8:44.0,,,40-44,,Defensive rebound by M. Scott
8:38.0,,,40-46,2,B. Beal makes 2-pt shot from 16 ft
8:37.0,Orlando full timeout,,40-46,,
8:37.0,J. Simmons enters the game for M. Speights,,40-46,,
8:37.0,B. Biyombo enters the game for W. Iwundu,,40-46,,
8:22.0,,,40-46,,Personal foul by M. Scott (drawn by D. Augustin)
8:19.0,,,40-46,,Personal foul by B. Beal (drawn by D. Augustin)
8:05.0,A. Afflalo misses 2-pt shot from 17 ft,,40-46,,
8:01.0,Offensive rebound by B. Biyombo,,40-46,,
7:50.0,B. Biyombo makes 2-pt shot from 4 ft (assist by J. Simmons),2,42-46,,
7:28.0,,,42-46,,B. Beal misses 2-pt shot from 2 ft
7:25.0,,,42-46,,Offensive rebound by I. Mahinmi
7:25.0,,,42-48,2,I. Mahinmi makes 2-pt shot at rim
7:04.0,A. Afflalo makes 3-pt shot from 25 ft (assist by J. Simmons),3,45-48,,
6:38.0,,,45-48,,O. Porter misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by D. Augustin,,45-48,,
6:32.0,J. Simmons makes 2-pt shot from 1 ft (assist by D. Augustin),2,47-48,,
6:18.0,,,47-50,2,M. Scott makes 2-pt shot from 13 ft (assist by B. Beal)
6:01.0,Turnover by D. Augustin (lost ball; steal by I. Mahinmi),,47-50,,
5:58.0,,,47-52,2,B. Beal makes 2-pt shot from 1 ft (assist by I. Mahinmi)
5:45.0,Orlando full timeout,,47-52,,
5:45.0,,,47-52,,J. Wall enters the game for O. Porter
5:45.0,,,47-52,,M. Morris enters the game for M. Scott
5:45.0,E. Payton enters the game for M. Hezonja,,47-52,,
5:45.0,A. Gordon enters the game for D. Augustin,,47-52,,
5:35.0,J. Simmons makes 2-pt shot from 20 ft,2,49-52,,
5:17.0,,,49-54,2,B. Beal makes 2-pt shot from 1 ft (assist by K. Oubre)
5:17.0,,,49-54,,Shooting foul by B. Biyombo (drawn by B. Beal)
5:17.0,E. Fournier enters the game for A. Afflalo,,49-54,,
5:17.0,,,49-55,1,B. Beal makes free throw 1 of 1
5:07.0,J. Simmons makes 2-pt shot from 13 ft,2,51-55,,
4:46.0,,,51-57,2,B. Beal makes 2-pt shot from 3 ft
4:39.0,Turnover by E. Fournier (traveling),,51-57,,
4:39.0,,,51-57,,M. Gortat enters the game for I. Mahinmi
4:31.0,,,51-59,2,B. Beal makes 2-pt shot from 14 ft
4:15.0,B. Biyombo makes 2-pt shot from 1 ft (assist by J. Simmons),2,53-59,,
4:15.0,Shooting foul by K. Oubre (drawn by B. Biyombo),,53-59,,
4:15.0,B. Biyombo makes free throw 1 of 1,1,54-59,,
4:05.0,,,54-59,,B. Beal misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by B. Biyombo,,54-59,,
3:57.0,Shooting foul by K. Oubre (drawn by J. Simmons),,54-59,,
3:57.0,J. Simmons makes free throw 1 of 2,1,55-59,,
3:57.0,,,55-59,,O. Porter enters the game for K. Oubre
3:57.0,J. Simmons makes free throw 2 of 2,1,56-59,,
3:39.0,,,56-59,,O. Porter misses 3-pt shot from 24 ft
3:36.0,,,56-59,,Offensive rebound by M. Gortat
3:30.0,,,56-59,,J. Wall misses 2-pt shot from 20 ft
3:26.0,Defensive rebound by E. Fournier,,56-59,,
3:21.0,E. Fournier makes 3-pt shot from 25 ft (assist by B. Biyombo),3,59-59,,
3:07.0,,,59-61,2,B. Beal makes 2-pt shot from 9 ft (assist by J. Wall)
2:47.0,E. Payton makes 2-pt shot from 2 ft (assist by J. Simmons),2,61-61,,
2:35.0,,,61-61,,M. Gortat misses 2-pt shot from 2 ft
2:33.0,Defensive rebound by B. Biyombo,,61-61,,
2:30.0,E. Fournier misses 3-pt shot from 26 ft,,61-61,,
2:24.0,,,61-61,,Defensive rebound by J. Wall
2:15.0,,,61-63,2,J. Wall makes 2-pt shot at rim
2:08.0,E. Payton makes 2-pt shot from 1 ft (assist by A. Gordon),2,63-63,,
2:07.0,,,63-63,,Washington full timeout
1:48.0,,,63-63,,M. Morris misses 2-pt shot from 3 ft
1:45.0,Defensive rebound by A. Gordon,,63-63,,
1:43.0,A. Gordon misses 2-pt shot from 1 ft,,63-63,,
1:43.0,Offensive rebound by E. Payton,,63-63,,
1:40.0,E. Payton misses 2-pt shot at rim,,63-63,,
1:39.0,,,63-63,,Defensive rebound by M. Morris
1:26.0,,,63-63,,Shooting foul by A. Gordon (drawn by B. Beal)
1:26.0,,,63-64,1,B. Beal makes free throw 1 of 2
1:26.0,,,63-65,1,B. Beal makes free throw 2 of 2
1:11.0,E. Fournier misses 2-pt shot from 11 ft,,63-65,,
1:10.0,,,63-65,,Defensive rebound by Team
0:51.0,,,63-65,,M. Gortat misses 2-pt shot from 13 ft
0:47.0,,,63-65,,Offensive rebound by O. Porter
0:35.0,,,63-65,,O. Porter misses 2-pt shot from 16 ft
0:29.0,,,63-65,,Offensive rebound by M. Morris
0:29.0,,,63-65,,M. Morris misses 2-pt shot at rim
0:29.0,Defensive rebound by A. Gordon,,63-65,,
0:25.0,E. Fournier misses 2-pt shot from 2 ft (block by J. Wall),,63-65,,
0:25.0,,,63-65,,Defensive rebound by M. Gortat
0:01.0,,,63-65,,B. Beal misses 2-pt shot from 9 ft
0:01.0,,,63-65,,Offensive rebound by M. Gortat
0:00.0,,,63-65,,Turnover by Team (shot clock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,A. Gordon misses 2-pt shot from 15 ft,,63-65,,
11:40.0,,,63-65,,Defensive rebound by M. Gortat
11:31.0,,,63-65,,J. Wall misses 2-pt shot from 18 ft
11:28.0,,,63-65,,Offensive rebound by M. Gortat
11:24.0,Personal foul by J. Simmons (drawn by O. Porter),,63-65,,
11:11.0,,,63-68,3,M. Morris makes 3-pt shot from 26 ft (assist by B. Beal)
10:50.0,E. Fournier misses 2-pt shot from 1 ft,,63-68,,
10:47.0,Offensive rebound by B. Biyombo,,63-68,,
10:47.0,Shooting foul by O. Porter (drawn by B. Biyombo),,63-68,,
10:47.0,B. Biyombo misses free throw 1 of 2,,63-68,,
10:47.0,Offensive rebound by Team,,63-68,,
10:47.0,B. Biyombo makes free throw 2 of 2,1,64-68,,
10:35.0,Personal foul by B. Biyombo (drawn by B. Beal),,64-68,,
10:27.0,,,64-68,,M. Morris misses 2-pt shot from 15 ft
10:23.0,Defensive rebound by B. Biyombo,,64-68,,
10:14.0,E. Fournier misses 3-pt shot from 25 ft,,64-68,,
10:12.0,,,64-68,,Defensive rebound by B. Beal
10:02.0,,,64-68,,O. Porter misses 2-pt shot from 6 ft
9:58.0,,,64-68,,Offensive rebound by M. Gortat
9:58.0,,,64-70,2,M. Gortat makes 2-pt shot at rim
9:50.0,J. Simmons misses 2-pt shot from 16 ft,,64-70,,
9:47.0,,,64-70,,Defensive rebound by M. Gortat
9:42.0,,,64-70,,Turnover by J. Wall (bad pass; steal by E. Fournier)
9:38.0,Shooting foul by M. Morris (drawn by E. Payton),,64-70,,
9:38.0,E. Payton makes free throw 1 of 2,1,65-70,,
9:38.0,E. Payton makes free throw 2 of 2,1,66-70,,
9:23.0,,,66-72,2,B. Beal makes 2-pt shot from 21 ft (assist by J. Wall)
9:07.0,Shooting foul by M. Gortat (drawn by A. Gordon),,66-72,,
9:07.0,A. Gordon makes free throw 1 of 2,1,67-72,,
9:07.0,M. Hezonja enters the game for J. Simmons,,67-72,,
9:07.0,A. Gordon makes free throw 2 of 2,1,68-72,,
8:52.0,,,68-74,2,O. Porter makes 2-pt shot from 23 ft
8:47.0,E. Payton makes 2-pt shot from 5 ft,2,70-74,,
8:25.0,,,70-74,,J. Wall misses 2-pt shot from 17 ft
8:22.0,Defensive rebound by B. Biyombo,,70-74,,
8:18.0,E. Fournier misses 3-pt shot from 26 ft,,70-74,,
8:18.0,,,70-74,,Defensive rebound by M. Morris
8:02.0,,,70-76,2,O. Porter makes 2-pt shot from 4 ft
7:49.0,Turnover by A. Gordon (bad pass; steal by B. Beal),,70-76,,
7:46.0,Personal take foul by E. Payton (drawn by B. Beal),,70-76,,
7:40.0,,,70-78,2,O. Porter makes 2-pt shot from 2 ft (assist by B. Beal)
7:40.0,,,70-78,,Shooting foul by M. Hezonja (drawn by O. Porter)
7:40.0,,,70-79,1,O. Porter makes free throw 1 of 1
7:29.0,A. Gordon makes 3-pt shot from 25 ft (assist by E. Payton),3,73-79,,
7:08.0,,,73-79,,Turnover by O. Porter (bad pass; steal by B. Biyombo)
6:58.0,A. Gordon misses 3-pt shot from 23 ft,,73-79,,
6:55.0,,,73-79,,Defensive rebound by M. Gortat
6:46.0,,,73-79,,Turnover by J. Wall (lost ball; steal by E. Payton)
6:40.0,A. Gordon misses 2-pt shot from 4 ft,,73-79,,
6:38.0,Offensive rebound by A. Gordon,,73-79,,
6:37.0,A. Gordon misses 2-pt shot at rim,,73-79,,
6:37.0,Offensive rebound by A. Gordon,,73-79,,
6:26.0,M. Hezonja misses 3-pt shot from 23 ft,,73-79,,
6:23.0,Offensive rebound by B. Biyombo,,73-79,,
6:18.0,E. Payton makes 2-pt shot from 1 ft (assist by A. Gordon),2,75-79,,
6:17.0,,,75-79,,Washington full timeout
6:07.0,,,75-81,2,M. Morris makes 2-pt shot at rim (assist by J. Wall)
5:46.0,E. Fournier makes 2-pt shot from 18 ft,2,77-81,,
5:26.0,,,77-83,2,J. Wall makes 2-pt shot from 2 ft (assist by M. Morris)
5:26.0,,,77-83,,Shooting foul by E. Fournier (drawn by J. Wall)
5:26.0,,,77-84,1,J. Wall makes free throw 1 of 1
5:11.0,A. Gordon makes 3-pt shot from 25 ft (assist by B. Biyombo),3,80-84,,
4:50.0,,,80-87,3,J. Wall makes 3-pt shot from 26 ft (assist by B. Beal)
4:35.0,A. Gordon makes 3-pt shot from 25 ft (assist by E. Payton),3,83-87,,
4:17.0,,,83-89,2,B. Beal makes 2-pt shot from 6 ft
4:17.0,,,83-89,,Shooting foul by E. Fournier (drawn by B. Beal)
4:17.0,,,83-89,,K. Oubre enters the game for O. Porter
4:17.0,,,83-89,,B. Beal misses free throw 1 of 1
4:15.0,Defensive rebound by A. Gordon,,83-89,,
3:58.0,Shooting foul by J. Wall (drawn by M. Hezonja),,83-89,,
3:58.0,M. Hezonja makes free throw 1 of 2,1,84-89,,
3:58.0,M. Hezonja makes free throw 2 of 2,1,85-89,,
3:42.0,,,85-89,,M. Gortat misses 2-pt shot from 9 ft (block by B. Biyombo)
3:39.0,Defensive rebound by M. Hezonja,,85-89,,
3:31.0,Shooting foul by M. Gortat (drawn by M. Hezonja),,85-89,,
3:31.0,M. Hezonja misses free throw 1 of 2,,85-89,,
3:31.0,Offensive rebound by Team,,85-89,,
3:31.0,,,85-89,,I. Mahinmi enters the game for M. Morris
3:31.0,,,85-89,,M. Scott enters the game for M. Gortat
3:31.0,M. Hezonja misses free throw 2 of 2,,85-89,,
3:29.0,,,85-89,,Defensive rebound by M. Scott
3:26.0,,,85-91,2,J. Wall makes 2-pt shot from 1 ft
3:15.0,E. Payton makes 2-pt shot from 2 ft,2,87-91,,
2:55.0,,,87-94,3,K. Oubre makes 3-pt shot from 24 ft (assist by M. Scott)
2:41.0,Orlando full timeout,,87-94,,
2:41.0,,,87-94,,T. Satoransky enters the game for B. Beal
2:41.0,J. Simmons enters the game for E. Fournier,,87-94,,
2:41.0,M. Speights enters the game for B. Biyombo,,87-94,,
2:36.0,Shooting foul by T. Satoransky (drawn by A. Gordon),,87-94,,
2:36.0,A. Gordon misses free throw 1 of 2,,87-94,,
2:36.0,Offensive rebound by Team,,87-94,,
2:36.0,A. Gordon makes free throw 2 of 2,1,88-94,,
2:21.0,,,88-94,,K. Oubre misses 3-pt shot from 24 ft
2:18.0,Defensive rebound by M. Speights,,88-94,,
2:13.0,M. Speights makes 3-pt shot from 27 ft (assist by E. Payton),3,91-94,,
1:54.0,,,91-94,,Turnover by K. Oubre (out of bounds lost ball)
1:54.0,W. Iwundu enters the game for M. Hezonja,,91-94,,
1:38.0,M. Speights makes 3-pt shot from 26 ft (assist by E. Payton),3,94-94,,
1:22.0,,,94-96,2,J. Wall makes 2-pt shot from 1 ft
1:08.0,W. Iwundu makes 2-pt shot at rim (assist by E. Payton),2,96-96,,
0:43.0,,,96-96,,J. Wall misses 2-pt shot from 16 ft
0:41.0,Defensive rebound by E. Payton,,96-96,,
0:37.0,J. Simmons makes 2-pt shot from 1 ft (assist by E. Payton),2,98-96,,
0:29.0,,,98-96,,I. Mahinmi misses 2-pt shot from 9 ft
0:27.0,,,98-96,,Offensive rebound by I. Mahinmi
0:27.0,,,98-98,2,I. Mahinmi makes 2-pt shot from 1 ft
0:08.0,Turnover by M. Speights (turnover),,98-98,,
0:01.0,,,98-98,,T. Satoransky misses 2-pt shot from 17 ft (block by M. Speights)
0:01.0,,,98-98,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,98-100,2,M. Scott makes 2-pt shot from 17 ft
11:30.0,Shooting foul by K. Oubre (drawn by J. Simmons),,98-100,,
11:30.0,J. Simmons makes free throw 1 of 2,1,99-100,,
11:30.0,J. Simmons makes free throw 2 of 2,1,100-100,,
11:16.0,,,100-102,2,I. Mahinmi makes 2-pt shot from 6 ft (assist by O. Porter)
11:16.0,,,100-102,,Shooting foul by W. Iwundu (drawn by I. Mahinmi)
11:16.0,,,100-102,,I. Mahinmi misses free throw 1 of 1
11:14.0,Defensive rebound by M. Hezonja,,100-102,,
10:55.0,M. Speights misses 3-pt shot from 29 ft,,100-102,,
10:51.0,,,100-102,,Defensive rebound by K. Oubre
10:34.0,,,100-102,,M. Scott misses 2-pt shot from 15 ft
10:31.0,Defensive rebound by M. Hezonja,,100-102,,
10:23.0,J. Simmons misses 2-pt shot from 6 ft,,100-102,,
10:21.0,,,100-102,,Defensive rebound by M. Scott
10:07.0,,,100-102,,Offensive charge foul by K. Oubre (drawn by M. Speights)
10:07.0,,,100-102,,Turnover by K. Oubre (offensive foul)
9:47.0,Offensive charge foul by J. Simmons (drawn by K. Oubre),,100-102,,
9:47.0,Turnover by J. Simmons (offensive foul),,100-102,,
9:34.0,,,100-102,,K. Oubre misses 3-pt shot from 25 ft
9:31.0,Defensive rebound by M. Speights,,100-102,,
9:09.0,M. Hezonja makes 3-pt shot from 25 ft (assist by D. Augustin),3,103-102,,
8:51.0,,,103-104,2,T. Satoransky makes 2-pt shot from 7 ft
8:40.0,Shooting foul by I. Mahinmi (drawn by D. Augustin),,103-104,,
8:40.0,D. Augustin misses free throw 1 of 2,,103-104,,
8:40.0,Offensive rebound by Team,,103-104,,
8:40.0,,,103-104,,B. Beal enters the game for M. Scott
8:40.0,A. Gordon enters the game for W. Iwundu,,103-104,,
8:40.0,D. Augustin makes free throw 2 of 2,1,104-104,,
8:31.0,,,104-104,,Offensive foul by I. Mahinmi (drawn by M. Hezonja)
8:31.0,,,104-104,,Turnover by I. Mahinmi (offensive foul)
8:31.0,,,104-104,,J. Wall enters the game for T. Satoransky
8:31.0,E. Payton enters the game for D. Augustin,,104-104,,
8:15.0,M. Hezonja misses 3-pt shot from 25 ft,,104-104,,
8:12.0,Offensive rebound by E. Payton,,104-104,,
8:10.0,Turnover by E. Payton (lost ball; steal by K. Oubre),,104-104,,
8:07.0,,,104-104,,Shooting foul by J. Simmons (drawn by B. Beal)
8:07.0,,,104-105,1,B. Beal makes free throw 1 of 2
8:07.0,,,104-106,1,B. Beal makes free throw 2 of 2
7:54.0,M. Hezonja misses 3-pt shot from 24 ft,,104-106,,
7:51.0,,,104-106,,Defensive rebound by I. Mahinmi
7:41.0,,,104-108,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by B. Beal)
7:40.0,Orlando full timeout,,104-108,,
7:40.0,E. Fournier enters the game for M. Speights,,104-108,,
7:40.0,B. Biyombo enters the game for M. Hezonja,,104-108,,
7:22.0,E. Fournier misses 3-pt shot from 24 ft,,104-108,,
7:18.0,Offensive rebound by B. Biyombo,,104-108,,
7:15.0,J. Simmons makes 2-pt shot from 6 ft (assist by B. Biyombo),2,106-108,,
6:57.0,,,106-110,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by J. Wall)
6:43.0,E. Payton misses 2-pt shot from 4 ft (block by I. Mahinmi),,106-110,,
6:38.0,,,106-110,,Defensive rebound by I. Mahinmi
6:35.0,,,106-110,,K. Oubre misses 3-pt shot from 22 ft
6:32.0,Defensive rebound by E. Fournier,,106-110,,
6:27.0,E. Payton makes 3-pt shot from 22 ft (assist by A. Gordon),3,109-110,,
6:00.0,,,109-110,,O. Porter misses 2-pt shot from 11 ft
5:58.0,Defensive rebound by B. Biyombo,,109-110,,
5:49.0,B. Biyombo makes 2-pt shot from 1 ft (assist by A. Gordon),2,111-110,,
5:30.0,,,111-112,2,J. Wall makes 2-pt shot from 13 ft
5:18.0,A. Gordon misses 2-pt shot from 6 ft (block by I. Mahinmi),,111-112,,
5:15.0,Offensive rebound by A. Gordon,,111-112,,
5:10.0,A. Gordon misses 2-pt shot from 4 ft,,111-112,,
5:06.0,Offensive rebound by B. Biyombo,,111-112,,
5:06.0,B. Biyombo misses 2-pt shot at rim,,111-112,,
5:06.0,,,111-112,,Defensive rebound by I. Mahinmi
4:59.0,,,111-115,3,K. Oubre makes 3-pt shot from 27 ft (assist by J. Wall)
4:36.0,Shooting foul by B. Beal (drawn by J. Simmons),,111-115,,
4:36.0,J. Simmons makes free throw 1 of 2,1,112-115,,
4:36.0,,,112-115,,M. Gortat enters the game for I. Mahinmi
4:36.0,J. Simmons makes free throw 2 of 2,1,113-115,,
4:26.0,,,113-115,,B. Beal misses 2-pt shot from 20 ft
4:24.0,Defensive rebound by Team,,113-115,,
4:10.0,E. Fournier misses 2-pt shot from 21 ft,,113-115,,
4:06.0,,,113-115,,Defensive rebound by B. Beal
3:52.0,,,113-117,2,J. Wall makes 2-pt shot from 17 ft
3:31.0,A. Gordon misses 3-pt shot from 25 ft,,113-117,,
3:28.0,,,113-117,,Defensive rebound by K. Oubre
3:15.0,,,113-119,2,J. Wall makes 2-pt shot from 14 ft
3:14.0,Orlando full timeout,,113-119,,
2:58.0,A. Gordon misses 2-pt shot from 1 ft (block by J. Wall),,113-119,,
2:55.0,,,113-119,,Defensive rebound by K. Oubre
2:54.0,Personal foul by J. Simmons (drawn by K. Oubre),,113-119,,
2:54.0,M. Hezonja enters the game for J. Simmons,,113-119,,
