time,Boston,pts.away,score,pts.home,Denver
4:55.0,,,13-12,,T. Craig enters the game for M. Plumlee
4:55.0,,,13-13,1,N. Jokic makes free throw 2 of 2
4:46.0,M. Morris makes 3-pt shot from 22 ft (assist by K. Irving),3,16-13,,
4:33.0,,,16-15,2,G. Harris makes 2-pt shot from 1 ft (assist by J. Murray)
4:17.0,K. Irving makes 2-pt shot from 6 ft,2,18-15,,
4:04.0,,,18-15,,G. Harris misses 2-pt shot from 3 ft (block by T. Rozier)
4:04.0,Turnover by J. Brown (step out of bounds),,18-15,,
4:04.0,Offensive rebound by J. Brown,,18-15,,
4:04.0,D. Theis enters the game for A. Baynes,,18-15,,
4:04.0,J. Tatum enters the game for K. Irving,,18-15,,
3:56.0,,,18-15,,G. Harris misses 2-pt shot from 15 ft
3:55.0,Defensive rebound by Team,,18-15,,
3:55.0,,,18-15,,Loose ball foul by N. Jokic (drawn by J. Brown)
3:38.0,D. Theis makes 3-pt shot from 25 ft (assist by J. Tatum),3,21-15,,
3:22.0,,,21-15,,Turnover by N. Jokic (bad pass)
3:09.0,M. Morris makes 3-pt shot from 24 ft (assist by D. Theis),3,24-15,,
3:08.0,,,24-15,,Denver full timeout
2:56.0,,,24-17,2,N. Jokic makes 2-pt shot from 17 ft (assist by J. Murray)
2:45.0,,,24-17,,Personal foul by N. Jokic (drawn by D. Theis)
2:45.0,,,24-17,,K. Faried enters the game for G. Harris
2:45.0,,,24-17,,E. Mudiay enters the game for N. Jokic
2:45.0,,,24-17,,W. Barton enters the game for J. Murray
2:38.0,M. Morris misses 2-pt shot from 14 ft,,24-17,,
2:34.0,,,24-17,,Defensive rebound by W. Barton
2:28.0,,,24-17,,W. Barton misses 2-pt shot from 1 ft
2:25.0,,,24-17,,Offensive rebound by K. Faried
2:25.0,,,24-17,,K. Faried misses 2-pt shot from 4 ft
2:25.0,Defensive rebound by M. Morris,,24-17,,
2:08.0,J. Tatum makes 2-pt shot from 3 ft,2,26-17,,
1:42.0,,,26-19,2,T. Lyles makes 2-pt shot from 23 ft (assist by W. Barton)
1:27.0,J. Tatum makes 3-pt shot from 24 ft (assist by D. Theis),3,29-19,,
1:02.0,,,29-19,,K. Faried misses 2-pt shot from 1 ft
0:59.0,,,29-19,,Offensive rebound by K. Faried
0:59.0,,,29-19,,K. Faried misses 2-pt shot at rim
0:59.0,,,29-19,,Offensive rebound by Team
0:56.0,S. Ojeleye enters the game for J. Brown,,29-19,,
0:50.0,,,29-19,,E. Mudiay misses 2-pt shot from 2 ft (block by D. Theis)
0:49.0,Defensive rebound by T. Rozier,,29-19,,
0:44.0,D. Theis misses 2-pt shot from 1 ft,,29-19,,
0:41.0,Offensive rebound by T. Rozier,,29-19,,
0:41.0,T. Rozier misses 2-pt shot at rim,,29-19,,
0:40.0,,,29-19,,Defensive rebound by K. Faried
0:36.0,,,29-21,2,W. Barton makes 2-pt shot from 1 ft (assist by E. Mudiay)
0:29.0,J. Tatum misses 2-pt shot from 21 ft,,29-21,,
0:27.0,,,29-21,,Defensive rebound by K. Faried
0:08.0,,,29-21,,T. Lyles misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by T. Rozier,,29-21,,
0:01.0,Shooting foul by W. Barton (drawn by M. Morris),,29-21,,
0:01.0,M. Morris makes free throw 1 of 3,1,30-21,,
0:01.0,M. Morris makes free throw 2 of 3,1,31-21,,
0:01.0,M. Morris makes free throw 3 of 3,1,32-21,,
0:00.0,,,32-21,,E. Mudiay misses 3-pt shot from 56 ft
0:00.0,,,32-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,J. Tatum makes 2-pt shot from 15 ft,2,34-21,,
11:25.0,,,34-21,,J. Murray misses 2-pt shot from 21 ft
11:21.0,Defensive rebound by M. Morris,,34-21,,
11:15.0,M. Morris misses 2-pt shot from 13 ft,,34-21,,
11:12.0,,,34-21,,Defensive rebound by K. Faried
11:05.0,,,34-24,3,T. Lyles makes 3-pt shot from 24 ft (assist by E. Mudiay)
10:42.0,D. Theis misses 2-pt shot from 7 ft,,34-24,,
10:41.0,Offensive rebound by D. Theis,,34-24,,
10:39.0,D. Theis makes 2-pt shot from 2 ft,2,36-24,,
10:30.0,A. Horford enters the game for M. Morris,,36-24,,
10:20.0,,,36-24,,Turnover by T. Lyles (lost ball; steal by D. Theis)
10:10.0,S. Ojeleye misses 3-pt shot from 22 ft,,36-24,,
10:06.0,,,36-24,,Defensive rebound by J. Murray
10:01.0,K. Irving enters the game for T. Rozier,,36-24,,
9:51.0,,,36-24,,E. Mudiay misses 2-pt shot from 18 ft
9:47.0,,,36-24,,Offensive rebound by J. Murray
9:38.0,,,36-24,,E. Mudiay misses 2-pt shot from 2 ft (block by A. Horford)
9:38.0,,,36-24,,Offensive rebound by T. Lyles
9:38.0,,,36-24,,Shooting foul by J. Tatum (drawn by T. Lyles)
9:38.0,,,36-24,,G. Harris enters the game for J. Murray
9:38.0,,,36-25,1,T. Lyles makes free throw 1 of 2
9:38.0,,,36-25,,T. Lyles misses free throw 2 of 2
9:35.0,Defensive rebound by S. Ojeleye,,36-25,,
9:19.0,A. Horford misses 2-pt shot from 11 ft (block by T. Lyles),,36-25,,
9:19.0,,,36-25,,Defensive rebound by Team
9:19.0,,,36-25,,M. Plumlee enters the game for K. Faried
9:17.0,Jump ball: T. Lyles vs. A. Horford (W. Barton gains possession),,,,Jump ball: T. Lyles vs. A. Horford (W. Barton gains possession)
9:05.0,,,36-25,,G. Harris misses 3-pt shot from 22 ft
9:03.0,Defensive rebound by J. Tatum,,36-25,,
8:45.0,K. Irving makes 2-pt shot from 1 ft,2,38-25,,
8:32.0,,,38-25,,E. Mudiay misses 2-pt shot from 2 ft (block by J. Tatum)
8:28.0,Defensive rebound by A. Horford,,38-25,,
8:25.0,J. Tatum makes 3-pt shot from 23 ft (assist by A. Horford),3,41-25,,
8:25.0,,,41-25,,Denver full timeout
8:25.0,,,41-25,,N. Jokic enters the game for E. Mudiay
8:25.0,,,41-25,,J. Murray enters the game for T. Lyles
8:16.0,Personal foul by J. Tatum (drawn by W. Barton),,41-25,,
8:10.0,,,41-25,,G. Harris misses 2-pt shot from 3 ft
8:07.0,Defensive rebound by S. Ojeleye,,41-25,,
7:50.0,S. Ojeleye makes 3-pt shot from 22 ft (assist by D. Theis),3,44-25,,
7:41.0,Personal foul by K. Irving (drawn by J. Murray),,44-25,,
7:27.0,,,44-27,2,W. Barton makes 2-pt shot from 4 ft
7:12.0,K. Irving makes 2-pt shot from 2 ft (assist by A. Horford),2,46-27,,
7:00.0,,,46-29,2,M. Plumlee makes 2-pt shot from 1 ft (assist by N. Jokic)
6:49.0,,,46-29,,Personal foul by J. Murray (drawn by K. Irving)
6:42.0,J. Tatum misses 3-pt shot from 25 ft,,46-29,,
6:40.0,,,46-29,,Defensive rebound by N. Jokic
6:34.0,,,46-29,,N. Jokic misses 3-pt shot from 24 ft
6:30.0,Defensive rebound by K. Irving,,46-29,,
6:24.0,D. Theis makes 3-pt shot from 24 ft (assist by K. Irving),3,49-29,,
6:01.0,,,49-29,,M. Plumlee misses 2-pt shot from 2 ft
5:59.0,,,49-29,,Offensive rebound by N. Jokic
5:58.0,,,49-29,,Shooting foul by D. Theis (drawn by G. Harris)
5:58.0,,,49-30,1,G. Harris makes free throw 1 of 2
5:58.0,J. Brown enters the game for J. Tatum,,49-30,,
5:58.0,,,49-31,1,G. Harris makes free throw 2 of 2
5:42.0,A. Horford makes 2-pt shot from 13 ft,2,51-31,,
5:28.0,,,51-31,,J. Murray misses 2-pt shot from 3 ft
5:25.0,,,51-31,,Offensive rebound by W. Barton
5:22.0,,,51-34,3,G. Harris makes 3-pt shot from 24 ft (assist by J. Murray)
4:57.0,D. Theis misses 3-pt shot from 25 ft,,51-34,,
4:53.0,,,51-34,,Defensive rebound by N. Jokic
4:43.0,,,51-34,,W. Barton misses 2-pt shot from 5 ft
4:43.0,,,51-34,,Offensive rebound by N. Jokic
4:43.0,,,51-34,,N. Jokic misses 2-pt shot at rim
4:43.0,,,51-34,,Offensive rebound by Team
4:43.0,Loose ball foul by D. Theis (drawn by M. Plumlee),,51-34,,
4:43.0,,,51-35,1,M. Plumlee makes free throw 1 of 2
4:43.0,,,51-36,1,M. Plumlee makes free throw 2 of 2
4:31.0,Turnover by K. Irving (lost ball; steal by G. Harris),,51-36,,
4:29.0,,,51-38,2,G. Harris makes 2-pt shot from 1 ft
4:29.0,Boston full timeout,,51-38,,
4:29.0,A. Baynes enters the game for D. Theis,,51-38,,
4:29.0,T. Rozier enters the game for S. Ojeleye,,51-38,,
4:29.0,M. Morris enters the game for A. Horford,,51-38,,
4:14.0,A. Baynes misses 2-pt shot from 2 ft,,51-38,,
4:13.0,Offensive rebound by Team,,51-38,,
4:13.0,Turnover by A. Baynes (traveling),,51-38,,
4:01.0,,,51-38,,N. Jokic misses 2-pt shot from 12 ft
4:01.0,,,51-38,,Offensive rebound by N. Jokic
3:56.0,,,51-38,,Offensive charge foul by W. Barton (drawn by A. Baynes)
3:56.0,,,51-38,,Turnover by W. Barton (offensive foul)
3:41.0,M. Morris makes 2-pt shot from 4 ft (assist by K. Irving),2,53-38,,
3:23.0,,,53-40,2,N. Jokic makes 2-pt shot from 1 ft (assist by G. Harris)
3:10.0,K. Irving misses 3-pt shot from 26 ft,,53-40,,
3:10.0,Offensive rebound by Team,,53-40,,
3:10.0,,,53-40,,Loose ball foul by G. Harris (drawn by M. Morris)
3:06.0,Turnover by T. Rozier (bad pass; steal by J. Murray),,53-40,,
3:01.0,,,53-42,2,W. Barton makes 2-pt shot from 2 ft (assist by J. Murray)
2:47.0,T. Rozier misses 3-pt shot from 25 ft,,53-42,,
2:45.0,,,53-42,,Defensive rebound by J. Murray
2:38.0,,,53-42,,N. Jokic misses 2-pt shot from 1 ft (block by A. Baynes)
2:36.0,,,53-42,,Offensive rebound by M. Plumlee
2:30.0,,,53-42,,G. Harris misses 3-pt shot from 24 ft
2:30.0,Defensive rebound by M. Morris,,53-42,,
2:18.0,K. Irving makes 2-pt shot from 2 ft,2,55-42,,
1:57.0,,,55-42,,N. Jokic misses 2-pt shot from 3 ft
1:55.0,Defensive rebound by A. Baynes,,55-42,,
1:45.0,Shooting foul by M. Plumlee (drawn by M. Morris),,55-42,,
1:45.0,,,55-42,,Technical foul by M. Plumlee
1:45.0,K. Irving makes technical free throw,1,56-42,,
1:45.0,M. Morris misses free throw 1 of 2,,56-42,,
1:45.0,Offensive rebound by Team,,56-42,,
1:45.0,,,56-42,,T. Lyles enters the game for N. Jokic
1:45.0,A. Horford enters the game for A. Baynes,,56-42,,
1:45.0,M. Morris misses free throw 2 of 2,,56-42,,
1:43.0,,,56-42,,Defensive rebound by M. Plumlee
1:21.0,,,56-42,,G. Harris misses 2-pt shot from 21 ft
1:21.0,,,56-42,,Offensive rebound by Team
1:21.0,,,56-42,,Turnover by Team (shot clock)
1:04.0,T. Rozier misses 2-pt shot from 13 ft,,56-42,,
1:01.0,Offensive rebound by T. Rozier,,56-42,,
1:00.0,Turnover by M. Morris (traveling),,56-42,,
0:49.0,,,56-42,,M. Plumlee misses 2-pt shot from 2 ft
0:48.0,,,56-42,,Offensive rebound by M. Plumlee
0:47.0,,,56-42,,M. Plumlee misses 2-pt shot from 1 ft (block by A. Horford)
0:47.0,,,56-42,,Offensive rebound by Team
0:42.0,,,56-45,3,T. Lyles makes 3-pt shot from 24 ft (assist by G. Harris)
0:29.0,A. Horford misses 3-pt shot from 24 ft,,56-45,,
0:26.0,,,56-45,,Defensive rebound by W. Barton
0:03.0,,,56-45,,Turnover by M. Plumlee (lost ball; steal by K. Irving)
0:00.0,J. Brown misses 3-pt shot from 24 ft,,56-45,,
0:00.0,Offensive rebound by Team,,56-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,J. Brown misses 2-pt shot from 1 ft,,56-45,,
11:46.0,,,56-45,,Defensive rebound by M. Plumlee
11:43.0,,,56-45,,W. Barton misses 3-pt shot from 22 ft
11:43.0,Defensive rebound by A. Horford,,56-45,,
11:32.0,J. Brown misses 2-pt shot from 2 ft,,56-45,,
11:31.0,,,56-45,,Defensive rebound by N. Jokic
11:27.0,,,56-47,2,M. Plumlee makes 2-pt shot from 2 ft (assist by W. Barton)
11:10.0,K. Irving makes 2-pt shot from 2 ft,2,58-47,,
10:58.0,,,58-47,,Shooting foul by J. Brown (drawn by N. Jokic)
10:58.0,,,58-48,1,N. Jokic makes free throw 1 of 2
10:58.0,,,58-49,1,N. Jokic makes free throw 2 of 2
10:43.0,J. Tatum misses 2-pt shot from 21 ft,,58-49,,
10:41.0,,,58-49,,Defensive rebound by M. Plumlee
10:33.0,,,58-51,2,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Murray)
10:09.0,A. Baynes makes 2-pt shot from 15 ft (assist by A. Horford),2,60-51,,
9:52.0,,,60-51,,J. Murray misses 3-pt shot from 24 ft
9:48.0,Defensive rebound by J. Tatum,,60-51,,
9:44.0,Shooting foul by W. Barton (drawn by J. Tatum),,60-51,,
9:44.0,J. Tatum makes free throw 1 of 2,1,61-51,,
9:44.0,J. Tatum makes free throw 2 of 2,1,62-51,,
9:31.0,,,62-54,3,N. Jokic makes 3-pt shot from 22 ft (assist by W. Barton)
9:14.0,J. Brown makes 2-pt shot from 1 ft (assist by A. Horford),2,64-54,,
8:53.0,,,64-56,2,M. Plumlee makes 2-pt shot from 1 ft (assist by W. Barton)
8:39.0,A. Baynes makes 2-pt shot from 13 ft (assist by K. Irving),2,66-56,,
8:18.0,,,66-56,,N. Jokic misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by J. Brown,,66-56,,
7:58.0,A. Baynes misses 2-pt shot from 12 ft,,66-56,,
7:55.0,,,66-56,,Defensive rebound by W. Barton
7:48.0,Personal foul by A. Baynes (drawn by N. Jokic),,66-56,,
7:39.0,Personal foul by K. Irving (drawn by J. Murray),,66-56,,
7:39.0,T. Rozier enters the game for J. Tatum,,66-56,,
7:31.0,,,66-58,2,G. Harris makes 2-pt shot from 1 ft
7:17.0,A. Baynes misses 2-pt shot from 6 ft,,66-58,,
7:15.0,,,66-58,,Defensive rebound by N. Jokic
7:10.0,,,66-60,2,M. Plumlee makes 2-pt shot from 1 ft (assist by W. Barton)
7:10.0,Boston full timeout,,66-60,,
7:00.0,K. Irving misses 2-pt shot from 9 ft,,66-60,,
6:57.0,,,66-60,,Defensive rebound by J. Murray
6:52.0,,,66-62,2,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Murray)
6:26.0,K. Irving misses 2-pt shot from 1 ft,,66-62,,
6:21.0,Offensive rebound by A. Baynes,,66-62,,
6:21.0,A. Baynes misses 2-pt shot at rim,,66-62,,
6:20.0,,,66-62,,Defensive rebound by W. Barton
6:19.0,,,66-64,2,W. Barton makes 2-pt shot from 1 ft
6:00.0,A. Baynes misses 2-pt shot from 13 ft,,66-64,,
5:57.0,Offensive rebound by T. Rozier,,66-64,,
5:56.0,J. Brown misses 3-pt shot from 23 ft,,66-64,,
5:53.0,,,66-64,,Defensive rebound by M. Plumlee
5:46.0,,,66-64,,N. Jokic misses 3-pt shot from 25 ft
5:42.0,Defensive rebound by J. Brown,,66-64,,
5:28.0,J. Brown misses 3-pt shot from 22 ft,,66-64,,
5:24.0,,,66-64,,Defensive rebound by M. Plumlee
5:18.0,,,66-64,,Turnover by J. Murray (step out of bounds)
5:18.0,M. Morris enters the game for A. Baynes,,66-64,,
5:00.0,Turnover by M. Morris (traveling),,66-64,,
4:49.0,,,66-66,2,G. Harris makes 2-pt shot from 13 ft (assist by N. Jokic)
4:33.0,,,66-66,,Personal block foul by J. Murray (drawn by K. Irving)
4:33.0,,,66-66,,T. Craig enters the game for W. Barton
4:33.0,,,66-66,,T. Lyles enters the game for M. Plumlee
4:33.0,J. Tatum enters the game for K. Irving,,66-66,,
4:24.0,J. Tatum makes 2-pt shot from 10 ft (assist by T. Rozier),2,68-66,,
4:11.0,,,68-69,3,J. Murray makes 3-pt shot from 24 ft
3:46.0,A. Horford misses 2-pt shot from 17 ft,,68-69,,
3:43.0,,,68-69,,Defensive rebound by T. Lyles
3:33.0,,,68-69,,N. Jokic misses 2-pt shot from 2 ft
3:30.0,,,68-69,,Offensive rebound by T. Craig
3:28.0,,,68-69,,T. Craig misses 3-pt shot from 24 ft
3:24.0,Defensive rebound by J. Brown,,68-69,,
3:19.0,J. Brown makes 2-pt shot from 1 ft,2,70-69,,
3:08.0,,,70-71,2,J. Murray makes 2-pt shot from 2 ft
3:08.0,,,70-71,,Shooting foul by T. Rozier (drawn by J. Murray)
3:08.0,,,70-72,1,J. Murray makes free throw 1 of 1
2:50.0,T. Rozier misses 2-pt shot from 21 ft,,70-72,,
2:48.0,,,70-72,,Defensive rebound by T. Lyles
2:43.0,,,70-72,,J. Murray misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by J. Tatum,,70-72,,
2:29.0,,,70-72,,Personal foul by T. Lyles (drawn by T. Rozier)
2:29.0,,,70-72,,Denver full timeout
2:29.0,,,70-72,,W. Barton enters the game for G. Harris
2:29.0,D. Theis enters the game for A. Horford,,70-72,,
2:17.0,T. Rozier makes 2-pt shot from 20 ft (assist by J. Tatum),2,72-72,,
1:59.0,,,72-74,2,J. Murray makes 2-pt shot from 2 ft (assist by T. Lyles)
1:54.0,T. Rozier makes 3-pt shot from 24 ft,3,75-74,,
1:35.0,,,75-77,3,N. Jokic makes 3-pt shot from 25 ft (assist by T. Lyles)
1:21.0,M. Morris makes 3-pt shot from 25 ft (assist by T. Rozier),3,78-77,,
1:05.0,,,78-77,,Turnover by T. Craig (traveling)
1:05.0,,,78-77,,E. Mudiay enters the game for J. Murray
0:44.0,M. Morris misses 2-pt shot from 20 ft,,78-77,,
0:41.0,,,78-77,,Defensive rebound by T. Lyles
0:32.0,,,78-79,2,N. Jokic makes 2-pt shot from 3 ft
0:32.0,,,78-79,,Shooting foul by D. Theis (drawn by N. Jokic)
0:32.0,S. Ojeleye enters the game for J. Brown,,78-79,,
0:32.0,,,78-80,1,N. Jokic makes free throw 1 of 1
0:15.0,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier),2,80-80,,
0:01.0,,,80-82,2,W. Barton makes 2-pt shot from 2 ft
0:00.0,M. Morris misses 3-pt shot from 60 ft,,80-82,,
0:00.0,Offensive rebound by Team,,80-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,80-82,,W. Barton misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by M. Morris,,80-82,,
11:32.0,J. Tatum makes 2-pt shot from 2 ft,2,82-82,,
11:32.0,,,82-83,1,W. Barton makes technical free throw
11:20.0,Personal foul by M. Morris (drawn by T. Lyles),,82-83,,
11:12.0,,,82-85,2,M. Plumlee makes 2-pt shot from 2 ft (assist by E. Mudiay)
10:51.0,J. Tatum misses 2-pt shot from 3 ft (block by M. Plumlee),,82-85,,
10:51.0,Offensive rebound by Team,,82-85,,
10:47.0,D. Theis misses 3-pt shot from 25 ft,,82-85,,
10:44.0,,,82-85,,Defensive rebound by T. Craig
10:30.0,,,82-88,3,T. Lyles makes 3-pt shot from 25 ft (assist by E. Mudiay)
10:13.0,S. Ojeleye makes 3-pt shot from 22 ft (assist by K. Irving),3,85-88,,
9:58.0,,,85-90,2,E. Mudiay makes 2-pt shot from 1 ft
9:43.0,D. Theis makes 3-pt shot from 22 ft (assist by K. Irving),3,88-90,,
9:25.0,,,88-90,,Shooting foul by J. Tatum (drawn by T. Lyles)
9:25.0,,,88-91,1,T. Lyles makes free throw 1 of 2
9:25.0,A. Horford enters the game for M. Morris,,88-91,,
9:25.0,,,88-91,,T. Lyles misses free throw 2 of 2
9:22.0,Defensive rebound by J. Tatum,,88-91,,
9:08.0,Shooting foul by T. Craig (drawn by K. Irving),,88-91,,
9:08.0,K. Irving makes free throw 1 of 2,1,89-91,,
9:08.0,K. Irving makes free throw 2 of 2,1,90-91,,
8:59.0,,,90-91,,E. Mudiay misses 2-pt shot from 15 ft
8:56.0,Defensive rebound by K. Irving,,90-91,,
8:51.0,K. Irving misses 3-pt shot from 28 ft,,90-91,,
8:47.0,Offensive rebound by D. Theis,,90-91,,
8:41.0,K. Irving makes 2-pt shot from 2 ft,2,92-91,,
8:27.0,,,92-91,,T. Lyles misses 3-pt shot from 25 ft
8:26.0,,,92-91,,Offensive rebound by T. Craig
8:16.0,,,92-91,,W. Barton misses 2-pt shot from 2 ft
8:13.0,,,92-91,,Offensive rebound by W. Barton
8:13.0,,,92-91,,W. Barton misses 2-pt shot at rim
8:12.0,Defensive rebound by D. Theis,,92-91,,
8:08.0,J. Tatum misses 3-pt shot from 24 ft,,92-91,,
8:05.0,,,92-91,,Defensive rebound by T. Craig
7:47.0,,,92-91,,Shooting foul by D. Theis (drawn by M. Plumlee)
7:47.0,,,92-91,,M. Plumlee misses free throw 1 of 2
7:47.0,,,92-91,,Offensive rebound by Team
7:47.0,,,92-91,,J. Murray enters the game for E. Mudiay
7:47.0,,,92-91,,G. Harris enters the game for W. Barton
7:47.0,T. Rozier enters the game for J. Tatum,,92-91,,
7:47.0,,,92-91,,M. Plumlee misses free throw 2 of 2
7:46.0,Defensive rebound by Team,,92-91,,
7:38.0,K. Irving makes 2-pt shot at rim (assist by D. Theis),2,94-91,,
7:38.0,,,94-91,,Violation by T. Lyles (def goaltending)
7:38.0,,,94-91,,Denver full timeout
7:38.0,,,94-91,,N. Jokic enters the game for T. Craig
7:38.0,,,94-91,,W. Barton enters the game for M. Plumlee
7:29.0,Personal foul by D. Theis (drawn by G. Harris),,94-91,,
7:25.0,,,94-91,,T. Lyles misses 3-pt shot from 24 ft
7:19.0,Defensive rebound by T. Rozier,,94-91,,
6:59.0,D. Theis misses 3-pt shot from 24 ft,,94-91,,
6:55.0,Offensive rebound by T. Rozier,,94-91,,
6:55.0,,,94-91,,Personal foul by G. Harris (drawn by T. Rozier)
6:45.0,A. Horford misses 2-pt shot from 17 ft,,94-91,,
6:42.0,,,94-91,,Defensive rebound by T. Lyles
6:29.0,,,94-93,2,N. Jokic makes 2-pt shot from 1 ft (assist by W. Barton)
6:07.0,K. Irving misses 2-pt shot from 15 ft,,94-93,,
6:05.0,Offensive rebound by A. Horford,,94-93,,
6:04.0,T. Rozier makes 3-pt shot from 22 ft (assist by A. Horford),3,97-93,,
5:49.0,,,97-93,,G. Harris misses 3-pt shot from 24 ft
5:46.0,Defensive rebound by K. Irving,,97-93,,
5:41.0,K. Irving makes 2-pt shot from 3 ft,2,99-93,,
5:23.0,,,99-95,2,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic)
5:23.0,Boston full timeout,,99-95,,
5:23.0,J. Tatum enters the game for D. Theis,,99-95,,
5:23.0,J. Brown enters the game for S. Ojeleye,,99-95,,
5:02.0,A. Horford makes 2-pt shot from 3 ft (assist by J. Tatum),2,101-95,,
4:47.0,,,101-98,3,T. Lyles makes 3-pt shot from 24 ft (assist by G. Harris)
4:26.0,A. Horford misses 3-pt shot from 24 ft,,101-98,,
4:24.0,,,101-98,,Defensive rebound by Team
4:17.0,Personal foul by K. Irving (drawn by N. Jokic),,101-98,,
4:17.0,,,101-99,1,N. Jokic makes free throw 1 of 2
4:17.0,,,101-100,1,N. Jokic makes free throw 2 of 2
4:03.0,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier),2,103-100,,
3:40.0,,,103-100,,G. Harris misses 3-pt shot from 22 ft
