time,Houston,pts.away,score,pts.home,Dallas
10:37.0,,,25-18,,Y. Ferrell misses 2-pt shot from 4 ft
10:35.0,Defensive rebound by L. Mbah a Moute,,25-18,,
10:25.0,C. Paul misses 3-pt shot from 26 ft,,25-18,,
10:24.0,Offensive rebound by T. Black,,25-18,,
10:24.0,,,25-18,,Loose ball foul by D. McDermott (drawn by T. Black)
10:24.0,,,25-18,,K. Collinsworth enters the game for D. McDermott
10:24.0,C. Capela enters the game for T. Black,,25-18,,
10:12.0,J. Johnson makes 2-pt shot from 3 ft,2,27-18,,
10:03.0,,,27-20,2,D. Powell makes 2-pt shot from 2 ft (assist by J. Barea)
9:52.0,,,27-20,,Personal foul by D. Powell (drawn by C. Capela)
9:47.0,Turnover by C. Capela (lost ball; steal by J. Barea),,27-20,,
9:39.0,,,27-23,3,D. Powell makes 3-pt shot from 25 ft (assist by J. Barea)
9:26.0,Turnover by C. Paul (bad pass),,27-23,,
9:18.0,,,27-25,2,Y. Ferrell makes 2-pt shot from 3 ft (assist by J. Barea)
9:04.0,,,27-25,,Personal foul by K. Collinsworth (drawn by J. Johnson)
9:04.0,T. Ariza enters the game for J. Johnson,,27-25,,
9:04.0,E. Gordon enters the game for L. Mbah a Moute,,27-25,,
8:50.0,E. Gordon makes 3-pt shot from 28 ft (assist by C. Paul),3,30-25,,
8:30.0,,,30-25,,Y. Ferrell misses 3-pt shot from 25 ft
8:28.0,Defensive rebound by C. Capela,,30-25,,
8:18.0,P. Tucker makes 3-pt shot from 24 ft (assist by C. Paul),3,33-25,,
8:06.0,,,33-27,2,J. Barea makes 2-pt shot from 10 ft
8:00.0,Offensive foul by E. Gordon (drawn by J. Barea),,33-27,,
8:00.0,Turnover by E. Gordon (offensive foul),,33-27,,
7:37.0,,,33-29,2,J. Barea makes 2-pt shot from 4 ft
7:27.0,C. Capela makes 2-pt shot from 2 ft (assist by C. Paul),2,35-29,,
7:03.0,,,35-31,2,D. Nowitzki makes 2-pt shot from 12 ft (assist by Y. Ferrell)
6:54.0,,,35-31,,Personal foul by K. Collinsworth (drawn by C. Capela)
6:54.0,,,35-31,,Dallas full timeout
6:54.0,,,35-31,,D. McDermott enters the game for J. Barea
6:54.0,,,35-31,,H. Barnes enters the game for D. Powell
6:54.0,,,35-31,,D. Smith enters the game for Y. Ferrell
6:54.0,,,35-31,,N. Noel enters the game for D. Nowitzki
6:47.0,,,35-31,,Personal foul by D. Smith (drawn by C. Paul)
6:47.0,C. Paul makes free throw 1 of 2,1,36-31,,
6:47.0,C. Paul makes free throw 2 of 2,1,37-31,,
6:36.0,Personal foul by P. Tucker (drawn by H. Barnes),,37-31,,
6:36.0,L. Mbah a Moute enters the game for C. Paul,,37-31,,
6:24.0,,,37-34,3,K. Collinsworth makes 3-pt shot from 25 ft (assist by H. Barnes)
6:11.0,E. Gordon misses 2-pt shot from 18 ft,,37-34,,
6:08.0,,,37-34,,Defensive rebound by N. Noel
5:50.0,,,37-34,,H. Barnes misses 3-pt shot from 23 ft
5:47.0,Defensive rebound by C. Capela,,37-34,,
5:42.0,T. Ariza misses 3-pt shot from 25 ft,,37-34,,
5:40.0,,,37-34,,Defensive rebound by N. Noel
5:30.0,Personal foul by T. Ariza (drawn by K. Collinsworth),,37-34,,
5:15.0,,,37-34,,K. Collinsworth misses 2-pt shot from 5 ft
5:14.0,,,37-34,,Offensive rebound by K. Collinsworth
5:13.0,,,37-34,,K. Collinsworth misses 2-pt shot from 3 ft (block by T. Ariza)
5:12.0,,,37-34,,Offensive rebound by K. Collinsworth
5:11.0,Jump ball: K. Collinsworth vs. L. Mbah a Moute (D. Smith gains possession),,,,Jump ball: K. Collinsworth vs. L. Mbah a Moute (D. Smith gains possession)
5:06.0,Personal foul by E. Gordon (drawn by D. Smith),,37-34,,
4:54.0,,,37-36,2,D. McDermott makes 2-pt shot from 1 ft (assist by N. Noel)
4:36.0,Turnover by E. Gordon (lost ball; steal by D. Smith),,37-36,,
4:31.0,,,37-38,2,D. Smith makes 2-pt shot from 3 ft (assist by K. Collinsworth)
4:26.0,Turnover by P. Tucker (bad pass; steal by K. Collinsworth),,37-38,,
4:22.0,,,37-38,,D. Smith misses 3-pt shot from 25 ft
4:20.0,Defensive rebound by P. Tucker,,37-38,,
4:14.0,Turnover by T. Ariza (lost ball; steal by N. Noel),,37-38,,
4:11.0,,,37-40,2,N. Noel makes 2-pt shot from 2 ft (assist by K. Collinsworth)
4:11.0,Houston full timeout,,37-40,,
4:11.0,C. Paul enters the game for P. Tucker,,37-40,,
3:53.0,E. Gordon makes 2-pt shot from 2 ft (assist by C. Paul),2,39-40,,
3:53.0,Shooting foul by K. Collinsworth (drawn by E. Gordon),,39-40,,
3:53.0,E. Gordon makes free throw 1 of 1,1,40-40,,
3:34.0,,,40-42,2,N. Noel makes 2-pt shot from 2 ft (assist by H. Barnes)
3:16.0,C. Capela misses 2-pt shot from 5 ft,,40-42,,
3:14.0,,,40-42,,Defensive rebound by D. McDermott
3:04.0,,,40-44,2,H. Barnes makes 2-pt shot from 1 ft (assist by D. Smith)
2:57.0,T. Ariza misses 2-pt shot from 3 ft (block by K. Collinsworth),,40-44,,
2:53.0,,,40-44,,Defensive rebound by N. Noel
2:45.0,,,40-44,,D. McDermott misses 3-pt shot from 22 ft
2:43.0,,,40-44,,Offensive rebound by K. Collinsworth
2:41.0,,,40-44,,Shooting foul by C. Capela (drawn by D. McDermott)
2:41.0,,,40-45,1,D. McDermott makes free throw 1 of 2
2:41.0,,,40-45,,Y. Ferrell enters the game for K. Collinsworth
2:41.0,P. Tucker enters the game for C. Capela,,40-45,,
2:41.0,,,40-46,1,D. McDermott makes free throw 2 of 2
2:17.0,C. Paul misses 2-pt shot from 5 ft,,40-46,,
2:15.0,,,40-46,,Defensive rebound by D. McDermott
1:59.0,,,40-46,,Turnover by D. McDermott (bad pass; steal by P. Tucker)
1:59.0,,,40-46,,Loose ball foul by D. McDermott (drawn by P. Tucker)
1:59.0,P. Tucker makes free throw 1 of 2,1,41-46,,
1:59.0,,,41-46,,M. Kleber enters the game for N. Noel
1:59.0,,,41-46,,K. Collinsworth enters the game for D. McDermott
1:59.0,P. Tucker makes free throw 2 of 2,1,42-46,,
1:50.0,,,42-46,,D. Smith misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by E. Gordon,,42-46,,
1:40.0,C. Paul makes 2-pt shot from 13 ft,2,44-46,,
1:25.0,,,44-46,,H. Barnes misses 2-pt shot from 5 ft
1:23.0,Defensive rebound by P. Tucker,,44-46,,
1:04.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by E. Gordon),2,46-46,,
0:46.0,,,46-46,,D. Smith misses 2-pt shot from 4 ft
0:45.0,Defensive rebound by E. Gordon,,46-46,,
0:31.0,C. Paul misses 2-pt shot from 18 ft,,46-46,,
0:27.0,,,46-46,,Defensive rebound by H. Barnes
0:10.0,,,46-46,,H. Barnes misses 2-pt shot from 3 ft
0:09.0,,,46-46,,Offensive rebound by Team
0:08.0,Loose ball foul by C. Paul (drawn by H. Barnes),,46-46,,
0:08.0,,,46-46,,H. Barnes misses free throw 1 of 2
0:08.0,,,46-46,,Offensive rebound by Team
0:08.0,,,46-47,1,H. Barnes makes free throw 2 of 2
0:01.0,C. Paul makes 2-pt shot from 5 ft,2,48-47,,
0:00.0,,,48-47,,M. Kleber misses 3-pt shot from 46 ft
0:00.0,,,48-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,Personal foul by T. Ariza (drawn by H. Barnes),,48-47,,
11:36.0,,,48-47,,Y. Ferrell misses 2-pt shot from 22 ft
11:34.0,Defensive rebound by P. Tucker,,48-47,,
11:21.0,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul),2,50-47,,
10:59.0,,,50-47,,D. Smith misses 2-pt shot from 2 ft
10:57.0,,,50-47,,Offensive rebound by D. Powell
10:57.0,,,50-49,2,D. Powell makes 2-pt shot from 2 ft
10:49.0,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul),2,53-49,,
10:34.0,,,53-52,3,D. Nowitzki makes 3-pt shot from 26 ft (assist by D. Smith)
10:23.0,C. Paul makes 3-pt shot from 26 ft,3,56-52,,
10:04.0,,,56-54,2,D. Powell makes 2-pt shot from 2 ft (assist by H. Barnes)
9:45.0,E. Gordon misses 2-pt shot from 21 ft,,56-54,,
9:43.0,,,56-54,,Defensive rebound by D. Nowitzki
9:39.0,,,56-54,,D. Nowitzki misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by C. Paul,,56-54,,
9:31.0,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul),3,59-54,,
9:10.0,,,59-54,,Shooting foul by T. Ariza (drawn by H. Barnes)
9:10.0,,,59-54,,H. Barnes misses free throw 1 of 2
9:10.0,,,59-54,,Offensive rebound by Team
9:10.0,,,59-55,1,H. Barnes makes free throw 2 of 2
9:01.0,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul),3,62-55,,
8:35.0,,,62-57,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by D. Smith)
8:19.0,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul),3,65-57,,
8:09.0,Personal foul by E. Gordon (drawn by Y. Ferrell),,65-57,,
7:54.0,,,65-57,,D. Powell misses 2-pt shot from 2 ft
7:51.0,Defensive rebound by T. Ariza,,65-57,,
7:47.0,C. Paul makes 3-pt shot from 24 ft,3,68-57,,
7:46.0,,,68-57,,Dallas full timeout
7:46.0,,,68-57,,D. McDermott enters the game for D. Powell
7:46.0,,,68-57,,N. Noel enters the game for D. Nowitzki
7:33.0,,,68-57,,Turnover by D. McDermott (traveling)
7:23.0,,,68-57,,Personal block foul by Y. Ferrell (drawn by E. Gordon)
7:14.0,P. Tucker misses 2-pt shot from 20 ft,,68-57,,
7:12.0,,,68-57,,Defensive rebound by H. Barnes
7:10.0,Personal foul by E. Gordon (drawn by D. Smith),,68-57,,
7:10.0,L. Mbah a Moute enters the game for C. Paul,,68-57,,
7:10.0,J. Johnson enters the game for P. Tucker,,68-57,,
7:03.0,,,68-57,,D. McDermott misses 2-pt shot from 16 ft
7:01.0,Defensive rebound by T. Ariza,,68-57,,
6:53.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,68-57,,
6:50.0,,,68-57,,Defensive rebound by Y. Ferrell
6:40.0,,,68-57,,H. Barnes misses 2-pt shot from 4 ft
6:40.0,,,68-57,,Offensive rebound by N. Noel
6:32.0,,,68-57,,H. Barnes misses 2-pt shot from 4 ft
6:30.0,Defensive rebound by J. Johnson,,68-57,,
6:22.0,J. Johnson makes 2-pt shot from 5 ft,2,70-57,,
6:08.0,,,70-57,,D. Smith misses 2-pt shot from 2 ft
6:08.0,Defensive rebound by J. Johnson,,70-57,,
5:58.0,J. Johnson misses 2-pt shot from 4 ft,,70-57,,
5:56.0,,,70-57,,Defensive rebound by N. Noel
5:49.0,,,70-57,,Y. Ferrell misses 3-pt shot from 26 ft
5:46.0,Defensive rebound by C. Capela,,70-57,,
5:41.0,T. Ariza misses 3-pt shot from 24 ft,,70-57,,
5:38.0,,,70-57,,Defensive rebound by Y. Ferrell
5:29.0,,,70-59,2,N. Noel makes 2-pt shot from 1 ft (assist by Y. Ferrell)
5:13.0,E. Gordon misses 3-pt shot from 28 ft,,70-59,,
5:10.0,,,70-59,,Defensive rebound by Y. Ferrell
4:55.0,,,70-59,,H. Barnes misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by C. Capela,,70-59,,
4:43.0,Offensive foul by T. Ariza (drawn by Y. Ferrell),,70-59,,
4:43.0,Turnover by T. Ariza (offensive foul),,70-59,,
4:43.0,,,70-59,,J. Barea enters the game for Y. Ferrell
4:43.0,G. Green enters the game for T. Ariza,,70-59,,
4:43.0,T. Black enters the game for C. Capela,,70-59,,
4:31.0,,,70-59,,Turnover by D. Smith (lost ball; steal by L. Mbah a Moute)
4:13.0,G. Green misses 3-pt shot from 25 ft,,70-59,,
4:11.0,Offensive rebound by T. Black,,70-59,,
4:11.0,Shooting foul by N. Noel (drawn by T. Black),,70-59,,
4:11.0,T. Black misses free throw 1 of 2,,70-59,,
4:11.0,Offensive rebound by Team,,70-59,,
4:11.0,T. Black makes free throw 2 of 2,1,71-59,,
3:50.0,,,71-61,2,H. Barnes makes 2-pt shot from 21 ft (assist by J. Barea)
3:34.0,E. Gordon makes 2-pt shot from 1 ft,2,73-61,,
3:34.0,Shooting foul by D. Smith (drawn by E. Gordon),,73-61,,
3:34.0,,,73-61,,K. Collinsworth enters the game for D. Smith
3:34.0,E. Gordon makes free throw 1 of 1,1,74-61,,
3:19.0,,,74-61,,N. Noel misses 2-pt shot from 14 ft
3:17.0,Defensive rebound by G. Green,,74-61,,
3:02.0,E. Gordon misses 3-pt shot from 28 ft,,74-61,,
3:00.0,,,74-61,,Defensive rebound by N. Noel
2:50.0,Shooting block foul by T. Black (drawn by H. Barnes),,74-61,,
2:50.0,Houston full timeout,,74-61,,
2:50.0,,,74-61,,D. Powell enters the game for N. Noel
2:50.0,C. Paul enters the game for E. Gordon,,74-61,,
2:50.0,,,74-61,,H. Barnes misses free throw 1 of 2
2:50.0,,,74-61,,Offensive rebound by Team
2:50.0,,,74-62,1,H. Barnes makes free throw 2 of 2
2:33.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,74-62,,
2:31.0,,,74-62,,Defensive rebound by K. Collinsworth
2:17.0,,,74-62,,H. Barnes misses 2-pt shot from 14 ft
2:15.0,Defensive rebound by G. Green,,74-62,,
2:07.0,Offensive foul by L. Mbah a Moute (drawn by J. Barea),,74-62,,
2:07.0,Turnover by L. Mbah a Moute (offensive foul),,74-62,,
2:07.0,,,74-62,,D. Nowitzki enters the game for H. Barnes
1:47.0,,,74-62,,D. McDermott misses 3-pt shot from 24 ft
1:44.0,,,74-62,,Offensive rebound by J. Barea
1:41.0,,,74-62,,D. Nowitzki misses 3-pt shot from 29 ft
1:38.0,Defensive rebound by L. Mbah a Moute,,74-62,,
1:33.0,C. Paul makes 3-pt shot from 26 ft (assist by L. Mbah a Moute),3,77-62,,
1:13.0,,,77-62,,D. Nowitzki misses 2-pt shot from 18 ft
1:11.0,Defensive rebound by C. Paul,,77-62,,
0:58.0,C. Paul makes 3-pt shot from 24 ft,3,80-62,,
0:46.0,Personal block foul by C. Paul (drawn by D. Powell),,80-62,,
0:46.0,,,80-62,,D. Powell misses free throw 1 of 2
0:46.0,,,80-62,,Offensive rebound by Team
0:46.0,,,80-62,,Y. Ferrell enters the game for D. McDermott
0:46.0,,,80-63,1,D. Powell makes free throw 2 of 2
0:31.0,G. Green misses 3-pt shot from 24 ft,,80-63,,
0:28.0,,,80-63,,Defensive rebound by D. Powell
0:08.0,,,80-63,,J. Barea misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by C. Paul,,80-63,,
0:06.0,,,80-63,,Personal take foul by J. Barea (drawn by C. Paul)
0:02.0,C. Paul misses 3-pt shot from 25 ft,,80-63,,
0:02.0,,,80-63,,Defensive rebound by D. Powell
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,G. Green makes 3-pt shot from 26 ft (assist by J. Johnson),3,83-63,,
11:25.0,,,83-65,2,D. Powell makes 2-pt shot from 2 ft (assist by J. Barea)
11:00.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,83-65,,
11:00.0,,,83-65,,Defensive rebound by Team
10:42.0,,,83-67,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
10:27.0,J. Johnson makes 2-pt shot from 3 ft,2,85-67,,
10:07.0,,,85-67,,D. Nowitzki misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by T. Black,,85-67,,
9:53.0,J. Johnson makes 2-pt shot from 3 ft,2,87-67,,
9:53.0,,,87-67,,Dallas full timeout
9:53.0,T. Ariza enters the game for L. Mbah a Moute,,87-67,,
9:39.0,,,87-67,,Y. Ferrell misses 3-pt shot from 24 ft
9:37.0,Defensive rebound by Team,,87-67,,
9:18.0,G. Green makes 2-pt shot from 12 ft (assist by J. Johnson),2,89-67,,
9:08.0,,,89-67,,J. Barea misses 3-pt shot from 25 ft
9:08.0,Defensive rebound by J. Johnson,,89-67,,
9:02.0,G. Green misses 3-pt shot from 25 ft,,89-67,,
8:59.0,,,89-67,,Defensive rebound by Y. Ferrell
8:47.0,,,89-69,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea)
8:23.0,G. Green makes 3-pt shot from 22 ft (assist by T. Ariza),3,92-69,,
8:00.0,,,92-69,,D. Powell misses 2-pt shot from 5 ft
8:00.0,,,92-69,,Offensive rebound by D. Nowitzki
8:00.0,,,92-69,,Shooting foul by C. Paul (drawn by D. Nowitzki)
8:00.0,,,92-70,1,D. Nowitzki makes free throw 1 of 2
8:00.0,,,92-70,,J. Warney enters the game for D. Powell
8:00.0,,,92-71,1,D. Nowitzki makes free throw 2 of 2
7:43.0,T. Ariza misses 3-pt shot from 22 ft,,92-71,,
7:40.0,,,92-71,,Defensive rebound by K. Collinsworth
7:35.0,,,92-71,,J. Barea misses 3-pt shot from 27 ft
7:30.0,,,92-71,,Offensive rebound by J. Warney
7:30.0,,,92-71,,J. Warney misses 2-pt shot from 2 ft (block by T. Black)
7:27.0,Defensive rebound by C. Paul,,92-71,,
7:21.0,G. Green misses 3-pt shot from 22 ft,,92-71,,
7:20.0,Offensive rebound by Team,,92-71,,
7:20.0,,,92-71,,Loose ball foul by J. Warney (drawn by T. Black)
7:12.0,C. Paul misses 2-pt shot from 11 ft,,92-71,,
7:10.0,,,92-71,,Defensive rebound by D. Nowitzki
7:02.0,,,92-71,,Shooting foul by J. Johnson (drawn by J. Warney)
7:02.0,,,92-71,,J. Warney misses free throw 1 of 2
7:02.0,,,92-71,,Offensive rebound by Team
7:02.0,E. Gordon enters the game for C. Paul,,92-71,,
7:02.0,,,92-72,1,J. Warney makes free throw 2 of 2
6:44.0,J. Johnson makes 2-pt shot from 18 ft,2,94-72,,
6:27.0,,,94-72,,Turnover by Y. Ferrell (bad pass; steal by G. Green)
6:22.0,T. Ariza misses 3-pt shot from 22 ft,,94-72,,
6:18.0,,,94-72,,Defensive rebound by K. Collinsworth
6:09.0,,,94-72,,Y. Ferrell misses 2-pt shot from 15 ft
6:07.0,Defensive rebound by E. Gordon,,94-72,,
5:57.0,T. Ariza misses 3-pt shot from 24 ft,,94-72,,
5:57.0,,,94-72,,Defensive rebound by D. Nowitzki
5:57.0,,,94-72,,Dallas full timeout
5:57.0,,,94-72,,D. McDermott enters the game for J. Barea
5:57.0,,,94-72,,D. Smith enters the game for Y. Ferrell
5:57.0,,,94-72,,H. Barnes enters the game for D. Nowitzki
5:57.0,L. Mbah a Moute enters the game for J. Johnson,,94-72,,
5:48.0,,,94-72,,Turnover by K. Collinsworth (bad pass; steal by E. Gordon)
5:33.0,G. Green makes 3-pt shot from 24 ft (assist by T. Ariza),3,97-72,,
5:13.0,,,97-74,2,K. Collinsworth makes 2-pt shot from 7 ft (assist by D. McDermott)
4:56.0,,,97-74,,Personal foul by D. McDermott (drawn by E. Gordon)
4:53.0,G. Green misses 3-pt shot from 26 ft,,97-74,,
4:50.0,,,97-74,,Defensive rebound by D. McDermott
4:36.0,,,97-74,,Shooting foul by T. Black (drawn by H. Barnes)
4:36.0,,,97-74,,H. Barnes misses free throw 1 of 2
4:36.0,,,97-74,,Offensive rebound by Team
4:36.0,,,97-75,1,H. Barnes makes free throw 2 of 2
4:16.0,L. Mbah a Moute makes 2-pt shot from 5 ft,2,99-75,,
3:57.0,,,99-75,,D. Smith misses 2-pt shot from 14 ft
3:56.0,,,99-75,,Offensive rebound by K. Collinsworth
