time,Minnesota,pts.away,score,pts.home,New York
5:01.0,,,47-33,,F. Ntilikina misses 2-pt shot from 8 ft
4:59.0,,,47-33,,Offensive rebound by E. Kanter
4:59.0,,,47-33,,Shooting foul by N. Bjelica (drawn by E. Kanter)
4:59.0,,,47-34,1,E. Kanter makes free throw 1 of 2
4:59.0,,,47-34,,T. Hardaway enters the game for T. Williams
4:59.0,A. Wiggins enters the game for J. Crawford,,47-34,,
4:59.0,,,47-34,,E. Kanter misses free throw 2 of 2
4:57.0,Defensive rebound by N. Bjelica,,47-34,,
4:37.0,J. Teague misses 2-pt shot from 12 ft,,47-34,,
4:34.0,Offensive rebound by N. Bjelica,,47-34,,
4:34.0,Turnover by Team (shot clock),,47-34,,
4:23.0,,,47-36,2,T. Hardaway makes 2-pt shot from 2 ft (assist by T. Burke)
4:08.0,J. Teague misses 2-pt shot from 4 ft,,47-36,,
4:05.0,,,47-36,,Defensive rebound by E. Kanter
4:01.0,,,47-36,,F. Ntilikina misses 3-pt shot from 23 ft
3:55.0,Defensive rebound by N. Bjelica,,47-36,,
3:50.0,J. Teague misses 3-pt shot from 25 ft,,47-36,,
3:46.0,,,47-36,,Defensive rebound by F. Ntilikina
3:42.0,,,47-38,2,M. Beasley makes 2-pt shot at rim (assist by T. Burke)
3:38.0,Minnesota full timeout,,47-38,,
3:20.0,J. Teague makes 2-pt shot from 1 ft,2,49-38,,
3:05.0,,,49-38,,Turnover by M. Beasley (bad pass; steal by N. Bjelica)
2:54.0,A. Wiggins misses 3-pt shot from 24 ft,,49-38,,
2:52.0,Offensive rebound by Team,,49-38,,
2:42.0,A. Wiggins misses 2-pt shot from 4 ft,,49-38,,
2:41.0,Offensive rebound by Team,,49-38,,
2:41.0,,,49-38,,Loose ball foul by E. Kanter (drawn by T. Gibson)
2:41.0,T. Gibson makes free throw 1 of 2,1,50-38,,
2:41.0,T. Gibson makes free throw 2 of 2,1,51-38,,
2:26.0,,,51-41,3,F. Ntilikina makes 3-pt shot from 23 ft (assist by M. Beasley)
2:26.0,,,51-41,,Shooting foul by T. Gibson (drawn by F. Ntilikina)
2:26.0,,,51-42,1,F. Ntilikina makes free throw 1 of 1
2:14.0,Shooting foul by M. Beasley (drawn by A. Wiggins),,51-42,,
2:14.0,A. Wiggins makes free throw 1 of 2,1,52-42,,
2:14.0,,,52-42,,L. Kornet enters the game for M. Beasley
2:14.0,A. Wiggins misses free throw 2 of 2,,52-42,,
2:11.0,,,52-42,,Defensive rebound by L. Kornet
2:00.0,,,52-45,3,F. Ntilikina makes 3-pt shot from 25 ft (assist by T. Burke)
1:44.0,A. Wiggins makes 3-pt shot from 23 ft (assist by N. Bjelica),3,55-45,,
1:27.0,Jump ball: E. Kanter vs. K. Towns ( gains possession),,,,Jump ball: E. Kanter vs. K. Towns ( gains possession)
1:27.0,,,55-45,,Turnover by E. Kanter (turnover; steal by K. Towns)
1:27.0,,,55-45,,Loose ball foul by E. Kanter (drawn by K. Towns)
1:27.0,K. Towns makes free throw 1 of 2,1,56-45,,
1:27.0,K. Towns makes free throw 2 of 2,1,57-45,,
1:13.0,,,57-45,,T. Hardaway misses 2-pt shot at rim
1:09.0,Defensive rebound by A. Wiggins,,57-45,,
0:49.0,J. Teague misses 2-pt shot from 9 ft,,57-45,,
0:45.0,,,57-45,,Defensive rebound by T. Burke
0:41.0,,,57-48,3,T. Hardaway makes 3-pt shot from 26 ft (assist by F. Ntilikina)
0:32.0,N. Bjelica misses 3-pt shot from 22 ft,,57-48,,
0:29.0,,,57-48,,Defensive rebound by E. Kanter
0:10.0,Personal foul by J. Teague (drawn by T. Burke),,57-48,,
0:03.0,,,57-48,,L. Kornet misses 2-pt shot from 21 ft
0:03.0,Defensive rebound by K. Towns,,57-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,57-51,3,T. Hardaway makes 3-pt shot from 24 ft (assist by T. Burke)
11:17.0,J. Teague misses 3-pt shot from 25 ft,,57-51,,
11:14.0,,,57-51,,Defensive rebound by M. Beasley
11:04.0,,,57-53,2,F. Ntilikina makes 2-pt shot from 15 ft
10:45.0,Turnover by A. Wiggins (bad pass; steal by T. Burke),,57-53,,
10:40.0,,,57-55,2,T. Burke makes 2-pt shot from 1 ft
10:38.0,Minnesota full timeout,,57-55,,
10:26.0,Turnover by A. Wiggins (lost ball; steal by T. Hardaway),,57-55,,
10:23.0,,,57-57,2,T. Hardaway makes 2-pt shot from 1 ft
10:23.0,,,57-57,,Shooting foul by N. Bjelica (drawn by T. Hardaway)
10:23.0,,,57-58,1,T. Hardaway makes free throw 1 of 1
10:00.0,A. Wiggins misses 3-pt shot from 23 ft,,57-58,,
9:56.0,,,57-58,,Defensive rebound by E. Kanter
9:50.0,,,57-60,2,T. Hardaway makes 2-pt shot from 10 ft
9:28.0,Turnover by N. Bjelica (traveling),,57-60,,
9:28.0,J. Crawford enters the game for N. Bjelica,,57-60,,
9:06.0,,,57-60,,Shooting foul by J. Teague (drawn by T. Burke)
9:06.0,,,57-60,,T. Burke misses free throw 1 of 2
9:06.0,,,57-60,,Offensive rebound by Team
9:06.0,,,57-61,1,T. Burke makes free throw 2 of 2
8:53.0,J. Crawford misses 3-pt shot from 23 ft,,57-61,,
8:50.0,,,57-61,,Defensive rebound by T. Burke
8:44.0,,,57-61,,Shooting foul by K. Towns (drawn by E. Kanter)
8:44.0,,,57-62,1,E. Kanter makes free throw 1 of 2
8:44.0,,,57-63,1,E. Kanter makes free throw 2 of 2
8:31.0,K. Towns makes 2-pt shot from 6 ft (assist by J. Teague),2,59-63,,
8:12.0,,,59-63,,T. Hardaway misses 2-pt shot at rim
8:11.0,,,59-63,,Offensive rebound by E. Kanter
8:11.0,,,59-63,,E. Kanter misses 2-pt shot at rim
8:11.0,,,59-63,,Offensive rebound by E. Kanter
8:11.0,Personal foul by K. Towns (drawn by E. Kanter),,59-63,,
8:06.0,,,59-65,2,M. Beasley makes 2-pt shot at rim (assist by T. Burke)
7:52.0,Turnover by K. Towns (turnover),,59-65,,
7:52.0,Loose ball foul by K. Towns (drawn by T. Burke),,59-65,,
7:52.0,,,59-66,1,T. Burke makes free throw 1 of 2
7:52.0,,,59-66,,T. Burke misses free throw 2 of 2
7:49.0,Defensive rebound by T. Gibson,,59-66,,
7:31.0,Shooting foul by M. Beasley (drawn by T. Gibson),,59-66,,
7:31.0,T. Gibson makes free throw 1 of 2,1,60-66,,
7:31.0,,,60-66,,L. Kornet enters the game for M. Beasley
7:31.0,T. Gibson makes free throw 2 of 2,1,61-66,,
7:09.0,,,61-66,,T. Burke misses 2-pt shot from 15 ft
7:08.0,Defensive rebound by T. Gibson,,61-66,,
6:53.0,A. Wiggins makes 2-pt shot from 9 ft,2,63-66,,
6:39.0,,,63-66,,T. Hardaway misses 3-pt shot from 24 ft
6:39.0,,,63-66,,Offensive rebound by Team
6:31.0,,,63-68,2,E. Kanter makes 2-pt shot from 1 ft (assist by L. Kornet)
6:09.0,K. Towns makes 2-pt shot at rim (assist by J. Crawford),2,65-68,,
5:49.0,,,65-68,,T. Hardaway misses 3-pt shot from 26 ft
5:46.0,Defensive rebound by T. Gibson,,65-68,,
5:39.0,J. Crawford makes 3-pt shot from 26 ft,3,68-68,,
5:26.0,,,68-68,,Turnover by T. Burke (traveling)
5:14.0,J. Crawford makes 2-pt shot from 20 ft,2,70-68,,
4:53.0,,,70-68,,L. Kornet misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by K. Towns,,70-68,,
4:44.0,,,70-68,,Personal foul by L. Kornet (drawn by J. Teague)
4:44.0,,,70-68,,T. Williams enters the game for F. Ntilikina
4:34.0,J. Crawford misses 2-pt shot from 21 ft,,70-68,,
4:31.0,,,70-68,,Defensive rebound by E. Kanter
4:26.0,,,70-71,3,T. Hardaway makes 3-pt shot from 26 ft (assist by T. Burke)
4:06.0,J. Crawford makes 3-pt shot from 23 ft (assist by A. Wiggins),3,73-71,,
3:54.0,,,73-74,3,L. Kornet makes 3-pt shot from 27 ft (assist by T. Burke)
3:44.0,J. Teague misses 2-pt shot from 2 ft,,73-74,,
3:42.0,,,73-74,,Defensive rebound by E. Kanter
3:39.0,,,73-74,,T. Burke misses 2-pt shot from 19 ft
3:35.0,Defensive rebound by A. Wiggins,,73-74,,
3:34.0,,,73-74,,Personal foul by T. Burke (drawn by A. Wiggins)
3:23.0,Turnover by J. Teague (bad pass; steal by T. Hardaway),,73-74,,
3:19.0,,,73-77,3,T. Hardaway makes 3-pt shot from 25 ft
3:18.0,Minnesota full timeout,,73-77,,
2:59.0,J. Crawford misses 2-pt shot from 22 ft,,73-77,,
2:56.0,,,73-77,,Defensive rebound by T. Hardaway
2:51.0,,,73-79,2,T. Hardaway makes 2-pt shot from 18 ft
2:42.0,A. Wiggins misses 3-pt shot from 25 ft,,73-79,,
2:40.0,T. Jones enters the game for J. Teague,,73-79,,
2:40.0,Offensive rebound by Team,,73-79,,
2:37.0,Turnover by A. Wiggins (bad pass; steal by T. Williams),,73-79,,
2:36.0,Personal foul by K. Towns (drawn by T. Hardaway),,73-79,,
2:36.0,,,73-79,,T. Hardaway misses free throw 1 of 2
2:36.0,,,73-79,,Offensive rebound by Team
2:36.0,,,73-79,,K. O'Quinn enters the game for E. Kanter
2:36.0,N. Bjelica enters the game for T. Gibson,,73-79,,
2:36.0,,,73-80,1,T. Hardaway makes free throw 2 of 2
2:18.0,Shooting foul by T. Williams (drawn by N. Bjelica),,73-80,,
2:18.0,,,73-80,,F. Ntilikina enters the game for T. Burke
2:18.0,G. Dieng enters the game for K. Towns,,73-80,,
2:18.0,N. Bjelica makes free throw 1 of 2,1,74-80,,
2:18.0,N. Bjelica makes free throw 2 of 2,1,75-80,,
2:03.0,,,75-80,,L. Kornet misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by A. Wiggins,,75-80,,
1:54.0,Shooting foul by K. O'Quinn (drawn by A. Wiggins),,75-80,,
1:54.0,A. Wiggins makes free throw 1 of 2,1,76-80,,
1:54.0,A. Wiggins makes free throw 2 of 2,1,77-80,,
1:36.0,,,77-82,2,T. Hardaway makes 2-pt shot from 21 ft
1:19.0,N. Bjelica makes 3-pt shot from 22 ft (assist by T. Jones),3,80-82,,
0:58.0,,,80-82,,K. O'Quinn misses 2-pt shot from 2 ft (block by G. Dieng)
0:57.0,Defensive rebound by T. Jones,,80-82,,
0:57.0,,,80-82,,Personal foul by L. Kornet (drawn by T. Jones)
0:57.0,T. Jones makes free throw 1 of 2,1,81-82,,
0:57.0,T. Jones makes free throw 2 of 2,1,82-82,,
0:38.0,,,82-82,,L. Kornet misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by T. Jones,,82-82,,
0:31.0,A. Wiggins makes 2-pt shot from 10 ft,2,84-82,,
0:13.0,,,84-82,,T. Williams misses 3-pt shot from 25 ft
0:13.0,,,84-82,,Offensive rebound by K. O'Quinn
0:06.0,,,84-82,,T. Hardaway misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by N. Bjelica,,84-82,,
0:00.0,J. Crawford misses 3-pt shot from 26 ft,,84-82,,
0:00.0,,,84-82,,Defensive rebound by T. Hardaway
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,A. Wiggins misses 2-pt shot from 15 ft,,84-82,,
11:37.0,,,84-82,,Defensive rebound by C. Lee
11:21.0,,,84-82,,K. O'Quinn misses 2-pt shot from 20 ft
11:19.0,,,84-82,,Offensive rebound by F. Ntilikina
11:16.0,,,84-82,,C. Lee misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by T. Jones,,84-82,,
11:08.0,N. Bjelica makes 3-pt shot from 25 ft (assist by T. Jones),3,87-82,,
10:49.0,,,87-82,,M. Beasley misses 2-pt shot from 15 ft
10:46.0,Defensive rebound by T. Jones,,87-82,,
10:43.0,T. Gibson enters the game for A. Wiggins,,87-82,,
10:33.0,J. Crawford misses 2-pt shot from 17 ft,,87-82,,
10:28.0,,,87-82,,Defensive rebound by T. Williams
10:21.0,,,87-84,2,F. Ntilikina makes 2-pt shot from 20 ft (assist by K. O'Quinn)
9:52.0,G. Dieng makes 2-pt shot at rim (assist by T. Gibson),2,89-84,,
9:40.0,,,89-84,,F. Ntilikina misses 3-pt shot from 26 ft
9:36.0,Defensive rebound by T. Gibson,,89-84,,
9:23.0,G. Dieng makes 2-pt shot from 15 ft (assist by J. Crawford),2,91-84,,
9:19.0,,,91-84,,New York full timeout
9:19.0,,,91-84,,T. Burke enters the game for F. Ntilikina
8:58.0,,,91-86,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by M. Beasley)
8:58.0,,,91-86,,Shooting foul by G. Dieng (drawn by K. O'Quinn)
8:58.0,K. Towns enters the game for G. Dieng,,91-86,,
8:58.0,,,91-87,1,K. O'Quinn makes free throw 1 of 1
8:44.0,Shooting foul by C. Lee (drawn by T. Jones),,91-87,,
8:44.0,T. Jones makes free throw 1 of 3,1,92-87,,
8:44.0,T. Jones makes free throw 2 of 3,1,93-87,,
8:44.0,T. Jones makes free throw 3 of 3,1,94-87,,
8:30.0,,,94-87,,Offensive foul by T. Burke (drawn by J. Crawford)
8:30.0,,,94-87,,Turnover by T. Burke (offensive foul)
8:12.0,J. Crawford misses 2-pt shot from 19 ft,,94-87,,
8:09.0,,,94-87,,Defensive rebound by K. O'Quinn
8:06.0,,,94-89,2,M. Beasley makes 2-pt shot at rim (assist by K. O'Quinn)
7:46.0,,,94-89,,Personal foul by T. Williams (drawn by N. Bjelica)
7:33.0,J. Crawford misses 2-pt shot from 17 ft,,94-89,,
7:29.0,Offensive rebound by T. Gibson,,94-89,,
7:28.0,T. Gibson makes 2-pt shot from 2 ft,2,96-89,,
7:20.0,,,96-89,,T. Hardaway enters the game for T. Williams
7:20.0,J. Teague enters the game for T. Jones,,96-89,,
7:20.0,A. Wiggins enters the game for J. Crawford,,96-89,,
7:19.0,,,96-89,,M. Beasley misses 2-pt shot from 3 ft (block by N. Bjelica)
7:19.0,,,96-89,,Offensive rebound by Team
7:12.0,Personal foul by T. Gibson (drawn by M. Beasley),,96-89,,
6:59.0,,,96-89,,M. Beasley misses 2-pt shot from 9 ft
6:56.0,Defensive rebound by A. Wiggins,,96-89,,
6:44.0,J. Teague makes 2-pt shot from 16 ft,2,98-89,,
6:29.0,,,98-89,,Turnover by T. Burke (out of bounds lost ball)
6:13.0,J. Teague misses 3-pt shot from 25 ft,,98-89,,
6:10.0,,,98-89,,Defensive rebound by M. Beasley
6:04.0,,,98-89,,Turnover by M. Beasley (bad pass; steal by N. Bjelica)
5:55.0,A. Wiggins misses 2-pt shot from 1 ft,,98-89,,
5:54.0,Offensive rebound by K. Towns,,98-89,,
5:54.0,K. Towns makes 2-pt shot from 1 ft,2,100-89,,
5:54.0,Shooting foul by K. O'Quinn (drawn by K. Towns),,100-89,,
5:54.0,,,100-89,,E. Kanter enters the game for C. Lee
5:54.0,,,100-89,,F. Ntilikina enters the game for K. O'Quinn
5:54.0,K. Towns makes free throw 1 of 1,1,101-89,,
5:36.0,,,101-91,2,T. Burke makes 2-pt shot from 1 ft (assist by F. Ntilikina)
5:12.0,A. Wiggins misses 3-pt shot from 27 ft,,101-91,,
5:10.0,,,101-91,,Defensive rebound by M. Beasley
5:01.0,,,101-91,,M. Beasley misses 3-pt shot from 26 ft
4:57.0,Defensive rebound by K. Towns,,101-91,,
4:46.0,J. Teague misses 2-pt shot from 2 ft,,101-91,,
4:44.0,,,101-91,,Defensive rebound by E. Kanter
4:41.0,,,101-93,2,T. Burke makes 2-pt shot from 11 ft (assist by T. Hardaway)
4:39.0,Minnesota full timeout,,101-93,,
4:26.0,K. Towns misses 2-pt shot from 22 ft,,101-93,,
4:24.0,,,101-93,,Defensive rebound by M. Beasley
4:12.0,,,101-96,3,T. Hardaway makes 3-pt shot from 23 ft (assist by T. Burke)
3:48.0,A. Wiggins makes 2-pt shot from 3 ft (assist by K. Towns),2,103-96,,
3:35.0,,,103-96,,T. Hardaway misses 2-pt shot from 17 ft
3:33.0,Defensive rebound by A. Wiggins,,103-96,,
3:16.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague),2,105-96,,
3:16.0,,,105-96,,New York full timeout
3:04.0,,,105-96,,F. Ntilikina misses 3-pt shot from 23 ft
3:01.0,Defensive rebound by A. Wiggins,,105-96,,
2:41.0,T. Gibson misses 2-pt shot from 18 ft,,105-96,,
2:40.0,,,105-96,,Defensive rebound by Team
2:40.0,Loose ball foul by K. Towns (drawn by E. Kanter),,105-96,,
2:30.0,Violation by A. Wiggins (kicked ball),,105-96,,
2:17.0,,,105-96,,Turnover by T. Hardaway (lost ball; steal by A. Wiggins)
2:17.0,,,105-96,,Personal foul by T. Hardaway (drawn by A. Wiggins)
2:03.0,K. Towns misses 2-pt shot from 8 ft,,105-96,,
2:01.0,,,105-96,,Defensive rebound by M. Beasley
