time,Milwaukee,pts.away,score,pts.home,Philadelphia
8:14.0,Turnover by J. Parker (bad pass),,77-109,,
7:52.0,,,77-111,2,D. Saric makes 2-pt shot from 3 ft
7:52.0,Milwaukee full timeout,,77-111,,
7:52.0,T. Maker enters the game for J. Parker,,77-111,,
7:52.0,T. Snell enters the game for M. Brogdon,,77-111,,
7:52.0,,,77-111,,F. Korkmaz enters the game for D. Saric
7:38.0,B. Jennings misses 3-pt shot from 25 ft,,77-111,,
7:33.0,Offensive rebound by T. Zeller,,77-111,,
7:32.0,T. Zeller makes 2-pt shot from 3 ft,2,79-111,,
7:14.0,,,79-113,2,R. Holmes makes 2-pt shot at rim (assist by T. McConnell)
7:07.0,S. Brown makes 2-pt shot from 1 ft (assist by B. Jennings),2,81-113,,
6:55.0,,,81-113,,F. Korkmaz misses 3-pt shot from 26 ft
6:53.0,Defensive rebound by T. Zeller,,81-113,,
6:49.0,B. Jennings makes 2-pt shot from 2 ft,2,83-113,,
6:49.0,Shooting foul by F. Korkmaz (drawn by B. Jennings),,83-113,,
6:49.0,B. Jennings makes free throw 1 of 1,1,84-113,,
6:32.0,,,84-113,,Turnover by J. Anderson (palming)
6:18.0,,,84-113,,Personal foul by R. Holmes (drawn by T. Maker)
6:07.0,S. Brown misses 2-pt shot from 18 ft,,84-113,,
6:05.0,,,84-113,,Defensive rebound by M. Fultz
5:57.0,,,84-113,,T. McConnell misses 2-pt shot from 11 ft
5:54.0,Defensive rebound by T. Maker,,84-113,,
5:46.0,T. Maker misses 3-pt shot from 26 ft,,84-113,,
5:43.0,,,84-113,,Defensive rebound by M. Fultz
5:39.0,,,84-115,2,R. Holmes makes 2-pt shot at rim (assist by M. Fultz)
5:25.0,S. Brown misses 2-pt shot from 14 ft,,84-115,,
5:21.0,Offensive rebound by S. Brown,,84-115,,
5:21.0,Turnover by S. Brown (bad pass; steal by T. McConnell),,84-115,,
5:17.0,,,84-117,2,T. McConnell makes 2-pt shot from 1 ft (assist by F. Korkmaz)
5:00.0,T. Zeller makes 2-pt shot from 1 ft (assist by B. Jennings),2,86-117,,
4:38.0,,,86-120,3,J. Anderson makes 3-pt shot from 25 ft (assist by T. McConnell)
4:23.0,Turnover by B. Jennings (bad pass; steal by J. Anderson),,86-120,,
4:19.0,,,86-122,2,M. Fultz makes 2-pt shot at rim
4:19.0,Milwaukee full timeout,,86-122,,
4:00.0,T. Snell misses 2-pt shot from 13 ft,,86-122,,
3:57.0,,,86-122,,Defensive rebound by T. McConnell
3:37.0,,,86-122,,F. Korkmaz misses 2-pt shot from 9 ft
3:33.0,,,86-122,,Offensive rebound by M. Fultz
3:26.0,,,86-124,2,M. Fultz makes 2-pt shot from 3 ft
3:12.0,B. Jennings makes 2-pt shot from 19 ft,2,88-124,,
2:55.0,,,88-126,2,R. Holmes makes 2-pt shot from 2 ft (assist by M. Fultz)
2:36.0,Turnover by B. Jennings (bad pass; steal by R. Holmes),,88-126,,
2:31.0,,,88-128,2,T. McConnell makes 2-pt shot from 2 ft (assist by M. Fultz)
2:20.0,B. Jennings misses 3-pt shot from 25 ft,,88-128,,
2:18.0,,,88-128,,Defensive rebound by R. Holmes
2:03.0,,,88-128,,R. Holmes misses 2-pt shot from 3 ft
2:01.0,Defensive rebound by S. Brown,,88-128,,
1:54.0,S. Brown misses 2-pt shot from 4 ft (block by R. Holmes),,88-128,,
1:54.0,Offensive rebound by Team,,88-128,,
1:42.0,T. Snell makes 2-pt shot from 1 ft,2,90-128,,
1:28.0,,,90-128,,J. Anderson misses 3-pt shot from 25 ft
1:22.0,,,90-128,,Offensive rebound by T. McConnell
1:20.0,,,90-130,2,R. Holmes makes 2-pt shot from 1 ft (assist by M. Fultz)
1:12.0,B. Jennings misses 2-pt shot from 2 ft,,90-130,,
1:12.0,,,90-130,,Defensive rebound by M. Fultz
1:12.0,Loose ball foul by T. Maker (drawn by M. Fultz),,90-130,,
0:54.0,,,90-130,,J. Anderson misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by Team,,90-130,,
0:54.0,,,90-130,,Loose ball foul by F. Korkmaz (drawn by S. Brown)
0:46.0,T. Zeller makes 2-pt shot from 2 ft (assist by B. Jennings),2,92-130,,
0:25.0,,,92-130,,M. Fultz misses 2-pt shot from 13 ft (block by T. Snell)
0:25.0,Defensive rebound by T. Snell,,92-130,,
0:18.0,T. Maker makes 2-pt shot from 5 ft (assist by T. Snell),2,94-130,,
0:18.0,Shooting foul by F. Korkmaz (drawn by T. Maker),,94-130,,
0:18.0,T. Maker makes free throw 1 of 1,1,95-130,,
