time,Golden State,pts.away,score,pts.home,Portland
6:16.0,,,11-21,2,D. Lillard makes 2-pt shot from 17 ft
6:06.0,,,11-21,,Personal foul by D. Lillard (drawn by S. Curry)
6:06.0,J. McGee enters the game for Z. Pachulia,,11-21,,
6:04.0,Turnover by S. Curry (lost ball; steal by D. Lillard),,11-21,,
5:57.0,,,11-21,,C. McCollum misses 3-pt shot from 25 ft
5:57.0,,,11-21,,Offensive rebound by A. Aminu
5:57.0,,,11-23,2,A. Aminu makes 2-pt shot at rim
5:57.0,Violation by J. McGee (def goaltending),,11-23,,
5:42.0,K. Durant makes 2-pt shot from 4 ft (assist by D. Green),2,13-23,,
5:42.0,Shooting foul by M. Harkless (drawn by K. Durant),,13-23,,
5:42.0,K. Durant makes free throw 1 of 1,1,14-23,,
5:24.0,,,14-23,,Shooting foul by J. McGee (drawn by J. Nurkic)
5:24.0,,,14-23,,J. Nurkic misses free throw 1 of 2
5:24.0,,,14-23,,Offensive rebound by Team
5:24.0,,,14-24,1,J. Nurkic makes free throw 2 of 2
5:16.0,S. Curry misses 3-pt shot from 24 ft,,14-24,,
5:13.0,,,14-24,,Defensive rebound by J. Nurkic
5:04.0,,,14-24,,Turnover by D. Lillard (bad pass; steal by S. Curry)
4:59.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,16-24,,
4:40.0,,,16-27,3,M. Harkless makes 3-pt shot from 23 ft (assist by D. Lillard)
4:24.0,Turnover by K. Durant (bad pass; steal by J. Nurkic),,16-27,,
4:18.0,,,16-27,,Shooting foul by K. Thompson (drawn by D. Lillard)
4:18.0,,,16-28,1,D. Lillard makes free throw 1 of 2
4:18.0,,,16-28,,E. Turner enters the game for C. McCollum
4:18.0,,,16-28,,P. Connaughton enters the game for M. Harkless
4:18.0,N. Young enters the game for K. Thompson,,16-28,,
4:18.0,A. Iguodala enters the game for D. Green,,16-28,,
4:18.0,,,16-29,1,D. Lillard makes free throw 2 of 2
3:58.0,N. Young misses 3-pt shot from 25 ft,,16-29,,
3:55.0,,,16-29,,Defensive rebound by E. Turner
3:49.0,,,16-29,,D. Lillard misses 3-pt shot from 28 ft
3:49.0,Defensive rebound by J. McGee,,16-29,,
3:35.0,K. Durant misses 3-pt shot from 24 ft,,16-29,,
3:35.0,,,16-29,,Defensive rebound by Team
3:29.0,,,16-29,,J. Nurkic misses 2-pt shot from 21 ft
3:29.0,Defensive rebound by K. Durant,,16-29,,
3:17.0,Turnover by S. Curry (traveling),,16-29,,
3:17.0,,,16-29,,E. Davis enters the game for J. Nurkic
2:59.0,,,16-31,2,E. Turner makes 2-pt shot from 13 ft
2:48.0,S. Curry misses 2-pt shot from 5 ft,,16-31,,
2:45.0,,,16-31,,Defensive rebound by E. Davis
2:41.0,,,16-31,,Turnover by D. Lillard (bad pass)
2:41.0,,,16-31,,Portland full timeout
2:33.0,,,16-31,,Violation by A. Aminu (kicked ball)
2:24.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant),2,18-31,,
2:09.0,,,18-33,2,P. Connaughton makes 2-pt shot from 1 ft (assist by D. Lillard)
1:55.0,K. Durant misses 3-pt shot from 26 ft,,18-33,,
1:54.0,,,18-33,,Defensive rebound by E. Turner
1:49.0,,,18-35,2,D. Lillard makes 2-pt shot at rim
1:49.0,,,18-35,,Shooting foul by A. Iguodala (drawn by D. Lillard)
1:49.0,,,18-36,1,D. Lillard makes free throw 1 of 1
1:41.0,Turnover by S. Curry (bad pass; steal by E. Davis),,18-36,,
1:30.0,,,18-38,2,D. Lillard makes 2-pt shot at rim
1:11.0,K. Durant makes 3-pt shot from 24 ft (assist by S. Curry),3,21-38,,
1:03.0,,,21-40,2,E. Turner makes 2-pt shot from 2 ft
0:51.0,S. Curry misses 2-pt shot from 2 ft,,21-40,,
0:50.0,,,21-40,,Defensive rebound by A. Aminu
0:45.0,,,21-40,,D. Lillard misses 3-pt shot from 26 ft
0:42.0,Defensive rebound by K. Durant,,21-40,,
0:34.0,K. Durant misses 3-pt shot from 25 ft,,21-40,,
0:31.0,,,21-40,,Defensive rebound by P. Connaughton
0:13.0,,,21-40,,Turnover by D. Lillard (bad pass; steal by J. McGee)
0:06.0,,,21-40,,Technical foul by E. Turner (drawn by K. Durant)
0:06.0,K. Durant makes flagrant free throw 1 of 2,1,22-40,,
0:06.0,K. Durant makes flagrant free throw 2 of 2,1,23-40,,
0:06.0,,,23-40,,S. Napier enters the game for D. Lillard
0:06.0,K. Thompson enters the game for J. McGee,,23-40,,
0:06.0,D. Green enters the game for N. Young,,23-40,,
0:03.0,K. Durant makes 2-pt shot from 15 ft (assist by D. Green),2,25-40,,
0:00.0,,,25-40,,Turnover by E. Turner (lost ball; steal by S. Curry)
0:00.0,S. Curry makes 2-pt shot from 2 ft,2,27-40,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,K. Thompson misses 2-pt shot from 17 ft,,27-40,,
11:40.0,,,27-40,,Defensive rebound by S. Napier
11:37.0,,,27-42,2,C. McCollum makes 2-pt shot from 16 ft
11:14.0,S. Livingston makes 2-pt shot from 15 ft (assist by D. West),2,29-42,,
10:55.0,,,29-42,,Turnover by Z. Collins (turnover)
10:39.0,K. Thompson misses 2-pt shot from 15 ft,,29-42,,
10:37.0,,,29-42,,Defensive rebound by E. Turner
10:30.0,Personal foul by S. Livingston (drawn by S. Napier),,29-42,,
10:23.0,,,29-42,,C. McCollum misses 2-pt shot from 16 ft
10:22.0,,,29-42,,Offensive rebound by C. McCollum
10:19.0,,,29-44,2,C. McCollum makes 2-pt shot from 7 ft
10:06.0,Shooting foul by Z. Collins (drawn by D. Green),,29-44,,
10:06.0,D. Green makes free throw 1 of 2,1,30-44,,
10:06.0,D. Green makes free throw 2 of 2,1,31-44,,
9:47.0,,,31-44,,S. Napier misses 3-pt shot from 30 ft
9:42.0,Defensive rebound by D. West,,31-44,,
9:35.0,S. Livingston misses 2-pt shot from 14 ft,,31-44,,
9:34.0,,,31-44,,Defensive rebound by Team
9:34.0,Loose ball foul by S. Livingston (drawn by S. Napier),,31-44,,
9:21.0,,,31-44,,E. Turner misses 2-pt shot from 11 ft
9:19.0,Defensive rebound by K. Thompson,,31-44,,
9:08.0,D. West misses 2-pt shot from 20 ft,,31-44,,
9:05.0,,,31-44,,Defensive rebound by C. McCollum
8:55.0,,,31-44,,C. McCollum misses 2-pt shot from 2 ft (block by D. Green)
8:53.0,Defensive rebound by K. Thompson,,31-44,,
8:50.0,K. Thompson makes 3-pt shot from 28 ft,3,34-44,,
8:30.0,,,34-44,,Turnover by E. Turner (bad pass; steal by D. Green)
8:25.0,K. Thompson misses 3-pt shot from 25 ft,,34-44,,
8:25.0,,,34-44,,Defensive rebound by Z. Collins
8:18.0,Personal foul by D. West (drawn by E. Davis),,34-44,,
8:06.0,,,34-44,,S. Napier misses 3-pt shot from 25 ft
8:05.0,Defensive rebound by K. Thompson,,34-44,,
8:04.0,S. Livingston makes 2-pt shot from 1 ft (assist by K. Thompson),2,36-44,,
8:04.0,,,36-44,,Portland full timeout
8:04.0,,,36-44,,J. Nurkic enters the game for E. Turner
8:04.0,,,36-44,,D. Lillard enters the game for E. Davis
7:45.0,,,36-44,,S. Napier misses 2-pt shot from 18 ft
7:45.0,Defensive rebound by Team,,36-44,,
7:45.0,,,36-44,,Loose ball foul by J. Nurkic (drawn by D. West)
7:29.0,K. Thompson misses 2-pt shot from 2 ft,,36-44,,
7:27.0,,,36-44,,Defensive rebound by J. Nurkic
7:17.0,,,36-46,2,S. Napier makes 2-pt shot from 14 ft (assist by Z. Collins)
6:48.0,D. Green misses 3-pt shot from 24 ft,,36-46,,
6:46.0,,,36-46,,Defensive rebound by D. Lillard
6:33.0,,,36-49,3,Z. Collins makes 3-pt shot from 24 ft (assist by D. Lillard)
6:21.0,Turnover by S. Livingston (step out of bounds),,36-49,,
6:12.0,,,36-51,2,J. Nurkic makes 2-pt shot at rim (assist by D. Lillard)
5:53.0,D. West makes 2-pt shot from 20 ft,2,38-51,,
5:41.0,,,38-53,2,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard)
5:40.0,Golden State full timeout,,38-53,,
5:40.0,,,38-53,,A. Aminu enters the game for Z. Collins
5:40.0,K. Durant enters the game for A. Iguodala,,38-53,,
5:40.0,S. Curry enters the game for K. Thompson,,38-53,,
5:40.0,O. Casspi enters the game for D. Green,,38-53,,
5:23.0,S. Curry misses 2-pt shot from 2 ft,,38-53,,
5:20.0,Offensive rebound by D. West,,38-53,,
5:20.0,D. West makes 2-pt shot at rim,2,40-53,,
5:00.0,,,40-53,,D. Lillard misses 3-pt shot from 24 ft
4:57.0,,,40-53,,Offensive rebound by S. Napier
4:52.0,,,40-56,3,S. Napier makes 3-pt shot from 25 ft
4:35.0,S. Curry misses 3-pt shot from 22 ft,,40-56,,
4:33.0,,,40-56,,Defensive rebound by A. Aminu
4:20.0,,,40-56,,C. McCollum misses 2-pt shot from 15 ft
4:15.0,Defensive rebound by S. Curry,,40-56,,
4:11.0,O. Casspi misses 2-pt shot from 1 ft,,40-56,,
4:11.0,Offensive rebound by S. Livingston,,40-56,,
4:11.0,S. Livingston misses 2-pt shot at rim,,40-56,,
4:11.0,,,40-56,,Defensive rebound by J. Nurkic
4:11.0,Personal foul by O. Casspi (drawn by J. Nurkic),,40-56,,
3:47.0,,,40-56,,Turnover by C. McCollum (lost ball; steal by S. Curry)
3:37.0,O. Casspi misses 2-pt shot from 2 ft,,40-56,,
3:33.0,,,40-56,,Defensive rebound by A. Aminu
3:24.0,K. Thompson enters the game for D. West,,40-56,,
3:24.0,D. Green enters the game for S. Livingston,,40-56,,
3:19.0,,,40-58,2,C. McCollum makes 2-pt shot from 2 ft
3:19.0,,,40-58,,Shooting foul by K. Durant (drawn by C. McCollum)
3:19.0,,,40-59,1,C. McCollum makes free throw 1 of 1
3:13.0,,,40-59,,Personal foul by A. Aminu (drawn by D. Green)
3:13.0,A. Iguodala enters the game for O. Casspi,,40-59,,
3:02.0,D. Green makes 2-pt shot from 2 ft (assist by K. Durant),2,42-59,,
2:48.0,,,42-59,,J. Nurkic misses 2-pt shot from 6 ft
2:44.0,Defensive rebound by A. Iguodala,,42-59,,
2:36.0,,,42-59,,Personal foul by D. Lillard (drawn by K. Thompson)
2:31.0,K. Durant makes 2-pt shot from 17 ft,2,44-59,,
2:15.0,,,44-61,2,D. Lillard makes 2-pt shot at rim (assist by J. Nurkic)
2:05.0,S. Curry makes 3-pt shot from 24 ft,3,47-61,,
1:56.0,,,47-61,,Turnover by D. Lillard (bad pass)
1:38.0,K. Durant misses 3-pt shot from 24 ft,,47-61,,
1:34.0,Offensive rebound by D. Green,,47-61,,
1:33.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,49-61,,
1:15.0,,,49-63,2,C. McCollum makes 2-pt shot from 20 ft
0:50.0,K. Durant makes 2-pt shot from 2 ft,2,51-63,,
0:32.0,,,51-63,,D. Lillard misses 2-pt shot from 16 ft
0:30.0,,,51-63,,Offensive rebound by A. Aminu
0:26.0,,,51-63,,S. Napier misses 3-pt shot from 23 ft
0:21.0,Defensive rebound by A. Iguodala,,51-63,,
0:05.0,K. Durant misses 3-pt shot from 24 ft,,51-63,,
0:02.0,,,51-63,,Defensive rebound by A. Aminu
0:00.0,,,51-63,,S. Napier misses 3-pt shot from 22 ft
0:00.0,,,51-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant),3,54-63,,
11:24.0,,,54-65,2,C. McCollum makes 2-pt shot from 17 ft
11:10.0,,,54-65,,Personal foul by C. McCollum (drawn by K. Thompson)
11:06.0,D. Green makes 2-pt shot from 1 ft,2,56-65,,
11:06.0,Shooting foul by J. Nurkic (drawn by D. Green),,56-65,,
11:06.0,D. Green makes free throw 1 of 1,1,57-65,,
10:44.0,,,57-67,2,J. Nurkic makes 2-pt shot from 4 ft
10:29.0,Turnover by K. Durant (bad pass; steal by M. Harkless),,57-67,,
10:24.0,,,57-67,,Turnover by A. Aminu (lost ball; steal by N. Young)
10:21.0,K. Durant makes 2-pt shot at rim (assist by K. Thompson),2,59-67,,
10:21.0,Shooting foul by C. McCollum (drawn by K. Durant),,59-67,,
10:21.0,K. Durant makes free throw 1 of 1,1,60-67,,
10:04.0,,,60-70,3,D. Lillard makes 3-pt shot from 25 ft
9:53.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Curry),3,63-70,,
9:42.0,,,63-70,,D. Lillard misses 2-pt shot from 21 ft
9:38.0,Defensive rebound by N. Young,,63-70,,
9:34.0,D. Green misses 2-pt shot from 2 ft,,63-70,,
9:31.0,,,63-70,,Defensive rebound by A. Aminu
9:24.0,,,63-70,,Turnover by M. Harkless (lost ball; steal by D. Green)
9:20.0,S. Curry misses 3-pt shot from 25 ft,,63-70,,
9:17.0,,,63-70,,Defensive rebound by A. Aminu
9:04.0,,,63-70,,C. McCollum misses 3-pt shot from 22 ft
9:00.0,Defensive rebound by D. Green,,63-70,,
8:55.0,K. Durant makes 3-pt shot from 26 ft,3,66-70,,
8:55.0,Shooting foul by J. Nurkic (drawn by K. Durant),,66-70,,
8:55.0,,,66-70,,S. Napier enters the game for J. Nurkic
8:55.0,K. Durant makes free throw 1 of 1,1,67-70,,
8:32.0,,,67-72,2,C. McCollum makes 2-pt shot from 15 ft
8:14.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,69-72,,
7:59.0,,,69-74,2,D. Lillard makes 2-pt shot from 1 ft (assist by M. Harkless)
7:53.0,K. Durant makes 3-pt shot from 28 ft,3,72-74,,
7:53.0,Shooting foul by M. Harkless (drawn by K. Durant),,72-74,,
7:53.0,K. Durant makes free throw 1 of 1,1,73-74,,
7:40.0,,,73-74,,Shooting foul by D. Green (drawn by D. Lillard)
7:40.0,,,73-75,1,D. Lillard makes free throw 1 of 2
7:40.0,,,73-76,1,D. Lillard makes free throw 2 of 2
7:27.0,Turnover by N. Young (lost ball; steal by D. Lillard),,73-76,,
7:22.0,,,73-79,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
7:08.0,S. Curry makes 2-pt shot from 1 ft,2,75-79,,
6:53.0,,,75-82,3,S. Napier makes 3-pt shot from 24 ft (assist by A. Aminu)
6:32.0,S. Curry makes 2-pt shot at rim (assist by K. Durant),2,77-82,,
6:20.0,,,77-82,,M. Harkless misses 3-pt shot from 22 ft
6:19.0,Defensive rebound by D. Green,,77-82,,
6:07.0,N. Young misses 3-pt shot from 23 ft,,77-82,,
6:04.0,,,77-82,,Defensive rebound by C. McCollum
5:58.0,,,77-82,,C. McCollum misses 2-pt shot from 4 ft
5:56.0,Defensive rebound by K. Durant,,77-82,,
5:50.0,Turnover by K. Durant (lost ball; steal by A. Aminu),,77-82,,
5:45.0,,,77-82,,S. Napier misses 3-pt shot from 24 ft
5:43.0,Defensive rebound by D. Green,,77-82,,
5:40.0,Golden State full timeout,,77-82,,
5:40.0,A. Iguodala enters the game for N. Young,,77-82,,
5:40.0,K. Looney enters the game for D. Green,,77-82,,
5:31.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,80-82,,
5:02.0,,,80-82,,A. Aminu misses 3-pt shot from 27 ft
5:01.0,,,80-82,,Offensive rebound by Team
5:01.0,Loose ball foul by S. Curry (drawn by M. Harkless),,80-82,,
5:01.0,,,80-82,,E. Davis enters the game for M. Harkless
4:54.0,,,80-84,2,D. Lillard makes 2-pt shot from 1 ft
4:34.0,K. Durant misses 2-pt shot from 13 ft,,80-84,,
4:30.0,Offensive rebound by S. Curry,,80-84,,
4:28.0,S. Curry misses 3-pt shot from 23 ft,,80-84,,
4:26.0,,,80-84,,Defensive rebound by D. Lillard
4:19.0,Personal foul by S. Curry (drawn by D. Lillard),,80-84,,
4:10.0,,,80-86,2,C. McCollum makes 2-pt shot from 15 ft
3:58.0,Turnover by S. Curry (bad pass),,80-86,,
3:45.0,,,80-88,2,D. Lillard makes 2-pt shot from 20 ft (assist by A. Aminu)
3:30.0,,,80-88,,Personal foul by S. Napier (drawn by K. Durant)
3:30.0,K. Durant makes free throw 1 of 2,1,81-88,,
3:30.0,,,81-88,,E. Turner enters the game for C. McCollum
3:30.0,S. Livingston enters the game for K. Thompson,,81-88,,
3:30.0,K. Durant makes free throw 2 of 2,1,82-88,,
3:06.0,,,82-88,,Turnover by Team (shot clock)
2:50.0,Offensive foul by S. Curry (drawn by S. Napier),,82-88,,
2:50.0,Turnover by S. Curry (offensive foul),,82-88,,
2:50.0,,,82-88,,Portland full timeout
2:50.0,N. Young enters the game for K. Looney,,82-88,,
2:50.0,D. Green enters the game for S. Curry,,82-88,,
2:27.0,,,82-90,2,D. Lillard makes 2-pt shot from 3 ft
2:09.0,K. Durant makes 2-pt shot from 19 ft (assist by D. Green),2,84-90,,
1:51.0,,,84-90,,D. Lillard misses 3-pt shot from 28 ft
1:48.0,Defensive rebound by S. Livingston,,84-90,,
1:36.0,D. Green makes 3-pt shot from 24 ft (assist by S. Livingston),3,87-90,,
1:15.0,,,87-90,,S. Napier misses 3-pt shot from 26 ft
1:13.0,,,87-90,,Offensive rebound by E. Davis
1:11.0,,,87-90,,E. Davis misses 2-pt shot at rim (block by K. Durant)
1:11.0,,,87-90,,Offensive rebound by E. Davis
1:10.0,,,87-90,,P. Connaughton enters the game for S. Napier
0:55.0,,,87-90,,D. Lillard misses 2-pt shot from 7 ft
0:53.0,Defensive rebound by N. Young,,87-90,,
0:48.0,K. Durant misses 3-pt shot from 25 ft,,87-90,,
0:45.0,,,87-90,,Defensive rebound by E. Turner
0:32.0,,,87-90,,Shooting foul by D. Green (drawn by D. Lillard)
0:32.0,,,87-91,1,D. Lillard makes free throw 1 of 2
0:32.0,,,87-92,1,D. Lillard makes free throw 2 of 2
0:11.0,D. Green misses 2-pt shot from 2 ft,,87-92,,
0:08.0,,,87-92,,Defensive rebound by D. Lillard
0:00.0,,,87-92,,Turnover by A. Aminu (step out of bounds)
0:00.0,K. Durant misses 3-pt shot from 56 ft,,87-92,,
0:00.0,Offensive rebound by Team,,87-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,87-92,,C. McCollum misses 3-pt shot from 24 ft
11:37.0,Defensive rebound by D. West,,87-92,,
11:25.0,K. Thompson misses 2-pt shot from 16 ft,,87-92,,
11:23.0,,,87-92,,Defensive rebound by E. Davis
11:17.0,Personal foul by A. Iguodala (drawn by E. Turner),,87-92,,
11:17.0,,,87-92,,J. Nurkic enters the game for E. Davis
11:08.0,,,87-92,,J. Nurkic misses 2-pt shot from 1 ft (block by D. West)
11:06.0,Defensive rebound by D. Green,,87-92,,
10:54.0,D. Green misses 2-pt shot from 12 ft,,87-92,,
10:51.0,,,87-92,,Defensive rebound by E. Turner
10:47.0,,,87-92,,M. Harkless misses 2-pt shot at rim
10:44.0,Defensive rebound by D. Green,,87-92,,
10:38.0,Turnover by S. Livingston (bad pass; steal by E. Turner),,87-92,,
10:34.0,,,87-94,2,P. Connaughton makes 2-pt shot from 1 ft (assist by E. Turner)
10:34.0,Golden State full timeout,,87-94,,
10:21.0,D. West misses 2-pt shot from 18 ft,,87-94,,
10:18.0,,,87-94,,Defensive rebound by M. Harkless
9:54.0,,,87-94,,E. Turner misses 2-pt shot from 11 ft
9:52.0,,,87-94,,Offensive rebound by J. Nurkic
9:48.0,,,87-94,,C. McCollum misses 3-pt shot from 28 ft
9:47.0,,,87-94,,Offensive rebound by J. Nurkic
9:47.0,,,87-94,,Shooting foul by D. West (drawn by J. Nurkic)
9:47.0,,,87-95,1,J. Nurkic makes free throw 1 of 2
9:47.0,,,87-95,,J. Nurkic misses free throw 2 of 2
9:45.0,Defensive rebound by D. West,,87-95,,
9:30.0,K. Thompson misses 3-pt shot from 25 ft,,87-95,,
9:27.0,,,87-95,,Defensive rebound by Team
9:13.0,,,87-95,,E. Turner misses 2-pt shot from 13 ft (block by D. Green)
9:09.0,Defensive rebound by A. Iguodala,,87-95,,
9:04.0,S. Livingston makes 2-pt shot from 15 ft,2,89-95,,
8:49.0,,,89-95,,C. McCollum misses 2-pt shot from 1 ft
8:47.0,,,89-95,,Offensive rebound by M. Harkless
8:45.0,,,89-97,2,J. Nurkic makes 2-pt shot from 1 ft (assist by M. Harkless)
8:33.0,K. Thompson makes 2-pt shot from 18 ft,2,91-97,,
8:18.0,,,91-99,2,C. McCollum makes 2-pt shot from 18 ft (assist by J. Nurkic)
8:00.0,D. West makes 2-pt shot from 5 ft (assist by D. Green),2,93-99,,
7:44.0,,,93-99,,C. McCollum misses 2-pt shot from 13 ft
7:41.0,Defensive rebound by D. Green,,93-99,,
7:37.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,96-99,,
7:36.0,,,96-99,,Portland full timeout
7:36.0,,,96-99,,D. Lillard enters the game for P. Connaughton
7:36.0,K. Durant enters the game for A. Iguodala,,96-99,,
7:36.0,S. Curry enters the game for S. Livingston,,96-99,,
7:19.0,,,96-99,,J. Nurkic misses 2-pt shot at rim
7:16.0,Defensive rebound by D. West,,96-99,,
7:10.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,99-99,,
6:50.0,,,99-101,2,C. McCollum makes 2-pt shot from 14 ft (assist by D. Lillard)
6:50.0,,,99-101,,Shooting foul by D. West (drawn by C. McCollum)
6:50.0,,,99-102,1,C. McCollum makes free throw 1 of 1
6:41.0,Shooting foul by C. McCollum (drawn by K. Thompson),,99-102,,
6:41.0,K. Thompson makes free throw 1 of 2,1,100-102,,
6:41.0,N. Young enters the game for D. West,,100-102,,
6:41.0,K. Thompson makes free throw 2 of 2,1,101-102,,
6:26.0,Loose ball foul by D. Green (drawn by J. Nurkic),,101-102,,
6:26.0,,,101-102,,A. Aminu enters the game for E. Turner
6:19.0,,,101-102,,Shooting foul by D. Green (drawn by D. Lillard)
6:19.0,,,101-103,1,D. Lillard makes free throw 1 of 2
6:19.0,,,101-104,1,D. Lillard makes free throw 2 of 2
6:09.0,N. Young misses 3-pt shot from 22 ft,,101-104,,
6:05.0,,,101-104,,Defensive rebound by J. Nurkic
5:53.0,,,101-106,2,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Lillard)
5:37.0,S. Curry misses 3-pt shot from 23 ft,,101-106,,
5:35.0,,,101-106,,Defensive rebound by J. Nurkic
5:24.0,,,101-106,,M. Harkless misses 2-pt shot from 2 ft (block by D. Green)
5:22.0,Defensive rebound by K. Durant,,101-106,,
5:20.0,Offensive foul by S. Curry (drawn by A. Aminu),,101-106,,
5:20.0,Turnover by S. Curry (offensive foul),,101-106,,
5:05.0,,,101-109,3,D. Lillard makes 3-pt shot from 25 ft
5:03.0,Golden State full timeout,,101-109,,
5:03.0,A. Iguodala enters the game for N. Young,,101-109,,
4:46.0,D. Green misses 3-pt shot from 24 ft,,101-109,,
4:43.0,Offensive rebound by K. Thompson,,101-109,,
4:39.0,K. Durant makes 3-pt shot from 24 ft (assist by A. Iguodala),3,104-109,,
4:24.0,,,104-109,,Shooting foul by A. Iguodala (drawn by J. Nurkic)
4:24.0,,,104-109,,J. Nurkic misses free throw 1 of 2
4:24.0,,,104-109,,Offensive rebound by Team
4:24.0,,,104-110,1,J. Nurkic makes free throw 2 of 2
4:13.0,S. Curry misses 3-pt shot from 25 ft,,104-110,,
4:10.0,,,104-110,,Defensive rebound by A. Aminu
3:53.0,,,104-112,2,D. Lillard makes 2-pt shot from 4 ft
3:41.0,D. Green makes 2-pt shot at rim (assist by K. Durant),2,106-112,,
3:21.0,,,106-114,2,J. Nurkic makes 2-pt shot from 3 ft (assist by C. McCollum)
