time,Detroit,pts.away,score,pts.home,Atlanta
8:41.0,Shooting foul by K. Bazemore (drawn by E. Moreland),,38-31,,
8:41.0,E. Moreland misses free throw 1 of 2,,38-31,,
8:41.0,Offensive rebound by Team,,38-31,,
8:41.0,E. Moreland misses free throw 2 of 2,,38-31,,
8:38.0,,,38-31,,Defensive rebound by J. Collins
8:23.0,,,38-31,,K. Bazemore misses 3-pt shot from 24 ft
8:21.0,,,38-31,,E. Ilyasova enters the game for I. Taylor
8:21.0,Defensive rebound by Team,,38-31,,
8:07.0,Turnover by L. Kennard (bad pass; steal by J. Collins),,38-31,,
7:50.0,,,38-31,,K. Bazemore misses 3-pt shot from 26 ft
7:46.0,,,38-31,,Offensive rebound by E. Ilyasova
7:43.0,,,38-31,,E. Ilyasova misses 3-pt shot from 25 ft
7:38.0,,,38-31,,Offensive rebound by K. Bazemore
7:37.0,,,38-31,,K. Bazemore misses 2-pt shot from 3 ft
7:35.0,Defensive rebound by L. Kennard,,38-31,,
7:18.0,L. Kennard misses 3-pt shot from 23 ft,,38-31,,
7:15.0,,,38-31,,Defensive rebound by D. Schroder
7:02.0,,,38-33,2,J. Collins makes 2-pt shot from 1 ft (assist by E. Ilyasova)
6:53.0,L. Galloway makes 3-pt shot from 25 ft,3,41-33,,
6:28.0,,,41-35,2,E. Ilyasova makes 2-pt shot from 7 ft (assist by D. Schroder)
6:20.0,Detroit full timeout,,41-35,,
6:20.0,,,41-35,,M. Plumlee enters the game for J. Collins
6:20.0,A. Drummond enters the game for L. Galloway,,41-35,,
6:20.0,R. Jackson enters the game for L. Kennard,,41-35,,
6:20.0,A. Bradley enters the game for E. Moreland,,41-35,,
6:07.0,A. Bradley makes 2-pt shot at rim (assist by A. Drummond),2,43-35,,
5:53.0,,,43-35,,Turnover by D. Schroder (bad pass)
5:42.0,Turnover by R. Jackson (bad pass; steal by M. Plumlee),,43-35,,
5:32.0,,,43-37,2,D. Schroder makes 2-pt shot from 15 ft (assist by T. Waller-Prince)
5:15.0,A. Bradley misses 2-pt shot from 20 ft,,43-37,,
5:11.0,,,43-37,,Defensive rebound by K. Bazemore
5:09.0,,,43-40,3,D. Schroder makes 3-pt shot from 24 ft (assist by K. Bazemore)
4:46.0,R. Jackson misses 2-pt shot from 12 ft (block by K. Bazemore),,43-40,,
4:46.0,Offensive rebound by Team,,43-40,,
4:46.0,R. Bullock enters the game for S. Johnson,,43-40,,
4:46.0,T. Harris enters the game for A. Tolliver,,43-40,,
4:36.0,A. Bradley makes 2-pt shot from 10 ft (assist by A. Drummond),2,45-40,,
4:15.0,,,45-40,,Turnover by D. Schroder (bad pass; steal by R. Bullock)
4:14.0,,,45-40,,Personal take foul by D. Schroder (drawn by R. Jackson)
4:07.0,A. Bradley misses 2-pt shot from 13 ft,,45-40,,
4:04.0,,,45-40,,Defensive rebound by T. Waller-Prince
3:58.0,,,45-43,3,K. Bazemore makes 3-pt shot from 25 ft (assist by T. Waller-Prince)
3:49.0,Detroit full timeout,,45-43,,
3:49.0,,,45-43,,M. Belinelli enters the game for K. Bazemore
3:34.0,A. Bradley makes 2-pt shot from 2 ft (assist by A. Drummond),2,47-43,,
3:13.0,,,47-43,,Turnover by E. Ilyasova (traveling)
3:04.0,T. Harris makes 2-pt shot from 14 ft (assist by A. Drummond),2,49-43,,
2:51.0,,,49-45,2,D. Schroder makes 2-pt shot from 17 ft
2:35.0,A. Drummond makes 2-pt shot from 1 ft (assist by A. Bradley),2,51-45,,
2:18.0,,,51-45,,Shooting foul by R. Jackson (drawn by T. Waller-Prince)
2:18.0,,,51-45,,T. Waller-Prince misses free throw 1 of 2
2:18.0,,,51-45,,Offensive rebound by Team
2:18.0,L. Galloway enters the game for R. Jackson,,51-45,,
2:18.0,,,51-46,1,T. Waller-Prince makes free throw 2 of 2
2:06.0,T. Harris misses 2-pt shot from 2 ft,,51-46,,
2:03.0,,,51-46,,Defensive rebound by T. Waller-Prince
1:58.0,,,51-46,,T. Waller-Prince misses 2-pt shot from 3 ft (block by A. Drummond)
1:55.0,Defensive rebound by L. Galloway,,51-46,,
1:52.0,A. Bradley makes 3-pt shot from 24 ft (assist by L. Galloway),3,54-46,,
1:35.0,,,54-46,,D. Schroder misses 2-pt shot from 20 ft
1:32.0,Defensive rebound by A. Drummond,,54-46,,
1:21.0,A. Drummond misses 2-pt shot from 2 ft,,54-46,,
1:18.0,Offensive rebound by A. Drummond,,54-46,,
1:17.0,A. Drummond misses 2-pt shot from 1 ft,,54-46,,
1:17.0,Offensive rebound by A. Drummond,,54-46,,
1:14.0,A. Drummond misses 2-pt shot at rim,,54-46,,
1:14.0,,,54-46,,Defensive rebound by T. Waller-Prince
1:08.0,,,54-46,,T. Waller-Prince misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by A. Drummond,,54-46,,
0:58.0,L. Galloway misses 3-pt shot from 25 ft,,54-46,,
0:58.0,,,54-46,,Defensive rebound by M. Plumlee
0:47.0,,,54-46,,M. Belinelli misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by A. Drummond,,54-46,,
0:33.0,R. Bullock makes 3-pt shot from 24 ft (assist by T. Harris),3,57-46,,
0:16.0,,,57-46,,Turnover by T. Waller-Prince (lost ball; steal by T. Harris)
0:11.0,A. Bradley misses 2-pt shot from 1 ft,,57-46,,
0:09.0,Offensive rebound by L. Galloway,,57-46,,
0:01.0,L. Galloway makes 2-pt shot from 19 ft,2,59-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,A. Bradley makes 2-pt shot from 12 ft (assist by A. Drummond),2,61-46,,
11:21.0,,,61-46,,E. Ilyasova misses 2-pt shot from 7 ft
11:19.0,Defensive rebound by A. Drummond,,61-46,,
11:11.0,R. Jackson makes 2-pt shot from 2 ft,2,63-46,,
10:57.0,,,63-46,,T. Waller-Prince misses 3-pt shot from 25 ft
10:54.0,Defensive rebound by A. Drummond,,63-46,,
10:51.0,Turnover by R. Jackson (bad pass; steal by D. Schroder),,63-46,,
10:42.0,,,63-46,,T. Waller-Prince misses 3-pt shot from 22 ft
10:39.0,Defensive rebound by A. Drummond,,63-46,,
10:28.0,A. Bradley makes 3-pt shot from 25 ft (assist by T. Harris),3,66-46,,
10:17.0,Personal foul by A. Bradley (drawn by D. Schroder),,66-46,,
10:02.0,,,66-48,2,E. Ilyasova makes 2-pt shot from 11 ft (assist by D. Schroder)
9:39.0,A. Drummond misses 2-pt shot from 9 ft,,66-48,,
9:36.0,Shooting foul by K. Bazemore (drawn by A. Drummond),,66-48,,
9:36.0,A. Drummond makes free throw 1 of 2,1,67-48,,
9:36.0,A. Drummond makes free throw 2 of 2,1,68-48,,
9:35.0,Offensive rebound by A. Drummond,,68-48,,
9:21.0,,,68-48,,Shooting foul by R. Bullock (drawn by K. Bazemore)
9:21.0,,,68-49,1,K. Bazemore makes free throw 1 of 2
9:21.0,,,68-50,1,K. Bazemore makes free throw 2 of 2
9:10.0,Shooting foul by D. Schroder (drawn by A. Bradley),,68-50,,
9:10.0,A. Bradley makes free throw 1 of 2,1,69-50,,
9:10.0,A. Bradley makes free throw 2 of 2,1,70-50,,
9:00.0,,,70-50,,T. Waller-Prince misses 3-pt shot from 25 ft
8:57.0,,,70-50,,Offensive rebound by E. Ilyasova
8:48.0,,,70-50,,Turnover by T. Waller-Prince (bad pass)
8:39.0,R. Jackson misses 3-pt shot from 25 ft,,70-50,,
8:35.0,,,70-50,,Defensive rebound by T. Waller-Prince
8:24.0,,,70-50,,D. Schroder misses 3-pt shot from 22 ft
8:20.0,Defensive rebound by T. Harris,,70-50,,
8:05.0,A. Bradley misses 2-pt shot from 22 ft,,70-50,,
8:04.0,,,70-50,,Defensive rebound by Team
8:04.0,,,70-50,,J. Collins enters the game for M. Plumlee
7:51.0,,,70-52,2,E. Ilyasova makes 2-pt shot from 12 ft (assist by D. Schroder)
7:35.0,Shooting foul by T. Waller-Prince (drawn by T. Harris),,70-52,,
7:35.0,T. Harris makes free throw 1 of 2,1,71-52,,
7:35.0,T. Harris makes free throw 2 of 2,1,72-52,,
7:22.0,Personal foul by R. Bullock (drawn by T. Waller-Prince),,72-52,,
7:13.0,,,72-54,2,J. Collins makes 2-pt shot at rim (assist by K. Bazemore)
6:57.0,A. Bradley misses 2-pt shot from 1 ft,,72-54,,
6:54.0,,,72-54,,Defensive rebound by D. Schroder
6:42.0,,,72-54,,Turnover by K. Bazemore (bad pass; steal by A. Bradley)
6:35.0,A. Drummond makes 2-pt shot from 2 ft (assist by R. Jackson),2,74-54,,
6:34.0,,,74-54,,Atlanta full timeout
6:34.0,,,74-54,,M. Delaney enters the game for K. Bazemore
6:34.0,I. Smith enters the game for R. Jackson,,74-54,,
6:24.0,,,74-54,,E. Ilyasova misses 3-pt shot from 24 ft
6:21.0,Defensive rebound by A. Bradley,,74-54,,
6:08.0,R. Bullock makes 2-pt shot from 10 ft (assist by A. Drummond),2,76-54,,
5:54.0,,,76-54,,T. Waller-Prince misses 2-pt shot from 15 ft
5:51.0,Defensive rebound by T. Harris,,76-54,,
5:44.0,Turnover by I. Smith (bad pass),,76-54,,
5:29.0,,,76-54,,M. Delaney misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by I. Smith,,76-54,,
5:19.0,T. Harris misses 3-pt shot from 24 ft,,76-54,,
5:19.0,Offensive rebound by Team,,76-54,,
5:18.0,,,76-54,,Loose ball foul by D. Schroder (drawn by A. Drummond)
5:18.0,,,76-54,,D. Bembry enters the game for T. Waller-Prince
5:02.0,R. Bullock misses 3-pt shot from 23 ft,,76-54,,
4:59.0,,,76-54,,Defensive rebound by J. Collins
4:51.0,,,76-56,2,J. Collins makes 2-pt shot from 1 ft (assist by D. Schroder)
4:39.0,Turnover by A. Drummond (bad pass),,76-56,,
4:27.0,,,76-58,2,E. Ilyasova makes 2-pt shot at rim (assist by D. Schroder)
4:27.0,Detroit full timeout,,76-58,,
4:02.0,A. Drummond misses 2-pt shot from 3 ft,,76-58,,
4:02.0,Offensive rebound by Team,,76-58,,
3:55.0,Turnover by A. Bradley (step out of bounds),,76-58,,
3:42.0,,,76-58,,M. Delaney misses 3-pt shot from 22 ft
3:39.0,Defensive rebound by R. Bullock,,76-58,,
3:29.0,I. Smith misses 2-pt shot from 4 ft,,76-58,,
3:27.0,Offensive rebound by A. Drummond,,76-58,,
3:27.0,A. Drummond misses 2-pt shot from 2 ft,,76-58,,
3:27.0,,,76-58,,Defensive rebound by M. Delaney
3:27.0,Personal foul by I. Smith (drawn by M. Delaney),,76-58,,
3:27.0,L. Galloway enters the game for A. Bradley,,76-58,,
3:09.0,,,76-58,,D. Bembry misses 3-pt shot from 22 ft
3:04.0,,,76-58,,Offensive rebound by J. Collins
2:56.0,,,76-60,2,E. Ilyasova makes 2-pt shot from 3 ft (assist by D. Schroder)
2:56.0,,,76-60,,Shooting foul by L. Galloway (drawn by E. Ilyasova)
2:56.0,E. Moreland enters the game for A. Drummond,,76-60,,
2:56.0,,,76-61,1,E. Ilyasova makes free throw 1 of 1
2:39.0,I. Smith makes 2-pt shot from 13 ft (assist by L. Galloway),2,78-61,,
2:23.0,,,78-61,,D. Schroder misses 2-pt shot from 11 ft
2:20.0,Defensive rebound by E. Moreland,,78-61,,
2:17.0,I. Smith makes 2-pt shot from 1 ft,2,80-61,,
2:17.0,,,80-61,,Atlanta full timeout
2:17.0,,,80-61,,L. Babbitt enters the game for E. Ilyasova
2:17.0,,,80-61,,M. Plumlee enters the game for D. Schroder
2:17.0,,,80-61,,I. Taylor enters the game for J. Collins
2:17.0,,,80-61,,K. Bazemore enters the game for D. Bembry
2:17.0,L. Kennard enters the game for R. Bullock,,80-61,,
2:04.0,Personal foul by T. Harris (drawn by L. Babbitt),,80-61,,
2:04.0,,,80-62,1,L. Babbitt makes free throw 1 of 2
2:04.0,,,80-63,1,L. Babbitt makes free throw 2 of 2
1:50.0,T. Harris misses 3-pt shot from 25 ft,,80-63,,
1:47.0,,,80-63,,Defensive rebound by M. Delaney
1:37.0,Personal foul by L. Kennard (drawn by I. Taylor),,80-63,,
1:37.0,,,80-64,1,I. Taylor makes free throw 1 of 2
1:37.0,,,80-64,,I. Taylor misses free throw 2 of 2
1:34.0,Defensive rebound by E. Moreland,,80-64,,
1:23.0,T. Harris makes 2-pt shot from 14 ft,2,82-64,,
1:07.0,,,82-64,,I. Taylor misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by T. Harris,,82-64,,
0:52.0,L. Galloway makes 3-pt shot from 24 ft (assist by L. Kennard),3,85-64,,
0:37.0,,,85-64,,Offensive charge foul by I. Taylor (drawn by E. Moreland)
0:37.0,,,85-64,,Turnover by I. Taylor (offensive foul)
0:26.0,I. Smith misses 2-pt shot from 21 ft,,85-64,,
0:23.0,,,85-64,,Defensive rebound by M. Plumlee
0:09.0,,,85-64,,K. Bazemore misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by E. Moreland,,85-64,,
0:01.0,I. Smith misses 2-pt shot from 20 ft,,85-64,,
0:01.0,Offensive rebound by Team,,85-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,85-64,,Turnover by M. Plumlee (lost ball; steal by L. Galloway)
11:44.0,L. Kennard misses 2-pt shot from 20 ft,,85-64,,
11:43.0,,,85-64,,Defensive rebound by M. Delaney
11:43.0,Personal foul by E. Moreland (drawn by M. Delaney),,85-64,,
11:32.0,,,85-67,3,L. Babbitt makes 3-pt shot from 25 ft (assist by K. Bazemore)
11:09.0,L. Galloway makes 3-pt shot from 24 ft (assist by R. Jackson),3,88-67,,
10:52.0,,,88-67,,K. Bazemore misses 2-pt shot from 15 ft
10:50.0,Defensive rebound by E. Moreland,,88-67,,
10:46.0,L. Galloway misses 3-pt shot from 24 ft,,88-67,,
10:41.0,Offensive rebound by E. Moreland,,88-67,,
10:32.0,L. Kennard misses 3-pt shot from 25 ft,,88-67,,
10:29.0,,,88-67,,Defensive rebound by K. Bazemore
10:23.0,,,88-67,,Turnover by K. Bazemore (lost ball; steal by L. Kennard)
10:17.0,L. Galloway misses 3-pt shot from 25 ft,,88-67,,
10:13.0,,,88-67,,Defensive rebound by K. Bazemore
10:05.0,Personal foul by L. Galloway (drawn by M. Plumlee),,88-67,,
10:05.0,,,88-67,,T. Dorsey enters the game for M. Delaney
10:05.0,,,88-67,,J. Collins enters the game for M. Plumlee
10:05.0,,,88-67,,D. Bembry enters the game for K. Bazemore
9:54.0,,,88-67,,T. Dorsey misses 3-pt shot from 24 ft
9:49.0,Defensive rebound by E. Moreland,,88-67,,
9:36.0,,,88-67,,Personal foul by J. Collins (drawn by E. Moreland)
9:29.0,Turnover by R. Jackson (bad pass; steal by I. Taylor),,88-67,,
9:24.0,,,88-67,,J. Collins misses 2-pt shot from 1 ft
9:24.0,Defensive rebound by Team,,88-67,,
9:12.0,A. Tolliver misses 3-pt shot from 23 ft,,88-67,,
9:09.0,,,88-67,,Defensive rebound by L. Babbitt
9:05.0,,,88-67,,Shooting foul by L. Kennard (drawn by I. Taylor)
9:05.0,,,88-68,1,I. Taylor makes free throw 1 of 2
9:05.0,,,88-68,,I. Taylor misses free throw 2 of 2
9:02.0,Defensive rebound by E. Moreland,,88-68,,
8:45.0,E. Moreland misses 2-pt shot from 7 ft (block by T. Dorsey),,88-68,,
8:40.0,Offensive rebound by E. Moreland,,88-68,,
8:38.0,E. Moreland misses 2-pt shot from 10 ft (block by J. Collins),,88-68,,
8:33.0,Offensive rebound by A. Tolliver,,88-68,,
8:32.0,L. Galloway misses 3-pt shot from 26 ft,,88-68,,
8:30.0,,,88-68,,Defensive rebound by L. Babbitt
8:22.0,,,88-68,,Turnover by I. Taylor (bad pass; steal by L. Kennard)
8:17.0,R. Jackson misses 2-pt shot from 2 ft,,88-68,,
8:14.0,Offensive rebound by L. Kennard,,88-68,,
8:13.0,L. Kennard makes 2-pt shot from 2 ft,2,90-68,,
7:48.0,,,90-68,,Turnover by T. Dorsey (lost ball; steal by L. Galloway)
7:46.0,Shooting foul by D. Bembry (drawn by L. Kennard),,90-68,,
7:46.0,L. Kennard makes free throw 1 of 2,1,91-68,,
7:46.0,,,91-68,,M. Delaney enters the game for L. Babbitt
7:46.0,,,91-68,,T. Cavanaugh enters the game for I. Taylor
7:46.0,L. Kennard makes free throw 2 of 2,1,92-68,,
7:28.0,,,92-68,,Turnover by M. Delaney (bad pass; steal by E. Moreland)
7:19.0,Turnover by A. Tolliver (bad pass; steal by T. Dorsey),,92-68,,
7:16.0,,,92-68,,Shooting foul by R. Jackson (drawn by J. Collins)
7:16.0,,,92-68,,J. Collins misses free throw 1 of 2
7:16.0,,,92-68,,Offensive rebound by Team
7:16.0,,,92-69,1,J. Collins makes free throw 2 of 2
6:55.0,A. Tolliver misses 3-pt shot from 22 ft,,92-69,,
6:52.0,,,92-69,,Defensive rebound by J. Collins
6:41.0,,,92-71,2,T. Cavanaugh makes 2-pt shot from 20 ft (assist by M. Delaney)
6:25.0,Turnover by L. Galloway (traveling),,92-71,,
6:25.0,,,92-71,,Atlanta full timeout
6:25.0,A. Drummond enters the game for R. Jackson,,92-71,,
6:25.0,S. Johnson enters the game for E. Moreland,,92-71,,
6:02.0,,,92-73,2,J. Collins makes 2-pt shot at rim
5:39.0,L. Kennard misses 3-pt shot from 24 ft,,92-73,,
5:36.0,,,92-73,,Defensive rebound by T. Cavanaugh
5:28.0,,,92-76,3,T. Cavanaugh makes 3-pt shot from 24 ft (assist by M. Delaney)
5:04.0,A. Tolliver makes 3-pt shot from 25 ft (assist by S. Johnson),3,95-76,,
4:53.0,,,95-78,2,M. Delaney makes 2-pt shot from 2 ft (assist by D. Bembry)
4:53.0,,,95-78,,Shooting foul by L. Galloway (drawn by M. Delaney)
4:53.0,,,95-78,,L. Babbitt enters the game for J. Collins
4:53.0,R. Jackson enters the game for L. Kennard,,95-78,,
4:53.0,T. Harris enters the game for L. Galloway,,95-78,,
4:53.0,A. Bradley enters the game for A. Tolliver,,95-78,,
4:53.0,,,95-79,1,M. Delaney makes free throw 1 of 1
4:49.0,Offensive foul by A. Drummond (drawn by L. Babbitt),,95-79,,
4:49.0,Turnover by A. Drummond (offensive foul),,95-79,,
4:25.0,,,95-79,,M. Delaney misses 3-pt shot from 25 ft
4:20.0,Defensive rebound by S. Johnson,,95-79,,
4:04.0,T. Harris makes 2-pt shot from 16 ft,2,97-79,,
