time,Houston,pts.away,score,pts.home,Oklahoma City
1:32.0,,,112-102,1,R. Westbrook makes free throw 1 of 2
1:32.0,C. Capela enters the game for L. Mbah a Moute,,112-102,,
1:32.0,,,112-103,1,R. Westbrook makes free throw 2 of 2
1:11.0,C. Paul misses 2-pt shot from 2 ft,,112-103,,
1:08.0,,,112-103,,Defensive rebound by J. Grant
1:05.0,,,112-103,,P. George misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by P. Tucker,,112-103,,
0:59.0,Houston full timeout,,112-103,,
0:59.0,,,112-103,,C. Brewer enters the game for C. Anthony
0:59.0,E. Gordon enters the game for C. Capela,,112-103,,
0:55.0,,,112-103,,Personal foul by C. Brewer (drawn by T. Ariza)
0:55.0,T. Ariza makes free throw 1 of 2,1,113-103,,
0:55.0,,,113-103,,C. Anthony enters the game for C. Brewer
0:55.0,C. Capela enters the game for E. Gordon,,113-103,,
0:55.0,T. Ariza makes free throw 2 of 2,1,114-103,,
0:55.0,,,114-103,,Oklahoma City full timeout
0:55.0,,,114-103,,C. Brewer enters the game for J. Grant
0:51.0,,,114-105,2,P. George makes 2-pt shot at rim
0:50.0,,,114-105,,Personal take foul by S. Adams (drawn by J. Harden)
0:50.0,J. Harden makes free throw 1 of 2,1,115-105,,
0:50.0,J. Harden makes free throw 2 of 2,1,116-105,,
0:43.0,,,116-108,3,P. George makes 3-pt shot from 26 ft (assist by R. Westbrook)
0:38.0,,,116-108,,Personal block foul by P. George (drawn by J. Harden)
0:38.0,J. Harden makes free throw 1 of 2,1,117-108,,
0:38.0,E. Gordon enters the game for C. Capela,,117-108,,
0:38.0,J. Harden makes free throw 2 of 2,1,118-108,,
0:38.0,,,118-108,,Oklahoma City full timeout
0:36.0,,,118-110,2,R. Westbrook makes 2-pt shot at rim (assist by P. George)
0:33.0,,,118-110,,Personal foul by R. Westbrook (drawn by T. Ariza)
0:33.0,T. Ariza makes free throw 1 of 2,1,119-110,,
0:33.0,T. Ariza makes free throw 2 of 2,1,120-110,,
0:27.0,,,120-110,,C. Anthony misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by C. Paul,,120-110,,
0:20.0,,,120-110,,Personal foul by C. Brewer (drawn by C. Paul)
0:20.0,C. Paul makes free throw 1 of 2,1,121-110,,
0:20.0,C. Paul makes free throw 2 of 2,1,122-110,,
0:17.0,,,122-112,2,R. Westbrook makes 2-pt shot from 1 ft
0:12.0,,,122-112,,Personal foul by C. Brewer (drawn by P. Tucker)
0:12.0,,,122-112,,T. Ferguson enters the game for C. Brewer
0:12.0,P. Tucker misses free throw 1 of 2,,122-112,,
0:12.0,Offensive rebound by Team,,122-112,,
0:12.0,,,122-112,,D. Johnson enters the game for R. Westbrook
0:12.0,,,122-112,,A. Abrines enters the game for C. Anthony
0:12.0,,,122-112,,J. Grant enters the game for S. Adams
0:12.0,,,122-112,,J. Huestis enters the game for P. George
0:12.0,P. Tucker misses free throw 2 of 2,,122-112,,
0:07.0,Offensive rebound by P. Tucker,,122-112,,
