time,San Antonio,pts.away,score,pts.home,Dallas
8:32.0,Turnover by L. Aldridge (out of bounds lost ball),,27-36,,
8:32.0,D. Green enters the game for B. Paul,,27-36,,
8:15.0,,,27-36,,D. Harris misses 2-pt shot from 11 ft
8:11.0,Defensive rebound by L. Aldridge,,27-36,,
8:07.0,K. Leonard makes 3-pt shot from 25 ft (assist by T. Parker),3,30-36,,
8:06.0,,,30-36,,Dallas full timeout
7:44.0,,,30-36,,J. Barea misses 3-pt shot from 25 ft
7:42.0,,,30-36,,Offensive rebound by Team
7:42.0,,,30-36,,Turnover by Team (shot clock)
7:22.0,Turnover by D. Green (bad pass; steal by A. Cleveland),,30-36,,
7:16.0,,,30-36,,D. Harris misses 2-pt shot from 1 ft
7:13.0,,,30-36,,Offensive rebound by D. Harris
7:11.0,,,30-36,,D. Harris misses 2-pt shot at rim (block by D. Green)
7:11.0,Defensive rebound by T. Parker,,30-36,,
7:06.0,,,30-36,,Personal foul by D. Harris (drawn by L. Aldridge)
7:06.0,,,30-36,,W. Matthews enters the game for D. Harris
6:51.0,K. Leonard misses 2-pt shot from 7 ft,,30-36,,
6:50.0,Offensive rebound by L. Aldridge,,30-36,,
6:48.0,L. Aldridge makes 2-pt shot from 1 ft,2,32-36,,
6:39.0,,,32-36,,Turnover by W. Matthews (lost ball; steal by T. Parker)
6:34.0,K. Leonard misses 3-pt shot from 25 ft,,32-36,,
6:29.0,,,32-36,,Defensive rebound by W. Matthews
6:25.0,,,32-36,,D. Nowitzki misses 2-pt shot from 1 ft (block by K. Leonard)
6:25.0,Defensive rebound by Team,,32-36,,
6:25.0,M. Ginobili enters the game for K. Leonard,,32-36,,
6:09.0,T. Parker misses 2-pt shot from 20 ft,,32-36,,
6:05.0,,,32-36,,Defensive rebound by J. Barea
6:02.0,,,32-36,,Shooting foul by P. Gasol (drawn by D. Powell)
6:02.0,,,32-36,,D. Powell misses free throw 1 of 2
6:02.0,,,32-36,,Offensive rebound by Team
6:02.0,,,32-36,,Y. Ferrell enters the game for J. Barea
6:02.0,,,32-36,,H. Barnes enters the game for D. Nowitzki
6:02.0,P. Mills enters the game for T. Parker,,32-36,,
6:02.0,,,32-36,,D. Powell misses free throw 2 of 2
5:59.0,Defensive rebound by L. Aldridge,,32-36,,
5:48.0,L. Aldridge misses 2-pt shot from 21 ft,,32-36,,
5:45.0,,,32-36,,Defensive rebound by W. Matthews
5:35.0,,,32-38,2,H. Barnes makes 2-pt shot from 1 ft
5:22.0,L. Aldridge makes 2-pt shot from 1 ft,2,34-38,,
5:19.0,,,34-38,,Turnover by H. Barnes (bad pass; steal by P. Mills)
5:13.0,P. Mills misses 2-pt shot from 1 ft,,34-38,,
5:11.0,,,34-38,,Defensive rebound by H. Barnes
5:11.0,,,34-40,2,H. Barnes makes 2-pt shot from 21 ft
4:58.0,,,34-40,,Personal foul by D. Powell (drawn by L. Aldridge)
4:58.0,,,34-40,,S. Mejri enters the game for D. Powell
4:58.0,,,34-40,,M. Kleber enters the game for A. Cleveland
4:44.0,L. Aldridge misses 2-pt shot from 11 ft,,34-40,,
4:41.0,Offensive rebound by L. Aldridge,,34-40,,
4:39.0,L. Aldridge misses 2-pt shot from 4 ft,,34-40,,
4:37.0,,,34-40,,Defensive rebound by S. Mejri
4:22.0,,,34-40,,M. Kleber misses 2-pt shot from 12 ft
4:20.0,Defensive rebound by P. Gasol,,34-40,,
4:14.0,P. Gasol misses 3-pt shot from 25 ft,,34-40,,
4:10.0,,,34-40,,Defensive rebound by S. Mejri
3:58.0,,,34-42,2,Y. Ferrell makes 2-pt shot from 16 ft
3:58.0,San Antonio full timeout,,34-42,,
3:58.0,B. Forbes enters the game for D. Green,,34-42,,
3:58.0,R. Gay enters the game for P. Gasol,,34-42,,
3:42.0,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili),2,36-42,,
3:42.0,Shooting foul by S. Mejri (drawn by L. Aldridge),,36-42,,
3:42.0,L. Aldridge makes free throw 1 of 1,1,37-42,,
3:26.0,,,37-42,,W. Matthews misses 2-pt shot from 10 ft
3:25.0,,,37-42,,Offensive rebound by S. Mejri
3:23.0,,,37-44,2,S. Mejri makes 2-pt shot at rim
3:02.0,R. Gay makes 2-pt shot from 10 ft,2,39-44,,
2:42.0,,,39-46,2,W. Matthews makes 2-pt shot from 11 ft
2:25.0,R. Gay makes 2-pt shot from 11 ft (assist by B. Forbes),2,41-46,,
2:02.0,,,41-46,,W. Matthews misses 3-pt shot from 24 ft
1:58.0,,,41-46,,Offensive rebound by M. Kleber
1:49.0,,,41-46,,Y. Ferrell misses 2-pt shot from 17 ft
1:46.0,Defensive rebound by L. Aldridge,,41-46,,
1:40.0,M. Ginobili misses 3-pt shot from 25 ft,,41-46,,
1:39.0,,,41-46,,Defensive rebound by Team
1:15.0,,,41-46,,H. Barnes misses 2-pt shot at rim
1:13.0,Defensive rebound by L. Aldridge,,41-46,,
0:59.0,Turnover by L. Aldridge (out of bounds lost ball),,41-46,,
0:59.0,,,41-46,,D. Nowitzki enters the game for S. Mejri
0:48.0,,,41-46,,D. Nowitzki misses 2-pt shot from 21 ft
0:45.0,Defensive rebound by Team,,41-46,,
0:45.0,,,41-46,,S. Mejri enters the game for D. Nowitzki
0:28.0,Turnover by P. Mills (lost ball; steal by H. Barnes),,41-46,,
0:21.0,,,41-46,,D. Nowitzki enters the game for S. Mejri
0:21.0,,,41-46,,D. Harris enters the game for M. Kleber
0:21.0,D. Green enters the game for R. Gay,,41-46,,
0:11.0,,,41-46,,Y. Ferrell misses 2-pt shot from 17 ft
0:07.0,Defensive rebound by L. Aldridge,,41-46,,
0:00.0,B. Forbes makes 3-pt shot from 25 ft (assist by P. Mills),2,44-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,44-46,,W. Matthews misses 2-pt shot from 9 ft
11:34.0,Defensive rebound by T. Parker,,44-46,,
11:20.0,Turnover by P. Gasol (lost ball; steal by H. Barnes),,44-46,,
11:15.0,,,44-46,,H. Barnes misses 2-pt shot from 16 ft
11:13.0,Defensive rebound by K. Leonard,,44-46,,
11:02.0,L. Aldridge makes 2-pt shot from 4 ft,2,46-46,,
11:02.0,Shooting foul by M. Kleber (drawn by L. Aldridge),,46-46,,
11:02.0,L. Aldridge misses free throw 1 of 1,,46-46,,
11:00.0,Offensive rebound by P. Gasol,,46-46,,
10:56.0,K. Leonard misses 3-pt shot from 25 ft,,46-46,,
10:52.0,,,46-46,,Defensive rebound by Y. Ferrell
10:32.0,,,46-46,,H. Barnes misses 2-pt shot from 2 ft
10:29.0,Defensive rebound by K. Leonard,,46-46,,
10:25.0,D. Green misses 3-pt shot from 23 ft,,46-46,,
10:22.0,,,46-46,,Defensive rebound by Y. Ferrell
10:17.0,Personal foul by T. Parker (drawn by Y. Ferrell),,46-46,,
10:11.0,,,46-46,,Y. Ferrell misses 2-pt shot from 16 ft
10:08.0,Defensive rebound by P. Gasol,,46-46,,
9:51.0,K. Leonard misses 2-pt shot from 10 ft,,46-46,,
9:50.0,,,46-46,,Defensive rebound by H. Barnes
9:44.0,,,46-46,,H. Barnes misses 2-pt shot from 1 ft
9:42.0,Defensive rebound by P. Gasol,,46-46,,
9:38.0,D. Green makes 3-pt shot from 24 ft (assist by T. Parker),3,49-46,,
9:20.0,,,49-46,,W. Matthews misses 3-pt shot from 25 ft
9:18.0,Defensive rebound by P. Gasol,,49-46,,
9:00.0,L. Aldridge misses 3-pt shot from 25 ft,,49-46,,
8:58.0,,,49-46,,Defensive rebound by Y. Ferrell
8:50.0,,,49-46,,W. Matthews misses 3-pt shot from 24 ft
8:47.0,Defensive rebound by P. Gasol,,49-46,,
8:40.0,T. Parker makes 2-pt shot from 17 ft,2,51-46,,
8:38.0,,,51-46,,Dallas full timeout
8:21.0,,,51-48,2,H. Barnes makes 2-pt shot from 1 ft (assist by W. Matthews)
8:04.0,K. Leonard makes 2-pt shot at rim,2,53-48,,
7:49.0,Shooting block foul by D. Green (drawn by D. Nowitzki),,53-48,,
7:49.0,,,53-49,1,D. Nowitzki makes free throw 1 of 2
7:49.0,,,53-50,1,D. Nowitzki makes free throw 2 of 2
7:31.0,K. Leonard misses 3-pt shot from 24 ft,,53-50,,
7:28.0,,,53-50,,Defensive rebound by W. Matthews
7:22.0,,,53-50,,H. Barnes misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by L. Aldridge,,53-50,,
6:59.0,L. Aldridge misses 2-pt shot from 11 ft,,53-50,,
6:55.0,Offensive rebound by K. Leonard,,53-50,,
6:53.0,K. Leonard makes 2-pt shot from 9 ft,2,55-50,,
6:38.0,,,55-50,,D. Nowitzki misses 2-pt shot from 11 ft
6:36.0,Defensive rebound by L. Aldridge,,55-50,,
6:31.0,San Antonio full timeout,,55-50,,
6:31.0,,,55-50,,D. Harris enters the game for D. Nowitzki
6:31.0,M. Ginobili enters the game for K. Leonard,,55-50,,
6:22.0,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili),2,57-50,,
6:04.0,,,57-52,2,Y. Ferrell makes 2-pt shot from 18 ft
5:49.0,Shooting foul by W. Matthews (drawn by L. Aldridge),,57-52,,
5:49.0,L. Aldridge makes free throw 1 of 2,1,58-52,,
5:49.0,P. Mills enters the game for T. Parker,,58-52,,
5:49.0,R. Gay enters the game for P. Gasol,,58-52,,
5:49.0,L. Aldridge makes free throw 2 of 2,1,59-52,,
5:25.0,,,59-52,,Y. Ferrell misses 2-pt shot from 6 ft
5:23.0,Defensive rebound by D. Green,,59-52,,
5:14.0,L. Aldridge misses 2-pt shot at rim,,59-52,,
5:12.0,,,59-52,,Defensive rebound by M. Kleber
5:05.0,,,59-54,2,W. Matthews makes 2-pt shot at rim (assist by Y. Ferrell)
4:42.0,L. Aldridge makes 2-pt shot from 7 ft (assist by D. Green),2,61-54,,
4:23.0,,,61-57,3,W. Matthews makes 3-pt shot from 26 ft
4:04.0,Turnover by D. Green (lost ball; steal by D. Harris),,61-57,,
4:00.0,,,61-57,,W. Matthews misses 2-pt shot from 1 ft (block by D. Green)
4:00.0,,,61-57,,Offensive rebound by Team
4:00.0,,,61-57,,J. Barea enters the game for Y. Ferrell
4:00.0,B. Forbes enters the game for D. Green,,61-57,,
3:58.0,,,61-59,2,H. Barnes makes 2-pt shot from 19 ft (assist by J. Barea)
3:55.0,San Antonio full timeout,,61-59,,
3:42.0,,,61-59,,Personal block foul by D. Harris (drawn by P. Mills)
3:33.0,L. Aldridge misses 2-pt shot from 5 ft,,61-59,,
3:31.0,,,61-59,,Defensive rebound by H. Barnes
3:25.0,,,61-59,,D. Harris misses 2-pt shot from 2 ft
3:23.0,Defensive rebound by L. Aldridge,,61-59,,
3:19.0,B. Forbes misses 3-pt shot from 24 ft,,61-59,,
3:16.0,Offensive rebound by P. Mills,,61-59,,
3:05.0,B. Forbes makes 2-pt shot from 19 ft (assist by L. Aldridge),2,63-59,,
2:45.0,,,63-59,,Turnover by D. Harris (bad pass; steal by R. Gay)
2:40.0,,,63-59,,D. Powell enters the game for H. Barnes
2:40.0,,,63-59,,D. Nowitzki enters the game for M. Kleber
2:40.0,P. Gasol enters the game for L. Aldridge,,63-59,,
2:38.0,R. Gay makes 2-pt shot from 13 ft (assist by P. Gasol),2,65-59,,
2:22.0,,,65-59,,D. Nowitzki misses 2-pt shot from 17 ft
2:20.0,Defensive rebound by R. Gay,,65-59,,
2:00.0,B. Forbes misses 2-pt shot from 11 ft,,65-59,,
1:58.0,,,65-59,,Defensive rebound by D. Harris
1:49.0,,,65-62,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Harris)
1:40.0,,,65-62,,Personal foul by D. Harris (drawn by P. Mills)
1:40.0,,,65-62,,Y. Ferrell enters the game for W. Matthews
1:34.0,P. Mills makes 3-pt shot from 22 ft (assist by B. Forbes),3,68-62,,
1:21.0,,,68-65,3,J. Barea makes 3-pt shot from 25 ft
1:06.0,Shooting foul by D. Nowitzki (drawn by R. Gay),,68-65,,
1:06.0,R. Gay misses free throw 1 of 2,,68-65,,
1:06.0,Offensive rebound by Team,,68-65,,
1:06.0,R. Gay makes free throw 2 of 2,1,69-65,,
0:58.0,,,69-67,2,J. Barea makes 2-pt shot at rim
0:40.0,B. Forbes misses 3-pt shot from 25 ft,,69-67,,
0:37.0,,,69-67,,Defensive rebound by J. Barea
0:30.0,,,69-67,,D. Harris misses 2-pt shot from 6 ft
0:28.0,Defensive rebound by P. Mills,,69-67,,
0:07.0,R. Gay misses 2-pt shot from 4 ft,,69-67,,
0:04.0,Offensive rebound by R. Gay,,69-67,,
0:02.0,B. Forbes misses 3-pt shot from 24 ft,,69-67,,
0:00.0,,,69-67,,Defensive rebound by Team
0:00.0,,,69-67,,D. Harris misses 3-pt shot from 45 ft
0:00.0,,,69-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,R. Gay misses 2-pt shot from 6 ft,,69-67,,
11:43.0,Offensive rebound by R. Gay,,69-67,,
11:43.0,,,69-67,,Personal foul by D. Powell (drawn by R. Gay)
11:37.0,P. Gasol misses 2-pt shot from 12 ft,,69-67,,
11:34.0,,,69-67,,Defensive rebound by J. Barea
11:23.0,,,69-67,,J. Barea misses 2-pt shot from 8 ft
11:20.0,,,69-67,,Offensive rebound by D. Powell
11:19.0,,,69-69,2,D. Powell makes 2-pt shot at rim
11:08.0,T. Parker misses 2-pt shot from 20 ft,,69-69,,
11:04.0,,,69-69,,Defensive rebound by Y. Ferrell
10:54.0,,,69-71,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
10:35.0,B. Forbes misses 3-pt shot from 22 ft,,69-71,,
10:32.0,,,69-71,,Defensive rebound by D. Harris
10:29.0,,,69-71,,D. Harris misses 2-pt shot from 2 ft
10:27.0,,,69-71,,Offensive rebound by D. Powell
10:24.0,Shooting block foul by P. Gasol (drawn by D. Powell),,69-71,,
10:24.0,,,69-72,1,D. Powell makes free throw 1 of 2
10:24.0,D. Bertans enters the game for R. Gay,,69-72,,
10:24.0,,,69-73,1,D. Powell makes free throw 2 of 2
10:11.0,,,69-73,,Personal foul by D. Powell (drawn by D. Bertans)
10:11.0,L. Aldridge enters the game for P. Gasol,,69-73,,
10:05.0,D. Green misses 3-pt shot from 22 ft,,69-73,,
10:01.0,,,69-73,,Defensive rebound by Y. Ferrell
9:56.0,Personal foul by D. Bertans (drawn by D. Nowitzki),,69-73,,
9:47.0,,,69-73,,D. Powell misses 2-pt shot from 5 ft
9:44.0,Defensive rebound by T. Parker,,69-73,,
9:33.0,L. Aldridge misses 2-pt shot from 19 ft,,69-73,,
9:31.0,,,69-73,,Defensive rebound by D. Powell
9:22.0,,,69-73,,J. Barea misses 2-pt shot from 16 ft
9:20.0,Defensive rebound by L. Aldridge,,69-73,,
9:00.0,L. Aldridge misses 2-pt shot from 8 ft,,69-73,,
8:58.0,,,69-73,,Defensive rebound by D. Powell
8:50.0,,,69-75,2,J. Barea makes 2-pt shot from 1 ft
8:50.0,San Antonio full timeout,,69-75,,
8:50.0,,,69-75,,W. Matthews enters the game for Y. Ferrell
8:29.0,D. Green misses 2-pt shot at rim,,69-75,,
8:27.0,,,69-75,,Defensive rebound by D. Powell
8:10.0,,,69-75,,D. Powell misses 2-pt shot from 1 ft
8:08.0,Defensive rebound by T. Parker,,69-75,,
8:02.0,L. Aldridge makes 2-pt shot from 4 ft (assist by T. Parker),2,71-75,,
7:44.0,,,71-77,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
7:17.0,T. Parker makes 2-pt shot from 1 ft,2,73-77,,
7:17.0,Shooting foul by D. Powell (drawn by T. Parker),,73-77,,
7:17.0,,,73-77,,H. Barnes enters the game for D. Powell
7:17.0,,,73-77,,M. Kleber enters the game for D. Harris
7:17.0,,,73-77,,Y. Ferrell enters the game for D. Nowitzki
7:17.0,R. Gay enters the game for D. Green,,73-77,,
7:17.0,T. Parker misses free throw 1 of 1,,73-77,,
7:15.0,,,73-77,,Defensive rebound by J. Barea
6:57.0,,,73-79,2,W. Matthews makes 2-pt shot from 5 ft
6:43.0,T. Parker misses 2-pt shot from 4 ft,,73-79,,
6:43.0,Offensive rebound by Team,,73-79,,
6:43.0,,,73-79,,Loose ball foul by J. Barea (drawn by L. Aldridge)
6:43.0,P. Mills enters the game for T. Parker,,73-79,,
6:43.0,M. Ginobili enters the game for D. Bertans,,73-79,,
6:34.0,L. Aldridge makes 2-pt shot from 7 ft (assist by M. Ginobili),2,75-79,,
6:12.0,,,75-79,,W. Matthews misses 2-pt shot from 7 ft
6:12.0,Defensive rebound by B. Forbes,,75-79,,
6:12.0,,,75-79,,Personal foul by W. Matthews (drawn by B. Forbes)
6:12.0,B. Forbes makes free throw 1 of 2,1,76-79,,
6:12.0,B. Forbes misses free throw 2 of 2,,76-79,,
6:09.0,,,76-79,,Defensive rebound by H. Barnes
6:03.0,,,76-82,3,Y. Ferrell makes 3-pt shot from 26 ft
5:49.0,P. Mills misses 3-pt shot from 25 ft,,76-82,,
5:45.0,,,76-82,,Defensive rebound by H. Barnes
5:38.0,,,76-85,3,W. Matthews makes 3-pt shot from 25 ft (assist by J. Barea)
5:14.0,R. Gay makes 2-pt shot from 6 ft (assist by P. Mills),2,78-85,,
5:02.0,,,78-87,2,J. Barea makes 2-pt shot from 10 ft
4:43.0,L. Aldridge misses 2-pt shot from 5 ft,,78-87,,
4:42.0,,,78-87,,Defensive rebound by M. Kleber
4:42.0,Personal foul by R. Gay (drawn by M. Kleber),,78-87,,
4:42.0,,,78-87,,Dallas full timeout
4:42.0,D. Murray enters the game for B. Forbes,,78-87,,
4:29.0,,,78-89,2,M. Kleber makes 2-pt shot at rim (assist by J. Barea)
4:15.0,M. Ginobili makes 2-pt shot from 19 ft,2,80-89,,
4:01.0,,,80-91,2,W. Matthews makes 2-pt shot from 15 ft
3:50.0,Shooting foul by W. Matthews (drawn by M. Ginobili),,80-91,,
3:50.0,M. Ginobili makes free throw 1 of 2,1,81-91,,
3:50.0,M. Ginobili makes free throw 2 of 2,1,82-91,,
3:34.0,,,82-91,,J. Barea misses 3-pt shot from 25 ft
3:30.0,Defensive rebound by D. Murray,,82-91,,
3:25.0,M. Ginobili misses 3-pt shot from 25 ft,,82-91,,
3:21.0,,,82-91,,Defensive rebound by J. Barea
3:06.0,Personal foul by D. Murray (drawn by H. Barnes),,82-91,,
2:57.0,,,82-91,,H. Barnes misses 2-pt shot from 1 ft (block by R. Gay)
2:54.0,Defensive rebound by D. Murray,,82-91,,
2:47.0,Shooting foul by M. Kleber (drawn by R. Gay),,82-91,,
2:47.0,R. Gay makes free throw 1 of 2,1,83-91,,
2:47.0,R. Gay makes free throw 2 of 2,1,84-91,,
2:27.0,,,84-93,2,H. Barnes makes 2-pt shot from 1 ft
2:11.0,L. Aldridge misses 2-pt shot from 3 ft,,84-93,,
2:09.0,,,84-93,,Defensive rebound by J. Barea
