time,Cleveland,pts.away,score,pts.home,Indiana
2:29.0,Turnover by J. Crowder (lost ball; steal by V. Oladipo),,55-36,,
2:22.0,,,55-38,2,D. Collison makes 2-pt shot from 1 ft (assist by D. Sabonis)
1:59.0,J. Calderon misses 2-pt shot from 19 ft,,55-38,,
1:56.0,,,55-38,,Defensive rebound by D. Sabonis
1:48.0,,,55-38,,D. Sabonis misses 2-pt shot from 18 ft
1:44.0,Defensive rebound by K. Love,,55-38,,
1:30.0,J. Crowder misses 3-pt shot from 25 ft,,55-38,,
1:28.0,,,55-38,,Defensive rebound by V. Oladipo
1:22.0,,,55-40,2,V. Oladipo makes 2-pt shot at rim
1:02.0,L. James misses 3-pt shot from 27 ft,,55-40,,
1:00.0,,,55-40,,Defensive rebound by D. Sabonis
0:54.0,,,55-42,2,T. Young makes 2-pt shot at rim (assist by D. Collison)
0:46.0,,,55-42,,L. Stephenson enters the game for D. Sabonis
0:46.0,J. Green enters the game for K. Love,,55-42,,
0:31.0,J. Smith makes 2-pt shot from 18 ft,2,57-42,,
0:09.0,,,57-42,,Shooting foul by J. Calderon (drawn by D. Collison)
0:09.0,,,57-43,1,D. Collison makes free throw 1 of 2
0:09.0,,,57-43,,C. Joseph enters the game for B. Bogdanovic
0:09.0,K. Korver enters the game for J. Green,,57-43,,
0:09.0,,,57-44,1,D. Collison makes free throw 2 of 2
0:04.0,Shooting foul by D. Collison (drawn by J. Calderon),,57-44,,
0:04.0,J. Calderon misses free throw 1 of 2,,57-44,,
0:04.0,Offensive rebound by Team,,57-44,,
0:04.0,C. Osman enters the game for L. James,,57-44,,
0:04.0,J. Green enters the game for K. Korver,,57-44,,
0:04.0,J. Calderon makes free throw 2 of 2,1,58-44,,
0:00.0,,,58-44,,V. Oladipo misses 2-pt shot from 9 ft
0:00.0,,,58-44,,Offensive rebound by Team
0:00.0,T. Thompson enters the game for J. Calderon,,58-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,58-47,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Sabonis)
11:23.0,Turnover by K. Love (lost ball; steal by D. Collison),,58-47,,
11:10.0,,,58-49,2,D. Sabonis makes 2-pt shot from 1 ft
10:48.0,,,58-49,,Personal foul by B. Bogdanovic (drawn by K. Love)
10:34.0,Turnover by Team (shot clock),,58-49,,
10:20.0,,,58-51,2,D. Sabonis makes 2-pt shot from 1 ft
10:19.0,Cleveland full timeout,,58-51,,
10:05.0,L. James misses 2-pt shot from 1 ft,,58-51,,
10:03.0,,,58-51,,Defensive rebound by D. Sabonis
9:59.0,,,58-53,2,D. Collison makes 2-pt shot from 19 ft
9:37.0,K. Love misses 2-pt shot from 13 ft,,58-53,,
9:35.0,,,58-53,,Defensive rebound by D. Sabonis
9:28.0,,,58-53,,Turnover by T. Young (bad pass; steal by J. Crowder)
9:20.0,J. Calderon misses 3-pt shot from 26 ft,,58-53,,
9:16.0,,,58-53,,Defensive rebound by T. Young
9:13.0,,,58-53,,T. Young misses 2-pt shot from 9 ft (block by J. Crowder)
9:12.0,,,58-53,,Offensive rebound by T. Young
9:11.0,,,58-53,,T. Young misses 2-pt shot from 2 ft
9:10.0,,,58-53,,Offensive rebound by D. Sabonis
9:10.0,,,58-55,2,D. Sabonis makes 2-pt shot from 1 ft
8:43.0,L. James makes 3-pt shot from 28 ft,3,61-55,,
8:34.0,,,61-55,,V. Oladipo misses 2-pt shot from 2 ft (block by J. Crowder)
8:34.0,Defensive rebound by J. Smith,,61-55,,
8:25.0,J. Crowder misses 2-pt shot at rim,,61-55,,
8:25.0,,,61-55,,Defensive rebound by D. Sabonis
8:15.0,,,61-57,2,D. Collison makes 2-pt shot from 2 ft
7:51.0,L. James misses 3-pt shot from 22 ft,,61-57,,
7:50.0,Offensive rebound by K. Love,,61-57,,
7:49.0,K. Love makes 2-pt shot at rim,2,63-57,,
7:34.0,,,63-57,,D. Sabonis misses 2-pt shot from 16 ft
7:33.0,Defensive rebound by L. James,,63-57,,
7:21.0,K. Love makes 2-pt shot at rim (assist by J. Smith),2,65-57,,
7:06.0,,,65-60,3,V. Oladipo makes 3-pt shot from 26 ft (assist by T. Young)
6:42.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,68-60,,
6:19.0,,,68-60,,D. Sabonis misses 2-pt shot from 19 ft
6:17.0,Defensive rebound by J. Calderon,,68-60,,
6:15.0,Shooting foul by D. Sabonis (drawn by J. Crowder),,68-60,,
6:15.0,J. Crowder misses free throw 1 of 2,,68-60,,
6:15.0,Offensive rebound by Team,,68-60,,
6:15.0,J. Crowder misses free throw 2 of 2,,68-60,,
6:14.0,,,68-60,,Defensive rebound by D. Sabonis
5:59.0,,,68-60,,T. Young misses 2-pt shot at rim
5:55.0,Defensive rebound by J. Smith,,68-60,,
5:52.0,Shooting foul by D. Sabonis (drawn by K. Love),,68-60,,
5:52.0,K. Love makes free throw 1 of 2,1,69-60,,
5:52.0,,,69-60,,L. Stephenson enters the game for D. Sabonis
5:52.0,K. Love makes free throw 2 of 2,1,70-60,,
5:38.0,,,70-60,,T. Young misses 3-pt shot from 27 ft
5:35.0,Defensive rebound by J. Calderon,,70-60,,
5:23.0,L. James makes 2-pt shot at rim (assist by J. Calderon),2,72-60,,
5:09.0,,,72-60,,V. Oladipo misses 3-pt shot from 26 ft
5:06.0,Defensive rebound by K. Love,,72-60,,
4:59.0,Turnover by L. James (bad pass; steal by D. Collison),,72-60,,
4:55.0,,,72-62,2,D. Collison makes 2-pt shot from 1 ft
4:32.0,Turnover by L. James (bad pass; steal by T. Young),,72-62,,
4:27.0,,,72-65,3,D. Collison makes 3-pt shot from 26 ft (assist by V. Oladipo)
4:25.0,Cleveland full timeout,,72-65,,
4:25.0,C. Osman enters the game for K. Love,,72-65,,
4:25.0,J. Green enters the game for J. Smith,,72-65,,
4:04.0,J. Green misses 2-pt shot from 14 ft,,72-65,,
4:02.0,,,72-65,,Defensive rebound by L. Stephenson
3:58.0,,,72-65,,Shooting foul by J. Crowder (drawn by L. Stephenson)
3:58.0,,,72-66,1,L. Stephenson makes free throw 1 of 2
3:58.0,,,72-66,,L. Stephenson misses free throw 2 of 2
3:56.0,Defensive rebound by L. James,,72-66,,
3:49.0,L. James misses 2-pt shot from 6 ft,,72-66,,
3:46.0,,,72-66,,Defensive rebound by L. Stephenson
3:43.0,,,72-66,,L. Stephenson misses 2-pt shot from 17 ft
3:41.0,Defensive rebound by C. Osman,,72-66,,
3:29.0,L. James misses 2-pt shot from 4 ft,,72-66,,
3:26.0,,,72-66,,Defensive rebound by T. Young
3:16.0,,,72-66,,Offensive foul by T. Young (drawn by C. Osman)
3:16.0,,,72-66,,Turnover by T. Young (offensive foul)
2:58.0,J. Crowder misses 3-pt shot from 28 ft,,72-66,,
2:54.0,,,72-66,,Defensive rebound by L. Stephenson
2:44.0,,,72-69,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by T. Young)
2:25.0,Offensive foul by J. Calderon (drawn by B. Bogdanovic),,72-69,,
2:25.0,Turnover by J. Calderon (offensive foul),,72-69,,
2:25.0,K. Korver enters the game for J. Calderon,,72-69,,
2:25.0,T. Thompson enters the game for J. Crowder,,72-69,,
2:25.0,,,72-69,,A. Jefferson enters the game for T. Young
2:17.0,,,72-71,2,V. Oladipo makes 2-pt shot from 1 ft (assist by L. Stephenson)
2:00.0,L. James makes 2-pt shot at rim,2,74-71,,
1:48.0,,,74-74,3,L. Stephenson makes 3-pt shot from 26 ft (assist by D. Collison)
1:21.0,L. James misses 2-pt shot from 11 ft,,74-74,,
1:19.0,,,74-74,,Defensive rebound by L. Stephenson
1:15.0,,,74-74,,A. Jefferson misses 2-pt shot from 7 ft
1:13.0,Defensive rebound by K. Korver,,74-74,,
1:03.0,J. Green misses 2-pt shot from 8 ft,,74-74,,
1:00.0,,,74-74,,Defensive rebound by A. Jefferson
0:56.0,,,74-74,,V. Oladipo misses 2-pt shot from 8 ft
0:54.0,Defensive rebound by C. Osman,,74-74,,
0:49.0,,,74-74,,Personal foul by L. Stephenson (drawn by C. Osman)
0:49.0,,,74-74,,C. Joseph enters the game for B. Bogdanovic
0:49.0,J. Crowder enters the game for L. James,,74-74,,
0:39.0,C. Osman misses 2-pt shot from 4 ft,,74-74,,
0:36.0,Offensive rebound by T. Thompson,,74-74,,
0:34.0,K. Korver misses 3-pt shot from 27 ft,,74-74,,
0:30.0,,,74-74,,Defensive rebound by A. Jefferson
0:10.0,,,74-76,2,D. Collison makes 2-pt shot from 18 ft
0:01.0,J. Green misses 2-pt shot from 1 ft (block by L. Stephenson),,74-76,,
0:01.0,Offensive rebound by T. Thompson,,74-76,,
0:00.0,T. Thompson misses 2-pt shot at rim,,74-76,,
0:00.0,Offensive rebound by Team,,74-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,K. Korver misses 3-pt shot from 27 ft,,74-76,,
11:43.0,Offensive rebound by C. Osman,,74-76,,
11:43.0,C. Osman makes 2-pt shot from 1 ft,2,76-76,,
11:22.0,,,76-76,,A. Jefferson misses 2-pt shot from 7 ft
11:20.0,Defensive rebound by C. Osman,,76-76,,
11:14.0,,,76-76,,Violation by A. Jefferson (kicked ball)
11:14.0,,,76-76,,T. Young enters the game for T. Leaf
11:00.0,K. Love makes 2-pt shot from 18 ft (assist by K. Korver),2,78-76,,
10:47.0,Personal block foul by C. Osman (drawn by T. Young),,78-76,,
10:40.0,,,78-78,2,D. Collison makes 2-pt shot from 18 ft
10:15.0,C. Osman makes 3-pt shot from 25 ft (assist by T. Thompson),3,81-78,,
9:47.0,,,81-78,,A. Jefferson misses 2-pt shot from 13 ft
9:43.0,,,81-78,,Offensive rebound by T. Young
9:43.0,,,81-80,2,T. Young makes 2-pt shot at rim
9:27.0,Jump ball: L. Stephenson vs. J. Green (K. Korver gains possession),,,,Jump ball: L. Stephenson vs. J. Green (K. Korver gains possession)
9:20.0,Shooting foul by D. Collison (drawn by C. Osman),,81-80,,
9:20.0,C. Osman makes free throw 1 of 2,1,82-80,,
9:20.0,C. Osman misses free throw 2 of 2,,82-80,,
9:18.0,,,82-80,,Defensive rebound by L. Stephenson
9:01.0,,,82-80,,D. Collison misses 2-pt shot from 16 ft
8:57.0,Defensive rebound by J. Green,,82-80,,
8:52.0,C. Osman misses 3-pt shot from 23 ft,,82-80,,
8:50.0,,,82-80,,Defensive rebound by L. Stephenson
8:45.0,,,82-80,,Turnover by L. Stephenson (lost ball; steal by C. Osman)
8:43.0,,,82-80,,V. Oladipo enters the game for D. Collison
8:43.0,L. James enters the game for J. Green,,82-80,,
8:40.0,Jump ball: T. Young vs. K. Love (L. James gains possession),,,,Jump ball: T. Young vs. K. Love (L. James gains possession)
8:26.0,Turnover by C. Osman (traveling),,82-80,,
8:03.0,,,82-83,3,L. Stephenson makes 3-pt shot from 26 ft
7:53.0,Technical foul by L. James,,82-83,,
7:53.0,,,82-84,1,V. Oladipo makes technical free throw
7:49.0,K. Korver misses 3-pt shot from 26 ft,,82-84,,
7:46.0,,,82-84,,Defensive rebound by A. Jefferson
7:33.0,,,82-84,,V. Oladipo misses 3-pt shot from 26 ft
7:30.0,Defensive rebound by K. Love,,82-84,,
7:22.0,Offensive charge foul by K. Love (drawn by T. Young),,82-84,,
7:22.0,Turnover by K. Love (offensive foul),,82-84,,
7:22.0,J. Smith enters the game for K. Korver,,82-84,,
7:22.0,,,82-84,,Indiana full timeout
7:22.0,J. Calderon enters the game for C. Osman,,82-84,,
7:13.0,,,82-84,,V. Oladipo misses 2-pt shot from 19 ft
7:10.0,Defensive rebound by T. Thompson,,82-84,,
6:57.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,85-84,,
6:37.0,,,85-84,,T. Young misses 3-pt shot from 27 ft
6:34.0,Defensive rebound by T. Thompson,,85-84,,
6:23.0,L. James makes 2-pt shot from 10 ft,2,87-84,,
6:06.0,,,87-84,,T. Young misses 2-pt shot at rim
6:04.0,Defensive rebound by K. Love,,87-84,,
5:56.0,L. James misses 3-pt shot from 28 ft,,87-84,,
5:52.0,Offensive rebound by T. Thompson,,87-84,,
5:46.0,L. James makes 2-pt shot at rim,2,89-84,,
5:46.0,,,89-84,,Indiana full timeout
5:46.0,,,89-84,,D. Collison enters the game for C. Joseph
5:46.0,,,89-84,,D. Sabonis enters the game for A. Jefferson
5:34.0,,,89-84,,Shooting foul by T. Thompson (drawn by D. Sabonis)
5:34.0,,,89-85,1,D. Sabonis makes free throw 1 of 2
5:34.0,,,89-86,1,D. Sabonis makes free throw 2 of 2
5:22.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,91-86,,
4:55.0,,,91-89,3,L. Stephenson makes 3-pt shot from 26 ft (assist by D. Collison)
4:41.0,,,91-89,,Personal foul by L. Stephenson (drawn by L. James)
4:32.0,K. Love makes 2-pt shot from 18 ft,2,93-89,,
4:19.0,,,93-89,,D. Collison misses 2-pt shot from 17 ft
4:17.0,Defensive rebound by J. Calderon,,93-89,,
4:09.0,,,93-89,,Personal foul by V. Oladipo (drawn by T. Thompson)
3:57.0,L. James makes 2-pt shot from 20 ft,2,95-89,,
3:44.0,,,95-89,,Shooting foul by J. Calderon (drawn by D. Sabonis)
3:44.0,,,95-90,1,D. Sabonis makes free throw 1 of 2
3:44.0,,,95-91,1,D. Sabonis makes free throw 2 of 2
3:33.0,K. Love misses 3-pt shot from 23 ft,,95-91,,
3:30.0,,,95-91,,Defensive rebound by D. Collison
3:27.0,,,95-91,,V. Oladipo misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by L. James,,95-91,,
3:18.0,T. Thompson misses 2-pt shot at rim (block by D. Sabonis),,95-91,,
3:16.0,,,95-91,,Defensive rebound by L. Stephenson
3:13.0,,,95-93,2,L. Stephenson makes 2-pt shot from 5 ft
3:11.0,Cleveland full timeout,,95-93,,
2:47.0,J. Smith misses 3-pt shot from 32 ft,,95-93,,
2:44.0,,,95-93,,Defensive rebound by V. Oladipo
2:41.0,,,95-93,,L. Stephenson misses 3-pt shot from 23 ft
2:38.0,,,95-93,,Offensive rebound by T. Young
2:20.0,Personal foul by J. Smith (drawn by L. Stephenson),,95-93,,
2:10.0,,,95-96,3,V. Oladipo makes 3-pt shot from 25 ft
1:50.0,J. Smith misses 3-pt shot from 25 ft,,95-96,,
1:48.0,Offensive rebound by L. James,,95-96,,
1:45.0,J. Calderon misses 3-pt shot from 27 ft,,95-96,,
1:42.0,,,95-96,,Defensive rebound by L. Stephenson
1:24.0,,,95-96,,T. Young misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by J. Smith,,95-96,,
1:11.0,L. James misses 3-pt shot from 29 ft,,95-96,,
1:08.0,,,95-96,,Defensive rebound by T. Young
0:54.0,,,95-96,,V. Oladipo misses 2-pt shot from 1 ft (block by L. James)
0:52.0,Defensive rebound by K. Love,,95-96,,
0:33.0,L. James misses 2-pt shot from 20 ft,,95-96,,
0:30.0,,,95-96,,Defensive rebound by V. Oladipo
0:08.0,,,95-96,,V. Oladipo misses 2-pt shot from 21 ft
0:05.0,Defensive rebound by K. Love,,95-96,,
0:05.0,Cleveland full timeout,,95-96,,
0:05.0,Cleveland full timeout,,95-96,,
