time,Minnesota,pts.away,score,pts.home,Utah
7:53.0,J. Butler makes 2-pt shot from 18 ft (assist by J. Teague),2,39-25,,
7:38.0,,,39-25,,Shooting foul by J. Crawford (drawn by D. Mitchell)
7:38.0,,,39-26,1,D. Mitchell makes free throw 1 of 2
7:38.0,,,39-26,,J. Ingles enters the game for A. Burks
7:38.0,T. Gibson enters the game for J. Crawford,,39-26,,
7:38.0,,,39-26,,D. Mitchell misses free throw 2 of 2
7:36.0,Defensive rebound by K. Towns,,39-26,,
7:24.0,K. Towns makes 3-pt shot from 24 ft (assist by J. Butler),3,42-26,,
7:10.0,,,42-26,,D. Favors enters the game for E. Udoh
7:00.0,,,42-26,,R. Rubio misses 3-pt shot from 25 ft
6:56.0,Defensive rebound by J. Butler,,42-26,,
6:46.0,J. Teague makes 3-pt shot from 24 ft (assist by J. Butler),2,45-26,,
6:25.0,,,45-26,,R. Rubio misses 3-pt shot from 25 ft
6:22.0,,,45-26,,Offensive rebound by D. Favors
6:21.0,,,45-26,,D. Favors misses 2-pt shot from 1 ft
6:18.0,Defensive rebound by K. Towns,,45-26,,
6:08.0,Turnover by A. Wiggins (bad pass; steal by D. Favors),,45-26,,
6:00.0,,,45-29,3,D. Mitchell makes 3-pt shot from 29 ft (assist by J. Ingles)
5:37.0,A. Wiggins misses 2-pt shot from 4 ft,,45-29,,
5:34.0,,,45-29,,Defensive rebound by J. Jerebko
5:31.0,,,45-29,,D. Mitchell misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by T. Gibson,,45-29,,
5:23.0,Shooting foul by J. Ingles (drawn by J. Butler),,45-29,,
5:23.0,J. Butler misses free throw 1 of 2,,45-29,,
5:23.0,Offensive rebound by Team,,45-29,,
5:23.0,,,45-29,,R. Hood enters the game for D. Mitchell
5:23.0,J. Butler makes free throw 2 of 2,1,46-29,,
5:07.0,,,46-32,3,R. Hood makes 3-pt shot from 22 ft (assist by R. Rubio)
4:53.0,Shooting foul by J. Jerebko (drawn by A. Wiggins),,46-32,,
4:53.0,A. Wiggins makes free throw 1 of 2,1,47-32,,
4:53.0,,,47-32,,T. Sefolosha enters the game for J. Jerebko
4:53.0,A. Wiggins misses free throw 2 of 2,,47-32,,
4:51.0,,,47-32,,Defensive rebound by R. Hood
4:43.0,,,47-32,,R. Hood misses 3-pt shot from 26 ft
4:38.0,,,47-32,,Offensive rebound by D. Favors
4:29.0,Personal foul by T. Gibson (drawn by R. Rubio),,47-32,,
4:23.0,,,47-32,,J. Ingles misses 3-pt shot from 25 ft
4:20.0,Defensive rebound by T. Gibson,,47-32,,
4:13.0,K. Towns misses 3-pt shot from 25 ft,,47-32,,
4:10.0,Offensive rebound by T. Gibson,,47-32,,
4:05.0,Turnover by T. Gibson (lost ball; steal by R. Hood),,47-32,,
3:56.0,,,47-32,,T. Sefolosha misses 2-pt shot from 6 ft
3:49.0,,,47-32,,Offensive rebound by D. Favors
3:49.0,,,47-32,,D. Favors misses 2-pt shot from 1 ft
3:48.0,Defensive rebound by T. Gibson,,47-32,,
3:47.0,,,47-32,,Personal foul by J. Ingles (drawn by J. Butler)
3:47.0,J. Butler makes free throw 1 of 2,1,48-32,,
3:47.0,J. Butler makes free throw 2 of 2,1,49-32,,
3:44.0,,,49-32,,Utah full timeout
3:31.0,,,49-34,2,D. Favors makes 2-pt shot from 3 ft (assist by J. Ingles)
3:07.0,J. Butler makes 2-pt shot from 11 ft,2,51-34,,
2:46.0,,,51-34,,R. Hood misses 2-pt shot from 7 ft (block by A. Wiggins)
2:43.0,Defensive rebound by A. Wiggins,,51-34,,
2:31.0,A. Wiggins misses 2-pt shot from 20 ft,,51-34,,
2:25.0,Offensive rebound by J. Butler,,51-34,,
2:19.0,J. Teague misses 3-pt shot from 25 ft,,51-34,,
2:17.0,,,51-34,,Defensive rebound by D. Favors
2:06.0,,,51-34,,R. Rubio misses 3-pt shot from 25 ft
2:02.0,,,51-34,,Offensive rebound by D. Favors
2:01.0,,,51-34,,J. Ingles misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by K. Towns,,51-34,,
1:45.0,,,51-34,,Personal foul by R. Hood (drawn by J. Butler)
1:45.0,J. Butler makes free throw 1 of 2,1,52-34,,
1:45.0,,,52-34,,D. Mitchell enters the game for T. Sefolosha
1:45.0,J. Butler makes free throw 2 of 2,1,53-34,,
1:25.0,,,53-37,3,R. Hood makes 3-pt shot from 23 ft (assist by D. Mitchell)
1:10.0,J. Teague misses 2-pt shot from 10 ft,,53-37,,
1:04.0,Offensive rebound by K. Towns,,53-37,,
1:04.0,K. Towns misses 2-pt shot at rim,,53-37,,
1:03.0,,,53-37,,Defensive rebound by J. Ingles
1:01.0,,,53-40,3,R. Hood makes 3-pt shot from 25 ft (assist by J. Ingles)
0:42.0,Shooting foul by J. Ingles (drawn by A. Wiggins),,53-40,,
0:42.0,A. Wiggins misses free throw 1 of 2,,53-40,,
0:42.0,Offensive rebound by Team,,53-40,,
0:42.0,,,53-40,,T. Sefolosha enters the game for R. Rubio
0:42.0,,,53-40,,R. Rubio enters the game for J. Ingles
0:42.0,A. Wiggins makes free throw 2 of 2,1,54-40,,
0:23.0,,,54-42,2,T. Sefolosha makes 2-pt shot from 4 ft (assist by R. Hood)
0:01.0,J. Teague makes 3-pt shot from 24 ft (assist by J. Butler),3,57-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,J. Teague makes 2-pt shot from 11 ft,2,59-42,,
11:31.0,,,59-45,3,J. Jerebko makes 3-pt shot from 23 ft (assist by R. Rubio)
11:13.0,Turnover by J. Teague (bad pass; steal by J. Jerebko),,59-45,,
10:57.0,,,59-47,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
10:38.0,T. Gibson misses 2-pt shot from 3 ft,,59-47,,
10:36.0,,,59-47,,Defensive rebound by J. Jerebko
10:31.0,,,59-47,,D. Mitchell misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by J. Butler,,59-47,,
10:20.0,K. Towns makes 3-pt shot from 25 ft (assist by J. Butler),3,62-47,,
9:53.0,,,62-47,,D. Favors misses 2-pt shot from 9 ft
9:53.0,Defensive rebound by Team,,62-47,,
9:53.0,,,62-47,,Loose ball foul by D. Favors (drawn by K. Towns)
9:36.0,K. Towns makes 3-pt shot from 22 ft (assist by A. Wiggins),3,65-47,,
9:15.0,,,65-47,,R. Rubio misses 3-pt shot from 23 ft
9:13.0,Defensive rebound by T. Gibson,,65-47,,
9:00.0,J. Teague misses 2-pt shot from 5 ft,,65-47,,
8:58.0,,,65-47,,Defensive rebound by J. Jerebko
8:54.0,,,65-47,,D. Mitchell misses 2-pt shot from 1 ft
8:54.0,,,65-47,,Offensive rebound by J. Jerebko
8:50.0,,,65-49,2,D. Mitchell makes 2-pt shot from 2 ft (assist by J. Jerebko)
8:42.0,,,65-49,,Personal foul by D. Favors (drawn by J. Butler)
8:42.0,Turnover by Team (turnover),,65-49,,
8:21.0,,,65-49,,J. Ingles misses 3-pt shot from 23 ft
8:18.0,Defensive rebound by K. Towns,,65-49,,
8:06.0,J. Butler misses 2-pt shot from 13 ft,,65-49,,
8:02.0,,,65-49,,Defensive rebound by D. Favors
8:01.0,Personal foul by T. Gibson (drawn by J. Jerebko),,65-49,,
7:54.0,,,65-49,,D. Mitchell misses 2-pt shot from 15 ft
7:51.0,Defensive rebound by A. Wiggins,,65-49,,
7:42.0,Turnover by A. Wiggins (lost ball; steal by D. Mitchell),,65-49,,
7:38.0,,,65-49,,Offensive charge foul by J. Jerebko (drawn by J. Butler)
7:38.0,,,65-49,,Turnover by J. Jerebko (offensive foul)
7:22.0,J. Teague makes 3-pt shot from 23 ft (assist by K. Towns),3,68-49,,
7:00.0,,,68-49,,R. Rubio misses 3-pt shot from 24 ft
6:58.0,Defensive rebound by K. Towns,,68-49,,
6:45.0,J. Butler misses 2-pt shot from 8 ft,,68-49,,
6:42.0,,,68-49,,Defensive rebound by J. Jerebko
6:39.0,,,68-49,,Turnover by R. Rubio (bad pass; steal by J. Teague)
6:37.0,,,68-49,,Personal foul by R. Rubio (drawn by J. Teague)
6:37.0,,,68-49,,Utah full timeout
6:37.0,,,68-49,,A. Burks enters the game for R. Rubio
6:21.0,K. Towns makes 2-pt shot from 5 ft (assist by A. Wiggins),2,70-49,,
6:04.0,,,70-49,,Turnover by A. Burks (step out of bounds)
5:42.0,K. Towns misses 2-pt shot from 19 ft,,70-49,,
5:40.0,,,70-49,,Defensive rebound by A. Burks
5:23.0,,,70-51,2,D. Favors makes 2-pt shot from 1 ft (assist by D. Mitchell)
5:17.0,A. Wiggins makes 2-pt shot from 2 ft (assist by J. Teague),2,72-51,,
5:17.0,Shooting foul by D. Mitchell (drawn by A. Wiggins),,72-51,,
5:17.0,,,72-51,,R. Hood enters the game for J. Ingles
5:17.0,A. Wiggins makes free throw 1 of 1,1,73-51,,
4:55.0,,,73-53,2,A. Burks makes 2-pt shot from 12 ft
4:31.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Butler),2,75-53,,
4:15.0,,,75-56,3,J. Jerebko makes 3-pt shot from 23 ft (assist by R. Hood)
3:48.0,J. Teague makes 3-pt shot from 30 ft (assist by J. Butler),3,78-56,,
3:39.0,,,78-56,,Utah full timeout
3:39.0,,,78-56,,T. Sefolosha enters the game for J. Jerebko
3:39.0,N. Bjelica enters the game for K. Towns,,78-56,,
3:21.0,,,78-58,2,R. Hood makes 2-pt shot from 10 ft
3:00.0,J. Butler makes 2-pt shot from 17 ft,2,80-58,,
2:43.0,,,80-58,,Turnover by R. Hood (lost ball; steal by T. Gibson)
2:42.0,,,80-58,,Personal foul by D. Mitchell (drawn by J. Teague)
2:42.0,J. Teague makes free throw 1 of 2,1,81-58,,
2:42.0,,,81-58,,E. Udoh enters the game for D. Favors
2:42.0,J. Teague makes free throw 2 of 2,1,82-58,,
2:30.0,,,82-58,,R. Hood misses 3-pt shot from 24 ft
2:27.0,Defensive rebound by J. Teague,,82-58,,
2:17.0,Turnover by A. Wiggins (bad pass),,82-58,,
2:07.0,,,82-58,,A. Burks misses 2-pt shot from 9 ft
2:04.0,Defensive rebound by A. Wiggins,,82-58,,
1:55.0,T. Gibson makes 2-pt shot from 2 ft,2,84-58,,
1:40.0,,,84-60,2,D. Mitchell makes 2-pt shot from 1 ft
1:24.0,J. Butler makes 2-pt shot from 9 ft,2,86-60,,
1:10.0,Personal foul by A. Wiggins (drawn by D. Mitchell),,86-60,,
1:10.0,,,86-60,,R. Neto enters the game for D. Mitchell
1:10.0,J. Crawford enters the game for A. Wiggins,,86-60,,
1:05.0,Personal foul by N. Bjelica (drawn by E. Udoh),,86-60,,
1:05.0,,,86-61,1,E. Udoh makes free throw 2 of 2
1:05.0,,,86-62,1,E. Udoh makes free throw 1 of 2
0:53.0,Turnover by J. Butler (bad pass),,86-62,,
0:40.0,,,86-62,,Shooting foul by T. Gibson (drawn by R. Hood)
0:40.0,,,86-63,1,R. Hood makes free throw 3 of 3
0:40.0,,,86-64,1,R. Hood makes free throw 2 of 3
0:40.0,,,86-65,1,R. Hood makes free throw 1 of 3
0:28.0,Turnover by J. Teague (traveling),,86-65,,
0:08.0,,,86-65,,R. Hood misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by J. Teague,,86-65,,
0:00.0,Shooting foul by R. Neto (drawn by J. Teague),,86-65,,
0:00.0,J. Teague makes free throw 1 of 2,1,87-65,,
0:00.0,J. Teague makes free throw 2 of 2,1,88-65,,
0:00.0,,,88-65,,R. Neto misses 3-pt shot from 65 ft
0:00.0,,,88-65,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,88-67,2,A. Burks makes 2-pt shot from 22 ft (assist by E. Udoh)
11:30.0,K. Towns misses 3-pt shot from 26 ft,,88-67,,
11:29.0,,,88-67,,Defensive rebound by Team
11:22.0,Personal foul by J. Crawford (drawn by A. Burks),,88-67,,
11:11.0,,,88-70,3,T. Sefolosha makes 3-pt shot from 24 ft (assist by R. Neto)
10:52.0,N. Bjelica makes 2-pt shot from 2 ft (assist by J. Crawford),2,90-70,,
10:37.0,,,90-73,3,T. Sefolosha makes 3-pt shot from 22 ft (assist by R. Neto)
10:14.0,K. Towns makes 2-pt shot from 6 ft,2,92-73,,
9:56.0,,,92-73,,A. Burks misses 2-pt shot from 14 ft
9:56.0,,,92-73,,Offensive rebound by Team
9:56.0,Loose ball foul by N. Bjelica (drawn by E. Udoh),,92-73,,
9:45.0,,,92-73,,T. Sefolosha misses 2-pt shot from 5 ft
9:42.0,Defensive rebound by N. Bjelica,,92-73,,
9:37.0,K. Towns makes 2-pt shot from 2 ft (assist by T. Jones),2,94-73,,
9:18.0,,,94-73,,T. Sefolosha misses 2-pt shot from 21 ft
9:15.0,Defensive rebound by J. Crawford,,94-73,,
9:03.0,S. Muhammad misses 2-pt shot from 3 ft (block by E. Udoh),,94-73,,
8:58.0,,,94-73,,Defensive rebound by T. Sefolosha
8:56.0,,,94-75,2,R. Neto makes 2-pt shot from 1 ft (assist by T. Sefolosha)
8:41.0,,,94-75,,Personal foul by T. Sefolosha (drawn by T. Jones)
8:41.0,,,94-75,,D. Favors enters the game for R. Hood
8:41.0,,,94-75,,R. O'Neale enters the game for E. Udoh
8:34.0,Shooting foul by T. Sefolosha (drawn by J. Crawford),,94-75,,
8:34.0,J. Crawford makes free throw 1 of 3,1,95-75,,
8:34.0,J. Crawford makes free throw 2 of 3,1,97-75,,
8:34.0,J. Crawford makes free throw 3 of 3,1,97-75,,
8:22.0,,,97-78,3,A. Burks makes 3-pt shot from 25 ft (assist by R. Neto)
8:02.0,N. Bjelica misses 3-pt shot from 26 ft,,97-78,,
7:59.0,,,97-78,,Defensive rebound by D. Favors
7:54.0,,,97-78,,Turnover by D. Favors (bad pass; steal by J. Crawford)
7:50.0,Turnover by J. Crawford (bad pass),,97-78,,
7:50.0,,,97-78,,D. Mitchell enters the game for A. Burks
7:50.0,T. Gibson enters the game for T. Jones,,97-78,,
7:50.0,A. Wiggins enters the game for N. Bjelica,,97-78,,
7:50.0,J. Butler enters the game for J. Crawford,,97-78,,
7:50.0,J. Teague enters the game for S. Muhammad,,97-78,,
7:39.0,,,97-80,2,D. Mitchell makes 2-pt shot from 2 ft
7:15.0,T. Gibson makes 2-pt shot from 15 ft,2,99-80,,
6:55.0,,,99-80,,R. O'Neale misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by A. Wiggins,,99-80,,
6:38.0,J. Butler makes 2-pt shot from 14 ft,2,101-80,,
6:38.0,,,101-80,,Utah full timeout
6:38.0,,,101-80,,J. Jerebko enters the game for D. Favors
6:38.0,,,101-80,,E. Udoh enters the game for T. Sefolosha
6:29.0,,,101-83,3,D. Mitchell makes 3-pt shot from 27 ft (assist by R. Neto)
6:13.0,J. Butler misses 2-pt shot from 15 ft,,101-83,,
6:09.0,,,101-83,,Defensive rebound by J. Jerebko
6:04.0,,,101-85,2,D. Mitchell makes 2-pt shot from 6 ft (assist by R. Neto)
5:49.0,Turnover by J. Butler (traveling),,101-85,,
5:36.0,,,101-88,3,R. Neto makes 3-pt shot from 24 ft (assist by E. Udoh)
5:15.0,J. Butler misses 2-pt shot from 3 ft (block by D. Mitchell),,101-88,,
5:15.0,,,101-88,,Defensive rebound by Team
4:59.0,,,101-88,,R. O'Neale misses 3-pt shot from 23 ft
4:56.0,Defensive rebound by K. Towns,,101-88,,
4:43.0,Personal foul by J. Teague (drawn by D. Mitchell),,101-88,,
4:42.0,Turnover by J. Teague (lost ball; steal by D. Mitchell),,101-88,,
4:36.0,,,101-88,,Turnover by D. Mitchell (palming)
4:20.0,J. Teague misses 3-pt shot from 25 ft,,101-88,,
4:18.0,,,101-88,,Defensive rebound by R. O'Neale
4:14.0,,,101-88,,Turnover by R. O'Neale (bad pass; steal by A. Wiggins)
4:10.0,J. Butler makes 2-pt shot from 2 ft (assist by A. Wiggins),2,103-88,,
4:10.0,,,103-88,,Utah full timeout
3:55.0,,,103-91,3,J. Jerebko makes 3-pt shot from 22 ft (assist by D. Mitchell)
3:29.0,A. Wiggins makes 2-pt shot from 3 ft,2,105-91,,
3:04.0,,,105-91,,D. Mitchell misses 3-pt shot from 27 ft
3:01.0,Defensive rebound by K. Towns,,105-91,,
2:38.0,T. Gibson misses 3-pt shot from 33 ft,,105-91,,
2:38.0,Offensive rebound by Team,,105-91,,
2:38.0,Turnover by Team (shot clock),,105-91,,
2:32.0,,,105-94,3,D. Mitchell makes 3-pt shot from 25 ft (assist by R. Neto)
2:03.0,J. Teague misses 2-pt shot from 20 ft,,105-94,,
2:00.0,,,105-94,,Defensive rebound by E. Udoh
1:43.0,,,105-94,,J. Jerebko misses 3-pt shot from 22 ft
1:42.0,Defensive rebound by J. Teague,,105-94,,
1:32.0,Turnover by J. Teague (bad pass; steal by D. Mitchell),,105-94,,
1:26.0,,,105-94,,Turnover by D. Mitchell (lost ball; steal by J. Butler)
1:21.0,Turnover by A. Wiggins (lost ball; steal by D. Mitchell),,105-94,,
1:13.0,,,105-94,,J. Jerebko misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by K. Towns,,105-94,,
0:57.0,,,105-94,,Personal foul by R. Neto (drawn by J. Teague)
0:57.0,Minnesota full timeout,,105-94,,
0:51.0,,,105-94,,Personal foul by E. Udoh (drawn by J. Butler)
0:51.0,J. Butler makes free throw 2 of 2,1,106-94,,
0:51.0,J. Butler makes free throw 1 of 2,1,107-94,,
0:43.0,,,107-96,2,D. Mitchell makes 2-pt shot from 2 ft
0:36.0,,,107-96,,Personal foul by R. O'Neale (drawn by J. Butler)
0:36.0,J. Butler makes free throw 1 of 2,1,108-96,,
0:36.0,J. Butler makes free throw 2 of 2,1,109-96,,
0:28.0,,,109-96,,Shooting foul by K. Towns (drawn by J. Jerebko)
0:28.0,,,109-97,1,J. Jerebko makes free throw 1 of 2
0:28.0,,,109-98,1,J. Jerebko makes free throw 2 of 2
0:05.0,J. Teague misses 2-pt shot from 12 ft,,109-98,,
0:03.0,Offensive rebound by Team,,109-98,,
