time,Phoenix,pts.away,score,pts.home,LA Clippers
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,T. Ulis makes 2-pt shot from 11 ft,2,37-53,,
11:24.0,,,37-53,,Shooting foul by J. Jackson (drawn by A. Rivers)
11:24.0,,,37-53,,A. Rivers misses free throw 1 of 2
11:24.0,,,37-53,,Offensive rebound by Team
11:24.0,,,37-53,,A. Rivers misses free throw 2 of 2
11:22.0,Defensive rebound by M. Chriss,,37-53,,
11:09.0,T. Warren misses 2-pt shot from 12 ft,,37-53,,
11:07.0,Offensive rebound by Team,,37-53,,
11:03.0,T. Warren misses 2-pt shot from 9 ft,,37-53,,
11:03.0,Offensive rebound by Team,,37-53,,
11:03.0,,,37-53,,Loose ball foul by J. Wilson (drawn by T. Chandler)
10:58.0,J. Jackson misses 2-pt shot from 7 ft,,37-53,,
10:55.0,,,37-53,,Defensive rebound by D. Jordan
10:41.0,,,37-53,,C. Williams misses 2-pt shot from 13 ft
10:40.0,Defensive rebound by T. Chandler,,37-53,,
10:31.0,J. Jackson misses 2-pt shot from 17 ft,,37-53,,
10:29.0,Offensive rebound by T. Warren,,37-53,,
10:29.0,Shooting foul by J. Wilson (drawn by T. Warren),,37-53,,
10:29.0,T. Warren makes free throw 1 of 2,1,38-53,,
10:29.0,T. Warren makes free throw 2 of 2,1,39-53,,
10:10.0,,,39-56,3,J. Wilson makes 3-pt shot from 25 ft (assist by A. Rivers)
9:47.0,T. Warren misses 2-pt shot from 18 ft,,39-56,,
9:46.0,,,39-56,,Defensive rebound by A. Rivers
9:46.0,Personal foul by T. Chandler (drawn by A. Rivers),,39-56,,
9:35.0,,,39-56,,A. Rivers misses 3-pt shot from 26 ft
9:32.0,,,39-56,,Offensive rebound by D. Jordan
9:30.0,,,39-59,3,A. Rivers makes 3-pt shot from 23 ft (assist by D. Jordan)
9:07.0,T. Ulis misses 2-pt shot from 16 ft,,39-59,,
9:04.0,,,39-59,,Defensive rebound by M. Teodosic
8:59.0,,,39-59,,Turnover by M. Teodosic (bad pass; steal by T. Warren)
8:52.0,J. Jackson misses 2-pt shot from 2 ft,,39-59,,
8:48.0,Offensive rebound by J. Jackson,,39-59,,
8:48.0,J. Jackson makes 2-pt shot at rim,2,41-59,,
8:41.0,,,41-59,,Offensive foul by D. Jordan (drawn by J. Jackson)
8:41.0,,,41-59,,Turnover by D. Jordan (offensive foul)
8:29.0,M. Chriss misses 3-pt shot from 22 ft,,41-59,,
8:29.0,,,41-59,,Defensive rebound by D. Jordan
8:21.0,,,41-61,2,A. Rivers makes 2-pt shot from 1 ft
8:12.0,T. Ulis misses 3-pt shot from 24 ft,,41-61,,
8:09.0,,,41-61,,Defensive rebound by D. Jordan
8:02.0,,,41-63,2,A. Rivers makes 2-pt shot from 1 ft
8:02.0,,,41-63,,Shooting foul by M. Chriss (drawn by A. Rivers)
8:02.0,,,41-63,,A. Rivers misses free throw 1 of 1
7:57.0,Defensive rebound by M. Chriss,,41-63,,
7:57.0,Phoenix full timeout,,41-63,,
7:57.0,D. Bender enters the game for T. Ulis,,41-63,,
7:57.0,I. Canaan enters the game for M. Chriss,,41-63,,
7:50.0,T. Warren misses 2-pt shot from 7 ft,,41-63,,
7:45.0,Offensive rebound by T. Warren,,41-63,,
7:45.0,T. Warren makes 2-pt shot at rim,2,43-63,,
7:23.0,,,43-63,,A. Rivers misses 3-pt shot from 26 ft
7:21.0,,,43-63,,Offensive rebound by Team
7:20.0,,,43-63,,Shooting foul by T. Warren (drawn by C. Williams)
7:20.0,,,43-63,,C. Williams misses free throw 1 of 2
7:20.0,,,43-63,,Offensive rebound by Team
7:20.0,,,43-64,1,C. Williams makes free throw 2 of 2
7:09.0,I. Canaan misses 2-pt shot from 2 ft,,43-64,,
7:05.0,,,43-64,,Defensive rebound by D. Jordan
6:58.0,,,43-66,2,A. Rivers makes 2-pt shot from 1 ft (assist by M. Teodosic)
6:44.0,D. Bender misses 3-pt shot from 25 ft,,43-66,,
6:40.0,Offensive rebound by T. Chandler,,43-66,,
6:39.0,T. Warren misses 2-pt shot from 5 ft,,43-66,,
6:37.0,,,43-66,,Defensive rebound by D. Jordan
6:31.0,Personal foul by T. Warren (drawn by C. Williams),,43-66,,
6:31.0,,,43-67,1,C. Williams makes free throw 1 of 2
6:31.0,A. Len enters the game for T. Chandler,,43-67,,
6:31.0,D. House enters the game for T. Warren,,43-67,,
6:31.0,T. Daniels enters the game for J. Jackson,,43-67,,
6:31.0,,,43-68,1,C. Williams makes free throw 2 of 2
6:17.0,T. Daniels makes 3-pt shot from 22 ft (assist by I. Canaan),3,46-68,,
5:57.0,,,46-71,3,J. Wilson makes 3-pt shot from 25 ft (assist by A. Rivers)
5:48.0,,,46-71,,Personal foul by C. Williams (drawn by A. Len)
5:48.0,,,46-71,,J. Evans enters the game for M. Teodosic
5:31.0,D. House makes 2-pt shot from 1 ft (assist by A. Len),2,48-71,,
5:12.0,,,48-71,,A. Rivers misses 2-pt shot from 11 ft
5:09.0,Defensive rebound by T. Daniels,,48-71,,
5:07.0,Shooting foul by C. Williams (drawn by D. House),,48-71,,
5:07.0,D. House makes free throw 1 of 2,1,49-71,,
5:07.0,,,49-71,,L. Williams enters the game for A. Rivers
5:07.0,D. House makes free throw 2 of 2,1,50-71,,
4:59.0,,,50-71,,L. Williams misses 2-pt shot from 1 ft
4:57.0,Defensive rebound by A. Len,,50-71,,
4:48.0,I. Canaan makes 2-pt shot from 1 ft (assist by A. Len),2,52-71,,
4:48.0,Shooting foul by D. Jordan (drawn by I. Canaan),,52-71,,
4:48.0,I. Canaan makes free throw 1 of 1,1,53-71,,
4:40.0,,,53-71,,Turnover by J. Evans (lost ball; steal by I. Canaan)
4:36.0,T. Daniels misses 3-pt shot from 22 ft,,53-71,,
4:32.0,,,53-71,,Defensive rebound by D. Jordan
4:24.0,Personal foul by T. Daniels (drawn by L. Williams),,53-71,,
4:24.0,,,53-71,,L. Williams misses free throw 1 of 2
4:24.0,,,53-71,,Offensive rebound by Team
4:24.0,,,53-72,1,L. Williams makes free throw 2 of 2
4:08.0,D. Bender misses 2-pt shot from 1 ft (block by J. Wilson),,53-72,,
4:04.0,,,53-72,,Defensive rebound by J. Evans
3:56.0,,,53-74,2,D. Jordan makes 2-pt shot at rim (assist by J. Evans)
3:47.0,,,53-74,,Personal foul by C. Williams (drawn by T. Daniels)
3:47.0,T. Daniels makes free throw 1 of 2,1,54-74,,
3:47.0,,,54-74,,S. Dekker enters the game for J. Wilson
3:47.0,T. Daniels makes free throw 2 of 2,1,55-74,,
3:37.0,,,55-74,,J. Evans misses 2-pt shot from 19 ft
3:34.0,Defensive rebound by T. Daniels,,55-74,,
3:25.0,T. Daniels misses 3-pt shot from 25 ft,,55-74,,
3:22.0,,,55-74,,Defensive rebound by D. Jordan
3:17.0,Violation by D. House (kicked ball),,55-74,,
3:09.0,,,55-74,,C. Williams misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by A. Len,,55-74,,
3:02.0,Shooting foul by J. Evans (drawn by I. Canaan),,55-74,,
3:02.0,I. Canaan makes free throw 1 of 2,1,56-74,,
3:02.0,I. Canaan makes free throw 2 of 2,1,57-74,,
2:52.0,,,57-74,,L. Williams misses 2-pt shot from 22 ft
2:48.0,Defensive rebound by A. Len,,57-74,,
2:41.0,D. House misses 3-pt shot from 25 ft,,57-74,,
2:35.0,Offensive rebound by A. Len,,57-74,,
2:35.0,A. Len misses 2-pt shot at rim,,57-74,,
2:34.0,Offensive rebound by A. Len,,57-74,,
2:34.0,A. Len makes 2-pt shot at rim,2,59-74,,
2:18.0,,,59-74,,LA Clippers full timeout
2:18.0,,,59-74,,M. Harrell enters the game for D. Jordan
2:18.0,,,59-74,,W. Reed enters the game for C. Williams
2:12.0,,,59-74,,L. Williams misses 2-pt shot from 1 ft
2:07.0,Defensive rebound by D. House,,59-74,,
1:51.0,D. Bender makes 3-pt shot from 23 ft (assist by I. Canaan),3,62-74,,
1:37.0,,,62-74,,Offensive foul by L. Williams (drawn by D. House)
1:37.0,,,62-74,,Turnover by L. Williams (offensive foul)
1:25.0,Shooting foul by W. Reed (drawn by T. Daniels),,62-74,,
1:25.0,T. Daniels makes free throw 1 of 2,1,63-74,,
1:25.0,,,63-74,,M. Teodosic enters the game for J. Evans
1:25.0,T. Daniels makes free throw 2 of 2,1,64-74,,
1:14.0,Personal foul by D. House (drawn by L. Williams),,64-74,,
1:14.0,,,64-75,1,L. Williams makes free throw 1 of 2
1:14.0,,,64-76,1,L. Williams makes free throw 2 of 2
0:57.0,Turnover by I. Canaan (traveling),,64-76,,
0:34.0,,,64-76,,S. Dekker misses 2-pt shot from 13 ft
0:32.0,Defensive rebound by T. Daniels,,64-76,,
0:27.0,I. Canaan misses 3-pt shot from 25 ft,,64-76,,
0:27.0,,,64-76,,Defensive rebound by S. Dekker
0:18.0,,,64-76,,L. Williams misses 3-pt shot from 24 ft
0:15.0,,,64-76,,Offensive rebound by M. Harrell
0:15.0,,,64-76,,Shooting foul by A. Len (drawn by M. Harrell)
0:15.0,,,64-77,1,M. Harrell makes free throw 1 of 2
0:15.0,,,64-77,,C. Williams enters the game for L. Williams
0:15.0,,,64-77,,J. Evans enters the game for M. Teodosic
0:15.0,,,64-77,,M. Harrell misses free throw 2 of 2
0:10.0,,,64-77,,Offensive rebound by W. Reed
0:10.0,,,64-79,2,W. Reed makes 2-pt shot at rim
0:03.0,,,64-79,,Personal foul by J. Evans (drawn by I. Canaan)
0:03.0,I. Canaan makes free throw 1 of 2,1,65-79,,
0:03.0,,,65-79,,L. Williams enters the game for W. Reed
0:03.0,,,65-79,,M. Teodosic enters the game for C. Williams
0:03.0,I. Canaan makes free throw 2 of 2,1,66-79,,
0:02.0,,,66-81,2,L. Williams makes 2-pt shot from 1 ft (assist by M. Teodosic)
0:00.0,D. House misses 3-pt shot from 58 ft,,66-81,,
0:00.0,Offensive rebound by Team,,66-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,66-81,,Turnover by M. Harrell (step out of bounds)
11:27.0,Turnover by A. Len (bad pass),,66-81,,
11:11.0,,,66-83,2,M. Harrell makes 2-pt shot from 6 ft
10:53.0,Turnover by T. Daniels (bad pass; steal by W. Reed),,66-83,,
10:50.0,,,66-85,2,W. Reed makes 2-pt shot from 1 ft
10:50.0,Phoenix full timeout,,66-85,,
10:29.0,I. Canaan makes 3-pt shot from 23 ft (assist by T. Daniels),3,69-85,,
10:05.0,,,69-87,2,S. Dekker makes 2-pt shot at rim (assist by M. Teodosic)
9:49.0,D. Bender misses 3-pt shot from 22 ft,,69-87,,
9:47.0,Offensive rebound by A. Len,,69-87,,
9:47.0,,,69-87,,Personal foul by M. Teodosic (drawn by A. Len)
9:39.0,T. Warren misses 2-pt shot from 1 ft,,69-87,,
9:39.0,,,69-87,,Defensive rebound by Team
9:39.0,Loose ball foul by A. Len (drawn by S. Dekker),,69-87,,
9:23.0,,,69-87,,L. Williams misses 2-pt shot from 14 ft
9:21.0,Defensive rebound by A. Len,,69-87,,
9:16.0,T. Warren makes 2-pt shot from 1 ft,2,71-87,,
9:10.0,Personal foul by T. Daniels (drawn by M. Harrell),,71-87,,
9:10.0,T. Chandler enters the game for A. Len,,71-87,,
9:10.0,J. Jackson enters the game for T. Daniels,,71-87,,
9:10.0,M. Chriss enters the game for D. Bender,,71-87,,
8:57.0,,,71-89,2,S. Dekker makes 2-pt shot from 1 ft (assist by W. Reed)
8:49.0,Offensive charge foul by J. Jackson (drawn by W. Reed),,71-89,,
8:49.0,Turnover by J. Jackson (offensive foul),,71-89,,
8:41.0,Personal foul by I. Canaan (drawn by L. Williams),,71-89,,
8:31.0,,,71-91,2,W. Reed makes 2-pt shot from 1 ft (assist by L. Williams)
8:11.0,M. Chriss misses 3-pt shot from 24 ft,,71-91,,
8:08.0,,,71-91,,Defensive rebound by M. Harrell
8:05.0,,,71-93,2,L. Williams makes 2-pt shot from 1 ft (assist by M. Harrell)
8:05.0,Phoenix full timeout,,71-93,,
8:05.0,M. James enters the game for I. Canaan,,71-93,,
8:05.0,J. Dudley enters the game for T. Chandler,,71-93,,
7:53.0,T. Warren makes 2-pt shot from 15 ft (assist by J. Dudley),2,73-93,,
7:28.0,,,73-93,,M. Teodosic misses 3-pt shot from 27 ft
7:26.0,Defensive rebound by Team,,73-93,,
7:12.0,T. Warren misses 2-pt shot from 1 ft,,73-93,,
7:00.0,Offensive rebound by T. Warren,,73-93,,
6:59.0,M. James misses 3-pt shot from 25 ft,,73-93,,
6:59.0,,,73-93,,Defensive rebound by M. Teodosic
