time,Utah,pts.away,score,pts.home,San Antonio
3:05.0,,,110-103,,Defensive rebound by D. Green
2:56.0,,,110-105,2,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili)
2:41.0,Turnover by R. Rubio (bad pass),,110-105,,
2:41.0,R. Gobert enters the game for D. Favors,,110-105,,
2:29.0,,,110-107,2,M. Ginobili makes 2-pt shot at rim
2:08.0,,,110-107,,Personal foul by L. Aldridge (drawn by R. Rubio)
2:08.0,R. Rubio makes free throw 1 of 2,1,111-107,,
2:08.0,R. Rubio makes free throw 2 of 2,1,112-107,,
1:58.0,,,112-107,,Shooting foul by R. Gobert (drawn by M. Ginobili)
1:58.0,,,112-108,1,M. Ginobili makes free throw 1 of 2
1:58.0,,,112-109,1,M. Ginobili makes free throw 2 of 2
1:42.0,J. Ingles misses 3-pt shot from 26 ft,,112-109,,
1:38.0,,,112-109,,Defensive rebound by B. Forbes
1:31.0,,,112-109,,Turnover by P. Mills (bad pass; steal by R. O'Neale)
1:29.0,R. O'Neale makes 2-pt shot from 1 ft,2,114-109,,
1:16.0,,,114-109,,B. Forbes misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by R. Neto,,114-109,,
1:01.0,,,114-109,,Personal foul by L. Aldridge (drawn by R. Gobert)
1:01.0,R. Gobert makes free throw 1 of 2,1,115-109,,
1:01.0,,,115-109,,P. Gasol enters the game for D. Green
1:01.0,D. Favors enters the game for R. Neto,,115-109,,
1:01.0,R. Gobert makes free throw 2 of 2,1,116-109,,
1:01.0,,,116-109,,San Antonio full timeout
1:01.0,,,116-109,,D. Green enters the game for P. Gasol
1:01.0,R. Neto enters the game for D. Favors,,116-109,,
0:51.0,,,116-109,,M. Ginobili misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by R. O'Neale,,116-109,,
0:44.0,,,116-109,,Personal foul by M. Ginobili (drawn by R. Rubio)
0:44.0,R. Rubio makes free throw 1 of 2,1,117-109,,
0:44.0,R. Rubio makes free throw 2 of 2,1,118-109,,
0:37.0,,,118-109,,L. Aldridge misses 2-pt shot from 1 ft
0:36.0,Defensive rebound by R. Gobert,,118-109,,
0:36.0,,,118-109,,Personal foul by M. Ginobili (drawn by R. Gobert)
0:36.0,R. Gobert makes free throw 1 of 2,1,119-109,,
0:36.0,,,119-109,,D. Bertans enters the game for P. Mills
0:36.0,,,119-109,,D. Murray enters the game for L. Aldridge
0:36.0,,,119-109,,J. Lauvergne enters the game for M. Ginobili
0:36.0,,,119-109,,D. Hilliard enters the game for D. Green
0:36.0,R. Gobert makes free throw 2 of 2,1,120-109,,
0:27.0,,,120-109,,D. Hilliard misses 2-pt shot at rim (block by R. Gobert)
0:25.0,,,120-109,,Offensive rebound by D. Murray
0:25.0,,,120-109,,Shooting foul by J. Ingles (drawn by D. Bertans)
0:25.0,,,120-110,1,D. Bertans makes free throw 1 of 3
0:25.0,,,120-110,,D. Bertans misses free throw 2 of 3
0:25.0,,,120-110,,Offensive rebound by Team
0:25.0,,,120-111,1,D. Bertans makes free throw 3 of 3
0:00.0,Turnover by Team (shot clock),,120-111,,
