time,Utah,pts.away,score,pts.home,LA Lakers
7:21.0,,,14-4,,J. Randle misses 2-pt shot from 2 ft (block by D. Mitchell)
7:18.0,,,14-4,,Offensive rebound by J. Hart
7:10.0,,,14-4,,B. Lopez misses 2-pt shot from 20 ft
7:10.0,,,14-4,,Offensive rebound by Team
7:10.0,,,14-4,,Turnover by Team (shot clock)
6:57.0,R. Gobert misses 2-pt shot from 1 ft,,14-4,,
6:54.0,,,14-4,,Defensive rebound by J. Randle
6:48.0,,,14-4,,B. Lopez misses 2-pt shot from 1 ft
6:45.0,Defensive rebound by R. Gobert,,14-4,,
6:38.0,J. Ingles makes 2-pt shot from 2 ft (assist by R. Gobert),2,16-4,,
6:38.0,,,16-4,,LA Lakers full timeout
6:38.0,D. Exum enters the game for R. Rubio,,16-4,,
6:22.0,,,16-4,,Turnover by J. Randle (lost ball; steal by J. Ingles)
6:17.0,D. Favors misses 2-pt shot at rim (block by K. Caldwell-Pope),,16-4,,
6:16.0,,,16-4,,Defensive rebound by B. Lopez
6:16.0,Personal take foul by J. Ingles (drawn by K. Caldwell-Pope),,16-4,,
6:16.0,,,16-4,,T. Ennis enters the game for A. Caruso
6:16.0,J. Crowder enters the game for D. Favors,,16-4,,
6:05.0,,,16-4,,Turnover by B. Lopez (lost ball; steal by R. Gobert)
6:00.0,D. Mitchell makes 3-pt shot from 25 ft (assist by J. Ingles),3,19-4,,
5:38.0,,,19-4,,Shooting foul by J. Crowder (drawn by J. Randle)
5:38.0,,,19-5,1,J. Randle makes free throw 1 of 2
5:38.0,,,19-6,1,J. Randle makes free throw 2 of 2
5:28.0,Turnover by D. Mitchell (bad pass; steal by T. Ennis),,19-6,,
5:24.0,,,19-6,,T. Ennis misses 2-pt shot from 1 ft
5:20.0,Defensive rebound by D. Exum,,19-6,,
5:15.0,Turnover by J. Ingles (bad pass; steal by T. Ennis),,19-6,,
5:12.0,,,19-6,,Shooting foul by D. Exum (drawn by K. Caldwell-Pope)
5:12.0,,,19-7,1,K. Caldwell-Pope makes free throw 1 of 2
5:12.0,,,19-8,1,K. Caldwell-Pope makes free throw 2 of 2
5:01.0,Turnover by D. Mitchell (bad pass; steal by T. Ennis),,19-8,,
4:51.0,,,19-8,,B. Lopez misses 2-pt shot from 6 ft (block by R. Gobert)
4:47.0,,,19-8,,Offensive rebound by J. Randle
4:43.0,,,19-10,2,J. Hart makes 2-pt shot from 1 ft (assist by J. Randle)
4:22.0,Turnover by D. Exum (bad pass; steal by K. Caldwell-Pope),,19-10,,
4:16.0,,,19-12,2,J. Randle makes 2-pt shot from 3 ft
4:16.0,Utah full timeout,,19-12,,
4:16.0,,,19-12,,C. Frye enters the game for B. Lopez
4:16.0,R. O'Neale enters the game for J. Ingles,,19-12,,
3:56.0,D. Mitchell misses 2-pt shot from 6 ft,,19-12,,
3:52.0,Offensive rebound by J. Crowder,,19-12,,
3:51.0,J. Crowder misses 3-pt shot from 26 ft,,19-12,,
3:51.0,,,19-12,,Defensive rebound by Team
3:36.0,,,19-14,2,T. Ennis makes 2-pt shot from 3 ft
3:18.0,D. Exum misses 2-pt shot from 2 ft,,19-14,,
3:16.0,,,19-14,,Defensive rebound by C. Frye
3:11.0,,,19-14,,J. Randle misses 2-pt shot from 21 ft
3:08.0,Defensive rebound by R. Gobert,,19-14,,
3:05.0,J. Crowder makes 2-pt shot from 22 ft (assist by D. Exum),2,21-14,,
2:45.0,,,21-16,2,J. Randle makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
2:45.0,Shooting block foul by R. Gobert (drawn by J. Randle),,21-16,,
2:45.0,D. Favors enters the game for R. Gobert,,21-16,,
2:45.0,,,21-17,1,J. Randle makes free throw 1 of 1
2:30.0,J. Crowder makes 2-pt shot from 1 ft (assist by D. Mitchell),2,23-17,,
2:20.0,,,23-17,,Turnover by K. Caldwell-Pope (bad pass)
2:20.0,,,23-17,,G. Payton enters the game for J. Hart
2:10.0,D. Mitchell misses 3-pt shot from 26 ft,,23-17,,
2:07.0,,,23-17,,Defensive rebound by J. Randle
1:56.0,,,23-19,2,J. Randle makes 2-pt shot from 2 ft
1:51.0,D. Mitchell makes 2-pt shot from 3 ft (assist by D. Exum),2,25-19,,
1:51.0,Shooting foul by G. Payton (drawn by D. Mitchell),,25-19,,
1:51.0,,,25-19,,I. Zubac enters the game for J. Randle
1:51.0,D. Mitchell makes free throw 1 of 1,1,26-19,,
1:37.0,,,26-19,,C. Frye misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by D. Favors,,26-19,,
1:32.0,,,26-19,,T. Wear enters the game for K. Caldwell-Pope
1:32.0,J. Jerebko enters the game for D. Mitchell,,26-19,,
1:19.0,Turnover by R. O'Neale (traveling),,26-19,,
0:56.0,,,26-19,,T. Wear misses 2-pt shot from 12 ft
0:53.0,Defensive rebound by D. Favors,,26-19,,
0:39.0,J. Crowder misses 3-pt shot from 25 ft,,26-19,,
0:37.0,,,26-19,,Defensive rebound by G. Payton
0:32.0,,,26-19,,G. Payton misses 2-pt shot from 2 ft
0:29.0,,,26-19,,Offensive rebound by I. Zubac
0:29.0,,,26-19,,I. Zubac misses 2-pt shot at rim
0:29.0,Defensive rebound by D. Exum,,26-19,,
0:29.0,Shooting foul by T. Ennis (drawn by D. Exum),,26-19,,
0:29.0,D. Exum makes free throw 1 of 2,1,27-19,,
0:29.0,D. Exum makes free throw 2 of 2,1,28-19,,
0:07.0,,,28-21,2,T. Ennis makes 2-pt shot from 2 ft
0:02.0,Shooting foul by T. Wear (drawn by D. Exum),,28-21,,
0:02.0,D. Exum makes free throw 1 of 2,1,29-21,,
0:02.0,D. Exum makes free throw 2 of 2,1,30-21,,
0:00.0,,,30-21,,Turnover by T. Wear (traveling)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,30-21,,Shooting foul by D. Exum (drawn by G. Payton)
11:49.0,,,30-21,,G. Payton misses free throw 1 of 2
11:49.0,,,30-21,,Offensive rebound by Team
11:49.0,,,30-21,,G. Payton misses free throw 2 of 2
11:46.0,Defensive rebound by D. Favors,,30-21,,
11:34.0,J. Ingles misses 3-pt shot from 27 ft,,30-21,,
11:32.0,,,30-21,,Defensive rebound by T. Ennis
11:21.0,,,30-24,3,T. Ennis makes 3-pt shot from 26 ft (assist by G. Payton)
11:09.0,D. Exum makes 2-pt shot from 2 ft,2,32-24,,
10:58.0,,,32-24,,T. Ennis misses 2-pt shot from 14 ft
10:58.0,Defensive rebound by D. Favors,,32-24,,
10:47.0,Turnover by D. Favors (traveling),,32-24,,
10:32.0,,,32-24,,T. Ennis misses 2-pt shot from 15 ft
10:28.0,,,32-24,,Offensive rebound by T. Ennis
10:26.0,,,32-26,2,T. Wear makes 2-pt shot from 12 ft (assist by G. Payton)
10:10.0,D. Favors misses 2-pt shot from 1 ft,,32-26,,
10:08.0,,,32-26,,Defensive rebound by I. Zubac
9:57.0,,,32-26,,C. Frye misses 2-pt shot from 1 ft
9:57.0,,,32-26,,Offensive rebound by Team
9:57.0,Loose ball foul by J. Jerebko (drawn by C. Frye),,32-26,,
9:57.0,,,32-26,,J. Hart enters the game for G. Payton
9:57.0,R. Rubio enters the game for D. Exum,,32-26,,
9:57.0,R. O'Neale enters the game for J. Crowder,,32-26,,
9:47.0,,,32-28,2,I. Zubac makes 2-pt shot from 2 ft (assist by J. Hart)
9:23.0,Turnover by J. Jerebko (bad pass),,32-28,,
9:07.0,,,32-28,,J. Hart misses 3-pt shot from 23 ft
9:05.0,Defensive rebound by D. Favors,,32-28,,
8:59.0,,,32-28,,Personal foul by C. Frye (drawn by R. Rubio)
8:47.0,J. Ingles misses 3-pt shot from 27 ft,,32-28,,
8:44.0,,,32-28,,Defensive rebound by T. Ennis
8:40.0,R. Gobert enters the game for J. Jerebko,,32-28,,
8:26.0,,,32-30,2,T. Ennis makes 2-pt shot from 3 ft (assist by C. Frye)
8:09.0,R. Gobert makes 2-pt shot from 2 ft (assist by J. Ingles),2,34-30,,
7:50.0,,,34-30,,C. Frye misses 2-pt shot from 16 ft
7:47.0,Defensive rebound by R. Rubio,,34-30,,
7:38.0,R. O'Neale misses 3-pt shot from 24 ft,,34-30,,
7:35.0,,,34-30,,Defensive rebound by T. Wear
7:34.0,,,34-30,,LA Lakers full timeout
7:34.0,,,34-30,,K. Caldwell-Pope enters the game for T. Wear
7:34.0,D. Mitchell enters the game for J. Ingles,,34-30,,
7:20.0,,,34-30,,C. Frye misses 3-pt shot from 27 ft
7:18.0,Defensive rebound by R. Gobert,,34-30,,
6:57.0,R. Rubio makes 2-pt shot from 22 ft (assist by D. Mitchell),2,36-30,,
6:45.0,,,36-30,,K. Caldwell-Pope misses 2-pt shot from 16 ft
6:41.0,,,36-30,,Offensive rebound by T. Ennis
6:33.0,,,36-30,,T. Ennis misses 2-pt shot from 9 ft
6:32.0,,,36-30,,Offensive rebound by Team
6:32.0,,,36-30,,B. Lopez enters the game for C. Frye
6:32.0,,,36-30,,J. Randle enters the game for I. Zubac
6:32.0,,,36-30,,A. Caruso enters the game for K. Caldwell-Pope
6:32.0,J. Crowder enters the game for D. Favors,,36-30,,
6:24.0,Personal foul by R. Gobert (drawn by B. Lopez),,36-30,,
6:24.0,E. Udoh enters the game for R. Gobert,,36-30,,
6:19.0,,,36-32,2,J. Hart makes 2-pt shot at rim (assist by B. Lopez)
6:02.0,R. Rubio makes 2-pt shot at rim,2,38-32,,
5:48.0,,,38-32,,J. Randle misses 2-pt shot from 2 ft
5:47.0,,,38-32,,Offensive rebound by J. Randle
5:47.0,Personal foul by R. O'Neale (drawn by J. Randle),,38-32,,
5:47.0,,,38-32,,G. Payton enters the game for A. Caruso
5:32.0,,,38-32,,T. Ennis misses 2-pt shot from 2 ft
5:30.0,Defensive rebound by D. Mitchell,,38-32,,
5:27.0,Shooting foul by B. Lopez (drawn by D. Mitchell),,38-32,,
5:27.0,D. Mitchell misses free throw 1 of 2,,38-32,,
5:27.0,Offensive rebound by Team,,38-32,,
5:27.0,D. Exum enters the game for R. Rubio,,38-32,,
5:27.0,D. Mitchell makes free throw 2 of 2,1,39-32,,
5:13.0,,,39-32,,B. Lopez misses 2-pt shot from 8 ft (block by E. Udoh)
5:11.0,Defensive rebound by Team,,39-32,,
5:11.0,,,39-32,,Loose ball foul by B. Lopez (drawn by E. Udoh)
5:11.0,,,39-32,,T. Wear enters the game for T. Ennis
4:50.0,J. Crowder makes 3-pt shot from 27 ft (assist by R. O'Neale),3,42-32,,
4:33.0,,,42-32,,G. Payton misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by D. Mitchell,,42-32,,
4:24.0,D. Mitchell misses 2-pt shot from 2 ft,,42-32,,
4:21.0,,,42-32,,Defensive rebound by B. Lopez
4:20.0,Personal foul by E. Udoh (drawn by G. Payton),,42-32,,
4:20.0,,,42-33,1,G. Payton makes free throw 1 of 2
4:20.0,J. Ingles enters the game for R. O'Neale,,42-33,,
4:20.0,,,42-33,,G. Payton misses free throw 2 of 2
4:17.0,,,42-33,,Offensive rebound by B. Lopez
4:02.0,,,42-33,,Turnover by J. Randle (lost ball; steal by D. Exum)
3:57.0,J. Crowder makes 3-pt shot from 24 ft (assist by E. Udoh),3,45-33,,
3:44.0,,,45-36,3,J. Hart makes 3-pt shot from 27 ft
3:22.0,Turnover by D. Mitchell (out of bounds lost ball),,45-36,,
3:14.0,,,45-36,,T. Wear misses 3-pt shot from 25 ft
3:10.0,,,45-36,,Offensive rebound by J. Hart
3:10.0,,,45-36,,Shooting foul by E. Udoh (drawn by J. Hart)
3:10.0,,,45-37,1,J. Hart makes free throw 1 of 2
3:10.0,D. Favors enters the game for E. Udoh,,45-37,,
3:10.0,,,45-38,1,J. Hart makes free throw 2 of 2
2:55.0,Turnover by D. Exum (bad pass),,45-38,,
2:55.0,Utah full timeout,,45-38,,
2:43.0,,,45-38,,J. Hart misses 2-pt shot from 14 ft
2:37.0,Defensive rebound by D. Favors,,45-38,,
2:20.0,Turnover by D. Exum (traveling),,45-38,,
1:57.0,R. Rubio enters the game for D. Exum,,45-38,,
1:56.0,,,45-38,,B. Lopez misses 3-pt shot from 24 ft
1:54.0,,,45-38,,Offensive rebound by Team
1:54.0,,,45-38,,Turnover by Team (shot clock)
1:39.0,J. Crowder makes 3-pt shot from 28 ft (assist by D. Mitchell),3,48-38,,
1:33.0,Violation by J. Crowder (kicked ball),,48-38,,
1:33.0,,,48-38,,T. Ennis enters the game for G. Payton
1:22.0,,,48-40,2,J. Hart makes 2-pt shot from 15 ft (assist by B. Lopez)
0:57.0,D. Mitchell makes 2-pt shot from 3 ft,2,50-40,,
0:40.0,Shooting block foul by D. Favors (drawn by J. Randle),,50-40,,
0:40.0,,,50-41,1,J. Randle makes free throw 1 of 2
0:40.0,,,50-41,,G. Payton enters the game for T. Wear
0:40.0,,,50-42,1,J. Randle makes free throw 2 of 2
0:34.0,D. Mitchell misses 2-pt shot from 5 ft,,50-42,,
0:31.0,,,50-42,,Defensive rebound by G. Payton
0:25.0,,,50-44,2,J. Randle makes 2-pt shot from 6 ft
0:05.0,J. Crowder misses 3-pt shot from 26 ft,,50-44,,
0:03.0,,,50-44,,Defensive rebound by B. Lopez
0:01.0,,,50-44,,T. Ennis misses 3-pt shot from 31 ft
0:00.0,,,50-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,50-44,,K. Caldwell-Pope misses 3-pt shot from 27 ft
11:35.0,Defensive rebound by R. Gobert,,50-44,,
11:27.0,Shooting foul by A. Caruso (drawn by D. Mitchell),,50-44,,
11:27.0,D. Mitchell makes free throw 1 of 2,1,51-44,,
11:27.0,D. Mitchell misses free throw 2 of 2,,51-44,,
11:25.0,,,51-44,,Defensive rebound by J. Randle
11:07.0,,,51-44,,B. Lopez misses 2-pt shot from 11 ft
11:04.0,Defensive rebound by J. Ingles,,51-44,,
10:57.0,D. Mitchell makes 2-pt shot from 2 ft (assist by J. Ingles),2,53-44,,
10:43.0,,,53-46,2,J. Randle makes 2-pt shot from 1 ft (assist by A. Caruso)
10:32.0,R. Rubio makes 2-pt shot from 20 ft (assist by J. Ingles),2,55-46,,
10:21.0,,,55-46,,B. Lopez misses 3-pt shot from 26 ft
10:19.0,Defensive rebound by D. Mitchell,,55-46,,
10:15.0,R. Rubio misses 3-pt shot from 24 ft,,55-46,,
10:12.0,,,55-46,,Defensive rebound by B. Lopez
10:12.0,Personal take foul by J. Ingles (drawn by J. Hart),,55-46,,
10:05.0,,,55-48,2,K. Caldwell-Pope makes 2-pt shot from 3 ft (assist by A. Caruso)
9:54.0,Turnover by D. Favors (bad pass; steal by A. Caruso),,55-48,,
9:50.0,,,55-48,,J. Hart misses 3-pt shot from 23 ft
9:44.0,,,55-48,,Offensive rebound by A. Caruso
9:40.0,,,55-50,2,A. Caruso makes 2-pt shot from 18 ft
9:20.0,D. Favors misses 3-pt shot from 23 ft,,55-50,,
9:17.0,,,55-50,,Defensive rebound by J. Hart
9:15.0,Personal foul by R. Rubio (drawn by J. Randle),,55-50,,
9:02.0,,,55-52,2,A. Caruso makes 2-pt shot at rim (assist by J. Randle)
8:44.0,D. Mitchell misses 3-pt shot from 27 ft,,55-52,,
8:40.0,Offensive rebound by D. Favors,,55-52,,
8:35.0,Shooting foul by J. Hart (drawn by D. Mitchell),,55-52,,
8:35.0,D. Mitchell makes free throw 1 of 2,1,56-52,,
8:35.0,D. Mitchell misses free throw 2 of 2,,56-52,,
8:31.0,Offensive rebound by R. Gobert,,56-52,,
8:27.0,J. Ingles makes 2-pt shot at rim (assist by R. Rubio),2,58-52,,
8:11.0,,,58-52,,J. Randle misses 2-pt shot from 13 ft
8:08.0,Defensive rebound by D. Favors,,58-52,,
8:08.0,Offensive foul by R. Rubio (drawn by A. Caruso),,58-52,,
8:08.0,Turnover by R. Rubio (offensive foul),,58-52,,
8:00.0,Personal foul by J. Ingles (drawn by J. Randle),,58-52,,
7:53.0,,,58-54,2,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by B. Lopez)
7:37.0,Shooting foul by A. Caruso (drawn by J. Ingles),,58-54,,
7:37.0,J. Ingles misses free throw 1 of 2,,58-54,,
7:37.0,Offensive rebound by Team,,58-54,,
7:37.0,J. Ingles makes free throw 2 of 2,1,59-54,,
7:24.0,,,59-54,,B. Lopez misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by D. Mitchell,,59-54,,
7:09.0,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell),2,61-54,,
6:52.0,,,61-54,,B. Lopez misses 2-pt shot from 18 ft
6:52.0,Defensive rebound by Team,,61-54,,
6:52.0,,,61-54,,Loose ball foul by K. Caldwell-Pope (drawn by R. Rubio)
6:52.0,,,61-54,,LA Lakers full timeout
6:38.0,D. Favors misses 3-pt shot from 23 ft,,61-54,,
6:37.0,Offensive rebound by Team,,61-54,,
6:37.0,,,61-54,,Loose ball foul by K. Caldwell-Pope (drawn by R. Gobert)
6:37.0,R. Gobert misses free throw 1 of 2,,61-54,,
6:37.0,Offensive rebound by Team,,61-54,,
6:37.0,R. Gobert misses free throw 2 of 2,,61-54,,
6:34.0,,,61-54,,Defensive rebound by J. Randle
6:18.0,,,61-54,,K. Caldwell-Pope misses 2-pt shot from 1 ft
6:11.0,,,61-54,,Offensive rebound by J. Randle
6:11.0,,,61-56,2,J. Randle makes 2-pt shot at rim
6:05.0,J. Ingles makes 3-pt shot from 24 ft (assist by D. Mitchell),3,64-56,,
5:49.0,,,64-56,,Turnover by J. Hart (lost ball; steal by R. Rubio)
5:45.0,J. Ingles makes 2-pt shot from 1 ft (assist by D. Mitchell),2,66-56,,
5:44.0,,,66-56,,LA Lakers full timeout
5:44.0,,,66-56,,C. Frye enters the game for B. Lopez
5:44.0,D. Exum enters the game for R. Rubio,,66-56,,
5:44.0,J. Crowder enters the game for D. Favors,,66-56,,
5:31.0,,,66-58,2,J. Hart makes 2-pt shot from 18 ft (assist by J. Randle)
5:10.0,J. Crowder misses 3-pt shot from 25 ft,,66-58,,
5:08.0,,,66-58,,Defensive rebound by A. Caruso
5:08.0,Personal foul by J. Crowder (drawn by A. Caruso),,66-58,,
4:50.0,Jump ball: J. Randle vs. J. Crowder (J. Hart gains possession),,,,Jump ball: J. Randle vs. J. Crowder (J. Hart gains possession)
4:45.0,,,66-58,,C. Frye misses 3-pt shot from 27 ft (block by J. Ingles)
4:40.0,Defensive rebound by D. Mitchell,,66-58,,
4:38.0,J. Ingles makes 3-pt shot from 23 ft (assist by D. Mitchell),3,69-58,,
4:31.0,,,69-58,,Shooting foul by J. Ingles (drawn by A. Caruso)
4:31.0,,,69-59,1,A. Caruso makes free throw 1 of 2
4:31.0,R. O'Neale enters the game for J. Ingles,,69-59,,
4:31.0,,,69-60,1,A. Caruso makes free throw 2 of 2
4:23.0,D. Mitchell makes 2-pt shot from 2 ft,2,71-60,,
4:23.0,Shooting foul by J. Hart (drawn by D. Mitchell),,71-60,,
4:23.0,D. Mitchell makes free throw 1 of 1,1,72-60,,
4:11.0,,,72-62,2,K. Caldwell-Pope makes 2-pt shot from 21 ft (assist by J. Randle)
4:00.0,,,72-62,,Personal foul by J. Randle (drawn by D. Mitchell)
4:00.0,D. Mitchell makes free throw 1 of 2,1,73-62,,
4:00.0,,,73-62,,I. Zubac enters the game for J. Randle
4:00.0,D. Mitchell makes free throw 2 of 2,1,74-62,,
3:40.0,,,74-64,2,C. Frye makes 2-pt shot from 5 ft
3:30.0,D. Mitchell misses 3-pt shot from 25 ft,,74-64,,
3:26.0,,,74-64,,Defensive rebound by K. Caldwell-Pope
3:23.0,,,74-64,,Shooting foul by J. Crowder (drawn by J. Hart)
3:23.0,,,74-64,,J. Hart misses free throw 1 of 2
3:23.0,,,74-64,,Offensive rebound by Team
3:23.0,,,74-65,1,J. Hart makes free throw 2 of 2
3:06.0,D. Mitchell makes 2-pt shot from 2 ft (assist by R. O'Neale),2,76-65,,
2:55.0,,,76-65,,A. Caruso misses 2-pt shot from 17 ft
2:52.0,Defensive rebound by D. Mitchell,,76-65,,
2:46.0,J. Crowder misses 3-pt shot from 24 ft,,76-65,,
2:42.0,,,76-65,,Defensive rebound by A. Caruso
2:37.0,,,76-65,,Turnover by I. Zubac (lost ball; steal by R. Gobert)
2:33.0,Turnover by R. Gobert (bad pass; steal by J. Hart),,76-65,,
2:29.0,,,76-65,,Turnover by K. Caldwell-Pope (bad pass)
2:29.0,,,76-65,,T. Ennis enters the game for A. Caruso
2:13.0,D. Exum misses 3-pt shot from 25 ft,,76-65,,
2:10.0,Offensive rebound by D. Exum,,76-65,,
2:08.0,R. Gobert misses 2-pt shot from 2 ft (block by I. Zubac),,76-65,,
2:04.0,,,76-65,,Defensive rebound by T. Ennis
1:55.0,,,76-65,,K. Caldwell-Pope misses 2-pt shot from 9 ft
1:53.0,Defensive rebound by R. Gobert,,76-65,,
1:43.0,J. Crowder misses 2-pt shot from 2 ft,,76-65,,
1:41.0,,,76-65,,Defensive rebound by T. Ennis
1:36.0,,,76-67,2,T. Ennis makes 2-pt shot from 1 ft
1:36.0,Utah full timeout,,76-67,,
1:36.0,J. Jerebko enters the game for R. Gobert,,76-67,,
1:36.0,D. Favors enters the game for D. Mitchell,,76-67,,
1:24.0,R. O'Neale makes 2-pt shot from 1 ft (assist by D. Favors),2,78-67,,
1:24.0,,,78-67,,Shooting block foul by T. Ennis (drawn by R. O'Neale)
1:24.0,R. O'Neale makes free throw 1 of 1,1,79-67,,
1:12.0,,,79-67,,T. Ennis misses 2-pt shot from 2 ft
1:10.0,Defensive rebound by R. O'Neale,,79-67,,
1:04.0,J. Crowder misses 3-pt shot from 24 ft,,79-67,,
0:59.0,,,79-67,,Defensive rebound by I. Zubac
0:45.0,,,79-67,,C. Frye misses 2-pt shot from 7 ft
0:42.0,Defensive rebound by D. Favors,,79-67,,
0:29.0,J. Crowder misses 2-pt shot from 16 ft,,79-67,,
0:26.0,,,79-67,,Defensive rebound by C. Frye
0:10.0,,,79-67,,Offensive foul by T. Ennis (drawn by D. Exum)
0:10.0,,,79-67,,Turnover by T. Ennis (offensive foul)
0:10.0,,,79-67,,T. Wear enters the game for K. Caldwell-Pope
0:10.0,D. Mitchell enters the game for D. Exum,,79-67,,
0:02.0,R. O'Neale makes 3-pt shot from 22 ft (assist by J. Crowder),3,82-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,J. Crowder makes 2-pt shot from 5 ft (assist by D. Exum),2,84-67,,
11:20.0,,,84-67,,T. Wear misses 3-pt shot from 26 ft
11:17.0,Defensive rebound by J. Ingles,,84-67,,
11:09.0,D. Favors makes 2-pt shot from 12 ft (assist by J. Ingles),2,86-67,,
10:51.0,,,86-69,2,C. Frye makes 2-pt shot from 2 ft
10:51.0,,,86-69,,Shooting foul by D. Exum (drawn by C. Frye)
10:51.0,,,86-70,1,C. Frye makes free throw 1 of 1
10:31.0,J. Crowder misses 3-pt shot from 23 ft,,86-70,,
10:28.0,,,86-70,,Defensive rebound by I. Zubac
10:26.0,,,86-70,,Turnover by I. Zubac (bad pass; steal by J. Crowder)
10:23.0,J. Ingles makes 3-pt shot from 23 ft (assist by J. Crowder),3,89-70,,
10:06.0,,,89-73,3,C. Frye makes 3-pt shot from 26 ft (assist by I. Zubac)
9:57.0,R. O'Neale enters the game for J. Jerebko,,89-73,,
9:52.0,J. Crowder makes 3-pt shot from 24 ft (assist by D. Exum),3,92-73,,
9:38.0,,,92-73,,I. Zubac misses 2-pt shot from 17 ft
9:37.0,Defensive rebound by J. Ingles,,92-73,,
9:32.0,D. Favors makes 2-pt shot from 2 ft (assist by J. Ingles),2,94-73,,
9:25.0,,,94-73,,LA Lakers full timeout
9:25.0,,,94-73,,T. Bryant enters the game for T. Wear
9:25.0,,,94-73,,J. Hart enters the game for I. Zubac
9:25.0,D. Mitchell enters the game for D. Exum,,94-73,,
9:19.0,,,94-75,2,T. Bryant makes 2-pt shot at rim (assist by T. Ennis)
9:19.0,,,94-75,,Shooting foul by D. Mitchell (drawn by T. Bryant)
9:19.0,,,94-76,1,T. Bryant makes free throw 1 of 1
8:55.0,D. Mitchell misses 3-pt shot from 25 ft,,94-76,,
8:54.0,Offensive rebound by D. Favors,,94-76,,
8:53.0,D. Favors makes 2-pt shot from 1 ft,2,96-76,,
8:40.0,,,96-76,,G. Payton misses 2-pt shot from 3 ft
8:38.0,Defensive rebound by D. Mitchell,,96-76,,
8:31.0,J. Crowder misses 2-pt shot from 17 ft,,96-76,,
8:26.0,,,96-76,,Defensive rebound by T. Bryant
8:09.0,,,96-76,,T. Ennis misses 2-pt shot from 3 ft
8:06.0,Defensive rebound by R. O'Neale,,96-76,,
7:52.0,R. O'Neale makes 2-pt shot from 2 ft (assist by J. Ingles),2,98-76,,
7:37.0,,,98-76,,G. Payton misses 2-pt shot from 12 ft
