time,New Orleans,pts.away,score,pts.home,Portland
7:24.0,D. Miller enters the game for D. Cunningham,,6-9,,
7:14.0,,,6-9,,J. Nurkic misses 2-pt shot from 20 ft
7:10.0,,,6-9,,Offensive rebound by D. Lillard
7:06.0,,,6-9,,J. Nurkic misses 2-pt shot from 3 ft
7:03.0,Defensive rebound by D. Cousins,,6-9,,
6:59.0,D. Cousins makes 2-pt shot from 2 ft,2,8-9,,
6:59.0,Shooting foul by J. Nurkic (drawn by D. Cousins),,8-9,,
6:59.0,,,8-9,,Portland full timeout
6:59.0,C. Diallo enters the game for A. Davis,,8-9,,
6:59.0,D. Cousins misses free throw 1 of 1,,8-9,,
6:56.0,,,8-9,,Defensive rebound by A. Aminu
6:40.0,,,8-9,,M. Harkless misses 3-pt shot from 23 ft
6:36.0,Defensive rebound by J. Holiday,,8-9,,
6:25.0,D. Cousins misses 3-pt shot from 24 ft,,8-9,,
6:23.0,,,8-9,,Defensive rebound by C. McCollum
6:16.0,,,8-9,,Offensive foul by J. Nurkic (drawn by D. Cousins)
6:16.0,,,8-9,,Turnover by J. Nurkic (offensive foul)
6:05.0,Turnover by D. Cousins (bad pass; steal by A. Aminu),,8-9,,
5:55.0,,,8-9,,J. Nurkic misses 2-pt shot from 14 ft
5:52.0,Defensive rebound by E. Moore,,8-9,,
5:47.0,Shooting foul by J. Nurkic (drawn by D. Cousins),,8-9,,
5:47.0,D. Cousins makes free throw 1 of 2,1,9-9,,
5:47.0,,,9-9,,E. Davis enters the game for C. McCollum
5:47.0,,,9-9,,P. Connaughton enters the game for M. Harkless
5:47.0,,,9-9,,E. Turner enters the game for J. Nurkic
5:47.0,D. Cousins makes free throw 2 of 2,1,10-9,,
5:23.0,,,10-9,,E. Davis misses 2-pt shot from 2 ft
5:23.0,,,10-9,,Offensive rebound by A. Aminu
5:23.0,,,10-9,,A. Aminu misses 2-pt shot at rim
5:23.0,,,10-9,,Offensive rebound by E. Davis
5:23.0,,,10-11,2,E. Davis makes 2-pt shot from 2 ft
5:23.0,,,10-11,,Shooting foul by D. Miller (drawn by E. Davis)
5:23.0,J. Nelson enters the game for E. Moore,,10-11,,
5:23.0,,,10-11,,E. Davis misses free throw 1 of 1
5:19.0,Defensive rebound by D. Cousins,,10-11,,
5:14.0,D. Miller makes 2-pt shot from 15 ft,2,12-11,,
4:52.0,,,12-11,,D. Lillard misses 2-pt shot at rim
4:48.0,,,12-11,,Offensive rebound by E. Davis
4:48.0,,,12-13,2,E. Davis makes 2-pt shot at rim
4:34.0,C. Diallo misses 2-pt shot from 1 ft,,12-13,,
4:31.0,Offensive rebound by D. Cousins,,12-13,,
4:31.0,Shooting foul by E. Turner (drawn by D. Miller),,12-13,,
4:31.0,D. Miller makes free throw 1 of 3,1,13-13,,
4:31.0,D. Miller makes free throw 2 of 3,1,14-13,,
4:31.0,,,14-13,,M. Leonard enters the game for E. Davis
4:31.0,D. Miller makes free throw 3 of 3,1,15-13,,
4:13.0,,,15-13,,A. Aminu misses 2-pt shot from 6 ft
4:12.0,Defensive rebound by D. Cousins,,15-13,,
4:09.0,Turnover by D. Cousins (palming),,15-13,,
4:09.0,,,15-13,,E. Davis enters the game for A. Aminu
4:09.0,,,15-13,,C. Swanigan enters the game for E. Davis
3:59.0,,,15-13,,D. Lillard misses 2-pt shot from 1 ft (block by C. Diallo)
3:57.0,Defensive rebound by D. Miller,,15-13,,
3:41.0,D. Cousins makes 3-pt shot from 26 ft (assist by J. Holiday),3,18-13,,
3:25.0,,,18-16,3,E. Turner makes 3-pt shot from 24 ft (assist by D. Lillard)
3:11.0,Turnover by D. Cousins (traveling),,18-16,,
3:11.0,D. Cunningham enters the game for D. Cousins,,18-16,,
3:00.0,,,18-16,,Shooting foul by C. Diallo (drawn by D. Lillard)
3:00.0,,,18-17,1,D. Lillard makes free throw 1 of 2
3:00.0,,,18-18,1,D. Lillard makes free throw 2 of 2
2:45.0,J. Holiday misses 3-pt shot from 24 ft,,18-18,,
2:41.0,,,18-18,,Defensive rebound by D. Lillard
2:30.0,,,18-18,,C. Swanigan misses 2-pt shot from 1 ft
2:28.0,,,18-18,,Offensive rebound by C. Swanigan
2:28.0,,,18-20,2,C. Swanigan makes 2-pt shot from 2 ft
2:28.0,,,18-20,,Shooting foul by C. Diallo (drawn by C. Swanigan)
2:28.0,New Orleans full timeout,,18-20,,
2:28.0,,,18-20,,E. Davis enters the game for D. Lillard
2:28.0,,,18-20,,C. McCollum enters the game for M. Leonard
2:28.0,,,18-21,1,C. Swanigan makes free throw 1 of 1
2:13.0,J. Nelson misses 2-pt shot from 17 ft,,18-21,,
2:10.0,,,18-21,,Defensive rebound by P. Connaughton
2:03.0,,,18-23,2,C. Swanigan makes 2-pt shot at rim (assist by E. Turner)
1:55.0,,,18-23,,Def 3 sec tech foul by C. Swanigan
1:55.0,J. Holiday makes technical free throw,1,19-23,,
1:42.0,J. Nelson misses 3-pt shot from 23 ft,,19-23,,
1:40.0,,,19-23,,Defensive rebound by E. Turner
1:36.0,,,19-25,2,E. Turner makes 2-pt shot from 20 ft
1:26.0,Turnover by J. Nelson (bad pass; steal by E. Turner),,19-25,,
1:21.0,,,19-25,,P. Connaughton misses 3-pt shot from 23 ft
1:16.0,Defensive rebound by C. Diallo,,19-25,,
1:12.0,Offensive foul by J. Holiday (drawn by C. McCollum),,19-25,,
1:12.0,Turnover by J. Holiday (offensive foul),,19-25,,
1:12.0,I. Clark enters the game for J. Holiday,,19-25,,
0:56.0,,,19-25,,E. Turner misses 2-pt shot from 18 ft
0:54.0,,,19-25,,Offensive rebound by E. Turner
0:54.0,,,19-25,,Shooting foul by C. Diallo (drawn by E. Turner)
0:54.0,,,19-26,1,E. Turner makes free throw 1 of 2
0:54.0,,,19-27,1,E. Turner makes free throw 2 of 2
0:30.0,I. Clark misses 2-pt shot from 3 ft (block by E. Davis),,19-27,,
0:30.0,,,19-27,,Defensive rebound by P. Connaughton
0:08.0,,,19-29,2,E. Davis makes 2-pt shot from 1 ft (assist by C. McCollum)
0:00.0,C. Diallo misses 2-pt shot at rim (block by C. Swanigan),,19-29,,
0:00.0,,,19-29,,Defensive rebound by E. Davis
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,19-32,3,P. Connaughton makes 3-pt shot from 25 ft (assist by E. Turner)
11:36.0,Shooting foul by C. Swanigan (drawn by D. Cousins),,19-32,,
11:36.0,D. Cousins makes free throw 1 of 2,1,20-32,,
11:36.0,D. Cousins makes free throw 2 of 2,1,21-32,,
11:16.0,,,21-32,,C. Swanigan misses 3-pt shot from 24 ft
11:14.0,Defensive rebound by I. Clark,,21-32,,
10:58.0,Offensive foul by D. Cousins (drawn by C. Swanigan),,21-32,,
10:58.0,Turnover by D. Cousins (offensive foul),,21-32,,
10:58.0,,,21-32,,M. Harkless enters the game for C. Swanigan
10:47.0,,,21-32,,Offensive foul by M. Harkless (drawn by I. Clark)
10:47.0,,,21-32,,Turnover by M. Harkless (offensive foul)
10:39.0,,,21-32,,Personal block foul by P. Connaughton (drawn by J. Nelson)
10:39.0,,,21-32,,Turnover by P. Connaughton (turnover)
10:39.0,,,21-32,,S. Napier enters the game for P. Connaughton
10:25.0,I. Clark misses 2-pt shot from 10 ft,,21-32,,
10:22.0,,,21-32,,Defensive rebound by C. McCollum
10:15.0,,,21-32,,E. Turner misses 3-pt shot from 24 ft
10:13.0,Defensive rebound by I. Clark,,21-32,,
10:05.0,T. Allen makes 2-pt shot from 1 ft (assist by D. Cousins),2,23-32,,
9:50.0,,,23-32,,C. McCollum misses 2-pt shot at rim
9:44.0,,,23-32,,Offensive rebound by E. Davis
9:44.0,,,23-34,2,E. Davis makes 2-pt shot at rim
9:32.0,I. Clark misses 3-pt shot from 22 ft,,23-34,,
9:29.0,,,23-34,,Defensive rebound by E. Turner
9:14.0,,,23-34,,Turnover by E. Turner (traveling)
9:00.0,D. Cousins misses 3-pt shot from 25 ft,,23-34,,
8:58.0,,,23-34,,Defensive rebound by E. Davis
8:53.0,,,23-34,,Turnover by E. Turner (bad pass)
8:53.0,E. Moore enters the game for D. Miller,,23-34,,
8:34.0,,,23-34,,Personal foul by E. Turner (drawn by J. Nelson)
8:26.0,Turnover by D. Cousins (bad pass; steal by S. Napier),,23-34,,
8:15.0,,,23-34,,E. Turner misses 3-pt shot from 23 ft
8:10.0,,,23-34,,Offensive rebound by E. Davis
8:10.0,,,23-34,,E. Davis misses 2-pt shot at rim
8:10.0,Defensive rebound by D. Cousins,,23-34,,
8:03.0,T. Allen misses 2-pt shot from 6 ft,,23-34,,
7:52.0,Offensive rebound by D. Cousins,,23-34,,
7:52.0,D. Cousins makes 2-pt shot at rim,2,25-34,,
7:48.0,,,25-36,2,C. McCollum makes 2-pt shot from 17 ft (assist by E. Turner)
7:29.0,T. Allen misses 3-pt shot from 24 ft,,25-36,,
7:27.0,,,25-36,,Defensive rebound by S. Napier
7:18.0,,,25-36,,M. Harkless misses 3-pt shot from 23 ft
7:15.0,Defensive rebound by E. Moore,,25-36,,
7:10.0,J. Nelson makes 3-pt shot from 25 ft (assist by I. Clark),3,28-36,,
7:09.0,,,28-36,,Portland full timeout
7:09.0,,,28-36,,P. Connaughton enters the game for C. McCollum
7:09.0,,,28-36,,D. Lillard enters the game for S. Napier
7:09.0,C. Diallo enters the game for D. Cousins,,28-36,,
6:51.0,Jump ball: D. Lillard vs. E. Moore (I. Clark gains possession),,,,Jump ball: D. Lillard vs. E. Moore (I. Clark gains possession)
6:51.0,,,28-36,,Turnover by D. Lillard (turnover; steal by E. Moore)
6:42.0,Offensive foul by T. Allen (drawn by D. Lillard),,28-36,,
6:42.0,Turnover by T. Allen (offensive foul),,28-36,,
6:28.0,,,28-38,2,E. Davis makes 2-pt shot from 2 ft (assist by D. Lillard)
6:10.0,I. Clark makes 2-pt shot from 22 ft (assist by J. Nelson),2,30-38,,
6:03.0,,,30-38,,M. Harkless misses 2-pt shot from 6 ft (block by E. Moore)
6:03.0,,,30-38,,Offensive rebound by E. Davis
6:03.0,,,30-38,,E. Davis misses 2-pt shot at rim
6:03.0,Defensive rebound by C. Diallo,,30-38,,
5:54.0,,,30-38,,E. Davis misses 2-pt shot from 1 ft
5:52.0,Defensive rebound by C. Diallo,,30-38,,
5:46.0,J. Nelson makes 3-pt shot from 25 ft,3,33-38,,
5:30.0,,,33-38,,D. Lillard misses 3-pt shot from 28 ft
5:27.0,,,33-38,,Offensive rebound by M. Harkless
5:19.0,,,33-40,2,E. Turner makes 2-pt shot from 1 ft
5:08.0,C. Diallo makes 2-pt shot from 1 ft (assist by I. Clark),2,35-40,,
4:57.0,,,35-42,2,P. Connaughton makes 2-pt shot at rim
4:39.0,E. Moore makes 3-pt shot from 25 ft (assist by J. Nelson),3,38-42,,
4:22.0,,,38-42,,Turnover by D. Lillard (out of bounds lost ball)
4:22.0,,,38-42,,A. Aminu enters the game for E. Turner
4:22.0,,,38-42,,M. Leonard enters the game for E. Davis
4:22.0,D. Cousins enters the game for E. Moore,,38-42,,
4:22.0,J. Holiday enters the game for C. Diallo,,38-42,,
4:09.0,J. Nelson misses 3-pt shot from 28 ft,,38-42,,
4:07.0,,,38-42,,Defensive rebound by P. Connaughton
3:56.0,,,38-42,,P. Connaughton misses 3-pt shot from 25 ft
3:54.0,,,38-42,,Offensive rebound by M. Leonard
3:45.0,,,38-44,2,M. Leonard makes 2-pt shot from 14 ft (assist by D. Lillard)
3:24.0,I. Clark makes 3-pt shot from 25 ft (assist by J. Holiday),3,41-44,,
3:09.0,,,41-44,,D. Lillard misses 3-pt shot from 27 ft
3:06.0,Defensive rebound by I. Clark,,41-44,,
2:56.0,T. Allen misses 2-pt shot from 1 ft,,41-44,,
2:54.0,,,41-44,,Defensive rebound by M. Harkless
2:48.0,,,41-44,,P. Connaughton misses 2-pt shot from 3 ft
2:44.0,Defensive rebound by D. Cousins,,41-44,,
2:38.0,Turnover by T. Allen (bad pass; steal by M. Leonard),,41-44,,
2:37.0,Personal take foul by T. Allen (drawn by D. Lillard),,41-44,,
2:37.0,New Orleans full timeout,,41-44,,
2:37.0,D. Cunningham enters the game for J. Nelson,,41-44,,
2:37.0,E. Moore enters the game for T. Allen,,41-44,,
2:37.0,,,41-44,,C. McCollum enters the game for P. Connaughton
2:25.0,Personal foul by E. Moore (drawn by D. Lillard),,41-44,,
2:17.0,,,41-44,,D. Lillard misses 2-pt shot from 20 ft
2:11.0,Defensive rebound by I. Clark,,41-44,,
2:08.0,E. Moore makes 3-pt shot from 25 ft (assist by J. Holiday),3,44-44,,
1:42.0,,,44-47,3,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard)
1:21.0,D. Cousins misses 2-pt shot from 5 ft,,44-47,,
1:18.0,,,44-47,,Defensive rebound by D. Lillard
1:06.0,,,44-47,,Turnover by C. McCollum (bad pass; steal by J. Holiday)
1:02.0,J. Holiday makes 2-pt shot from 2 ft (assist by D. Cousins),2,46-47,,
0:45.0,,,46-47,,M. Harkless misses 2-pt shot from 3 ft (block by J. Holiday)
0:42.0,Defensive rebound by D. Cousins,,46-47,,
0:40.0,Shooting foul by M. Leonard (drawn by J. Holiday),,46-47,,
0:40.0,J. Holiday makes free throw 1 of 2,1,47-47,,
0:40.0,T. Allen enters the game for D. Cunningham,,47-47,,
0:40.0,J. Holiday makes free throw 2 of 2,1,48-47,,
0:26.0,,,48-47,,Turnover by A. Aminu (traveling)
0:26.0,,,48-47,,E. Turner enters the game for M. Harkless
0:26.0,J. Nelson enters the game for T. Allen,,48-47,,
0:02.0,J. Holiday misses 2-pt shot from 2 ft,,48-47,,
0:00.0,,,48-47,,Defensive rebound by M. Leonard
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,48-47,,A. Aminu misses 3-pt shot from 25 ft
11:40.0,Defensive rebound by Team,,48-47,,
11:21.0,D. Cousins misses 2-pt shot from 21 ft,,48-47,,
11:18.0,,,48-47,,Defensive rebound by M. Harkless
11:04.0,,,48-50,3,A. Aminu makes 3-pt shot from 24 ft (assist by D. Lillard)
10:53.0,J. Holiday misses 2-pt shot from 13 ft,,48-50,,
10:52.0,,,48-50,,Defensive rebound by C. McCollum
10:43.0,,,48-50,,Shooting foul by D. Cousins (drawn by J. Nurkic)
10:43.0,,,48-50,,J. Nurkic misses free throw 1 of 2
10:43.0,,,48-50,,Offensive rebound by Team
10:43.0,,,48-51,1,J. Nurkic makes free throw 2 of 2
10:38.0,Turnover by E. Moore (out of bounds lost ball),,48-51,,
10:26.0,Personal foul by T. Allen (drawn by A. Aminu),,48-51,,
10:21.0,,,48-53,2,J. Nurkic makes 2-pt shot from 20 ft (assist by D. Lillard)
10:06.0,D. Cousins makes 2-pt shot at rim (assist by E. Moore),2,50-53,,
9:54.0,,,50-55,2,A. Aminu makes 2-pt shot from 3 ft
9:44.0,D. Cousins misses 3-pt shot from 25 ft,,50-55,,
9:41.0,,,50-55,,Defensive rebound by D. Lillard
9:31.0,,,50-55,,C. McCollum misses 2-pt shot from 19 ft
9:28.0,Defensive rebound by D. Cousins,,50-55,,
9:22.0,T. Allen misses 2-pt shot from 1 ft (block by M. Harkless),,50-55,,
9:22.0,Offensive rebound by T. Allen,,50-55,,
9:20.0,Shooting foul by A. Aminu (drawn by T. Allen),,50-55,,
9:20.0,T. Allen makes free throw 1 of 2,1,51-55,,
9:20.0,T. Allen misses free throw 2 of 2,,51-55,,
9:18.0,,,51-55,,Defensive rebound by M. Harkless
9:11.0,,,51-55,,Shooting foul by E. Moore (drawn by M. Harkless)
9:11.0,,,51-56,1,M. Harkless makes free throw 1 of 2
9:11.0,,,51-57,1,M. Harkless makes free throw 2 of 2
9:01.0,Shooting foul by M. Harkless (drawn by D. Cousins),,51-57,,
9:01.0,D. Cousins makes free throw 1 of 2,1,52-57,,
9:01.0,D. Cousins makes free throw 2 of 2,1,53-57,,
8:51.0,,,53-57,,Turnover by D. Lillard (bad pass)
8:40.0,Turnover by D. Cousins (bad pass; steal by M. Harkless),,53-57,,
8:20.0,,,53-57,,D. Lillard misses 3-pt shot from 29 ft
8:17.0,Defensive rebound by D. Cousins,,53-57,,
8:09.0,Turnover by J. Holiday (lost ball; steal by D. Lillard),,53-57,,
8:03.0,,,53-57,,J. Nurkic misses 2-pt shot from 18 ft
8:00.0,Defensive rebound by D. Cunningham,,53-57,,
7:51.0,E. Moore makes 2-pt shot from 4 ft,2,55-57,,
7:35.0,,,55-57,,C. McCollum misses 2-pt shot from 15 ft (block by D. Cousins)
7:32.0,Defensive rebound by J. Holiday,,55-57,,
7:27.0,D. Cousins makes 2-pt shot at rim,2,57-57,,
7:06.0,,,57-57,,D. Lillard misses 2-pt shot from 1 ft
7:04.0,Defensive rebound by D. Cousins,,57-57,,
6:51.0,E. Moore misses 3-pt shot from 24 ft,,57-57,,
6:50.0,,,57-57,,Defensive rebound by M. Harkless
6:39.0,,,57-57,,Shooting foul by T. Allen (drawn by J. Nurkic)
6:39.0,,,57-57,,Portland full timeout
6:39.0,C. Diallo enters the game for D. Cousins,,57-57,,
6:39.0,D. Miller enters the game for T. Allen,,57-57,,
6:39.0,,,57-58,1,J. Nurkic makes free throw 1 of 2
6:39.0,,,57-58,,J. Nurkic misses free throw 2 of 2
6:37.0,Defensive rebound by D. Cunningham,,57-58,,
6:22.0,D. Miller misses 3-pt shot from 24 ft,,57-58,,
6:20.0,,,57-58,,Defensive rebound by J. Nurkic
6:05.0,,,57-58,,M. Harkless misses 2-pt shot from 1 ft
6:04.0,Defensive rebound by C. Diallo,,57-58,,
5:51.0,D. Cunningham misses 3-pt shot from 22 ft,,57-58,,
5:44.0,,,57-58,,Defensive rebound by J. Nurkic
5:39.0,,,57-60,2,A. Aminu makes 2-pt shot at rim (assist by D. Lillard)
5:39.0,,,57-60,,Shooting foul by C. Diallo (drawn by A. Aminu)
5:39.0,,,57-60,,E. Davis enters the game for C. McCollum
5:39.0,,,57-60,,P. Connaughton enters the game for M. Harkless
5:39.0,,,57-60,,E. Turner enters the game for J. Nurkic
5:39.0,D. Cousins enters the game for E. Moore,,57-60,,
5:39.0,J. Nelson enters the game for C. Diallo,,57-60,,
5:39.0,,,57-61,1,A. Aminu makes free throw 1 of 1
5:24.0,J. Holiday makes 2-pt shot from 4 ft,2,59-61,,
5:11.0,,,59-61,,Turnover by D. Lillard (bad pass; steal by D. Cunningham)
5:04.0,D. Cousins makes 3-pt shot from 24 ft (assist by J. Holiday),3,62-61,,
4:46.0,,,62-63,2,D. Lillard makes 2-pt shot from 8 ft
4:34.0,D. Cunningham misses 2-pt shot from 1 ft (block by A. Aminu),,62-63,,
4:30.0,,,62-63,,Defensive rebound by A. Aminu
4:30.0,,,62-63,,Turnover by A. Aminu (bad pass; steal by D. Cousins)
4:30.0,Shooting foul by E. Davis (drawn by D. Cousins),,62-63,,
4:30.0,D. Cousins makes free throw 1 of 2,1,63-63,,
4:30.0,,,63-63,,J. Nurkic enters the game for E. Davis
4:30.0,D. Cousins makes free throw 2 of 2,1,64-63,,
4:15.0,,,64-63,,Shooting foul by J. Nelson (drawn by E. Turner)
4:15.0,,,64-64,1,E. Turner makes free throw 1 of 2
4:15.0,,,64-65,1,E. Turner makes free throw 2 of 2
4:01.0,D. Cousins makes 3-pt shot from 24 ft (assist by J. Holiday),3,67-65,,
3:42.0,,,67-65,,D. Lillard misses 3-pt shot from 31 ft
3:40.0,Defensive rebound by J. Holiday,,67-65,,
3:34.0,D. Cunningham misses 2-pt shot from 8 ft,,67-65,,
3:32.0,,,67-65,,Defensive rebound by A. Aminu
3:25.0,Personal foul by D. Miller (drawn by D. Lillard),,67-65,,
3:25.0,,,67-65,,D. Lillard misses free throw 1 of 2
3:25.0,,,67-65,,Offensive rebound by Team
3:25.0,,,67-65,,C. Swanigan enters the game for A. Aminu
3:25.0,,,67-66,1,D. Lillard makes free throw 2 of 2
3:13.0,D. Cousins makes 2-pt shot from 12 ft,2,69-66,,
2:56.0,,,69-66,,Turnover by D. Lillard (palming)
2:56.0,New Orleans full timeout,,69-66,,
2:56.0,E. Moore enters the game for D. Cunningham,,69-66,,
2:38.0,J. Holiday makes 2-pt shot from 1 ft (assist by D. Cousins),2,71-66,,
2:22.0,,,71-66,,D. Lillard misses 3-pt shot from 27 ft
2:20.0,Defensive rebound by J. Nelson,,71-66,,
2:14.0,E. Moore misses 2-pt shot from 7 ft,,71-66,,
2:12.0,,,71-66,,Defensive rebound by E. Turner
2:06.0,,,71-69,3,P. Connaughton makes 3-pt shot from 25 ft (assist by E. Turner)
1:49.0,D. Cousins misses 3-pt shot from 24 ft,,71-69,,
1:46.0,,,71-69,,Defensive rebound by E. Turner
1:39.0,,,71-69,,Turnover by C. Swanigan (out of bounds lost ball)
1:39.0,,,71-69,,C. McCollum enters the game for D. Lillard
1:39.0,,,71-69,,E. Davis enters the game for J. Nurkic
1:39.0,I. Clark enters the game for J. Holiday,,71-69,,
1:19.0,D. Cousins misses 2-pt shot at rim,,71-69,,
1:17.0,,,71-69,,Defensive rebound by P. Connaughton
1:04.0,,,71-71,2,C. McCollum makes 2-pt shot from 8 ft
0:49.0,D. Cousins makes 2-pt shot at rim (assist by I. Clark),2,73-71,,
0:29.0,,,73-71,,E. Turner misses 2-pt shot from 3 ft
0:27.0,,,73-71,,Offensive rebound by C. Swanigan
0:26.0,,,73-71,,C. Swanigan misses 2-pt shot from 1 ft
0:26.0,,,73-71,,Offensive rebound by E. Davis
0:21.0,,,73-71,,E. Davis misses 2-pt shot at rim
0:21.0,Defensive rebound by I. Clark,,73-71,,
0:07.0,,,73-71,,Personal take foul by E. Turner (drawn by J. Nelson)
0:01.0,J. Nelson misses 3-pt shot from 28 ft,,73-71,,
0:01.0,,,73-71,,Defensive rebound by P. Connaughton
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Shooting foul by E. Davis (drawn by C. Diallo),,73-71,,
11:48.0,C. Diallo misses free throw 1 of 2,,73-71,,
11:48.0,Offensive rebound by Team,,73-71,,
11:48.0,C. Diallo makes free throw 2 of 2,1,74-71,,
11:39.0,Def 3 sec tech foul by C. Diallo,,74-71,,
11:39.0,,,74-72,1,C. McCollum makes technical free throw
11:26.0,,,74-74,2,E. Turner makes 2-pt shot from 16 ft
11:11.0,J. Nelson makes 2-pt shot from 16 ft,2,76-74,,
10:56.0,,,76-74,,E. Turner misses 2-pt shot from 10 ft
10:53.0,,,76-74,,Offensive rebound by C. Swanigan
10:52.0,,,76-77,3,C. McCollum makes 3-pt shot from 30 ft (assist by C. Swanigan)
10:34.0,I. Clark misses 3-pt shot from 27 ft (block by E. Turner),,76-77,,
10:31.0,,,76-77,,Defensive rebound by C. Swanigan
10:20.0,,,76-77,,E. Turner misses 2-pt shot from 11 ft
10:17.0,,,76-77,,Offensive rebound by C. Swanigan
10:13.0,,,76-77,,Shooting foul by E. Moore (drawn by C. McCollum)
10:13.0,,,76-78,1,C. McCollum makes free throw 1 of 2
10:13.0,D. Cousins enters the game for C. Diallo,,76-78,,
10:13.0,,,76-79,1,C. McCollum makes free throw 2 of 2
10:00.0,J. Nelson misses 3-pt shot from 22 ft,,76-79,,
9:57.0,,,76-79,,Defensive rebound by C. Swanigan
9:53.0,,,76-79,,E. Davis misses 2-pt shot from 1 ft (block by D. Cousins)
9:53.0,Turnover by D. Miller (step out of bounds),,76-79,,
9:52.0,Offensive rebound by D. Miller,,76-79,,
9:50.0,Personal foul by D. Miller (drawn by E. Turner),,76-79,,
9:43.0,,,76-79,,P. Connaughton misses 2-pt shot at rim (block by D. Cousins)
9:39.0,Defensive rebound by I. Clark,,76-79,,
9:29.0,Shooting foul by E. Davis (drawn by D. Cousins),,76-79,,
9:29.0,D. Cousins makes free throw 1 of 2,1,77-79,,
9:29.0,J. Holiday enters the game for J. Nelson,,77-79,,
9:29.0,D. Cousins misses free throw 2 of 2,,77-79,,
9:27.0,,,77-79,,Defensive rebound by E. Davis
9:16.0,,,77-79,,E. Turner misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by D. Cousins,,77-79,,
9:06.0,Shooting foul by E. Turner (drawn by D. Cousins),,77-79,,
9:06.0,D. Cousins makes free throw 1 of 2,1,78-79,,
9:06.0,D. Cunningham enters the game for D. Miller,,78-79,,
9:06.0,D. Cousins makes free throw 2 of 2,1,79-79,,
8:48.0,,,79-81,2,E. Davis makes 2-pt shot from 7 ft (assist by C. McCollum)
8:38.0,I. Clark makes 2-pt shot from 7 ft,2,81-81,,
8:17.0,Personal foul by J. Holiday (drawn by C. McCollum),,81-81,,
8:17.0,,,81-81,,D. Lillard enters the game for E. Turner
8:03.0,,,81-84,3,C. McCollum makes 3-pt shot from 25 ft
7:44.0,D. Cousins misses 3-pt shot from 24 ft,,81-84,,
7:42.0,,,81-84,,Defensive rebound by E. Davis
7:33.0,,,81-87,3,C. McCollum makes 3-pt shot from 24 ft
7:32.0,New Orleans full timeout,,81-87,,
