time,Sacramento,pts.away,score,pts.home,Toronto
2:18.0,B. Hield enters the game for G. Hill,,26-29,,
2:18.0,F. Mason enters the game for G. Temple,,26-29,,
2:11.0,W. Cauley-Stein misses 2-pt shot from 2 ft (block by P. Siakam),,26-29,,
2:08.0,,,26-29,,Defensive rebound by P. Siakam
1:58.0,,,26-29,,P. Siakam misses 2-pt shot from 2 ft
1:56.0,Defensive rebound by W. Cauley-Stein,,26-29,,
1:44.0,G. Papagiannis makes 2-pt shot from 13 ft (assist by B. Bogdanovic),2,28-29,,
1:30.0,,,28-31,2,D. DeRozan makes 2-pt shot from 3 ft
1:15.0,G. Papagiannis misses 2-pt shot from 18 ft,,28-31,,
1:12.0,,,28-31,,Defensive rebound by P. Siakam
1:05.0,,,28-33,2,N. Powell makes 2-pt shot from 1 ft (assist by F. VanVleet)
0:49.0,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by F. Mason),2,30-33,,
0:33.0,,,30-33,,D. DeRozan misses 2-pt shot from 5 ft
0:31.0,Defensive rebound by B. Hield,,30-33,,
0:28.0,Offensive charge foul by B. Hield (drawn by F. VanVleet),,30-33,,
0:28.0,Turnover by B. Hield (offensive foul),,30-33,,
0:28.0,S. Labissiere enters the game for W. Cauley-Stein,,30-33,,
0:08.0,,,30-35,2,J. Poeltl makes 2-pt shot from 1 ft (assist by D. DeRozan)
0:00.0,B. Hield misses 2-pt shot from 20 ft (block by N. Powell),,30-35,,
0:00.0,Offensive rebound by Team,,30-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,30-35,,Shooting foul by G. Papagiannis (drawn by J. Poeltl)
11:49.0,,,30-36,1,J. Poeltl makes free throw 1 of 2
11:49.0,,,30-36,,J. Poeltl misses free throw 2 of 2
11:47.0,Defensive rebound by G. Papagiannis,,30-36,,
11:28.0,B. Bogdanovic misses 3-pt shot from 25 ft,,30-36,,
11:24.0,,,30-36,,Defensive rebound by P. Siakam
11:04.0,,,30-36,,P. Siakam misses 2-pt shot from 10 ft (block by S. Labissiere)
11:04.0,,,30-36,,Offensive rebound by Team
11:01.0,,,30-36,,P. Siakam misses 3-pt shot from 23 ft
10:59.0,Defensive rebound by F. Mason,,30-36,,
10:51.0,B. Hield makes 3-pt shot from 22 ft (assist by F. Mason),3,33-36,,
10:34.0,,,33-36,,P. Siakam misses 2-pt shot from 12 ft
10:31.0,Defensive rebound by F. Mason,,33-36,,
10:18.0,Turnover by B. Hield (traveling),,33-36,,
9:59.0,,,33-36,,P. Siakam misses 2-pt shot from 2 ft
9:57.0,Defensive rebound by F. Mason,,33-36,,
9:54.0,,,33-36,,Personal block foul by N. Powell (drawn by F. Mason)
9:43.0,S. Labissiere misses 2-pt shot from 3 ft (block by P. Siakam),,33-36,,
9:43.0,Offensive rebound by Team,,33-36,,
9:33.0,B. Hield misses 2-pt shot from 10 ft,,33-36,,
9:30.0,,,33-36,,Defensive rebound by J. Poeltl
9:29.0,,,33-36,,Turnover by D. Wright (bad pass; steal by B. Hield)
9:29.0,,,33-36,,Personal foul by N. Powell (drawn by B. Hield)
9:19.0,B. Hield misses 2-pt shot from 12 ft,,33-36,,
9:14.0,Offensive rebound by G. Papagiannis,,33-36,,
9:14.0,G. Papagiannis misses 2-pt shot at rim,,33-36,,
9:13.0,,,33-36,,Defensive rebound by P. Siakam
9:02.0,,,33-38,2,N. Powell makes 2-pt shot from 3 ft
8:37.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by B. Hield),3,36-38,,
8:14.0,,,36-40,2,J. Poeltl makes 2-pt shot from 10 ft (assist by P. Siakam)
8:04.0,F. Mason makes 2-pt shot from 3 ft,2,38-40,,
7:59.0,,,38-40,,Toronto full timeout
7:59.0,,,38-40,,O. Anunoby enters the game for F. VanVleet
7:59.0,,,38-40,,K. Lowry enters the game for P. Siakam
7:59.0,W. Cauley-Stein enters the game for G. Papagiannis,,38-40,,
7:49.0,,,38-40,,Turnover by N. Powell (lost ball; steal by S. Labissiere)
7:27.0,W. Cauley-Stein misses 2-pt shot from 14 ft,,38-40,,
7:24.0,,,38-40,,Defensive rebound by K. Lowry
7:16.0,,,38-40,,O. Anunoby misses 3-pt shot from 26 ft
7:13.0,Defensive rebound by F. Mason,,38-40,,
7:10.0,B. Hield misses 3-pt shot from 25 ft,,38-40,,
7:07.0,,,38-40,,Defensive rebound by K. Lowry
6:55.0,,,38-40,,Shooting foul by S. Labissiere (drawn by K. Lowry)
6:55.0,,,38-41,1,K. Lowry makes free throw 1 of 2
6:55.0,,,38-41,,J. Valanciunas enters the game for N. Powell
6:55.0,,,38-41,,C. Miles enters the game for J. Poeltl
6:55.0,V. Carter enters the game for S. Labissiere,,38-41,,
6:55.0,,,38-42,1,K. Lowry makes free throw 2 of 2
6:40.0,F. Mason makes 2-pt shot from 12 ft,2,40-42,,
6:25.0,Personal foul by W. Cauley-Stein (drawn by J. Valanciunas),,40-42,,
6:17.0,,,40-42,,D. Wright misses 2-pt shot from 2 ft
6:17.0,Defensive rebound by Team,,40-42,,
6:07.0,Turnover by B. Bogdanovic (lost ball; steal by D. Wright),,40-42,,
6:03.0,,,40-44,2,D. Wright makes 2-pt shot from 1 ft (assist by K. Lowry)
5:56.0,Sacramento full timeout,,40-44,,
5:56.0,,,40-44,,D. DeRozan enters the game for D. Wright
5:49.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by V. Carter),3,43-44,,
5:20.0,G. Hill enters the game for F. Mason,,43-44,,
5:20.0,G. Temple enters the game for B. Hield,,43-44,,
5:17.0,,,43-46,2,D. DeRozan makes 2-pt shot from 12 ft (assist by K. Lowry)
5:04.0,V. Carter misses 2-pt shot from 18 ft,,43-46,,
5:02.0,,,43-46,,Defensive rebound by O. Anunoby
4:58.0,,,43-49,3,K. Lowry makes 3-pt shot from 28 ft
4:38.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,45-49,,
4:26.0,,,45-51,2,O. Anunoby makes 2-pt shot at rim (assist by K. Lowry)
4:13.0,Turnover by W. Cauley-Stein (bad pass; steal by C. Miles),,45-51,,
4:02.0,,,45-51,,J. Valanciunas misses 2-pt shot from 5 ft
4:00.0,,,45-51,,Offensive rebound by J. Valanciunas
4:00.0,,,45-51,,Shooting foul by G. Temple (drawn by J. Valanciunas)
4:00.0,,,45-51,,J. Valanciunas misses free throw 1 of 2
4:00.0,,,45-51,,Offensive rebound by Team
4:00.0,K. Koufos enters the game for B. Bogdanovic,,45-51,,
4:00.0,,,45-52,1,J. Valanciunas makes free throw 2 of 2
3:41.0,K. Koufos makes 2-pt shot from 9 ft (assist by W. Cauley-Stein),2,47-52,,
3:29.0,,,47-52,,D. DeRozan misses 2-pt shot from 13 ft
3:26.0,,,47-52,,Offensive rebound by O. Anunoby
3:21.0,Violation by K. Koufos (kicked ball),,47-52,,
3:21.0,J. Jackson enters the game for G. Temple,,47-52,,
3:16.0,Personal foul by K. Koufos (drawn by J. Valanciunas),,47-52,,
3:16.0,,,47-53,1,J. Valanciunas makes free throw 1 of 2
3:16.0,,,47-54,1,J. Valanciunas makes free throw 2 of 2
2:53.0,W. Cauley-Stein makes 2-pt shot from 19 ft (assist by G. Hill),2,49-54,,
2:45.0,,,49-54,,K. Lowry misses 2-pt shot from 4 ft
2:41.0,Defensive rebound by W. Cauley-Stein,,49-54,,
2:39.0,V. Carter makes 2-pt shot from 1 ft (assist by G. Hill),2,51-54,,
2:17.0,,,51-54,,D. DeRozan misses 3-pt shot from 23 ft
2:14.0,Defensive rebound by J. Jackson,,51-54,,
2:04.0,G. Hill makes 3-pt shot from 26 ft (assist by K. Koufos),3,54-54,,
1:40.0,,,54-54,,D. DeRozan misses 2-pt shot from 4 ft
1:40.0,Defensive rebound by K. Koufos,,54-54,,
1:34.0,J. Jackson misses 3-pt shot from 25 ft,,54-54,,
1:34.0,,,54-54,,Defensive rebound by J. Valanciunas
1:22.0,,,54-54,,J. Valanciunas misses 2-pt shot from 1 ft (block by V. Carter)
1:20.0,Defensive rebound by K. Koufos,,54-54,,
1:09.0,J. Jackson misses 3-pt shot from 24 ft,,54-54,,
1:06.0,,,54-54,,Defensive rebound by K. Lowry
1:02.0,,,54-57,3,K. Lowry makes 3-pt shot from 29 ft
0:45.0,G. Hill makes 3-pt shot from 25 ft,3,57-57,,
0:32.0,Personal foul by K. Koufos (drawn by J. Valanciunas),,57-57,,
0:32.0,,,57-58,1,J. Valanciunas makes free throw 1 of 2
0:32.0,,,57-58,,F. VanVleet enters the game for C. Miles
0:32.0,,,57-58,,P. Siakam enters the game for O. Anunoby
0:32.0,B. Bogdanovic enters the game for W. Cauley-Stein,,57-58,,
0:32.0,,,57-59,1,J. Valanciunas makes free throw 2 of 2
0:10.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by G. Hill),3,60-59,,
0:01.0,,,60-61,2,D. DeRozan makes 2-pt shot from 20 ft
0:00.0,G. Hill makes 3-pt shot from 45 ft (assist by V. Carter),3,63-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,63-61,,C. Miles misses 3-pt shot from 25 ft
11:45.0,Defensive rebound by W. Cauley-Stein,,63-61,,
11:29.0,W. Cauley-Stein misses 2-pt shot from 1 ft (block by D. DeRozan),,63-61,,
11:26.0,,,63-61,,Defensive rebound by J. Valanciunas
11:15.0,,,63-61,,C. Miles misses 3-pt shot from 23 ft
11:13.0,Defensive rebound by Team,,63-61,,
10:54.0,G. Temple misses 3-pt shot from 26 ft,,63-61,,
10:52.0,,,63-61,,Defensive rebound by C. Miles
10:42.0,,,63-63,2,C. Miles makes 2-pt shot from 5 ft (assist by K. Lowry)
10:16.0,G. Hill misses 2-pt shot from 11 ft,,63-63,,
10:14.0,Offensive rebound by V. Carter,,63-63,,
9:56.0,W. Cauley-Stein makes 2-pt shot from 7 ft (assist by G. Temple),2,65-63,,
9:42.0,Personal foul by V. Carter (drawn by D. DeRozan),,65-63,,
9:42.0,,,65-64,1,D. DeRozan makes free throw 1 of 2
9:42.0,,,65-65,1,D. DeRozan makes free throw 2 of 2
9:30.0,K. Koufos misses 2-pt shot from 13 ft,,65-65,,
9:28.0,,,65-65,,Defensive rebound by J. Valanciunas
9:21.0,,,65-65,,Turnover by K. Lowry (lost ball; steal by K. Koufos)
9:20.0,,,65-65,,Loose ball foul by K. Lowry (drawn by K. Koufos)
9:06.0,G. Temple makes 3-pt shot from 25 ft (assist by W. Cauley-Stein),3,68-65,,
8:47.0,,,68-65,,D. DeRozan misses 2-pt shot from 3 ft
8:47.0,,,68-65,,Offensive rebound by J. Valanciunas
8:42.0,,,68-67,2,J. Valanciunas makes 2-pt shot at rim
8:30.0,G. Temple misses 2-pt shot from 10 ft (block by J. Valanciunas),,68-67,,
8:27.0,,,68-67,,Defensive rebound by J. Valanciunas
8:25.0,,,68-67,,Turnover by J. Valanciunas (lost ball; steal by G. Temple)
8:22.0,Turnover by G. Temple (bad pass; steal by O. Anunoby),,68-67,,
8:18.0,,,68-67,,D. DeRozan misses 2-pt shot from 1 ft (block by V. Carter)
8:18.0,,,68-67,,Offensive rebound by Team
8:12.0,,,68-67,,K. Lowry misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by Team,,68-67,,
7:54.0,K. Koufos misses 2-pt shot from 7 ft,,68-67,,
7:51.0,,,68-67,,Defensive rebound by O. Anunoby
7:43.0,,,68-67,,C. Miles misses 3-pt shot from 27 ft
7:40.0,,,68-67,,Offensive rebound by J. Valanciunas
7:31.0,,,68-67,,J. Valanciunas misses 2-pt shot from 10 ft
7:28.0,Defensive rebound by G. Hill,,68-67,,
7:07.0,G. Temple misses 3-pt shot from 23 ft (block by D. DeRozan),,68-67,,
7:07.0,Offensive rebound by Team,,68-67,,
7:07.0,Turnover by Team (shot clock),,68-67,,
6:50.0,,,68-67,,C. Miles misses 2-pt shot from 5 ft
6:49.0,,,68-67,,Offensive rebound by Team
6:49.0,,,68-67,,Toronto full timeout
6:41.0,,,68-67,,Turnover by D. DeRozan (bad pass; steal by V. Carter)
6:25.0,Turnover by V. Carter (bad pass; steal by K. Lowry),,68-67,,
6:21.0,,,68-67,,Shooting foul by K. Koufos (drawn by D. DeRozan)
6:21.0,,,68-67,,D. DeRozan misses free throw 1 of 2
6:21.0,,,68-67,,Offensive rebound by Team
6:21.0,,,68-68,1,D. DeRozan makes free throw 2 of 2
6:07.0,Offensive charge foul by G. Hill (drawn by C. Miles),,68-68,,
6:07.0,Turnover by G. Hill (offensive foul),,68-68,,
5:54.0,,,68-68,,K. Lowry misses 3-pt shot from 26 ft
5:52.0,Defensive rebound by Team,,68-68,,
5:52.0,,,68-68,,Loose ball foul by J. Valanciunas (drawn by V. Carter)
5:32.0,G. Temple misses 2-pt shot from 15 ft,,68-68,,
5:29.0,Offensive rebound by K. Koufos,,68-68,,
5:27.0,K. Koufos misses 2-pt shot from 2 ft (block by J. Valanciunas),,68-68,,
5:27.0,,,68-68,,Defensive rebound by J. Valanciunas
5:12.0,,,68-68,,C. Miles misses 3-pt shot from 22 ft
5:08.0,,,68-68,,Offensive rebound by J. Valanciunas
5:05.0,,,68-68,,O. Anunoby misses 3-pt shot from 26 ft
5:05.0,Defensive rebound by W. Cauley-Stein,,68-68,,
4:51.0,G. Hill misses 3-pt shot from 23 ft,,68-68,,
4:48.0,,,68-68,,Defensive rebound by J. Valanciunas
4:38.0,,,68-71,3,C. Miles makes 3-pt shot from 22 ft (assist by K. Lowry)
4:18.0,Shooting foul by D. DeRozan (drawn by G. Temple),,68-71,,
4:18.0,G. Temple makes free throw 1 of 2,1,69-71,,
4:18.0,B. Bogdanovic enters the game for K. Koufos,,69-71,,
4:18.0,G. Temple makes free throw 2 of 2,1,70-71,,
4:07.0,,,70-71,,D. DeRozan misses 2-pt shot from 3 ft
4:07.0,Defensive rebound by Team,,70-71,,
3:56.0,Turnover by G. Temple (traveling),,70-71,,
3:43.0,,,70-71,,K. Lowry misses 3-pt shot from 22 ft
3:40.0,Defensive rebound by G. Temple,,70-71,,
3:33.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by G. Hill),3,73-71,,
3:14.0,,,73-71,,Shooting foul by V. Carter (drawn by D. DeRozan)
3:14.0,Sacramento full timeout,,73-71,,
3:14.0,,,73-71,,N. Powell enters the game for C. Miles
3:14.0,,,73-71,,J. Poeltl enters the game for K. Lowry
3:14.0,,,73-71,,F. VanVleet enters the game for J. Valanciunas
3:14.0,B. Hield enters the game for G. Temple,,73-71,,
3:14.0,,,73-72,1,D. DeRozan makes free throw 1 of 2
3:14.0,,,73-73,1,D. DeRozan makes free throw 2 of 2
2:54.0,V. Carter misses 2-pt shot from 1 ft,,73-73,,
2:52.0,,,73-73,,Defensive rebound by J. Poeltl
2:48.0,,,73-76,3,N. Powell makes 3-pt shot from 23 ft (assist by F. VanVleet)
2:31.0,W. Cauley-Stein misses 2-pt shot from 2 ft,,73-76,,
2:29.0,,,73-76,,Defensive rebound by F. VanVleet
2:24.0,,,73-78,2,F. VanVleet makes 2-pt shot at rim
2:05.0,Turnover by B. Bogdanovic (bad pass; steal by O. Anunoby),,73-78,,
1:52.0,,,73-78,,D. DeRozan misses 2-pt shot from 15 ft
1:50.0,,,73-78,,Offensive rebound by Team
1:50.0,G. Papagiannis enters the game for W. Cauley-Stein,,73-78,,
1:50.0,S. Labissiere enters the game for V. Carter,,73-78,,
1:33.0,,,73-80,2,N. Powell makes 2-pt shot from 1 ft
1:13.0,Turnover by G. Hill (bad pass),,73-80,,
1:13.0,,,73-80,,D. Wright enters the game for D. DeRozan
1:13.0,F. Mason enters the game for G. Hill,,73-80,,
1:03.0,,,73-80,,O. Anunoby misses 3-pt shot from 23 ft
0:59.0,Defensive rebound by G. Papagiannis,,73-80,,
0:43.0,S. Labissiere misses 2-pt shot from 4 ft,,73-80,,
0:41.0,Offensive rebound by B. Hield,,73-80,,
0:41.0,B. Hield makes 2-pt shot at rim,2,75-80,,
0:34.0,,,75-83,3,O. Anunoby makes 3-pt shot from 23 ft (assist by N. Powell)
0:13.0,F. Mason makes 2-pt shot from 1 ft,2,77-83,,
0:00.0,,,77-83,,F. VanVleet misses 2-pt shot from 3 ft (block by G. Papagiannis)
0:00.0,,,77-83,,Offensive rebound by J. Poeltl
0:00.0,,,77-83,,J. Poeltl misses 2-pt shot from 2 ft
0:00.0,,,77-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by B. Hield (lost ball; steal by D. Wright),,77-83,,
11:23.0,,,77-83,,D. Wright misses 2-pt shot from 10 ft
11:21.0,Defensive rebound by G. Papagiannis,,77-83,,
11:04.0,Turnover by G. Papagiannis (turnover),,77-83,,
10:43.0,,,77-86,3,N. Powell makes 3-pt shot from 24 ft
10:24.0,F. Mason misses 2-pt shot from 2 ft,,77-86,,
10:22.0,,,77-86,,Defensive rebound by F. VanVleet
10:19.0,,,77-89,3,D. Wright makes 3-pt shot from 25 ft (assist by F. VanVleet)
10:17.0,Sacramento full timeout,,77-89,,
10:17.0,J. Jackson enters the game for S. Labissiere,,77-89,,
10:17.0,W. Cauley-Stein enters the game for G. Papagiannis,,77-89,,
9:57.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,79-89,,
9:41.0,,,79-89,,J. Poeltl misses 2-pt shot from 2 ft (block by W. Cauley-Stein)
9:40.0,Defensive rebound by B. Bogdanovic,,79-89,,
9:28.0,,,79-89,,Personal foul by N. Powell (drawn by W. Cauley-Stein)
9:14.0,Turnover by Team (shot clock),,79-89,,
8:52.0,,,79-91,2,J. Poeltl makes 2-pt shot from 4 ft (assist by F. VanVleet)
8:40.0,,,79-91,,Violation by P. Siakam (kicked ball)
8:30.0,B. Hield makes 2-pt shot from 14 ft,2,81-91,,
8:06.0,,,81-91,,Turnover by D. Wright (bad pass; steal by J. Jackson)
8:02.0,F. Mason misses 2-pt shot from 1 ft (block by P. Siakam),,81-91,,
7:59.0,,,81-91,,Defensive rebound by F. VanVleet
7:56.0,,,81-91,,Turnover by D. Wright (bad pass; steal by B. Bogdanovic)
7:53.0,,,81-91,,Personal block foul by F. VanVleet (drawn by B. Bogdanovic)
7:44.0,F. Mason misses 2-pt shot from 3 ft,,81-91,,
7:42.0,,,81-91,,Defensive rebound by J. Poeltl
7:37.0,,,81-93,2,F. VanVleet makes 2-pt shot from 1 ft
7:24.0,B. Hield misses 2-pt shot from 21 ft,,81-93,,
7:21.0,,,81-93,,Defensive rebound by D. Wright
7:15.0,,,81-93,,Offensive foul by J. Poeltl (drawn by W. Cauley-Stein)
7:15.0,,,81-93,,Turnover by J. Poeltl (offensive foul)
7:15.0,G. Temple enters the game for F. Mason,,81-93,,
7:15.0,G. Hill enters the game for B. Hield,,81-93,,
6:54.0,G. Temple misses 3-pt shot from 23 ft,,81-93,,
6:51.0,Offensive rebound by B. Bogdanovic,,81-93,,
6:47.0,J. Jackson misses 3-pt shot from 25 ft,,81-93,,
6:43.0,,,81-93,,Defensive rebound by N. Powell
6:35.0,,,81-93,,D. Wright misses 3-pt shot from 26 ft
6:33.0,Defensive rebound by G. Temple,,81-93,,
6:18.0,Turnover by J. Jackson (bad pass; steal by D. Wright),,81-93,,
6:14.0,,,81-93,,D. Wright misses 2-pt shot at rim (block by G. Temple)
6:07.0,,,81-93,,Offensive rebound by P. Siakam
6:07.0,,,81-93,,P. Siakam misses 2-pt shot at rim
6:05.0,,,81-93,,Offensive rebound by P. Siakam
6:05.0,,,81-93,,P. Siakam misses 2-pt shot at rim
6:03.0,Defensive rebound by J. Jackson,,81-93,,
6:03.0,,,81-93,,Personal foul by J. Poeltl (drawn by B. Bogdanovic)
6:03.0,K. Koufos enters the game for W. Cauley-Stein,,81-93,,
6:03.0,,,81-93,,Toronto full timeout
6:03.0,,,81-93,,K. Lowry enters the game for D. Wright
5:55.0,K. Koufos misses 2-pt shot from 2 ft,,81-93,,
5:55.0,Offensive rebound by Team,,81-93,,
5:41.0,G. Temple makes 3-pt shot from 24 ft (assist by B. Bogdanovic),3,84-93,,
5:13.0,,,84-93,,Turnover by K. Lowry (bad pass; steal by G. Hill)
5:09.0,G. Hill misses 3-pt shot from 24 ft,,84-93,,
5:06.0,,,84-93,,Defensive rebound by F. VanVleet
4:49.0,,,84-93,,Turnover by N. Powell (bad pass)
4:47.0,,,84-93,,D. DeRozan enters the game for N. Powell
4:39.0,K. Koufos misses 2-pt shot from 11 ft,,84-93,,
4:37.0,,,84-93,,Defensive rebound by P. Siakam
4:29.0,,,84-93,,P. Siakam misses 3-pt shot from 26 ft
4:25.0,Defensive rebound by J. Jackson,,84-93,,
4:13.0,B. Bogdanovic misses 3-pt shot from 26 ft,,84-93,,
4:11.0,,,84-93,,Defensive rebound by F. VanVleet
4:04.0,,,84-93,,Shooting foul by J. Jackson (drawn by D. DeRozan)
4:04.0,,,84-93,,D. DeRozan misses free throw 1 of 2
4:04.0,,,84-93,,Offensive rebound by Team
4:04.0,,,84-93,,J. Valanciunas enters the game for J. Poeltl
4:04.0,,,84-93,,O. Anunoby enters the game for P. Siakam
4:04.0,,,84-94,1,D. DeRozan makes free throw 2 of 2
3:48.0,J. Jackson makes 2-pt shot from 12 ft (assist by B. Bogdanovic),2,86-94,,
3:32.0,,,86-96,2,D. DeRozan makes 2-pt shot from 14 ft
3:17.0,B. Bogdanovic misses 3-pt shot from 26 ft,,86-96,,
3:14.0,,,86-96,,Defensive rebound by F. VanVleet
3:11.0,,,86-96,,Turnover by F. VanVleet (lost ball; steal by K. Koufos)
3:03.0,K. Koufos misses 2-pt shot from 5 ft (block by J. Valanciunas),,86-96,,
3:00.0,,,86-96,,Defensive rebound by J. Valanciunas
2:53.0,,,86-96,,K. Lowry misses 2-pt shot from 13 ft
2:50.0,Defensive rebound by K. Koufos,,86-96,,
2:50.0,Offensive foul by K. Koufos (drawn by J. Valanciunas),,86-96,,
2:50.0,Turnover by K. Koufos (offensive foul),,86-96,,
