time,Sacramento,pts.away,score,pts.home,Memphis
3:41.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,18-12,,
3:39.0,,,18-12,,Memphis full timeout
3:39.0,,,18-12,,M. Chalmers enters the game for K. Simmons
3:39.0,,,18-12,,I. Rabb enters the game for M. Brooks
3:39.0,,,18-12,,B. McLemore enters the game for D. Brooks
3:39.0,F. Mason enters the game for W. Cauley-Stein,,18-12,,
3:39.0,J. Cooley enters the game for D. Fox,,18-12,,
3:21.0,,,18-12,,M. Henry misses 2-pt shot at rim
3:21.0,,,18-12,,Offensive rebound by Team
3:21.0,Loose ball foul by J. Cooley (drawn by I. Rabb),,18-12,,
3:10.0,,,18-15,3,M. Henry makes 3-pt shot from 26 ft (assist by M. Chalmers)
2:54.0,,,18-15,,Personal foul by D. Davis (drawn by J. Jackson)
2:43.0,Shooting foul by I. Rabb (drawn by F. Mason),,18-15,,
2:43.0,F. Mason misses free throw 1 of 2,,18-15,,
2:43.0,Offensive rebound by Team,,18-15,,
2:43.0,F. Mason makes free throw 2 of 2,1,19-15,,
2:31.0,,,19-15,,Turnover by B. McLemore (lost ball; steal by B. Hield)
2:26.0,B. Hield makes 2-pt shot at rim,2,21-15,,
2:04.0,,,21-15,,Shooting foul by F. Mason (drawn by M. Chalmers)
2:04.0,,,21-16,1,M. Chalmers makes free throw 1 of 3
2:04.0,,,21-17,1,M. Chalmers makes free throw 2 of 3
2:04.0,V. Carter enters the game for J. Jackson,,21-17,,
2:04.0,,,21-17,,M. Chalmers misses free throw 3 of 3
2:02.0,Defensive rebound by N. Hayes,,21-17,,
1:39.0,B. Hield misses 3-pt shot from 26 ft,,21-17,,
1:35.0,,,21-17,,Defensive rebound by I. Rabb
1:31.0,Technical foul by B. Hield (drawn by B. McLemore),,21-17,,
1:31.0,,,21-18,1,B. McLemore makes free throw 1 of 1
1:28.0,,,21-18,,Turnover by M. Henry (bad pass; steal by B. Hield)
1:24.0,B. Hield makes 2-pt shot at rim,2,23-18,,
1:09.0,,,23-18,,M. Henry misses 2-pt shot at rim (block by N. Hayes)
1:07.0,Defensive rebound by N. Hayes,,23-18,,
1:01.0,V. Carter misses 3-pt shot from 25 ft,,23-18,,
1:01.0,Offensive rebound by Team,,23-18,,
1:01.0,Sacramento full timeout,,23-18,,
0:59.0,B. Hield makes 2-pt shot from 18 ft (assist by V. Carter),2,25-18,,
0:44.0,,,25-20,2,I. Rabb makes 2-pt shot from 13 ft (assist by M. Henry)
0:34.0,J. Cooley misses 2-pt shot from 11 ft,,25-20,,
0:32.0,Offensive rebound by Team,,25-20,,
0:27.0,F. Mason misses 2-pt shot from 1 ft,,25-20,,
0:25.0,,,25-20,,Defensive rebound by M. Henry
0:07.0,,,25-22,2,M. Chalmers makes 2-pt shot from 18 ft
0:01.0,F. Mason misses 2-pt shot from 1 ft (block by B. McLemore),,25-22,,
0:00.0,Offensive rebound by Team,,25-22,,
0:00.0,Offensive foul by B. Hield (drawn by B. McLemore),,25-22,,
0:00.0,Turnover by B. Hield (offensive foul),,25-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,25-24,2,I. Rabb makes 2-pt shot from 1 ft (assist by M. Brooks)
11:28.0,Turnover by F. Mason (bad pass; steal by O. Johnson),,25-24,,
11:24.0,,,25-26,2,D. Brooks makes 2-pt shot from 1 ft (assist by K. Simmons)
11:13.0,F. Mason misses 3-pt shot from 25 ft,,25-26,,
11:10.0,,,25-26,,Defensive rebound by I. Rabb
11:05.0,,,25-28,2,K. Simmons makes 2-pt shot at rim
10:59.0,Sacramento full timeout,,25-28,,
10:59.0,J. Sampson enters the game for N. Hayes,,25-28,,
10:59.0,W. Cauley-Stein enters the game for J. Cooley,,25-28,,
10:51.0,W. Cauley-Stein makes 2-pt shot at rim (assist by B. Hield),2,27-28,,
10:36.0,,,27-28,,M. Brooks misses 2-pt shot from 1 ft
10:34.0,,,27-28,,Offensive rebound by I. Rabb
10:33.0,,,27-28,,O. Johnson misses 3-pt shot from 26 ft
10:30.0,Defensive rebound by F. Mason,,27-28,,
10:13.0,,,27-28,,Personal foul by O. Johnson (drawn by J. Sampson)
10:01.0,Turnover by F. Mason (step out of bounds),,27-28,,
9:47.0,,,27-28,,I. Rabb misses 2-pt shot from 1 ft (block by J. Sampson)
9:44.0,,,27-28,,Offensive rebound by M. Brooks
9:41.0,,,27-30,2,M. Brooks makes 2-pt shot from 4 ft
9:28.0,F. Mason makes 2-pt shot at rim,2,29-30,,
9:14.0,,,29-30,,Turnover by K. Simmons (out of bounds lost ball)
9:14.0,,,29-30,,D. Davis enters the game for I. Rabb
9:14.0,D. Fox enters the game for F. Mason,,29-30,,
9:14.0,B. Bogdanovic enters the game for B. Hield,,29-30,,
8:55.0,B. Bogdanovic misses 3-pt shot from 25 ft,,29-30,,
8:51.0,,,29-30,,Defensive rebound by K. Simmons
8:40.0,,,29-30,,D. Brooks misses 3-pt shot from 24 ft
8:34.0,,,29-30,,Offensive rebound by M. Brooks
8:29.0,,,29-30,,M. Brooks misses 2-pt shot from 1 ft
8:27.0,Defensive rebound by W. Cauley-Stein,,29-30,,
8:13.0,V. Carter misses 2-pt shot at rim,,29-30,,
8:12.0,Offensive rebound by V. Carter,,29-30,,
8:08.0,,,29-30,,Personal foul by D. Davis (drawn by D. Fox)
8:01.0,,,29-30,,Violation by D. Davis (kicked ball)
7:54.0,,,29-30,,Personal foul by D. Brooks (drawn by V. Carter)
7:43.0,J. Sampson makes 2-pt shot from 11 ft,2,31-30,,
7:22.0,,,31-32,2,D. Davis makes 2-pt shot at rim (assist by D. Brooks)
7:15.0,Shooting foul by K. Simmons (drawn by D. Fox),,31-32,,
7:15.0,D. Fox misses free throw 1 of 2,,31-32,,
7:15.0,Offensive rebound by Team,,31-32,,
7:15.0,B. Hield enters the game for V. Carter,,31-32,,
7:15.0,D. Fox misses free throw 2 of 2,,31-32,,
7:12.0,,,31-32,,Defensive rebound by M. Brooks
7:00.0,,,31-32,,D. Brooks misses 3-pt shot from 24 ft
6:58.0,Defensive rebound by D. Fox,,31-32,,
6:54.0,D. Fox makes 2-pt shot from 12 ft,2,33-32,,
6:34.0,,,33-32,,M. Chalmers enters the game for K. Simmons
6:34.0,,,33-32,,B. McLemore enters the game for D. Brooks
6:31.0,,,33-32,,M. Chalmers misses 2-pt shot from 10 ft
6:28.0,Defensive rebound by J. Sampson,,33-32,,
6:15.0,Turnover by B. Bogdanovic (lost ball; steal by M. Brooks),,33-32,,
6:10.0,,,33-34,2,M. Brooks makes 2-pt shot from 2 ft
6:00.0,Turnover by B. Hield (bad pass; steal by D. Davis),,33-34,,
5:56.0,,,33-34,,Turnover by M. Chalmers (bad pass)
5:34.0,W. Cauley-Stein misses 2-pt shot from 19 ft,,33-34,,
5:31.0,,,33-34,,Defensive rebound by O. Johnson
5:14.0,,,33-34,,Turnover by O. Johnson (bad pass; steal by D. Fox)
5:11.0,D. Fox makes 2-pt shot at rim,2,35-34,,
4:55.0,,,35-34,,D. Davis misses 2-pt shot from 20 ft
4:53.0,,,35-34,,Offensive rebound by O. Johnson
4:52.0,,,35-34,,O. Johnson misses 2-pt shot at rim (block by J. Sampson)
4:52.0,,,35-34,,Offensive rebound by Team
4:52.0,,,35-34,,Memphis full timeout
4:45.0,,,35-34,,M. Brooks misses 2-pt shot from 1 ft
4:42.0,,,35-34,,Offensive rebound by M. Brooks
4:42.0,,,35-36,2,M. Brooks makes 2-pt shot at rim
4:36.0,,,35-36,,Personal foul by O. Johnson (drawn by J. Sampson)
4:36.0,J. Sampson misses free throw 1 of 2,,35-36,,
4:36.0,Offensive rebound by Team,,35-36,,
4:36.0,,,35-36,,I. Rabb enters the game for O. Johnson
4:36.0,J. Sampson makes free throw 2 of 2,1,36-36,,
4:27.0,,,36-36,,B. McLemore misses 2-pt shot from 17 ft
4:27.0,,,36-36,,Offensive rebound by D. Davis
4:27.0,,,36-38,2,D. Davis makes 2-pt shot at rim
4:27.0,Violation by W. Cauley-Stein (def goaltending),,36-38,,
4:07.0,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Fox),2,38-38,,
3:58.0,,,38-38,,M. Chalmers misses 3-pt shot from 25 ft
3:55.0,,,38-38,,Offensive rebound by D. Davis
3:53.0,,,38-38,,M. Brooks misses 2-pt shot from 20 ft
3:51.0,Defensive rebound by W. Cauley-Stein,,38-38,,
3:42.0,W. Cauley-Stein misses 2-pt shot from 3 ft (block by D. Davis),,38-38,,
3:38.0,,,38-38,,Defensive rebound by B. McLemore
3:35.0,,,38-38,,B. McLemore misses 3-pt shot from 26 ft
3:32.0,Defensive rebound by W. Cauley-Stein,,38-38,,
3:19.0,B. Hield misses 2-pt shot from 1 ft (block by I. Rabb),,38-38,,
3:18.0,,,38-38,,Defensive rebound by I. Rabb
3:18.0,Personal take foul by D. Fox (drawn by M. Brooks),,38-38,,
3:18.0,,,38-38,,M. Henry enters the game for M. Chalmers
3:18.0,,,38-38,,K. Simmons enters the game for D. Davis
3:18.0,,,38-38,,D. Brooks enters the game for B. McLemore
2:59.0,,,38-38,,K. Simmons misses 2-pt shot from 1 ft
2:55.0,,,38-38,,Offensive rebound by M. Brooks
2:53.0,,,38-40,2,K. Simmons makes 2-pt shot at rim (assist by D. Brooks)
2:36.0,W. Cauley-Stein misses 2-pt shot from 1 ft (block by I. Rabb),,38-40,,
2:34.0,,,38-40,,Defensive rebound by I. Rabb
2:30.0,,,38-42,2,M. Brooks makes 2-pt shot at rim (assist by I. Rabb)
2:13.0,D. Fox makes 2-pt shot from 5 ft,2,40-42,,
1:58.0,,,40-42,,D. Brooks misses 2-pt shot from 8 ft
1:55.0,Defensive rebound by D. Fox,,40-42,,
1:40.0,D. Fox misses 2-pt shot from 6 ft (block by I. Rabb),,40-42,,
1:40.0,Offensive rebound by Team,,40-42,,
1:40.0,J. Cooley enters the game for W. Cauley-Stein,,40-42,,
1:40.0,J. Jackson enters the game for B. Bogdanovic,,40-42,,
1:36.0,J. Jackson makes 2-pt shot from 12 ft (assist by J. Cooley),2,42-42,,
1:20.0,,,42-44,2,M. Henry makes 2-pt shot from 1 ft (assist by D. Brooks)
0:54.0,J. Jackson misses 2-pt shot from 14 ft (block by M. Brooks),,42-44,,
0:51.0,Offensive rebound by B. Hield,,42-44,,
0:50.0,B. Hield misses 3-pt shot from 23 ft,,42-44,,
0:48.0,,,42-44,,Defensive rebound by M. Brooks
0:42.0,,,42-46,2,M. Brooks makes 2-pt shot from 1 ft
0:34.0,J. Jackson misses 2-pt shot from 9 ft,,42-46,,
0:33.0,Offensive rebound by J. Cooley,,42-46,,
0:33.0,J. Cooley makes 2-pt shot at rim,2,44-46,,
0:17.0,Personal take foul by J. Jackson (drawn by M. Brooks),,44-46,,
0:05.0,,,44-48,2,I. Rabb makes 2-pt shot at rim (assist by M. Brooks)
0:01.0,D. Fox misses 2-pt shot from 15 ft,,44-48,,
0:01.0,Offensive rebound by Team,,44-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,44-48,,D. Brooks misses 2-pt shot from 8 ft
11:40.0,Defensive rebound by Team,,44-48,,
11:26.0,D. Fox misses 2-pt shot from 14 ft,,44-48,,
11:24.0,,,44-48,,Defensive rebound by I. Rabb
11:09.0,,,44-48,,Turnover by K. Simmons (traveling)
10:59.0,B. Bogdanovic misses 3-pt shot from 26 ft,,44-48,,
10:59.0,,,44-48,,Defensive rebound by Team
10:37.0,,,44-48,,I. Rabb misses 2-pt shot from 17 ft
10:34.0,Defensive rebound by W. Cauley-Stein,,44-48,,
10:16.0,B. Bogdanovic misses 3-pt shot from 25 ft,,44-48,,
10:14.0,,,44-48,,Defensive rebound by D. Brooks
10:07.0,,,44-48,,M. Brooks misses 2-pt shot from 22 ft
10:04.0,Defensive rebound by W. Cauley-Stein,,44-48,,
9:55.0,J. Sampson misses 2-pt shot from 17 ft,,44-48,,
9:53.0,,,44-48,,Defensive rebound by I. Rabb
9:47.0,,,44-48,,Shooting foul by D. Fox (drawn by D. Brooks)
9:47.0,,,44-49,1,D. Brooks makes free throw 1 of 2
9:47.0,,,44-50,1,D. Brooks makes free throw 2 of 2
9:23.0,Shooting foul by B. McLemore (drawn by D. Fox),,44-50,,
9:23.0,D. Fox makes free throw 1 of 3,1,45-50,,
9:23.0,D. Fox makes free throw 2 of 3,1,46-50,,
9:23.0,D. Fox makes free throw 3 of 3,1,47-50,,
9:09.0,Personal foul by B. Bogdanovic (drawn by B. McLemore),,47-50,,
9:03.0,,,47-52,2,K. Simmons makes 2-pt shot from 12 ft
8:36.0,B. Bogdanovic misses 3-pt shot from 25 ft,,47-52,,
8:31.0,Offensive rebound by J. Sampson,,47-52,,
8:31.0,J. Sampson makes 2-pt shot at rim,2,49-52,,
8:05.0,,,49-54,2,M. Brooks makes 2-pt shot from 2 ft
7:51.0,Turnover by D. Fox (bad pass),,49-54,,
7:36.0,,,49-54,,Turnover by D. Brooks (lost ball; steal by W. Cauley-Stein)
7:23.0,D. Fox makes 2-pt shot at rim (assist by B. Bogdanovic),2,51-54,,
7:10.0,Personal foul by J. Sampson (drawn by D. Brooks),,51-54,,
7:10.0,B. Hield enters the game for B. Bogdanovic,,51-54,,
7:02.0,,,51-54,,K. Simmons misses 2-pt shot from 20 ft
7:00.0,Defensive rebound by B. Hield,,51-54,,
6:51.0,J. Jackson makes 3-pt shot from 22 ft (assist by B. Hield),3,54-54,,
6:31.0,,,54-54,,Turnover by M. Brooks (traveling)
6:31.0,,,54-54,,Memphis full timeout
6:17.0,Turnover by B. Hield (bad pass; steal by D. Brooks),,54-54,,
6:14.0,,,54-54,,Turnover by D. Brooks (out of bounds lost ball)
6:05.0,W. Cauley-Stein misses 2-pt shot from 15 ft,,54-54,,
5:58.0,Offensive rebound by J. Sampson,,54-54,,
5:58.0,J. Sampson makes 2-pt shot at rim,2,56-54,,
5:40.0,,,56-54,,I. Rabb misses 2-pt shot from 14 ft
5:37.0,Defensive rebound by W. Cauley-Stein,,56-54,,
5:34.0,B. Hield makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,58-54,,
5:21.0,,,58-54,,D. Brooks misses 2-pt shot from 1 ft (block by W. Cauley-Stein)
5:19.0,Defensive rebound by J. Sampson,,58-54,,
5:16.0,Offensive charge foul by B. Hield (drawn by K. Simmons),,58-54,,
5:16.0,Turnover by B. Hield (offensive foul),,58-54,,
5:16.0,N. Hayes enters the game for J. Sampson,,58-54,,
4:55.0,,,58-56,2,K. Simmons makes 2-pt shot from 1 ft (assist by I. Rabb)
4:35.0,Turnover by D. Fox (step out of bounds),,58-56,,
4:35.0,,,58-56,,M. Henry enters the game for M. Brooks
4:35.0,,,58-56,,D. Davis enters the game for B. McLemore
4:24.0,,,58-56,,D. Brooks misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by D. Fox,,58-56,,
4:03.0,D. Fox misses 3-pt shot from 25 ft,,58-56,,
4:00.0,,,58-56,,Defensive rebound by D. Davis
3:52.0,,,58-56,,Turnover by M. Henry (lost ball; steal by B. Hield)
3:48.0,Turnover by W. Cauley-Stein (bad pass; steal by M. Henry),,58-56,,
3:44.0,,,58-58,2,K. Simmons makes 2-pt shot at rim (assist by I. Rabb)
3:44.0,,,58-58,,Shooting foul by N. Hayes (drawn by K. Simmons)
3:44.0,,,58-58,,O. Johnson enters the game for I. Rabb
3:44.0,J. Cooley enters the game for W. Cauley-Stein,,58-58,,
3:44.0,,,58-59,1,K. Simmons makes free throw 1 of 1
3:31.0,J. Jackson misses 3-pt shot from 24 ft,,58-59,,
3:29.0,,,58-59,,Defensive rebound by Team
3:29.0,,,58-59,,M. Chalmers enters the game for K. Simmons
3:16.0,,,58-59,,Turnover by D. Brooks (bad pass)
3:16.0,Sacramento full timeout,,58-59,,
3:16.0,,,58-59,,B. McLemore enters the game for D. Brooks
3:16.0,F. Mason enters the game for D. Fox,,58-59,,
2:59.0,N. Hayes makes 2-pt shot from 21 ft (assist by F. Mason),2,60-59,,
2:42.0,,,60-61,2,D. Davis makes 2-pt shot at rim (assist by M. Chalmers)
2:30.0,F. Mason makes 3-pt shot from 25 ft,3,63-61,,
2:08.0,,,63-61,,M. Henry misses 3-pt shot from 23 ft
2:05.0,,,63-61,,Offensive rebound by D. Davis
1:57.0,,,63-61,,B. McLemore misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by J. Cooley,,63-61,,
1:49.0,B. Hield makes 3-pt shot from 25 ft (assist by J. Jackson),3,66-61,,
1:26.0,,,66-61,,O. Johnson misses 2-pt shot from 23 ft
1:22.0,Defensive rebound by J. Jackson,,66-61,,
1:15.0,N. Hayes misses 2-pt shot from 1 ft,,66-61,,
1:15.0,J. Cooley misses 2-pt shot at rim,,66-61,,
1:15.0,Offensive rebound by N. Hayes,,66-61,,
1:15.0,Offensive rebound by J. Cooley,,66-61,,
1:14.0,,,66-61,,Personal foul by B. McLemore (drawn by N. Hayes)
1:14.0,V. Carter enters the game for J. Jackson,,66-61,,
1:07.0,B. Hield misses 2-pt shot from 14 ft,,66-61,,
1:01.0,,,66-61,,Defensive rebound by D. Davis
0:51.0,,,66-61,,D. Davis misses 2-pt shot from 8 ft
0:48.0,Defensive rebound by J. Cooley,,66-61,,
0:40.0,Turnover by F. Mason (bad pass; steal by M. Henry),,66-61,,
0:38.0,,,66-63,2,M. Henry makes 2-pt shot at rim
0:18.0,N. Hayes misses 3-pt shot from 26 ft,,66-63,,
0:15.0,Offensive rebound by J. Cooley,,66-63,,
0:15.0,J. Cooley makes 2-pt shot at rim,2,68-63,,
0:15.0,,,68-63,,Violation by D. Davis (def goaltending)
0:03.0,,,68-63,,O. Johnson misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by V. Carter,,68-63,,
0:00.0,V. Carter misses 3-pt shot from 58 ft,,68-63,,
0:00.0,Offensive rebound by Team,,68-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by B. Hield (bad pass),,68-63,,
11:32.0,Personal foul by V. Carter (drawn by M. Henry),,68-63,,
11:23.0,,,68-63,,M. Chalmers misses 3-pt shot from 26 ft
11:20.0,Defensive rebound by N. Hayes,,68-63,,
11:15.0,B. Hield makes 3-pt shot from 24 ft,3,71-63,,
10:57.0,,,71-65,2,M. Henry makes 2-pt shot from 10 ft
10:35.0,V. Carter misses 3-pt shot from 24 ft,,71-65,,
10:34.0,,,71-65,,Defensive rebound by Team
10:18.0,,,71-65,,O. Johnson misses 3-pt shot from 23 ft
10:15.0,Defensive rebound by F. Mason,,71-65,,
10:03.0,Shooting foul by B. McLemore (drawn by V. Carter),,71-65,,
10:03.0,V. Carter makes free throw 1 of 3,1,72-65,,
10:03.0,V. Carter makes free throw 2 of 3,1,73-65,,
10:03.0,,,73-65,,K. Simmons enters the game for M. Chalmers
10:03.0,B. Bogdanovic enters the game for F. Mason,,73-65,,
10:03.0,V. Carter makes free throw 3 of 3,1,74-65,,
9:50.0,Personal foul by B. Hield (drawn by B. McLemore),,74-65,,
9:41.0,,,74-67,2,B. McLemore makes 2-pt shot from 19 ft
9:22.0,J. Cooley makes 2-pt shot from 10 ft (assist by B. Hield),2,76-67,,
9:06.0,,,76-67,,B. McLemore misses 3-pt shot from 26 ft
9:03.0,Defensive rebound by V. Carter,,76-67,,
8:58.0,B. Bogdanovic makes 2-pt shot from 21 ft (assist by V. Carter),2,78-67,,
8:57.0,,,78-67,,Memphis full timeout
8:57.0,,,78-67,,D. Brooks enters the game for B. McLemore
8:57.0,,,78-67,,M. Brooks enters the game for K. Simmons
8:38.0,,,78-69,2,M. Brooks makes 2-pt shot from 13 ft
8:09.0,B. Hield misses 2-pt shot from 20 ft,,78-69,,
8:04.0,Offensive rebound by B. Bogdanovic,,78-69,,
8:01.0,N. Hayes misses 3-pt shot from 24 ft,,78-69,,
7:58.0,,,78-69,,Defensive rebound by M. Henry
7:50.0,,,78-71,2,D. Davis makes 2-pt shot from 22 ft (assist by M. Brooks)
7:29.0,J. Jackson enters the game for N. Hayes,,78-71,,
7:21.0,B. Bogdanovic makes 2-pt shot from 16 ft (assist by B. Hield),2,80-71,,
7:00.0,,,80-71,,M. Henry misses 2-pt shot from 18 ft
6:57.0,Defensive rebound by B. Hield,,80-71,,
6:45.0,,,80-71,,I. Rabb enters the game for O. Johnson
6:45.0,W. Cauley-Stein enters the game for J. Cooley,,80-71,,
6:45.0,Jump ball: M. Henry vs. V. Carter (B. Hield gains possession),,,,Jump ball: M. Henry vs. V. Carter (B. Hield gains possession)
6:41.0,D. Fox enters the game for V. Carter,,80-71,,
6:37.0,J. Jackson makes 3-pt shot from 23 ft (assist by B. Hield),3,83-71,,
6:19.0,,,83-74,3,M. Brooks makes 3-pt shot from 24 ft
6:01.0,W. Cauley-Stein makes 2-pt shot from 6 ft (assist by B. Hield),2,85-74,,
5:42.0,,,85-74,,M. Henry misses 3-pt shot from 25 ft
5:41.0,Defensive rebound by B. Hield,,85-74,,
5:29.0,B. Bogdanovic misses 2-pt shot from 11 ft,,85-74,,
5:25.0,Offensive rebound by B. Hield,,85-74,,
5:25.0,Sacramento full timeout,,85-74,,
5:25.0,,,85-74,,M. Chalmers enters the game for D. Davis
5:14.0,Turnover by D. Fox (turnover),,85-74,,
5:14.0,Loose ball foul by D. Fox (drawn by D. Brooks),,85-74,,
5:05.0,,,85-74,,Shooting foul by J. Jackson (drawn by D. Brooks)
5:05.0,,,85-75,1,D. Brooks makes free throw 1 of 2
5:05.0,,,85-76,1,D. Brooks makes free throw 2 of 2
4:43.0,J. Jackson misses 3-pt shot from 22 ft,,85-76,,
4:39.0,,,85-76,,Defensive rebound by M. Henry
4:35.0,,,85-76,,I. Rabb misses 2-pt shot at rim
4:32.0,,,85-76,,Offensive rebound by I. Rabb
4:30.0,,,85-76,,Turnover by I. Rabb (lost ball; steal by D. Fox)
4:25.0,Turnover by Team (turnover),,85-76,,
4:18.0,Personal foul by J. Jackson (drawn by D. Brooks),,85-76,,
4:18.0,,,85-76,,D. Brooks misses free throw 1 of 2
4:18.0,,,85-76,,Offensive rebound by Team
4:18.0,,,85-77,1,D. Brooks makes free throw 2 of 2
4:04.0,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Fox),2,87-77,,
3:50.0,,,87-79,2,I. Rabb makes 2-pt shot at rim (assist by M. Chalmers)
3:50.0,,,87-79,,Shooting foul by W. Cauley-Stein (drawn by I. Rabb)
3:50.0,,,87-79,,I. Rabb misses free throw 1 of 1
3:50.0,,,87-79,,Offensive rebound by D. Brooks
3:42.0,,,87-81,2,M. Chalmers makes 2-pt shot at rim
3:25.0,W. Cauley-Stein misses 2-pt shot from 17 ft,,87-81,,
3:21.0,,,87-81,,Defensive rebound by M. Brooks
3:16.0,,,87-81,,Shooting foul by W. Cauley-Stein (drawn by I. Rabb)
3:16.0,,,87-82,1,I. Rabb makes free throw 1 of 2
3:16.0,,,87-82,,D. Davis enters the game for M. Henry
3:16.0,,,87-83,1,I. Rabb makes free throw 2 of 2
3:14.0,Sacramento full timeout,,87-83,,
