time,LA Clippers,pts.away,score,pts.home,Dallas
5:40.0,,,8-12,,Defensive rebound by H. Barnes
5:38.0,,,8-12,,Shooting foul by S. Dekker (drawn by M. Kleber)
5:38.0,,,8-12,,M. Kleber misses free throw 2 of 2
5:38.0,Defensive rebound by D. Jordan,,8-12,,
5:38.0,,,8-13,1,M. Kleber makes free throw 1 of 2
5:20.0,Turnover by S. Dekker (offensive goaltending),,8-13,,
5:10.0,Personal foul by W. Johnson (drawn by H. Barnes),,8-13,,
5:10.0,J. Evans enters the game for L. Williams,,8-13,,
4:55.0,,,8-13,,H. Barnes misses 2-pt shot from 22 ft
4:53.0,Defensive rebound by W. Johnson,,8-13,,
4:34.0,A. Rivers misses 3-pt shot from 25 ft,,8-13,,
4:34.0,,,8-13,,Defensive rebound by M. Kleber
4:25.0,,,8-13,,M. Kleber misses 3-pt shot from 27 ft
4:25.0,Defensive rebound by S. Dekker,,8-13,,
4:20.0,Shooting foul by M. Kleber (drawn by W. Johnson),,8-13,,
4:20.0,W. Johnson makes free throw 1 of 2,1,9-13,,
4:20.0,,,9-13,,D. Harris enters the game for Y. Ferrell
4:20.0,,,9-13,,J. Barea enters the game for M. Kleber
4:20.0,W. Johnson makes free throw 2 of 2,1,10-13,,
4:01.0,,,10-13,,S. Mejri misses 2-pt shot from 2 ft (block by W. Johnson)
3:58.0,Defensive rebound by J. Evans,,10-13,,
3:56.0,A. Rivers makes 2-pt shot at rim,2,12-13,,
3:55.0,S. Dekker misses 2-pt shot from 1 ft,,12-13,,
3:55.0,Offensive rebound by A. Rivers,,12-13,,
3:38.0,,,12-13,,D. Harris misses 3-pt shot from 26 ft
3:35.0,Defensive rebound by W. Johnson,,12-13,,
3:21.0,J. Evans misses 3-pt shot from 25 ft,,12-13,,
3:16.0,,,12-13,,Defensive rebound by J. Barea
3:12.0,,,12-13,,Shooting foul by W. Johnson (drawn by D. Harris)
3:12.0,,,12-14,1,D. Harris makes free throw 1 of 2
3:12.0,,,12-15,1,D. Harris makes free throw 2 of 2
3:12.0,LA Clippers full timeout,,12-15,,
3:12.0,,,12-15,,Y. Ferrell enters the game for W. Matthews
3:12.0,,,12-15,,D. Powell enters the game for H. Barnes
3:12.0,,,12-15,,D. Nowitzki enters the game for S. Mejri
3:12.0,C. Williams enters the game for S. Dekker,,12-15,,
3:12.0,L. Williams enters the game for W. Johnson,,12-15,,
2:55.0,A. Rivers misses 2-pt shot from 6 ft,,12-15,,
2:53.0,,,12-15,,Defensive rebound by D. Harris
2:40.0,,,12-17,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
2:23.0,C. Williams makes 2-pt shot from 10 ft (assist by L. Williams),2,14-17,,
2:01.0,,,14-17,,Turnover by D. Powell (traveling)
2:01.0,M. Harrell enters the game for A. Rivers,,14-17,,
2:01.0,S. Thornwell enters the game for C. Williams,,14-17,,
1:45.0,Turnover by J. Evans (bad pass; steal by Y. Ferrell),,14-17,,
1:38.0,,,14-19,2,J. Barea makes 2-pt shot from 18 ft
1:23.0,S. Thornwell misses 3-pt shot from 23 ft,,14-19,,
1:23.0,Offensive rebound by M. Harrell,,14-19,,
1:15.0,L. Williams misses 2-pt shot from 13 ft,,14-19,,
1:15.0,,,14-19,,Defensive rebound by J. Barea
0:55.0,,,14-22,3,Y. Ferrell makes 3-pt shot from 22 ft (assist by J. Barea)
0:37.0,L. Williams misses 2-pt shot from 7 ft,,14-22,,
0:37.0,Offensive rebound by D. Jordan,,14-22,,
0:35.0,D. Jordan makes 2-pt shot at rim,2,16-22,,
0:19.0,Technical foul by Team,,16-22,,
0:19.0,L. Williams makes technical free throw,1,17-22,,
0:19.0,S. Dekker enters the game for D. Jordan,,17-22,,
0:17.0,,,17-22,,Shooting foul by S. Thornwell (drawn by D. Harris)
0:17.0,,,17-23,1,D. Harris makes free throw 1 of 2
0:17.0,,,17-23,,S. Mejri enters the game for D. Nowitzki
0:17.0,,,17-24,1,D. Harris makes free throw 2 of 2
0:06.0,,,17-24,,Personal take foul by Y. Ferrell (drawn by L. Williams)
0:06.0,,,17-24,,A. Cleveland enters the game for D. Powell
0:00.0,L. Williams misses 2-pt shot from 9 ft,,17-24,,
0:00.0,,,17-24,,Defensive rebound by Y. Ferrell
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,17-24,,D. Powell misses 3-pt shot from 23 ft
11:45.0,Defensive rebound by J. Evans,,17-24,,
11:38.0,J. Evans misses 2-pt shot from 1 ft,,17-24,,
11:37.0,,,17-24,,Defensive rebound by D. Nowitzki
11:31.0,,,17-24,,A. Cleveland misses 2-pt shot from 20 ft
11:26.0,Defensive rebound by M. Harrell,,17-24,,
11:21.0,S. Dekker misses 2-pt shot from 19 ft,,17-24,,
11:21.0,,,17-24,,Defensive rebound by A. Cleveland
11:09.0,,,17-24,,A. Cleveland misses 2-pt shot from 10 ft
11:07.0,,,17-24,,Offensive rebound by Team
11:07.0,Loose ball foul by S. Dekker (drawn by D. Powell),,17-24,,
11:07.0,,,17-24,,D. Smith enters the game for A. Cleveland
10:57.0,,,17-26,2,J. Barea makes 2-pt shot from 1 ft
10:40.0,S. Thornwell misses 3-pt shot from 22 ft,,17-26,,
10:38.0,,,17-26,,Defensive rebound by D. Harris
10:31.0,,,17-28,2,D. Harris makes 2-pt shot from 1 ft (assist by J. Barea)
10:31.0,LA Clippers full timeout,,17-28,,
10:31.0,A. Rivers enters the game for S. Thornwell,,17-28,,
10:31.0,C. Williams enters the game for J. Evans,,17-28,,
10:20.0,Turnover by A. Rivers (out of bounds lost ball),,17-28,,
10:04.0,,,17-31,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Nowitzki)
9:44.0,C. Williams makes 2-pt shot from 1 ft (assist by L. Williams),2,19-31,,
9:26.0,,,19-34,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Smith)
9:00.0,C. Williams misses 2-pt shot from 15 ft,,19-34,,
8:58.0,Offensive rebound by Team,,19-34,,
8:58.0,Turnover by Team (shot clock),,19-34,,
8:39.0,,,19-34,,D. Harris misses 3-pt shot from 26 ft
8:39.0,,,19-34,,Offensive rebound by D. Powell
8:32.0,,,19-34,,J. Barea misses 2-pt shot from 2 ft (block by A. Rivers)
8:32.0,,,19-34,,Offensive rebound by D. Smith
8:32.0,,,19-34,,Shooting foul by C. Williams (drawn by D. Smith)
8:32.0,,,19-34,,D. Smith misses free throw 1 of 2
8:32.0,,,19-34,,Offensive rebound by Team
8:32.0,W. Johnson enters the game for S. Dekker,,19-34,,
8:32.0,,,19-34,,D. Smith misses free throw 2 of 2
8:30.0,,,19-34,,Offensive rebound by D. Powell
8:25.0,,,19-37,3,D. Nowitzki makes 3-pt shot from 26 ft (assist by D. Powell)
8:10.0,W. Johnson misses 2-pt shot from 16 ft,,19-37,,
8:07.0,,,19-37,,Defensive rebound by D. Powell
8:03.0,,,19-37,,Shooting foul by M. Harrell (drawn by D. Harris)
8:03.0,,,19-37,,D. Harris misses free throw 1 of 2
8:03.0,,,19-37,,Offensive rebound by Team
8:03.0,,,19-37,,H. Barnes enters the game for D. Nowitzki
8:03.0,D. Jordan enters the game for C. Williams,,19-37,,
8:03.0,,,19-38,1,D. Harris makes free throw 2 of 2
7:50.0,L. Williams misses 3-pt shot from 23 ft,,19-38,,
7:49.0,Offensive rebound by Team,,19-38,,
7:49.0,,,19-38,,Personal foul by J. Barea (drawn by D. Jordan)
7:49.0,,,19-38,,W. Matthews enters the game for D. Powell
7:49.0,,,19-38,,S. Mejri enters the game for D. Harris
7:38.0,A. Rivers misses 2-pt shot from 2 ft,,19-38,,
7:36.0,,,19-38,,Defensive rebound by H. Barnes
7:23.0,,,19-40,2,D. Smith makes 2-pt shot at rim
7:00.0,M. Harrell makes 2-pt shot from 10 ft (assist by L. Williams),2,21-40,,
6:43.0,,,21-42,2,S. Mejri makes 2-pt shot from 5 ft (assist by J. Barea)
6:29.0,W. Johnson misses 2-pt shot from 20 ft,,21-42,,
6:24.0,,,21-42,,Defensive rebound by D. Smith
6:11.0,,,21-44,2,J. Barea makes 2-pt shot from 12 ft
6:09.0,LA Clippers full timeout,,21-44,,
6:09.0,Technical foul by A. Rivers,,21-44,,
6:09.0,,,21-44,,Y. Ferrell enters the game for J. Barea
6:09.0,,,21-45,1,H. Barnes makes technical free throw
5:47.0,L. Williams makes 2-pt shot from 12 ft,2,23-45,,
5:31.0,,,23-45,,H. Barnes misses 2-pt shot from 15 ft
5:29.0,Defensive rebound by D. Jordan,,23-45,,
5:24.0,Shooting foul by D. Smith (drawn by L. Williams),,23-45,,
5:24.0,L. Williams makes free throw 1 of 2,1,24-45,,
5:24.0,L. Williams makes free throw 2 of 2,1,25-45,,
5:09.0,,,25-45,,Y. Ferrell misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by M. Harrell,,25-45,,
5:00.0,Shooting foul by W. Matthews (drawn by L. Williams),,25-45,,
5:00.0,L. Williams makes free throw 1 of 2,1,26-45,,
5:00.0,L. Williams misses free throw 2 of 2,,26-45,,
4:58.0,,,26-45,,Defensive rebound by H. Barnes
4:51.0,,,26-45,,Y. Ferrell misses 3-pt shot from 25 ft
4:47.0,,,26-45,,Offensive rebound by H. Barnes
4:31.0,,,26-45,,Y. Ferrell misses 3-pt shot from 23 ft
4:28.0,Defensive rebound by M. Harrell,,26-45,,
4:19.0,M. Harrell makes 2-pt shot from 18 ft (assist by A. Rivers),2,28-45,,
4:07.0,,,28-45,,D. Smith misses 2-pt shot from 3 ft (block by D. Jordan)
4:04.0,Defensive rebound by A. Rivers,,28-45,,
4:02.0,,,28-45,,D. Harris enters the game for D. Smith
4:02.0,,,28-45,,J. Barea enters the game for Y. Ferrell
3:54.0,L. Williams misses 2-pt shot from 21 ft,,28-45,,
3:51.0,,,28-45,,Defensive rebound by H. Barnes
3:34.0,,,28-48,3,W. Matthews makes 3-pt shot from 26 ft (assist by J. Barea)
3:18.0,L. Williams makes 2-pt shot from 11 ft,2,30-48,,
3:01.0,Personal foul by A. Rivers (drawn by H. Barnes),,30-48,,
2:47.0,,,30-48,,S. Mejri misses 2-pt shot from 3 ft (block by M. Harrell)
2:45.0,Defensive rebound by D. Jordan,,30-48,,
2:34.0,A. Rivers misses 2-pt shot from 12 ft (block by S. Mejri),,30-48,,
2:34.0,Offensive rebound by D. Jordan,,30-48,,
2:30.0,D. Jordan makes 2-pt shot at rim,2,32-48,,
2:30.0,,,32-48,,Dallas full timeout
2:30.0,,,32-48,,D. Nowitzki enters the game for S. Mejri
2:11.0,,,32-51,3,H. Barnes makes 3-pt shot from 23 ft (assist by J. Barea)
1:59.0,Shooting foul by D. Nowitzki (drawn by D. Jordan),,32-51,,
1:59.0,D. Jordan makes free throw 1 of 2,1,33-51,,
1:59.0,D. Jordan makes free throw 2 of 2,1,34-51,,
1:42.0,Shooting block foul by W. Johnson (drawn by D. Harris),,34-51,,
1:42.0,,,34-52,1,D. Harris makes free throw 1 of 2
1:42.0,C. Williams enters the game for W. Johnson,,34-52,,
1:42.0,,,34-53,1,D. Harris makes free throw 2 of 2
1:25.0,D. Jordan makes 2-pt shot from 2 ft (assist by L. Williams),2,36-53,,
1:06.0,,,36-55,2,J. Barea makes 2-pt shot from 2 ft (assist by D. Harris)
1:06.0,,,36-55,,Shooting foul by A. Rivers (drawn by J. Barea)
1:06.0,,,36-56,1,J. Barea makes free throw 1 of 1
0:59.0,,,36-56,,Personal block foul by D. Harris (drawn by L. Williams)
0:59.0,L. Williams makes free throw 1 of 2,1,37-56,,
0:59.0,,,37-56,,D. Smith enters the game for D. Harris
0:59.0,L. Williams makes free throw 2 of 2,1,38-56,,
0:50.0,,,38-58,2,D. Smith makes 2-pt shot from 1 ft (assist by J. Barea)
0:50.0,,,38-58,,Shooting foul by M. Harrell (drawn by D. Smith)
0:50.0,,,38-59,1,D. Smith makes free throw 1 of 1
0:31.0,L. Williams misses 3-pt shot from 27 ft,,38-59,,
0:28.0,,,38-59,,Defensive rebound by J. Barea
0:07.0,,,38-59,,J. Barea misses 2-pt shot from 9 ft (block by A. Rivers)
0:05.0,,,38-59,,Offensive rebound by Team
0:05.0,,,38-59,,Turnover by Team (shot clock)
0:05.0,,,38-59,,D. Powell enters the game for J. Barea
0:05.0,,,38-59,,Y. Ferrell enters the game for D. Nowitzki
0:05.0,S. Dekker enters the game for M. Harrell,,38-59,,
0:00.0,A. Rivers misses 2-pt shot from 2 ft,,38-59,,
0:00.0,Offensive rebound by Team,,38-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Personal foul by W. Johnson (drawn by H. Barnes),,38-59,,
11:43.0,,,38-59,,H. Barnes misses 2-pt shot from 10 ft
11:42.0,Defensive rebound by Team,,38-59,,
11:42.0,,,38-59,,Loose ball foul by M. Kleber (drawn by J. Wilson)
11:25.0,L. Williams misses 2-pt shot from 18 ft,,38-59,,
11:24.0,,,38-59,,Defensive rebound by D. Smith
11:00.0,,,38-59,,W. Matthews misses 2-pt shot from 12 ft
11:00.0,,,38-59,,Offensive rebound by W. Matthews
10:55.0,,,38-61,2,W. Matthews makes 2-pt shot from 9 ft
10:41.0,A. Rivers makes 3-pt shot from 27 ft (assist by W. Johnson),3,41-61,,
10:22.0,,,41-61,,Turnover by D. Nowitzki (bad pass; steal by W. Johnson)
10:07.0,J. Wilson misses 3-pt shot from 27 ft,,41-61,,
10:03.0,,,41-61,,Defensive rebound by D. Nowitzki
9:57.0,Personal foul by D. Jordan (drawn by D. Smith),,41-61,,
9:47.0,,,41-64,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews)
9:32.0,A. Rivers makes 2-pt shot from 3 ft,2,43-64,,
9:16.0,,,43-64,,W. Matthews misses 2-pt shot from 12 ft
9:13.0,Defensive rebound by D. Jordan,,43-64,,
9:06.0,Shooting foul by H. Barnes (drawn by D. Jordan),,43-64,,
9:06.0,D. Jordan misses free throw 1 of 2,,43-64,,
9:06.0,Offensive rebound by Team,,43-64,,
9:06.0,D. Jordan misses free throw 2 of 2,,43-64,,
9:03.0,,,43-64,,Defensive rebound by M. Kleber
8:50.0,,,43-64,,D. Smith misses 2-pt shot from 12 ft
8:47.0,Defensive rebound by D. Jordan,,43-64,,
8:44.0,,,43-64,,Personal block foul by D. Smith (drawn by L. Williams)
8:38.0,A. Rivers misses 2-pt shot from 8 ft,,43-64,,
8:37.0,Offensive rebound by Team,,43-64,,
8:26.0,W. Johnson misses 3-pt shot from 26 ft,,43-64,,
8:20.0,,,43-64,,Defensive rebound by W. Matthews
8:10.0,Def 3 sec tech foul by J. Wilson,,43-64,,
8:10.0,,,43-65,1,D. Nowitzki makes technical free throw
8:08.0,,,43-68,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by H. Barnes)
7:52.0,,,43-68,,Personal block foul by W. Matthews (drawn by L. Williams)
7:40.0,W. Johnson makes 3-pt shot from 25 ft,3,46-68,,
7:22.0,,,46-68,,Turnover by H. Barnes (bad pass)
7:14.0,A. Rivers makes 2-pt shot from 2 ft,2,48-68,,
7:13.0,,,48-68,,Dallas full timeout
7:13.0,,,48-68,,S. Mejri enters the game for D. Nowitzki
7:03.0,,,48-71,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
6:42.0,A. Rivers misses 2-pt shot from 1 ft (block by S. Mejri),,48-71,,
6:42.0,Offensive rebound by Team,,48-71,,
6:40.0,J. Wilson makes 3-pt shot from 25 ft (assist by A. Rivers),3,51-71,,
6:18.0,,,51-73,2,D. Smith makes 2-pt shot from 1 ft
6:18.0,,,51-73,,Shooting foul by J. Wilson (drawn by D. Smith)
6:18.0,,,51-73,,D. Smith misses free throw 1 of 1
6:15.0,Defensive rebound by D. Jordan,,51-73,,
6:04.0,L. Williams misses 2-pt shot from 21 ft,,51-73,,
6:02.0,,,51-73,,Defensive rebound by S. Mejri
5:39.0,,,51-75,2,D. Smith makes 2-pt shot from 2 ft
5:23.0,A. Rivers misses 3-pt shot from 28 ft,,51-75,,
5:20.0,Offensive rebound by J. Wilson,,51-75,,
5:15.0,W. Johnson misses 3-pt shot from 23 ft,,51-75,,
5:12.0,,,51-75,,Defensive rebound by H. Barnes
4:59.0,,,51-75,,W. Matthews misses 3-pt shot from 27 ft
4:55.0,Defensive rebound by D. Jordan,,51-75,,
4:49.0,D. Jordan makes 2-pt shot from 2 ft (assist by L. Williams),2,53-75,,
4:46.0,,,53-75,,Technical foul by W. Matthews
4:46.0,L. Williams makes technical free throw,1,54-75,,
4:46.0,,,54-75,,D. Harris enters the game for D. Smith
4:46.0,,,54-75,,J. Barea enters the game for W. Matthews
4:46.0,C. Williams enters the game for A. Rivers,,54-75,,
4:23.0,,,54-75,,H. Barnes misses 2-pt shot from 19 ft
4:18.0,Defensive rebound by D. Jordan,,54-75,,
4:12.0,J. Wilson makes 3-pt shot from 26 ft (assist by L. Williams),3,57-75,,
3:51.0,,,57-77,2,M. Kleber makes 2-pt shot from 3 ft (assist by J. Barea)
3:42.0,Turnover by L. Williams (lost ball; steal by D. Harris),,57-77,,
3:30.0,,,57-77,,M. Kleber misses 3-pt shot from 22 ft
3:28.0,Defensive rebound by D. Jordan,,57-77,,
3:23.0,L. Williams makes 3-pt shot from 25 ft (assist by W. Johnson),3,60-77,,
3:03.0,,,60-80,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Harris)
2:49.0,L. Williams makes 2-pt shot from 19 ft,2,62-80,,
2:28.0,,,62-83,3,D. Harris makes 3-pt shot from 27 ft (assist by J. Barea)
2:05.0,L. Williams misses 3-pt shot from 23 ft,,62-83,,
2:03.0,Offensive rebound by D. Jordan,,62-83,,
1:55.0,C. Williams makes 2-pt shot from 4 ft (assist by J. Wilson),2,64-83,,
1:29.0,,,64-83,,J. Barea misses 3-pt shot from 27 ft
1:26.0,,,64-83,,Offensive rebound by M. Kleber
1:05.0,,,64-83,,Turnover by S. Mejri (turnover)
1:05.0,LA Clippers full timeout,,64-83,,
1:05.0,,,64-83,,D. Powell enters the game for H. Barnes
1:05.0,,,64-83,,Y. Ferrell enters the game for M. Kleber
1:05.0,,,64-83,,D. Nowitzki enters the game for S. Mejri
1:05.0,W. Reed enters the game for D. Jordan,,64-83,,
1:05.0,J. Evans enters the game for L. Williams,,64-83,,
0:56.0,J. Wilson makes 2-pt shot from 18 ft (assist by J. Evans),2,66-83,,
0:44.0,,,66-83,,Turnover by J. Barea (bad pass; steal by W. Reed)
0:38.0,Turnover by J. Evans (bad pass; steal by D. Powell),,66-83,,
0:30.0,,,66-83,,Turnover by J. Barea (lost ball; steal by C. Williams)
0:25.0,J. Evans misses 2-pt shot from 2 ft,,66-83,,
0:24.0,Offensive rebound by J. Wilson,,66-83,,
0:12.0,J. Evans misses 2-pt shot from 20 ft,,66-83,,
0:09.0,,,66-83,,Defensive rebound by D. Harris
0:00.0,,,66-83,,Shooting foul by W. Johnson (drawn by D. Harris)
0:00.0,,,66-84,1,D. Harris makes free throw 1 of 3
0:00.0,,,66-85,1,D. Harris makes free throw 2 of 3
0:00.0,,,66-86,1,D. Harris makes free throw 3 of 3
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,S. Dekker misses 2-pt shot from 2 ft,,66-86,,
11:38.0,,,66-86,,Defensive rebound by J. Barea
11:22.0,,,66-86,,D. Harris misses 2-pt shot from 5 ft
11:20.0,Defensive rebound by A. Rivers,,66-86,,
11:14.0,S. Dekker misses 3-pt shot from 22 ft,,66-86,,
11:09.0,,,66-86,,Defensive rebound by D. Nowitzki
11:02.0,,,66-86,,Turnover by J. Barea (bad pass)
10:50.0,A. Rivers misses 2-pt shot from 1 ft (block by D. Nowitzki),,66-86,,
10:50.0,Offensive rebound by Team,,66-86,,
10:46.0,Turnover by C. Williams (bad pass),,66-86,,
10:36.0,,,66-89,3,J. Barea makes 3-pt shot from 26 ft
10:16.0,J. Evans enters the game for A. Rivers,,66-89,,
10:07.0,S. Dekker misses 2-pt shot from 19 ft,,66-89,,
10:03.0,,,66-89,,Defensive rebound by Y. Ferrell
9:54.0,,,66-91,2,D. Powell makes 2-pt shot at rim (assist by D. Harris)
9:40.0,S. Thornwell makes 3-pt shot from 25 ft (assist by C. Williams),3,69-91,,
9:21.0,,,69-91,,J. Barea misses 2-pt shot from 8 ft
9:21.0,Defensive rebound by J. Evans,,69-91,,
9:21.0,,,69-91,,Personal block foul by Y. Ferrell (drawn by J. Evans)
9:00.0,C. Williams misses 2-pt shot from 4 ft,,69-91,,
8:58.0,Offensive rebound by S. Dekker,,69-91,,
8:57.0,S. Dekker misses 2-pt shot from 6 ft,,69-91,,
8:57.0,,,69-91,,Defensive rebound by Team
8:41.0,Personal block foul by J. Evans (drawn by D. Powell),,69-91,,
8:29.0,,,69-91,,D. Nowitzki misses 2-pt shot from 13 ft
8:26.0,Defensive rebound by S. Dekker,,69-91,,
8:20.0,S. Thornwell makes 2-pt shot from 11 ft,2,71-91,,
8:00.0,,,71-94,3,D. Nowitzki makes 3-pt shot from 22 ft (assist by J. Barea)
7:50.0,Turnover by S. Dekker (lost ball; steal by D. Nowitzki),,71-94,,
7:36.0,,,71-94,,Shooting foul by S. Dekker (drawn by D. Powell)
7:36.0,,,71-95,1,D. Powell makes free throw 1 of 2
7:36.0,,,71-95,,D. Smith enters the game for D. Harris
7:36.0,,,71-95,,H. Barnes enters the game for D. Nowitzki
7:36.0,J. Wilson enters the game for S. Dekker,,71-95,,
7:36.0,,,71-96,1,D. Powell makes free throw 2 of 2
7:18.0,W. Reed misses 2-pt shot from 4 ft (block by D. Powell),,71-96,,
7:15.0,,,71-96,,Defensive rebound by H. Barnes
7:07.0,,,71-99,3,Y. Ferrell makes 3-pt shot from 22 ft (assist by D. Smith)
6:55.0,J. Evans misses 2-pt shot from 15 ft,,71-99,,
6:53.0,,,71-99,,Defensive rebound by H. Barnes
6:53.0,,,71-99,,Dallas full timeout
6:53.0,,,71-99,,A. Cleveland enters the game for J. Barea
6:53.0,M. Harrell enters the game for W. Reed,,71-99,,
6:30.0,,,71-99,,Turnover by Team (shot clock)
6:12.0,J. Wilson misses 3-pt shot from 25 ft,,71-99,,
6:08.0,,,71-99,,Defensive rebound by D. Smith
6:02.0,,,71-99,,Offensive foul by D. Smith (drawn by S. Thornwell)
6:02.0,,,71-99,,Turnover by D. Smith (offensive foul)
6:02.0,LA Clippers full timeout,,71-99,,
6:02.0,,,71-99,,J. Withey enters the game for H. Barnes
5:50.0,J. Evans misses 2-pt shot from 2 ft,,71-99,,
5:49.0,,,71-99,,Defensive rebound by D. Powell
5:45.0,,,71-99,,Y. Ferrell misses 2-pt shot from 4 ft
5:42.0,,,71-99,,Offensive rebound by J. Withey
5:42.0,,,71-101,2,J. Withey makes 2-pt shot at rim
5:32.0,C. Williams misses 2-pt shot from 20 ft,,71-101,,
5:32.0,,,71-101,,Defensive rebound by Y. Ferrell
5:12.0,,,71-101,,Turnover by J. Withey (bad pass; steal by M. Harrell)
5:08.0,Shooting foul by D. Smith (drawn by J. Evans),,71-101,,
5:08.0,J. Evans misses free throw 1 of 2,,71-101,,
5:08.0,Offensive rebound by Team,,71-101,,
5:08.0,B. Johnson enters the game for J. Wilson,,71-101,,
5:08.0,J. Evans makes free throw 2 of 2,1,72-101,,
4:53.0,,,72-103,2,D. Powell makes 2-pt shot from 2 ft
