time,Miami,pts.away,score,pts.home,New York
9:06.0,H. Whiteside makes 2-pt shot from 4 ft (assist by G. Dragic),2,8-8,,
8:55.0,,,8-8,,Offensive foul by K. O'Quinn (drawn by T. Johnson)
8:55.0,,,8-8,,Turnover by K. O'Quinn (offensive foul)
8:45.0,,,8-8,,Loose ball foul by I. Hicks (drawn by H. Whiteside)
8:42.0,J. Richardson misses 2-pt shot from 1 ft,,8-8,,
8:42.0,Offensive rebound by Team,,8-8,,
8:36.0,H. Whiteside makes 2-pt shot from 11 ft (assist by J. Richardson),2,10-8,,
8:24.0,,,10-10,2,T. Hardaway makes 2-pt shot from 1 ft (assist by T. Burke)
8:08.0,J. Johnson misses 3-pt shot from 22 ft,,10-10,,
8:04.0,,,10-10,,Defensive rebound by I. Hicks
7:55.0,,,10-12,2,I. Hicks makes 2-pt shot at rim (assist by T. Burke)
7:36.0,Offensive foul by T. Johnson (drawn by T. Burke),,10-12,,
7:36.0,Turnover by T. Johnson (offensive foul),,10-12,,
7:20.0,,,10-15,2,T. Hardaway makes 3-pt shot from 25 ft (assist by F. Ntilikina)
7:12.0,Miami full timeout,,10-15,,
6:57.0,G. Dragic misses 2-pt shot from 5 ft (block by K. O'Quinn),,10-15,,
6:55.0,,,10-15,,Defensive rebound by T. Burke
6:51.0,,,10-17,2,T. Burke makes 2-pt shot from 14 ft (assist by F. Ntilikina)
6:30.0,Turnover by G. Dragic (bad pass; steal by T. Burke),,10-17,,
6:17.0,,,10-17,,Shooting foul by G. Dragic (drawn by I. Hicks)
6:17.0,,,10-17,,D. Dotson enters the game for T. Hardaway
6:17.0,W. Ellington enters the game for J. Richardson,,10-17,,
6:17.0,,,10-17,,I. Hicks misses free throw 1 of 2
6:17.0,,,10-17,,Offensive rebound by Team
6:17.0,,,10-18,1,I. Hicks makes free throw 2 of 2
6:04.0,H. Whiteside misses 2-pt shot from 5 ft,,10-18,,
6:02.0,,,10-18,,Defensive rebound by K. O'Quinn
5:42.0,,,10-18,,T. Burke misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by H. Whiteside,,10-18,,
5:30.0,J. Johnson misses 2-pt shot from 1 ft,,10-18,,
5:28.0,Offensive rebound by H. Whiteside,,10-18,,
5:27.0,H. Whiteside makes 2-pt shot from 1 ft,2,12-18,,
5:16.0,,,12-18,,D. Dotson misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by H. Whiteside,,12-18,,
5:04.0,G. Dragic misses 2-pt shot from 13 ft,,12-18,,
5:00.0,,,12-18,,Defensive rebound by K. O'Quinn
4:54.0,,,12-18,,Turnover by T. Burke (bad pass)
4:44.0,W. Ellington misses 2-pt shot from 22 ft,,12-18,,
4:41.0,,,12-18,,Defensive rebound by K. O'Quinn
4:36.0,,,12-20,2,T. Burke makes 2-pt shot at rim
4:20.0,H. Whiteside misses 2-pt shot from 13 ft,,12-20,,
4:17.0,,,12-20,,Defensive rebound by K. O'Quinn
4:13.0,,,12-20,,Shooting foul by T. Johnson (drawn by T. Burke)
4:13.0,,,12-21,1,T. Burke makes free throw 1 of 2
4:13.0,,,12-21,,C. Lee enters the game for K. O'Quinn
4:13.0,,,12-21,,L. Kornet enters the game for F. Ntilikina
4:13.0,J. Winslow enters the game for T. Johnson,,12-21,,
4:13.0,K. Olynyk enters the game for J. Johnson,,12-21,,
4:13.0,D. Wade enters the game for H. Whiteside,,12-21,,
4:13.0,,,12-21,,T. Burke misses free throw 2 of 2
4:08.0,,,12-21,,Offensive rebound by L. Kornet
4:08.0,,,12-21,,L. Kornet misses 2-pt shot at rim
4:07.0,Defensive rebound by K. Olynyk,,12-21,,
3:58.0,D. Wade misses 2-pt shot from 12 ft,,12-21,,
3:58.0,,,12-21,,Defensive rebound by T. Burke
3:47.0,,,12-24,3,L. Kornet makes 3-pt shot from 25 ft (assist by D. Dotson)
3:22.0,J. Winslow misses 2-pt shot from 1 ft,,12-24,,
3:20.0,Offensive rebound by J. Winslow,,12-24,,
3:03.0,G. Dragic makes 3-pt shot from 24 ft (assist by D. Wade),3,15-24,,
2:49.0,J. Richardson enters the game for G. Dragic,,15-24,,
2:33.0,,,15-26,2,I. Hicks makes 2-pt shot from 9 ft
2:20.0,K. Olynyk makes 2-pt shot at rim,2,17-26,,
2:20.0,Shooting foul by I. Hicks (drawn by K. Olynyk),,17-26,,
2:20.0,K. Olynyk makes free throw 1 of 1,1,18-26,,
1:57.0,,,18-28,2,T. Burke makes 2-pt shot from 1 ft
1:47.0,D. Wade makes 2-pt shot from 19 ft,2,20-28,,
1:33.0,Personal foul by K. Olynyk (drawn by I. Hicks),,20-28,,
1:33.0,,,20-28,,T. Hardaway enters the game for I. Hicks
1:18.0,,,20-28,,C. Lee misses 2-pt shot from 22 ft
1:16.0,Defensive rebound by J. Winslow,,20-28,,
1:08.0,K. Olynyk misses 3-pt shot from 24 ft,,20-28,,
1:06.0,,,20-28,,Defensive rebound by L. Kornet
0:52.0,,,20-30,2,T. Burke makes 2-pt shot from 1 ft
0:39.0,,,20-30,,Personal foul by C. Lee (drawn by K. Olynyk)
0:32.0,J. Richardson misses 3-pt shot from 22 ft,,20-30,,
0:29.0,,,20-30,,Defensive rebound by L. Kornet
0:26.0,,,20-33,3,C. Lee makes 3-pt shot from 24 ft (assist by T. Hardaway)
0:06.0,K. Olynyk makes 3-pt shot from 24 ft (assist by D. Wade),3,23-33,,
0:02.0,,,23-33,,Shooting foul by J. Richardson (drawn by T. Burke)
0:02.0,,,23-33,,T. Burke misses free throw 1 of 3
0:02.0,,,23-33,,Offensive rebound by Team
0:02.0,,,23-34,1,T. Burke makes free throw 2 of 3
0:02.0,,,23-34,,T. Burke misses free throw 3 of 3
0:01.0,Defensive rebound by Team,,23-34,,
0:00.0,J. Winslow misses 3-pt shot from 68 ft,,23-34,,
0:00.0,Offensive rebound by Team,,23-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Shooting foul by L. Kornet (drawn by K. Olynyk),,23-34,,
11:48.0,K. Olynyk makes free throw 1 of 2,1,24-34,,
11:48.0,K. Olynyk makes free throw 2 of 2,1,25-34,,
11:34.0,,,25-34,,Turnover by E. Mudiay (bad pass; steal by J. Winslow)
11:33.0,J. Winslow makes 2-pt shot from 1 ft (assist by R. McGruder),2,27-34,,
11:33.0,Shooting foul by E. Mudiay (drawn by J. Winslow),,27-34,,
11:33.0,J. Winslow makes free throw 1 of 1,1,28-34,,
11:18.0,Personal foul by J. Winslow (drawn by T. Hardaway),,28-34,,
11:07.0,,,28-34,,C. Lee misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by K. Olynyk,,28-34,,
10:59.0,W. Ellington misses 3-pt shot from 25 ft,,28-34,,
10:56.0,Offensive rebound by W. Ellington,,28-34,,
10:48.0,D. Wade misses 2-pt shot from 4 ft,,28-34,,
10:46.0,,,28-34,,Defensive rebound by C. Lee
10:41.0,,,28-37,3,T. Hardaway makes 3-pt shot from 27 ft (assist by E. Mudiay)
10:27.0,,,28-37,,Personal foul by L. Kornet (drawn by K. Olynyk)
10:14.0,J. Winslow misses 2-pt shot from 5 ft (block by L. Kornet),,28-37,,
10:13.0,,,28-37,,Defensive rebound by E. Mudiay
10:13.0,Personal foul by D. Wade (drawn by E. Mudiay),,28-37,,
9:55.0,,,28-39,2,D. Dotson makes 2-pt shot from 10 ft (assist by L. Kornet)
9:44.0,Turnover by K. Olynyk (bad pass; steal by D. Dotson),,28-39,,
9:39.0,,,28-39,,E. Mudiay misses 3-pt shot from 24 ft
9:35.0,Defensive rebound by J. Winslow,,28-39,,
9:18.0,D. Wade misses 2-pt shot from 22 ft,,28-39,,
9:15.0,,,28-39,,Defensive rebound by L. Kornet
9:10.0,Personal foul by K. Olynyk (drawn by L. Kornet),,28-39,,
9:05.0,,,28-42,3,L. Kornet makes 3-pt shot from 26 ft
8:55.0,Miami full timeout,,28-42,,
8:44.0,K. Olynyk misses 3-pt shot from 24 ft,,28-42,,
8:42.0,,,28-42,,Defensive rebound by T. Hardaway
8:26.0,,,28-42,,D. Dotson misses 2-pt shot at rim
8:25.0,,,28-42,,Offensive rebound by Team
8:25.0,B. Adebayo enters the game for K. Olynyk,,28-42,,
8:13.0,,,28-45,2,L. Kornet makes 3-pt shot from 24 ft (assist by C. Lee)
8:02.0,W. Ellington makes 3-pt shot from 23 ft (assist by D. Wade),3,31-45,,
7:46.0,,,31-48,3,D. Dotson makes 3-pt shot from 25 ft (assist by L. Kornet)
7:21.0,R. McGruder misses 2-pt shot from 5 ft,,31-48,,
7:18.0,,,31-48,,Defensive rebound by D. Dotson
7:14.0,,,31-48,,T. Hardaway misses 3-pt shot from 24 ft
7:11.0,Defensive rebound by W. Ellington,,31-48,,
7:00.0,D. Wade misses 3-pt shot from 22 ft,,31-48,,
6:57.0,,,31-48,,Defensive rebound by T. Hardaway
6:43.0,,,31-48,,L. Kornet misses 3-pt shot from 23 ft
6:39.0,Defensive rebound by D. Wade,,31-48,,
6:31.0,R. McGruder misses 2-pt shot from 16 ft,,31-48,,
6:29.0,,,31-48,,Defensive rebound by L. Kornet
6:26.0,,,31-48,,Shooting foul by D. Wade (drawn by T. Hardaway)
6:26.0,,,31-48,,K. O'Quinn enters the game for L. Kornet
6:26.0,T. Johnson enters the game for W. Ellington,,31-48,,
6:26.0,G. Dragic enters the game for D. Wade,,31-48,,
6:26.0,,,31-49,1,T. Hardaway makes free throw 1 of 2
6:26.0,,,31-49,,T. Hardaway misses free throw 2 of 2
6:21.0,Defensive rebound by B. Adebayo,,31-49,,
6:11.0,T. Johnson misses 2-pt shot from 9 ft,,31-49,,
6:09.0,,,31-49,,Defensive rebound by T. Hardaway
5:56.0,,,31-52,3,K. O'Quinn makes 3-pt shot from 24 ft (assist by C. Lee)
5:38.0,Turnover by B. Adebayo (lost ball; steal by K. O'Quinn),,31-52,,
5:32.0,,,31-52,,T. Hardaway misses 3-pt shot from 31 ft
5:30.0,Defensive rebound by G. Dragic,,31-52,,
5:23.0,R. McGruder misses 2-pt shot from 6 ft,,31-52,,
5:20.0,Offensive rebound by R. McGruder,,31-52,,
5:13.0,T. Johnson makes 3-pt shot from 22 ft (assist by J. Winslow),3,34-52,,
4:48.0,,,34-55,3,D. Dotson makes 3-pt shot from 22 ft (assist by C. Lee)
4:32.0,G. Dragic makes 2-pt shot from 16 ft,2,36-55,,
4:19.0,,,36-55,,E. Mudiay misses 2-pt shot from 1 ft
4:17.0,Defensive rebound by J. Winslow,,36-55,,
4:16.0,,,36-55,,Personal foul by T. Hardaway (drawn by G. Dragic)
4:16.0,,,36-55,,F. Ntilikina enters the game for E. Mudiay
4:16.0,,,36-55,,T. Burke enters the game for T. Hardaway
4:16.0,J. Johnson enters the game for R. McGruder,,36-55,,
4:16.0,H. Whiteside enters the game for J. Winslow,,36-55,,
4:16.0,J. Richardson enters the game for B. Adebayo,,36-55,,
4:06.0,Turnover by J. Richardson (traveling),,36-55,,
3:56.0,,,36-55,,T. Burke misses 2-pt shot from 12 ft
3:53.0,Defensive rebound by G. Dragic,,36-55,,
3:48.0,G. Dragic makes 2-pt shot from 12 ft,2,38-55,,
3:31.0,,,38-55,,Turnover by F. Ntilikina (bad pass; steal by T. Johnson)
3:25.0,J. Richardson misses 2-pt shot from 9 ft,,38-55,,
3:23.0,,,38-55,,Defensive rebound by D. Dotson
3:23.0,Personal foul by H. Whiteside (drawn by D. Dotson),,38-55,,
3:23.0,,,38-56,1,D. Dotson makes free throw 1 of 2
3:23.0,,,38-56,,D. Dotson misses free throw 2 of 2
3:18.0,Defensive rebound by J. Richardson,,38-56,,
3:12.0,Shooting foul by D. Dotson (drawn by H. Whiteside),,38-56,,
3:12.0,H. Whiteside makes free throw 1 of 2,1,39-56,,
3:12.0,H. Whiteside makes free throw 2 of 2,1,40-56,,
3:07.0,,,40-56,,New York full timeout
3:07.0,,,40-56,,I. Hicks enters the game for C. Lee
3:07.0,,,40-56,,T. Hardaway enters the game for D. Dotson
2:53.0,,,40-56,,Offensive charge foul by F. Ntilikina (drawn by G. Dragic)
2:53.0,,,40-56,,Turnover by F. Ntilikina (offensive foul)
2:34.0,T. Johnson makes 2-pt shot from 8 ft (assist by J. Johnson),2,42-56,,
2:26.0,,,42-56,,Offensive foul by T. Hardaway (drawn by T. Johnson)
2:26.0,,,42-56,,Turnover by T. Hardaway (offensive foul)
2:16.0,H. Whiteside makes 2-pt shot from 9 ft (assist by J. Johnson),2,44-56,,
1:55.0,,,44-58,2,K. O'Quinn makes 2-pt shot from 8 ft (assist by F. Ntilikina)
1:34.0,,,44-58,,Personal foul by I. Hicks (drawn by J. Richardson)
1:34.0,,,44-58,,D. Dotson enters the game for I. Hicks
1:34.0,B. Adebayo enters the game for T. Johnson,,44-58,,
1:34.0,R. McGruder enters the game for H. Whiteside,,44-58,,
1:34.0,J. Richardson makes free throw 1 of 2,1,45-58,,
1:34.0,J. Richardson makes free throw 2 of 2,1,46-58,,
1:33.0,,,46-60,2,D. Dotson makes 2-pt shot from 1 ft (assist by K. O'Quinn)
1:33.0,Personal foul by J. Johnson (drawn by D. Dotson),,46-60,,
1:33.0,Turnover by J. Johnson (turnover),,46-60,,
1:33.0,,,46-61,1,D. Dotson makes free throw 1 of 1
1:19.0,J. Johnson misses 2-pt shot from 4 ft (block by D. Dotson),,46-61,,
1:16.0,,,46-61,,Defensive rebound by D. Dotson
1:14.0,,,46-61,,T. Hardaway misses 2-pt shot from 1 ft (block by J. Richardson)
1:09.0,,,46-61,,Offensive rebound by D. Dotson
1:09.0,,,46-63,2,D. Dotson makes 2-pt shot at rim
0:55.0,G. Dragic makes 2-pt shot from 1 ft,2,48-63,,
0:34.0,,,48-63,,T. Burke misses 2-pt shot from 10 ft
0:30.0,Defensive rebound by J. Richardson,,48-63,,
0:25.0,Offensive charge foul by B. Adebayo (drawn by F. Ntilikina),,48-63,,
0:25.0,Turnover by B. Adebayo (offensive foul),,48-63,,
0:25.0,J. Winslow enters the game for J. Richardson,,48-63,,
0:04.0,,,48-63,,Turnover by T. Burke (bad pass; steal by G. Dragic)
0:02.0,B. Adebayo makes 2-pt shot from 1 ft (assist by G. Dragic),2,50-63,,
0:00.0,,,50-63,,D. Dotson misses 3-pt shot from 55 ft
0:00.0,,,50-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,T. Johnson makes 2-pt shot from 19 ft (assist by J. Richardson),2,52-63,,
11:19.0,,,52-65,2,K. O'Quinn makes 2-pt shot from 5 ft
11:19.0,,,52-65,,Shooting foul by G. Dragic (drawn by K. O'Quinn)
11:19.0,,,52-66,1,K. O'Quinn makes free throw 1 of 1
11:08.0,Shooting foul by K. O'Quinn (drawn by J. Johnson),,52-66,,
11:08.0,J. Johnson makes free throw 1 of 2,1,53-66,,
11:08.0,J. Johnson makes free throw 2 of 2,1,54-66,,
10:52.0,,,54-69,3,F. Ntilikina makes 3-pt shot from 24 ft (assist by I. Hicks)
10:38.0,Turnover by J. Johnson (bad pass),,54-69,,
10:20.0,,,54-69,,I. Hicks misses 2-pt shot from 2 ft (block by J. Johnson)
10:17.0,Defensive rebound by H. Whiteside,,54-69,,
10:13.0,J. Johnson makes 2-pt shot from 5 ft (assist by T. Johnson),2,56-69,,
10:04.0,,,56-69,,T. Hardaway misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by H. Whiteside,,56-69,,
9:56.0,J. Johnson makes 2-pt shot from 2 ft,2,58-69,,
9:56.0,,,58-69,,Personal foul by I. Hicks (drawn by J. Johnson)
9:56.0,J. Johnson makes free throw 1 of 1,1,59-69,,
9:39.0,,,59-69,,K. O'Quinn misses 2-pt shot from 2 ft (block by J. Johnson)
9:36.0,,,59-69,,Offensive rebound by K. O'Quinn
9:30.0,,,59-69,,F. Ntilikina misses 3-pt shot from 24 ft
9:27.0,Defensive rebound by T. Johnson,,59-69,,
9:17.0,T. Johnson misses 2-pt shot from 6 ft,,59-69,,
9:15.0,,,59-69,,Defensive rebound by T. Hardaway
9:12.0,,,59-72,3,T. Burke makes 3-pt shot from 23 ft (assist by T. Hardaway)
8:50.0,H. Whiteside misses 2-pt shot from 22 ft,,59-72,,
8:48.0,,,59-72,,Defensive rebound by K. O'Quinn
8:43.0,,,59-72,,T. Burke misses 2-pt shot from 13 ft
8:40.0,,,59-72,,Offensive rebound by K. O'Quinn
8:40.0,,,59-72,,Shooting foul by H. Whiteside (drawn by K. O'Quinn)
8:40.0,,,59-72,,D. Dotson enters the game for I. Hicks
8:40.0,,,59-72,,K. O'Quinn misses free throw 1 of 2
8:40.0,,,59-72,,Offensive rebound by Team
8:40.0,,,59-73,1,K. O'Quinn makes free throw 2 of 2
8:31.0,G. Dragic makes 2-pt shot from 1 ft,2,61-73,,
8:28.0,,,61-73,,Turnover by F. Ntilikina (traveling)
8:23.0,G. Dragic misses 2-pt shot from 18 ft,,61-73,,
8:20.0,,,61-73,,Defensive rebound by T. Burke
8:09.0,,,61-76,3,T. Hardaway makes 3-pt shot from 25 ft (assist by T. Burke)
7:55.0,Turnover by J. Johnson (lost ball; steal by T. Hardaway),,61-76,,
7:51.0,,,61-78,2,D. Dotson makes 2-pt shot at rim (assist by T. Hardaway)
7:51.0,Miami full timeout,,61-78,,
7:33.0,G. Dragic misses 2-pt shot from 8 ft,,61-78,,
7:33.0,Offensive rebound by Team,,61-78,,
7:33.0,,,61-78,,Loose ball foul by K. O'Quinn (drawn by H. Whiteside)
7:24.0,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson),2,63-78,,
7:10.0,,,63-80,2,D. Dotson makes 2-pt shot from 1 ft (assist by K. O'Quinn)
6:57.0,,,63-80,,Personal foul by T. Burke (drawn by T. Johnson)
6:52.0,H. Whiteside misses 2-pt shot at rim,,63-80,,
6:47.0,Offensive rebound by H. Whiteside,,63-80,,
6:47.0,H. Whiteside makes 2-pt shot at rim,2,65-80,,
6:36.0,,,65-83,3,T. Hardaway makes 3-pt shot from 25 ft (assist by F. Ntilikina)
6:11.0,H. Whiteside misses 2-pt shot from 7 ft (block by K. O'Quinn),,65-83,,
6:08.0,,,65-83,,Defensive rebound by K. O'Quinn
6:00.0,,,65-86,3,F. Ntilikina makes 3-pt shot from 22 ft (assist by T. Hardaway)
5:39.0,J. Johnson makes 3-pt shot from 25 ft (assist by T. Johnson),3,68-86,,
5:23.0,,,68-86,,D. Dotson misses 3-pt shot from 26 ft
5:20.0,Defensive rebound by T. Johnson,,68-86,,
5:04.0,H. Whiteside misses 2-pt shot from 4 ft (block by K. O'Quinn),,68-86,,
4:59.0,,,68-86,,Defensive rebound by K. O'Quinn
4:55.0,,,68-88,2,K. O'Quinn makes 2-pt shot from 5 ft (assist by T. Burke)
4:55.0,,,68-88,,Shooting foul by H. Whiteside (drawn by K. O'Quinn)
4:55.0,W. Ellington enters the game for H. Whiteside,,68-88,,
4:55.0,K. Olynyk enters the game for J. Richardson,,68-88,,
4:55.0,,,68-89,1,K. O'Quinn makes free throw 1 of 1
4:43.0,Turnover by G. Dragic (bad pass; steal by F. Ntilikina),,68-89,,
4:38.0,,,68-89,,T. Burke misses 3-pt shot from 22 ft
4:36.0,,,68-89,,Offensive rebound by K. O'Quinn
4:33.0,,,68-89,,D. Dotson misses 2-pt shot from 1 ft
4:31.0,,,68-89,,Offensive rebound by K. O'Quinn
4:27.0,,,68-89,,T. Burke misses 3-pt shot from 24 ft
4:24.0,Defensive rebound by K. Olynyk,,68-89,,
4:22.0,,,68-89,,Personal foul by F. Ntilikina (drawn by G. Dragic)
4:22.0,G. Dragic makes free throw 1 of 2,1,69-89,,
4:22.0,,,69-89,,L. Kornet enters the game for K. O'Quinn
4:22.0,,,69-89,,C. Lee enters the game for F. Ntilikina
4:22.0,J. Winslow enters the game for T. Johnson,,69-89,,
4:22.0,G. Dragic makes free throw 2 of 2,1,70-89,,
4:04.0,,,70-91,2,L. Kornet makes 2-pt shot from 2 ft (assist by T. Hardaway)
4:04.0,,,70-91,,Shooting foul by J. Johnson (drawn by L. Kornet)
4:04.0,D. Wade enters the game for G. Dragic,,70-91,,
4:04.0,,,70-92,1,L. Kornet makes free throw 1 of 1
3:51.0,J. Winslow misses 3-pt shot from 25 ft,,70-92,,
3:48.0,,,70-92,,Defensive rebound by L. Kornet
3:38.0,,,70-92,,L. Kornet misses 2-pt shot from 2 ft
3:32.0,,,70-92,,Offensive rebound by C. Lee
3:31.0,,,70-92,,C. Lee misses 2-pt shot from 8 ft
3:31.0,Defensive rebound by D. Wade,,70-92,,
3:26.0,D. Wade misses 2-pt shot from 19 ft,,70-92,,
3:24.0,,,70-92,,Defensive rebound by D. Dotson
3:09.0,,,70-92,,L. Kornet misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by D. Wade,,70-92,,
2:52.0,Shooting foul by T. Burke (drawn by K. Olynyk),,70-92,,
2:52.0,,,70-92,,New York full timeout
2:52.0,K. Olynyk makes free throw 1 of 3,1,71-92,,
2:52.0,K. Olynyk makes free throw 2 of 3,1,72-92,,
2:52.0,K. Olynyk makes free throw 3 of 3,1,73-92,,
2:33.0,,,73-92,,T. Hardaway misses 2-pt shot from 22 ft
2:31.0,Defensive rebound by D. Wade,,73-92,,
2:23.0,J. Winslow makes 2-pt shot from 2 ft (assist by K. Olynyk),2,75-92,,
1:57.0,,,75-92,,D. Dotson misses 2-pt shot from 7 ft
1:55.0,Defensive rebound by D. Wade,,75-92,,
1:47.0,K. Olynyk misses 3-pt shot from 25 ft,,75-92,,
1:43.0,,,75-92,,Defensive rebound by D. Dotson
1:38.0,,,75-92,,D. Dotson misses 3-pt shot from 22 ft
1:36.0,Defensive rebound by J. Winslow,,75-92,,
1:22.0,W. Ellington misses 3-pt shot from 25 ft,,75-92,,
1:19.0,,,75-92,,Defensive rebound by D. Dotson
1:04.0,,,75-94,2,D. Dotson makes 2-pt shot at rim (assist by L. Kornet)
0:47.0,Turnover by K. Olynyk (bad pass; steal by T. Hardaway),,75-94,,
0:41.0,,,75-94,,Shooting foul by J. Winslow (drawn by T. Burke)
0:41.0,,,75-94,,New York full timeout
0:41.0,,,75-94,,F. Ntilikina enters the game for T. Hardaway
0:41.0,R. McGruder enters the game for J. Johnson,,75-94,,
0:41.0,,,75-95,1,T. Burke makes free throw 1 of 2
0:41.0,,,75-96,1,T. Burke makes free throw 2 of 2
0:26.0,W. Ellington misses 3-pt shot from 25 ft,,75-96,,
0:23.0,,,75-96,,Defensive rebound by D. Dotson
0:03.0,,,75-96,,D. Dotson misses 3-pt shot from 25 ft (block by D. Wade)
0:01.0,Defensive rebound by R. McGruder,,75-96,,
0:00.0,D. Wade makes 3-pt shot from 30 ft (assist by R. McGruder),2,78-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,78-99,3,D. Dotson makes 3-pt shot from 25 ft (assist by F. Ntilikina)
11:25.0,D. Wade misses 2-pt shot from 13 ft,,78-99,,
11:22.0,,,78-99,,Defensive rebound by L. Kornet
11:13.0,,,78-101,2,J. Jack makes 2-pt shot from 17 ft (assist by L. Kornet)
11:07.0,,,78-101,,Personal foul by L. Kornet (drawn by K. Olynyk)
10:57.0,R. McGruder makes 2-pt shot at rim (assist by J. Winslow),2,80-101,,
10:35.0,,,80-101,,Turnover by L. Kornet (lost ball; steal by J. Winslow)
10:30.0,Turnover by J. Winslow (bad pass; steal by C. Lee),,80-101,,
10:26.0,,,80-103,2,C. Lee makes 2-pt shot from 2 ft
10:15.0,D. Wade makes 2-pt shot from 16 ft,2,82-103,,
9:56.0,,,82-103,,J. Jack misses 2-pt shot from 1 ft
9:54.0,Defensive rebound by K. Olynyk,,82-103,,
9:48.0,J. Winslow makes 2-pt shot from 1 ft (assist by R. McGruder),2,84-103,,
9:28.0,,,84-106,3,C. Lee makes 3-pt shot from 24 ft (assist by J. Jack)
9:18.0,,,84-106,,Personal foul by J. Jack (drawn by R. McGruder)
8:58.0,J. Winslow misses 3-pt shot from 27 ft,,84-106,,
8:56.0,,,84-106,,Defensive rebound by D. Dotson
8:46.0,,,84-109,3,L. Kornet makes 3-pt shot from 25 ft (assist by F. Ntilikina)
8:21.0,Shooting foul by F. Ntilikina (drawn by J. Winslow),,84-109,,
8:21.0,J. Winslow makes free throw 1 of 2,1,85-109,,
8:21.0,J. Winslow makes free throw 2 of 2,1,86-109,,
8:06.0,,,86-112,3,D. Dotson makes 3-pt shot from 23 ft (assist by F. Ntilikina)
8:04.0,Miami full timeout,,86-112,,
7:48.0,K. Olynyk misses 2-pt shot from 18 ft,,86-112,,
7:46.0,,,86-112,,Defensive rebound by D. Dotson
7:35.0,,,86-114,2,L. Kornet makes 2-pt shot from 1 ft (assist by J. Jack)
7:18.0,J. Winslow misses 2-pt shot from 1 ft,,86-114,,
7:17.0,,,86-114,,Defensive rebound by L. Kornet
7:13.0,,,86-116,2,D. Dotson makes 2-pt shot from 21 ft (assist by C. Lee)
6:52.0,W. Ellington misses 3-pt shot from 24 ft,,86-116,,
6:50.0,,,86-116,,Defensive rebound by J. Jack
6:42.0,,,86-116,,Turnover by J. Jack (bad pass; steal by W. Ellington)
6:40.0,Shooting foul by J. Jack (drawn by W. Ellington),,86-116,,
6:40.0,W. Ellington makes free throw 1 of 2,1,87-116,,
6:40.0,B. Adebayo enters the game for D. Wade,,87-116,,
6:40.0,T. Johnson enters the game for K. Olynyk,,87-116,,
6:40.0,L. Babbitt enters the game for J. Winslow,,87-116,,
6:40.0,W. Ellington makes free throw 2 of 2,1,88-116,,
6:17.0,,,88-116,,D. Dotson misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by R. McGruder,,88-116,,
