time,Indiana,pts.away,score,pts.home,Toronto
3:08.0,D. Sabonis makes 2-pt shot from 7 ft (assist by V. Oladipo),2,6-18,,
2:53.0,,,6-18,,D. DeRozan misses 2-pt shot from 7 ft
2:50.0,,,6-18,,Offensive rebound by J. Poeltl
2:44.0,Personal foul by C. Joseph (drawn by N. Powell),,6-18,,
2:44.0,,,6-18,,Toronto full timeout
2:44.0,,,6-18,,F. VanVleet enters the game for K. Lowry
2:44.0,T. Booker enters the game for V. Oladipo,,6-18,,
2:44.0,L. Stephenson enters the game for M. Turner,,6-18,,
2:37.0,,,6-20,2,D. DeRozan makes 2-pt shot from 12 ft (assist by F. VanVleet)
2:22.0,C. Joseph misses 2-pt shot from 15 ft,,6-20,,
2:19.0,,,6-20,,Defensive rebound by D. DeRozan
2:13.0,,,6-22,2,J. Poeltl makes 2-pt shot from 2 ft (assist by P. Siakam)
1:50.0,D. Sabonis misses 2-pt shot from 2 ft,,6-22,,
1:48.0,,,6-22,,Defensive rebound by J. Poeltl
1:36.0,,,6-22,,F. VanVleet misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by L. Stephenson,,6-22,,
1:14.0,Shooting foul by J. Poeltl (drawn by T. Booker),,6-22,,
1:14.0,T. Booker makes free throw 1 of 2,1,7-22,,
1:14.0,,,7-22,,D. Wright enters the game for D. DeRozan
1:14.0,T. Booker makes free throw 2 of 2,1,8-22,,
1:02.0,,,8-24,2,J. Poeltl makes 2-pt shot from 2 ft (assist by D. Wright)
0:51.0,L. Stephenson misses 2-pt shot from 15 ft,,8-24,,
0:49.0,Offensive rebound by G. Robinson,,8-24,,
0:49.0,Shooting foul by F. VanVleet (drawn by G. Robinson),,8-24,,
0:49.0,G. Robinson makes free throw 1 of 2,1,9-24,,
0:49.0,G. Robinson misses free throw 2 of 2,,9-24,,
0:46.0,,,9-24,,Defensive rebound by J. Poeltl
0:38.0,,,9-26,2,J. Poeltl makes 2-pt shot from 2 ft (assist by D. Wright)
0:29.0,C. Joseph makes 2-pt shot from 16 ft,2,11-26,,
0:11.0,,,11-26,,Offensive foul by J. Poeltl (drawn by C. Joseph)
0:11.0,,,11-26,,Turnover by J. Poeltl (offensive foul)
0:02.0,G. Robinson makes 3-pt shot from 22 ft (assist by D. Sabonis),3,14-26,,
0:00.0,,,14-26,,D. Wright misses 3-pt shot from 58 ft
0:00.0,,,14-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,L. Stephenson misses 3-pt shot from 25 ft,,14-26,,
11:35.0,,,14-26,,Defensive rebound by J. Poeltl
11:27.0,,,14-28,2,P. Siakam makes 2-pt shot from 12 ft (assist by F. VanVleet)
11:09.0,D. Sabonis misses 2-pt shot from 10 ft,,14-28,,
11:05.0,Offensive rebound by L. Stephenson,,14-28,,
10:56.0,C. Joseph makes 2-pt shot from 11 ft,2,16-28,,
10:29.0,,,16-30,2,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet)
10:11.0,L. Stephenson misses 2-pt shot from 4 ft (block by P. Siakam),,16-30,,
10:11.0,Offensive rebound by Team,,16-30,,
10:11.0,D. Collison enters the game for G. Robinson,,16-30,,
10:08.0,D. Sabonis misses 2-pt shot from 21 ft,,16-30,,
10:05.0,Offensive rebound by T. Booker,,16-30,,
10:03.0,T. Booker misses 2-pt shot from 2 ft,,16-30,,
9:57.0,Offensive rebound by T. Booker,,16-30,,
9:57.0,T. Booker makes 2-pt shot at rim,2,18-30,,
9:49.0,Personal foul by D. Collison (drawn by F. VanVleet),,18-30,,
9:42.0,,,18-30,,Turnover by C. Miles (out of bounds lost ball)
9:34.0,C. Joseph misses 2-pt shot from 9 ft,,18-30,,
9:34.0,,,18-30,,Defensive rebound by Team
9:31.0,Jump ball: J. Poeltl vs. D. Sabonis (P. Siakam gains possession),,,,Jump ball: J. Poeltl vs. D. Sabonis (P. Siakam gains possession)
9:16.0,,,18-30,,P. Siakam misses 2-pt shot from 6 ft (block by C. Joseph)
9:13.0,,,18-30,,Offensive rebound by F. VanVleet
9:12.0,,,18-30,,C. Miles misses 3-pt shot from 22 ft
9:09.0,Defensive rebound by D. Collison,,18-30,,
9:07.0,C. Joseph misses 2-pt shot from 2 ft (block by P. Siakam),,18-30,,
9:03.0,,,18-30,,Defensive rebound by D. Wright
8:56.0,,,18-32,2,J. Poeltl makes 2-pt shot from 8 ft (assist by D. Wright)
8:38.0,T. Booker makes 2-pt shot from 2 ft (assist by D. Collison),2,20-32,,
8:21.0,,,20-32,,Turnover by F. VanVleet (bad pass; steal by C. Joseph)
8:15.0,D. Sabonis misses 2-pt shot from 4 ft,,20-32,,
8:13.0,Offensive rebound by C. Joseph,,20-32,,
8:12.0,Turnover by C. Joseph (bad pass; steal by C. Miles),,20-32,,
8:02.0,,,20-32,,D. Wright misses 3-pt shot from 23 ft
8:00.0,Defensive rebound by D. Sabonis,,20-32,,
7:44.0,Shooting foul by P. Siakam (drawn by D. Sabonis),,20-32,,
7:44.0,D. Sabonis makes free throw 1 of 2,1,21-32,,
7:44.0,D. Sabonis makes free throw 2 of 2,1,22-32,,
7:25.0,,,22-32,,D. Wright misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by C. Joseph,,22-32,,
7:04.0,D. Sabonis misses 2-pt shot from 2 ft,,22-32,,
7:03.0,,,22-32,,Defensive rebound by Team
7:03.0,,,22-32,,Toronto full timeout
7:03.0,,,22-32,,J. Valanciunas enters the game for F. VanVleet
7:03.0,,,22-32,,S. Ibaka enters the game for J. Poeltl
7:03.0,,,22-32,,K. Lowry enters the game for P. Siakam
6:38.0,,,22-32,,J. Valanciunas misses 2-pt shot from 6 ft
6:38.0,,,22-32,,Offensive rebound by Team
6:38.0,,,22-32,,Turnover by Team (shot clock)
6:24.0,D. Sabonis misses 2-pt shot from 1 ft,,22-32,,
6:22.0,,,22-32,,Defensive rebound by S. Ibaka
6:15.0,,,22-32,,C. Miles misses 2-pt shot from 2 ft
6:13.0,Defensive rebound by T. Booker,,22-32,,
6:03.0,D. Sabonis makes 2-pt shot from 1 ft (assist by C. Joseph),2,24-32,,
5:43.0,,,24-32,,K. Lowry misses 3-pt shot from 24 ft
5:42.0,Defensive rebound by L. Stephenson,,24-32,,
5:36.0,L. Stephenson makes 3-pt shot from 25 ft,3,27-32,,
5:23.0,,,27-32,,Offensive charge foul by J. Valanciunas (drawn by D. Sabonis)
5:23.0,,,27-32,,Turnover by J. Valanciunas (offensive foul)
5:23.0,,,27-32,,D. DeRozan enters the game for C. Miles
5:23.0,M. Turner enters the game for D. Sabonis,,27-32,,
5:14.0,L. Stephenson misses 2-pt shot from 12 ft,,27-32,,
5:11.0,Offensive rebound by L. Stephenson,,27-32,,
5:04.0,,,27-32,,Shooting block foul by J. Valanciunas (drawn by T. Booker)
5:04.0,T. Booker misses free throw 1 of 2,,27-32,,
5:04.0,Offensive rebound by Team,,27-32,,
5:04.0,T. Booker makes free throw 2 of 2,1,28-32,,
4:48.0,,,28-35,3,S. Ibaka makes 3-pt shot from 25 ft (assist by D. Wright)
4:25.0,L. Stephenson misses 2-pt shot from 14 ft,,28-35,,
4:21.0,,,28-35,,Defensive rebound by J. Valanciunas
4:12.0,,,28-37,2,D. DeRozan makes 2-pt shot from 7 ft
4:04.0,Indiana full timeout,,28-37,,
4:04.0,,,28-37,,O. Anunoby enters the game for D. Wright
4:04.0,B. Bogdanovic enters the game for L. Stephenson,,28-37,,
4:04.0,T. Young enters the game for C. Joseph,,28-37,,
4:04.0,V. Oladipo enters the game for T. Booker,,28-37,,
3:42.0,V. Oladipo misses 3-pt shot from 24 ft,,28-37,,
3:35.0,,,28-37,,Defensive rebound by J. Valanciunas
3:32.0,,,28-39,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
3:32.0,,,28-39,,Shooting foul by T. Young (drawn by J. Valanciunas)
3:32.0,,,28-40,1,J. Valanciunas makes free throw 1 of 1
3:17.0,D. Collison misses 2-pt shot from 17 ft,,28-40,,
3:13.0,,,28-40,,Defensive rebound by O. Anunoby
3:07.0,,,28-40,,D. DeRozan misses 2-pt shot from 3 ft
3:06.0,Defensive rebound by T. Young,,28-40,,
3:03.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by T. Young),3,31-40,,
2:46.0,,,31-40,,K. Lowry misses 3-pt shot from 22 ft
2:44.0,Defensive rebound by B. Bogdanovic,,31-40,,
2:35.0,Offensive foul by M. Turner (drawn by O. Anunoby),,31-40,,
2:35.0,Turnover by M. Turner (offensive foul),,31-40,,
2:19.0,,,31-40,,Turnover by D. DeRozan (lost ball; steal by M. Turner)
2:14.0,B. Bogdanovic misses 3-pt shot from 24 ft,,31-40,,
2:12.0,Offensive rebound by B. Bogdanovic,,31-40,,
2:10.0,B. Bogdanovic misses 2-pt shot from 11 ft,,31-40,,
2:10.0,,,31-40,,Defensive rebound by J. Valanciunas
2:02.0,,,31-40,,Turnover by K. Lowry (bad pass; steal by V. Oladipo)
1:57.0,B. Bogdanovic misses 3-pt shot from 22 ft,,31-40,,
1:54.0,,,31-40,,Defensive rebound by Team
1:41.0,,,31-42,2,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry)
1:12.0,V. Oladipo misses 2-pt shot from 9 ft,,31-42,,
1:09.0,,,31-42,,Defensive rebound by S. Ibaka
1:03.0,,,31-42,,K. Lowry misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by T. Young,,31-42,,
0:47.0,M. Turner makes 2-pt shot from 13 ft (assist by V. Oladipo),2,33-42,,
0:29.0,,,33-45,3,K. Lowry makes 3-pt shot from 22 ft
0:09.0,Turnover by V. Oladipo (lost ball; steal by D. DeRozan),,33-45,,
0:00.0,,,33-45,,D. DeRozan misses 2-pt shot from 22 ft
0:00.0,,,33-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,V. Oladipo misses 3-pt shot from 23 ft,,33-45,,
11:40.0,,,33-45,,Defensive rebound by J. Valanciunas
11:31.0,,,33-45,,O. Anunoby misses 3-pt shot from 23 ft
11:28.0,Defensive rebound by B. Bogdanovic,,33-45,,
11:14.0,V. Oladipo makes 3-pt shot from 25 ft,3,36-45,,
11:02.0,Violation by D. Collison (kicked ball),,36-45,,
10:47.0,,,36-45,,K. Lowry misses 3-pt shot from 31 ft
10:47.0,,,36-45,,Offensive rebound by Team
10:47.0,,,36-45,,Turnover by Team (shot clock)
10:32.0,V. Oladipo misses 2-pt shot from 16 ft,,36-45,,
10:29.0,,,36-45,,Defensive rebound by O. Anunoby
10:24.0,,,36-45,,K. Lowry misses 2-pt shot from 2 ft (block by V. Oladipo)
10:24.0,,,36-45,,Offensive rebound by Team
10:18.0,,,36-47,2,S. Ibaka makes 2-pt shot from 2 ft (assist by D. DeRozan)
9:56.0,Turnover by M. Turner (bad pass; steal by S. Ibaka),,36-47,,
9:51.0,,,36-49,2,O. Anunoby makes 2-pt shot at rim (assist by D. DeRozan)
9:50.0,Indiana full timeout,,36-49,,
9:38.0,B. Bogdanovic misses 2-pt shot from 4 ft (block by K. Lowry),,36-49,,
9:36.0,,,36-49,,Defensive rebound by K. Lowry
9:34.0,,,36-49,,Turnover by K. Lowry (lost ball; steal by T. Young)
9:30.0,T. Young makes 2-pt shot from 9 ft (assist by D. Collison),2,38-49,,
9:05.0,,,38-49,,Turnover by D. DeRozan (traveling)
8:40.0,T. Young makes 2-pt shot from 2 ft (assist by D. Collison),2,40-49,,
8:23.0,Personal foul by B. Bogdanovic (drawn by D. DeRozan),,40-49,,
8:15.0,,,40-51,2,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry)
8:03.0,V. Oladipo misses 2-pt shot from 9 ft,,40-51,,
7:59.0,,,40-51,,Defensive rebound by S. Ibaka
7:36.0,,,40-51,,K. Lowry misses 2-pt shot from 14 ft
7:33.0,,,40-51,,Offensive rebound by J. Valanciunas
7:33.0,,,40-53,2,J. Valanciunas makes 2-pt shot from 1 ft
7:19.0,Offensive foul by T. Young (drawn by K. Lowry),,40-53,,
7:19.0,Turnover by T. Young (offensive foul),,40-53,,
7:10.0,,,40-53,,D. DeRozan misses 2-pt shot from 23 ft
7:08.0,Defensive rebound by M. Turner,,40-53,,
7:02.0,D. Collison misses 2-pt shot from 2 ft (block by K. Lowry),,40-53,,
7:01.0,Offensive rebound by Team,,40-53,,
7:01.0,L. Stephenson enters the game for B. Bogdanovic,,40-53,,
6:49.0,Shooting foul by O. Anunoby (drawn by V. Oladipo),,40-53,,
6:49.0,V. Oladipo misses free throw 1 of 2,,40-53,,
6:49.0,Offensive rebound by Team,,40-53,,
6:49.0,V. Oladipo misses free throw 2 of 2,,40-53,,
6:45.0,,,40-53,,Defensive rebound by J. Valanciunas
6:32.0,,,40-53,,Turnover by K. Lowry (bad pass; steal by V. Oladipo)
6:27.0,V. Oladipo misses 2-pt shot from 1 ft,,40-53,,
6:23.0,Offensive rebound by D. Collison,,40-53,,
6:23.0,D. Collison makes 2-pt shot at rim,2,42-53,,
6:08.0,Personal foul by T. Young (drawn by D. DeRozan),,42-53,,
6:08.0,D. Sabonis enters the game for T. Young,,42-53,,
5:56.0,,,42-53,,D. DeRozan misses 2-pt shot from 12 ft (block by L. Stephenson)
5:53.0,,,42-53,,Offensive rebound by D. DeRozan
5:51.0,,,42-53,,D. DeRozan misses 2-pt shot from 19 ft
5:51.0,,,42-53,,Offensive rebound by Team
5:51.0,,,42-53,,Turnover by Team (shot clock)
5:37.0,D. Collison misses 2-pt shot from 17 ft,,42-53,,
5:37.0,,,42-53,,Defensive rebound by S. Ibaka
5:30.0,,,42-53,,Shooting foul by M. Turner (drawn by J. Valanciunas)
5:30.0,,,42-54,1,J. Valanciunas makes free throw 1 of 2
5:30.0,,,42-54,,J. Valanciunas misses free throw 2 of 2
5:28.0,Defensive rebound by L. Stephenson,,42-54,,
5:18.0,Turnover by V. Oladipo (lost ball; steal by D. DeRozan),,42-54,,
5:14.0,,,42-56,2,S. Ibaka makes 2-pt shot from 1 ft (assist by D. DeRozan)
4:56.0,D. Collison misses 2-pt shot from 14 ft,,42-56,,
4:54.0,,,42-56,,Defensive rebound by J. Valanciunas
4:50.0,,,42-56,,O. Anunoby misses 2-pt shot from 2 ft (block by V. Oladipo)
4:50.0,,,42-56,,Offensive rebound by Team
4:50.0,,,42-56,,J. Poeltl enters the game for J. Valanciunas
4:50.0,C. Joseph enters the game for D. Collison,,42-56,,
4:43.0,,,42-59,3,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan)
4:27.0,D. Sabonis misses 2-pt shot from 2 ft,,42-59,,
4:24.0,,,42-59,,Defensive rebound by D. DeRozan
4:20.0,,,42-62,3,S. Ibaka makes 3-pt shot from 24 ft (assist by D. DeRozan)
4:17.0,Indiana full timeout,,42-62,,
4:17.0,,,42-62,,N. Powell enters the game for O. Anunoby
4:17.0,G. Robinson enters the game for V. Oladipo,,42-62,,
4:17.0,T. Booker enters the game for M. Turner,,42-62,,
3:58.0,Turnover by C. Joseph (lost ball; steal by J. Poeltl),,42-62,,
3:54.0,,,42-62,,D. DeRozan misses 2-pt shot from 3 ft (block by D. Sabonis)
3:54.0,,,42-62,,Offensive rebound by Team
3:46.0,,,42-65,3,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan)
3:36.0,Shooting foul by J. Poeltl (drawn by D. Sabonis),,42-65,,
3:36.0,D. Sabonis makes free throw 1 of 2,1,43-65,,
3:36.0,D. Sabonis makes free throw 2 of 2,1,44-65,,
3:26.0,,,44-67,2,S. Ibaka makes 2-pt shot from 18 ft (assist by K. Lowry)
3:00.0,T. Booker misses 3-pt shot from 24 ft,,44-67,,
2:55.0,,,44-67,,Defensive rebound by K. Lowry
2:54.0,,,44-67,,Turnover by K. Lowry (out of bounds lost ball)
2:45.0,Shooting foul by N. Powell (drawn by L. Stephenson),,44-67,,
2:45.0,L. Stephenson misses free throw 1 of 2,,44-67,,
2:45.0,Offensive rebound by Team,,44-67,,
2:45.0,L. Stephenson makes free throw 2 of 2,1,45-67,,
2:23.0,,,45-70,3,S. Ibaka makes 3-pt shot from 24 ft (assist by K. Lowry)
2:04.0,L. Stephenson misses 2-pt shot from 2 ft,,45-70,,
2:03.0,,,45-70,,Defensive rebound by S. Ibaka
1:50.0,Personal foul by G. Robinson (drawn by J. Poeltl),,45-70,,
1:35.0,,,45-70,,K. Lowry misses 2-pt shot from 13 ft
1:34.0,,,45-70,,Offensive rebound by Team
1:34.0,,,45-70,,Turnover by Team (shot clock)
1:19.0,D. Sabonis misses 3-pt shot from 22 ft,,45-70,,
1:16.0,,,45-70,,Defensive rebound by Team
1:06.0,Personal block foul by L. Stephenson (drawn by D. DeRozan),,45-70,,
1:06.0,,,45-71,1,D. DeRozan makes free throw 1 of 2
1:06.0,,,45-72,1,D. DeRozan makes free throw 2 of 2
0:46.0,T. Booker makes 2-pt shot from 10 ft (assist by G. Robinson),2,47-72,,
0:31.0,,,47-72,,D. DeRozan misses 3-pt shot from 22 ft
0:28.0,Defensive rebound by T. Booker,,47-72,,
0:10.0,C. Joseph makes 2-pt shot from 16 ft,2,49-72,,
0:00.0,,,49-72,,D. DeRozan misses 2-pt shot from 14 ft
0:00.0,,,49-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,49-72,,Turnover by D. Wright (bad pass; steal by D. Sabonis)
11:41.0,Turnover by D. Sabonis (lost ball; steal by F. VanVleet),,49-72,,
11:37.0,Personal foul by L. Stephenson (drawn by C. Miles),,49-72,,
11:27.0,,,49-72,,F. VanVleet misses 3-pt shot from 23 ft
11:24.0,Defensive rebound by D. Sabonis,,49-72,,
11:11.0,C. Joseph misses 2-pt shot from 20 ft,,49-72,,
11:08.0,,,49-72,,Defensive rebound by J. Poeltl
11:01.0,,,49-72,,D. Wright misses 3-pt shot from 22 ft
10:59.0,Defensive rebound by T. Booker,,49-72,,
10:56.0,L. Stephenson makes 2-pt shot from 2 ft (assist by C. Joseph),2,51-72,,
10:43.0,Personal foul by J. Young (drawn by D. Wright),,51-72,,
10:38.0,,,51-72,,Offensive foul by C. Miles (drawn by L. Stephenson)
10:38.0,,,51-72,,Turnover by C. Miles (offensive foul)
10:25.0,D. Sabonis misses 3-pt shot from 22 ft,,51-72,,
10:22.0,,,51-72,,Defensive rebound by C. Miles
10:17.0,,,51-72,,F. VanVleet misses 2-pt shot from 2 ft (block by D. Sabonis)
10:17.0,,,51-72,,Offensive rebound by Team
10:09.0,,,51-72,,Turnover by J. Poeltl (bad pass; steal by T. Booker)
10:04.0,J. Young misses 3-pt shot from 26 ft,,51-72,,
10:02.0,,,51-72,,Defensive rebound by C. Miles
9:55.0,,,51-74,2,P. Siakam makes 2-pt shot from 1 ft
9:55.0,,,51-74,,Shooting foul by T. Booker (drawn by P. Siakam)
9:55.0,,,51-74,,P. Siakam misses free throw 1 of 1
9:53.0,Defensive rebound by L. Stephenson,,51-74,,
9:32.0,Shooting foul by C. Miles (drawn by T. Booker),,51-74,,
9:32.0,T. Booker makes free throw 1 of 2,1,52-74,,
9:32.0,G. Robinson enters the game for L. Stephenson,,52-74,,
9:32.0,T. Booker makes free throw 2 of 2,1,53-74,,
9:10.0,,,53-74,,Turnover by P. Siakam (traveling)
8:56.0,G. Robinson makes 3-pt shot from 25 ft (assist by D. Sabonis),3,56-74,,
8:40.0,,,56-76,2,F. VanVleet makes 2-pt shot at rim
8:28.0,G. Robinson misses 2-pt shot from 20 ft,,56-76,,
8:25.0,Offensive rebound by D. Sabonis,,56-76,,
8:20.0,G. Robinson makes 3-pt shot from 23 ft (assist by J. Young),3,59-76,,
8:04.0,,,59-76,,Shooting foul by D. Sabonis (drawn by D. Wright)
8:04.0,,,59-77,1,D. Wright makes free throw 1 of 2
8:04.0,,,59-77,,L. Nogueira enters the game for J. Poeltl
8:04.0,A. Jefferson enters the game for D. Sabonis,,59-77,,
8:04.0,,,59-78,1,D. Wright makes free throw 2 of 2
7:49.0,,,59-78,,Personal block foul by L. Nogueira (drawn by C. Joseph)
7:36.0,J. Young misses 2-pt shot from 3 ft,,59-78,,
7:36.0,Offensive rebound by Team,,59-78,,
7:36.0,Turnover by Team (turnover),,59-78,,
7:20.0,,,59-78,,C. Miles misses 3-pt shot from 25 ft
7:17.0,Defensive rebound by T. Booker,,59-78,,
7:00.0,A. Jefferson misses 2-pt shot from 13 ft,,59-78,,
6:57.0,,,59-78,,Defensive rebound by F. VanVleet
6:52.0,,,59-78,,P. Siakam misses 2-pt shot from 1 ft
6:50.0,Defensive rebound by A. Jefferson,,59-78,,
6:37.0,T. Booker misses 2-pt shot from 7 ft (block by C. Miles),,59-78,,
6:34.0,,,59-78,,Defensive rebound by C. Miles
6:23.0,,,59-78,,F. VanVleet misses 3-pt shot from 22 ft
6:22.0,Defensive rebound by A. Jefferson,,59-78,,
6:22.0,Indiana full timeout,,59-78,,
6:22.0,T. Leaf enters the game for C. Joseph,,59-78,,
6:22.0,L. Stephenson enters the game for T. Booker,,59-78,,
6:08.0,,,59-78,,Personal foul by C. Miles (drawn by G. Robinson)
5:57.0,J. Young misses 2-pt shot from 1 ft,,59-78,,
5:54.0,,,59-78,,Defensive rebound by Team
5:43.0,,,59-80,2,D. Wright makes 2-pt shot from 2 ft
5:32.0,Shooting foul by F. VanVleet (drawn by A. Jefferson),,59-80,,
5:32.0,A. Jefferson makes free throw 1 of 2,1,60-80,,
5:32.0,A. Jefferson makes free throw 2 of 2,1,61-80,,
