time,Atlanta,pts.away,score,pts.home,Miami
7:25.0,T. Waller-Prince makes 2-pt shot from 4 ft (assist by D. Lee),2,11-5,,
7:12.0,,,11-7,2,G. Dragic makes 2-pt shot from 9 ft
7:03.0,T. Dorsey misses 3-pt shot from 26 ft,,11-7,,
6:58.0,,,11-7,,Defensive rebound by H. Whiteside
6:50.0,,,11-7,,Turnover by H. Whiteside (traveling)
6:50.0,,,11-7,,Miami full timeout
6:36.0,Turnover by T. Waller-Prince (lost ball; steal by G. Dragic),,11-7,,
6:31.0,,,11-9,2,G. Dragic makes 2-pt shot from 4 ft (assist by T. Johnson)
6:16.0,D. Lee misses 2-pt shot from 10 ft,,11-9,,
6:13.0,Offensive rebound by D. Lee,,11-9,,
6:13.0,Shooting foul by J. Johnson (drawn by D. Lee),,11-9,,
6:13.0,D. Lee makes free throw 1 of 2,1,12-9,,
6:13.0,I. Taylor enters the game for M. Plumlee,,12-9,,
6:13.0,D. Lee makes free throw 2 of 2,1,13-9,,
5:59.0,,,13-11,2,T. Johnson makes 2-pt shot from 10 ft
5:44.0,Turnover by T. Waller-Prince (lost ball; steal by J. Johnson),,13-11,,
5:33.0,,,13-13,2,H. Whiteside makes 2-pt shot from 2 ft (assist by T. Johnson)
5:33.0,,,13-13,,Shooting foul by M. Muscala (drawn by H. Whiteside)
5:33.0,,,13-13,,W. Ellington enters the game for J. Richardson
5:33.0,,,13-14,1,H. Whiteside makes free throw 1 of 1
5:16.0,T. Dorsey makes 3-pt shot from 25 ft (assist by I. Taylor),3,16-14,,
4:57.0,,,16-14,,T. Johnson misses 2-pt shot from 5 ft
4:52.0,,,16-14,,Offensive rebound by H. Whiteside
4:52.0,,,16-16,2,H. Whiteside makes 2-pt shot at rim
4:49.0,M. Muscala misses 3-pt shot from 26 ft,,16-16,,
4:45.0,,,16-16,,Defensive rebound by G. Dragic
4:36.0,,,16-18,2,J. Johnson makes 2-pt shot from 7 ft (assist by G. Dragic)
4:23.0,,,16-18,,Personal foul by T. Johnson (drawn by I. Taylor)
4:16.0,I. Taylor misses 2-pt shot from 5 ft (block by H. Whiteside),,16-18,,
4:16.0,Offensive rebound by Team,,16-18,,
4:16.0,,,16-18,,Personal foul by W. Ellington (drawn by M. Muscala)
4:16.0,M. Muscala makes free throw 1 of 2,1,17-18,,
4:16.0,M. Muscala makes free throw 2 of 2,1,18-18,,
4:00.0,,,18-20,2,T. Johnson makes 2-pt shot from 3 ft
3:53.0,Atlanta full timeout,,18-20,,
3:53.0,,,18-20,,J. Winslow enters the game for G. Dragic
3:53.0,,,18-20,,D. Wade enters the game for J. Johnson
3:53.0,M. Plumlee enters the game for D. Lee,,18-20,,
3:53.0,D. Bembry enters the game for T. Waller-Prince,,18-20,,
3:46.0,M. Plumlee misses 2-pt shot from 3 ft (block by T. Johnson),,18-20,,
3:41.0,Offensive rebound by T. Dorsey,,18-20,,
3:39.0,M. Muscala misses 2-pt shot from 5 ft (block by H. Whiteside),,18-20,,
3:36.0,,,18-20,,Defensive rebound by W. Ellington
3:29.0,,,18-20,,H. Whiteside misses 2-pt shot from 15 ft
3:25.0,Defensive rebound by D. Bembry,,18-20,,
3:20.0,T. Dorsey misses 3-pt shot from 23 ft,,18-20,,
3:20.0,,,18-20,,Defensive rebound by Team
3:08.0,,,18-23,3,W. Ellington makes 3-pt shot from 25 ft
2:54.0,I. Taylor makes 2-pt shot from 9 ft,2,20-23,,
2:35.0,,,20-23,,J. Winslow misses 3-pt shot from 22 ft
2:32.0,,,20-23,,Offensive rebound by H. Whiteside
2:29.0,,,20-25,2,H. Whiteside makes 2-pt shot from 2 ft
2:11.0,M. Plumlee makes 2-pt shot from 5 ft (assist by T. Dorsey),2,22-25,,
1:50.0,,,22-25,,Turnover by J. Winslow (bad pass; steal by D. Bembry)
1:47.0,I. Taylor makes 2-pt shot from 3 ft (assist by D. Bembry),2,24-25,,
1:31.0,,,24-27,2,D. Wade makes 2-pt shot from 18 ft
1:09.0,D. Bembry misses 2-pt shot from 5 ft,,24-27,,
1:05.0,,,24-27,,Defensive rebound by W. Ellington
0:57.0,,,24-27,,D. Wade misses 3-pt shot from 26 ft
0:54.0,Defensive rebound by D. Bembry,,24-27,,
0:48.0,,,24-27,,Personal foul by T. Johnson (drawn by D. Bembry)
0:48.0,D. Bembry misses free throw 1 of 2,,24-27,,
0:48.0,Offensive rebound by Team,,24-27,,
0:48.0,,,24-27,,J. Richardson enters the game for T. Johnson
0:48.0,,,24-27,,K. Olynyk enters the game for H. Whiteside
0:48.0,D. Lee enters the game for I. Taylor,,24-27,,
0:48.0,D. Bembry makes free throw 2 of 2,1,25-27,,
0:27.0,,,25-30,3,J. Richardson makes 3-pt shot from 27 ft (assist by D. Wade)
0:06.0,T. Dorsey misses 3-pt shot from 23 ft,,25-30,,
0:02.0,,,25-30,,Defensive rebound by D. Wade
0:00.0,,,25-30,,Turnover by J. Richardson (lost ball; steal by D. Lee)
0:00.0,D. Lee misses 3-pt shot from 36 ft,,25-30,,
0:00.0,Offensive rebound by Team,,25-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,D. Lee misses 2-pt shot from 11 ft (block by D. Wade),,25-30,,
11:35.0,Offensive rebound by M. Plumlee,,25-30,,
11:35.0,Turnover by Team (shot clock),,25-30,,
11:16.0,,,25-33,3,W. Ellington makes 3-pt shot from 26 ft (assist by D. Wade)
11:02.0,M. Plumlee makes 2-pt shot from 3 ft (assist by D. Lee),2,27-33,,
10:48.0,,,27-35,2,D. Wade makes 2-pt shot from 3 ft (assist by K. Olynyk)
10:26.0,I. Taylor misses 2-pt shot from 4 ft,,27-35,,
10:24.0,,,27-35,,Defensive rebound by D. Wade
10:15.0,,,27-35,,K. Olynyk misses 2-pt shot from 18 ft
10:12.0,Defensive rebound by T. Waller-Prince,,27-35,,
10:08.0,T. Waller-Prince misses 3-pt shot from 27 ft,,27-35,,
10:05.0,,,27-35,,Defensive rebound by D. Wade
9:59.0,J. Collins enters the game for M. Plumlee,,27-35,,
9:59.0,M. Muscala enters the game for T. Waller-Prince,,27-35,,
9:53.0,,,27-35,,J. Winslow misses 3-pt shot from 22 ft
9:50.0,Defensive rebound by D. Lee,,27-35,,
9:47.0,D. Lee makes 2-pt shot from 3 ft,2,29-35,,
9:47.0,Shooting foul by J. Winslow (drawn by D. Lee),,29-35,,
9:47.0,D. Lee makes free throw 1 of 1,1,30-35,,
9:41.0,,,30-35,,J. Richardson misses 3-pt shot from 26 ft
9:37.0,Defensive rebound by M. Muscala,,30-35,,
9:31.0,D. Lee makes 3-pt shot from 25 ft (assist by I. Taylor),3,33-35,,
9:14.0,,,33-35,,D. Wade misses 3-pt shot from 27 ft
9:11.0,Defensive rebound by J. Collins,,33-35,,
9:01.0,M. Muscala makes 3-pt shot from 23 ft (assist by I. Taylor),3,36-35,,
8:39.0,,,36-35,,K. Olynyk misses 3-pt shot from 26 ft
8:35.0,Defensive rebound by J. Collins,,36-35,,
8:27.0,I. Taylor makes 2-pt shot from 2 ft,2,38-35,,
8:25.0,,,38-35,,Miami full timeout
8:15.0,,,38-35,,W. Ellington misses 3-pt shot from 26 ft
8:12.0,Defensive rebound by D. Lee,,38-35,,
8:04.0,D. Lee makes 2-pt shot from 3 ft (assist by J. Collins),2,40-35,,
7:45.0,,,40-37,2,K. Olynyk makes 2-pt shot from 4 ft
7:27.0,J. Collins misses 3-pt shot from 23 ft,,40-37,,
7:26.0,,,40-37,,Defensive rebound by Team
7:26.0,D. Bembry enters the game for I. Taylor,,40-37,,
7:12.0,Personal foul by T. Dorsey (drawn by K. Olynyk),,40-37,,
6:56.0,,,40-37,,W. Ellington misses 3-pt shot from 26 ft
6:54.0,Defensive rebound by J. Collins,,40-37,,
6:42.0,T. Dorsey makes 2-pt shot from 17 ft,2,42-37,,
6:31.0,,,42-37,,Shooting foul by D. Lee (drawn by D. Wade)
6:31.0,,,42-38,1,D. Wade makes free throw 1 of 2
6:31.0,,,42-38,,G. Dragic enters the game for J. Richardson
6:31.0,,,42-38,,D. Wade misses free throw 2 of 2
6:27.0,Defensive rebound by J. Collins,,42-38,,
6:14.0,D. Lee misses 3-pt shot from 25 ft,,42-38,,
6:12.0,,,42-38,,Defensive rebound by J. Winslow
6:06.0,,,42-40,2,J. Winslow makes 2-pt shot from 7 ft (assist by D. Wade)
5:50.0,M. Muscala misses 3-pt shot from 22 ft,,42-40,,
5:47.0,Offensive rebound by T. Dorsey,,42-40,,
5:45.0,T. Dorsey misses 2-pt shot from 5 ft,,42-40,,
5:42.0,,,42-40,,Defensive rebound by K. Olynyk
5:40.0,,,42-40,,W. Ellington misses 3-pt shot from 26 ft
5:36.0,Defensive rebound by D. Lee,,42-40,,
5:34.0,D. Lee makes 2-pt shot from 2 ft,2,44-40,,
5:14.0,,,44-42,2,G. Dragic makes 2-pt shot from 17 ft
5:13.0,Atlanta full timeout,,44-42,,
5:13.0,,,44-42,,T. Johnson enters the game for W. Ellington
5:13.0,,,44-42,,J. Johnson enters the game for D. Wade
5:13.0,M. Plumlee enters the game for T. Dorsey,,44-42,,
5:13.0,I. Taylor enters the game for M. Muscala,,44-42,,
4:53.0,Turnover by M. Plumlee (lost ball; steal by K. Olynyk),,44-42,,
4:44.0,,,44-44,2,K. Olynyk makes 2-pt shot from 3 ft
4:28.0,D. Bembry misses 2-pt shot from 5 ft,,44-44,,
4:25.0,,,44-44,,Defensive rebound by G. Dragic
4:23.0,,,44-44,,Turnover by G. Dragic (bad pass; steal by D. Bembry)
4:17.0,J. Collins makes 2-pt shot from 3 ft (assist by D. Bembry),2,46-44,,
3:59.0,,,46-46,2,T. Johnson makes 2-pt shot from 19 ft
3:43.0,I. Taylor misses 2-pt shot from 2 ft,,46-46,,
3:39.0,,,46-46,,Defensive rebound by G. Dragic
3:31.0,,,46-46,,T. Johnson misses 3-pt shot from 23 ft
3:27.0,Defensive rebound by M. Plumlee,,46-46,,
3:17.0,J. Collins makes 3-pt shot from 23 ft (assist by D. Bembry),3,49-46,,
3:02.0,,,49-46,,K. Olynyk misses 3-pt shot from 26 ft
3:00.0,Defensive rebound by M. Plumlee,,49-46,,
2:57.0,Atlanta full timeout,,49-46,,
2:57.0,,,49-46,,H. Whiteside enters the game for K. Olynyk
2:57.0,,,49-46,,J. Richardson enters the game for J. Winslow
2:57.0,T. Dorsey enters the game for D. Lee,,49-46,,
2:57.0,M. Muscala enters the game for D. Bembry,,49-46,,
2:48.0,J. Collins makes 3-pt shot from 25 ft (assist by I. Taylor),3,52-46,,
2:36.0,Def 3 sec tech foul by M. Plumlee,,52-46,,
2:36.0,,,52-47,1,T. Johnson makes technical free throw
2:24.0,,,52-47,,H. Whiteside misses 2-pt shot from 11 ft
2:20.0,Defensive rebound by M. Plumlee,,52-47,,
2:06.0,T. Dorsey misses 2-pt shot from 7 ft (block by T. Johnson),,52-47,,
2:00.0,Offensive rebound by M. Muscala,,52-47,,
1:59.0,Turnover by M. Muscala (bad pass; steal by J. Johnson),,52-47,,
1:55.0,,,52-50,3,G. Dragic makes 3-pt shot from 22 ft (assist by T. Johnson)
1:49.0,,,52-50,,Personal foul by G. Dragic (drawn by J. Collins)
1:49.0,,,52-50,,D. Wade enters the game for G. Dragic
1:37.0,M. Plumlee misses 2-pt shot from 4 ft,,52-50,,
1:33.0,,,52-50,,Defensive rebound by J. Johnson
1:27.0,,,52-52,2,H. Whiteside makes 2-pt shot from 3 ft (assist by D. Wade)
1:07.0,I. Taylor makes 2-pt shot from 8 ft,2,54-52,,
0:57.0,,,54-52,,Turnover by J. Johnson (bad pass)
0:57.0,D. Lee enters the game for I. Taylor,,54-52,,
0:46.0,D. Lee misses 3-pt shot from 26 ft,,54-52,,
0:43.0,Offensive rebound by M. Plumlee,,54-52,,
0:38.0,J. Collins misses 3-pt shot from 23 ft,,54-52,,
0:36.0,,,54-52,,Defensive rebound by H. Whiteside
0:22.0,,,54-52,,T. Johnson misses 2-pt shot from 23 ft
0:19.0,,,54-52,,Offensive rebound by T. Johnson
0:16.0,,,54-52,,Turnover by T. Johnson (bad pass; steal by M. Muscala)
0:07.0,,,54-52,,Personal foul by J. Richardson (drawn by T. Dorsey)
0:07.0,T. Dorsey makes free throw 1 of 2,1,55-52,,
0:07.0,,,55-52,,K. Olynyk enters the game for H. Whiteside
0:07.0,I. Taylor enters the game for J. Collins,,55-52,,
0:07.0,D. Bembry enters the game for M. Muscala,,55-52,,
0:07.0,T. Dorsey makes free throw 2 of 2,1,56-52,,
0:01.0,,,56-52,,K. Olynyk misses 3-pt shot from 27 ft
0:01.0,,,56-52,,Offensive rebound by T. Johnson
0:00.0,,,56-52,,T. Johnson misses 2-pt shot from 18 ft
0:00.0,,,56-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,J. Collins misses 3-pt shot from 23 ft,,56-52,,
11:27.0,,,56-52,,Defensive rebound by G. Dragic
11:20.0,,,56-52,,J. Johnson misses 3-pt shot from 26 ft
11:17.0,Defensive rebound by D. Lee,,56-52,,
11:11.0,T. Dorsey misses 2-pt shot from 4 ft,,56-52,,
11:07.0,Offensive rebound by I. Taylor,,56-52,,
10:48.0,D. Lee misses 3-pt shot from 27 ft,,56-52,,
10:44.0,,,56-52,,Defensive rebound by J. Richardson
10:34.0,,,56-54,2,H. Whiteside makes 2-pt shot from 11 ft (assist by J. Johnson)
10:19.0,I. Taylor misses 3-pt shot from 26 ft,,56-54,,
10:16.0,,,56-54,,Defensive rebound by H. Whiteside
10:12.0,,,56-56,2,H. Whiteside makes 2-pt shot from 5 ft
10:12.0,,,56-56,,Shooting foul by M. Plumlee (drawn by H. Whiteside)
10:12.0,,,56-57,1,H. Whiteside makes free throw 1 of 1
10:02.0,,,56-57,,Personal foul by G. Dragic (drawn by I. Taylor)
9:54.0,J. Collins makes 2-pt shot from 2 ft (assist by T. Dorsey),2,58-57,,
9:54.0,Shooting foul by H. Whiteside (drawn by J. Collins),,58-57,,
9:54.0,J. Collins makes free throw 1 of 1,1,59-57,,
9:40.0,,,59-57,,J. Johnson misses 2-pt shot from 7 ft
9:37.0,Defensive rebound by T. Dorsey,,59-57,,
9:28.0,Turnover by J. Collins (lost ball; steal by G. Dragic),,59-57,,
9:15.0,,,59-60,3,G. Dragic makes 3-pt shot from 22 ft (assist by J. Johnson)
8:54.0,J. Collins makes 2-pt shot from 3 ft (assist by I. Taylor),2,61-60,,
8:41.0,,,61-62,2,G. Dragic makes 2-pt shot from 15 ft
8:28.0,Turnover by I. Taylor (lost ball; steal by G. Dragic),,61-62,,
8:22.0,,,61-64,2,J. Johnson makes 2-pt shot from 3 ft (assist by G. Dragic)
7:58.0,T. Dorsey misses 2-pt shot from 4 ft,,61-64,,
7:56.0,Offensive rebound by M. Plumlee,,61-64,,
7:56.0,Turnover by Team (shot clock),,61-64,,
7:45.0,,,61-66,2,T. Johnson makes 2-pt shot from 17 ft
7:45.0,Atlanta full timeout,,61-66,,
7:45.0,M. Muscala enters the game for M. Plumlee,,61-66,,
7:21.0,D. Lee misses 2-pt shot from 9 ft,,61-66,,
7:18.0,,,61-66,,Defensive rebound by T. Johnson
7:13.0,,,61-69,3,G. Dragic makes 3-pt shot from 25 ft (assist by J. Johnson)
7:04.0,,,61-69,,Personal foul by H. Whiteside (drawn by J. Collins)
6:54.0,M. Muscala makes 3-pt shot from 27 ft (assist by T. Dorsey),3,64-69,,
6:26.0,,,64-69,,J. Johnson misses 3-pt shot from 22 ft
6:23.0,Defensive rebound by J. Collins,,64-69,,
6:02.0,J. Collins misses 2-pt shot from 3 ft,,64-69,,
6:00.0,,,64-69,,Defensive rebound by J. Johnson
5:59.0,,,64-69,,Shooting foul by J. Collins (drawn by J. Johnson)
5:59.0,,,64-70,1,J. Johnson makes free throw 1 of 2
5:59.0,M. Plumlee enters the game for J. Collins,,64-70,,
5:59.0,,,64-71,1,J. Johnson makes free throw 2 of 2
5:50.0,,,64-71,,Personal foul by H. Whiteside (drawn by I. Taylor)
5:50.0,,,64-71,,W. Ellington enters the game for J. Richardson
5:50.0,,,64-71,,K. Olynyk enters the game for H. Whiteside
5:41.0,D. Lee misses 2-pt shot from 4 ft,,64-71,,
5:38.0,,,64-71,,Defensive rebound by K. Olynyk
5:24.0,Personal foul by D. Lee (drawn by K. Olynyk),,64-71,,
5:24.0,D. Bembry enters the game for I. Taylor,,64-71,,
5:16.0,,,64-71,,W. Ellington misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by M. Plumlee,,64-71,,
5:06.0,T. Dorsey misses 2-pt shot from 20 ft,,64-71,,
5:02.0,,,64-71,,Defensive rebound by G. Dragic
4:49.0,,,64-71,,Turnover by K. Olynyk (traveling)
4:36.0,M. Muscala misses 3-pt shot from 27 ft,,64-71,,
4:30.0,,,64-71,,Defensive rebound by G. Dragic
4:29.0,,,64-71,,Turnover by G. Dragic (bad pass; steal by T. Dorsey)
4:24.0,D. Lee makes 2-pt shot from 3 ft (assist by T. Dorsey),2,66-71,,
4:14.0,,,66-71,,G. Dragic misses 2-pt shot from 15 ft
4:09.0,Defensive rebound by M. Muscala,,66-71,,
4:03.0,D. Bembry misses 2-pt shot from 4 ft,,66-71,,
4:01.0,Offensive rebound by D. Lee,,66-71,,
4:01.0,D. Lee makes 2-pt shot at rim,2,68-71,,
4:01.0,,,68-71,,Miami full timeout
4:01.0,J. Collins enters the game for T. Dorsey,,68-71,,
3:43.0,,,68-71,,T. Johnson misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by J. Collins,,68-71,,
3:24.0,Turnover by D. Bembry (bad pass),,68-71,,
3:24.0,,,68-71,,J. Winslow enters the game for G. Dragic
3:24.0,,,68-71,,D. Wade enters the game for J. Johnson
3:24.0,I. Taylor enters the game for D. Lee,,68-71,,
3:10.0,,,68-73,2,K. Olynyk makes 2-pt shot from 8 ft (assist by D. Wade)
2:55.0,M. Muscala makes 2-pt shot from 19 ft (assist by I. Taylor),2,70-73,,
2:39.0,,,70-75,2,D. Wade makes 2-pt shot from 3 ft (assist by W. Ellington)
2:22.0,I. Taylor makes 2-pt shot from 7 ft,2,72-75,,
2:08.0,,,72-75,,Turnover by D. Wade (bad pass; steal by J. Collins)
2:04.0,Shooting foul by D. Wade (drawn by M. Plumlee),,72-75,,
2:04.0,M. Plumlee misses free throw 1 of 2,,72-75,,
2:04.0,Offensive rebound by Team,,72-75,,
2:04.0,M. Plumlee misses free throw 2 of 2,,72-75,,
1:56.0,,,72-75,,Defensive rebound by J. Winslow
1:52.0,,,72-75,,Turnover by K. Olynyk (turnover)
1:42.0,Offensive foul by M. Plumlee (drawn by J. Winslow),,72-75,,
1:42.0,Turnover by M. Plumlee (offensive foul),,72-75,,
1:42.0,,,72-75,,J. Richardson enters the game for T. Johnson
1:42.0,T. Dorsey enters the game for D. Bembry,,72-75,,
1:22.0,,,72-75,,J. Richardson misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by M. Muscala,,72-75,,
1:10.0,M. Muscala misses 3-pt shot from 25 ft,,72-75,,
1:08.0,,,72-75,,Defensive rebound by J. Winslow
1:03.0,,,72-78,3,W. Ellington makes 3-pt shot from 23 ft (assist by J. Richardson)
0:37.0,T. Dorsey makes 3-pt shot from 26 ft (assist by I. Taylor),3,75-78,,
0:30.0,,,75-78,,D. Wade misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by M. Muscala,,75-78,,
0:05.0,J. Collins makes 3-pt shot from 23 ft (assist by I. Taylor),3,78-78,,
0:02.0,Personal block foul by I. Taylor (drawn by J. Richardson),,78-78,,
0:02.0,D. Lee enters the game for J. Collins,,78-78,,
0:02.0,D. Bembry enters the game for I. Taylor,,78-78,,
0:00.0,,,78-78,,D. Wade misses 3-pt shot from 23 ft
0:00.0,,,78-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,78-78,,J. Winslow misses 2-pt shot from 10 ft
11:39.0,Defensive rebound by T. Dorsey,,78-78,,
11:30.0,I. Taylor misses 3-pt shot from 26 ft,,78-78,,
11:28.0,,,78-78,,Defensive rebound by J. Richardson
11:15.0,,,78-80,2,D. Wade makes 2-pt shot from 6 ft
11:05.0,T. Dorsey makes 3-pt shot from 26 ft (assist by D. Lee),3,81-80,,
10:48.0,,,81-80,,J. Richardson misses 2-pt shot from 4 ft
10:45.0,Defensive rebound by J. Collins,,81-80,,
10:38.0,,,81-80,,Personal foul by J. Richardson (drawn by I. Taylor)
10:38.0,M. Muscala enters the game for M. Plumlee,,81-80,,
10:24.0,I. Taylor makes 2-pt shot from 7 ft,2,83-80,,
10:07.0,,,83-80,,K. Olynyk misses 3-pt shot from 26 ft
10:03.0,Defensive rebound by M. Muscala,,83-80,,
9:52.0,T. Dorsey makes 3-pt shot from 22 ft,3,86-80,,
9:35.0,,,86-80,,W. Ellington misses 3-pt shot from 25 ft
9:33.0,Defensive rebound by M. Muscala,,86-80,,
9:15.0,M. Muscala makes 3-pt shot from 27 ft (assist by I. Taylor),3,89-80,,
9:15.0,,,89-80,,Miami full timeout
8:59.0,,,89-80,,D. Wade misses 2-pt shot from 5 ft
8:54.0,,,89-80,,Offensive rebound by K. Olynyk
8:54.0,,,89-82,2,K. Olynyk makes 2-pt shot at rim
8:40.0,Turnover by T. Dorsey (bad pass; steal by W. Ellington),,89-82,,
8:35.0,,,89-84,2,J. Richardson makes 2-pt shot from 3 ft (assist by D. Wade)
8:21.0,Turnover by I. Taylor (bad pass; steal by J. Winslow),,89-84,,
8:15.0,,,89-84,,Turnover by J. Winslow (bad pass; steal by D. Lee)
8:08.0,D. Lee misses 2-pt shot from 4 ft,,89-84,,
8:07.0,Offensive rebound by T. Dorsey,,89-84,,
8:06.0,T. Dorsey makes 2-pt shot from 8 ft,2,91-84,,
7:43.0,,,91-84,,K. Olynyk misses 2-pt shot from 6 ft
7:40.0,Defensive rebound by J. Collins,,91-84,,
7:38.0,Atlanta full timeout,,91-84,,
7:38.0,,,91-84,,H. Whiteside enters the game for W. Ellington
7:38.0,,,91-84,,G. Dragic enters the game for K. Olynyk
7:38.0,,,91-84,,J. Johnson enters the game for J. Winslow
7:38.0,D. Bembry enters the game for J. Collins,,91-84,,
7:38.0,M. Plumlee enters the game for I. Taylor,,91-84,,
7:30.0,Turnover by D. Bembry (bad pass; steal by J. Johnson),,91-84,,
7:25.0,,,91-86,2,D. Wade makes 2-pt shot from 4 ft (assist by J. Johnson)
7:03.0,T. Dorsey misses 2-pt shot from 7 ft,,91-86,,
7:00.0,,,91-86,,Defensive rebound by G. Dragic
6:55.0,,,91-86,,G. Dragic misses 2-pt shot from 6 ft
6:52.0,Defensive rebound by D. Bembry,,91-86,,
6:46.0,D. Bembry makes 2-pt shot from 5 ft,2,93-86,,
6:24.0,,,93-88,2,J. Richardson makes 2-pt shot from 15 ft (assist by J. Johnson)
6:02.0,,,93-88,,Personal foul by J. Johnson (drawn by D. Bembry)
6:02.0,I. Taylor enters the game for D. Lee,,93-88,,
5:55.0,M. Plumlee makes 2-pt shot from 2 ft (assist by D. Bembry),2,95-88,,
5:27.0,,,95-88,,D. Wade misses 2-pt shot from 2 ft
5:27.0,Defensive rebound by D. Bembry,,95-88,,
5:13.0,I. Taylor misses 2-pt shot from 2 ft,,95-88,,
5:11.0,,,95-88,,Defensive rebound by D. Wade
5:04.0,,,95-88,,J. Johnson misses 2-pt shot from 4 ft
5:01.0,,,95-88,,Offensive rebound by J. Johnson
4:47.0,,,95-88,,J. Richardson misses 3-pt shot from 26 ft
4:43.0,Defensive rebound by D. Bembry,,95-88,,
4:28.0,Turnover by D. Bembry (out of bounds lost ball),,95-88,,
4:28.0,J. Collins enters the game for T. Dorsey,,95-88,,
