time,Boston,pts.away,score,pts.home,Washington
7:42.0,Violation by A. Horford (double lane),,14-6,,
7:42.0,,,14-6,,Violation by M. Morris (double lane)
7:28.0,Jump ball: M. Gortat vs. A. Baynes (M. Morris gains possession),,,,Jump ball: M. Gortat vs. A. Baynes (M. Morris gains possession)
7:28.0,Turnover by A. Horford (turnover),,14-6,,
7:26.0,,,14-9,3,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall)
7:12.0,J. Brown makes 2-pt shot from 2 ft (assist by A. Horford),2,16-9,,
7:06.0,,,16-12,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
7:04.0,Boston full timeout,,16-12,,
6:59.0,Offensive foul by J. Brown (drawn by J. Wall),,16-12,,
6:59.0,Turnover by J. Brown (offensive foul),,16-12,,
6:38.0,,,16-14,2,M. Morris makes 2-pt shot from 11 ft
6:17.0,J. Tatum misses 2-pt shot from 20 ft,,16-14,,
6:15.0,,,16-14,,Defensive rebound by M. Gortat
6:10.0,,,16-14,,M. Morris misses 3-pt shot from 26 ft
6:06.0,Defensive rebound by J. Brown,,16-14,,
5:54.0,A. Horford misses 2-pt shot from 3 ft,,16-14,,
5:52.0,Offensive rebound by A. Horford,,16-14,,
5:52.0,A. Horford makes 2-pt shot from 1 ft,2,18-14,,
5:42.0,,,18-14,,Turnover by J. Wall (bad pass; steal by J. Tatum)
5:38.0,J. Tatum misses 2-pt shot from 8 ft,,18-14,,
5:36.0,,,18-14,,Defensive rebound by B. Beal
5:30.0,,,18-14,,J. Wall misses 3-pt shot from 24 ft
5:26.0,,,18-14,,Offensive rebound by B. Beal
5:09.0,,,18-14,,Turnover by O. Porter (bad pass; steal by J. Brown)
5:05.0,J. Brown misses 3-pt shot from 26 ft,,18-14,,
5:03.0,,,18-14,,Defensive rebound by Team
5:03.0,M. Morris enters the game for J. Tatum,,18-14,,
4:49.0,,,18-14,,M. Gortat misses 2-pt shot from 2 ft (block by A. Baynes)
4:46.0,Defensive rebound by A. Horford,,18-14,,
4:45.0,J. Brown misses 2-pt shot from 1 ft (block by J. Wall),,18-14,,
4:41.0,Offensive rebound by A. Horford,,18-14,,
4:41.0,A. Horford makes 2-pt shot from 1 ft,2,20-14,,
4:40.0,,,20-14,,Washington full timeout
4:40.0,,,20-14,,K. Oubre enters the game for M. Gortat
4:40.0,,,20-14,,I. Mahinmi enters the game for O. Porter
4:23.0,,,20-14,,B. Beal misses 3-pt shot from 26 ft
4:20.0,Defensive rebound by T. Rozier,,20-14,,
3:58.0,M. Morris misses 2-pt shot from 10 ft,,20-14,,
3:55.0,,,20-14,,Defensive rebound by I. Mahinmi
3:38.0,,,20-14,,B. Beal misses 2-pt shot from 15 ft
3:36.0,Defensive rebound by M. Morris,,20-14,,
3:28.0,J. Brown makes 3-pt shot from 23 ft (assist by T. Rozier),3,23-14,,
3:09.0,,,23-14,,Turnover by M. Morris (bad pass; steal by A. Horford)
3:03.0,Turnover by T. Rozier (traveling),,23-14,,
3:03.0,G. Monroe enters the game for A. Baynes,,23-14,,
2:52.0,,,23-16,2,J. Wall makes 2-pt shot from 1 ft
2:52.0,,,23-16,,Shooting foul by G. Monroe (drawn by J. Wall)
2:52.0,,,23-16,,M. Scott enters the game for M. Morris
2:52.0,S. Larkin enters the game for T. Rozier,,23-16,,
2:52.0,,,23-17,1,J. Wall makes free throw 1 of 1
2:41.0,M. Morris misses 2-pt shot from 19 ft,,23-17,,
2:38.0,,,23-17,,Defensive rebound by J. Wall
2:28.0,,,23-17,,M. Scott misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by A. Horford,,23-17,,
2:19.0,Turnover by A. Horford (lost ball; steal by K. Oubre),,23-17,,
2:13.0,,,23-17,,K. Oubre misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by M. Morris,,23-17,,
1:54.0,G. Monroe makes 2-pt shot from 8 ft (assist by M. Morris),2,25-17,,
1:38.0,,,25-17,,Turnover by J. Wall (lost ball; steal by G. Monroe)
1:19.0,M. Morris misses 3-pt shot from 24 ft,,25-17,,
1:16.0,,,25-17,,Defensive rebound by J. Wall
1:11.0,,,25-17,,J. Wall misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by G. Monroe,,25-17,,
1:05.0,J. Brown makes 3-pt shot from 27 ft (assist by S. Larkin),3,28-17,,
0:43.0,,,28-19,2,B. Beal makes 2-pt shot from 13 ft
0:36.0,J. Brown misses 3-pt shot from 28 ft,,28-19,,
0:33.0,,,28-19,,Defensive rebound by I. Mahinmi
0:11.0,,,28-21,2,B. Beal makes 2-pt shot from 16 ft (assist by J. Wall)
0:06.0,,,28-21,,Personal take foul by M. Scott (drawn by A. Horford)
0:06.0,,,28-21,,T. Satoransky enters the game for B. Beal
0:03.0,Shooting foul by I. Mahinmi (drawn by J. Brown),,28-21,,
0:03.0,J. Brown makes free throw 1 of 2,1,29-21,,
0:03.0,S. Ojeleye enters the game for A. Horford,,29-21,,
0:03.0,J. Tatum enters the game for G. Monroe,,29-21,,
0:03.0,J. Brown makes free throw 2 of 2,1,30-21,,
0:00.0,,,30-21,,Shooting foul by S. Ojeleye (drawn by J. Wall)
0:00.0,,,30-21,,J. Wall misses free throw 1 of 2
0:00.0,,,30-21,,Offensive rebound by Team
0:00.0,G. Monroe enters the game for J. Brown,,30-21,,
0:00.0,,,30-22,1,J. Wall makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,30-22,,Violation by T. Satoransky (kicked ball)
11:43.0,S. Larkin makes 2-pt shot from 16 ft,2,32-22,,
11:21.0,,,32-22,,I. Mahinmi misses 2-pt shot from 9 ft
11:20.0,,,32-22,,Offensive rebound by M. Scott
11:19.0,,,32-22,,Turnover by M. Scott (step out of bounds)
11:03.0,J. Tatum misses 2-pt shot from 17 ft,,32-22,,
11:00.0,,,32-22,,Defensive rebound by T. Satoransky
10:47.0,,,32-22,,O. Porter misses 2-pt shot from 17 ft
10:45.0,Defensive rebound by J. Tatum,,32-22,,
10:35.0,Turnover by M. Morris (lost ball; steal by O. Porter),,32-22,,
10:30.0,,,32-22,,O. Porter misses 2-pt shot from 2 ft
10:28.0,Defensive rebound by S. Larkin,,32-22,,
10:23.0,M. Morris misses 3-pt shot from 26 ft,,32-22,,
10:20.0,,,32-22,,Defensive rebound by T. Satoransky
9:59.0,,,32-24,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by K. Oubre)
9:44.0,S. Larkin misses 2-pt shot from 1 ft,,32-24,,
9:42.0,,,32-24,,Defensive rebound by I. Mahinmi
9:36.0,Personal foul by S. Larkin (drawn by K. Oubre),,32-24,,
9:31.0,,,32-26,2,T. Satoransky makes 2-pt shot from 2 ft (assist by K. Oubre)
9:09.0,M. Morris makes 2-pt shot at rim (assist by G. Monroe),2,34-26,,
8:51.0,,,34-29,3,O. Porter makes 3-pt shot from 25 ft (assist by M. Scott)
8:26.0,Shooting foul by T. Satoransky (drawn by J. Tatum),,34-29,,
8:26.0,J. Tatum makes free throw 1 of 2,1,35-29,,
8:26.0,J. Tatum misses free throw 2 of 2,,35-29,,
8:24.0,,,35-29,,Defensive rebound by O. Porter
8:12.0,,,35-29,,Turnover by T. Satoransky (bad pass; steal by G. Monroe)
8:04.0,Offensive foul by G. Monroe (drawn by I. Mahinmi),,35-29,,
8:04.0,Turnover by G. Monroe (offensive foul),,35-29,,
7:54.0,,,35-31,2,M. Scott makes 2-pt shot from 9 ft (assist by T. Satoransky)
7:42.0,S. Ojeleye makes 2-pt shot from 5 ft (assist by G. Monroe),2,37-31,,
7:21.0,,,37-33,2,K. Oubre makes 2-pt shot from 7 ft
7:05.0,G. Monroe makes 2-pt shot from 7 ft,2,39-33,,
7:05.0,,,39-33,,Washington full timeout
7:05.0,,,39-33,,J. Wall enters the game for K. Oubre
7:05.0,,,39-33,,B. Beal enters the game for T. Satoransky
6:52.0,,,39-33,,J. Wall misses 2-pt shot from 10 ft
6:50.0,,,39-33,,Offensive rebound by O. Porter
6:50.0,,,39-35,2,O. Porter makes 2-pt shot from 2 ft
6:28.0,G. Monroe misses 2-pt shot from 12 ft,,39-35,,
6:26.0,,,39-35,,Defensive rebound by I. Mahinmi
6:15.0,,,39-37,2,M. Scott makes 2-pt shot from 15 ft (assist by B. Beal)
5:59.0,J. Tatum misses 2-pt shot from 2 ft,,39-37,,
5:56.0,,,39-37,,Defensive rebound by J. Wall
5:51.0,,,39-37,,Turnover by J. Wall (bad pass)
5:51.0,,,39-37,,M. Morris enters the game for I. Mahinmi
5:51.0,T. Rozier enters the game for M. Morris,,39-37,,
5:38.0,T. Rozier misses 3-pt shot from 25 ft,,39-37,,
5:35.0,,,39-37,,Defensive rebound by M. Morris
5:27.0,,,39-37,,M. Morris misses 2-pt shot from 9 ft
5:25.0,,,39-37,,Offensive rebound by M. Scott
5:24.0,,,39-40,3,J. Wall makes 3-pt shot from 28 ft (assist by M. Scott)
5:06.0,S. Ojeleye makes 3-pt shot from 25 ft (assist by J. Tatum),3,42-40,,
4:55.0,,,42-40,,M. Scott misses 3-pt shot from 27 ft
4:50.0,Defensive rebound by T. Rozier,,42-40,,
4:42.0,T. Rozier makes 2-pt shot from 14 ft,2,44-40,,
4:30.0,,,44-40,,B. Beal misses 2-pt shot from 10 ft
4:28.0,Defensive rebound by G. Monroe,,44-40,,
4:15.0,,,44-40,,Personal foul by B. Beal (drawn by T. Rozier)
4:15.0,A. Horford enters the game for J. Tatum,,44-40,,
4:15.0,A. Baynes enters the game for S. Larkin,,44-40,,
4:15.0,J. Brown enters the game for G. Monroe,,44-40,,
4:06.0,T. Rozier makes 3-pt shot from 26 ft (assist by J. Brown),3,47-40,,
3:54.0,,,47-40,,Shooting foul by S. Ojeleye (drawn by J. Wall)
3:54.0,,,47-41,1,J. Wall makes free throw 1 of 2
3:54.0,,,47-41,,M. Gortat enters the game for M. Scott
3:54.0,,,47-42,1,J. Wall makes free throw 2 of 2
3:44.0,T. Rozier misses 3-pt shot from 24 ft,,47-42,,
3:42.0,,,47-42,,Defensive rebound by M. Morris
3:35.0,,,47-42,,J. Wall misses 2-pt shot from 14 ft
3:34.0,,,47-42,,Offensive rebound by Team
3:34.0,Loose ball foul by A. Baynes (drawn by M. Gortat),,47-42,,
3:27.0,,,47-42,,Turnover by B. Beal (bad pass; steal by A. Baynes)
3:20.0,Shooting foul by O. Porter (drawn by T. Rozier),,47-42,,
3:20.0,T. Rozier makes free throw 1 of 2,1,48-42,,
3:20.0,T. Rozier makes free throw 2 of 2,1,49-42,,
3:08.0,,,49-42,,Shooting foul by A. Baynes (drawn by J. Wall)
3:08.0,,,49-43,1,J. Wall makes free throw 1 of 2
3:08.0,,,49-44,1,J. Wall makes free throw 2 of 2
2:53.0,Turnover by A. Baynes (traveling),,49-44,,
2:53.0,Boston full timeout,,49-44,,
2:53.0,J. Tatum enters the game for S. Ojeleye,,49-44,,
2:39.0,,,49-46,2,B. Beal makes 2-pt shot from 20 ft
2:16.0,A. Baynes misses 2-pt shot from 1 ft (block by J. Wall),,49-46,,
2:13.0,,,49-46,,Defensive rebound by B. Beal
2:12.0,,,49-46,,B. Beal misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by Team,,49-46,,
1:58.0,J. Tatum makes 3-pt shot from 26 ft,3,52-46,,
1:43.0,,,52-49,3,M. Morris makes 3-pt shot from 26 ft (assist by J. Wall)
1:17.0,A. Horford misses 2-pt shot from 9 ft,,52-49,,
1:13.0,Offensive rebound by A. Baynes,,52-49,,
1:13.0,A. Baynes misses 2-pt shot at rim,,52-49,,
1:13.0,,,52-49,,Defensive rebound by O. Porter
1:11.0,,,52-52,3,J. Wall makes 3-pt shot from 25 ft (assist by O. Porter)
1:00.0,,,52-52,,Personal foul by O. Porter (drawn by J. Brown)
1:00.0,,,52-52,,T. Satoransky enters the game for O. Porter
1:00.0,M. Morris enters the game for A. Baynes,,52-52,,
0:56.0,J. Tatum makes 2-pt shot from 2 ft (assist by T. Rozier),2,54-52,,
0:45.0,,,54-52,,B. Beal misses 3-pt shot from 26 ft
0:42.0,Defensive rebound by A. Horford,,54-52,,
0:30.0,J. Brown misses 2-pt shot from 10 ft,,54-52,,
0:27.0,,,54-52,,Defensive rebound by M. Gortat
0:09.0,,,54-52,,M. Morris misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by Team,,54-52,,
0:00.0,T. Rozier misses 3-pt shot from 24 ft,,54-52,,
0:00.0,Offensive rebound by Team,,54-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,T. Rozier misses 2-pt shot from 10 ft,,54-52,,
11:41.0,Offensive rebound by A. Baynes,,54-52,,
11:41.0,A. Baynes misses 2-pt shot at rim,,54-52,,
11:40.0,,,54-52,,Defensive rebound by K. Oubre
11:25.0,,,54-52,,M. Gortat misses 2-pt shot from 8 ft
11:24.0,Defensive rebound by A. Baynes,,54-52,,
11:08.0,J. Tatum misses 3-pt shot from 25 ft,,54-52,,
11:06.0,,,54-52,,Defensive rebound by M. Gortat
10:56.0,,,54-52,,Turnover by J. Wall (bad pass; steal by J. Tatum)
10:53.0,,,54-52,,Personal take foul by M. Morris (drawn by T. Rozier)
10:36.0,Turnover by J. Tatum (lost ball; steal by J. Wall),,54-52,,
10:33.0,,,54-54,2,J. Wall makes 2-pt shot from 1 ft (assist by B. Beal)
10:12.0,A. Baynes misses 2-pt shot from 9 ft,,54-54,,
10:10.0,,,54-54,,Defensive rebound by K. Oubre
9:57.0,,,54-54,,Turnover by M. Morris (bad pass; steal by A. Baynes)
9:54.0,Shooting foul by J. Wall (drawn by J. Tatum),,54-54,,
9:54.0,J. Tatum makes free throw 1 of 2,1,55-54,,
9:54.0,J. Tatum makes free throw 2 of 2,1,56-54,,
9:38.0,,,56-54,,J. Wall misses 2-pt shot from 16 ft
9:34.0,Defensive rebound by A. Baynes,,56-54,,
9:27.0,,,56-54,,Personal foul by M. Morris (drawn by A. Baynes)
9:12.0,Turnover by Team (shot clock),,56-54,,
8:53.0,,,56-54,,Shooting foul by A. Baynes (drawn by M. Morris)
8:53.0,,,56-55,1,M. Morris makes free throw 1 of 2
8:53.0,,,56-56,1,M. Morris makes free throw 2 of 2
8:38.0,Turnover by J. Brown (lost ball; steal by J. Wall),,56-56,,
8:33.0,,,56-59,3,B. Beal makes 3-pt shot from 26 ft (assist by M. Morris)
8:11.0,J. Brown misses 2-pt shot from 3 ft,,56-59,,
8:09.0,,,56-59,,Defensive rebound by J. Wall
8:06.0,,,56-59,,Turnover by J. Wall (bad pass; steal by J. Tatum)
8:00.0,A. Baynes makes 2-pt shot from 7 ft (assist by J. Brown),2,58-59,,
7:44.0,,,58-62,3,M. Morris makes 3-pt shot from 25 ft (assist by J. Wall)
7:26.0,A. Baynes misses 3-pt shot from 26 ft,,58-62,,
7:24.0,,,58-62,,Defensive rebound by J. Wall
7:17.0,,,58-62,,K. Oubre misses 2-pt shot at rim
7:14.0,Defensive rebound by J. Tatum,,58-62,,
7:11.0,,,58-62,,Technical foul by K. Oubre
7:11.0,J. Tatum makes technical free throw,1,59-62,,
7:11.0,M. Morris enters the game for J. Tatum,,59-62,,
7:05.0,T. Rozier misses 2-pt shot from 16 ft,,59-62,,
7:02.0,,,59-62,,Defensive rebound by M. Morris
6:47.0,,,59-65,3,J. Wall makes 3-pt shot from 23 ft (assist by M. Morris)
6:31.0,Shooting foul by J. Wall (drawn by M. Morris),,59-65,,
6:31.0,,,59-65,,Washington full timeout
6:31.0,M. Morris makes free throw 1 of 2,1,60-65,,
6:31.0,M. Morris makes free throw 2 of 2,1,61-65,,
6:21.0,,,61-67,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
6:02.0,A. Horford misses 3-pt shot from 25 ft,,61-67,,
5:59.0,Offensive rebound by A. Baynes,,61-67,,
5:58.0,,,61-67,,Personal foul by J. Wall (drawn by J. Brown)
5:58.0,J. Brown makes free throw 1 of 2,1,62-67,,
5:58.0,J. Brown misses free throw 2 of 2,,62-67,,
5:55.0,,,62-67,,Defensive rebound by K. Oubre
5:39.0,,,62-67,,K. Oubre misses 2-pt shot from 4 ft
5:37.0,Defensive rebound by A. Horford,,62-67,,
5:29.0,M. Morris misses 3-pt shot from 26 ft,,62-67,,
5:25.0,Offensive rebound by A. Horford,,62-67,,
5:24.0,T. Rozier misses 3-pt shot from 28 ft,,62-67,,
5:21.0,Offensive rebound by A. Horford,,62-67,,
5:20.0,Shooting foul by K. Oubre (drawn by A. Horford),,62-67,,
5:20.0,A. Horford makes free throw 1 of 2,1,63-67,,
5:20.0,,,63-67,,T. Satoransky enters the game for K. Oubre
5:20.0,G. Monroe enters the game for A. Baynes,,63-67,,
5:20.0,A. Horford makes free throw 2 of 2,1,64-67,,
5:10.0,,,64-67,,M. Morris misses 3-pt shot from 26 ft
5:07.0,Defensive rebound by G. Monroe,,64-67,,
4:57.0,T. Rozier misses 2-pt shot from 14 ft,,64-67,,
4:53.0,Offensive rebound by G. Monroe,,64-67,,
4:51.0,G. Monroe makes 2-pt shot from 1 ft,2,66-67,,
4:34.0,,,66-69,2,M. Morris makes 2-pt shot from 13 ft (assist by J. Wall)
4:11.0,Turnover by M. Morris (bad pass; steal by M. Gortat),,66-69,,
4:08.0,,,66-69,,Shooting foul by T. Rozier (drawn by J. Wall)
4:08.0,,,66-69,,J. Wall misses free throw 1 of 2
4:08.0,,,66-69,,Offensive rebound by Team
4:08.0,S. Larkin enters the game for J. Brown,,66-69,,
4:08.0,,,66-70,1,J. Wall makes free throw 2 of 2
3:51.0,M. Morris misses 2-pt shot from 5 ft,,66-70,,
3:49.0,,,66-70,,Defensive rebound by M. Gortat
3:47.0,,,66-70,,Shooting foul by G. Monroe (drawn by M. Morris)
3:47.0,,,66-71,1,M. Morris makes free throw 1 of 2
3:47.0,,,66-71,,M. Morris misses free throw 2 of 2
3:44.0,Defensive rebound by A. Horford,,66-71,,
3:37.0,A. Horford makes 2-pt shot from 10 ft,2,68-71,,
3:23.0,,,68-71,,M. Morris misses 3-pt shot from 23 ft
3:19.0,,,68-71,,Offensive rebound by T. Satoransky
3:18.0,,,68-73,2,M. Gortat makes 2-pt shot from 1 ft (assist by T. Satoransky)
3:01.0,T. Rozier misses 3-pt shot from 25 ft,,68-73,,
2:58.0,,,68-73,,Defensive rebound by J. Wall
2:42.0,,,68-73,,M. Morris misses 3-pt shot from 23 ft
2:39.0,Defensive rebound by T. Rozier,,68-73,,
2:23.0,G. Monroe misses 2-pt shot from 4 ft,,68-73,,
2:21.0,,,68-73,,Defensive rebound by M. Gortat
2:13.0,,,68-75,2,J. Wall makes 2-pt shot from 1 ft
2:13.0,Boston full timeout,,68-75,,
2:13.0,,,68-75,,M. Scott enters the game for M. Morris
2:13.0,S. Ojeleye enters the game for T. Rozier,,68-75,,
2:13.0,J. Tatum enters the game for A. Horford,,68-75,,
1:56.0,,,68-75,,Personal foul by M. Gortat (drawn by G. Monroe)
1:56.0,G. Monroe misses free throw 1 of 2,,68-75,,
1:56.0,Offensive rebound by Team,,68-75,,
1:56.0,,,68-75,,I. Mahinmi enters the game for M. Gortat
1:56.0,G. Monroe makes free throw 2 of 2,1,69-75,,
1:37.0,,,69-77,2,T. Satoransky makes 2-pt shot from 12 ft (assist by B. Beal)
1:19.0,J. Tatum misses 2-pt shot from 19 ft,,69-77,,
1:16.0,,,69-77,,Defensive rebound by J. Wall
1:11.0,,,69-77,,Turnover by J. Wall (bad pass; steal by S. Larkin)
1:04.0,J. Tatum makes 3-pt shot from 23 ft (assist by S. Larkin),3,72-77,,
0:53.0,Personal foul by S. Ojeleye (drawn by T. Satoransky),,72-77,,
0:53.0,,,72-77,,K. Oubre enters the game for J. Wall
0:45.0,,,72-77,,B. Beal misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by G. Monroe,,72-77,,
0:35.0,Offensive foul by G. Monroe (drawn by I. Mahinmi),,72-77,,
0:35.0,Turnover by G. Monroe (offensive foul),,72-77,,
0:30.0,,,72-77,,B. Beal misses 2-pt shot from 19 ft
0:26.0,Defensive rebound by M. Morris,,72-77,,
0:08.0,S. Larkin misses 2-pt shot from 19 ft,,72-77,,
0:04.0,,,72-77,,Defensive rebound by T. Satoransky
0:01.0,,,72-79,2,M. Scott makes 2-pt shot from 1 ft (assist by T. Satoransky)
0:01.0,M. Morris misses 3-pt shot from 48 ft,,72-79,,
0:01.0,Offensive rebound by Team,,72-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,72-79,,Turnover by K. Oubre (bad pass; steal by S. Larkin)
11:52.0,,,72-79,,Loose ball foul by B. Beal (drawn by S. Larkin)
11:37.0,M. Morris misses 2-pt shot from 8 ft,,72-79,,
11:35.0,Offensive rebound by S. Ojeleye,,72-79,,
11:26.0,Jump ball: K. Oubre vs. S. Ojeleye (I. Mahinmi gains possession),,,,Jump ball: K. Oubre vs. S. Ojeleye (I. Mahinmi gains possession)
11:26.0,Turnover by S. Ojeleye (lost ball; steal by K. Oubre),,72-79,,
11:11.0,,,72-81,2,M. Scott makes 2-pt shot from 1 ft (assist by T. Satoransky)
10:55.0,Turnover by J. Tatum (bad pass; steal by T. Satoransky),,72-81,,
10:51.0,Personal foul by J. Tatum (drawn by K. Oubre),,72-81,,
10:51.0,J. Brown enters the game for J. Tatum,,72-81,,
10:51.0,T. Rozier enters the game for M. Morris,,72-81,,
10:51.0,A. Baynes enters the game for G. Monroe,,72-81,,
10:42.0,,,72-81,,Shooting foul by S. Larkin (drawn by B. Beal)
10:42.0,,,72-82,1,B. Beal makes free throw 1 of 2
10:42.0,Technical foul by S. Larkin,,72-82,,
10:42.0,,,72-83,1,B. Beal makes technical free throw
10:42.0,,,72-84,1,B. Beal makes free throw 2 of 2
10:26.0,Turnover by S. Ojeleye (out of bounds lost ball),,72-84,,
10:16.0,,,72-84,,Turnover by M. Scott (palming)
10:01.0,J. Brown makes 2-pt shot from 1 ft (assist by T. Rozier),2,74-84,,
9:42.0,,,74-84,,Turnover by K. Oubre (step out of bounds)
9:27.0,J. Brown misses 3-pt shot from 26 ft,,74-84,,
9:23.0,,,74-84,,Defensive rebound by T. Satoransky
9:20.0,,,74-84,,K. Oubre misses 2-pt shot from 12 ft
9:17.0,Defensive rebound by S. Larkin,,74-84,,
9:13.0,S. Ojeleye misses 3-pt shot from 24 ft,,74-84,,
9:10.0,,,74-84,,Defensive rebound by K. Oubre
8:57.0,,,74-87,3,B. Beal makes 3-pt shot from 25 ft (assist by M. Scott)
8:57.0,,,74-87,,Shooting foul by T. Rozier (drawn by B. Beal)
8:57.0,A. Horford enters the game for A. Baynes,,74-87,,
8:57.0,,,74-88,1,B. Beal makes free throw 1 of 1
8:43.0,J. Brown makes 3-pt shot from 26 ft (assist by A. Horford),3,77-88,,
8:24.0,,,77-88,,B. Beal misses 2-pt shot from 17 ft
8:21.0,,,77-88,,Offensive rebound by M. Scott
8:20.0,,,77-88,,M. Scott misses 2-pt shot from 1 ft
8:20.0,,,77-88,,Offensive rebound by M. Scott
8:00.0,,,77-88,,B. Beal misses 2-pt shot from 1 ft
7:58.0,Defensive rebound by A. Horford,,77-88,,
7:52.0,,,77-88,,Personal foul by K. Oubre (drawn by A. Horford)
7:52.0,,,77-88,,J. Wall enters the game for B. Beal
7:40.0,Turnover by S. Ojeleye (out of bounds lost ball),,77-88,,
7:24.0,,,77-90,2,M. Scott makes 2-pt shot from 7 ft (assist by T. Satoransky)
7:13.0,A. Horford misses 3-pt shot from 26 ft,,77-90,,
7:10.0,,,77-90,,Defensive rebound by I. Mahinmi
6:57.0,,,77-92,2,M. Scott makes 2-pt shot from 15 ft (assist by J. Wall)
6:33.0,T. Rozier misses 2-pt shot from 7 ft (block by J. Wall),,77-92,,
6:30.0,,,77-92,,Defensive rebound by K. Oubre
6:23.0,,,77-92,,T. Satoransky misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by A. Horford,,77-92,,
6:15.0,A. Horford misses 2-pt shot from 3 ft,,77-92,,
6:13.0,,,77-92,,Defensive rebound by I. Mahinmi
6:06.0,,,77-92,,Turnover by I. Mahinmi (bad pass; steal by S. Larkin)
6:03.0,J. Brown misses 3-pt shot from 26 ft,,77-92,,
5:59.0,,,77-92,,Defensive rebound by I. Mahinmi
5:50.0,,,77-92,,Turnover by I. Mahinmi (step out of bounds)
5:50.0,,,77-92,,Washington full timeout
5:50.0,G. Monroe enters the game for S. Larkin,,77-92,,
5:50.0,M. Morris enters the game for S. Ojeleye,,77-92,,
5:33.0,A. Horford misses 2-pt shot from 11 ft,,77-92,,
5:31.0,Offensive rebound by G. Monroe,,77-92,,
5:31.0,,,77-92,,Personal foul by K. Oubre (drawn by J. Brown)
5:26.0,J. Brown misses 2-pt shot from 5 ft,,77-92,,
5:26.0,Offensive rebound by Team,,77-92,,
5:26.0,,,77-92,,Personal foul by I. Mahinmi (drawn by J. Brown)
5:18.0,J. Brown misses 2-pt shot from 14 ft,,77-92,,
5:14.0,,,77-92,,Defensive rebound by M. Scott
5:06.0,,,77-92,,Turnover by J. Wall (out of bounds lost ball)
